COL1,COL2,COL3,COL4,COL5,COL6,COL7,COL8,COL9,COL10,COL11,COL12,COL13,COL14,COL15,COL16,COL17,COL18,COL19,COL20,COL21,COL22,COL23,COL24,COL25,COL26,COL27,COL28,COL29,COL30,COL31,COL32,COL33,COL34,COL35,COL36,COL37,COL38,COL39,COL40,COL41,COL42,COL43,COL44,COL45,COL46,COL47,COL48,COL49,COL50,COL51,COL52,COL53,COL54,COL55,COL56,COL57,COL58,COL59,COL60,COL61,COL62,COL63,COL64,COL65,COL66,COL67,COL68,COL69,COL70,COL71,COL72,COL73,COL74,COL75,COL76,COL77,COL78,COL79,COL80,COL81,COL82,COL83,COL84,COL85,COL86,COL87,COL88,COL89,COL90,COL91,COL92,COL93,COL94,COL95,COL96,COL97,COL98
1,116,506,3,3,1,5,3,4,9,3,1,3,2,3,4,0,5,2,2,2,1,3,4,2,2,2,4,3,0,5,2,3,5,4,0,0,3,3,0,1,1,1,2,3,4,3,3,6,3,4,3,3,1,1,2,4,4,1,4,1,1,3,4,3,3,1,5,2,2,2,2,1,,211,6050,6,1,9,5,1,1,1,1,2,2,2,2,2,2,2,2,2,1,2,2,21,33
1,116,507,2,3,2,2,3,1,2,2,3,3,2,2,3,1,3,3,1,1,6,3,3,2,1,1,1,1,1,3,2,3,4,2,1,2,1,1,6,2,1,5,3,4,4,3,4,6,3,4,4,1,3,3,3,4,3,1,2,1,4,9,9,9,9,9,9,9,9,9,9,9,,211,6050,7,9,9,9,9,9,3,9,2,2,2,2,2,2,2,2,2,1,2,2,21,92
1,116,508,3,3,1,4,3,1,4,3,4,1,3,2,2,3,4,2,1,1,6,3,0,3,1,1,3,4,3,4,2,3,4,3,3,0,2,2,6,2,2,2,3,4,3,3,4,6,3,4,2,3,1,1,1,2,4,1,4,1,4,9,9,9,9,9,9,9,9,9,9,9,,211,6050,8,9,9,9,9,9,3,9,2,2,2,2,2,2,2,2,2,1,2,2,22,2
1,116,509,2,3,1,3,3,1,8,2,4,2,2,2,1,1,3,2,1,2,1,4,2,2,1,1,1,1,1,3,2,1,4,2,2,1,2,1,6,2,2,3,2,4,2,1,5,3,2,3,4,2,2,1,2,4,4,4,4,2,4,9,9,9,9,9,9,9,9,9,9,9,,211,6050,9,9,9,9,9,9,3,9,2,2,2,2,2,2,2,2,2,1,2,2,22,26
1,116,510,2,3,4,3,3,1,6,2,1,2,0,2,2,2,2,3,2,2,1,4,2,2,1,1,3,1,1,1,2,2,3,3,3,1,2,2,6,1,2,2,1,2,1,2,2,3,1,2,2,4,2,1,3,4,2,1,3,1,4,9,9,9,9,9,9,9,9,9,9,9,,211,6051,0,9,9,9,9,9,3,9,2,2,2,2,2,2,2,2,2,1,2,2,22,75
1,116,511,4,3,4,3,3,1,3,3,3,3,2,1,0,1,2,3,2,1,5,3,2,1,1,1,1,1,1,3,2,2,4,3,4,6,2,1,6,2,3,2,3,3,3,1,4,5,1,4,1,3,1,3,1,1,4,2,2,1,4,9,9,9,9,9,9,9,9,9,9,9,,211,6051,1,9,9,9,9,9,3,9,2,2,2,2,2,2,2,2,2,1,2,2,22,40
1,116,512,3,3,1,3,3,3,3,2,2,2,2,1,1,1,2,2,2,1,4,3,2,1,1,1,1,4,2,1,2,2,4,2,2,1,1,3,0,0,1,2,4,2,2,1,3,4,1,1,1,2,3,1,1,1,4,1,4,1,1,1,4,2,1,1,2,2,1,1,1,1,,211,6051,2,3,3,4,2,3,2,1,2,2,2,2,2,2,2,2,2,1,2,2,22,2
1,116,513,2,3,1,3,3,3,2,4,2,2,1,1,0,1,4,2,1,2,0,3,3,2,1,1,1,1,2,1,2,3,4,2,2,1,2,1,6,2,1,2,2,2,2,2,4,6,2,2,2,2,3,1,2,2,3,1,1,1,4,9,9,9,9,9,9,9,9,9,9,9,,211,6051,3,9,9,9,9,9,3,9,2,2,2,2,2,2,2,2,2,1,2,2,22,81
1,116,514,2,3,1,3,3,2,1,2,2,2,1,1,1,1,2,2,2,1,3,3,2,3,1,1,3,1,2,1,2,3,4,2,2,1,2,2,6,2,1,4,1,2,1,1,2,3,2,1,1,5,2,1,2,2,3,2,0,1,4,9,9,9,9,9,9,9,9,9,9,9,,211,6051,4,9,9,9,9,9,3,9,2,2,2,2,2,2,2,2,2,1,2,2,22,80
1,116,515,2,3,3,3,3,1,2,2,1,1,1,1,3,1,3,2,2,2,0,3,1,1,1,2,1,1,3,3,2,1,3,3,0,6,2,1,6,2,1,2,1,2,1,2,2,3,1,4,4,4,1,1,4,4,3,1,4,2,4,9,9,9,9,9,9,9,9,9,9,9,,211,6051,5,9,9,9,9,9,3,9,2,2,2,2,2,2,2,2,2,1,2,2,22,73
1,116,516,3,3,2,3,1,3,6,3,1,1,1,1,3,2,2,2,2,2,1,5,2,3,1,2,3,1,3,2,2,2,4,4,4,1,2,1,6,2,1,4,2,2,2,2,2,3,2,4,1,3,2,1,2,1,4,1,3,2,0,9,9,9,9,9,9,0,4,9,9,9,,211,6051,6,9,9,9,9,9,3,9,2,2,2,2,2,2,2,2,2,1,2,2,21,10
1,116,517,3,3,1,3,1,3,7,5,1,3,2,1,3,1,4,3,1,1,2,3,3,2,1,1,1,1,1,3,2,3,4,2,2,1,2,1,6,2,1,1,2,1,1,1,2,3,2,2,1,4,2,3,2,4,4,2,4,3,4,9,9,9,9,9,9,9,9,9,4,9,,211,6051,7,9,9,9,9,9,3,9,2,2,2,2,2,2,2,2,2,1,2,2,22,82
1,116,518,3,3,1,5,1,3,5,3,3,3,1,1,3,1,4,3,1,3,0,4,6,3,1,2,1,1,1,3,2,3,2,3,3,1,2,1,6,2,1,4,2,2,1,1,5,1,2,1,1,3,3,1,4,2,4,1,4,1,4,9,9,9,9,9,9,9,9,9,9,9,,211,6051,8,9,9,9,9,9,3,9,2,2,2,2,2,2,2,2,2,1,2,2,22,82
1,116,519,3,3,2,3,2,2,2,6,3,5,1,2,3,2,3,3,1,1,6,3,6,1,1,1,1,1,3,2,2,2,4,3,4,6,1,2,6,2,1,2,4,4,4,1,1,1,2,4,3,3,1,3,2,3,3,1,3,1,1,3,1,3,6,1,4,2,3,3,1,3,,211,6051,9,1,1,4,5,3,2,2,2,2,2,2,2,2,2,2,2,1,2,2,21,48
1,116,520,2,3,2,3,2,2,6,1,1,2,1,1,3,1,1,2,1,3,1,4,6,2,1,1,1,1,1,3,2,3,4,3,4,6,1,1,6,2,1,2,1,1,1,2,3,5,1,1,2,3,1,2,2,2,4,1,4,1,1,5,4,2,6,1,3,1,1,1,1,1,,211,6052,0,4,5,3,2,1,1,2,2,2,2,2,2,1,2,2,2,2,2,2,21,50
1,116,521,3,3,1,5,2,1,4,1,1,3,1,1,1,1,1,3,2,2,1,2,2,1,1,1,1,1,1,3,2,3,4,3,2,1,2,2,6,2,1,2,2,2,2,2,2,3,2,2,2,1,2,2,2,2,2,1,4,1,2,5,4,2,5,4,5,2,1,1,1,1,,211,6052,1,3,2,4,5,2,1,2,2,2,2,2,2,2,1,2,2,2,2,2,21,51
1,116,522,3,3,1,5,2,4,8,2,2,4,2,1,2,1,1,2,2,1,2,4,2,1,1,1,3,1,1,2,2,1,4,3,2,1,2,1,6,2,1,2,3,4,3,2,2,4,3,3,1,2,2,1,2,4,2,1,3,2,3,3,4,2,4,2,4,2,2,2,2,1,,211,6052,2,3,2,4,1,3,1,1,1,2,2,2,2,2,2,2,2,2,2,2,21,30
1,116,523,4,3,1,5,2,3,3,2,1,1,2,1,2,1,2,2,1,2,0,3,0,1,1,1,1,1,1,3,2,1,4,3,4,6,2,2,6,2,1,4,1,4,3,1,4,4,1,4,3,2,1,1,3,4,4,1,2,1,0,9,9,9,9,9,9,0,9,9,9,1,,211,6052,3,9,9,9,9,9,3,9,2,2,2,2,2,2,2,2,2,1,2,2,22,21
1,116,524,3,3,2,3,2,4,2,3,2,3,2,1,2,1,3,2,2,3,5,3,0,2,1,2,1,1,2,1,2,1,3,4,2,1,2,1,6,2,3,3,2,3,2,2,3,3,2,2,2,2,1,2,2,2,3,1,4,1,4,9,9,9,9,9,9,9,9,9,9,9,,211,6052,4,9,9,9,9,9,3,9,2,2,2,2,2,2,2,2,2,1,2,2,22,13
1,116,525,2,3,2,3,2,1,2,3,3,1,2,1,2,1,3,2,1,3,0,5,0,1,1,2,3,1,3,2,2,2,4,2,2,1,2,3,0,0,1,3,1,3,1,2,4,3,2,2,2,1,1,1,2,2,4,2,2,2,1,1,6,2,6,1,1,1,1,1,2,1,,211,6052,5,9,9,9,9,9,3,3,2,2,2,2,2,2,2,2,2,1,2,2,22,21
1,116,526,3,4,2,4,3,1,5,4,2,4,1,1,3,2,2,2,1,1,2,4,3,2,1,1,3,1,1,3,2,3,4,3,4,0,3,1,6,2,1,2,2,4,3,3,5,7,3,3,4,2,3,1,2,2,2,1,3,3,0,9,9,9,9,9,9,9,9,9,9,9,,211,6052,6,9,9,9,9,9,3,9,2,2,2,2,2,2,2,2,2,1,2,2,22,76
1,116,527,4,4,2,5,3,1,4,2,1,3,2,2,2,2,1,2,2,1,6,3,2,2,1,1,1,2,1,2,2,3,4,1,1,1,2,1,6,1,0,4,3,3,1,1,3,4,3,4,1,3,1,1,1,3,4,1,4,1,4,9,9,9,9,9,9,9,9,9,9,9,,211,6052,7,9,9,9,9,9,3,9,2,2,2,2,2,2,2,2,2,1,2,2,22,1
1,116,528,4,4,2,5,3,3,6,2,3,3,2,1,0,1,2,2,2,2,1,4,2,3,1,1,1,1,1,2,2,3,4,2,2,1,2,1,6,2,1,4,1,4,3,2,3,2,1,1,2,3,3,1,2,2,2,1,3,2,2,1,4,2,1,3,4,2,2,2,2,2,,211,6052,8,3,2,4,5,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,22,22
1,116,529,2,4,5,2,3,2,2,3,4,5,2,2,2,1,4,2,1,2,0,3,2,2,1,1,1,1,1,3,2,3,4,3,4,1,2,1,6,2,3,3,3,3,2,1,5,2,3,4,2,1,3,1,2,3,2,1,2,1,4,9,9,9,9,9,9,9,9,9,9,9,,211,6052,9,9,9,9,9,9,3,9,2,2,2,2,2,2,2,2,2,1,2,2,21,60
1,116,530,2,4,2,2,3,1,1,2,1,3,3,3,2,1,2,2,2,2,0,3,2,2,1,1,1,5,2,1,2,2,4,2,2,1,1,1,6,2,1,4,3,3,2,2,3,3,2,1,4,2,3,3,2,2,4,1,3,1,1,4,5,9,4,2,3,1,2,2,1,3,,211,6053,0,3,3,4,2,3,1,1,2,2,2,2,2,2,1,2,2,2,2,2,21,92
1,116,531,3,4,2,3,3,2,3,3,3,4,2,2,3,1,3,2,2,1,5,2,2,2,1,1,1,1,1,2,2,1,4,3,0,1,2,1,6,2,4,4,4,4,3,2,5,3,2,3,4,2,1,2,3,3,1,3,3,2,4,3,5,2,2,4,4,2,4,4,9,3,,211,6053,1,9,9,9,9,9,3,9,2,2,2,2,2,2,2,2,2,1,2,2,21,41
1,116,532,4,4,1,3,3,3,9,2,3,3,2,2,2,1,2,3,1,1,5,2,3,2,1,1,1,1,1,3,2,2,4,3,4,6,2,1,6,2,3,2,2,3,2,2,3,2,2,3,3,3,2,2,2,3,4,2,2,1,4,9,9,9,9,9,9,9,9,9,9,9,,211,6053,2,9,9,9,9,9,3,9,2,2,2,2,2,2,2,2,2,1,2,2,21,23
1,116,533,3,4,1,4,3,3,4,3,2,2,1,1,2,1,2,3,2,1,3,3,1,2,1,2,1,1,2,0,2,1,4,3,2,1,2,2,6,2,2,4,2,4,1,3,3,6,3,2,3,3,1,2,2,3,2,2,3,1,4,9,9,9,9,9,9,9,9,9,9,9,,211,6053,3,9,9,9,9,9,3,2,2,2,2,2,2,2,2,2,2,1,2,2,21,13
1,116,534,2,4,1,5,3,5,3,2,2,2,1,1,1,1,3,3,1,3,1,3,2,1,1,1,3,1,1,2,2,1,4,2,2,1,2,1,6,2,1,2,2,2,2,2,2,3,1,3,1,2,1,1,2,3,2,2,3,1,2,3,4,2,5,1,1,1,2,2,2,3,,211,6053,4,2,2,5,3,3,1,2,2,2,2,2,2,2,2,2,2,1,2,2,21,30
1,116,535,2,4,1,5,3,1,3,4,3,5,2,1,3,1,4,2,1,3,1,3,2,1,1,2,3,1,2,2,2,2,4,3,2,1,2,1,6,1,3,2,3,4,3,1,4,4,3,3,4,2,2,1,3,4,4,1,4,3,4,9,9,9,9,9,9,9,9,9,9,9,,211,6053,5,9,9,9,9,9,3,9,2,2,2,2,2,2,2,2,2,1,2,2,21,82
1,116,536,2,4,1,5,3,3,7,2,2,2,1,1,1,1,1,4,2,2,0,4,2,1,1,2,3,1,3,4,2,2,4,3,2,1,2,1,6,2,2,4,2,1,2,2,2,3,2,1,1,4,1,2,2,2,2,2,3,1,3,2,4,2,1,1,2,1,2,2,2,3,,211,6053,6,4,5,2,2,1,1,1,2,2,2,2,2,2,2,2,2,1,2,2,21,22
1,116,537,3,4,2,2,3,1,5,2,4,5,3,1,1,1,4,3,1,2,0,1,1,2,1,1,3,1,1,2,2,3,4,3,2,1,2,1,6,2,1,3,3,3,4,2,3,3,3,3,2,3,1,2,4,4,4,2,3,1,4,9,9,9,9,9,9,9,9,9,9,9,,211,6053,7,9,9,9,9,9,3,9,2,2,2,2,2,2,2,2,2,1,2,2,21,90
1,116,538,2,4,2,2,3,1,2,2,4,3,1,1,2,1,1,3,2,2,4,4,0,2,1,1,1,1,1,3,2,2,4,3,4,6,2,1,6,2,1,4,3,3,3,2,3,3,3,4,3,3,3,2,2,2,4,2,2,2,4,9,9,9,9,9,9,9,9,9,9,9,,211,6053,8,9,9,9,9,9,3,9,2,2,2,2,2,2,2,2,2,1,2,2,21,91
1,116,539,2,4,1,2,3,1,2,2,1,3,1,1,1,1,1,2,1,1,5,3,2,2,1,2,1,1,1,1,2,1,4,3,4,1,1,2,6,2,1,3,3,4,2,1,3,3,1,1,2,3,2,1,2,2,1,1,3,1,4,9,9,9,9,9,9,9,9,9,9,9,,211,6053,9,9,9,9,9,9,3,9,2,2,2,2,2,2,2,2,2,1,2,2,22,22
1,116,540,2,4,1,2,3,1,2,3,1,5,1,1,2,2,4,3,2,1,4,2,3,2,1,2,1,1,2,3,2,3,4,3,4,6,2,1,6,2,1,1,1,2,1,3,5,5,1,2,3,2,3,1,4,4,4,1,2,1,0,9,9,9,9,9,9,9,9,9,9,9,,211,6054,0,9,9,9,9,9,3,9,2,2,2,2,2,2,2,2,2,1,2,2,22,73
1,116,541,3,4,1,4,3,1,2,1,1,1,1,1,0,3,0,0,0,2,1,3,2,2,1,1,1,1,2,3,2,3,4,3,3,1,2,1,6,2,2,1,2,1,2,2,2,5,2,2,2,2,1,1,2,1,3,1,4,1,4,9,9,9,9,9,9,0,0,9,9,9,,211,6054,1,9,9,9,9,9,3,9,2,2,2,2,2,2,2,2,2,1,2,2,22,41
1,116,542,1,3,3,4,3,2,7,1,1,3,1,1,1,1,1,1,2,1,3,4,0,0,1,1,1,1,1,3,1,1,4,3,4,6,2,2,6,1,1,2,2,1,2,1,3,3,2,2,2,3,1,1,1,2,4,1,4,1,0,9,9,9,9,9,9,9,9,9,9,9,,211,6054,2,9,9,9,9,9,3,9,2,2,2,2,2,2,2,2,2,1,2,2,23,6
1,116,543,1,3,1,4,3,3,3,5,4,2,0,4,1,1,2,2,3,3,0,4,2,3,1,1,1,1,1,6,1,1,4,3,3,1,2,2,6,2,2,6,5,5,5,4,0,6,2,1,5,0,0,4,2,2,4,0,0,1,0,9,9,9,9,9,9,9,9,9,9,9,,211,6054,3,9,9,9,9,9,3,9,2,2,2,2,2,2,2,2,2,1,2,2,23,1
1,116,544,1,3,1,4,3,1,2,3,3,4,2,2,3,2,4,4,0,1,6,3,1,1,1,1,1,1,3,2,1,3,4,2,1,1,2,1,6,2,0,1,3,3,4,3,4,0,2,3,1,2,1,1,1,2,3,1,4,0,4,2,3,2,3,2,2,2,2,2,1,9,,211,6054,4,3,3,3,3,1,0,1,2,2,2,2,2,2,2,2,2,1,2,2,22,30
1,116,545,1,3,1,4,1,1,1,5,4,3,2,1,4,3,1,1,2,3,0,4,0,3,1,3,1,0,0,3,1,2,0,3,0,0,3,3,0,0,2,6,1,1,1,1,2,3,1,3,2,3,1,1,1,2,2,2,3,1,2,2,4,2,5,1,1,1,1,1,1,1,,211,6054,5,5,5,4,2,1,2,1,2,2,2,2,2,2,2,2,1,2,2,2,21,56
1,116,546,1,3,3,3,1,3,7,3,4,3,3,1,2,1,1,1,2,2,1,4,2,3,1,1,1,4,1,3,1,1,4,3,3,1,2,2,6,2,1,2,3,4,3,2,3,1,2,3,3,1,1,1,1,2,4,1,2,1,4,9,9,9,9,9,9,9,9,9,9,9,,211,6054,6,9,9,9,9,9,3,9,2,2,2,2,2,2,2,2,2,1,2,2,21,15
1,116,547,1,3,2,3,1,3,7,3,4,5,2,2,3,2,2,3,2,2,1,4,2,1,1,1,3,1,1,2,1,3,4,3,3,1,2,2,6,2,1,2,4,4,4,3,5,1,4,4,4,1,3,3,1,2,3,1,4,2,4,9,9,9,9,9,9,9,9,9,9,9,,211,6054,7,9,9,9,9,9,3,9,2,2,2,2,2,2,2,2,2,1,2,2,21,14
1,116,548,1,3,2,3,1,3,6,2,2,1,1,1,4,0,5,1,1,3,0,5,0,2,1,2,3,4,3,3,1,4,4,3,4,6,2,3,0,0,1,7,1,2,5,2,0,3,1,2,1,0,1,1,1,2,3,1,4,1,3,3,6,2,5,1,2,0,2,1,1,1,,211,6054,8,9,5,4,9,3,3,2,2,2,2,2,2,2,2,2,2,1,2,2,21,70
1,116,549,1,3,2,2,1,1,1,4,3,3,1,1,3,1,4,2,1,3,0,4,2,1,1,2,1,1,1,1,1,3,4,3,3,6,2,1,6,2,4,3,1,4,4,1,5,1,1,4,4,2,3,3,4,3,1,1,4,3,1,1,3,3,5,1,1,1,3,1,2,3,,211,6054,9,1,5,1,1,3,3,1,2,2,2,2,2,2,2,2,2,1,2,2,21,93
1,116,550,1,3,1,3,1,1,5,1,2,1,1,2,1,1,1,1,2,3,0,5,0,1,0,1,1,1,2,1,1,1,0,3,3,1,2,2,6,2,1,1,2,3,1,1,2,3,2,2,1,2,2,1,2,0,2,1,4,1,0,9,9,9,9,9,9,0,9,9,9,9,,211,6055,0,9,9,9,9,9,3,9,2,2,2,2,2,2,2,2,2,1,2,2,22,71
1,116,551,1,3,1,5,2,4,2,2,1,2,1,2,1,1,1,1,2,1,2,3,2,1,1,1,1,1,1,3,1,1,4,3,4,6,2,2,6,2,1,4,2,4,2,1,4,3,1,1,1,2,1,1,2,2,4,1,4,1,1,3,5,1,6,2,3,1,1,1,1,1,,211,6055,1,4,2,4,3,3,1,2,2,1,2,2,2,2,2,2,2,2,2,2,21,71
1,116,552,1,3,2,3,2,1,4,2,1,3,1,1,1,1,1,1,2,1,2,3,2,1,1,1,3,1,2,2,1,3,4,2,1,1,2,2,6,2,1,2,2,2,1,2,2,3,3,2,2,4,2,1,3,3,4,1,2,1,4,9,9,9,9,9,9,9,9,9,9,9,,211,6055,2,9,9,9,9,9,3,9,2,2,2,2,2,2,2,2,2,1,2,2,22,70
1,116,553,1,3,1,3,2,3,3,6,0,6,3,3,4,1,1,1,2,1,2,5,2,0,1,1,1,1,2,2,1,1,4,3,2,1,2,1,6,2,1,2,6,2,2,3,3,6,1,0,5,3,1,1,2,2,3,2,2,1,0,9,9,9,9,9,9,0,9,9,9,9,,211,6055,3,9,9,9,9,9,3,9,2,2,2,2,2,2,2,2,2,1,2,2,22,21
1,116,554,1,3,3,3,2,1,3,5,3,4,3,2,2,2,4,2,1,1,3,3,3,1,1,1,3,1,1,1,1,3,3,3,2,2,2,2,6,2,3,4,4,4,3,2,5,1,3,4,4,1,3,3,4,4,1,4,1,3,4,9,9,9,9,9,9,9,9,9,9,9,,211,6055,4,9,9,9,9,9,3,9,2,2,2,2,2,2,2,2,2,1,2,2,22,70
1,116,555,1,3,1,3,3,2,2,3,1,2,1,1,2,1,2,2,1,1,5,3,2,2,1,2,1,1,1,2,1,2,4,3,2,1,2,1,6,1,1,2,1,2,2,3,2,3,1,2,2,4,1,1,3,4,4,1,4,1,4,9,9,9,9,9,9,9,9,9,9,9,,211,6055,5,9,9,9,9,9,3,9,2,2,2,2,2,2,2,2,2,1,2,2,21,46
1,116,556,1,3,2,3,3,2,2,2,1,3,2,1,1,1,1,3,2,3,1,3,6,1,1,1,1,1,1,2,1,2,4,3,2,1,2,1,6,2,1,1,2,3,1,3,3,3,2,2,2,3,2,2,1,3,3,1,4,1,3,4,4,2,5,3,4,2,2,2,1,1,,211,6055,6,4,5,1,2,3,1,1,2,2,2,2,1,2,2,2,2,2,2,2,21,53
1,116,557,1,3,2,3,3,2,2,2,1,2,1,1,2,1,2,2,1,1,4,3,2,2,1,1,1,1,2,2,1,2,4,3,2,1,2,1,6,2,1,3,5,5,5,0,5,3,2,2,2,3,1,1,2,2,3,1,4,1,2,3,4,2,6,2,2,1,2,2,1,1,,211,6055,7,2,3,5,2,3,1,1,2,2,1,2,2,2,2,2,2,2,2,2,21,40
1,116,558,1,3,2,3,3,2,5,3,3,4,1,1,3,1,2,1,2,2,1,2,2,1,1,2,1,1,1,2,1,3,4,3,3,1,2,1,6,2,1,2,2,2,3,3,5,3,3,4,3,1,2,2,3,3,3,1,4,1,1,4,4,2,5,1,3,2,2,2,1,1,,211,6055,8,3,3,4,2,2,1,1,2,2,2,2,1,2,2,2,2,2,2,2,21,56
1,116,559,1,4,3,3,3,1,1,2,2,3,1,1,1,1,2,2,1,1,3,5,0,1,3,1,2,1,2,2,1,3,4,3,3,1,2,2,6,2,2,4,2,2,2,2,3,2,2,3,2,3,2,2,2,2,4,1,3,1,4,9,9,9,9,9,9,0,9,9,9,9,,211,6055,9,9,9,9,9,9,3,9,2,2,2,2,2,2,2,2,2,1,2,2,22,71
1,116,560,1,4,1,3,1,3,7,6,1,1,1,1,1,3,1,4,3,3,2,5,2,0,1,1,1,0,1,4,1,4,4,4,0,0,3,3,0,0,1,1,6,5,5,4,0,7,5,0,5,0,0,4,5,0,0,0,0,0,0,9,9,9,9,9,9,9,9,9,9,9,,211,6056,0,9,9,9,9,9,3,9,2,2,2,2,2,2,2,2,2,1,2,2,21,11
1,116,561,1,4,2,3,2,2,4,2,3,2,2,2,0,1,2,1,2,1,5,3,2,1,1,2,1,1,1,1,1,2,4,3,2,1,2,2,6,2,3,4,3,4,3,3,3,3,3,3,2,3,1,2,2,3,2,3,3,3,4,9,9,9,9,9,9,9,9,9,9,9,,211,6056,1,9,9,9,9,9,0,9,2,2,2,2,2,2,2,2,2,1,2,2,21,48
1,116,562,1,4,1,4,2,1,2,2,1,2,1,1,1,1,2,2,1,3,0,3,2,1,1,2,1,1,2,1,1,1,0,3,2,1,3,3,0,1,2,1,1,3,2,2,3,3,2,2,2,3,3,2,1,2,3,1,4,1,1,9,3,3,9,1,2,1,2,1,1,1,,211,6056,2,3,4,4,2,1,2,2,2,2,2,2,2,2,2,2,2,1,2,2,22,71
1,116,563,1,4,3,3,3,2,7,1,1,2,1,1,1,1,1,1,2,3,0,1,2,1,1,3,1,1,1,2,1,2,4,3,2,1,2,1,6,2,1,5,1,1,1,1,2,3,1,1,1,4,2,2,1,1,4,1,3,1,0,9,9,9,9,2,2,1,1,1,1,1,,211,6056,3,4,5,1,1,1,1,1,2,1,2,2,2,2,2,2,2,2,2,2,21,54
1,116,564,1,5,1,4,3,3,3,4,2,3,2,1,3,2,4,2,1,1,5,3,3,2,1,1,1,1,1,2,1,3,4,3,4,2,2,1,6,2,2,4,3,4,2,3,4,4,3,3,3,2,2,2,2,2,2,1,4,2,4,9,9,9,9,9,9,9,9,9,9,9,,211,6056,4,9,9,9,9,9,3,9,2,2,2,2,2,2,2,2,2,1,2,2,22,80
1,116,565,1,5,4,3,1,1,9,1,1,1,1,1,1,1,1,1,2,2,1,5,0,0,1,1,1,1,1,6,1,2,4,3,4,0,2,2,6,2,1,1,1,1,1,1,2,1,1,2,2,1,2,2,1,1,2,2,2,1,1,3,4,1,4,1,2,2,9,1,1,1,,211,6056,5,3,2,1,9,2,1,9,2,2,2,2,2,2,2,2,2,1,2,2,21,54
1,116,566,1,5,1,3,1,1,10,1,1,2,1,1,1,1,1,1,1,2,1,5,0,3,1,1,1,1,3,6,1,3,0,4,4,0,2,1,0,2,1,6,1,1,1,1,1,7,1,1,1,2,1,1,1,1,1,4,0,1,1,5,3,2,9,9,9,1,1,1,9,3,,211,6056,6,9,9,9,9,1,3,9,2,2,2,2,2,2,2,2,2,1,2,2,21,54
1,116,567,1,5,1,4,3,3,4,1,1,1,1,1,1,1,1,1,2,1,2,5,2,0,0,1,1,1,1,3,1,1,0,4,4,6,2,1,0,0,1,2,3,3,1,1,4,1,1,1,1,4,1,1,1,4,2,1,2,1,4,2,2,2,3,1,3,2,9,2,1,1,,211,6056,7,3,3,3,2,2,1,2,2,2,2,2,2,2,2,2,2,1,2,2,21,21
1,116,568,4,6,4,4,4,1,5,1,1,1,1,1,1,1,1,2,2,1,6,4,0,3,1,1,1,1,1,3,2,1,4,3,3,6,2,1,6,1,1,2,1,1,1,2,3,3,1,1,1,4,2,1,2,2,2,1,4,1,1,1,4,2,1,1,2,1,2,1,1,1,,211,6056,8,2,5,1,3,3,2,1,2,2,2,2,2,1,2,2,2,2,2,2,21,85
1,116,569,2,6,1,3,4,4,9,3,2,3,2,2,1,1,2,2,2,3,2,1,1,1,1,1,1,1,2,1,1,1,4,3,4,6,3,2,6,2,2,2,5,4,4,2,3,3,2,2,2,3,3,1,2,2,2,1,4,2,4,9,9,9,9,9,9,9,9,9,9,9,,211,6056,9,9,9,9,9,9,3,9,2,2,2,2,2,2,2,2,2,1,2,2,22,82
1,116,570,4,6,1,3,4,2,2,2,1,2,1,1,2,1,2,3,2,2,0,3,5,2,1,1,1,0,0,6,0,4,0,2,1,1,2,3,0,0,0,7,6,5,5,4,0,7,5,0,5,0,0,4,5,0,0,0,0,0,0,9,9,9,9,9,9,9,9,9,9,9,,211,6057,0,9,9,9,9,9,3,9,2,2,2,2,2,2,2,2,2,1,2,2,23,3
1,116,571,2,6,2,3,4,3,3,3,2,2,1,2,1,1,2,2,1,2,2,3,2,2,1,1,1,1,1,2,2,2,4,3,4,6,2,2,6,2,1,2,1,1,1,1,2,3,1,1,1,4,2,1,2,2,2,1,3,3,4,9,9,9,9,9,9,9,9,9,9,9,,211,6057,1,9,9,9,9,9,3,9,2,2,2,2,2,2,2,2,2,1,2,2,22,81
1,116,572,4,6,2,4,6,3,1,3,1,1,2,2,2,1,3,2,1,1,3,3,3,3,1,1,1,1,1,2,2,3,4,3,3,2,1,1,1,1,1,0,1,1,1,1,2,3,2,1,1,4,2,1,2,2,4,1,3,2,0,9,9,9,9,9,9,9,9,9,9,9,,211,6057,2,9,9,9,9,9,3,9,2,2,2,2,2,2,2,2,2,1,2,2,22,81
1,116,573,4,6,1,4,5,1,7,2,2,3,2,2,2,1,3,2,1,1,4,3,2,2,1,1,3,1,3,2,3,3,4,3,2,1,2,1,6,2,2,4,2,3,3,3,3,3,3,4,3,3,3,2,3,3,3,2,3,2,4,9,9,9,9,9,9,9,9,9,9,9,,211,6057,3,9,9,9,9,9,3,9,2,2,2,2,2,2,2,2,2,1,2,2,22,75
1,116,574,3,6,1,4,5,3,9,3,2,3,2,2,3,3,0,2,0,1,4,5,0,2,1,1,1,1,1,3,2,1,4,3,4,0,1,1,6,2,3,5,3,3,3,3,3,6,2,4,4,2,3,3,2,2,4,4,3,3,3,1,4,2,1,1,3,1,2,2,2,2,,211,6057,4,1,2,1,1,3,2,1,2,2,2,2,2,2,2,2,2,1,2,2,22,22
