COL1,COL2,COL3,COL4,COL5,COL6,COL7,COL8,COL9,COL10,COL11,COL12,COL13,COL14,COL15,COL16,COL17,COL18,COL19,COL20,COL21,COL22,COL23,COL24,COL25,COL26,COL27,COL28,COL29,COL30,COL31,COL32,COL33,COL34,COL35,COL36,COL37,COL38,COL39,COL40,COL41,COL42,COL43,COL44,COL45,COL46,COL47,COL48,COL49,COL50,COL51,COL52,COL53,COL54,COL55,COL56,COL57,COL58,COL59,COL60,COL61,COL62,COL63,COL64,COL65,COL66,COL67,COL68,COL69,COL70,COL71,COL72,COL73,COL74,COL75,COL76,COL77,COL78,COL79,COL80,COL81,COL82,COL83,COL84,COL85,COL86,COL87,COL88,COL89,COL90,COL91,COL92,COL93,COL94,COL95,COL96,COL97,COL98
1,116,1453,1,4,2,4,2,4,2,1,1,2,1,1,1,1,1,1,2,1,3,5,5,1,1,1,1,1,1,2,1,2,4,3,4,6,2,2,6,2,1,3,2,1,2,1,2,3,2,2,1,2,2,1,3,4,2,1,3,1,1,2,2,2,9,2,2,2,2,2,1,1,,211,6145,3,3,2,2,1,1,3,2,2,2,2,2,2,1,2,2,2,2,2,2,20,82
1,116,1454,1,4,2,4,3,1,2,3,3,3,2,2,3,1,2,2,1,2,5,3,3,1,1,1,0,5,1,3,2,3,4,4,2,2,2,1,0,0,4,2,3,4,4,3,4,5,4,3,3,2,2,1,1,2,4,1,4,1,4,9,9,9,9,9,9,9,9,9,9,9,,211,6145,4,9,9,9,9,9,3,9,2,2,2,2,2,2,2,2,2,1,2,2,20,51
1,116,1455,1,4,2,4,3,1,3,3,3,4,2,2,3,2,4,3,1,1,6,3,2,1,1,1,1,2,1,1,3,3,4,2,1,1,3,3,0,2,3,4,3,4,4,3,5,0,4,4,4,1,2,1,2,1,4,1,4,3,1,2,2,2,5,2,5,2,3,9,1,3,,211,6145,5,1,1,5,5,3,2,1,2,2,2,2,2,2,2,1,2,2,2,2,20,47
1,116,1456,1,4,2,5,2,1,2,1,4,3,3,2,1,1,1,1,2,1,2,3,2,2,1,1,1,1,2,1,2,2,4,2,2,1,2,2,6,2,1,2,1,1,1,1,2,3,2,2,2,4,2,1,2,2,3,2,2,1,0,9,9,9,9,9,9,9,9,9,9,9,,211,6145,6,9,9,9,9,9,3,9,2,2,2,2,2,2,2,2,2,1,2,2,20,45
1,116,1457,1,4,2,5,3,1,9,4,3,3,1,2,2,1,2,1,2,1,5,3,2,1,0,2,1,0,1,1,3,3,4,4,2,1,2,1,1,2,1,4,3,5,2,4,3,2,2,1,2,2,2,2,2,2,4,2,2,2,2,2,5,2,5,1,2,0,2,2,1,2,,211,6145,7,9,9,9,9,9,3,9,2,2,2,2,2,2,2,2,2,1,2,2,20,63
1,116,1458,1,4,2,5,2,2,3,4,3,4,1,1,3,2,3,2,1,2,1,2,2,1,1,1,1,1,2,2,2,3,4,2,3,1,2,2,6,2,1,4,2,3,3,3,5,1,3,3,3,3,3,2,2,2,1,2,2,1,1,2,1,3,3,1,2,1,2,2,1,1,,211,6145,8,2,1,4,3,1,2,2,2,2,2,1,2,2,2,2,2,2,2,2,20,46
1,116,1459,1,4,2,3,3,1,2,4,4,3,2,2,3,2,4,3,1,2,1,3,6,2,1,1,3,1,1,3,2,3,4,3,4,6,2,1,6,2,3,5,2,2,2,3,3,3,2,2,3,0,3,1,2,3,2,2,2,1,4,9,9,9,9,9,9,0,0,9,9,9,,211,6145,9,9,9,9,9,9,3,9,2,2,2,2,2,2,2,2,2,1,2,2,20,41
1,116,1460,1,5,2,4,3,1,2,3,4,3,1,1,3,2,4,2,1,2,1,3,2,1,1,1,1,1,2,2,2,3,4,2,2,1,2,1,6,2,2,5,3,3,3,4,4,3,3,4,3,2,2,2,3,3,4,1,2,1,1,2,4,2,2,3,5,2,2,9,1,1,,211,6146,0,9,2,3,9,9,3,9,2,2,2,2,2,2,1,2,2,2,2,2,20,45
1,116,1461,1,5,2,4,1,1,2,3,1,3,1,2,1,2,2,3,2,2,1,3,2,1,1,1,1,1,1,3,2,1,4,3,4,6,2,1,6,2,1,3,2,1,3,3,4,3,2,2,3,2,3,1,4,4,1,1,1,3,3,2,4,2,3,1,3,1,2,2,1,1,,211,6146,1,1,2,5,1,1,1,1,2,2,2,1,2,2,2,2,2,2,2,2,20,48
1,116,1462,1,5,2,3,3,1,2,5,1,2,2,2,2,1,2,1,1,3,0,4,2,3,1,1,1,1,1,3,1,2,4,3,3,1,1,1,0,2,1,2,2,1,1,1,2,3,2,1,1,4,1,1,2,2,3,1,4,1,4,2,1,2,1,1,1,9,1,1,2,1,,211,6146,2,1,2,5,2,9,3,1,2,2,2,2,2,2,2,2,2,1,2,2,20,47
1,116,1463,1,5,2,3,2,1,10,2,1,5,2,1,3,2,1,1,2,3,0,4,2,1,1,2,1,1,1,3,2,3,4,3,4,6,2,2,6,2,2,4,2,1,2,1,3,3,2,2,2,2,1,3,1,1,4,1,4,2,2,1,3,2,2,1,2,1,1,1,2,3,,211,6146,3,2,3,5,3,1,3,1,2,2,2,1,2,2,2,2,2,2,2,2,20,92
1,116,1464,0,0,4,0,0,0,10,2,1,1,1,1,2,2,2,3,1,2,0,3,3,2,1,1,1,1,1,2,1,2,4,3,4,6,2,1,6,2,1,3,1,1,1,2,4,3,3,2,2,3,2,1,2,2,2,2,3,1,1,4,5,2,3,2,3,1,2,2,2,2,,211,6146,4,4,2,4,2,3,1,2,2,2,2,2,2,2,2,2,2,1,2,2,20,11
1,116,1465,5,5,1,4,3,3,3,1,1,3,2,1,1,2,1,1,3,1,2,1,2,1,4,1,1,1,1,3,2,1,2,3,4,1,2,1,5,1,1,2,1,1,1,1,1,3,1,1,1,5,1,3,1,1,3,1,4,1,3,1,4,2,2,1,2,1,1,1,1,1,,211,6146,5,4,5,3,2,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,21,13
1,116,1466,2,5,1,5,3,4,2,2,3,4,1,1,1,1,1,1,2,2,1,4,6,2,1,1,1,1,2,2,2,1,4,3,4,6,1,1,6,1,1,2,2,4,2,2,3,6,2,3,3,3,1,2,1,2,3,2,3,2,3,3,6,1,3,3,5,2,3,3,1,2,,211,6146,6,1,2,4,4,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,21,71
1,116,1467,4,5,1,4,3,1,1,1,1,3,2,1,1,1,1,1,2,2,0,3,3,2,1,2,1,1,1,3,2,1,4,2,1,2,1,1,6,2,1,3,3,2,2,2,3,4,2,2,2,3,1,2,1,1,2,2,3,1,2,3,3,2,4,1,1,1,1,1,2,1,,211,6146,7,2,2,4,3,1,1,1,2,2,2,2,2,2,2,2,2,1,2,2,22,28
1,116,1468,5,5,1,4,3,3,9,1,1,3,1,1,1,1,1,1,2,2,0,3,2,1,1,1,3,1,1,2,2,1,4,2,1,1,1,1,6,2,1,1,2,3,3,2,3,3,1,3,2,2,3,1,3,4,4,2,4,1,2,1,4,2,3,1,3,1,2,2,2,3,,211,6146,8,3,3,4,1,1,2,1,2,2,2,2,2,2,2,2,2,1,2,2,22,1
1,116,1469,5,5,2,3,2,3,2,5,1,1,1,1,0,1,1,1,2,2,1,3,2,1,1,1,1,1,1,3,2,1,4,3,4,6,2,1,6,2,2,4,1,1,1,1,2,3,1,3,1,5,1,1,2,2,4,1,3,1,2,1,4,2,1,1,1,1,1,1,2,3,,211,6146,9,3,4,2,1,1,1,1,2,2,2,2,2,2,2,2,2,1,2,2,22,22
1,116,1470,2,5,2,3,1,4,6,2,1,3,2,1,1,1,1,1,2,3,1,5,0,2,1,1,1,1,1,2,2,1,4,4,2,5,2,2,6,2,1,5,1,1,2,1,2,3,1,2,1,4,2,1,2,2,4,1,4,1,0,9,9,9,9,9,9,9,9,9,9,9,,211,6147,0,9,9,9,9,9,3,9,2,2,2,2,2,2,2,2,2,1,2,2,22,13
1,116,1471,4,4,1,4,2,1,2,2,3,5,2,1,2,0,1,1,2,1,3,1,5,2,1,1,3,5,2,2,2,1,4,1,1,5,2,1,6,2,2,2,3,4,2,2,3,5,2,4,2,2,3,1,3,3,1,1,3,2,4,9,6,9,0,9,9,9,9,9,9,9,,211,6147,1,9,9,9,9,9,3,9,2,2,2,2,2,2,2,2,2,1,2,2,22,2
1,116,1472,4,4,3,3,3,3,4,2,2,3,2,2,1,1,1,1,2,2,0,4,0,1,1,1,1,1,3,4,2,1,4,3,3,0,2,2,6,2,2,6,2,4,3,2,4,3,2,3,2,3,1,1,2,2,3,2,4,1,4,9,9,9,9,9,9,0,9,9,9,9,,211,6147,2,9,9,9,9,9,3,9,2,2,2,2,2,2,2,2,2,1,2,2,22,20
1,116,1473,2,4,1,3,3,3,2,1,1,1,1,1,1,1,2,1,1,2,1,5,0,1,1,1,1,1,0,3,2,1,4,3,4,6,2,2,6,2,1,2,1,1,1,1,2,3,1,1,1,5,1,1,1,2,4,1,4,1,4,9,9,9,9,9,9,9,9,9,9,9,,211,6147,3,9,9,9,9,9,3,9,2,2,2,2,2,2,2,2,2,1,2,2,22,80
1,116,1474,4,4,1,4,3,3,9,1,2,3,3,1,1,1,1,1,2,2,0,3,1,0,3,1,1,2,0,3,2,1,4,2,1,3,2,1,6,1,2,2,2,3,2,1,2,4,1,1,1,4,3,1,3,3,4,1,4,1,4,9,9,9,9,9,9,0,9,9,9,9,,211,6147,4,9,9,9,9,9,3,9,2,2,2,2,2,2,2,2,2,1,2,2,22,1
1,116,1475,3,4,2,3,3,3,8,2,2,3,1,1,1,1,1,1,2,2,1,2,2,2,1,1,1,1,2,1,2,1,4,3,2,1,2,1,6,2,1,4,3,3,3,1,3,2,3,3,3,4,1,1,2,3,3,2,3,1,3,2,2,2,2,2,2,1,2,2,1,3,,211,6147,5,2,5,1,2,3,1,1,2,2,2,2,2,2,2,2,2,1,2,2,21,12
1,116,1476,2,4,2,4,2,1,4,1,1,2,1,1,1,1,1,1,2,1,3,4,3,1,1,1,1,1,1,3,2,1,0,3,4,6,2,3,6,2,1,6,1,1,1,1,1,3,1,1,2,4,1,1,2,2,4,1,4,1,2,1,2,2,1,1,1,1,2,2,1,1,,211,6147,6,1,3,2,3,3,1,1,2,2,2,2,2,2,2,2,2,1,2,2,21,82
1,116,1477,4,4,2,3,3,2,2,2,2,2,1,1,1,1,1,1,2,1,5,3,2,1,1,1,1,1,1,2,2,1,4,3,2,5,1,1,6,2,2,4,2,3,2,1,3,4,2,1,2,4,1,2,2,2,3,2,3,1,3,5,2,2,1,3,5,2,2,2,2,1,,211,6147,7,1,1,4,3,2,2,1,2,2,2,2,2,2,2,2,2,1,2,2,21,48
1,116,1478,5,4,2,3,3,2,2,2,1,3,1,1,1,1,4,1,2,1,3,3,6,2,1,2,1,1,1,2,2,1,4,3,4,6,2,1,5,2,2,6,2,1,2,1,2,3,2,2,3,4,1,2,3,3,1,1,2,3,3,5,4,1,2,3,3,2,2,2,1,1,,211,6147,8,4,3,1,1,3,2,3,2,2,2,2,2,1,2,2,2,2,2,2,21,41
1,116,1479,2,4,1,3,3,3,2,1,1,2,1,1,1,1,1,1,2,2,0,2,2,3,1,1,1,1,1,3,2,1,4,2,2,1,2,2,6,2,1,2,2,1,1,1,2,3,2,2,2,4,2,2,1,2,3,2,4,1,3,2,2,2,4,1,2,1,2,1,1,1,,211,6147,9,1,2,4,4,1,3,1,2,2,2,2,2,2,2,2,2,1,2,2,21,12
1,116,1480,3,4,1,3,3,2,2,2,2,4,3,3,1,1,2,1,2,1,3,2,3,2,1,1,2,1,1,3,2,1,4,3,1,2,2,1,6,2,2,2,3,3,2,2,3,5,2,4,2,4,1,1,3,3,2,3,1,3,4,9,9,9,9,9,9,9,9,9,9,9,,211,6148,0,9,9,9,9,9,3,9,2,2,2,2,2,2,2,2,2,1,2,2,21,42
1,116,1481,2,4,1,3,2,2,1,2,2,3,2,2,0,1,1,1,2,2,1,4,2,1,1,2,1,1,1,3,2,1,4,3,4,6,2,2,6,2,1,3,3,2,2,2,3,6,2,2,3,2,1,3,3,3,2,1,2,2,4,9,9,9,9,9,9,9,9,9,9,9,,211,6148,1,9,9,9,9,9,3,9,2,2,2,2,2,2,2,2,2,1,2,2,21,44
1,116,1482,3,4,1,3,2,2,2,2,1,1,1,1,2,1,2,1,2,1,3,4,2,3,1,1,1,1,1,3,2,1,4,3,4,6,2,1,6,2,1,1,2,4,4,3,5,4,4,4,2,1,1,1,4,4,1,1,4,1,4,9,9,9,9,9,9,9,9,9,9,9,,211,6148,2,9,9,9,9,9,3,9,2,2,2,2,2,2,2,2,2,1,2,2,21,44
1,116,1483,4,4,1,3,2,3,2,3,3,2,0,0,2,1,0,1,0,3,4,3,3,1,1,1,1,1,1,3,2,1,4,3,4,6,2,1,6,1,1,1,4,4,3,1,3,3,1,2,3,2,1,1,2,3,2,4,2,1,2,3,5,1,5,2,2,1,1,2,1,1,,211,6148,3,9,2,4,3,2,2,3,2,2,2,2,2,2,2,2,2,1,2,2,21,42
1,116,1484,3,4,1,3,1,1,1,1,2,3,1,1,1,1,1,1,2,3,0,4,0,3,1,1,1,1,1,3,2,1,4,3,4,6,2,2,6,2,2,6,2,1,2,1,2,3,1,1,1,5,1,1,2,2,0,1,0,1,2,1,4,2,6,1,2,1,2,1,1,1,,211,6148,4,9,2,2,1,3,1,2,2,2,2,2,2,2,2,2,2,1,2,2,21,80
1,116,1485,3,4,1,4,2,3,8,2,2,2,0,4,1,1,1,1,2,1,3,2,1,2,1,1,1,5,1,3,2,1,4,3,1,1,2,2,6,2,1,2,3,4,0,2,3,2,3,2,2,4,2,1,4,3,3,2,4,1,4,9,9,9,9,9,9,9,9,9,9,9,,211,6148,5,9,9,9,9,9,3,9,2,2,2,2,2,2,2,2,2,1,2,2,23,2
1,116,1486,2,4,1,4,3,3,3,2,2,2,1,1,1,1,1,1,2,1,2,5,0,0,1,1,1,1,1,3,2,1,4,4,4,6,2,2,6,2,1,2,2,2,2,2,3,4,1,1,1,3,1,1,1,1,4,1,4,1,4,9,9,9,9,9,9,0,9,9,9,9,,211,6148,6,9,9,9,9,9,3,9,2,2,2,2,2,2,2,2,2,1,2,2,22,24
1,116,1487,5,4,1,4,3,3,3,2,2,2,1,1,1,1,2,1,2,1,4,3,2,2,1,1,1,1,1,3,2,1,4,3,4,6,1,1,5,2,1,4,2,2,2,2,3,3,2,2,3,4,3,1,2,2,2,2,3,3,2,1,4,2,2,2,2,1,2,2,3,2,,211,6148,7,4,4,4,4,3,2,1,2,2,2,2,2,2,2,2,2,1,2,2,22,2
1,116,1488,4,4,1,4,3,2,2,2,2,3,1,1,1,1,2,1,2,1,3,4,5,2,1,1,1,1,1,3,2,1,4,3,0,0,1,1,6,1,2,6,3,2,1,1,3,3,3,4,5,3,3,3,5,0,0,0,0,0,4,9,9,9,9,9,9,9,9,9,9,9,,211,6148,8,9,9,9,9,9,3,9,2,2,2,2,2,2,2,2,2,1,2,2,23,3
1,116,1489,5,4,2,4,3,1,3,4,4,3,1,1,1,1,1,1,2,3,1,5,3,3,1,1,1,1,1,3,2,1,4,3,4,6,3,1,6,1,2,6,3,4,5,1,2,3,2,2,2,3,3,1,2,2,4,4,3,3,4,9,9,9,9,9,9,9,9,9,9,9,,211,6148,9,9,9,9,9,9,3,9,2,2,2,2,2,2,2,2,2,1,2,2,22,22
1,116,1490,3,4,2,4,3,2,4,5,1,3,2,1,1,1,3,1,2,2,1,2,2,2,1,1,3,1,1,2,2,1,4,3,4,6,3,1,6,2,1,2,5,4,3,3,3,3,4,4,3,3,1,1,2,3,4,1,2,1,4,9,9,9,9,9,9,9,9,9,9,9,,211,6149,0,9,9,9,9,9,3,9,2,2,2,2,2,2,2,2,2,1,2,2,23,1
1,116,1491,4,4,2,3,2,3,4,4,2,3,2,4,2,1,2,1,2,2,0,1,6,2,1,1,1,1,1,2,2,1,4,3,3,6,2,1,6,2,3,4,2,2,2,2,4,6,3,2,3,2,2,2,2,3,1,0,2,2,4,9,9,9,9,9,9,0,9,9,9,9,,211,6149,1,9,9,9,9,9,3,9,2,2,2,2,2,2,2,2,2,1,2,2,22,24
1,116,1492,5,4,1,3,2,3,2,2,1,2,1,1,1,1,1,1,2,2,0,5,0,3,1,1,1,1,1,3,2,1,4,3,4,6,2,1,6,2,1,2,1,2,2,2,2,3,1,2,1,4,3,1,1,2,3,1,4,1,3,3,5,1,6,2,1,1,2,2,1,1,,211,6149,2,4,5,2,1,3,1,3,1,2,2,2,2,2,2,2,2,2,2,2,22,80
1,116,1493,3,3,3,5,1,4,2,1,1,2,1,1,1,1,1,1,2,1,2,5,0,0,1,1,1,1,1,3,2,1,4,3,0,0,2,1,6,2,1,2,3,3,3,3,3,3,1,2,1,2,2,1,2,4,3,1,4,2,3,2,5,9,6,1,2,1,1,2,1,1,,211,6149,3,5,5,2,2,1,1,1,2,2,2,1,2,2,2,2,2,2,2,2,21,75
1,116,1494,2,3,2,3,3,3,6,2,1,2,1,1,2,1,1,1,2,1,6,3,2,2,1,1,1,1,1,3,2,1,3,2,1,1,2,2,6,2,2,4,3,4,4,2,5,2,3,4,3,1,3,3,2,3,4,1,2,1,4,9,9,9,9,9,9,0,9,9,9,9,,211,6149,4,9,9,9,9,9,3,9,2,2,2,2,2,2,2,2,2,1,2,2,21,14
1,116,1495,2,3,2,3,1,4,5,2,1,2,1,1,2,1,1,1,2,3,2,1,3,1,1,1,2,1,2,1,2,1,3,3,1,0,1,1,6,2,1,4,2,1,1,1,2,3,2,2,1,2,1,2,5,0,0,0,0,0,3,4,2,2,2,3,3,2,2,2,2,2,,211,6149,5,3,3,2,4,9,3,9,2,2,2,2,2,2,2,2,2,1,2,2,21,21
1,116,1496,2,3,1,5,2,4,2,5,1,2,3,1,1,1,1,1,2,2,1,4,2,1,1,2,1,1,2,3,2,1,4,3,4,6,2,1,6,2,1,2,2,2,1,1,5,2,1,1,2,3,1,2,2,3,4,2,4,1,2,3,3,2,5,1,1,2,1,1,1,1,,211,6149,6,4,4,1,1,1,1,1,2,2,2,2,2,1,2,2,2,2,2,2,21,72
1,116,1497,2,3,2,3,3,1,2,3,3,4,0,4,2,1,1,1,2,2,0,5,2,2,1,1,3,1,1,3,2,1,4,3,0,0,2,1,6,2,1,2,4,4,4,3,5,1,4,3,1,1,2,3,4,4,1,3,1,3,4,9,9,9,9,9,9,9,9,9,9,9,,211,6149,7,9,9,9,9,9,3,9,2,2,2,2,2,2,2,2,2,1,2,2,22,27
1,116,1498,3,3,1,4,2,3,3,5,4,3,2,2,2,1,2,1,2,2,1,4,2,1,1,2,3,1,1,3,2,1,4,3,4,0,2,1,6,2,1,6,3,2,5,3,3,6,1,4,1,3,1,4,5,0,2,2,4,2,4,9,9,9,9,9,9,0,9,9,9,9,,211,6149,8,9,9,9,9,9,3,9,2,2,2,2,2,2,2,2,2,1,2,2,22,20
1,116,1499,2,3,1,2,3,3,3,3,2,3,1,1,2,1,2,1,2,2,1,3,2,1,1,1,1,1,1,3,2,1,4,3,4,6,2,1,5,2,3,4,3,4,4,0,4,3,2,3,4,2,3,1,3,2,1,4,1,3,1,5,1,9,3,4,5,2,4,4,4,3,,211,6149,9,1,1,4,4,2,2,3,2,2,2,2,2,2,2,2,2,1,2,2,22,82
1,116,1500,2,3,1,3,2,1,2,2,3,4,2,4,2,1,1,1,2,2,0,5,2,2,1,1,3,1,1,3,2,1,4,3,0,0,2,2,6,2,1,3,4,4,4,3,5,1,4,3,1,1,2,3,4,4,1,3,1,3,4,9,9,9,9,9,9,9,9,9,9,9,,211,6150,0,9,9,9,9,9,3,9,2,2,2,2,2,2,2,2,2,1,2,2,22,27
1,116,1501,2,2,1,4,4,3,9,3,1,2,1,1,2,1,2,1,2,1,3,3,2,2,1,1,0,1,3,2,1,4,2,2,2,1,2,2,6,2,1,4,2,2,2,2,4,3,2,2,3,2,3,1,2,2,3,2,3,1,1,1,9,9,1,3,4,2,2,2,3,3,,211,6150,1,3,2,4,4,2,2,3,2,2,2,2,2,2,2,2,2,1,2,2,22,1
1,116,1502,3,2,1,5,5,3,2,4,3,5,1,1,3,2,3,1,2,1,4,3,5,1,2,3,0,2,1,4,1,4,3,1,1,4,2,2,6,2,1,6,5,4,2,1,3,7,2,2,2,3,3,2,4,2,4,4,2,3,4,9,9,9,9,9,9,9,9,9,9,9,,211,6150,2,9,9,9,9,9,3,9,2,2,2,2,2,2,2,2,2,1,2,2,22,80
1,116,1503,3,2,1,3,4,3,7,5,2,3,2,2,1,1,1,1,2,1,3,3,5,2,1,1,0,1,1,1,1,3,1,2,1,4,2,1,6,2,2,2,3,5,1,2,4,2,2,2,4,2,3,1,4,4,2,1,4,3,3,1,4,2,1,3,5,0,3,1,1,2,,211,6150,3,3,2,3,1,1,2,1,2,2,2,2,2,2,2,2,2,1,2,2,22,25
1,116,1504,4,2,3,4,4,1,8,2,2,3,3,1,1,2,2,1,2,1,3,4,2,2,1,1,1,1,1,3,1,3,2,4,4,6,2,1,6,2,2,6,5,4,2,2,4,7,2,4,4,2,3,1,2,2,3,1,3,1,1,4,4,2,2,1,3,1,1,1,3,1,,211,6150,4,9,1,4,4,9,2,1,1,2,2,2,2,2,2,2,2,2,2,2,22,73
1,116,1505,4,2,1,4,4,1,4,5,1,2,2,2,1,1,1,1,2,1,2,4,2,3,1,1,2,1,2,2,1,3,3,3,4,6,2,2,6,2,1,4,2,2,1,1,3,3,1,2,2,2,3,2,2,3,4,1,2,3,4,9,9,9,9,9,9,9,9,9,9,9,,211,6150,5,9,9,9,9,9,3,9,2,2,2,2,2,2,2,2,2,1,2,2,22,72
1,116,1506,3,2,1,4,4,3,3,1,1,1,2,1,1,1,1,1,2,1,2,3,3,1,1,1,3,1,2,1,1,3,3,3,2,1,2,1,6,2,1,2,1,1,1,1,1,3,2,1,3,5,1,2,1,1,4,1,4,3,4,9,9,9,9,9,9,9,9,9,9,9,,211,6150,6,9,9,9,9,9,3,9,2,2,2,2,2,2,2,2,2,1,2,2,22,82
1,116,1507,5,2,1,4,4,3,1,1,1,1,1,1,1,1,1,1,2,1,2,1,2,1,1,1,3,1,2,1,1,3,2,3,2,1,2,2,6,2,1,6,1,3,2,2,3,3,1,2,4,2,2,1,1,3,3,1,4,2,4,9,9,9,9,9,9,9,9,9,9,9,,211,6150,7,9,9,9,9,9,3,9,2,2,2,2,2,2,2,2,2,1,2,2,22,80
1,116,1508,3,2,1,4,4,3,2,2,2,1,3,3,1,1,2,1,2,1,5,3,2,2,1,1,1,4,2,1,1,3,1,2,2,1,2,2,6,2,0,2,5,2,2,1,2,4,2,1,2,4,2,3,1,2,1,1,4,3,4,9,9,9,9,9,9,9,9,9,9,9,,211,6150,8,9,9,9,9,9,3,9,2,2,2,2,2,2,2,2,2,1,2,2,22,82
1,116,1509,5,2,1,4,4,3,4,2,4,3,2,2,1,1,2,1,2,2,3,3,2,1,1,1,3,2,2,1,1,3,1,2,1,1,2,2,6,2,1,0,3,4,0,1,3,3,1,3,3,4,3,1,2,2,4,1,2,1,4,9,9,9,9,9,9,9,9,9,9,9,,211,6150,9,9,9,9,9,9,3,9,2,2,2,2,2,2,2,2,2,1,2,2,22,83
1,116,1510,5,2,1,5,4,3,6,2,2,2,3,1,1,1,1,1,2,1,3,3,6,1,1,1,1,1,2,1,1,3,2,3,2,1,2,2,6,2,2,4,2,2,2,1,3,3,2,2,2,3,3,1,2,2,4,1,4,1,3,1,1,2,1,2,3,1,2,2,3,2,,211,6151,0,3,5,2,2,3,1,2,2,2,2,2,2,2,2,2,2,1,2,2,22,26
1,116,1511,2,2,1,3,4,2,4,3,1,1,2,2,2,1,2,1,2,2,2,3,3,1,1,1,1,0,2,1,1,3,3,4,3,2,2,2,6,2,2,4,4,4,4,2,3,6,2,3,4,3,1,3,2,2,2,1,3,2,4,9,9,9,9,9,9,9,9,9,9,9,,211,6151,1,9,9,9,9,9,3,9,2,2,2,2,2,2,2,2,2,1,2,2,23,5
1,116,1512,2,2,1,4,5,3,5,3,3,3,1,1,1,1,1,1,2,3,1,3,2,3,1,1,3,4,2,1,1,3,3,2,2,4,2,1,0,0,1,4,5,3,3,3,4,2,3,2,3,2,3,2,3,4,2,1,4,2,3,5,1,3,3,1,1,1,2,3,1,3,,211,6151,2,1,1,4,1,2,2,1,2,2,2,2,2,2,2,2,2,1,2,2,21,15
1,116,1513,2,2,1,4,5,3,6,2,1,2,2,2,1,1,1,1,2,1,2,3,5,3,1,2,2,2,2,1,1,3,2,1,1,4,1,1,6,2,1,2,2,2,2,2,1,3,2,3,2,4,3,2,3,2,2,2,4,1,0,9,9,9,9,9,9,9,9,9,9,9,,211,6151,3,9,9,9,9,9,3,9,2,2,2,2,2,2,2,2,2,1,2,2,23,4
1,116,1514,5,2,1,5,5,3,3,2,3,5,2,2,2,2,2,1,2,1,5,3,5,1,1,2,1,1,2,2,1,3,2,3,2,1,2,1,6,2,3,3,4,4,3,2,4,5,3,4,3,1,3,2,1,3,4,1,3,2,0,9,9,9,9,9,9,9,9,9,9,9,,211,6151,4,9,9,9,9,9,3,9,2,2,2,2,2,2,2,2,2,1,2,2,22,81
1,116,1515,2,2,1,3,5,2,9,2,2,2,2,1,1,1,2,1,3,1,4,3,5,1,1,2,3,4,3,1,1,3,1,4,2,4,1,2,1,1,2,2,3,2,2,1,3,6,2,3,2,3,1,2,1,2,4,1,4,2,4,9,9,9,9,9,9,9,9,9,9,9,,211,6151,5,9,9,9,9,9,3,9,2,2,2,2,2,2,2,2,2,1,2,2,23,5
1,116,1516,3,1,1,4,4,1,4,2,1,3,3,2,2,1,1,1,2,1,3,3,2,1,1,1,3,1,1,1,1,3,2,3,3,1,2,2,6,2,2,2,2,3,1,3,3,3,2,3,3,3,1,1,2,2,4,2,3,2,0,9,9,9,9,9,9,9,9,9,9,9,,211,6151,6,9,9,9,9,9,3,9,2,2,2,2,2,2,2,2,2,1,2,2,22,71
1,116,1517,2,1,1,3,4,1,2,3,3,4,2,2,2,3,2,1,2,1,4,3,5,2,1,1,1,1,2,1,1,3,1,3,4,6,2,2,6,2,3,1,3,4,4,3,4,2,3,4,3,2,1,1,2,2,2,2,3,3,4,9,9,9,9,9,9,9,9,9,9,9,,211,6151,7,9,9,9,9,9,3,9,2,2,2,2,2,2,2,2,2,1,2,2,22,27
1,116,1518,4,2,2,4,4,1,3,1,1,2,1,2,1,1,1,1,2,1,2,4,2,3,1,1,1,1,1,3,1,2,4,3,2,1,2,2,6,2,2,2,1,1,1,1,2,3,2,2,1,4,2,1,2,2,4,1,4,1,4,9,9,9,9,9,9,9,9,9,9,9,,211,6151,8,9,9,9,9,9,3,9,2,2,2,2,2,2,2,2,2,1,2,2,21,86
1,116,1519,2,2,2,3,4,3,4,2,2,3,2,2,2,2,2,1,1,1,3,3,2,2,1,1,1,5,2,3,1,2,3,3,4,6,2,1,6,2,2,2,3,3,3,2,4,3,3,3,3,4,2,3,1,2,4,3,2,3,2,5,3,2,3,3,5,2,4,3,1,3,,211,6151,9,1,2,4,4,3,1,3,2,2,2,2,2,2,2,2,2,1,2,2,21,12
1,116,1520,4,2,3,5,4,1,5,2,2,2,2,1,1,1,1,1,2,1,2,4,5,1,1,2,2,1,3,2,1,2,2,2,1,4,2,2,6,2,1,2,2,2,2,1,3,3,2,1,2,2,2,2,3,3,2,1,4,2,4,9,9,9,9,9,5,9,9,9,9,9,,211,6152,0,9,9,9,9,9,3,9,2,2,2,2,2,2,2,2,2,1,2,2,22,26
1,116,1521,5,2,3,5,4,1,9,5,3,5,2,2,1,1,1,1,2,1,3,4,3,2,1,1,3,1,1,3,1,2,3,3,4,6,2,1,6,1,1,2,3,4,3,2,3,7,2,3,4,3,3,1,4,4,1,3,1,3,4,9,9,9,9,9,9,9,9,9,9,9,,211,6152,1,9,9,9,9,9,3,9,2,2,2,2,2,2,2,2,2,1,2,2,22,70
