CARD.,DECK.,BALLOT.,,Q.1.,Q.2.,Q.3.,Q.4.,Q.4..1,Q.5B.,Q.6.,Q.7.,Q.8A.,Q.8B.,Q.8C.,Q.9.,Q.10.,Q.11.,Q.12A.,Q.12B.,Q.13.,Q.14.,Q.15A.,Q.16.,Q.17.,Q.18A.,Q.18B.,Q.19.,Q.20A.,Q.20B.,Q.21.,Q.22.,Q.23.,Q.24.,Q.25A.,Q.25B.,Q.26.,Q.27.,Q.28A.,Q.28B.,Q.28C.,Q.29.,Q.30.,Q.31.,Q.32A.,Q.32B.,Q.33.,Q.34.,Q.35A.,Q.35B.,Q.35C.,Q.35D.,Q.35E.,Q.35F.,Q.35G.,Q.35H.,Q.35I.,Q.36.,Q.37.,Q.38A.,Q.38B.,Q.39A.,Q.39B.,Q.39C.,Q.39D.,Q.39E.,Q.39F.,Q.39G.,CARD..1,DECK..1,BALLOT..1,NA.1,Q.39H.,Q.40A.,Q.40B.,Q.40C.,Q.40D.,Q.40E.,Q.41.,Q.42.,Q.43A.,Q.43B.,Q.43C.,Q.43D.,Q.43E.,Q.43F.,Q.43G.,Q.43H.,Q.43I.,Q.43J.,Q.44A.,Q.44B.,Q.45.,Q.46.,Q.48A.,Q.48B.,Q.49A.,Q.49B.,Q.50A.,Q.50B.,Q.50C.,Q.50D.,Q.50E.,Q.51D.,Q.52.,Q.53.,Q.54.,Q.55.,Q.56.,Q.57A.,Q.57B.,Q.57C.,Q.58.,Q.59.,Q.60A.,Q.60B.,Q.61.,Q.62.,Q.63.,Q.63..1,Q.63..2,Q.63..3,Q.63..4,Q.63..5,Q.63..6,Q.63..7,Q.63..8,Q.63..9,Q.63..10,Q.63..11,Q.63..12,Q.63..13,Q.0.,Q.64.,V.66.,V.67.,V.68.,V.69.
1,100,1050,5,6,4,11,6,1,95,1,1,2,1,1,1,1,1,1,1,3,4,1,1,2,1,0,0,0,1,2,3,1,2,1,2,0,2,4,4,4,1,1,1,3,3,1,0,0,1,4,1,0,1,0,0,2,1,1,1,1,2,2,2,4,2,2,2,2,100,1050,5,2,3,3,2,3,3,3,3,2,2,3,4,4,4,4,4,4,0,2,1,2,1,1,3,1,1,1,1,1,1,1,3,1,2,9,4,2,1,1,1,3,1,1,1,3,3,2,2,2,2,2,2,2,2,2,2,2,1,2,2,0,2,12,11,6,8
1,100,1051,5,6,4,8,7,2,40,1,1,2,1,2,1,2,1,1,2,3,1,6,1,1,1,2,0,0,0,1,3,1,2,1,0,3,3,2,2,2,2,3,3,3,3,1,4,1,1,1,0,0,1,2,0,0,1,1,3,3,2,3,3,3,0,2,2,2,100,1051,5,2,2,2,1,1,2,3,1,0,0,0,0,0,0,0,0,0,0,2,1,1,1,1,4,1,1,2,2,2,6,2,0,0,2,9,4,2,1,0,1,3,1,1,0,0,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,0,6,10,6,1
1,100,1052,5,4,4,13,7,4,32,1,1,7,3,6,1,2,1,2,2,2,1,6,1,2,1,2,1,2,1,2,5,3,2,2,1,3,2,2,1,2,4,3,4,3,3,2,4,1,1,1,1,0,4,2,0,2,2,1,3,3,1,1,1,2,1,2,2,2,100,1052,5,2,0,0,0,1,0,3,1,2,0,2,0,0,0,2,0,0,0,1,1,2,2,4,0,0,0,6,6,0,6,0,1,2,2,9,3,2,2,0,2,2,2,1,2,2,2,2,1,2,1,2,2,2,2,2,2,2,2,2,2,0,0,7,2,0,2
1,100,1053,5,6,4,11,8,3,14,1,3,2,1,2,3,2,1,1,1,2,3,2,1,1,1,1,1,2,1,2,3,1,2,2,1,1,4,2,2,3,3,3,4,3,2,2,2,1,1,1,0,0,1,0,0,2,1,1,1,1,2,3,3,4,3,2,1,2,100,1053,5,2,3,3,3,2,2,1,3,4,4,4,4,4,4,4,4,4,4,1,2,1,1,2,3,1,1,1,1,5,4,1,2,3,3,11,4,2,1,2,1,3,1,1,1,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,1,0,1,11,13,9,1
1,100,1054,5,5,4,4,3,3,15,1,1,2,1,2,1,1,1,1,2,1,3,3,1,2,2,2,1,1,2,2,3,1,1,2,2,0,2,1,1,2,4,3,4,2,2,1,1,1,1,1,3,3,1,3,3,1,2,1,1,1,2,2,3,4,3,2,2,2,100,1054,5,2,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,2,1,1,1,1,1,1,1,1,2,2,11,4,2,1,1,1,3,1,2,1,2,2,2,2,2,2,2,2,1,2,2,2,1,2,2,2,0,2,8,14,8,8
1,100,1055,5,5,4,4,6,2,30,1,2,2,1,1,1,2,2,2,1,2,2,3,1,2,1,2,8,2,1,4,3,1,2,1,1,1,3,2,2,2,4,1,3,3,3,1,1,1,3,3,3,3,1,3,3,1,1,1,3,3,2,2,2,3,3,2,3,2,100,1055,5,2,2,2,2,1,2,2,5,3,4,4,2,4,4,2,4,4,2,2,2,1,1,1,3,1,1,5,1,1,1,1,3,2,3,9,3,2,1,2,2,3,2,2,3,4,4,2,2,2,2,2,1,2,2,2,1,2,2,2,2,0,2,7,10,6,9
1,100,1056,5,4,4,9,3,2,38,1,1,1,3,0,1,1,2,1,1,2,2,2,1,1,1,1,1,1,2,3,3,2,1,2,0,3,2,2,2,2,3,2,4,3,3,2,2,1,1,1,3,3,1,2,3,1,1,1,1,1,2,3,3,3,3,2,2,2,100,1056,5,2,0,0,0,4,2,2,2,2,4,4,4,4,4,2,4,4,4,1,1,1,1,1,3,1,1,2,1,2,3,1,2,2,2,10,4,2,1,1,2,3,2,1,3,4,3,2,2,2,2,2,1,2,2,2,2,2,1,2,2,0,2,9,13,8,2
1,100,1057,5,5,4,3,6,2,21,1,1,2,1,2,1,2,1,1,1,2,4,1,1,2,1,2,8,3,2,2,4,1,2,1,1,3,2,2,2,2,3,2,2,3,2,2,1,1,3,3,3,1,1,2,3,3,2,5,1,1,2,3,2,4,3,2,2,2,100,1057,5,2,2,3,2,3,1,3,3,2,2,4,4,4,4,3,4,4,4,1,2,1,2,3,2,2,1,2,1,2,2,2,1,3,2,10,4,2,1,2,2,3,2,2,2,3,3,2,2,1,2,2,2,2,2,2,2,2,2,1,2,0,2,9,12,8,4
1,100,1058,5,4,4,9,7,2,50,1,1,2,1,1,4,2,1,2,2,2,1,4,3,3,1,2,0,1,2,2,5,3,2,1,1,3,4,4,4,4,1,1,4,3,2,3,4,1,1,1,1,1,1,2,3,3,1,2,1,1,1,1,1,2,1,3,2,2,100,1058,5,2,3,2,1,3,2,2,1,1,1,2,2,4,2,4,4,4,1,2,1,3,1,1,3,1,1,2,2,3,2,1,5,5,2,7,3,2,1,1,2,3,2,2,1,3,3,2,2,2,2,1,2,2,2,2,2,2,2,1,2,0,3,11,2,0,1
1,100,1059,5,5,4,9,2,2,25,1,1,2,1,2,1,2,2,1,1,2,3,2,1,1,1,2,8,1,2,4,3,2,2,1,2,5,2,1,1,1,4,3,4,3,3,2,1,1,1,2,1,1,1,2,3,1,2,1,3,3,2,2,2,3,2,2,2,2,100,1059,5,2,3,2,2,1,2,3,2,1,2,2,2,4,2,2,4,4,4,1,2,3,1,1,3,2,1,1,1,1,1,1,2,4,2,7,4,2,1,2,2,3,2,1,3,3,3,2,2,2,2,2,2,1,2,1,2,2,2,2,2,0,2,8,8,5,10
1,100,1060,5,4,4,9,5,3,96,1,1,2,2,7,1,1,1,1,1,2,3,4,2,3,1,2,8,3,1,2,3,2,3,1,1,2,3,4,4,4,4,2,3,3,2,1,1,1,1,2,1,1,1,2,0,2,1,1,3,1,3,3,3,4,3,3,2,2,100,1060,5,2,3,3,3,3,3,2,5,4,4,4,4,4,4,4,4,4,4,2,2,1,1,2,1,1,2,1,1,1,1,1,2,4,2,7,4,2,1,1,1,3,1,1,1,1,2,2,2,2,2,1,2,1,2,2,2,2,2,2,2,0,2,15,13,10,8
1,100,1061,5,5,4,10,9,3,84,1,1,3,1,3,1,3,2,2,1,3,2,6,1,3,1,1,8,2,3,4,4,3,2,1,2,3,2,2,1,4,2,3,4,3,3,2,1,1,1,3,2,3,1,1,3,2,1,2,3,1,1,1,1,3,2,2,2,2,100,1061,5,2,1,1,1,1,2,3,4,1,2,2,2,1,4,1,4,4,2,1,2,3,1,3,3,3,3,2,1,2,2,1,2,3,1,3,3,2,2,1,2,2,1,2,2,2,3,2,2,2,2,2,2,1,2,2,1,2,2,2,2,0,2,4,3,2,5
1,100,1062,5,4,4,13,2,3,34,1,1,2,2,2,4,2,2,2,2,2,2,3,1,1,1,1,2,1,2,1,3,2,2,2,1,3,2,4,6,4,3,1,4,3,3,1,3,1,1,1,1,1,1,0,0,1,1,2,1,1,2,3,1,2,3,2,2,2,100,1062,5,2,3,3,0,2,1,1,5,4,2,2,1,4,4,0,0,2,4,1,2,1,1,1,4,2,1,5,1,5,2,1,3,3,1,3,4,2,1,1,1,3,1,2,2,3,3,2,2,2,2,2,2,1,2,2,2,1,2,2,2,0,3,11,8,5,9
1,100,1063,5,5,4,9,2,2,20,1,1,1,1,1,1,2,1,1,1,3,4,1,1,3,1,1,8,2,2,2,5,3,2,2,1,2,1,4,3,4,2,3,1,3,3,3,4,1,1,2,2,1,1,3,3,3,2,1,3,3,2,2,1,2,2,3,2,2,100,1063,5,2,3,3,3,3,1,2,0,4,2,1,1,4,4,2,4,4,1,1,0,1,1,2,3,2,1,1,2,3,2,1,4,3,1,4,3,2,1,1,1,3,1,2,4,3,3,2,2,2,2,1,2,2,2,2,2,2,1,2,2,0,4,13,5,3,8
1,100,1064,5,6,4,9,9,1,20,1,1,2,3,1,1,1,1,2,1,2,2,1,2,2,2,2,2,2,2,2,1,1,2,2,1,3,2,4,2,2,3,3,3,3,3,2,4,1,1,1,2,1,1,2,1,1,1,2,3,1,3,3,2,4,3,2,1,2,100,1064,5,2,2,3,3,2,3,1,1,4,2,4,3,4,4,3,4,2,4,1,2,3,1,2,2,1,3,1,1,1,2,1,3,1,1,4,4,2,0,1,2,2,2,2,1,3,3,2,2,2,2,1,2,2,2,2,2,2,2,1,2,0,2,11,14,9,8
1,100,1065,5,5,4,9,1,2,30,1,1,2,3,1,1,2,1,1,2,2,3,1,1,2,1,2,2,2,2,2,3,1,3,1,2,3,2,4,1,4,4,3,4,3,3,2,1,1,1,3,3,3,1,2,3,2,1,1,1,1,3,3,3,3,3,3,2,2,100,1065,5,2,3,3,3,3,2,1,1,4,3,4,4,4,4,4,4,4,4,2,2,2,1,1,2,2,1,1,1,1,1,1,4,2,1,4,4,2,1,1,1,3,1,1,3,3,3,2,2,2,2,2,2,2,2,2,1,2,1,2,2,0,3,15,12,9,8
1,100,1066,5,4,4,13,2,3,0,1,1,2,1,2,1,3,1,3,2,2,2,1,3,2,1,2,8,3,1,4,3,2,3,2,2,3,4,4,4,3,3,3,1,3,3,2,4,1,1,2,1,1,1,1,3,2,3,1,3,1,2,3,2,2,2,2,2,2,100,1066,5,2,3,3,3,3,3,1,5,2,4,4,4,4,4,4,4,4,4,1,1,1,1,2,5,2,2,5,1,2,1,1,3,3,1,4,4,2,1,1,1,1,1,1,2,1,3,2,1,2,2,2,2,2,2,2,2,2,2,2,2,0,4,15,6,5,3
1,100,1067,5,4,4,4,2,4,30,1,1,2,1,2,1,2,2,1,1,2,2,4,1,1,1,0,0,0,0,2,3,2,2,2,0,3,2,2,4,4,3,3,4,3,3,2,3,1,1,3,3,1,4,1,3,1,2,1,3,3,3,1,1,3,3,2,2,2,100,1067,5,2,2,3,1,2,2,3,1,1,4,4,4,4,4,2,4,4,4,1,2,1,1,1,3,2,1,1,1,1,2,1,2,3,1,5,3,2,1,1,1,3,2,2,1,3,3,2,2,1,2,2,2,2,2,2,2,2,1,2,2,0,1,8,8,5,4
1,100,1068,5,4,4,4,1,2,0,3,1,1,1,1,1,2,1,0,2,3,0,0,0,0,0,0,8,0,2,0,3,2,2,2,1,3,2,2,2,2,2,1,1,3,2,1,3,0,0,4,0,0,4,0,0,0,0,1,1,1,1,3,2,4,2,3,2,2,100,1068,5,2,1,3,3,3,2,2,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,4,3,0,0,5,2,5,2,0,1,3,1,5,4,2,0,1,1,0,2,0,0,3,3,2,2,2,2,2,2,2,2,2,2,1,2,1,2,0,0,12,9,6,4
1,100,1069,5,4,4,13,10,1,40,1,1,2,1,2,2,3,2,3,2,2,2,6,2,1,1,2,8,3,2,2,3,2,3,1,1,3,4,4,5,4,4,3,3,3,2,2,4,1,1,1,1,1,1,3,3,2,1,1,1,1,3,3,1,2,3,2,2,2,100,1069,5,2,2,3,2,2,2,2,1,4,2,2,2,3,4,2,4,4,4,2,2,1,1,1,2,1,1,2,1,3,1,1,3,3,4,5,4,2,2,1,2,2,2,2,1,1,1,1,2,2,2,1,2,2,2,2,2,2,2,2,2,0,1,10,7,6,3
1,100,1070,5,4,4,13,7,4,17,1,4,2,1,2,2,2,2,1,2,1,2,2,3,2,1,2,8,0,0,1,4,3,3,2,0,3,4,4,4,4,2,1,4,3,2,3,4,1,1,1,1,0,1,1,0,0,3,2,1,1,1,1,2,1,2,3,2,2,100,1070,5,2,1,2,2,1,1,3,2,1,1,1,2,2,3,2,4,2,0,1,1,3,1,1,3,2,2,1,4,2,5,1,5,2,1,5,3,2,2,1,1,3,2,4,2,1,1,2,2,1,2,1,2,2,2,2,2,2,2,2,2,0,1,6,3,2,4
1,100,1071,5,4,4,2,9,3,25,1,3,2,1,2,1,2,1,1,2,2,3,2,1,1,1,1,8,1,2,1,3,1,2,1,1,3,2,1,1,1,4,1,4,2,3,1,1,1,1,3,3,3,1,2,3,1,3,1,1,1,2,2,3,3,3,3,2,2,100,1071,5,2,2,2,1,1,3,2,3,2,2,2,4,4,4,4,4,4,0,1,2,1,2,1,2,2,1,1,1,2,2,1,3,3,1,5,4,2,2,2,2,3,1,1,1,2,2,2,2,2,2,2,2,2,2,2,1,2,2,1,2,0,2,9,11,7,9
1,100,1072,5,5,4,4,2,1,56,1,1,1,1,1,1,2,2,1,4,1,1,2,1,1,1,2,0,3,1,1,3,1,2,2,2,1,3,4,4,4,1,1,1,3,2,3,2,2,2,1,1,1,1,1,2,2,1,1,1,1,2,3,3,1,3,3,2,2,100,1072,5,2,3,3,3,3,3,2,3,4,4,4,0,4,4,4,4,4,4,2,2,3,1,1,1,1,1,3,1,3,4,1,2,3,1,5,4,2,1,1,1,3,2,1,1,2,2,2,2,2,1,2,2,2,2,2,1,2,2,2,2,0,1,15,11,7,7
1,100,1073,5,3,4,11,3,1,27,1,1,2,1,2,2,2,1,2,0,2,2,1,2,1,1,1,1,2,2,2,3,2,2,2,2,2,4,1,2,3,2,0,0,1,2,0,4,1,1,2,0,1,1,2,3,2,1,1,3,3,2,3,3,4,3,3,2,2,100,1073,5,2,0,0,0,4,0,1,1,4,4,4,4,2,4,2,4,4,1,2,1,2,1,1,2,1,2,2,2,2,1,1,1,3,1,5,4,2,1,1,1,3,1,1,3,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,2,11,12,9,3
1,100,1074,5,5,4,1,5,3,48,1,1,2,1,1,4,3,1,3,2,1,3,1,2,3,1,2,8,2,1,4,0,3,2,2,2,1,4,4,4,4,1,1,3,3,3,1,4,1,2,2,1,1,1,2,0,1,3,2,3,1,1,1,2,1,2,1,1,2,100,1074,5,2,0,1,0,4,1,1,3,1,2,4,0,2,0,2,0,4,1,2,2,0,1,2,4,2,1,1,1,1,1,1,3,3,1,5,4,2,1,1,1,1,2,1,2,3,3,2,2,2,2,2,2,1,2,2,1,2,2,2,2,0,1,5,3,2,4
1,100,1075,5,5,4,11,2,2,13,1,3,3,3,2,1,2,1,1,1,2,4,1,1,1,2,2,1,1,2,2,4,3,3,1,1,3,4,4,4,2,2,2,4,3,3,2,1,1,1,2,1,1,1,2,3,2,2,1,3,3,1,2,1,1,2,2,2,2,100,1075,5,2,2,3,2,1,2,2,3,2,2,3,2,1,4,2,4,4,2,1,1,1,1,2,4,1,1,2,2,2,1,1,4,3,1,5,4,2,2,1,2,2,1,2,2,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,1,0,1,9,3,2,5
1,100,1076,5,5,4,10,1,2,48,1,1,2,1,2,1,2,1,4,1,1,2,1,1,3,1,1,8,2,1,2,3,2,2,1,1,2,3,3,3,3,2,2,4,3,2,1,4,1,1,2,2,1,2,0,0,0,3,2,3,2,2,2,3,3,3,2,2,2,100,1076,5,2,0,0,0,4,1,3,3,0,0,2,0,0,0,0,0,0,0,2,2,1,1,1,1,2,1,1,1,2,1,1,1,3,1,6,4,2,1,1,2,3,1,1,3,4,3,2,2,2,2,2,1,2,2,2,2,2,2,2,2,0,1,7,10,7,4
1,100,1077,5,3,4,8,5,3,15,2,1,1,3,6,1,1,1,1,1,2,3,2,1,1,1,1,0,1,0,2,3,1,1,2,1,1,1,1,1,1,4,3,3,2,2,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,2,0,2,4,3,2,2,2,100,1077,5,2,0,0,0,2,0,2,5,3,4,4,4,4,4,4,4,4,4,1,2,3,1,1,3,1,1,1,1,1,6,1,2,2,1,6,4,1,1,1,2,3,2,2,1,2,3,2,2,2,2,2,2,2,2,2,2,2,1,2,2,0,1,9,12,6,2
1,100,1078,5,3,4,9,6,1,16,1,1,1,3,1,1,2,1,2,1,0,2,6,2,2,1,2,8,1,2,2,3,2,2,1,1,3,3,1,2,2,3,3,4,3,2,2,4,1,1,1,1,1,1,2,3,3,3,5,1,1,2,3,3,3,3,2,2,2,100,1078,5,2,3,3,3,2,2,2,1,2,3,2,4,3,4,3,4,4,3,2,1,3,1,2,3,2,1,5,1,1,2,1,5,0,1,6,4,2,1,1,1,1,2,1,3,3,3,2,2,1,2,2,2,2,2,2,2,1,2,2,2,0,1,12,11,8,4
1,100,1079,5,3,4,3,4,3,20,1,1,2,3,7,1,1,1,1,3,2,1,3,1,2,1,1,0,1,1,2,10,1,2,1,1,1,3,3,2,4,4,3,4,3,3,4,1,1,1,1,1,0,1,1,0,1,1,1,3,1,2,3,2,4,2,3,2,2,100,1079,5,2,2,1,3,1,3,3,1,3,1,2,1,1,4,3,4,4,2,2,2,1,2,1,3,1,1,1,1,1,4,1,4,2,1,6,4,2,1,2,1,2,2,1,1,3,3,2,2,2,2,2,2,2,2,2,1,2,1,2,2,0,2,9,12,7,9
1,100,1080,5,3,4,10,2,2,84,1,1,1,1,2,1,3,1,2,2,2,2,1,3,2,2,1,0,1,2,1,4,3,2,2,2,1,2,2,2,3,3,1,2,3,2,2,3,1,1,2,3,1,1,1,3,1,2,1,1,1,1,2,1,2,1,2,2,2,100,1080,5,2,3,0,3,4,2,1,1,2,1,2,1,3,3,2,4,4,4,1,2,1,1,1,4,3,2,1,1,2,2,1,1,3,1,6,4,2,1,1,1,2,2,2,2,3,1,2,2,1,2,2,2,1,2,2,2,2,2,2,2,0,1,12,2,1,7
1,100,1081,5,4,4,13,9,3,31,1,1,3,1,2,3,3,1,1,1,1,2,1,3,3,2,2,1,1,2,4,6,3,3,2,2,1,4,4,5,4,3,1,4,3,3,4,4,1,1,2,2,1,1,2,3,3,3,1,3,3,1,1,1,1,1,3,2,2,100,1081,5,2,2,1,2,1,3,3,4,1,1,1,1,1,1,1,4,4,1,1,1,1,1,2,4,1,2,1,1,3,1,1,3,3,1,6,4,2,1,2,2,3,2,3,4,3,3,2,2,2,2,2,1,2,2,2,2,2,2,2,2,0,2,8,0,0,5
1,100,1082,5,5,4,9,2,2,25,1,1,2,1,2,1,1,1,1,1,2,3,4,2,2,1,2,8,1,0,2,9,1,1,1,1,6,1,1,1,1,4,3,3,3,3,1,4,1,1,4,0,0,1,0,1,0,0,1,1,1,2,3,3,4,3,3,2,2,100,1082,5,2,3,3,3,3,2,2,5,2,4,0,4,4,4,3,4,4,4,2,1,1,1,1,3,0,1,2,1,1,1,1,2,3,1,6,4,2,1,1,2,2,4,2,1,3,3,1,1,2,2,2,2,2,2,2,2,2,2,2,2,0,0,14,15,9,9
1,100,1083,5,4,4,9,2,2,6,1,1,2,2,1,3,2,2,3,2,1,2,6,3,2,1,2,1,2,2,4,3,2,2,2,1,4,3,4,4,4,1,1,4,3,3,2,3,1,1,2,3,0,1,2,3,2,1,1,1,1,2,2,3,3,3,2,2,2,100,1083,5,2,2,1,1,2,1,2,3,2,0,4,0,1,4,2,4,4,1,1,1,1,2,2,3,1,1,2,1,5,1,1,4,3,1,6,4,2,1,1,2,1,1,2,4,3,3,2,2,2,2,1,2,2,2,2,1,2,2,2,2,0,2,6,10,7,3
1,100,1084,5,5,4,5,6,1,25,1,2,2,1,3,1,1,1,1,2,2,2,1,1,2,1,1,0,1,2,2,3,2,1,2,1,2,2,3,2,2,2,1,1,3,3,2,4,1,1,1,1,1,1,2,3,1,2,1,1,3,2,2,2,3,3,3,2,2,100,1084,5,2,3,3,2,3,2,1,3,3,3,4,3,4,4,4,4,4,4,1,2,3,1,1,2,2,1,1,1,2,1,1,4,3,1,6,4,2,1,1,2,3,1,1,1,3,3,2,2,2,2,1,2,2,2,2,2,2,1,2,2,0,2,14,11,6,9
1,100,1085,5,6,4,6,12,2,96,1,4,2,1,2,1,2,2,3,1,3,4,2,2,3,1,1,8,1,1,2,3,1,2,2,0,2,3,4,4,5,1,3,4,3,3,1,1,1,1,4,0,0,1,2,0,1,2,2,3,3,1,2,1,3,3,3,2,2,100,1085,5,2,0,1,0,4,0,3,1,1,1,2,0,0,1,2,0,1,0,2,2,3,1,1,4,2,1,1,1,5,4,1,3,3,1,6,4,2,2,1,1,1,2,3,4,2,2,2,1,2,2,2,1,2,2,2,2,2,2,2,2,0,4,8,8,4,8
1,100,1086,5,5,4,4,2,2,0,1,1,2,1,0,1,1,1,1,0,2,2,2,1,2,1,1,4,0,0,2,3,1,2,1,0,3,2,2,2,2,3,1,4,2,2,5,1,0,0,4,0,0,4,0,0,0,1,5,1,1,3,3,3,4,3,1,1,2,100,1086,5,2,0,0,0,4,1,3,3,0,2,0,0,0,0,0,0,0,0,2,1,3,1,4,1,1,1,2,2,3,5,1,3,0,1,7,4,2,1,0,3,3,2,1,1,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,0,3,4,15,10,10
1,100,1087,5,2,4,13,5,3,16,1,1,2,1,1,1,1,2,1,2,2,3,1,2,1,1,2,0,2,2,4,3,2,2,2,2,6,4,4,3,4,2,1,4,3,3,2,4,1,1,1,1,1,1,2,3,1,1,5,3,1,1,3,2,4,2,2,2,2,100,1087,5,2,1,0,1,4,2,3,5,3,4,4,4,4,2,4,3,0,2,1,1,1,2,2,3,1,1,1,1,1,2,1,2,3,1,9,3,2,2,1,2,2,3,2,1,3,3,1,2,2,2,2,2,1,2,2,2,2,2,2,2,0,1,6,10,6,6
1,100,1088,5,3,4,3,6,2,83,1,4,3,1,3,1,2,2,1,1,2,3,1,1,1,1,1,8,1,1,1,3,3,3,1,0,1,1,2,2,2,2,1,4,2,2,1,1,1,1,4,1,1,1,1,0,0,2,1,3,3,2,2,2,2,2,2,2,2,100,1088,5,2,3,0,0,3,0,1,1,1,1,2,2,1,2,1,4,2,1,1,2,1,2,1,3,1,1,1,1,1,1,1,1,3,1,7,4,2,1,1,2,3,1,1,1,3,3,2,2,1,2,1,2,2,2,2,2,2,2,2,2,0,2,12,5,4,5
1,100,1089,5,3,4,8,6,2,50,1,1,2,1,2,3,2,1,1,1,2,1,1,1,3,1,2,0,3,1,2,4,2,2,1,2,1,4,4,4,4,2,3,1,3,3,1,4,1,1,3,3,1,1,3,3,3,2,5,3,1,2,3,3,3,3,3,2,2,100,1089,5,2,2,2,2,2,3,2,1,1,4,4,4,2,4,2,4,2,2,2,1,3,2,2,3,2,2,3,5,4,1,1,3,3,1,7,4,2,2,1,1,3,1,1,2,3,3,2,2,2,2,2,2,2,1,1,2,2,2,2,2,0,3,11,11,8,3
1,100,1090,5,3,4,11,2,3,50,1,0,2,1,2,3,2,2,2,1,3,2,3,2,3,1,2,1,2,2,1,3,2,2,2,2,3,4,4,4,4,3,2,3,2,1,2,4,1,1,2,2,1,1,2,2,2,2,5,3,1,2,2,1,2,1,3,2,2,100,1090,5,2,1,3,2,3,2,2,1,2,2,4,2,4,4,2,4,4,2,2,1,1,1,1,4,2,3,1,1,1,1,1,3,3,1,7,4,2,2,1,1,1,2,2,1,3,3,2,2,1,2,2,2,2,2,2,1,2,2,2,2,0,3,11,5,2,3
1,100,1091,5,5,4,1,2,3,0,1,0,7,2,3,1,1,1,3,1,3,2,1,2,3,0,1,1,2,1,1,1,1,2,2,1,1,4,4,4,5,4,2,1,3,3,3,2,1,2,2,2,0,1,2,0,3,3,5,3,3,3,2,2,1,3,2,2,2,100,1091,5,2,2,0,0,1,0,1,2,0,0,0,2,0,0,0,0,0,0,2,0,1,1,1,3,2,2,1,1,1,6,1,3,1,1,7,3,2,1,0,2,1,2,1,1,3,3,2,2,2,2,1,2,2,2,2,1,2,2,2,2,0,3,9,11,6,2
1,100,1092,5,4,4,13,2,3,2,1,1,2,1,2,1,1,1,1,1,2,3,6,1,1,1,2,1,1,0,2,4,3,2,1,1,4,4,2,2,2,3,3,4,1,2,1,3,1,0,4,0,0,1,0,0,0,1,1,3,3,2,1,1,2,2,2,2,2,100,1092,5,2,1,1,1,4,0,3,1,1,0,0,0,0,0,1,0,0,0,1,2,1,1,1,4,1,3,1,1,1,5,5,4,1,1,7,3,2,1,1,1,3,1,1,2,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,0,1,5,5,2,3
1,100,1093,5,4,4,4,9,1,50,1,1,1,1,1,1,1,1,1,2,2,0,6,1,1,1,1,8,1,1,0,3,2,2,2,0,2,4,2,2,1,1,3,4,3,3,1,2,1,1,4,1,1,1,1,0,1,2,1,1,1,2,2,2,3,2,3,2,2,100,1093,5,2,1,3,2,2,2,3,2,2,2,2,2,2,4,2,3,4,3,1,2,1,2,3,3,1,1,2,2,2,2,1,2,2,1,7,4,2,1,1,3,2,2,2,4,1,1,2,2,2,2,2,2,2,2,2,1,2,2,2,2,0,2,9,9,5,2
1,100,1094,5,5,4,4,6,2,30,1,2,2,1,2,1,1,1,1,2,2,3,1,1,1,1,2,8,2,3,2,2,1,1,1,0,3,2,1,1,2,4,1,4,3,2,2,1,1,1,1,1,1,1,2,0,1,1,1,3,3,2,2,2,3,3,1,2,2,100,1094,5,2,0,0,0,4,1,3,2,2,1,0,3,4,4,4,4,4,4,1,1,3,1,1,3,1,1,5,1,1,1,1,2,3,1,7,4,2,1,0,3,3,2,3,1,3,3,2,2,2,2,2,2,2,2,2,1,2,2,2,2,0,2,6,12,6,10
1,100,1095,5,6,4,4,2,3,40,1,1,2,1,2,1,1,1,2,2,2,3,6,3,3,1,1,8,2,1,4,3,2,2,2,1,5,3,4,4,4,4,1,4,3,3,1,4,1,1,2,2,1,1,2,0,2,3,1,2,1,2,3,1,4,3,1,1,2,100,1095,5,2,3,3,3,3,3,2,1,4,2,4,4,3,4,4,4,4,4,2,2,3,2,1,3,2,1,4,1,1,3,1,2,2,1,7,4,2,2,1,1,1,2,1,2,3,3,2,2,2,2,2,2,2,2,2,2,2,1,2,2,0,3,11,11,7,3
1,100,1096,5,6,4,13,10,1,85,1,1,1,3,1,3,3,1,1,1,2,2,1,1,1,1,1,8,2,3,1,5,3,2,1,1,2,1,1,1,1,2,2,4,3,3,2,2,1,1,1,1,1,1,2,1,1,1,1,3,1,1,2,1,2,3,3,2,2,100,1096,5,2,1,0,0,1,1,3,2,2,1,1,1,1,1,2,4,2,1,2,1,1,2,2,4,1,1,3,2,1,4,1,2,3,1,7,4,2,2,1,2,3,2,3,3,3,4,2,1,1,2,2,2,2,2,2,2,2,2,2,2,0,2,6,4,3,7
