COL1,COL2,COL3,COL4,COL5,COL6,COL7,COL8,COL9,COL10,COL11,COL12,COL13,COL14,COL15,COL16,COL17,COL18,COL19,COL20,COL21,COL22,COL23,COL24,COL25,COL26,COL27,COL28,COL29,COL30,COL31,COL32,COL33,COL34,COL35,COL36,COL37,COL38,COL39,COL40,COL41,COL42,COL43,COL44,COL45,COL46,COL47,COL48,COL49,COL50,COL51,COL52,COL53,COL54,COL55,COL56,COL57,COL58,COL59,COL60,COL61,COL62,COL63,COL64,COL65,COL66,COL67,COL68,COL69,COL70,COL71,COL72,COL73,COL74,COL75,COL76,COL77,COL78,COL79,COL80,COL81,COL82,COL83,COL84,COL85,COL86,COL87,COL88,COL89,COL90,COL91,COL92,COL93,COL94,COL95,COL96,COL97,COL98,COL99,COL100,COL101,COL102,COL103,COL104,COL105,COL106,COL107,COL108,COL109,COL110,COL111,COL112,COL113,COL114,COL115,COL116,COL117,COL118,COL119,COL120,COL121,COL122,COL123,COL124,COL125,COL126,COL127,COL128,COL129,COL130,COL131,COL132,COL133,COL134
1,76,337,1,3,3,1,1,1,3,3,1,3,1,1,1,1,3,2,3,1,1,1,3,1,1,1,3,3,3,1,2,1,1,3,3,3,2,1,2,2,2,2,4,1,3,1,1,1,2,1,2,2,1,1,0,1,1,2,2,1,2,1,2,2,2,2,2,5,2,1,2,2,3,,207,6033,7,1,3,2,2,1,2,3,3,2,2,2,2,3,3,4,3,3,1,2,2,1,2,2,1,2,1,1,2,4,2,1,2,1,1,2,2,2,1,2,3,2,2,2,5,3,2,6,5,9,3,2,9,2,90,6,9
1,76,338,1,3,3,1,1,1,1,3,1,1,1,1,1,1,3,3,3,1,1,2,3,3,1,2,3,2,1,1,3,3,2,3,1,3,2,1,1,3,2,2,4,1,2,1,1,1,2,2,2,1,2,1,2,1,2,2,1,2,2,1,2,2,2,2,2,5,1,1,3,3,2,,207,6033,8,1,2,1,3,3,2,2,2,3,2,3,1,2,2,4,3,1,1,1,1,1,3,2,2,5,2,1,2,4,3,3,2,2,2,2,2,1,2,2,1,2,1,4,5,2,1,8,5,9,4,1,9,2,90,3,9
1,76,339,1,3,3,2,1,1,3,3,1,1,1,1,1,1,3,3,3,1,1,3,3,1,1,1,3,3,3,1,1,3,2,3,1,3,3,3,2,4,2,2,4,1,3,1,1,1,2,1,2,1,1,1,1,1,1,1,1,1,2,1,2,2,1,1,2,3,2,2,3,3,2,,207,6033,9,1,3,2,1,2,3,3,3,2,2,3,3,2,2,3,3,2,1,2,1,1,3,2,3,2,2,2,1,4,4,4,1,2,1,2,2,2,2,4,2,4,2,5,1,3,2,7,5,9,3,2,9,2,90,1,9
1,76,340,1,3,0,3,1,1,3,3,1,1,1,1,1,1,3,3,3,1,1,1,3,1,1,1,3,1,3,1,1,3,3,3,3,3,2,1,2,2,2,2,5,1,1,2,1,1,1,2,2,2,1,0,1,1,1,2,1,1,2,1,2,2,1,2,2,4,1,1,1,3,2,,207,6034,0,1,3,3,3,2,1,3,1,2,2,2,2,3,3,4,3,2,1,2,2,1,3,2,1,2,1,1,2,3,3,1,2,2,1,1,1,2,1,2,3,2,1,4,5,4,2,6,5,9,3,2,9,2,90,2,9
1,76,341,1,3,3,1,1,1,3,3,1,3,1,1,1,1,2,1,3,1,2,1,3,1,1,1,3,3,3,1,1,1,2,3,3,3,4,1,3,3,2,2,4,2,1,1,1,1,1,1,2,2,1,1,1,1,2,2,2,2,2,1,2,2,2,2,2,4,2,1,1,2,3,,207,6034,1,1,3,1,2,2,3,2,2,2,2,2,3,3,1,1,1,3,1,1,1,1,4,2,1,2,1,1,2,3,2,2,2,1,2,2,1,1,1,1,4,2,1,4,5,2,2,4,3,9,3,1,9,3,90,7,9
1,76,342,1,1,3,1,1,1,3,3,1,1,1,3,1,1,3,1,3,1,1,3,3,1,1,1,3,3,3,1,3,3,3,3,3,3,3,1,2,3,2,2,5,2,3,3,1,1,2,1,2,2,1,1,1,1,1,2,2,1,2,2,2,2,2,2,2,5,1,2,2,1,3,,207,6034,2,1,2,3,2,2,2,3,2,2,2,3,2,3,4,3,1,1,1,2,2,1,2,1,3,2,1,1,3,4,3,3,1,2,2,2,1,1,4,3,3,4,1,4,5,3,2,6,4,9,1,1,9,1,90,3,9
1,76,343,1,1,3,1,1,1,3,3,1,3,1,3,1,1,3,3,3,3,3,3,3,1,1,3,3,3,3,1,1,2,3,3,1,3,1,3,1,2,2,2,5,2,1,1,1,1,1,1,2,1,1,1,1,1,1,1,2,1,2,1,2,1,1,2,0,2,3,3,1,2,3,,207,6034,3,1,2,2,1,1,1,3,3,3,2,2,3,3,1,4,1,1,1,2,1,3,3,2,3,3,2,2,3,1,3,3,2,2,3,3,3,2,3,4,3,2,1,2,3,4,2,2,4,9,1,1,9,3,90,3,9
1,76,344,1,3,3,1,1,1,3,3,1,2,1,1,1,1,1,1,3,1,1,3,1,1,3,1,2,3,3,1,1,1,3,2,3,2,2,1,0,2,2,2,5,1,3,1,2,1,1,2,1,2,2,1,1,2,4,2,2,1,2,1,2,2,2,1,2,5,2,3,1,3,2,,207,6034,4,1,3,3,1,2,2,3,3,2,2,3,1,3,1,3,2,3,1,2,2,1,3,1,3,3,0,1,3,0,3,3,3,3,3,2,3,2,3,4,4,4,1,1,5,4,2,4,3,9,2,2,9,2,90,6,9
1,76,345,1,3,3,1,1,1,1,3,1,3,1,1,1,1,3,1,3,1,3,1,3,1,3,1,1,1,3,1,1,1,3,3,1,3,2,1,3,2,2,2,5,1,3,2,1,1,2,1,2,2,1,1,1,1,1,2,2,1,2,1,2,2,1,2,2,4,1,1,2,2,3,,207,6034,5,1,2,2,1,2,1,3,3,2,3,3,2,2,1,2,1,3,1,2,1,2,9,9,1,3,2,1,2,4,3,4,3,2,1,1,2,3,2,1,4,4,1,1,5,4,1,5,3,9,2,2,9,5,90,3,9
1,76,346,1,3,3,3,1,1,3,3,1,2,1,2,1,1,2,3,3,2,2,3,1,0,1,3,2,3,3,3,1,2,0,3,3,2,2,1,1,2,2,1,5,2,3,1,0,2,1,2,1,2,0,1,2,2,4,2,2,1,2,1,2,2,1,2,0,4,1,1,3,3,2,,207,6034,6,1,2,3,1,3,3,3,3,3,2,3,3,3,0,1,3,1,1,0,0,2,9,9,3,4,2,1,3,4,4,3,1,3,2,2,2,2,4,4,1,5,0,0,0,3,1,7,5,9,1,1,9,3,90,6,9
1,76,347,1,1,3,1,1,1,3,3,1,3,1,3,1,1,3,1,3,1,1,1,3,1,2,1,3,3,0,1,1,1,3,3,3,1,3,1,2,2,2,2,2,2,3,2,1,1,1,1,2,2,1,1,1,1,1,2,2,1,2,1,1,2,2,2,2,4,2,2,1,2,1,,207,6034,7,1,2,2,1,1,2,3,2,3,2,1,1,2,2,3,3,1,1,1,1,1,3,1,1,3,2,1,3,4,4,1,2,3,2,3,2,1,2,5,2,4,2,5,4,3,2,6,5,9,2,2,9,2,90,1,9
1,76,348,1,3,3,1,1,1,3,3,1,0,1,1,1,1,3,3,3,3,1,1,3,1,3,3,3,3,3,3,3,1,3,3,3,3,2,1,2,1,2,2,5,2,3,2,1,1,2,1,2,1,1,1,1,0,1,2,2,1,0,1,2,2,1,2,2,4,1,2,3,3,3,,207,6034,8,1,2,2,1,3,2,3,3,2,2,2,3,3,2,3,3,3,1,2,1,2,9,9,2,4,2,2,3,4,4,3,3,3,0,2,2,2,4,3,1,4,0,1,3,2,1,7,3,9,1,2,9,4,90,6,9
1,76,349,1,3,3,3,1,1,1,3,1,3,1,1,1,1,1,3,3,1,3,3,1,1,3,3,1,3,3,3,1,3,3,2,3,3,2,3,1,2,2,2,5,2,3,1,1,1,2,1,2,2,1,1,1,1,1,2,2,1,2,1,2,2,2,2,2,4,2,2,1,2,3,,207,6034,9,1,3,2,1,2,1,2,3,2,2,2,3,3,4,2,3,3,1,2,2,1,3,1,2,3,2,1,4,4,3,3,1,2,1,2,3,2,4,3,2,2,2,5,2,3,2,6,3,9,2,2,9,2,90,6,9
1,76,350,1,3,3,0,1,1,3,3,1,1,1,0,1,1,3,2,2,3,1,3,3,1,1,2,3,3,3,3,1,3,3,3,1,3,2,1,1,2,2,2,5,2,3,0,1,1,2,2,2,2,1,1,2,1,2,2,1,1,2,1,2,2,2,2,2,4,2,3,2,3,2,,207,6035,0,1,3,3,3,3,3,2,2,3,3,3,2,3,3,4,3,2,3,2,1,3,6,4,2,3,2,2,3,3,3,2,2,2,2,2,2,1,2,3,2,2,1,1,4,1,2,5,3,9,2,2,9,2,90,1,9
1,76,351,1,3,3,3,1,1,3,3,1,3,1,1,1,1,3,3,3,3,1,3,3,1,1,3,3,3,3,3,3,3,3,3,3,3,2,3,2,4,2,2,3,2,3,1,2,2,1,1,2,1,1,1,2,1,3,2,2,1,2,2,2,2,2,1,2,5,3,2,1,2,2,,207,6035,1,1,3,3,3,1,2,3,3,3,2,2,2,3,2,3,2,2,1,2,1,1,3,2,3,2,1,2,3,3,4,3,2,2,2,3,1,2,3,0,0,0,0,0,0,0,0,9,0,9,1,1,9,1,90,1,9
1,76,352,1,3,3,3,1,1,3,3,1,3,3,1,1,1,3,1,3,1,1,3,3,1,3,1,1,3,1,3,1,3,1,3,3,1,2,3,1,3,2,2,5,1,3,2,2,1,1,1,2,2,1,2,1,1,1,1,1,2,2,1,1,2,1,2,1,2,3,1,2,1,1,,207,6035,2,1,2,1,3,3,2,2,3,3,2,2,1,2,2,1,2,2,1,1,1,1,3,2,1,1,1,1,1,1,1,1,2,1,1,2,2,1,2,1,2,2,1,1,2,1,1,5,3,9,2,1,9,3,90,7,9
1,76,353,1,3,1,3,1,1,3,3,1,3,1,1,1,1,3,3,3,3,3,3,1,1,1,2,3,3,3,1,2,3,3,2,3,3,2,1,2,2,2,2,5,2,3,1,1,1,1,1,2,1,1,1,1,1,1,2,2,2,1,1,2,2,2,2,2,4,3,2,1,1,3,,207,6035,3,1,3,2,3,3,2,3,2,2,2,2,2,2,1,4,3,3,1,2,1,3,6,2,3,2,2,3,4,3,4,1,3,3,2,1,2,2,3,4,3,4,1,3,2,3,2,5,5,9,1,1,9,1,90,2,9
1,76,354,1,3,3,1,1,1,1,3,1,1,1,1,1,1,3,1,3,1,1,3,1,1,1,1,3,1,3,1,1,1,3,1,1,3,2,1,1,2,2,1,5,1,1,2,1,1,1,1,2,2,1,1,1,2,1,2,2,1,2,1,2,2,2,2,2,5,1,2,1,1,1,,207,6035,4,1,3,3,2,2,2,3,2,2,2,3,3,2,1,1,1,1,1,1,1,2,6,4,3,4,1,2,2,1,3,2,2,2,2,3,2,2,2,4,3,4,2,1,2,1,1,4,1,9,2,1,9,2,90,2,9
1,76,355,1,3,3,3,1,1,3,3,1,3,3,1,1,1,1,3,3,1,1,3,1,1,3,3,3,3,3,1,3,3,3,3,3,3,2,1,3,2,2,2,5,1,3,2,1,1,1,2,2,1,1,1,1,1,1,2,2,1,2,1,2,2,1,2,2,5,3,2,1,2,2,,207,6035,5,1,3,2,1,2,2,3,3,2,2,2,3,2,2,4,2,2,1,2,1,3,1,1,3,3,3,2,3,4,4,3,1,3,3,2,1,3,4,4,1,5,1,2,3,1,2,6,5,9,1,1,9,2,90,2,9
1,76,356,1,3,3,3,1,1,3,3,1,3,1,1,1,1,3,1,3,3,3,3,3,1,1,3,3,3,3,1,1,3,3,3,3,3,3,1,3,4,2,2,3,1,1,1,1,1,1,1,2,2,1,1,1,1,1,2,2,2,2,1,2,2,2,2,2,4,2,1,3,3,2,,207,6035,6,1,3,3,2,3,3,2,2,2,3,3,2,2,2,2,2,2,3,2,2,1,3,2,1,3,1,1,1,4,3,2,2,2,2,3,3,2,3,2,2,3,2,4,5,5,2,7,2,9,2,1,9,3,90,2,9
1,76,357,1,1,3,1,1,1,3,3,1,1,1,3,1,1,3,3,3,1,3,3,3,1,3,1,3,3,3,3,1,3,3,3,3,3,2,3,1,2,2,2,4,2,3,1,1,1,1,1,2,1,1,1,1,1,2,0,0,0,0,0,0,0,0,0,0,6,2,2,2,2,2,,207,6035,7,1,2,2,3,3,2,3,3,2,2,3,2,3,2,2,3,3,1,1,1,1,2,2,2,3,2,3,3,2,4,2,3,3,3,2,3,2,4,4,2,3,1,1,5,5,2,5,5,9,1,1,9,1,90,2,9
1,76,358,1,1,3,1,1,1,3,3,1,1,1,1,3,1,3,1,3,1,1,1,3,1,3,1,3,1,3,3,1,1,3,1,1,3,3,1,3,4,2,2,1,2,3,1,1,1,1,1,2,2,1,1,1,1,1,2,2,2,2,1,2,2,2,2,2,3,2,2,2,2,3,,207,6035,8,1,3,3,2,2,2,3,3,2,2,2,1,1,4,3,3,3,1,2,2,2,9,9,3,4,2,2,3,2,4,3,1,3,3,2,3,2,3,4,1,5,2,1,5,3,2,3,4,9,4,2,9,5,90,8,9
1,76,359,1,3,3,1,1,1,3,3,1,2,1,1,1,1,1,3,3,1,1,1,2,1,3,1,3,3,3,3,1,3,2,3,3,3,2,1,3,4,2,2,3,2,3,3,1,1,1,1,2,2,1,1,2,1,1,2,2,2,1,2,1,1,1,2,1,5,1,1,1,3,2,,207,6035,9,1,3,2,2,2,3,3,3,3,2,2,0,0,0,0,0,0,0,0,0,0,6,5,0,3,1,2,3,4,4,3,1,3,3,2,1,2,3,2,3,4,1,5,2,1,1,5,2,9,1,2,9,2,90,4,9
1,76,360,1,3,1,1,1,1,3,3,1,3,1,1,1,1,3,1,3,1,3,1,1,1,3,1,3,3,3,1,1,3,3,3,1,3,2,3,2,2,2,2,5,2,3,1,1,1,1,1,2,2,1,1,1,1,1,1,1,1,2,1,2,2,2,2,1,4,1,2,1,3,2,,207,6036,0,1,3,3,2,2,2,2,3,2,2,2,3,3,2,2,1,3,3,2,1,3,6,2,3,3,3,1,3,1,4,3,3,3,2,3,3,2,3,2,2,4,2,1,2,3,2,5,1,9,2,1,9,3,90,4,9
1,76,361,1,3,3,3,1,1,3,3,1,1,1,1,1,3,3,3,3,1,1,3,3,1,1,3,3,3,3,3,1,1,3,3,3,3,1,3,1,2,2,2,5,2,3,2,1,1,2,1,1,1,1,1,1,0,1,1,2,1,2,1,2,2,2,2,2,5,2,2,2,3,1,,207,6036,1,1,3,3,2,3,1,2,3,3,1,2,3,3,4,3,1,3,1,1,1,2,6,4,2,1,1,2,3,4,3,3,1,3,3,3,1,2,1,2,1,1,2,3,5,1,1,3,3,9,1,1,9,2,90,4,9
1,76,362,1,3,2,1,1,1,3,3,1,3,1,1,1,1,3,3,3,2,1,1,3,1,1,1,3,3,3,1,3,2,3,1,2,3,2,1,2,2,2,1,5,2,3,2,1,1,1,1,2,2,1,1,1,1,2,2,1,1,2,1,2,2,2,2,1,3,1,2,1,2,1,,207,6036,2,1,3,2,2,2,2,2,3,1,2,1,1,3,1,0,2,2,3,2,2,1,3,1,2,4,3,3,2,2,4,3,3,3,2,2,3,2,3,2,3,4,1,5,3,3,2,6,3,9,2,2,9,2,90,5,9
1,76,363,1,1,3,1,1,1,3,3,1,1,1,1,1,1,1,3,3,3,1,3,2,1,1,1,3,3,3,1,1,1,3,3,3,3,2,3,2,2,2,2,5,2,3,2,1,1,2,1,2,1,1,1,2,1,1,2,2,2,2,2,2,2,1,2,2,3,2,3,3,2,3,,207,6036,3,1,3,3,2,2,2,2,2,2,2,2,3,3,1,2,1,3,1,1,1,1,3,1,2,2,1,1,2,3,4,3,2,2,1,1,1,1,2,2,3,3,2,3,5,2,1,5,2,9,2,1,9,3,90,5,9
1,76,364,1,3,3,1,1,1,3,3,1,3,1,1,1,1,3,1,3,1,3,3,3,1,3,3,3,3,3,1,1,3,3,3,3,3,2,1,3,4,2,2,2,2,3,1,1,1,1,1,2,1,1,1,1,1,1,2,2,2,2,1,2,2,2,2,2,5,3,2,1,3,2,,207,6036,4,1,3,2,1,3,2,2,2,2,2,3,2,3,4,3,2,2,2,2,2,2,9,9,3,5,2,2,3,4,4,1,1,3,3,3,1,1,1,5,4,4,2,5,2,4,2,5,2,9,2,1,9,2,90,5,9
1,76,365,1,1,1,3,1,1,3,3,3,1,1,3,1,3,3,1,3,1,1,1,1,1,3,1,2,3,3,3,1,1,3,3,3,1,2,1,2,3,2,2,1,1,2,2,1,2,1,1,1,2,2,1,2,2,4,1,1,2,1,1,2,2,1,2,1,4,2,2,3,3,1,,207,6036,5,1,3,3,1,3,2,3,3,3,3,3,3,3,1,4,3,3,1,2,2,3,3,2,2,2,2,2,4,1,1,2,2,2,2,1,2,2,4,1,2,4,2,5,5,1,1,4,3,9,1,1,9,2,90,4,9
1,76,366,1,3,3,3,1,1,3,3,1,1,1,1,1,1,1,3,3,3,1,3,1,3,3,3,3,3,3,3,1,3,3,3,3,2,2,3,1,2,1,2,5,2,3,1,1,1,1,1,2,1,1,1,1,1,1,2,2,1,2,1,2,2,2,2,2,5,2,2,2,3,2,,207,6036,6,1,3,2,2,3,3,3,3,2,2,3,2,3,2,1,1,2,1,2,2,2,9,9,3,3,2,2,1,4,4,3,1,2,2,1,1,1,2,4,2,4,1,3,5,2,1,7,5,9,1,1,9,3,90,4,9
1,76,367,1,3,3,3,1,1,3,3,1,1,1,2,1,1,3,3,3,3,1,3,1,1,2,3,2,3,3,3,1,3,3,3,3,2,4,3,3,2,2,2,3,1,3,3,1,1,2,1,2,1,1,1,2,1,1,2,2,1,0,0,0,0,0,0,0,6,0,0,0,0,0,,207,6036,7,1,3,3,1,2,2,3,3,3,2,3,2,2,2,3,3,1,1,1,1,2,9,9,3,3,1,1,3,4,4,3,1,2,2,1,1,2,4,4,1,5,0,1,5,2,1,5,5,9,2,1,9,4,90,4,9
1,76,368,1,3,3,3,1,1,3,3,1,3,1,1,1,1,1,1,3,1,1,3,3,1,1,2,3,3,3,1,1,3,3,3,3,3,3,3,3,4,2,2,4,1,3,3,1,1,1,1,2,1,1,1,1,2,1,2,2,2,2,1,2,2,2,2,2,5,2,2,2,3,3,,207,6036,8,1,2,2,2,2,2,0,2,2,3,2,3,3,3,3,0,1,1,1,1,2,9,9,1,4,2,1,3,3,4,3,1,2,1,2,3,1,3,3,3,4,1,0,1,1,1,5,0,9,1,1,9,7,90,4,9
1,76,369,1,1,3,1,1,1,1,3,1,3,1,1,1,1,1,1,3,1,1,3,1,3,1,1,3,3,3,2,1,1,3,2,2,1,2,1,1,2,2,2,4,2,1,2,1,1,1,1,2,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,5,2,2,3,3,2,,207,6036,9,1,3,3,2,2,3,2,2,2,3,3,2,2,1,4,1,3,1,1,1,1,3,2,1,2,3,1,1,4,2,1,2,1,1,2,1,1,2,1,4,2,2,4,0,2,1,5,2,9,2,2,9,4,90,4,9
1,76,370,1,3,3,3,1,1,3,3,1,1,1,3,1,1,3,3,3,3,3,3,1,1,3,3,3,3,3,3,1,3,3,3,3,3,2,3,2,2,2,2,5,2,3,0,1,1,2,1,2,1,1,1,1,1,1,2,2,1,2,1,2,2,2,2,2,5,1,2,2,2,2,,207,6037,0,1,3,2,2,2,2,3,3,2,2,2,2,2,2,2,2,2,3,2,1,1,3,2,3,4,2,2,3,3,3,3,1,2,3,3,3,2,3,4,2,3,2,1,5,4,2,7,4,9,1,1,9,2,90,4,9
1,76,371,1,3,3,1,1,1,1,3,1,1,1,1,1,1,1,3,3,1,1,2,3,1,3,1,1,1,3,1,1,1,3,3,1,3,3,1,1,3,2,2,2,2,3,1,1,1,2,1,2,2,1,1,1,1,1,2,2,2,0,1,2,2,1,2,2,5,1,1,2,2,3,,207,6037,1,1,2,2,2,3,1,2,2,2,2,3,2,3,3,4,3,3,3,1,1,1,2,2,0,3,2,0,3,3,4,3,2,2,1,1,2,2,4,3,1,3,1,1,5,4,2,6,2,9,1,1,9,2,90,1,9
1,76,372,1,3,3,3,1,1,3,3,1,3,1,3,1,1,1,3,3,1,3,2,3,1,1,3,3,3,3,3,1,3,3,3,3,2,1,3,1,2,2,2,5,2,3,1,1,1,2,1,2,1,1,1,1,1,1,2,1,1,2,1,2,2,0,2,0,4,2,1,3,2,3,,207,6037,2,1,2,2,3,2,2,2,2,2,2,2,3,3,4,3,3,3,1,2,0,0,3,5,0,2,2,2,3,2,1,3,0,0,2,2,1,2,1,2,1,3,1,1,5,2,2,5,3,9,2,1,9,3,90,1,9
1,76,373,1,3,1,1,1,1,3,3,1,1,1,1,0,1,3,3,3,3,2,1,3,1,3,2,1,3,3,1,3,3,3,3,3,1,3,1,2,3,2,2,4,1,1,1,1,1,2,1,2,2,1,1,0,1,1,1,1,1,2,1,2,2,2,2,2,3,1,1,2,3,2,,207,6037,3,1,3,2,2,3,2,2,3,2,2,2,2,3,3,4,1,3,1,2,2,1,3,2,1,2,0,1,2,4,3,3,2,2,1,2,2,2,4,2,3,3,1,5,2,3,2,5,3,9,1,2,9,2,90,1,9
1,76,374,1,3,3,1,1,1,3,3,1,3,1,1,1,3,3,1,3,1,3,3,3,1,3,3,3,3,3,1,3,1,1,3,1,1,3,1,2,2,2,2,5,2,1,2,1,1,2,2,2,2,1,1,1,1,3,2,2,2,2,1,2,1,1,2,2,2,3,2,2,3,2,,207,6037,4,1,3,3,1,2,3,3,3,2,3,3,3,3,2,4,1,3,1,2,1,1,3,2,2,3,2,2,3,3,4,4,1,3,2,2,2,3,4,4,2,4,1,4,5,5,2,7,4,9,1,1,9,3,90,8,9
1,76,375,1,3,3,1,3,1,3,3,1,3,1,1,1,1,1,3,2,1,3,1,3,1,3,3,1,2,0,1,2,3,3,3,1,3,3,3,2,2,2,2,4,2,3,2,1,1,2,1,2,2,1,1,1,1,1,1,1,2,2,2,2,2,1,1,2,4,2,2,3,3,2,,207,6037,5,1,3,3,2,2,3,3,0,2,3,3,2,3,3,4,1,1,3,0,1,3,6,4,0,3,2,1,3,2,4,3,1,2,1,2,2,2,1,2,3,4,1,1,5,5,1,5,2,9,2,2,9,2,90,6,9
1,76,376,1,3,3,3,1,1,1,3,1,3,1,1,1,3,3,1,3,1,3,1,3,1,1,1,3,3,3,1,1,3,3,3,3,3,3,3,2,2,2,2,5,2,3,1,2,1,1,1,2,2,1,1,1,1,1,2,2,1,2,1,2,2,2,2,2,5,2,2,1,3,2,,207,6037,6,1,3,3,3,3,3,3,3,3,3,3,1,1,3,4,3,1,1,2,2,1,3,2,3,4,2,2,3,3,4,3,1,2,2,2,2,2,3,5,3,5,1,1,5,2,1,7,5,9,2,2,9,2,90,6,9
1,76,377,1,3,3,3,1,1,1,3,1,3,1,1,1,3,3,1,3,1,3,1,3,1,1,1,3,3,3,1,1,3,3,3,3,3,3,3,2,2,2,2,5,2,3,1,2,1,1,1,2,2,1,1,1,1,1,2,2,1,2,1,2,2,2,2,2,5,2,2,1,3,2,,207,6037,7,1,3,3,3,3,3,3,3,3,3,3,1,1,3,2,3,3,1,2,2,1,3,2,3,4,2,2,3,3,4,3,1,2,2,2,2,2,3,5,3,5,1,1,5,1,1,5,5,9,2,1,9,3,90,6,9
1,76,378,1,3,3,1,1,1,3,3,1,3,1,1,1,1,3,1,3,1,1,1,3,1,1,1,3,3,1,1,2,1,3,3,3,3,2,1,3,2,2,2,5,2,0,2,1,1,1,1,2,2,1,1,1,1,1,2,2,2,2,1,2,2,2,2,1,5,1,2,2,3,3,,207,6037,8,1,3,3,3,3,2,3,3,3,2,2,2,1,4,3,2,2,1,1,1,1,1,1,3,4,2,0,0,4,4,3,2,2,2,1,0,2,1,4,4,2,1,1,4,5,2,4,4,9,2,2,9,2,90,4,9
1,76,379,1,3,3,3,1,1,3,3,1,1,1,3,1,1,1,3,3,1,3,1,3,1,1,3,3,1,3,3,1,1,3,3,3,3,2,3,1,2,2,2,5,2,3,2,1,1,2,1,1,2,1,1,2,1,1,2,2,1,2,1,2,2,1,2,2,4,3,2,1,3,2,,207,6037,9,1,3,2,1,3,3,3,3,3,3,2,3,3,2,3,2,2,1,2,1,1,2,2,3,5,2,1,3,3,4,3,1,3,3,2,2,1,3,4,1,4,2,0,2,1,1,6,3,9,1,2,9,2,90,4,9
1,76,380,1,3,3,1,1,1,3,3,1,3,1,1,1,1,1,1,3,1,3,3,1,1,3,1,1,3,3,1,1,3,3,3,3,3,2,3,2,2,2,2,5,1,3,2,2,2,1,1,2,1,1,1,2,2,2,2,2,2,2,1,2,2,2,1,2,3,2,3,1,3,2,,207,6038,0,1,3,2,2,3,3,3,3,2,2,3,3,2,2,3,3,3,1,1,1,1,3,2,3,4,2,2,3,4,4,3,1,3,3,3,3,2,3,3,4,4,2,1,1,4,2,4,2,9,1,1,9,2,90,2,9
1,76,381,1,3,3,3,1,1,3,3,1,3,1,3,1,1,3,3,3,3,1,3,3,1,1,3,3,3,3,1,1,1,3,3,3,3,3,1,1,4,2,2,5,2,3,2,1,1,2,1,2,1,1,1,1,1,1,2,2,1,2,1,2,2,2,2,2,5,2,2,1,2,1,,207,6038,1,1,3,3,2,2,2,3,2,2,1,3,1,1,4,3,2,3,1,1,1,2,9,9,2,2,2,2,3,2,4,3,3,2,2,2,1,1,2,3,1,3,0,5,2,1,1,6,3,9,1,2,9,2,90,1,9
1,76,382,1,1,1,1,1,1,3,3,1,3,1,3,1,3,3,1,3,1,1,3,1,1,1,1,3,1,3,2,0,1,3,1,3,1,0,1,3,0,2,1,6,1,3,1,1,1,2,1,1,1,1,1,2,1,1,2,2,2,2,1,2,2,1,2,2,4,2,2,2,2,2,,207,6038,2,1,2,2,2,3,3,2,3,2,3,3,2,2,1,2,3,3,1,1,1,1,5,2,1,2,1,1,1,1,1,1,1,1,1,2,1,1,1,1,4,3,1,0,0,4,2,5,5,9,1,1,9,3,91,1,9
1,76,383,1,3,1,3,1,1,1,3,1,2,1,1,3,3,3,1,3,1,1,1,1,1,3,1,1,1,3,1,3,3,3,3,1,3,4,1,2,4,2,1,2,2,2,3,2,2,2,1,2,2,1,2,2,1,3,2,2,1,2,1,2,2,2,2,2,4,2,3,1,3,2,,207,6038,3,1,3,2,3,3,3,2,2,2,2,2,2,2,2,3,3,2,1,2,1,2,9,9,2,2,1,2,3,2,4,3,2,2,2,1,2,1,1,3,3,1,1,2,5,5,1,4,3,9,2,2,9,2,90,1,9
1,76,384,1,3,3,3,1,1,3,3,1,3,1,3,1,1,1,3,3,1,3,3,1,1,1,3,3,3,3,1,1,3,3,1,3,3,2,3,1,2,2,1,5,2,3,2,1,1,1,1,2,1,1,1,1,1,1,2,2,1,2,2,2,2,2,2,2,4,1,1,2,2,2,,207,6038,4,1,2,2,2,3,3,2,3,3,2,2,2,1,3,1,1,3,1,1,1,3,3,2,2,2,3,3,4,3,5,4,2,2,2,2,1,2,1,1,3,2,2,3,5,2,1,6,3,9,1,1,9,3,91,1,9
1,76,385,1,3,3,3,1,1,3,1,1,3,3,1,1,3,3,3,3,3,1,1,3,1,3,1,3,3,3,1,3,3,3,3,3,1,2,3,3,1,2,2,5,1,1,1,1,1,2,1,2,1,1,1,1,1,1,1,2,2,1,1,1,2,1,2,2,3,2,2,3,2,1,,207,6038,5,1,2,2,1,2,2,2,3,3,2,2,2,2,2,4,1,3,1,1,1,2,2,2,2,2,2,2,3,4,3,3,2,2,2,2,2,2,2,3,2,3,1,1,3,2,1,5,3,9,1,1,9,3,91,1,9
1,76,386,1,3,3,3,1,1,3,3,1,3,1,3,1,1,3,3,3,3,1,1,1,1,1,3,3,3,3,1,1,1,3,3,3,3,2,3,1,2,2,2,5,2,3,1,1,1,2,1,2,1,1,1,2,1,1,2,2,1,2,1,2,2,2,1,2,5,2,3,2,3,1,,207,6038,6,1,3,2,1,2,2,3,3,3,3,3,1,1,3,2,3,2,1,2,1,1,2,2,3,2,2,2,3,4,3,3,1,3,2,2,1,1,2,4,3,4,2,4,0,2,1,5,3,9,1,1,9,3,91,1,9
