CARD.,DECK.,BALLOT.,FORM.,Q.1.,Q.2.,Q.3.,Q.4.,Q.5.,Q.6.,Q.8.,Q.9.,Q.10.,Q.11.,Q.12.,Q.13.,Q.14.,Q.15.,Q.16.,Q.17.,Q.18.,Q.19.,Q.20.,Q.21.,Q.22.,Q.23.,Q.24.,Q.25.,Q.26.,Q.27.,Q.28.,Q.29.,Q.30.,Q.31.,Q.32.,Q.33.,Q.34.,Q.35.,Q.36.,Q.37.,Q.38.,Q.39.,Q.40.,Q.41.,Q.42.,Q.43.,Q.44.,Q.45.,Q.46.,Q.47.,Q.48.,Q.49.,Q.50.,Q.51A.,Q.52.,Q.53.,Q.54.,Q.55.,Q.56A.,Q.57A.,Q.58.,Q.59.,Q.60.,Q.61.,Q.62.,Q.63.,Q.64.,CARD..1,DECK..1,BALLOT..1,FORM..1,Q.65.,Q.66.,Q.67.,Q.68.,Q.69.,Q.70.,Q.71.,Q.72A.,Q.73A.,Q.74.,Q.75.,Q.76.,Q.77.,Q.78.,Q.79.,Q.80.,Q.81.,Q.82.,Q.83.,Q.84.,Q.85.,Q.86.,Q.87.,Q.88.,Q.89.,Q.90.,Q.91.,Q.92.,Q.93.,Q.94.,Q.95.,Q.96.,Q.97.,V.99.,V.100.,V.101.,V.102.,V.103.,V.104.,V.105.,V.106.,V.107.,V.108.,V.109.,V.110.,V.111.,V.112.,V.113.,V.114.,V.115.,V.116.,V.117.
1,63,1213,7,1,1,6,5,1,1,5,3,1,2,2,1,4,4,2,1,1,2,2,1,1,1,1,1,1,2,1,1,1,1,4,3,1,1,1,1,3,1,6,2,1,1,1,1,1,1,1,1,1,1,4,1,1,3,3,1,2,3,1,1,1,1,4,2,63,1213,7,1,1,1,2,1,3,1,3,2,4,1,1,1,1,1,1,4,1,1,1,3,4,4,2,1,1,4,1,1,2,1,2,2,2,4,6,9,12,4,4,2,7,5,7,4,4,6,5,2,4,37,4095
1,63,1214,7,1,2,6,3,5,1,5,3,2,2,2,1,4,6,2,1,1,2,2,1,1,1,1,1,1,2,1,1,2,1,4,2,1,1,2,2,3,3,4,3,1,2,2,2,2,1,1,1,1,1,4,6,3,3,2,1,3,2,1,1,1,1,3,2,63,1214,7,2,4,2,1,2,3,1,3,2,1,4,3,3,1,1,2,3,3,1,1,1,4,2,2,1,1,4,1,1,2,1,3,2,3,3,5,2,11,0,3,4,7,5,5,3,5,2,6,2,5,37,4005
1,63,1215,7,1,8,6,2,4,1,5,3,1,1,2,1,4,10,1,1,1,3,2,1,1,1,2,3,1,2,3,1,1,1,3,5,5,2,2,2,1,2,3,2,2,3,1,1,2,1,1,1,1,1,4,1,1,1,4,1,2,2,1,1,1,1,1,2,63,1215,7,2,2,1,2,2,1,1,3,1,2,1,1,2,1,1,1,3,2,2,1,1,1,1,1,1,1,3,3,4,2,2,3,2,2,4,6,8,12,2,3,0,6,3,3,3,2,4,3,6,2,37,4275
1,63,1216,7,1,1,6,9,3,1,5,3,1,1,2,1,4,9,2,1,1,1,2,1,2,1,2,1,1,1,3,1,2,2,4,4,1,2,2,2,2,2,4,3,1,3,2,1,1,1,1,1,1,2,4,2,3,5,3,3,3,2,1,1,1,1,3,2,63,1216,7,2,2,1,3,2,1,1,1,1,1,2,2,2,1,1,1,2,3,1,1,1,2,3,2,1,1,4,1,1,1,1,3,3,0,3,6,6,12,2,3,3,5,3,5,4,4,2,6,3,4,37,4175
1,63,1217,7,1,2,6,4,2,1,5,3,1,1,2,1,4,4,2,1,1,2,2,1,1,1,2,1,1,2,1,1,1,2,3,3,3,2,2,1,3,3,4,2,1,2,3,2,2,1,1,1,1,2,4,11,1,2,3,1,2,2,1,1,1,1,3,2,63,1217,7,1,1,2,2,3,3,1,3,1,2,2,1,1,1,1,2,3,4,2,2,1,1,1,1,1,1,4,1,2,3,1,2,2,3,4,5,8,11,2,3,3,6,5,6,2,1,5,5,6,3,37,4465
1,63,1218,7,1,1,6,3,4,1,5,3,2,1,2,1,4,9,3,1,1,2,2,1,1,1,1,1,1,2,1,1,2,2,4,2,1,1,1,2,4,2,3,2,2,3,2,2,2,1,1,1,1,2,4,11,0,2,3,1,3,2,1,1,1,1,4,2,63,1218,7,1,2,2,2,1,2,1,3,3,2,3,1,1,1,1,1,2,3,2,1,2,2,2,2,1,1,4,1,1,2,1,3,2,2,3,5,7,12,3,4,1,7,5,6,4,5,4,6,3,4,37,4415
1,63,1219,7,1,8,6,3,5,1,5,3,1,1,2,1,4,4,1,1,1,2,2,1,2,1,1,1,1,2,1,1,1,1,4,5,1,1,2,2,5,2,2,3,1,3,2,1,1,1,1,1,1,1,4,2,1,4,1,1,2,1,1,1,1,1,3,2,63,1219,7,1,1,1,2,1,2,1,3,2,1,1,1,1,1,1,1,3,3,1,3,1,1,1,1,3,1,3,3,4,3,2,3,2,3,4,6,9,12,4,4,2,6,5,5,3,4,6,2,6,2,37,4425
1,63,1220,7,1,1,6,5,4,1,5,3,2,2,3,1,4,9,2,1,1,1,2,2,3,3,3,1,1,1,2,5,3,2,1,1,2,3,1,1,3,2,6,3,2,1,3,2,4,4,3,2,1,2,4,1,3,2,3,3,3,2,2,2,2,2,1,2,63,1220,7,2,3,2,1,1,2,1,2,1,2,3,3,2,2,2,2,3,4,2,2,2,2,3,2,1,1,4,1,0,0,0,0,0,0,2,2,4,9,1,3,3,2,2,7,2,5,1,3,3,1,37,4495
1,63,1221,7,1,5,6,5,5,1,5,3,2,2,2,1,4,4,2,1,1,2,2,1,1,1,2,1,1,2,1,1,1,1,4,4,1,1,1,1,11,3,11,2,1,3,3,1,2,1,1,1,1,2,4,2,1,5,3,1,4,2,1,1,2,2,2,2,63,1221,7,2,1,1,1,1,3,1,3,2,1,2,1,2,1,1,1,3,4,6,1,1,4,4,1,1,1,4,1,3,2,1,4,1,2,4,6,7,12,2,3,1,6,5,7,4,4,5,4,2,3,37,4405
1,63,1222,7,1,2,6,8,2,1,5,3,2,2,2,1,4,4,3,1,1,2,2,1,3,2,2,1,3,2,1,1,2,1,3,2,1,2,4,2,3,2,5,3,1,1,2,1,2,1,1,1,1,2,4,4,3,6,3,2,4,2,1,1,2,2,3,2,63,1222,7,2,2,1,2,1,3,1,3,2,3,4,3,2,1,1,1,3,3,2,1,2,3,2,2,1,1,3,1,4,2,1,1,2,1,3,6,3,12,2,3,3,3,5,5,3,5,3,4,3,3,37,4445
1,63,1223,7,1,1,6,3,3,1,5,3,1,1,2,1,4,4,3,1,1,2,2,1,2,1,1,1,1,2,1,1,1,2,4,5,5,2,2,2,3,3,7,3,1,3,2,1,1,1,1,1,1,2,4,11,1,2,1,1,3,2,1,1,3,2,3,2,63,1223,7,2,2,1,1,2,3,1,3,2,2,3,2,2,2,1,2,3,3,1,4,2,3,2,2,1,1,4,1,1,5,1,5,5,3,4,6,5,10,2,2,4,6,5,5,3,2,4,5,3,3,37,4385
1,63,1224,7,1,1,6,5,4,1,5,3,1,1,2,1,4,4,1,1,1,2,2,1,2,2,2,1,1,2,1,1,1,1,4,3,2,2,1,2,10,1,10,1,1,1,2,1,1,1,1,1,1,3,4,4,3,5,3,1,2,2,1,1,2,2,3,2,63,1224,7,1,2,2,2,1,3,1,3,2,1,3,2,2,1,1,1,3,2,2,1,2,4,3,2,1,1,4,1,1,2,1,1,1,2,4,6,5,12,1,3,2,4,5,6,4,3,5,5,2,5,37,4135
1,63,1225,7,1,1,6,3,5,1,5,3,2,2,2,1,4,9,1,1,2,3,2,2,1,1,1,1,1,2,1,2,3,2,2,2,1,1,2,2,1,2,4,3,1,1,1,3,4,1,2,2,1,2,4,1,4,1,3,2,2,2,2,1,2,1,1,2,63,1225,7,2,2,1,1,2,2,1,4,2,3,1,3,4,2,1,1,3,2,1,1,2,3,1,3,1,1,4,1,0,3,1,3,3,1,3,4,4,11,2,3,2,7,3,5,1,5,3,3,4,2,37,4155
1,63,1226,7,1,2,6,7,1,1,5,3,1,2,2,1,4,4,1,1,1,2,2,1,1,1,1,1,1,2,1,1,2,2,3,2,1,2,1,1,2,2,6,3,1,2,2,1,1,1,1,1,1,1,4,11,1,1,1,1,2,2,1,1,1,1,1,2,63,1226,7,1,1,1,2,1,3,1,3,2,2,2,1,1,1,1,1,3,2,1,1,1,3,3,3,1,1,4,1,1,1,1,2,1,4,3,6,8,12,3,3,3,7,5,7,4,5,5,6,3,7,37,4195
1,63,1227,7,1,1,6,3,5,1,5,3,1,2,2,1,4,4,1,1,1,2,2,1,1,1,1,1,1,2,1,1,1,1,4,2,1,1,1,1,1,2,10,1,1,2,2,1,1,1,1,1,1,1,4,2,1,2,1,1,2,2,1,1,1,1,4,2,63,1227,7,1,1,1,1,1,2,1,3,2,2,1,1,1,1,1,1,2,2,1,1,1,1,1,1,1,1,4,1,1,1,1,4,4,4,4,6,9,12,5,4,1,7,5,7,4,5,6,6,6,5,37,4185
1,63,1228,7,1,3,6,3,3,4,4,2,1,2,2,1,4,4,3,1,1,2,2,1,2,1,1,1,3,2,3,1,2,2,4,4,1,2,2,1,4,3,6,3,1,1,2,2,2,1,1,1,1,2,4,1,3,2,1,2,2,1,1,1,3,1,1,2,63,1228,7,2,2,2,1,1,4,1,3,2,1,2,1,1,1,1,1,2,4,1,1,1,2,1,2,1,1,4,1,1,5,2,4,2,2,3,5,8,12,0,3,4,6,4,6,3,4,2,4,4,2,37,4265
1,63,1229,7,1,3,6,3,4,1,5,3,1,2,2,1,4,4,1,1,1,2,2,1,1,1,1,1,1,2,1,1,1,1,4,3,1,1,4,2,2,2,3,3,1,3,2,2,2,1,1,1,1,1,4,1,3,3,4,2,2,2,1,1,2,1,4,2,63,1229,7,1,2,1,3,1,3,1,3,1,1,1,1,1,1,1,1,3,3,2,1,2,4,4,4,1,1,4,1,4,5,1,2,2,1,4,5,9,12,3,3,2,7,5,5,4,4,5,5,0,2,37,4065
1,63,1230,7,1,2,6,3,5,1,5,3,1,2,2,1,4,9,2,1,2,1,1,1,2,2,1,3,1,1,3,1,3,3,4,2,1,1,1,3,1,3,10,3,1,2,2,2,2,1,5,1,1,2,4,2,3,2,3,4,2,2,2,1,2,2,3,2,63,1230,7,2,5,2,1,1,3,1,2,1,1,3,4,3,2,1,2,3,1,1,1,1,1,1,1,1,1,4,1,1,2,1,3,5,2,2,5,3,10,0,2,3,4,2,3,4,5,1,4,7,5,37,4305
1,63,1231,7,1,2,6,3,2,1,5,3,1,2,2,1,4,9,2,3,1,1,2,2,2,2,3,1,1,1,2,1,3,3,1,3,4,1,1,2,4,2,7,3,2,1,1,3,4,3,2,1,1,2,4,11,1,4,3,3,2,2,2,2,2,2,1,2,63,1231,7,3,3,2,1,2,2,1,2,1,1,2,3,4,2,2,4,2,4,3,2,3,3,1,3,1,1,4,1,2,2,1,3,2,0,3,2,3,7,1,3,3,3,2,6,2,0,2,3,4,3,37,4505
1,63,1232,7,1,1,6,3,5,1,5,3,1,1,2,1,4,4,3,1,1,2,2,1,1,1,1,1,1,2,1,1,2,2,4,4,4,1,1,1,2,3,5,3,1,1,3,1,1,1,1,1,1,2,4,2,3,6,4,1,1,2,1,1,1,1,3,2,63,1232,7,2,1,2,2,1,2,1,3,2,1,2,1,1,1,1,1,3,2,2,1,1,4,4,3,1,1,4,1,4,2,5,4,2,2,3,6,8,12,2,4,4,7,5,7,4,0,3,5,1,1,37,3995
1,63,1233,7,1,1,6,6,1,1,5,3,1,1,2,1,4,4,1,1,1,2,2,1,1,1,1,1,1,2,1,1,1,1,4,1,1,1,1,2,1,2,1,2,1,2,2,1,2,1,1,1,1,1,4,1,1,1,1,1,2,2,1,1,1,1,4,2,63,1233,7,1,1,2,2,1,3,1,3,2,4,1,1,1,1,1,1,4,2,1,1,1,1,1,1,1,1,4,1,1,2,1,2,1,4,4,6,9,12,3,4,0,7,5,6,4,6,6,6,6,7,37,4886
1,63,1234,7,1,1,6,2,4,1,5,3,2,2,2,1,4,9,1,1,1,2,2,1,2,2,2,1,1,2,1,1,1,1,3,5,1,2,2,1,2,2,4,3,1,3,3,1,1,1,1,1,1,1,4,11,1,1,4,1,3,2,2,2,1,1,3,2,63,1234,7,2,1,1,2,1,2,1,3,3,2,2,1,2,1,1,1,3,3,1,1,2,1,1,1,1,1,4,1,1,2,1,1,3,2,4,6,7,12,3,4,3,4,5,6,3,4,5,4,6,4,37,4556
1,63,1235,7,1,2,6,9,3,1,5,3,2,2,2,1,4,4,1,1,1,2,2,1,2,2,2,1,1,2,3,1,1,2,3,3,1,2,2,2,2,3,11,3,1,2,3,1,1,1,1,1,1,1,4,3,3,5,1,2,2,3,1,1,1,1,3,2,63,1235,7,2,1,2,2,2,3,2,3,3,2,2,2,2,1,1,2,3,3,2,1,2,4,3,3,1,1,3,1,2,2,2,2,2,3,4,6,6,11,1,3,3,4,4,5,3,4,2,4,2,4,37,4826
1,63,1236,7,1,3,6,5,3,1,5,3,1,2,2,1,4,9,2,1,1,2,2,2,2,1,1,1,1,1,1,1,2,2,4,4,1,2,2,2,4,3,2,3,2,2,3,1,1,1,1,1,1,1,4,3,4,6,1,1,1,2,1,2,1,1,1,2,63,1236,7,2,1,2,1,1,3,1,2,1,1,2,2,2,2,2,2,3,3,2,1,2,2,1,2,1,1,4,1,1,2,1,2,1,4,3,6,6,9,1,2,3,6,5,5,2,4,2,4,4,7,37,4966
1,63,1237,7,1,1,6,7,5,1,5,3,2,2,2,1,4,9,2,1,3,1,2,1,3,2,2,1,1,3,2,4,4,4,1,3,1,2,1,1,4,3,7,3,1,1,1,3,3,1,0,3,2,2,4,1,1,3,3,1,3,2,2,1,2,2,1,2,63,1237,7,2,2,2,1,1,2,1,3,2,3,4,4,4,2,1,4,3,3,1,1,2,3,3,3,1,1,4,1,4,4,3,4,2,2,1,2,1,8,1,3,4,2,0,7,3,4,1,3,3,0,37,4656
1,63,1238,7,1,1,6,3,5,1,5,3,1,2,2,1,4,9,2,2,2,3,3,2,2,2,3,1,3,1,2,1,3,2,3,4,1,2,2,3,4,3,7,3,2,2,1,2,3,0,0,0,0,4,5,12,0,7,3,3,2,2,2,2,2,2,3,2,63,1238,7,1,1,5,2,2,3,3,2,2,1,2,2,4,3,1,2,1,3,3,1,2,3,2,2,1,1,4,1,4,3,5,5,5,1,1,0,4,9,2,1,4,2,2,4,2,4,2,3,3,1,37,4746
1,63,1239,7,1,4,6,2,2,4,1,2,1,1,2,1,4,4,1,1,1,2,2,1,2,1,2,1,1,2,1,1,1,2,4,2,1,1,2,2,2,3,3,3,1,3,3,2,1,1,1,1,1,1,4,6,3,2,1,4,2,2,1,1,1,1,3,2,63,1239,7,1,2,1,1,2,2,1,3,3,2,2,2,1,1,1,2,2,2,1,1,2,5,2,2,1,1,4,1,4,5,2,5,1,2,4,5,7,11,3,4,3,5,5,5,3,5,4,5,3,2,37,4626
1,63,1240,7,1,2,6,8,3,4,1,2,1,1,2,1,4,1,2,1,1,3,2,1,2,2,1,1,3,1,2,2,3,2,4,2,1,2,4,2,5,2,3,2,1,3,3,2,1,1,1,1,1,1,4,11,3,2,1,2,2,1,1,1,1,1,4,2,63,1240,7,1,2,1,2,1,3,1,3,2,2,2,3,1,1,1,2,4,3,2,1,1,4,3,2,1,1,3,1,2,2,2,3,5,2,3,5,6,11,3,4,1,5,2,5,3,5,2,4,2,3,37,4846
1,63,1241,7,1,1,6,9,1,1,5,3,1,1,2,1,4,4,3,1,1,2,2,1,1,1,1,1,1,2,1,1,3,2,4,1,1,1,2,3,1,2,1,2,1,3,3,1,2,2,1,1,1,1,4,1,3,1,3,4,2,3,2,1,1,1,3,2,63,1241,7,2,2,6,3,2,1,1,2,2,1,4,4,3,2,2,2,3,2,1,1,1,1,4,1,1,1,4,1,1,2,1,5,1,1,3,5,2,9,0,2,0,7,4,4,4,6,2,4,4,4,37,4816
1,63,1242,7,1,2,6,2,2,1,5,3,1,2,2,1,4,9,2,2,1,3,2,2,1,2,1,1,1,1,3,3,1,1,2,4,2,2,2,1,1,2,3,3,2,1,3,2,2,1,1,2,2,2,4,3,0,4,4,4,3,2,1,2,2,2,1,2,63,1242,7,2,2,2,2,2,4,4,4,3,2,2,2,2,2,1,1,4,4,5,3,3,3,2,3,4,1,4,1,4,3,2,4,3,1,3,3,6,11,0,3,1,6,3,6,1,3,3,2,3,0,37,4956
1,63,1243,7,1,1,6,7,1,1,5,3,1,1,2,1,4,4,3,1,1,2,2,1,2,1,1,1,1,1,3,2,2,2,4,3,3,2,1,1,3,3,4,2,1,1,3,2,2,1,2,2,1,2,4,2,4,5,2,2,2,3,3,1,2,2,2,2,63,1243,7,2,1,2,2,2,4,1,3,2,1,2,2,2,1,1,2,3,4,1,4,1,1,4,1,1,1,4,1,2,2,1,4,2,1,3,5,6,11,1,3,3,6,4,7,4,1,1,3,4,2,37,4636
1,63,1244,7,1,3,6,2,5,1,5,3,1,2,2,1,4,11,2,1,1,2,2,1,2,1,2,1,1,2,3,1,1,1,3,3,2,1,2,3,5,3,7,3,1,1,2,1,2,1,2,1,1,1,4,11,3,3,3,4,4,3,1,1,1,3,1,2,63,1244,7,2,2,6,1,3,2,1,3,3,2,2,2,2,1,1,1,2,3,3,1,1,1,1,1,4,1,2,4,4,2,1,4,1,1,4,6,6,12,1,4,4,5,4,4,2,3,3,1,6,3,37,4696
1,63,1245,7,1,2,6,8,2,4,4,2,1,2,2,1,4,9,1,1,2,1,2,2,2,1,2,3,2,1,1,1,3,2,3,4,2,2,1,3,1,2,3,3,2,1,1,2,2,1,1,1,1,1,4,6,3,3,2,3,2,2,2,1,2,3,3,2,63,1245,7,2,1,1,2,2,3,1,2,1,1,1,1,1,1,1,2,2,2,1,1,1,1,1,1,1,1,4,1,3,3,2,2,2,0,3,5,9,11,2,3,1,5,3,3,3,3,2,3,6,1,37,4896
1,63,1246,7,1,2,6,8,5,1,5,3,1,2,2,1,4,4,3,4,1,2,3,3,3,3,1,1,1,5,1,1,1,6,4,3,4,2,1,2,8,3,10,1,1,3,3,3,2,1,5,4,1,2,4,1,4,6,3,4,1,2,2,3,0,2,1,2,63,1246,7,3,1,6,3,2,1,1,4,2,4,4,0,4,2,1,1,4,3,1,1,1,1,2,2,1,1,4,1,4,5,2,2,2,1,2,4,1,11,1,3,2,3,5,6,4,0,4,3,4,1,37,4906
1,63,1247,7,1,2,6,4,5,1,5,3,1,2,2,1,4,4,3,1,1,2,2,1,2,1,1,1,1,2,1,1,3,2,4,3,1,1,2,3,3,3,5,2,1,1,2,2,3,2,2,2,1,2,4,2,0,2,3,3,3,1,2,2,2,2,3,2,63,1247,7,3,2,2,1,2,2,1,1,1,3,4,2,3,2,1,2,1,3,1,1,2,1,1,3,1,1,3,1,3,3,1,3,3,0,3,3,3,10,1,2,3,6,4,4,3,4,2,2,5,2,37,4986
1,63,1248,7,1,1,6,9,5,1,5,3,1,2,2,1,4,9,1,1,1,2,2,1,2,2,2,1,1,2,1,1,2,2,4,4,2,2,2,2,3,3,4,1,1,2,1,2,2,1,1,1,1,2,4,1,3,2,3,1,2,3,2,2,2,2,2,2,63,1248,7,2,2,1,3,1,3,1,3,1,2,3,2,3,2,1,2,3,2,1,1,1,1,1,1,3,1,3,1,1,2,2,3,2,3,3,5,4,10,2,2,3,4,5,5,4,3,2,1,6,4,37,4676
1,63,1249,7,1,1,6,7,3,4,4,2,1,2,2,1,4,4,3,1,1,2,2,1,2,2,2,1,2,1,1,1,1,2,3,2,1,2,2,2,2,2,3,2,1,2,2,1,1,1,1,1,1,1,4,1,3,3,2,2,2,3,1,1,1,1,2,2,63,1249,7,2,2,1,2,2,3,1,3,2,2,2,2,2,2,1,2,3,4,2,1,1,2,3,2,1,1,4,1,1,2,1,2,2,2,4,6,6,10,2,2,1,4,5,5,3,5,3,5,3,5,37,4766
1,63,1250,7,1,2,6,7,1,1,5,3,1,2,2,1,4,4,3,1,2,2,2,1,2,2,2,1,3,1,1,1,1,1,4,2,1,2,2,2,1,2,3,2,1,1,1,2,2,1,1,1,1,1,4,6,2,2,4,4,4,3,1,1,1,1,2,2,63,1250,7,2,2,6,2,1,2,2,3,2,3,2,2,2,2,1,1,3,1,1,1,3,3,3,2,1,1,4,1,4,3,2,5,2,1,4,5,6,11,1,3,0,4,5,5,3,5,4,5,4,0,37,4686
1,63,1251,7,1,1,6,5,1,1,5,3,1,2,2,1,4,4,3,1,1,2,3,1,2,1,2,1,1,2,3,2,2,2,4,5,5,2,1,1,6,3,7,3,2,1,1,2,2,1,1,2,1,3,4,1,3,4,4,4,4,1,1,1,1,1,2,2,63,1251,7,1,2,1,2,1,4,1,3,2,2,2,5,2,2,1,2,4,4,1,1,2,5,5,5,1,1,4,1,1,3,5,5,1,1,2,5,6,10,2,3,4,4,4,7,4,2,2,6,3,2,37,4876
1,63,1252,7,1,3,6,7,1,1,5,3,1,1,2,1,4,4,1,1,1,2,2,1,1,1,1,1,1,2,1,1,1,1,4,5,1,1,2,2,2,1,2,1,1,1,2,1,1,1,1,1,1,1,4,11,1,1,1,1,2,2,1,1,1,1,4,2,63,1252,7,1,1,1,2,2,2,1,3,2,3,2,2,1,1,1,1,3,4,2,1,1,2,2,2,1,1,4,1,2,2,1,2,1,3,4,6,7,12,5,4,1,7,5,5,3,4,6,6,3,5,37,4736
1,63,1253,7,1,2,6,5,3,1,5,3,2,1,2,1,4,4,1,1,1,2,2,1,1,1,1,1,1,2,1,1,1,2,4,1,1,2,1,1,2,3,3,2,2,1,1,2,2,1,1,1,1,3,4,1,3,3,3,2,1,1,1,1,1,1,3,2,63,1253,7,2,1,1,2,2,2,1,3,3,1,2,2,2,2,1,2,3,3,1,1,2,3,2,1,1,1,4,1,1,2,1,2,1,1,4,5,6,10,3,3,2,7,5,7,4,6,3,6,4,5,37,4646
1,63,1254,7,1,2,6,7,2,1,5,3,1,1,2,1,4,4,1,1,1,2,2,1,1,1,1,1,1,2,1,1,1,1,4,1,1,2,1,2,1,2,2,3,1,1,2,1,1,1,1,1,1,1,4,8,3,1,1,1,2,2,1,1,1,1,3,2,63,1254,7,1,1,1,3,1,2,1,3,2,3,1,1,1,1,1,2,4,4,1,1,1,4,2,2,1,1,4,1,1,2,1,2,1,3,4,6,9,11,4,5,1,7,5,6,5,6,4,6,2,6,37,4576
1,63,1255,7,1,5,6,3,5,1,5,3,1,1,2,1,4,4,3,1,1,2,2,1,2,1,2,1,1,2,2,1,1,1,1,3,1,1,1,2,5,2,5,2,2,1,2,2,2,1,1,2,1,1,4,11,4,6,1,1,4,2,1,1,1,1,3,2,63,1255,7,2,2,2,2,2,2,1,3,3,2,2,1,2,1,1,1,3,2,1,1,1,4,4,1,1,1,4,1,1,5,1,2,2,3,4,5,7,12,1,4,2,5,4,6,3,4,3,6,2,4,37,4976
1,63,1256,7,1,2,6,7,3,4,4,2,1,2,2,1,4,9,3,1,1,2,2,1,2,2,2,0,1,1,3,5,2,2,3,4,3,2,2,2,1,2,3,3,1,3,3,2,3,1,2,2,1,1,4,11,0,1,3,3,2,2,1,3,1,1,2,2,63,1256,7,2,2,1,1,2,3,1,2,2,4,3,3,3,2,2,2,3,3,2,1,1,1,1,1,1,1,2,1,1,1,1,1,2,0,2,4,3,9,2,2,1,4,4,3,3,1,1,3,6,4,37,5347
1,63,1257,7,1,9,6,9,5,2,3,2,1,2,2,1,4,9,2,2,1,2,2,1,2,2,1,1,1,1,2,1,3,2,4,3,1,2,1,1,3,2,7,2,1,1,3,2,2,1,2,2,2,2,4,3,3,4,3,3,3,2,2,2,2,2,1,2,63,1257,7,2,2,1,3,1,1,1,2,1,2,4,2,2,3,2,4,3,2,1,1,2,1,2,2,1,1,4,1,1,1,1,2,3,0,3,3,4,6,2,2,2,5,3,7,5,4,1,3,4,4,37,5417
1,63,1258,7,1,1,6,2,5,1,5,3,2,2,2,1,4,4,1,1,1,2,2,1,1,1,1,3,1,2,1,1,2,2,4,2,1,2,1,3,1,3,2,3,1,1,2,2,2,1,1,1,1,3,4,11,4,5,3,3,3,2,1,1,1,1,4,2,63,1258,7,1,2,2,2,1,2,1,3,2,3,1,1,1,1,1,1,3,2,1,1,1,1,1,1,1,1,3,1,3,4,3,4,4,0,3,5,9,12,3,4,2,7,5,3,4,5,4,5,6,0,37,5077
1,63,1259,7,1,9,6,9,5,1,5,3,1,2,2,1,4,4,1,1,2,2,2,1,2,2,1,1,1,1,2,2,3,2,4,3,1,1,2,7,2,1,7,3,1,1,3,1,2,1,2,2,1,2,4,11,4,1,1,1,3,2,1,1,1,1,3,2,63,1259,7,2,2,2,1,1,3,1,3,1,3,4,2,2,1,1,2,3,2,6,1,3,2,1,2,1,1,4,1,2,0,1,4,1,3,3,6,4,11,0,3,3,5,3,4,3,4,1,5,4,3,37,5387
1,63,1260,7,1,3,6,8,1,1,5,3,1,2,2,1,4,4,3,1,1,2,2,1,1,1,1,1,1,2,1,1,2,2,4,3,3,2,1,2,1,0,1,3,2,1,3,2,2,1,1,1,1,1,4,11,2,1,1,2,3,2,1,1,1,1,3,2,63,1260,7,1,1,1,2,2,3,1,1,2,2,2,0,2,2,1,1,3,2,2,1,1,1,1,1,1,1,4,1,1,2,2,4,3,2,3,5,5,11,3,2,1,7,5,6,4,1,4,5,6,3,37,5357
1,63,1261,7,1,1,6,3,4,1,5,3,1,2,2,1,4,9,3,1,3,2,2,1,2,2,1,1,1,2,1,1,2,2,4,5,4,2,1,7,1,3,4,3,1,1,1,4,2,3,1,1,1,3,4,1,4,1,3,1,3,2,1,2,2,2,1,2,63,1261,7,2,2,2,3,3,1,1,2,1,2,2,1,2,1,1,1,3,5,4,2,1,1,1,1,3,1,1,1,3,1,1,4,3,2,3,4,7,12,0,3,3,4,4,5,4,0,3,1,6,2,37,5237
1,63,1262,7,1,2,6,5,4,1,5,3,1,1,2,1,4,4,1,1,1,2,2,1,1,1,1,1,1,2,1,1,2,1,4,3,1,1,2,2,2,2,3,2,2,2,2,2,2,1,1,1,1,2,4,11,4,2,3,1,2,2,1,1,1,1,4,2,63,1262,7,1,1,5,2,1,2,1,3,2,4,1,2,2,1,1,2,4,2,2,1,1,2,2,2,1,1,4,1,2,5,1,3,2,3,3,5,7,11,4,5,1,7,5,5,3,4,3,6,3,3,37,5447
1,63,1263,7,1,1,6,4,3,1,5,3,2,1,2,1,4,9,3,1,1,1,2,1,2,2,3,3,2,1,1,2,2,1,2,3,3,2,2,2,1,2,3,3,1,1,1,1,2,1,1,1,1,1,4,2,4,4,3,3,3,3,1,1,1,1,3,2,63,1263,7,1,1,1,2,2,2,1,3,2,2,2,2,2,1,1,1,2,2,1,1,1,4,3,2,1,1,4,1,4,2,1,4,3,0,3,6,6,12,4,4,1,3,4,3,2,1,4,5,2,2,37,5057
1,63,1264,7,1,1,6,0,4,1,5,3,1,1,2,1,4,4,2,1,1,2,2,1,2,2,1,3,1,5,2,1,3,2,4,5,1,1,1,3,3,3,5,3,2,3,3,2,3,2,2,2,1,2,4,11,4,4,3,3,3,2,2,1,2,2,2,2,63,1264,7,2,2,5,2,1,3,1,3,3,1,4,4,4,1,1,2,2,4,1,1,3,1,1,1,2,1,4,1,3,2,1,4,2,0,3,3,1,11,0,3,4,5,3,3,4,4,1,2,6,2,37,5197
1,63,1265,7,1,2,6,2,1,1,5,3,1,1,2,1,4,9,1,1,1,2,2,1,2,2,1,1,1,2,1,1,1,1,4,5,1,1,2,2,1,2,3,2,1,2,2,2,2,1,1,1,1,1,4,11,3,3,3,1,3,2,1,1,2,1,4,2,63,1265,7,1,1,2,2,1,3,1,3,2,1,2,4,4,2,1,2,4,1,1,1,1,1,1,1,1,1,3,1,1,2,1,4,3,3,4,5,3,10,3,3,0,5,5,5,3,4,4,4,7,4,37,5477
