CARD.,DECK.,BALLOT.,Q.1.,Q.2.,Q.3A.,Q.3B.,Q.4.,Q.5.,Q.6.,Q.8.,Q.9.,Q.10.,Q.11.,Q.12.,Q.13.,Q.15.,Q.16.,Q.17.,Q.18.,Q.19.,Q.20.,Q.21.,Q.22.,Q.23.,Q.24.,Q.26.,Q.27.,Q.28.,Q.29.,Q.30.,Q.31.,Q.32.,Q.33.,Q.34.,Q.35.,Q.36.,Q.37.,Q.38.,Q.39A.,Q.39B.,Q.40.,Q.41.,Q.42.,Q.43.,Q.44.,Q.45.,Q.46.,Q.47.,Q.48.,Q.49.,Q.50.,Q.51.,Q.52.,Q.53.,Q.54.,Q.55.,Q.56.,Q.57.,Q.58.,Q.60.,Q.61.,Q.62.,Q.63.,Q.64.,Q.65.,Q.66.,Q.67.,Q.68.,Q.69.,Q.70.,CARD..1,DECK..1,BALLOT..1,Q.71.,Q.72A.,Q.72B.,Q.72C.,Q.72D.,Q.72E.,Q.73.,Q.74A.,Q.74B.,Q.74C.,Q.74C..1,Q.75.,Q.76.,Q.77.,Q.78.,Q.79.,Q.80.,Q.81.,Q.82.,Q.83.,Q.84.,Q.85.,Q.86.,Q.87.,Q.88.,Q.89.,Q.90.,Q.91.,Q.92.,Q.93.,Q.94.,Q.95.,Q.96.,Q.97.,Q.98.,Q.99.,Q.100A.,Q.100B.,Q.100C.,Q.100D.,Q.100D..1,Q.101A.,Q.102E.,Q.103I.,Q.104E.,V.106.,V.107.,V.108.,V.109.,V.110.,V.111.,V.112.,V.113.,V.114.,V.115.,V.116.,V.117.,V.118.
1,85,461,2,4,3,2,9,4,5,1,3,4,3,3,6,1,2,2,2,1,1,2,2,2,1,2,1,1,1,1,1,2,2,2,1,3,2,2,2,2,1,3,1,2,3,2,2,4,2,1,2,4,2,1,1,1,2,3,3,4,2,3,2,2,2,1,2,4,2,2,2,85,461,3,2,2,1,1,2,3,2,1,5,1,2,2,1,2,3,2,2,3,2,2,2,3,1,2,2,1,2,3,2,3,4,2,2,2,2,2,1,1,1,3,5,4,8,1,5,9,6,6,4,4,1,4,5,4,2,9,64191
1,85,462,1,4,3,2,9,4,5,1,3,2,3,3,6,1,2,2,2,2,2,2,2,2,0,2,3,2,1,2,2,2,3,2,1,2,1,2,2,1,3,2,3,2,2,1,2,4,2,3,1,3,1,1,1,7,2,1,1,4,3,3,2,5,2,4,2,3,2,1,2,85,462,3,2,2,1,1,2,4,2,5,3,1,2,1,2,3,2,1,4,1,3,1,2,3,1,3,0,1,2,2,2,3,2,3,2,2,0,1,1,1,1,4,2,5,9,3,2,6,2,2,3,3,3,1,4,2,5,10,63132
1,85,463,1,4,3,2,9,4,5,1,3,4,3,3,6,1,1,3,3,3,1,2,2,2,1,2,1,2,2,1,1,1,2,2,2,3,2,2,2,3,1,3,2,2,3,1,2,4,1,1,1,3,1,1,2,2,1,3,3,4,4,3,2,2,1,2,3,2,4,4,2,85,463,2,2,1,1,1,2,2,5,6,2,1,2,2,1,2,3,1,2,3,2,2,2,3,1,2,2,1,2,2,2,3,2,3,1,2,2,1,1,1,1,4,2,4,8,2,3,9,6,4,3,4,4,5,2,3,3,10,21321
1,85,464,2,4,3,2,9,4,5,2,3,4,3,3,6,1,3,1,2,2,2,3,4,2,1,3,3,3,1,2,2,2,4,5,2,5,2,3,3,2,1,4,2,2,2,5,2,4,1,3,1,4,2,1,1,1,3,3,3,4,4,1,2,4,4,4,4,4,4,4,2,85,464,4,2,2,2,2,1,3,3,2,1,1,4,3,2,3,3,2,2,3,3,2,2,3,2,2,3,2,2,3,2,3,4,3,2,2,3,2,2,2,2,5,6,0,7,0,3,8,4,5,2,2,3,1,3,1,2,10,12091
1,85,465,2,4,3,2,9,4,5,1,3,4,3,3,6,1,2,1,2,1,1,2,2,3,1,3,3,2,1,2,2,1,2,2,1,2,2,2,2,3,2,1,4,2,2,2,3,4,1,1,2,2,2,3,2,2,1,3,3,2,2,1,2,2,1,3,3,2,1,3,2,85,465,2,2,1,1,1,1,1,5,6,2,1,3,2,1,2,2,1,3,3,3,2,3,3,1,3,3,1,3,3,2,3,3,2,1,3,2,1,1,1,1,4,6,6,4,0,3,1,5,3,2,3,2,3,2,3,2,10,22071
1,85,466,1,4,3,2,9,4,5,1,3,4,1,3,6,2,5,1,2,2,2,2,3,3,1,3,4,2,2,4,4,5,2,2,3,5,1,2,2,2,4,1,3,2,2,3,3,3,2,2,1,3,2,1,4,2,1,3,3,4,3,3,2,2,2,2,2,3,2,2,2,85,466,1,2,2,1,1,2,2,2,5,3,1,3,1,1,3,1,1,4,1,3,2,2,3,2,2,2,2,2,3,2,3,3,2,2,2,2,1,1,1,1,4,2,4,8,5,2,8,1,4,1,1,2,2,3,3,5,9,12082
1,85,467,1,4,3,2,9,4,5,1,3,4,3,3,6,1,4,1,2,2,3,1,2,2,1,3,3,2,2,2,1,2,3,2,2,3,3,3,1,2,2,2,3,2,2,3,3,3,1,2,1,3,2,1,1,1,3,3,3,3,1,2,1,1,2,2,4,1,4,5,2,85,467,3,2,2,1,1,1,2,1,5,2,1,4,1,1,4,1,1,4,1,3,2,2,3,1,3,2,1,3,2,2,3,4,2,1,4,1,1,2,2,1,2,5,5,9,4,2,2,1,4,1,2,3,2,4,5,5,8,12102
1,85,468,2,5,3,2,9,4,5,1,3,1,4,3,6,1,1,3,1,1,1,3,1,1,4,2,2,2,2,1,1,1,2,2,1,3,2,1,2,3,2,3,2,2,2,1,2,4,3,1,2,3,1,2,2,3,1,2,4,4,2,2,1,1,1,1,1,1,2,4,2,85,468,3,2,2,1,1,2,2,1,4,6,1,4,1,2,3,2,2,3,2,4,3,2,3,2,3,2,2,3,3,2,3,2,3,2,3,3,1,1,1,1,4,2,4,8,3,0,0,0,0,0,0,0,0,0,0,0,9,65331
1,85,469,1,5,3,2,9,4,5,1,3,7,4,3,6,2,2,1,2,1,2,1,4,1,4,1,3,4,4,3,1,2,5,4,1,5,1,4,1,1,3,1,1,1,2,2,3,4,1,1,3,2,1,1,3,2,1,3,3,2,2,1,2,3,3,2,2,4,4,4,2,85,469,2,1,2,1,1,1,2,2,6,3,1,2,3,2,4,3,2,2,3,2,1,2,4,2,2,1,2,3,1,3,4,4,1,1,4,1,1,1,2,1,3,6,2,8,3,0,0,0,0,0,0,0,0,0,0,0,10,32242
1,85,470,1,5,3,2,9,4,5,1,3,4,2,3,6,2,2,1,2,2,2,2,1,2,1,2,2,2,1,2,2,2,2,1,1,3,2,2,2,2,3,3,1,2,2,2,2,4,1,1,1,2,2,1,1,2,1,3,3,4,3,1,3,4,3,2,3,1,1,2,2,85,470,3,2,2,1,1,2,3,5,2,1,1,3,2,1,3,2,1,4,3,2,2,4,2,2,3,3,3,3,3,3,2,2,3,3,3,1,2,2,2,2,5,5,2,3,3,3,2,5,4,3,1,3,3,4,1,1,9,0
1,85,471,3,5,3,2,9,4,5,1,3,4,3,3,6,2,4,1,1,3,1,1,2,2,1,1,2,1,2,3,1,1,3,2,1,2,1,2,1,2,4,1,2,1,3,2,1,5,1,1,2,3,2,2,2,8,2,3,3,4,4,1,1,3,2,2,3,2,2,3,2,85,471,2,2,2,1,1,1,2,6,2,1,1,3,3,1,3,3,1,3,3,3,3,3,3,1,2,2,1,3,2,4,3,1,3,2,3,2,1,1,1,1,4,2,1,5,2,3,1,4,5,3,2,2,3,2,3,1,8,62191
1,85,472,3,5,3,2,9,4,5,1,3,3,4,3,6,1,2,2,2,1,1,1,1,2,1,3,1,2,2,1,1,2,2,1,1,2,2,1,1,2,1,3,3,2,2,1,3,4,1,1,1,3,1,1,2,1,3,3,3,3,2,3,2,3,3,3,3,1,2,2,2,85,472,3,2,1,1,2,1,1,5,4,1,1,2,1,1,3,1,1,4,1,2,1,3,2,1,3,1,1,2,1,2,3,2,2,1,3,1,1,1,0,1,3,2,3,9,1,3,3,6,5,3,4,4,5,4,1,2,7,18022
1,85,473,2,5,3,2,9,4,5,2,3,4,1,3,4,2,4,1,1,2,2,1,3,2,1,1,2,2,2,3,2,3,4,4,2,3,2,1,1,1,3,1,2,2,2,3,3,4,1,2,1,3,1,1,1,1,1,3,3,4,2,3,2,2,1,1,2,1,1,2,2,85,473,3,2,2,1,2,1,2,5,1,2,1,2,2,1,3,2,1,3,1,2,2,2,3,1,3,1,1,3,2,3,3,3,3,1,2,1,1,1,1,1,4,2,3,8,6,2,3,2,6,1,1,4,1,5,4,1,9,21121
1,85,474,2,5,3,2,9,4,5,1,3,4,3,3,4,1,1,2,1,1,1,2,2,2,1,2,1,1,1,2,2,2,2,1,1,2,0,2,1,3,2,2,1,3,3,2,3,3,2,1,2,3,1,1,2,2,1,2,2,4,3,3,2,3,2,2,1,1,2,2,2,85,474,3,2,2,1,1,1,2,2,5,3,1,2,3,1,3,2,1,2,1,2,2,2,2,1,3,1,1,2,3,2,3,1,1,2,2,1,1,1,1,1,4,2,4,8,2,5,9,4,3,5,5,2,3,5,2,1,8,22081
1,85,475,1,5,3,2,9,4,5,1,3,4,1,3,4,1,2,3,1,3,1,2,2,2,1,2,1,2,1,1,2,2,2,1,2,3,2,3,2,2,2,3,2,2,3,2,3,3,1,1,2,3,2,3,1,3,1,2,3,2,2,3,2,3,1,2,2,2,2,2,2,85,475,1,2,2,1,1,2,2,5,2,1,1,2,1,2,3,3,1,4,2,3,1,2,3,1,2,2,1,3,2,2,3,2,2,2,4,1,2,2,2,2,5,1,3,5,2,4,3,3,2,2,3,2,4,4,2,1,9,83032
1,85,476,1,4,3,2,9,4,5,2,3,9,2,1,3,1,1,2,3,1,1,4,2,2,1,2,1,2,2,1,1,2,2,1,1,2,2,3,2,2,1,3,3,3,3,1,2,4,1,1,1,3,1,1,2,2,2,3,3,4,3,3,1,3,3,2,1,4,2,2,2,85,476,3,2,2,1,1,1,2,6,1,5,1,2,3,1,3,3,1,3,3,2,3,2,3,1,2,2,1,2,3,1,4,2,2,1,3,2,1,1,1,1,4,5,2,5,2,0,0,0,0,0,0,0,0,0,0,0,8,92939
1,85,477,2,4,3,2,9,4,5,1,3,4,3,3,4,1,1,1,3,1,1,2,1,2,1,2,1,1,1,1,1,2,2,1,1,3,2,1,2,3,1,3,1,2,2,2,3,3,1,1,1,3,1,1,2,2,2,3,3,4,2,1,2,3,3,2,2,3,2,2,2,85,477,2,2,2,1,1,1,2,2,1,4,1,3,3,2,3,2,1,3,2,2,2,3,2,2,3,2,2,2,2,2,2,3,2,2,2,2,1,1,1,1,4,2,3,7,2,5,4,7,6,3,4,4,5,3,1,3,8,22281
1,85,478,2,3,3,2,9,4,5,1,3,4,3,3,5,1,1,2,1,1,2,2,2,2,1,2,1,1,1,1,1,2,2,1,1,2,1,1,2,3,1,1,3,2,2,2,1,3,2,1,1,3,1,1,2,2,1,3,3,4,2,2,2,2,2,2,3,3,2,2,2,85,478,3,2,2,1,1,1,2,2,1,4,1,3,2,1,3,2,1,3,2,3,2,2,3,1,3,3,1,2,2,2,3,2,2,1,3,2,1,1,1,1,4,3,3,9,3,5,3,6,5,2,4,3,5,3,4,2,8,25131
1,85,479,1,2,3,2,9,4,5,1,3,9,1,1,3,1,2,2,3,3,3,2,2,1,1,2,2,2,2,2,2,2,2,2,2,3,2,3,3,3,1,3,3,2,2,2,2,4,2,1,1,3,2,1,2,2,1,1,4,4,3,3,2,2,1,1,2,2,2,3,2,85,479,2,2,2,1,1,1,2,6,5,2,1,2,3,2,2,3,2,2,3,2,2,1,3,3,2,2,2,2,2,2,3,2,3,2,3,2,1,1,2,1,3,4,2,7,2,0,0,0,0,0,0,0,0,0,0,0,8,92889
1,85,480,1,5,2,1,9,4,5,1,3,9,1,1,5,2,2,1,2,0,1,2,1,2,0,2,1,1,1,1,1,1,1,1,2,0,2,3,0,3,3,2,2,2,3,1,2,0,1,1,1,3,1,1,1,3,3,2,4,4,3,2,5,2,5,1,1,4,4,2,2,85,480,3,2,2,1,1,1,2,6,5,1,1,2,2,2,2,3,2,3,2,2,2,2,2,1,2,2,2,2,2,2,3,2,2,2,3,2,2,1,2,2,1,6,6,6,6,0,0,0,0,0,0,0,0,0,0,0,8,42329
1,85,481,2,5,3,2,9,4,5,1,2,4,3,3,5,1,4,1,1,2,1,3,2,2,1,2,2,2,2,2,1,2,2,2,1,2,2,2,2,2,2,2,4,2,2,3,3,3,2,3,1,3,1,0,2,2,1,3,3,4,4,1,2,4,2,2,3,1,4,4,2,85,481,4,2,2,1,1,1,2,5,6,2,1,3,1,1,2,1,2,2,2,2,1,3,2,1,3,1,1,3,1,2,2,3,2,2,2,2,1,1,1,1,4,2,3,6,3,2,8,2,4,2,3,3,3,2,2,1,8,22181
1,85,482,1,5,3,2,9,4,5,1,3,2,2,3,5,1,1,1,2,1,2,3,2,2,1,2,1,2,2,2,2,2,2,2,2,2,3,2,1,2,2,2,2,2,3,1,2,4,2,1,1,3,2,1,1,1,1,2,2,4,3,3,2,5,2,2,3,2,4,4,2,85,482,3,2,2,1,1,1,2,5,3,2,1,2,2,1,4,2,2,4,1,3,1,2,3,2,3,2,2,3,2,2,3,2,3,2,2,2,1,1,2,2,2,1,4,9,4,3,3,4,3,3,3,2,2,3,2,5,8,23052
1,85,483,1,5,3,2,9,4,5,1,2,3,4,3,5,1,2,1,2,1,1,2,2,3,4,1,3,2,2,2,2,3,3,2,3,1,0,3,2,2,3,1,3,1,1,1,2,3,1,1,2,4,2,1,4,1,1,3,3,4,2,3,1,4,3,3,3,2,2,3,2,85,483,3,1,2,1,2,1,2,3,2,5,1,2,1,1,3,3,2,3,1,4,2,2,4,2,3,1,2,3,2,2,3,3,1,2,4,1,2,2,2,2,5,4,5,7,2,1,3,4,5,2,3,2,1,3,2,5,10,18021
1,85,484,1,4,3,2,9,4,5,1,3,7,3,3,7,1,1,2,2,1,1,3,1,2,8,2,2,2,2,2,2,2,2,2,1,2,1,2,2,2,2,3,2,2,2,2,3,3,2,1,2,3,2,1,2,1,3,3,3,4,1,1,2,3,2,3,1,4,2,1,2,85,484,4,2,2,1,1,1,2,5,2,1,1,4,1,2,3,1,1,3,1,3,1,2,3,2,3,1,1,3,2,2,1,3,2,2,3,1,1,1,1,1,4,4,2,8,2,0,0,0,0,0,0,0,0,0,0,0,8,33261
1,85,485,2,5,3,2,9,4,5,1,3,7,3,3,7,1,4,1,2,2,2,4,3,2,0,2,1,2,2,1,1,2,5,4,1,4,2,3,3,2,2,4,1,3,3,1,5,4,1,1,1,4,1,1,2,1,3,3,3,4,3,3,2,2,2,1,4,1,3,4,2,85,485,4,2,2,1,1,1,2,5,4,2,1,4,1,1,4,1,1,4,1,3,1,3,3,2,4,1,1,4,2,2,3,4,1,2,4,1,1,1,1,1,4,3,3,9,2,0,0,0,0,0,0,0,0,0,0,0,8,31012
1,85,486,1,2,1,2,9,4,5,2,2,7,1,3,7,1,2,1,2,1,1,3,2,2,1,2,1,1,1,4,4,2,3,4,1,5,1,2,1,2,2,4,2,3,4,1,1,5,1,1,1,3,1,1,2,2,1,2,2,4,2,1,2,3,2,2,3,4,4,4,2,85,486,2,2,1,1,2,2,1,5,6,2,1,3,3,1,3,3,1,3,2,3,2,2,3,1,2,2,1,2,3,3,3,3,3,1,2,3,1,1,1,1,4,5,2,7,4,0,0,0,0,0,0,0,0,0,0,0,7,33013
1,85,487,1,4,3,2,9,4,5,1,3,7,2,3,7,1,2,1,2,1,1,2,1,2,4,2,2,5,2,3,2,2,3,5,1,1,2,2,3,0,1,3,2,2,2,2,2,4,1,1,1,4,1,1,4,1,3,3,3,4,3,1,2,2,2,2,3,2,2,4,2,85,487,3,2,2,1,2,2,3,1,5,3,1,3,1,1,3,1,1,3,1,4,2,2,2,1,3,1,1,3,2,1,3,4,1,2,2,2,1,1,1,2,3,4,4,7,3,0,0,0,0,0,0,0,0,0,0,0,9,33171
1,85,488,2,6,3,2,9,4,5,1,2,7,1,3,7,1,1,1,2,1,2,3,1,2,0,2,3,3,3,1,1,2,4,2,2,4,2,2,1,3,1,3,2,2,2,2,4,4,1,3,1,4,1,1,0,1,1,3,3,2,2,3,2,3,2,2,3,2,2,2,2,85,488,2,2,0,1,1,1,2,5,1,2,1,2,2,2,3,3,2,3,2,2,2,3,3,2,3,2,2,3,3,2,3,3,3,2,3,2,1,1,1,1,4,2,4,7,4,0,0,0,0,0,0,0,0,0,0,0,10,72082
1,85,489,1,4,3,2,9,4,5,1,3,4,3,3,7,1,2,2,2,2,2,2,1,2,1,2,1,2,2,2,1,2,2,1,2,3,3,3,1,3,2,3,2,2,3,1,3,3,1,1,1,2,1,1,1,1,2,4,3,3,1,2,1,2,0,2,3,4,2,4,2,85,489,2,2,2,1,1,1,2,5,1,4,1,3,2,2,4,1,3,4,2,3,2,2,3,2,3,2,3,2,3,3,3,3,3,2,3,2,1,1,1,1,4,2,4,9,3,3,1,4,3,3,3,4,4,2,4,1,8,21151
1,85,490,2,5,3,2,9,4,5,2,2,4,1,3,7,1,2,1,2,2,1,4,4,2,1,2,2,1,1,1,3,3,2,3,1,4,1,1,1,2,3,2,1,3,2,1,4,4,1,1,1,4,1,1,1,1,1,3,3,4,1,2,1,1,3,2,3,1,2,2,2,85,490,3,2,2,1,1,2,2,5,1,2,1,3,1,1,3,1,1,4,1,4,1,4,1,2,4,2,2,4,3,4,4,4,3,2,4,1,1,1,1,1,4,6,4,8,2,4,1,2,8,6,3,4,3,4,4,5,9,64051
1,85,491,3,6,3,2,9,4,5,2,3,7,3,6,7,1,1,1,2,1,1,3,1,2,1,2,1,2,2,2,1,1,1,1,1,1,1,1,1,2,1,4,2,2,2,2,1,4,3,1,2,4,0,1,2,3,1,3,3,4,1,1,2,3,2,3,3,3,2,4,2,85,491,2,2,2,1,1,1,2,5,3,1,1,3,1,1,4,1,1,4,1,3,1,3,2,1,4,2,1,4,2,2,3,3,2,2,2,3,1,1,1,1,4,5,2,6,2,3,1,6,8,3,4,1,6,0,2,1,8,0
1,85,492,1,3,3,2,9,4,5,2,3,11,1,3,7,1,2,1,1,1,1,3,1,2,4,2,2,2,2,2,2,2,2,2,1,2,2,2,2,3,1,3,2,3,3,2,3,5,1,1,1,3,2,2,2,2,1,3,3,3,3,2,1,2,2,2,2,2,2,1,2,85,492,3,2,2,1,1,1,3,5,4,3,1,3,2,2,2,2,2,2,2,2,2,2,3,2,2,2,1,2,3,2,3,2,2,2,2,3,1,1,1,1,4,1,3,6,2,1,9,8,3,4,3,3,2,5,5,4,8,15011
1,85,493,1,4,1,2,9,4,5,1,3,4,3,3,7,1,1,2,1,1,1,4,1,2,1,2,1,1,1,1,1,1,3,2,1,3,2,2,1,2,2,2,3,2,3,2,2,5,2,1,1,4,1,1,1,1,2,1,2,2,4,3,2,5,2,1,1,2,4,4,2,85,493,2,2,1,1,2,2,2,1,2,5,1,3,1,1,2,2,1,3,3,3,2,2,3,1,3,3,1,2,3,3,3,2,3,2,3,3,1,1,2,2,2,5,4,8,4,5,5,7,3,4,5,3,4,3,3,2,10,22061
1,85,494,1,4,3,2,3,4,1,5,1,9,3,1,5,2,1,2,2,2,1,2,3,2,1,2,1,1,2,1,1,1,2,1,1,1,2,3,2,3,1,3,2,1,2,1,2,5,1,1,1,3,1,1,2,1,3,3,3,4,3,3,1,2,2,2,3,2,2,2,2,85,494,3,2,2,1,1,1,2,2,5,6,1,3,1,1,3,2,1,2,2,2,1,3,1,1,3,2,2,2,3,2,2,2,2,1,3,1,1,1,2,1,3,2,3,6,4,0,0,0,0,0,0,0,0,0,0,0,8,42119
1,85,495,1,5,3,2,3,4,1,5,1,9,1,1,5,1,1,2,2,2,1,2,1,2,1,2,1,1,1,1,1,2,2,1,2,3,2,2,2,3,1,3,1,3,2,2,3,4,2,1,1,3,1,1,1,1,2,3,3,4,1,1,1,2,2,3,3,2,2,2,2,85,495,3,2,2,1,1,1,2,5,6,3,1,3,2,1,2,2,1,2,3,3,2,3,3,1,2,3,1,2,3,3,3,2,3,1,2,3,1,1,1,1,4,3,4,4,3,0,0,0,0,0,0,0,0,0,0,0,8,51119
1,85,496,1,2,1,2,3,4,1,5,1,9,1,1,7,1,2,1,1,1,1,2,2,2,1,2,1,2,1,1,1,1,2,1,1,2,2,2,2,3,1,3,1,1,3,1,2,5,1,1,1,3,1,1,2,1,2,3,3,4,2,2,2,3,3,1,2,1,2,2,2,85,496,3,2,2,1,2,2,2,5,3,2,1,3,1,1,4,1,1,3,2,3,2,3,3,2,4,1,1,4,2,2,3,3,2,1,3,2,1,1,2,1,3,2,3,4,3,0,0,0,0,0,0,0,0,0,0,0,9,41069
1,85,497,1,3,3,2,3,4,1,5,1,9,1,1,5,1,4,1,2,2,1,2,2,2,1,2,1,1,1,2,2,1,2,1,1,2,1,3,1,2,2,2,1,2,2,2,3,5,1,2,1,3,1,1,1,1,2,3,3,4,2,3,3,5,2,2,3,1,2,2,2,85,497,4,2,2,1,1,1,2,5,3,2,1,3,3,1,2,2,1,3,1,4,1,3,2,2,4,1,1,3,2,2,3,3,3,1,4,1,2,2,2,1,1,3,1,7,2,0,0,0,0,0,0,0,0,0,0,0,8,93309
1,85,498,1,2,3,0,3,4,1,5,1,9,1,1,5,1,2,1,2,0,3,1,2,2,1,2,1,1,1,3,3,3,3,3,1,3,3,3,2,2,2,1,3,1,1,1,3,4,2,1,2,3,1,1,2,2,1,3,3,4,4,1,1,2,2,2,4,1,2,3,2,85,498,3,2,2,1,1,2,4,3,6,5,1,4,3,1,4,1,1,4,3,4,3,2,3,1,4,2,1,4,1,2,3,4,2,1,3,3,2,1,1,1,3,6,2,7,0,0,0,0,0,0,0,0,0,0,0,0,10,93039
1,85,499,1,3,3,2,3,4,1,5,1,4,3,3,3,1,2,1,2,1,1,2,3,2,1,2,2,2,1,2,2,2,2,2,1,2,2,3,2,2,2,2,3,2,2,2,3,4,1,3,2,2,2,1,1,1,2,2,3,4,1,1,1,3,2,2,3,2,4,4,2,85,499,3,2,2,1,1,1,2,5,3,1,1,2,3,2,3,2,2,2,3,2,3,1,3,2,2,2,2,2,3,2,3,2,3,3,3,2,2,1,1,1,3,6,1,5,1,3,9,3,3,2,3,2,2,3,3,1,8,22192
1,85,500,1,5,2,1,4,4,1,5,1,9,3,1,5,2,4,1,2,2,2,1,3,2,1,2,3,1,1,3,3,3,4,2,1,3,2,4,2,1,4,4,3,1,3,2,5,4,1,1,1,4,1,1,2,1,3,3,3,4,1,1,1,4,3,3,3,2,2,3,2,85,500,2,2,2,1,1,1,2,5,3,4,1,2,2,1,3,1,1,2,1,4,1,1,4,1,3,2,1,2,1,1,3,2,3,3,2,3,2,1,2,2,1,3,3,9,5,0,0,0,0,0,0,0,0,0,0,0,8,91059
1,85,501,1,3,3,2,4,4,1,5,1,9,2,1,7,1,4,1,2,1,2,3,2,2,5,2,1,1,2,1,1,2,2,1,1,3,2,2,2,2,2,3,2,2,2,1,2,3,1,1,1,4,1,1,1,1,2,3,3,4,3,1,4,4,1,3,2,1,3,5,2,85,501,3,2,2,2,1,1,2,5,3,2,1,2,1,1,2,2,1,2,1,2,2,4,1,1,3,1,1,2,1,3,1,4,1,2,2,1,1,1,1,2,3,2,3,7,2,0,0,0,0,0,0,0,0,0,0,0,10,42299
1,85,502,2,3,3,2,4,4,1,5,1,4,3,3,7,1,2,1,2,2,1,2,2,2,1,2,1,1,1,2,2,1,2,2,1,2,3,3,1,2,2,2,3,2,2,2,3,3,2,1,1,2,2,1,1,1,1,3,3,3,2,1,2,3,3,2,3,3,2,2,2,85,502,3,2,2,1,1,1,2,1,3,5,1,3,1,1,3,2,1,3,1,2,2,3,3,1,3,2,1,3,1,2,2,3,2,1,3,2,2,1,1,2,2,4,3,9,2,5,2,2,4,2,3,2,3,3,1,5,8,22291
1,85,503,2,5,3,2,4,4,1,5,1,9,2,3,6,1,1,2,0,1,1,3,2,2,1,3,2,2,2,2,1,2,2,2,2,2,3,2,2,2,4,3,4,3,3,2,3,4,2,1,1,3,1,1,4,10,1,2,3,4,1,2,2,2,2,2,2,4,2,2,2,85,503,3,2,2,1,1,1,2,2,1,4,1,2,2,1,3,1,2,3,2,3,3,2,3,2,3,2,2,4,1,2,3,2,3,2,2,3,1,2,1,1,3,7,4,6,4,0,0,0,0,0,0,0,0,0,0,0,8,93359
1,85,504,1,3,3,2,4,4,1,5,1,4,1,3,4,3,4,0,0,0,0,0,0,0,0,0,3,2,2,4,2,2,3,2,2,3,1,3,2,2,3,2,4,2,2,2,2,3,1,1,1,3,3,3,4,3,1,2,3,2,2,3,2,2,2,2,2,2,2,2,2,85,504,3,2,2,1,1,1,2,5,2,1,1,2,1,2,3,2,2,3,2,3,2,2,3,2,3,2,3,0,0,0,5,5,0,0,0,2,1,1,2,2,2,2,3,3,1,1,3,3,2,1,1,3,1,5,3,5,8,12062
1,85,505,1,2,3,2,4,4,1,5,1,9,1,1,5,1,1,2,2,1,1,2,1,2,1,2,1,2,2,1,1,2,2,1,1,3,2,3,3,2,2,2,1,2,3,2,2,5,1,3,1,3,1,1,1,3,1,2,2,3,4,2,1,3,2,2,3,1,4,5,2,85,505,2,2,2,1,1,1,4,2,1,4,1,3,1,1,4,2,2,4,2,3,1,2,3,2,3,2,2,2,2,2,1,3,3,2,4,2,1,1,1,1,4,2,1,6,2,0,0,0,0,0,0,0,0,0,0,0,10,92669
1,85,506,1,2,3,2,4,4,1,5,1,9,1,1,5,1,2,2,2,1,1,2,1,2,5,2,2,2,2,2,2,2,2,2,2,3,2,3,2,2,2,1,3,2,3,2,0,4,2,0,1,3,2,1,1,1,3,3,3,4,4,3,2,5,2,2,3,1,4,0,2,85,506,3,2,2,1,1,2,4,0,0,0,0,0,0,2,2,5,2,2,5,3,2,1,3,2,2,3,2,2,3,2,3,2,3,2,4,3,2,2,2,2,5,6,4,4,1,0,0,0,0,0,0,0,0,0,0,0,10,92269
1,85,507,1,5,3,2,5,4,1,5,1,7,1,3,4,1,1,2,2,1,2,4,1,2,5,2,1,1,1,1,1,2,3,2,1,1,2,2,2,3,1,3,1,3,3,1,1,4,1,1,1,4,1,1,1,1,2,3,3,0,2,1,1,4,1,1,2,1,2,2,2,85,507,3,2,2,1,1,1,3,6,5,0,3,3,3,1,3,2,1,4,2,4,1,4,3,1,3,1,1,3,2,4,1,4,1,2,2,1,1,1,2,1,3,1,6,2,0,0,0,0,0,0,0,0,0,0,0,0,8,32262
1,85,508,2,5,2,1,5,4,1,5,1,9,2,1,7,2,4,1,1,2,1,2,3,2,1,2,2,2,2,2,3,2,3,2,2,5,2,4,1,2,3,3,2,2,2,2,3,3,2,0,1,3,1,0,1,8,2,2,3,4,3,1,2,5,3,2,4,4,2,2,2,85,508,3,2,2,1,1,2,2,5,3,1,1,2,1,2,3,2,3,2,3,2,3,4,2,2,2,3,2,2,3,4,3,2,3,2,3,3,2,2,2,2,5,1,5,9,5,0,0,0,0,0,0,0,0,0,0,0,9,42289
1,85,509,1,1,3,2,5,4,1,5,1,9,3,1,7,1,1,2,2,1,1,2,1,2,1,2,1,2,2,1,1,1,4,2,1,5,2,3,3,2,1,2,4,1,2,2,3,4,2,1,1,3,1,1,2,2,2,3,3,2,3,1,2,4,3,3,3,3,2,2,2,85,509,3,2,2,1,1,2,2,2,4,5,1,3,1,1,3,1,1,2,1,3,1,4,3,1,3,2,2,2,3,3,3,2,3,1,2,3,2,1,1,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,92049
