CARD.,DECK.,BALLOT.,,Q.1.,Q.2.,Q.3.,Q.4.,Q.5.,Q.6.,Q.7.,Q.8.,Q.9.,Q.10.,Q.11.,Q.12.,V.12A.,Q.13.,Q.14.,Q.15.,Q.17.,Q.18.,Q.19.,Q.20.,Q.21.,Q.22.,Q.23.,Q.24.,Q.25.,Q.26.,Q.27.,Q.28.,Q.29.,Q.30.,Q.31.,Q.32.,Q.33.,Q.35.,Q.36.,Q.37.,Q.38.,Q.39.,Q.41.,Q.44.,Q.45.,Q.46.,Q.47A.,Q.47B.,Q.48.,Q.49.,Q.50.,Q.51.,Q.52.,Q.53.,Q.54.,Q.55.,Q.56.,Q.57.,Q.58.,Q.59.,Q.60.,Q.61A.,Q.61B.,Q.62.,Q.63.,Q.65.,Q.66A.,CARD..1,DECK..1,BALLOT..1,NA.1,Q.66B.,Q.66B..1,Q.66B..2,Q.66B..3,Q.67.,Q.68.,Q.69.,Q.70.,Q.71A.,Q.71B.,Q.72.,Q.73.,Q.74A.,Q.74B.,Q.74C.,Q.76.,Q.77A.,Q.77B.,Q.77C.,Q.78.,Q.81.,Q.82.,Q.83.,Q.84A.,Q.85A.,Q.85B.,V.87.,V.88.,V.89.,V.90.
1,115,1,2,3,5,7,6,2,2,8,8,2,3,11,1,3,6,2,2,2,2,3,3,2,3,2,2,3,3,1,4,5,2,2,3,3,2,2,5,3,1,1,4,5,4,1,1,1,4,4,4,4,2,4,4,1,1,1,1,2,1,2,1,2,2,2,2,115,1,2,0,0,0,0,2,1,3,4,2,2,7,3,2,3,1,3,1,1,1,1,3,1,3,3,3,3,1,28,39,1
1,115,2,2,3,7,7,9,3,2,5,5,1,7,25,1,3,9,8,1,2,3,2,2,2,3,3,2,3,1,4,3,4,1,2,4,2,2,3,5,4,1,2,3,3,2,2,1,1,2,4,3,3,3,3,3,2,2,3,2,1,6,0,4,2,2,2,2,115,2,2,0,0,0,0,3,2,1,4,1,1,1,3,2,3,3,2,1,1,1,1,1,1,3,3,2,1,1,21,23,2
1,115,3,2,3,9,8,2,4,1,6,4,1,6,21,2,4,5,3,1,3,1,3,3,3,4,2,2,3,3,1,4,5,1,2,4,2,1,2,5,3,2,2,4,4,3,1,3,1,3,3,3,3,3,4,3,3,2,1,1,3,1,2,5,4,3,2,2,115,3,2,0,0,0,0,1,2,1,4,1,2,2,3,2,3,2,2,1,1,1,1,3,4,2,3,2,1,1,30,10,2
1,115,4,2,4,8,8,2,5,1,8,8,2,5,18,2,4,2,5,1,1,3,1,2,2,2,2,1,2,2,4,4,3,1,2,2,3,2,3,3,3,2,1,4,2,4,1,3,2,3,4,2,4,2,4,1,2,1,3,1,3,1,6,5,2,2,2,2,115,4,2,0,0,0,0,2,2,1,4,1,1,7,3,3,3,3,2,1,1,1,2,2,4,2,1,3,1,1,4,12,1
1,115,5,2,2,10,8,4,3,1,8,6,2,4,3,1,4,1,3,1,1,3,2,2,3,3,2,2,1,2,1,0,6,9,2,4,2,2,2,5,4,2,2,2,3,0,2,3,1,4,4,4,4,3,3,4,4,3,3,5,3,1,2,1,4,3,2,2,115,5,2,0,0,0,0,2,2,1,4,2,2,2,3,3,3,3,2,1,1,1,1,3,3,3,3,3,3,1,18,86,1
1,115,6,2,3,10,8,2,5,1,7,7,4,5,5,2,4,5,6,2,2,3,2,2,2,2,2,2,3,1,1,4,2,1,1,3,2,1,3,5,4,1,2,1,4,3,1,3,3,1,2,2,2,1,3,4,1,2,4,4,4,1,1,2,1,2,2,2,115,6,2,0,0,0,0,3,2,1,4,1,2,4,3,1,2,1,2,1,1,1,1,3,3,3,1,2,1,1,10,85,4
1,115,7,2,3,9,8,3,5,2,8,8,2,2,7,2,4,5,3,1,1,3,3,2,2,3,1,2,2,1,1,4,2,9,2,2,2,1,3,2,4,4,1,2,3,2,1,3,1,3,4,4,4,2,4,2,2,3,3,5,1,1,1,3,4,1,2,2,115,7,2,0,0,0,0,3,2,1,2,2,2,7,3,1,2,3,4,1,1,1,1,3,3,2,1,3,3,1,38,7,1
1,115,8,2,5,10,8,6,3,2,6,8,2,5,13,2,4,11,6,2,1,1,1,2,2,2,3,1,1,3,1,3,3,10,2,1,2,1,3,3,1,2,1,3,3,2,2,1,3,4,2,3,4,2,1,3,1,1,3,2,1,2,6,2,4,1,2,2,115,8,2,0,0,0,0,2,4,1,4,1,2,1,3,2,3,1,2,1,1,1,2,3,2,2,1,2,2,1,18,66,2
1,115,9,2,3,7,8,3,5,1,6,0,1,6,20,2,4,2,3,1,2,1,2,2,3,3,3,3,2,1,1,4,2,1,1,3,2,2,3,3,4,5,1,3,4,2,2,2,1,4,4,4,4,3,2,2,1,2,4,1,1,1,2,5,2,1,2,2,115,9,2,0,0,0,0,2,2,1,4,1,2,6,3,2,3,3,2,1,1,1,1,3,2,1,1,2,3,1,28,34,2
1,115,10,2,2,5,8,5,3,1,7,0,2,5,17,2,4,5,6,2,2,3,3,1,1,5,3,3,1,2,1,4,2,2,2,2,3,2,3,5,4,2,3,2,4,2,2,1,2,4,4,4,4,4,1,3,3,2,3,1,3,1,2,4,2,3,1,2,115,10,2,2,2,1,1,0,0,0,0,1,2,8,3,1,2,3,2,2,2,2,2,2,4,2,2,3,1,1,10,27,4
1,115,11,2,4,8,8,2,3,1,8,8,2,5,12,1,3,9,4,1,2,1,1,1,1,2,2,2,1,2,1,3,4,9,2,2,1,2,3,3,4,2,1,4,4,3,2,1,3,2,4,2,3,3,3,3,1,1,3,1,1,1,6,1,2,1,2,2,115,11,2,0,0,0,0,2,1,1,4,2,1,3,3,2,3,2,2,1,1,1,1,3,2,2,3,2,1,1,28,1,1
1,115,12,2,5,10,8,2,5,2,8,11,2,5,9,1,3,9,4,1,2,3,2,2,2,3,2,2,3,2,1,3,3,9,2,3,3,6,3,3,4,2,2,3,4,4,1,3,1,3,4,3,3,2,3,3,1,1,3,1,1,1,6,1,4,3,2,2,115,12,2,0,0,0,0,2,2,1,4,2,1,7,3,2,3,3,4,2,2,2,1,3,3,2,1,2,1,1,21,17,1
1,115,13,2,4,8,8,6,3,1,8,8,2,5,19,1,3,18,2,2,2,2,2,2,2,5,3,1,2,2,1,3,2,1,1,2,3,1,3,4,3,1,2,4,6,2,2,1,2,3,4,4,4,2,3,3,2,3,3,1,1,1,6,3,4,1,1,2,115,13,2,1,1,1,1,4,2,3,2,1,2,6,3,1,2,3,2,1,1,1,1,2,2,3,3,2,1,1,20,13,1
1,115,14,2,1,8,5,2,5,1,6,8,3,7,32,2,4,6,4,1,2,1,2,2,2,2,2,2,2,1,1,4,4,9,2,4,2,2,3,4,2,2,4,2,6,4,1,3,4,3,4,4,5,2,4,3,2,2,3,1,1,1,1,3,4,2,1,2,115,14,2,1,1,1,1,4,1,1,1,1,1,4,3,2,2,3,2,2,1,1,1,3,3,2,3,3,3,1,18,55,2
1,115,15,2,2,9,5,3,2,2,7,8,2,3,14,1,4,12,2,1,1,1,3,3,3,3,3,2,3,2,1,4,5,4,2,4,3,1,2,5,3,1,1,4,5,1,2,1,1,1,3,3,3,3,4,3,2,3,3,4,3,1,3,2,4,1,2,2,115,15,2,0,0,0,0,4,1,1,4,1,1,7,3,2,3,3,3,1,1,1,1,3,1,1,3,3,3,1,18,16,4
1,115,16,2,2,9,5,3,1,2,7,9,2,4,15,1,4,11,1,1,3,1,3,3,1,4,1,1,3,2,1,4,5,6,2,4,3,2,2,5,1,1,1,4,5,0,1,3,1,2,2,2,2,3,4,4,2,1,3,1,1,1,2,5,4,2,2,2,115,16,2,0,0,0,0,2,1,1,4,1,2,11,3,5,4,4,3,1,1,1,1,3,3,2,1,2,1,1,18,1,4
1,115,17,2,3,9,4,3,4,1,6,8,2,5,17,2,4,5,4,1,1,1,2,2,1,2,1,1,2,3,1,4,1,9,2,3,3,1,2,5,4,5,1,4,6,3,1,3,3,2,2,2,2,2,2,3,1,1,3,2,1,1,1,1,4,2,2,2,115,17,2,0,0,0,0,2,2,1,4,1,1,8,3,2,3,3,1,1,1,1,1,3,2,1,1,3,3,1,30,6,2
1,115,18,2,2,9,5,8,3,2,6,6,2,4,18,2,4,5,2,1,2,3,2,3,1,3,3,3,2,2,1,4,5,1,2,4,3,2,3,4,4,1,3,4,6,4,2,1,1,3,4,4,4,3,4,3,2,3,3,2,4,1,2,2,4,3,2,2,115,18,2,0,0,0,0,4,2,1,4,1,2,2,3,3,3,2,1,1,1,1,1,3,5,2,1,3,3,1,30,4,2
1,115,19,2,2,9,5,2,5,2,6,0,1,6,21,2,4,3,3,1,3,1,3,3,1,4,3,3,3,2,1,4,4,1,2,4,3,1,2,5,4,1,1,4,2,0,1,3,1,2,4,5,5,3,4,3,2,2,3,2,2,1,2,4,3,3,2,2,115,19,2,0,0,0,0,0,0,0,0,1,1,11,3,2,3,1,4,1,1,1,2,3,1,1,1,0,0,1,18,59,2
1,115,20,2,1,9,4,3,5,1,8,8,2,6,22,2,4,13,9,2,1,2,1,1,2,3,2,1,1,1,1,4,4,7,1,1,2,6,1,4,4,1,2,2,3,2,2,2,1,2,2,2,4,2,1,3,1,3,4,4,4,1,6,1,4,1,1,2,115,20,2,2,2,1,1,4,2,3,2,1,1,11,3,5,4,4,4,1,2,2,1,1,2,1,3,3,3,1,38,1,1
1,115,21,2,4,9,5,2,5,1,6,8,1,6,22,2,4,4,4,1,2,1,1,2,2,3,1,1,2,3,1,4,4,1,2,4,3,1,3,3,2,2,2,2,5,2,1,3,3,3,3,4,4,1,3,3,2,1,3,1,3,1,3,2,4,3,2,2,115,21,2,0,0,0,0,2,2,1,2,1,2,7,3,1,2,3,4,1,1,1,1,3,2,2,1,2,1,1,31,13,2
1,115,22,2,3,9,5,2,5,1,5,11,4,5,22,2,4,2,4,1,2,1,2,2,1,3,2,1,2,2,1,4,2,9,2,3,3,1,2,4,4,1,2,2,3,4,1,3,4,4,4,4,5,3,4,2,2,1,3,1,1,6,0,4,3,3,2,2,115,22,2,0,0,0,0,1,2,1,4,1,2,5,3,3,3,3,2,2,1,2,2,3,3,2,1,1,0,1,4,53,2
1,115,23,2,1,10,5,3,5,2,6,8,2,5,14,2,4,5,4,1,1,1,2,3,2,2,2,2,2,2,1,3,2,9,1,3,3,2,1,5,4,2,1,3,5,0,2,1,2,3,3,1,3,2,4,4,2,2,1,4,4,1,2,3,4,1,1,2,115,23,2,1,2,1,1,2,2,3,2,1,1,8,3,2,3,3,1,1,1,1,1,3,3,1,1,2,2,1,30,15,2
1,115,24,2,3,10,5,8,3,1,6,8,2,4,17,2,4,5,6,1,1,2,3,2,3,4,1,1,2,0,1,4,3,9,1,2,2,1,3,4,4,1,2,3,4,1,2,2,1,2,4,3,5,2,4,3,1,1,3,2,4,1,2,3,3,3,1,2,115,24,2,1,1,2,2,2,1,1,4,1,1,4,3,2,3,3,2,1,1,1,1,1,3,2,1,2,1,1,30,11,2
1,115,25,2,1,10,5,1,5,2,7,7,2,3,13,2,4,1,3,2,1,2,1,2,2,1,1,1,1,2,3,3,1,2,2,1,2,1,2,3,4,1,1,4,5,2,2,1,3,1,1,1,1,1,1,3,1,1,3,3,1,1,1,3,3,3,2,2,115,25,2,0,0,0,0,3,1,3,3,1,1,7,3,2,3,3,1,1,1,1,1,3,2,2,2,2,3,1,10,55,4
1,115,26,2,1,10,4,3,5,1,6,6,2,6,22,2,4,13,6,1,1,1,2,1,2,3,3,3,2,2,1,2,4,1,2,3,3,1,3,5,2,1,1,1,6,1,1,3,3,2,2,2,4,2,3,5,2,2,4,2,2,1,1,3,2,2,1,2,115,26,2,1,1,1,1,2,2,1,4,1,1,7,3,1,3,3,1,1,1,1,1,1,2,2,3,2,2,1,32,2,2
1,115,27,2,1,11,3,3,4,1,6,6,2,5,16,2,4,4,6,1,1,2,1,1,2,1,1,1,1,1,1,1,1,7,1,1,2,1,1,5,4,1,1,3,1,1,2,2,3,2,2,3,3,2,1,5,2,2,1,2,1,1,1,2,1,1,1,2,115,27,2,1,1,1,1,3,2,3,2,1,1,5,3,1,3,3,1,1,1,1,1,3,2,1,1,2,1,1,31,10,2
1,115,28,2,2,11,3,2,5,3,6,9,2,5,17,2,4,6,1,1,1,2,3,3,1,4,4,1,3,2,1,3,5,1,1,4,3,6,1,5,4,5,1,4,6,2,2,1,1,3,3,2,4,3,3,4,3,3,3,2,3,1,1,3,4,3,2,2,115,28,2,0,0,0,0,3,2,1,4,1,1,8,3,2,3,3,3,1,1,1,1,3,2,2,1,3,3,1,30,7,2
1,115,29,2,2,11,3,3,5,2,8,8,2,5,19,2,4,3,4,2,1,3,2,2,2,3,2,1,2,3,1,3,3,1,1,3,3,1,2,5,3,1,2,3,3,2,2,2,0,2,2,2,2,2,4,4,1,2,3,2,3,1,6,2,4,2,1,2,115,29,2,1,1,1,2,2,1,3,1,1,1,11,3,5,4,4,1,1,1,1,1,3,3,3,3,3,3,1,36,12,1
1,115,30,2,1,8,5,3,1,1,6,6,1,6,14,2,4,1,4,1,1,2,2,2,2,1,2,2,1,1,1,4,5,9,1,3,2,1,3,3,3,1,1,3,2,2,1,3,2,1,2,2,2,2,4,3,1,1,3,1,1,1,2,2,4,2,2,2,115,30,2,0,0,0,0,0,2,1,4,2,2,4,3,1,2,2,1,1,1,1,1,3,3,2,1,2,1,1,32,10,2
1,115,31,2,4,8,5,3,2,1,8,8,2,5,18,1,4,13,4,1,2,1,3,2,2,3,1,1,3,2,1,3,3,4,2,3,3,2,2,4,4,2,2,4,5,2,1,3,1,1,4,3,3,2,2,3,1,3,3,1,1,1,1,3,4,3,2,2,115,31,2,0,0,0,0,3,1,1,3,2,1,11,2,5,4,4,2,2,2,2,2,3,4,2,1,1,3,1,18,88,1
1,115,32,2,3,8,5,2,5,1,6,11,1,6,21,2,4,4,3,1,2,1,2,3,3,5,4,3,3,2,1,4,3,9,2,4,3,2,3,4,3,5,3,4,5,3,1,3,2,4,4,4,5,4,2,3,4,2,2,2,2,1,2,0,4,3,2,2,115,32,2,0,0,0,0,2,2,1,4,1,2,4,3,1,3,3,2,1,1,1,1,3,4,2,1,3,1,1,31,7,2
1,115,33,2,3,11,5,2,4,2,6,6,2,5,9,2,4,5,3,2,1,2,2,2,2,3,1,1,2,2,1,4,1,9,2,4,2,1,3,3,2,1,1,4,6,2,2,2,3,4,3,2,2,2,1,3,2,1,3,2,4,1,1,1,4,1,2,2,115,33,2,0,0,0,0,2,2,1,4,2,2,7,2,2,3,3,3,1,1,1,1,3,3,2,3,2,1,1,33,8,2
1,115,34,2,1,11,4,3,5,2,6,6,2,3,6,2,4,4,4,1,1,1,1,0,2,2,3,2,1,2,1,1,1,1,2,3,2,2,3,4,3,1,1,3,4,2,1,3,3,3,4,3,3,3,4,4,1,2,3,2,1,1,2,3,4,1,2,2,115,34,2,0,0,0,0,3,2,1,4,1,1,3,3,2,3,3,2,1,1,1,1,3,4,3,1,2,2,1,34,0,2
1,115,35,2,4,11,4,4,3,1,6,3,2,4,8,2,4,5,2,1,1,1,2,3,1,3,3,2,2,2,1,0,6,1,2,3,3,1,3,4,4,1,1,1,4,3,1,3,1,3,4,4,5,2,2,5,2,2,3,2,1,1,1,5,1,2,2,2,115,35,2,0,0,0,0,4,2,1,4,1,2,6,3,2,3,3,3,1,1,1,1,3,2,2,1,2,1,1,10,31,2
1,115,36,2,4,10,5,3,5,2,6,6,2,5,9,2,4,5,3,2,2,2,3,2,3,3,1,4,2,2,1,4,6,1,1,4,2,1,2,3,4,1,1,4,5,1,2,1,3,4,2,3,4,2,3,3,1,1,3,2,3,1,1,2,4,2,2,2,115,36,2,0,0,0,0,4,2,2,2,1,1,7,3,2,3,3,1,1,1,2,2,3,2,2,3,2,3,1,33,7,2
1,115,37,2,3,10,5,2,5,1,6,9,2,5,9,2,4,5,8,1,2,1,1,2,3,2,2,2,2,2,1,2,6,1,2,4,3,2,3,3,3,2,1,4,4,2,2,2,1,2,2,4,4,2,3,3,1,3,3,2,1,1,2,2,4,2,2,2,115,37,2,0,0,0,0,2,2,2,4,1,2,8,3,2,3,3,2,1,1,1,1,3,3,2,1,3,1,1,34,2,2
1,115,38,2,3,10,3,4,1,1,6,6,1,6,9,2,4,5,5,1,2,3,2,2,2,2,2,1,2,2,1,2,3,9,1,4,2,2,2,2,4,2,1,3,5,2,2,1,2,2,2,2,3,2,1,3,1,3,3,4,1,1,2,1,4,2,2,2,115,38,2,0,0,0,0,3,2,3,2,1,2,7,3,2,3,3,3,2,1,1,1,3,4,2,3,3,3,1,34,4,2
1,115,39,2,1,10,5,1,5,2,7,8,3,2,1,2,4,1,2,1,2,1,2,2,1,3,3,3,2,2,1,2,1,9,2,4,2,1,2,3,3,1,1,2,3,3,2,1,0,1,1,1,2,2,1,3,1,3,2,3,1,1,2,1,2,2,2,2,115,39,2,0,0,0,0,2,2,3,3,1,2,1,3,5,4,4,1,1,1,1,1,3,1,3,3,2,1,1,10,86,4
1,115,40,2,4,9,5,1,5,1,8,8,2,5,10,1,4,9,4,1,1,2,3,2,1,2,2,2,2,1,1,3,3,9,2,2,2,1,3,3,3,2,2,3,4,3,1,3,1,2,3,4,3,3,3,3,2,1,3,1,1,1,6,2,4,2,2,2,115,40,2,0,0,0,0,2,2,1,4,2,2,7,3,1,2,3,4,1,1,1,1,3,4,3,2,3,1,1,18,2,1
1,115,41,2,4,9,5,3,5,2,6,6,2,5,9,2,4,8,9,1,1,2,2,2,2,1,3,2,1,1,1,4,6,8,1,4,2,6,3,2,2,2,1,1,4,1,1,3,3,2,1,1,3,3,4,4,2,1,3,2,3,1,2,1,4,3,2,2,115,41,2,0,0,0,0,2,2,1,4,1,2,3,3,1,3,2,2,1,1,1,1,1,4,2,2,2,1,1,32,12,2
1,115,42,2,4,9,5,4,2,1,6,6,2,5,9,2,4,5,9,2,1,2,3,2,1,2,2,2,2,1,1,4,4,7,2,4,2,2,3,3,3,2,1,3,3,3,1,3,1,3,4,4,5,2,1,4,2,3,3,2,1,1,2,1,4,2,2,2,115,42,2,0,0,0,0,2,1,1,4,2,2,6,3,2,3,3,2,1,2,1,2,3,4,3,3,2,1,1,34,3,2
1,115,43,2,3,9,3,3,4,1,8,7,2,5,2,2,4,1,2,1,2,1,2,1,2,2,3,1,2,2,2,0,6,9,1,0,2,6,3,4,2,5,1,3,3,4,1,3,3,4,4,4,4,3,1,3,2,2,2,4,0,1,3,1,3,3,2,2,115,43,2,0,0,0,0,3,0,0,0,2,2,7,3,1,3,3,2,1,2,2,1,3,2,1,3,0,0,1,4,6,1
1,115,44,2,5,9,5,1,4,2,7,7,3,0,2,2,4,2,3,2,1,2,2,2,2,1,4,1,2,3,1,1,3,9,1,1,2,1,3,2,4,1,1,4,3,2,1,3,3,1,1,1,1,2,1,3,1,1,3,2,3,2,6,5,3,2,2,2,115,44,2,1,1,2,2,1,2,1,4,2,2,11,3,5,4,4,3,2,1,1,1,3,1,2,1,2,1,1,10,40,4
1,115,45,2,3,9,5,8,1,1,8,11,2,6,5,1,4,5,2,1,2,1,3,3,3,4,1,1,1,2,1,4,6,9,2,4,3,1,2,2,2,3,4,4,5,3,2,1,1,4,4,4,1,2,3,3,2,2,2,2,4,1,2,6,4,3,2,2,115,45,2,1,0,0,0,4,3,1,3,2,2,4,2,4,3,3,2,2,1,2,2,3,1,3,2,1,2,1,18,14,1
1,115,46,2,7,9,5,3,2,1,8,8,3,6,8,1,4,7,4,1,1,2,3,3,2,3,3,2,2,1,1,1,2,9,2,4,2,1,3,4,2,1,2,2,2,3,1,3,1,2,3,4,3,2,1,4,2,1,2,1,2,3,6,4,4,1,2,2,115,46,2,0,0,0,0,2,2,1,4,2,2,2,3,1,2,3,4,2,2,2,2,1,4,3,1,2,2,1,18,33,1
1,115,47,2,1,9,5,0,5,2,1,1,2,1,8,2,4,6,6,0,1,2,1,2,2,1,1,1,1,2,1,2,6,9,1,0,2,1,1,3,3,1,4,1,6,1,1,3,3,2,2,2,3,2,1,3,1,1,4,5,1,6,0,1,4,1,2,2,115,47,2,0,0,0,0,3,3,1,4,1,1,5,3,2,3,3,1,1,1,1,1,1,5,3,1,0,0,1,36,1,2
1,115,48,2,2,5,5,0,3,1,7,8,2,4,16,2,4,15,4,2,3,1,2,1,3,4,1,2,2,2,1,1,1,1,2,2,3,2,2,4,4,1,1,1,2,1,2,1,1,1,3,1,3,1,4,3,1,2,4,2,1,1,1,2,2,3,2,2,115,48,2,0,0,0,0,3,1,3,3,1,2,7,3,1,2,3,3,1,1,1,1,2,2,1,3,2,2,1,10,98,4
1,115,49,2,4,7,5,0,5,1,6,8,3,0,45,2,4,2,4,0,1,2,3,2,2,2,2,2,3,3,1,4,5,1,2,4,3,1,3,3,3,4,1,3,6,1,1,3,1,4,3,3,4,1,4,3,2,2,3,1,1,1,2,1,3,3,2,2,115,49,2,0,0,0,0,2,1,1,4,2,2,10,3,1,3,2,1,1,1,1,1,3,1,2,1,3,2,1,32,5,2
1,115,50,2,3,0,5,3,1,1,6,8,2,4,9,2,4,5,3,2,1,2,3,2,2,3,1,1,1,2,1,4,5,1,2,3,1,1,2,3,2,1,1,4,6,2,1,3,3,3,3,3,4,2,2,3,2,1,3,5,2,1,2,1,4,2,2,2,115,50,2,0,0,0,0,2,2,1,4,1,2,7,1,2,3,3,3,1,1,1,2,3,3,2,3,2,1,1,33,10,2
1,115,51,2,1,0,1,2,3,1,7,8,2,3,15,1,4,6,2,1,3,1,3,3,3,3,3,3,2,2,1,4,1,5,2,1,3,1,1,5,4,1,1,4,5,3,1,3,1,4,4,5,3,3,4,1,4,2,4,3,1,1,1,1,4,3,1,2,115,51,2,1,1,1,1,1,1,3,3,1,1,11,3,1,3,3,2,2,2,2,1,3,5,2,1,1,1,1,18,30,4
1,115,52,2,3,0,4,5,1,1,6,6,2,4,15,2,4,4,3,1,1,3,2,1,2,1,1,1,1,3,1,3,3,9,1,3,2,1,2,3,3,5,1,3,1,1,2,2,3,3,3,2,4,2,2,3,2,3,3,2,3,1,1,3,2,2,2,2,115,52,2,0,0,0,0,2,2,1,2,1,1,1,3,1,3,3,3,1,1,1,1,3,3,2,3,3,3,1,31,16,2
1,115,53,2,4,0,4,7,2,1,6,6,1,6,18,2,4,5,9,1,1,3,2,2,2,2,2,2,2,1,1,3,1,1,1,1,2,1,2,2,3,1,2,3,1,2,1,1,2,2,2,2,2,1,1,5,1,2,3,1,1,1,2,1,4,3,2,2,115,53,2,0,0,0,0,3,2,2,4,1,2,5,1,1,3,3,1,1,1,1,1,2,3,2,1,2,3,1,33,14,2
1,115,54,2,2,0,5,3,3,1,7,7,2,5,12,2,4,12,6,2,1,1,1,1,2,2,3,2,2,2,1,4,2,9,1,2,3,1,3,3,3,1,1,4,5,2,2,1,3,1,1,1,1,3,2,3,1,1,3,2,3,3,4,2,2,1,2,2,115,54,2,0,0,0,0,3,1,3,2,1,1,5,3,2,2,3,2,1,1,1,1,3,3,3,1,2,3,1,10,84,4
1,115,55,2,3,0,5,2,2,1,6,8,2,5,12,2,4,4,3,1,1,2,2,2,2,1,1,1,2,1,1,2,6,1,2,3,2,1,2,4,2,2,1,2,3,2,1,3,3,2,2,2,3,2,1,1,1,2,3,4,3,1,4,5,3,1,1,2,115,55,2,1,1,2,1,0,1,2,2,1,1,8,1,2,2,3,3,1,2,2,1,3,2,1,1,3,3,1,31,11,2
1,115,56,2,1,0,5,0,5,1,7,7,3,0,30,0,4,13,1,1,3,1,2,3,1,5,3,3,3,1,1,4,5,2,2,4,3,1,3,5,0,0,3,1,6,4,1,3,1,5,5,5,5,4,4,1,4,2,1,1,2,1,4,4,3,1,2,2,115,56,2,0,0,0,0,3,4,4,1,2,2,0,3,5,4,4,4,2,2,2,2,3,4,3,3,1,1,1,18,25,4
1,115,57,2,2,7,5,8,1,1,7,7,5,8,25,1,4,6,3,1,2,3,3,3,1,3,3,3,3,1,1,4,6,9,2,3,3,2,2,4,3,1,4,4,6,4,2,1,1,4,4,4,4,4,1,3,3,2,4,2,4,1,2,1,4,3,1,2,115,57,2,2,2,1,1,2,2,1,2,2,2,11,3,5,4,4,4,2,2,2,2,3,5,3,3,2,1,1,18,40,4
1,115,58,2,1,6,4,6,1,1,7,1,2,3,0,1,4,11,4,0,2,1,2,3,3,3,2,2,3,2,1,4,3,9,2,2,3,1,2,4,2,1,1,3,3,1,2,2,3,2,2,2,2,3,4,3,2,2,3,2,4,1,2,2,4,2,2,2,115,58,2,0,0,0,0,0,0,0,3,1,1,3,3,3,3,2,1,1,1,1,1,3,3,2,1,0,1,1,18,29,4
1,115,59,2,2,0,2,6,1,1,7,0,2,3,0,1,4,5,1,1,0,2,2,2,0,2,1,1,2,2,1,2,3,1,1,2,3,1,2,3,2,5,1,4,3,1,2,1,3,2,2,2,2,3,3,3,1,2,1,2,3,1,1,4,4,2,2,2,115,59,2,0,0,0,0,0,1,3,2,1,2,0,2,1,3,2,1,1,1,1,1,3,4,1,2,2,1,1,18,50,4
1,115,60,2,2,9,5,7,5,1,6,4,3,0,44,2,4,1,4,1,3,1,3,2,3,3,3,3,2,2,4,4,3,9,2,4,3,6,3,3,3,4,2,2,4,1,1,3,2,3,3,2,2,3,3,3,1,2,4,2,4,3,2,1,4,1,1,2,115,60,2,1,1,2,2,2,2,1,4,1,1,1,3,2,3,3,2,1,1,1,1,1,2,2,3,2,1,1,38,17,2
1,115,61,2,5,9,4,5,2,1,6,6,1,6,21,1,4,6,3,1,1,2,1,2,2,2,3,1,1,2,1,3,3,9,2,3,3,1,2,4,3,1,2,2,3,2,2,1,2,3,3,3,4,1,3,3,2,2,4,1,1,2,5,5,4,2,2,2,115,61,2,0,0,0,0,1,2,3,4,1,1,3,3,2,3,2,1,2,1,1,1,3,4,2,1,2,0,1,18,74,2
1,115,62,2,3,9,4,5,1,1,6,3,1,6,21,2,4,4,4,1,2,1,2,2,2,2,4,2,2,3,1,4,3,9,2,4,3,6,3,3,4,2,1,2,2,2,1,3,2,2,2,2,3,2,4,3,2,2,3,2,2,1,0,3,4,2,2,2,115,62,2,0,0,0,0,0,0,0,0,1,2,8,3,2,3,3,2,1,1,1,1,3,3,2,1,3,3,1,30,16,2
1,115,63,2,5,9,5,5,5,1,6,8,1,6,21,2,4,4,8,1,1,3,1,2,2,1,1,1,2,1,1,3,3,1,1,2,3,1,2,3,2,1,1,3,3,2,2,1,3,1,1,2,2,1,4,3,2,2,2,1,1,2,6,5,4,2,2,2,115,63,2,0,0,0,0,2,2,1,4,2,2,6,1,1,1,3,1,1,1,1,1,3,2,2,1,2,3,1,31,14,2
1,115,64,2,2,9,3,5,2,1,6,0,1,6,23,2,4,5,3,2,1,2,3,3,2,5,1,1,2,3,1,4,6,9,2,4,3,6,2,1,3,1,1,4,5,4,1,3,3,3,3,3,5,2,4,5,2,1,4,4,2,1,2,5,4,3,2,2,115,64,2,0,0,0,0,0,0,0,0,1,2,5,3,2,3,3,2,1,1,1,1,3,4,2,3,2,2,1,33,4,2
1,115,65,2,2,8,2,5,3,1,6,4,1,6,14,1,4,5,3,1,3,1,3,3,1,4,1,3,3,1,1,4,2,9,2,4,2,6,3,3,3,1,1,4,6,0,2,1,1,5,4,5,5,3,1,4,2,2,2,4,4,1,1,6,4,3,2,2,115,65,2,0,0,0,0,2,1,1,2,2,1,1,3,2,3,3,4,1,1,1,2,3,5,3,2,1,1,1,18,75,2
1,115,66,2,1,10,4,6,1,1,6,4,3,0,23,2,4,4,6,1,2,1,1,1,2,1,1,3,1,2,1,1,6,9,2,3,2,1,1,4,4,1,1,1,6,1,1,3,3,1,1,1,1,1,1,4,1,1,1,4,1,1,4,3,3,1,1,2,115,66,2,1,1,2,2,1,4,1,4,1,1,4,3,1,3,3,1,1,1,1,1,3,1,2,3,3,3,1,10,16,2
