CARD.,DECK.,BALLOT.,,Q.1.,Q.2.,Q.3.,Q.4.,Q.5.,Q.6.,Q.7.,Q.8.,Q.9.,Q.10.,Q.11.,Q.12.,V.12A.,Q.13.,Q.14.,Q.15.,Q.17.,Q.18.,Q.19.,Q.20.,Q.21.,Q.22.,Q.23.,Q.24.,Q.25.,Q.26.,Q.27.,Q.28.,Q.29.,Q.30.,Q.31.,Q.32.,Q.33.,Q.35.,Q.36.,Q.37.,Q.38.,Q.39.,Q.41.,Q.44.,Q.45.,Q.46.,Q.47A.,Q.47B.,Q.48.,Q.49.,Q.50.,Q.51.,Q.52.,Q.53.,Q.54.,Q.55.,Q.56.,Q.57.,Q.58.,Q.59.,Q.60.,Q.61A.,Q.61B.,Q.62.,Q.63.,Q.65.,Q.66A.,CARD..1,DECK..1,BALLOT..1,NA.1,Q.66B.,Q.66B..1,Q.66B..2,Q.66B..3,Q.67.,Q.68.,Q.69.,Q.70.,Q.71A.,Q.71B.,Q.72.,Q.73.,Q.74A.,Q.74B.,Q.74C.,Q.76.,Q.77A.,Q.77B.,Q.77C.,Q.78.,Q.81.,Q.82.,Q.83.,Q.84A.,Q.85A.,Q.85B.,V.87.,V.88.,V.89.,V.90.
1,115,1210,2,3,8,6,5,1,1,8,8,3,6,27,1,1,25,5,1,3,1,2,2,2,3,2,3,2,1,1,2,1,7,2,2,2,1,1,1,4,1,1,3,2,2,1,3,3,3,3,2,4,3,1,3,2,2,3,1,1,1,6,1,2,3,2,2,115,1210,2,0,0,0,0,1,2,1,4,1,2,3,3,1,2,3,2,1,1,1,1,3,2,3,1,2,3,1,4,2,1
1,115,1211,2,1,8,6,7,5,1,6,8,3,7,29,1,1,6,4,1,2,1,3,3,3,4,3,3,3,1,1,4,5,7,2,4,3,1,1,4,4,3,3,1,6,4,1,3,1,4,5,4,5,4,4,4,2,2,2,2,2,1,3,5,3,3,1,2,115,1211,2,2,2,1,1,2,4,1,4,1,2,10,3,2,3,3,2,1,1,1,1,3,3,2,1,2,1,1,5,25,2
1,115,1212,2,4,9,6,7,4,1,3,8,1,7,22,1,1,18,4,1,2,3,2,2,1,3,3,2,2,2,3,4,2,7,2,2,3,1,3,3,4,1,1,3,2,4,2,3,1,3,4,4,5,2,1,3,2,2,4,1,1,1,3,4,2,1,2,2,115,1212,2,0,0,0,0,1,2,1,2,1,2,11,3,5,4,4,2,2,1,1,1,3,4,3,1,2,3,1,13,8,5
1,115,1213,2,4,10,6,7,4,1,7,7,2,5,18,1,1,18,2,2,1,2,1,1,2,2,2,1,1,2,1,1,1,1,1,1,3,1,1,3,2,1,2,1,2,1,2,1,1,2,4,4,4,2,1,2,1,2,3,1,3,1,1,5,3,2,1,2,115,1213,2,1,2,1,2,3,1,1,4,1,1,11,3,5,4,4,1,2,1,1,1,3,3,3,2,3,1,1,12,95,4
1,115,1214,2,5,10,6,7,2,1,3,1,5,8,20,1,1,20,4,2,1,1,2,2,1,2,1,2,2,2,1,4,3,1,2,4,3,1,3,4,2,1,1,2,2,4,2,3,2,3,3,2,3,2,4,3,2,1,3,1,1,1,3,1,2,2,2,2,115,1214,2,0,0,0,0,3,2,1,4,2,1,3,3,1,3,3,3,1,1,1,1,2,2,2,2,1,1,1,6,17,5
1,115,1215,2,4,10,6,7,5,3,3,3,3,8,20,1,1,20,3,2,1,1,2,2,2,3,2,2,2,1,1,3,3,1,2,4,2,1,3,3,2,1,1,3,4,3,1,3,2,3,3,3,3,2,4,3,1,1,3,1,1,1,3,1,2,2,2,2,115,1215,2,0,0,0,0,3,2,1,4,1,1,4,3,1,3,3,1,1,1,1,1,3,2,3,1,3,1,1,6,5,5
1,115,1216,2,5,9,6,5,5,1,5,5,3,6,22,1,1,3,4,1,1,2,2,2,2,1,3,1,1,1,1,4,5,1,2,4,2,6,3,5,4,1,2,4,3,3,1,3,1,3,3,3,3,1,4,0,1,2,4,1,3,6,0,5,3,3,2,2,115,1216,2,0,0,0,0,2,2,2,4,1,1,4,3,1,3,1,4,2,1,1,2,3,3,2,1,2,1,1,10,53,5
1,115,1217,2,1,9,6,5,4,1,9,8,1,8,23,1,1,14,3,2,2,1,1,1,2,4,1,1,2,1,1,3,1,1,2,2,3,6,2,4,4,1,1,2,4,1,1,3,2,4,4,4,4,2,3,3,2,2,3,2,3,1,1,1,2,2,2,2,115,1217,2,0,0,0,0,3,2,1,4,1,1,1,3,1,3,3,2,2,1,1,1,3,4,2,1,2,1,1,13,25,5
1,115,1218,2,2,10,6,5,1,2,6,8,2,5,13,1,1,3,4,2,2,1,2,3,3,4,3,3,3,2,1,3,3,9,1,3,3,2,3,3,3,1,2,4,5,2,2,1,2,5,4,5,4,3,4,4,2,3,3,2,4,1,5,2,3,3,2,2,115,1218,2,0,0,0,0,0,0,3,4,1,1,11,3,5,4,4,2,1,1,1,1,3,1,3,1,3,1,1,15,25,2
1,115,1219,2,3,11,6,5,4,3,7,3,2,4,17,1,1,16,9,2,1,2,2,2,2,2,1,1,2,2,1,3,3,7,2,3,1,1,3,3,4,1,2,3,3,3,2,3,1,3,2,2,4,2,3,3,2,2,3,2,1,1,1,4,3,2,2,2,115,1219,2,0,0,0,0,3,2,1,4,1,1,1,3,2,3,3,4,2,1,2,1,3,2,3,2,2,2,1,14,70,4
1,115,1220,2,2,11,6,5,3,1,10,8,2,5,17,1,1,17,3,1,2,1,2,3,3,3,3,4,2,2,1,3,2,1,2,2,3,1,2,4,2,1,2,4,5,2,2,1,1,2,2,2,2,4,1,3,2,2,3,1,3,2,1,1,3,3,2,2,115,1220,2,0,0,0,0,2,2,3,3,2,2,3,3,1,3,3,4,2,2,2,1,3,3,1,1,3,3,1,15,23,5
1,115,1221,2,2,10,6,6,5,2,8,8,2,4,13,1,1,13,8,2,1,2,2,2,2,2,2,1,2,1,3,4,2,1,2,3,2,1,2,4,4,1,1,2,3,3,1,3,1,2,4,2,4,3,3,3,2,2,4,2,3,1,6,2,3,3,2,2,115,1221,2,0,0,0,0,1,2,1,4,1,1,5,3,2,3,3,3,1,1,1,1,3,3,2,1,2,1,1,10,105,1
1,115,1222,2,4,8,6,6,3,1,8,8,2,5,18,1,1,18,3,2,1,3,2,2,2,2,4,4,2,2,3,3,3,1,2,4,3,6,3,3,3,1,2,3,4,1,1,3,2,4,4,4,4,2,4,3,2,3,3,2,1,3,5,1,2,3,2,2,115,1222,2,0,0,0,0,1,4,2,4,2,2,1,3,1,3,3,2,2,1,2,2,3,1,3,1,2,1,1,10,102,1
1,115,1223,2,3,4,6,2,2,1,8,8,2,4,13,1,1,1,4,1,1,2,2,2,2,2,2,2,2,2,1,4,1,6,1,3,2,1,3,4,3,2,1,2,3,2,1,3,1,2,2,2,2,3,4,3,1,2,3,2,2,1,2,1,1,2,2,2,115,1223,2,0,0,0,0,2,2,1,4,2,2,7,3,1,2,1,2,2,1,2,1,3,2,2,1,3,3,1,4,16,1
1,115,1224,2,2,5,6,2,3,1,7,8,2,4,12,1,1,12,5,1,2,1,3,3,1,3,3,2,3,2,1,4,3,1,2,4,3,2,3,5,4,2,2,4,4,4,2,1,1,3,4,4,4,3,4,3,2,1,3,2,2,2,6,1,2,3,2,2,115,1224,2,0,0,0,0,3,4,2,3,2,1,7,2,1,1,3,2,1,2,2,2,3,2,2,1,2,1,1,8,59,4
1,115,1225,2,1,5,6,3,3,1,9,8,2,4,12,1,1,12,6,1,2,1,2,2,2,3,2,2,2,2,1,4,2,1,2,3,3,1,3,5,4,1,1,4,3,1,1,3,1,3,3,3,4,3,4,3,2,2,3,2,1,1,1,2,3,3,1,2,115,1225,2,1,1,1,1,1,3,1,4,1,2,3,3,1,3,2,2,1,1,1,1,3,4,2,1,3,1,1,13,115,5
1,115,1226,2,3,5,6,3,5,1,7,8,2,3,13,1,1,5,3,1,1,2,2,2,3,2,2,2,2,2,1,4,5,5,2,3,3,2,3,3,4,1,2,4,3,4,1,3,1,3,3,3,4,2,4,2,1,2,1,2,1,1,2,5,2,1,2,2,115,1226,2,0,0,0,0,2,2,1,4,1,1,7,3,1,3,2,4,1,2,2,1,1,3,3,1,2,1,1,14,16,4
1,115,1227,2,4,5,6,2,4,1,8,7,4,5,23,1,1,16,9,2,2,1,2,2,1,3,1,2,2,2,1,4,3,1,1,2,3,1,3,2,3,1,1,4,1,4,1,3,1,3,3,3,3,3,4,3,2,2,3,1,1,1,6,2,3,3,1,2,115,1227,2,1,1,2,2,3,2,1,4,1,1,4,3,1,2,2,3,2,1,1,1,3,3,2,2,2,2,1,4,50,1
1,115,1228,2,2,6,6,2,3,1,7,7,2,4,12,1,1,12,3,1,1,3,2,2,2,3,2,2,2,1,1,3,2,9,2,3,2,1,2,2,4,1,2,4,3,2,1,3,2,2,1,1,2,3,4,2,1,2,3,2,1,1,2,1,2,1,2,2,115,1228,2,0,0,0,0,3,1,3,3,1,1,10,1,0,2,3,1,1,1,2,1,3,4,2,1,2,2,1,8,56,4
1,115,1229,2,3,6,6,3,4,1,8,8,2,4,13,1,1,9,5,2,2,2,2,2,2,2,2,2,2,3,1,3,2,1,1,2,3,1,2,3,2,2,2,3,4,4,2,1,1,3,2,2,2,2,3,3,2,2,3,1,1,1,2,1,3,2,2,2,115,1229,2,0,0,0,0,4,3,1,4,1,1,11,3,5,4,4,4,1,2,2,1,3,2,1,3,3,2,1,11,128,1
1,115,1230,2,3,6,6,2,5,1,9,11,1,6,20,1,1,20,4,2,2,1,1,2,1,4,2,2,1,2,1,4,1,1,1,3,1,1,2,5,4,1,2,2,3,2,2,2,3,4,4,4,5,4,4,4,3,2,3,1,1,1,1,4,3,3,2,2,115,1230,2,0,0,0,0,2,2,1,4,1,1,4,1,1,1,1,2,2,1,1,2,3,2,3,1,1,0,1,13,13,5
1,115,1231,2,3,6,6,1,4,1,9,8,4,5,20,1,1,14,4,1,1,2,2,2,2,1,1,3,2,1,1,4,1,1,1,3,2,1,3,2,4,1,1,2,3,2,2,3,1,3,4,4,4,3,1,3,1,2,3,1,1,1,2,5,3,3,2,2,115,1231,2,0,0,0,0,2,2,3,4,1,1,0,3,1,3,3,2,1,1,1,1,3,1,2,3,1,0,1,6,21,5
1,115,1232,2,3,6,6,3,3,2,6,8,3,0,20,1,1,14,4,2,2,1,2,2,2,3,2,2,2,1,1,4,2,7,2,4,3,1,3,4,4,1,1,4,3,4,2,1,1,4,4,5,5,4,4,3,2,2,4,1,1,1,2,1,2,3,1,2,115,1232,2,1,2,1,2,2,1,2,4,2,1,7,3,1,3,3,2,2,1,1,1,3,3,2,1,2,1,1,11,35,2
1,115,1233,2,5,6,6,4,1,1,9,9,4,5,21,1,1,21,5,2,1,3,1,2,3,2,2,1,2,2,1,3,2,1,1,3,3,1,3,3,4,1,2,2,3,3,1,0,3,2,2,3,3,1,3,4,1,2,3,1,1,1,2,1,2,1,2,2,115,1233,2,0,0,0,0,2,2,1,4,1,2,4,3,1,3,3,2,1,1,1,2,2,1,2,1,2,3,1,13,110,5
1,115,1234,2,4,6,6,2,5,1,8,8,4,5,22,1,1,20,3,1,2,1,2,2,2,2,2,2,2,1,4,2,1,1,2,3,3,1,3,4,4,2,1,2,2,3,1,3,1,2,3,3,3,3,2,3,1,2,3,1,3,1,2,1,2,2,2,2,115,1234,2,0,0,0,0,3,0,1,2,1,1,11,3,1,3,3,1,1,1,2,1,2,5,3,3,3,1,1,10,73,1
1,115,1235,2,4,6,6,3,3,1,6,6,2,6,22,1,1,21,7,2,1,3,2,2,2,1,1,1,1,2,1,3,1,1,1,3,2,1,3,3,3,1,1,2,4,2,2,2,2,2,2,2,2,2,2,3,1,1,4,1,1,2,6,5,3,3,2,2,115,1235,2,0,0,0,0,1,2,1,4,1,1,8,3,1,3,3,2,1,1,1,1,3,3,2,1,1,0,1,13,88,5
1,115,1236,2,4,6,6,2,4,2,8,8,4,6,23,1,1,9,3,1,1,2,2,2,1,2,3,3,2,3,1,4,3,1,2,3,2,1,3,3,3,0,2,4,6,2,1,3,2,4,4,4,4,4,3,3,2,2,3,1,1,2,6,1,2,2,2,2,115,1236,2,0,0,0,0,2,4,1,4,2,2,7,3,1,3,3,3,2,1,2,1,3,3,1,1,3,1,1,11,13,1
1,115,1237,2,1,2,6,4,5,1,10,8,2,2,3,1,1,3,2,2,2,1,2,3,1,4,3,2,3,3,1,3,6,1,2,3,3,1,3,5,3,1,1,4,2,4,2,1,1,3,2,3,4,4,4,2,3,3,3,5,1,2,2,2,2,2,2,2,115,1237,2,0,0,0,0,1,2,0,4,1,2,11,3,5,4,4,2,1,1,2,1,3,1,2,1,1,0,1,15,27,5
1,115,1238,2,1,3,6,2,5,1,6,8,4,4,9,1,1,1,4,0,1,3,2,2,1,4,3,2,2,2,1,4,3,1,2,3,3,2,1,3,3,1,1,4,3,2,1,3,1,3,4,4,4,3,4,3,2,1,2,2,3,1,1,5,1,2,1,2,115,1238,2,1,2,1,2,2,2,1,2,2,2,11,3,5,4,4,3,2,1,2,2,3,2,1,1,1,1,1,10,137,2
1,115,1239,2,1,3,6,2,4,1,5,6,2,2,5,1,1,5,8,2,1,1,2,1,1,2,3,2,1,3,1,3,3,1,2,3,3,2,3,1,2,2,3,2,3,1,2,2,1,2,2,2,3,3,4,2,2,1,4,5,1,6,5,5,2,1,2,2,115,1239,2,0,0,0,0,2,4,1,4,1,1,1,3,1,3,3,4,2,2,2,2,3,2,1,1,2,1,1,5,40,5
1,115,1240,2,1,3,6,3,4,1,9,8,4,2,6,1,1,6,6,1,1,1,2,2,3,2,2,2,2,3,1,2,2,2,2,3,3,1,2,3,4,3,1,2,2,3,1,3,2,2,3,2,4,2,4,4,1,2,3,5,3,1,3,3,2,2,2,2,115,1240,2,0,0,0,0,2,1,3,3,1,2,3,3,2,3,3,4,2,2,2,2,3,2,2,1,3,1,1,13,16,5
1,115,1241,2,1,3,6,2,2,1,9,8,2,2,6,1,1,6,3,1,2,1,3,3,1,3,3,2,2,2,1,4,6,9,2,3,3,1,3,4,4,1,1,4,5,4,1,3,1,4,4,4,4,3,1,5,2,2,3,5,1,1,2,4,1,3,1,2,115,1241,2,2,2,2,2,0,0,0,0,1,2,11,3,5,4,4,2,2,2,2,2,3,2,3,1,2,1,1,13,136,5
1,115,1242,2,2,3,6,2,3,1,9,8,2,2,6,1,1,6,3,2,1,1,2,3,3,3,2,2,2,2,1,4,3,1,2,4,3,6,3,3,4,1,2,4,5,4,1,3,1,4,4,4,5,3,4,4,1,2,3,5,3,1,2,1,2,2,1,2,115,1242,2,2,2,1,2,3,2,1,4,1,1,2,3,1,3,2,2,2,1,2,1,3,3,3,1,3,1,1,13,116,5
1,115,1243,2,3,4,6,3,5,1,8,8,2,3,10,1,1,10,4,1,1,2,2,1,2,1,1,1,1,1,1,4,4,9,1,4,2,1,2,3,3,1,2,3,3,4,1,3,3,4,3,4,4,1,1,3,1,1,1,2,4,1,6,3,2,3,2,2,115,1243,2,0,0,0,0,1,4,2,4,1,1,1,3,2,3,2,2,1,1,1,2,3,3,3,1,2,1,1,11,93,1
1,115,1244,2,3,4,6,4,4,1,7,8,4,3,10,1,1,10,3,2,2,1,1,2,1,3,3,3,2,2,1,4,3,1,2,2,3,6,3,4,3,5,2,3,5,4,1,3,1,3,2,3,4,2,1,1,1,2,3,1,1,1,2,6,3,3,2,2,115,1244,2,0,0,0,0,4,2,1,4,1,1,1,3,1,3,2,2,2,1,2,1,3,2,2,2,2,1,1,12,81,4
1,115,1245,2,1,4,6,1,5,2,6,8,2,3,9,1,1,1,2,1,2,1,2,3,1,4,3,1,2,2,1,4,5,1,2,4,3,1,3,3,4,4,2,4,3,4,1,3,1,4,4,5,4,4,4,5,1,2,4,2,2,1,2,5,2,1,2,2,115,1245,2,0,0,0,0,3,2,1,4,1,1,7,3,1,3,3,4,1,2,2,2,3,3,2,1,2,1,1,10,72,2
1,115,1246,2,1,6,7,1,5,1,7,11,2,1,1,1,1,1,2,2,2,1,2,2,2,3,3,2,1,1,1,4,1,2,2,2,2,2,3,3,3,5,2,1,3,2,1,3,3,2,2,1,2,2,1,3,1,2,3,5,4,1,2,2,1,1,2,2,115,1246,2,0,0,0,0,3,2,1,4,1,1,2,3,3,3,1,2,1,1,1,1,3,3,2,1,2,1,1,8,16,4
1,115,1247,2,4,6,7,8,3,1,8,8,4,6,5,1,1,3,6,1,2,1,2,1,2,3,3,2,2,3,1,4,2,1,2,2,3,1,3,4,3,5,3,4,5,3,1,3,1,4,4,4,4,2,2,3,3,1,3,2,2,5,2,3,2,3,2,2,115,1247,2,0,0,0,0,2,2,1,4,1,1,6,3,1,3,3,2,1,1,1,1,3,3,2,1,2,1,1,11,23,1
1,115,1248,2,4,7,7,5,5,1,8,8,3,6,29,1,1,29,6,1,2,1,2,2,1,3,3,2,2,1,4,4,6,9,2,3,3,2,2,3,3,1,1,2,3,2,1,3,2,3,4,4,4,2,3,2,1,1,3,1,1,4,6,1,3,2,2,2,115,1248,2,0,0,0,0,3,2,1,4,1,1,2,3,1,3,3,2,2,1,2,2,2,5,2,1,2,3,1,11,6,1
1,115,1249,2,4,5,7,7,4,1,6,8,3,7,33,1,1,33,4,2,2,1,2,2,2,2,3,3,2,1,1,4,2,9,2,4,3,2,3,5,4,2,2,3,3,3,1,3,2,3,3,3,3,3,3,3,2,1,3,2,2,1,2,1,2,3,1,2,115,1249,2,2,1,2,2,2,3,1,4,1,1,2,3,1,3,3,2,2,1,2,1,3,4,3,3,2,3,1,15,37,2
1,115,1250,2,2,7,7,7,3,1,8,8,4,6,14,1,1,13,3,2,1,2,2,1,2,1,3,1,2,3,3,2,1,1,2,2,3,1,3,3,3,5,1,3,2,4,2,2,2,2,3,3,4,3,4,3,2,1,3,4,1,1,6,1,1,3,2,2,115,1250,2,0,0,0,0,2,2,1,4,2,1,5,3,1,3,3,2,1,1,1,1,1,2,3,3,3,1,1,11,79,1
1,115,1251,2,5,5,7,7,4,1,11,11,2,4,13,1,1,13,4,2,1,2,1,1,2,1,2,1,2,1,1,4,1,1,2,2,3,6,3,5,3,2,3,2,2,4,1,3,1,3,4,3,5,2,1,2,1,2,3,2,1,2,6,1,1,3,2,2,115,1251,2,0,0,1,0,2,2,1,4,1,2,6,3,1,2,3,4,2,2,2,1,2,2,1,1,2,2,1,15,41,5
1,115,1252,2,3,6,7,7,4,1,7,8,2,3,14,1,1,4,5,1,2,1,2,3,1,4,3,3,3,2,1,4,5,2,2,4,3,1,3,3,4,2,1,3,2,4,1,1,1,4,4,4,4,2,3,4,2,2,3,2,4,1,2,5,2,3,2,2,115,1252,2,0,0,0,0,4,2,1,4,1,1,1,3,1,3,1,4,2,2,2,2,3,1,3,1,2,1,1,14,171,4
1,115,1253,2,5,7,7,6,3,1,9,8,1,7,22,1,1,13,8,2,2,1,2,2,2,5,2,2,2,2,1,4,4,7,1,4,3,6,3,3,3,2,4,3,6,3,1,3,2,4,5,4,4,2,1,2,1,3,4,1,3,1,6,1,1,3,2,2,115,1253,2,0,0,0,0,2,4,1,1,2,1,1,3,3,3,3,1,1,1,1,1,2,3,3,1,3,2,1,11,4,2
1,115,1254,2,3,5,7,7,5,1,8,8,4,4,3,1,1,3,5,1,1,1,2,1,1,2,2,2,1,2,1,3,2,1,2,2,3,1,3,5,3,1,1,2,2,2,1,3,1,2,2,2,2,3,1,4,1,1,3,2,3,1,5,1,2,2,2,2,115,1254,2,0,0,0,0,1,1,2,4,2,2,1,3,1,3,3,2,2,1,1,1,3,4,2,1,2,1,1,11,68,1
1,115,1255,2,1,5,7,6,1,1,10,3,4,2,3,1,1,3,5,2,1,3,3,3,1,2,2,2,3,2,4,4,6,7,1,4,2,1,2,5,3,1,1,4,4,2,2,1,1,4,4,5,5,3,4,3,1,2,1,1,3,2,5,6,3,2,2,2,115,1255,2,0,0,0,0,1,4,3,2,2,2,4,3,1,3,1,2,2,1,2,1,3,3,2,1,3,3,1,15,35,5
1,115,1256,2,1,3,7,5,3,1,10,8,4,2,4,1,1,4,6,1,3,1,2,2,1,4,3,3,2,2,1,1,4,7,2,2,3,1,3,3,3,3,1,2,1,2,1,3,2,2,4,4,5,2,2,1,2,2,3,5,1,2,2,1,3,1,2,2,115,1256,2,0,0,0,0,2,2,1,4,1,2,4,3,2,3,3,3,1,1,1,1,3,2,2,1,2,2,1,15,38,5
1,115,1257,2,3,4,7,5,4,2,3,6,4,2,3,1,1,2,6,2,3,1,2,3,1,4,3,3,3,2,1,4,3,9,1,4,3,1,2,3,4,2,2,4,4,4,1,1,1,3,4,4,5,3,3,3,2,2,3,5,2,2,5,1,3,3,2,2,115,1257,2,0,0,0,0,1,2,1,4,2,1,3,3,1,3,1,2,2,1,2,2,3,3,3,1,2,1,1,8,53,5
1,115,1258,2,1,4,7,5,4,1,3,3,4,1,3,1,1,3,8,2,3,1,2,2,3,4,2,3,2,1,1,3,3,9,2,3,2,2,2,4,4,1,1,3,3,3,2,1,1,3,3,3,4,3,3,4,2,2,3,5,4,1,2,1,2,2,2,2,115,1258,2,0,0,0,0,3,1,3,0,2,2,3,3,1,3,0,2,1,1,1,1,3,4,2,1,2,1,1,10,115,5
1,115,1259,2,5,5,7,2,3,1,6,8,3,7,33,1,1,32,9,2,1,3,2,1,2,1,1,2,1,1,1,3,3,9,1,4,2,2,3,3,3,2,1,2,3,3,2,2,4,3,3,3,3,2,4,3,2,1,3,1,1,2,1,1,2,3,2,2,115,1259,2,0,0,0,0,3,2,1,4,1,2,6,3,1,3,3,3,1,2,2,1,1,3,2,1,1,1,1,15,14,2
1,115,1260,2,3,5,7,2,3,1,5,4,3,7,24,1,1,24,4,1,2,1,2,1,1,3,3,1,1,1,1,4,0,1,2,3,2,2,3,3,3,2,2,1,3,4,1,3,2,3,4,4,4,3,4,3,3,1,3,1,2,6,0,1,2,2,2,2,115,1260,2,0,0,0,0,2,1,1,1,1,1,2,3,1,3,3,2,1,1,1,1,3,2,2,1,2,1,1,5,21,5
1,115,1261,2,6,7,7,3,3,1,8,8,3,8,35,1,1,9,8,1,1,2,3,1,2,2,3,1,2,1,1,4,5,9,1,4,2,1,2,4,4,2,3,4,4,4,1,3,1,4,4,4,4,2,2,2,1,2,4,1,3,3,5,1,2,3,2,2,115,1261,2,0,0,0,0,2,2,1,4,1,1,7,1,1,1,3,4,2,1,1,1,1,3,3,1,3,3,1,11,55,1
1,115,1262,2,4,7,7,3,4,1,11,11,1,6,25,1,1,25,6,2,1,2,1,1,1,3,3,2,1,2,1,2,1,1,1,1,1,2,2,5,0,2,1,1,4,4,2,1,2,3,3,3,4,3,2,3,2,2,3,1,1,1,3,5,2,3,2,2,115,1262,2,0,0,0,0,2,1,1,4,2,1,11,3,5,4,4,2,1,1,2,1,3,3,3,1,1,0,1,14,110,5
1,115,1263,2,5,7,7,4,1,1,5,8,1,7,25,1,1,8,3,1,2,1,2,1,1,3,2,2,1,2,1,4,2,1,2,4,2,1,2,5,3,3,1,1,2,4,1,3,3,1,1,1,1,3,4,3,1,1,4,1,1,6,0,1,2,1,2,2,115,1263,2,0,0,0,0,2,2,1,4,2,2,11,3,5,4,4,2,1,1,1,1,1,3,1,2,2,2,1,11,102,2
1,115,1264,2,3,9,4,3,1,1,11,1,3,6,28,1,1,26,9,2,1,2,3,2,2,3,1,1,2,1,1,4,4,1,1,4,1,1,2,5,3,1,2,1,4,4,1,3,1,5,5,4,5,1,4,3,4,1,4,1,3,2,3,1,2,3,2,2,115,1264,2,0,0,0,0,4,1,1,3,2,2,7,2,4,3,3,4,2,2,2,2,1,1,3,1,2,1,1,3,8,5
1,115,1265,2,6,8,4,3,2,1,9,9,3,9,36,1,1,24,9,2,1,3,1,1,2,1,1,1,1,1,1,1,1,1,1,1,2,1,3,3,4,1,1,2,6,2,1,0,0,1,1,1,1,0,2,0,1,1,2,1,1,4,0,1,0,2,2,2,115,1265,2,0,0,0,0,2,1,1,4,1,1,0,3,0,0,0,1,1,1,1,1,3,0,0,3,1,0,1,5,14,5
1,115,1266,2,4,8,5,2,5,1,6,6,3,8,38,1,1,38,9,2,1,2,1,1,2,1,2,1,1,1,1,1,1,1,1,0,1,1,2,3,2,1,1,2,2,2,1,2,3,1,1,1,1,1,2,3,1,2,3,1,1,1,3,1,2,2,2,2,115,1266,2,0,0,0,0,3,4,1,4,1,1,5,1,1,3,3,1,1,1,1,1,2,1,3,1,1,1,1,6,3,5
1,115,1267,2,2,8,4,2,1,1,11,8,3,0,45,1,1,8,3,1,2,3,1,2,2,1,1,2,1,1,2,1,1,2,2,3,2,1,3,3,2,1,1,2,2,2,1,3,3,3,1,2,5,1,2,3,1,1,2,1,1,2,2,3,2,1,2,2,115,1267,2,0,0,0,0,2,2,2,4,1,1,3,3,0,3,2,3,1,0,0,1,3,4,3,1,1,0,1,14,147,5
1,115,1268,2,4,8,5,1,4,1,3,3,3,8,40,1,1,1,2,2,1,2,1,2,2,1,3,1,1,1,3,1,1,1,1,3,2,1,3,3,4,1,1,4,6,4,2,3,1,2,4,2,4,1,4,3,1,3,4,2,3,2,6,1,3,2,2,2,115,1268,2,0,0,0,0,3,1,2,4,2,1,11,3,5,4,4,2,1,1,1,2,1,2,3,1,2,1,1,12,3,5
1,115,1269,2,2,8,5,3,2,1,3,8,1,6,24,1,1,8,4,2,1,1,2,2,1,2,2,2,2,3,1,4,5,1,2,4,3,2,3,3,3,4,1,3,3,3,1,3,1,2,4,4,4,3,3,3,3,2,2,2,3,1,6,1,2,3,1,2,115,1269,2,2,2,1,1,3,2,1,2,2,2,3,3,1,2,3,4,2,2,2,1,3,1,3,1,2,1,1,13,102,5
1,115,1270,2,2,8,5,3,2,1,7,10,1,6,24,1,1,23,6,1,2,1,2,2,2,3,3,3,2,2,1,3,2,2,1,1,3,1,2,4,4,2,1,2,2,2,2,1,1,2,2,2,3,3,3,3,2,2,3,1,1,5,1,4,1,1,2,2,115,1270,2,0,0,0,0,3,1,3,2,1,1,6,3,1,3,3,3,2,1,2,1,2,2,1,1,2,1,1,8,8,4
1,115,1271,2,4,8,5,3,5,1,9,9,1,6,24,1,1,24,4,1,2,1,2,2,3,2,2,2,2,1,1,2,1,1,2,1,2,1,2,3,3,1,1,3,1,2,1,3,1,2,2,2,2,2,1,3,1,2,3,1,1,1,2,1,3,2,2,2,115,1271,2,0,0,0,0,3,2,1,4,1,2,4,3,1,3,3,3,1,1,1,1,3,4,3,3,3,1,1,13,119,5
1,115,1272,2,1,8,2,3,2,1,6,3,1,6,25,1,1,18,4,1,2,1,2,2,1,3,1,1,1,2,1,2,2,1,1,4,3,1,2,5,4,1,1,4,2,2,2,3,1,2,3,2,2,3,4,4,2,2,3,1,1,2,4,2,3,3,2,2,115,1272,2,0,0,0,0,1,2,1,4,1,1,7,3,1,3,3,2,1,1,1,2,3,3,3,3,2,1,1,14,36,3
1,115,1273,2,1,8,5,4,1,1,6,8,3,6,25,1,1,3,4,1,1,1,1,3,2,5,3,1,2,2,1,2,5,1,2,1,3,1,2,5,4,1,1,4,3,1,1,3,2,2,4,4,4,2,4,1,1,3,3,2,2,1,2,5,2,1,2,2,115,1273,2,0,0,0,0,3,2,1,3,1,1,3,3,1,3,3,1,1,1,1,1,1,2,1,1,2,3,1,15,32,2
1,115,1274,2,6,8,5,2,5,1,8,8,3,7,25,1,1,24,8,1,1,1,2,2,3,3,2,1,3,1,1,4,4,1,2,4,3,2,3,3,4,2,2,3,2,4,1,3,1,2,3,3,3,3,4,3,4,2,3,2,2,2,6,5,3,3,2,2,115,1274,2,0,0,1,2,2,2,1,4,1,1,4,3,4,2,1,2,2,1,2,2,1,3,2,1,2,1,1,11,111,1
