CARD.,DECK.,BALLOT.,Q.1.,Q.2.,Q.3.,Q.4.,Q.5.,Q.6.,Q.7.,Q.7..1,Q.8A.,Q.8B.,Q.9.,Q.9..1,Q.10.,Q.11.,Q.12.,Q.13.,Q.17.,Q.18.,Q.19.,Q.20.,Q.21.,Q.22.,Q.23.,Q.24.,Q.25.,Q.26.,Q.27.,Q.28.,Q.29.,Q.30.,Q.31.,Q.32.,Q.33.,Q.34.,Q.35.,Q.36.,Q.37A.,Q.38A.,Q.38B.,Q.38C.,Q.38D.,Q.38E.,Q.38F.,Q.38G.,Q.38H.,Q.38I.,Q.38J.,Q.38K.,Q.38L.,Q.38M.,Q.39A.,Q.39B.,Q.39C.,Q.39D.,Q.39E.,Q.40.,Q.41.,Q.42.,Q.43.,Q.43..1,Q.43..2,CARD..1,DECK..1,BALLOT..1,X.,X..1,Q.44.,Q.45.,Q.46.,Q.47.,Q.48.,Q.49.,Q.49..1,Q.49..2,Q.49..3,Q.49..4,Q.49..5,Q.49..6,Q.49..7,Q.49..8,Q.49..9,Q.49..10,Q.49..11,Q.49..12,Q.50.,Q.51.,Q.52.,Q.53.,Q.54.,Q.55.,Q.56.,Q.57A.,Q.57B.,Q.57C.,Q.57D.,Q.57E.,Q.57F.,Q.57G.,Q.58.,Q.59.,Q.60.,Q.61.,Q.62.,Q.63.,Q.64.,Q.65.,Q.66.,Q.68.,Q.70.,Q.71.,Q.72.,Q.73.,Q.74.,Q.75.,Q.76.,Q.77.,Q.78.,Q.79.,Q.80.,Q.81.,Q.81..1,Q.81..2,Q.81..3,Q.81..4,Q.82.,V.83.,V.84.,V.85.,V.86.
1,141,38,2,4,1,6,5,4,3,31,2,5,9,3,7,9,5,2,74,5,3,1,5,3,1,2,2,3,3,3,4,4,2,3,3,2,1,1,2,2,2,2,2,2,1,2,2,2,2,1,2,1,2,2,2,2,2,2,1,1,2,2,2,2,141,38,1,2,1,2,6,6,5,2,1,2,2,2,2,2,2,2,2,2,1,2,2,1,2,4,3,1,4,2,2,1,2,2,2,1,3,2,1,1,2,2,2,3,2,3,3,2,2,2,2,2,2,3,1,2,1,2,2,1,2,2,2,0,2,48,3
1,141,39,8,9,2,6,5,4,7,74,1,7,3,3,6,9,6,2,73,1,1,1,4,3,4,2,4,1,0,0,0,2,0,0,3,4,1,1,1,1,1,0,1,2,1,2,1,2,2,1,2,2,2,2,2,2,2,2,1,1,2,2,2,2,141,39,2,1,1,1,2,2,1,2,2,2,2,2,2,2,2,2,1,2,1,2,1,3,4,2,4,1,3,2,2,2,2,1,2,1,1,3,3,1,2,2,0,3,2,4,1,2,2,5,4,4,2,3,1,2,1,1,2,2,2,2,2,0,2,21,4
1,141,40,4,9,2,6,6,4,4,46,2,3,3,2,2,7,3,6,77,4,1,1,1,4,1,3,3,1,0,1,1,1,1,2,2,2,1,1,1,2,1,2,2,1,1,1,2,2,2,2,2,2,2,2,2,2,2,3,2,1,2,2,2,2,141,40,1,2,1,1,2,2,2,2,1,2,1,1,2,2,2,1,1,2,2,2,3,2,4,2,4,1,3,2,2,2,2,2,1,1,1,1,3,1,2,2,2,3,4,1,2,2,2,2,3,2,3,3,1,1,1,1,2,2,2,2,2,0,2,315,4
1,141,41,2,9,2,6,5,4,1,14,1,1,1,3,1,6,3,5,99,2,1,1,1,3,1,3,4,1,0,2,3,1,1,1,3,4,1,1,1,0,0,0,0,0,0,0,0,3,1,1,0,0,0,0,1,0,0,1,2,1,2,2,2,2,141,41,1,2,2,2,2,1,1,1,2,2,1,2,1,2,2,2,2,2,2,2,1,3,4,4,2,2,4,2,1,2,2,1,2,1,1,3,2,1,2,1,2,2,2,3,1,2,1,5,2,4,2,4,1,2,1,2,1,2,2,2,2,0,2,353,3
1,141,42,2,5,1,6,5,1,7,72,1,7,7,1,6,10,5,11,80,2,3,1,2,3,1,3,3,1,0,1,1,1,1,1,3,1,1,1,1,1,2,2,1,2,1,2,1,2,1,2,2,2,2,2,1,2,2,1,2,2,2,2,2,2,141,42,1,2,1,1,4,4,2,2,2,2,1,2,2,2,2,2,2,2,1,2,2,3,1,2,3,3,3,2,2,1,2,1,2,1,1,3,4,1,2,2,2,3,2,3,3,2,2,3,3,4,3,4,1,4,1,1,2,2,2,2,2,0,2,117,4
1,141,43,2,9,1,6,6,6,8,84,1,8,0,4,4,7,4,6,99,0,1,3,7,2,1,3,3,2,2,1,1,1,1,2,3,3,2,1,1,1,1,0,1,1,1,0,0,3,0,0,1,0,2,0,1,2,2,2,3,2,2,2,1,2,141,43,2,2,2,2,3,3,2,1,1,2,1,2,2,1,2,2,1,2,2,2,2,3,3,3,3,3,3,1,1,2,2,1,2,2,1,3,4,1,2,2,2,2,2,2,2,3,1,4,3,2,4,4,1,1,3,2,2,1,2,2,1,0,2,140,4
1,141,44,3,3,1,6,5,2,3,35,1,3,0,4,4,7,2,6,89,1,1,2,4,5,1,3,3,1,3,3,2,1,1,2,2,2,2,1,1,1,1,2,1,2,1,1,1,2,1,1,2,2,2,1,1,2,2,2,2,2,1,2,2,2,141,44,2,2,1,2,5,5,2,1,1,2,1,2,2,1,2,2,1,2,2,2,2,4,4,4,4,3,4,2,2,2,2,2,1,2,2,1,3,2,2,1,2,2,4,3,3,1,2,2,3,3,5,4,1,1,2,1,2,2,2,2,1,0,2,281,3
1,141,45,2,7,1,6,8,6,9,93,1,9,9,1,6,9,3,6,82,0,3,3,7,3,1,2,3,3,3,1,1,1,1,3,2,3,2,2,1,2,1,2,2,2,2,1,1,1,2,2,2,1,2,2,2,0,2,2,3,2,2,2,2,2,141,45,1,2,1,3,5,5,3,2,2,2,2,2,2,2,2,2,1,2,1,2,3,3,1,2,3,3,4,2,2,2,2,1,1,2,2,1,3,1,1,1,2,3,4,1,2,2,1,2,3,3,4,4,2,2,1,2,2,1,2,2,2,0,2,236,3
1,141,46,1,9,2,6,5,5,5,57,1,5,5,1,3,9,5,11,82,1,1,1,4,2,1,2,4,2,3,3,3,3,2,2,3,2,1,2,1,1,1,2,2,2,1,1,1,2,1,2,2,1,2,2,1,2,2,1,3,2,2,2,2,2,141,46,1,2,1,1,4,2,2,2,2,2,1,2,2,2,2,2,2,2,1,2,1,2,3,1,4,3,4,1,2,2,2,1,2,2,1,3,4,1,2,2,2,4,4,1,1,2,2,4,4,4,2,4,1,3,1,1,2,2,2,2,2,0,2,254,3
1,141,47,2,4,1,6,7,4,1,11,1,1,1,1,7,9,8,6,99,0,1,3,1,3,1,1,1,1,1,4,4,4,1,2,1,4,1,3,1,0,0,0,0,0,0,0,1,3,0,1,0,0,0,0,0,0,0,1,1,3,2,1,2,2,141,47,2,2,1,1,6,6,5,2,2,2,2,2,2,2,2,2,2,2,1,2,3,4,0,3,4,3,3,2,1,3,2,2,1,2,1,1,4,1,2,2,2,3,3,1,3,2,2,6,5,5,5,4,1,3,2,1,2,2,2,2,1,0,2,275,3
1,141,48,6,10,1,5,6,5,2,22,1,2,2,1,6,9,5,11,74,0,3,3,7,2,1,3,4,2,3,3,2,1,2,2,3,3,1,1,1,1,1,2,1,2,1,2,2,2,2,2,2,1,2,2,2,2,2,2,3,2,1,2,2,2,141,48,2,2,1,2,6,2,5,2,1,2,1,2,2,2,2,1,1,2,2,2,1,3,2,2,2,1,1,2,1,2,2,2,2,2,1,3,4,1,2,2,2,4,2,1,2,2,2,2,2,2,3,1,2,3,1,2,2,1,2,2,2,0,5,445,3
1,141,49,4,3,1,5,5,6,2,23,1,2,2,1,6,10,7,5,80,0,3,1,1,3,1,3,3,1,0,1,1,1,1,2,1,4,3,2,1,0,0,0,0,0,0,0,0,3,0,1,0,1,0,0,0,0,0,3,2,1,2,2,2,2,141,49,2,1,4,2,5,6,4,2,2,2,1,2,2,2,2,2,2,2,1,2,1,4,1,2,2,3,3,2,1,2,2,1,2,1,1,3,3,2,2,2,2,3,3,2,4,3,2,1,2,1,5,1,3,2,2,2,2,1,2,2,1,0,5,261,4
1,141,50,3,10,2,5,6,4,1,14,1,1,0,4,4,6,2,6,80,3,3,2,1,2,1,3,4,3,2,4,1,2,4,2,3,3,1,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,2,2,2,1,2,2,2,2,2,141,50,1,2,1,1,6,6,5,2,1,1,2,2,2,2,2,2,1,2,1,2,3,0,4,2,3,2,3,2,1,2,2,1,1,2,4,3,4,2,2,2,2,1,2,3,1,2,1,5,6,5,2,1,1,5,1,2,2,2,2,1,7,0,5,279,3
1,141,51,1,10,3,5,6,6,6,62,1,6,6,1,2,9,4,6,99,0,1,3,7,3,1,3,4,2,3,1,1,1,1,1,3,4,3,2,3,1,2,2,1,2,2,2,2,1,2,2,2,1,2,2,2,2,2,2,3,2,1,2,2,2,141,51,2,2,1,2,5,5,2,1,2,2,1,2,2,2,2,2,1,2,1,2,1,4,4,2,3,1,4,2,2,1,2,2,1,2,1,3,4,1,2,2,2,2,2,3,3,2,2,1,2,2,4,2,1,2,1,2,2,2,1,2,1,0,5,163,4
1,141,52,2,4,1,5,5,4,9,93,1,9,9,1,7,9,4,4,99,1,3,2,1,2,1,3,4,1,0,1,1,1,2,2,1,4,1,3,1,1,0,0,0,0,1,0,0,3,0,0,0,1,2,2,1,2,2,2,1,3,2,1,2,2,141,52,2,2,2,2,3,2,2,1,2,2,1,2,2,2,2,2,1,2,1,2,2,2,3,1,4,3,3,2,1,2,2,1,1,1,0,1,3,3,2,2,2,3,4,2,2,2,3,2,3,3,3,2,1,2,1,2,1,1,2,2,7,0,5,52,4
1,141,53,6,5,2,5,6,6,6,62,1,6,6,1,3,6,3,5,82,3,1,2,1,2,1,2,2,1,0,3,3,3,3,2,3,2,1,2,2,1,0,0,0,0,1,0,0,3,1,0,1,1,2,0,0,0,0,4,2,2,2,2,2,2,141,53,1,2,1,2,1,2,1,2,2,1,2,2,2,2,2,2,2,2,1,2,1,0,0,2,2,3,2,1,2,2,2,2,1,1,4,3,2,0,2,2,2,2,3,3,3,1,2,1,2,2,3,2,1,1,1,1,2,2,2,2,1,0,5,500,3
1,141,54,1,11,1,5,5,5,1,15,1,1,1,1,3,10,1,6,99,3,1,1,1,0,1,3,4,1,0,1,1,1,1,1,1,4,2,2,2,1,0,1,2,2,1,2,1,2,2,1,2,1,2,2,2,2,2,4,2,2,2,2,2,2,141,54,1,2,2,5,6,4,5,2,1,2,1,2,2,1,2,2,2,2,1,2,2,3,4,2,4,3,4,2,2,2,2,2,1,2,1,1,0,1,2,2,2,3,3,4,2,2,2,2,4,4,2,2,1,2,1,2,2,1,2,2,7,0,5,41,4
1,141,55,1,9,2,5,5,2,1,14,1,1,1,1,3,9,6,7,80,1,0,0,4,1,0,0,0,0,0,0,0,0,0,0,4,3,3,1,3,1,2,1,2,2,1,2,2,1,1,2,2,2,1,2,1,2,2,4,2,3,2,2,2,2,141,55,2,1,1,1,1,4,0,2,2,2,2,2,2,2,2,2,2,2,2,1,4,4,0,0,0,0,0,1,1,2,1,1,1,2,0,3,4,3,2,2,2,4,3,4,3,1,2,1,2,2,5,2,1,1,2,2,2,2,2,1,1,0,5,319,4
1,141,56,1,10,1,5,8,6,2,23,1,2,2,1,6,9,4,11,82,1,1,1,4,1,0,3,4,0,0,0,0,0,0,0,0,4,1,1,1,1,0,1,1,1,1,1,0,1,1,0,1,0,2,2,1,2,2,2,2,2,2,2,2,2,141,56,2,1,1,1,4,4,1,2,1,2,1,2,2,2,2,2,1,2,1,2,3,2,4,3,1,3,3,2,2,2,2,2,2,1,2,4,3,1,2,2,2,3,4,1,1,1,2,2,2,2,1,2,2,1,1,2,2,1,2,2,1,0,5,505,4
1,141,57,1,0,1,5,4,5,1,14,1,1,1,1,3,9,5,6,99,5,3,2,5,2,1,3,3,3,3,3,3,1,2,2,1,2,3,1,1,0,1,0,0,0,0,1,0,3,0,0,0,0,0,0,0,0,1,2,3,2,1,2,2,2,141,57,2,2,1,2,7,2,2,2,2,2,1,2,2,2,2,2,2,2,1,2,3,3,4,2,4,0,4,1,2,1,2,2,1,2,2,2,1,1,2,2,0,2,2,3,1,2,2,2,2,2,3,2,1,1,1,2,2,2,1,2,1,0,5,104,3
1,141,58,6,10,2,5,6,5,1,12,1,1,1,1,0,0,3,9,82,4,1,1,1,1,1,3,4,1,3,2,2,1,2,3,2,4,2,3,1,2,2,1,0,0,1,0,2,2,2,1,2,2,0,0,0,0,0,2,0,1,2,2,2,2,141,58,2,1,1,2,7,5,1,2,1,2,1,2,2,2,2,2,2,2,1,2,1,3,0,2,1,3,3,1,2,2,2,1,1,2,1,1,3,2,2,2,2,3,3,1,1,2,1,2,5,4,1,2,1,3,1,1,2,2,2,2,1,0,5,21,4
1,141,59,1,8,3,5,3,6,9,93,1,9,9,1,4,6,3,7,99,1,1,1,4,1,1,3,4,2,0,1,1,1,3,4,4,4,2,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,2,1,2,2,1,4,3,1,2,2,2,141,59,2,2,1,2,4,4,1,2,1,2,2,2,2,2,2,2,2,2,1,2,2,1,3,2,3,0,2,0,4,2,1,2,1,0,3,3,2,3,2,2,2,3,3,1,4,3,2,6,5,5,2,2,4,2,1,1,2,2,2,2,1,0,5,414,4
1,141,60,2,4,1,5,5,7,2,23,1,2,2,1,6,6,4,3,80,0,1,3,1,3,2,2,3,2,3,1,2,1,1,1,1,2,1,3,3,1,2,1,2,2,1,2,2,1,2,1,2,2,1,2,1,2,2,5,2,2,2,2,2,2,141,60,1,2,2,1,6,6,5,1,2,2,2,2,2,1,2,2,2,2,1,2,4,0,2,1,2,4,3,2,1,2,1,2,1,1,2,1,3,3,2,2,2,4,4,3,3,3,3,6,6,3,3,2,1,3,2,2,2,1,2,2,1,0,5,288,4
1,141,61,4,2,1,5,5,6,3,33,1,3,3,1,4,9,7,11,82,1,1,1,3,1,1,3,4,1,3,1,1,1,1,2,2,4,1,2,2,1,2,1,2,2,1,2,2,1,1,1,1,2,2,2,1,2,2,1,2,1,1,2,2,2,141,61,2,2,2,2,6,3,5,2,1,1,2,2,2,2,2,2,1,2,1,2,2,1,1,4,3,2,4,2,2,2,1,1,2,1,1,3,4,3,2,2,2,4,2,3,2,3,1,1,3,2,2,2,1,2,1,1,2,2,2,2,7,0,5,494,4
1,141,62,4,4,2,5,5,1,5,55,1,5,5,1,6,9,4,5,80,2,1,3,3,2,3,2,4,2,3,4,1,1,2,2,3,1,1,1,2,1,1,1,2,2,1,2,1,2,2,2,0,1,0,0,0,0,0,1,2,2,2,1,2,2,141,62,2,2,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,3,2,2,1,2,4,3,2,2,2,2,1,1,2,1,2,3,2,2,2,2,2,2,1,1,2,2,5,4,5,3,2,1,2,2,2,2,2,1,2,1,0,5,257,3
1,141,63,1,3,1,5,6,6,2,23,1,2,2,1,6,10,5,10,99,2,3,3,4,3,2,2,2,2,3,4,4,2,2,3,3,2,1,2,1,2,1,2,2,2,1,1,2,1,1,2,2,1,2,2,1,2,2,1,2,2,2,2,2,2,141,63,2,1,1,1,6,4,1,2,2,2,1,1,2,2,1,2,1,2,2,2,3,3,4,2,2,3,3,2,2,2,2,1,2,1,3,2,4,1,2,2,0,4,2,3,2,2,1,2,2,4,3,2,1,1,1,2,2,2,1,2,7,0,5,218,3
1,141,64,2,5,1,5,6,5,3,33,1,3,3,1,9,11,7,12,99,2,3,2,5,5,1,3,3,1,3,1,1,1,1,3,3,4,3,1,1,1,1,1,2,2,1,1,2,2,2,1,2,1,2,2,1,2,1,1,2,2,2,1,2,2,141,64,2,2,1,2,5,2,1,1,2,1,2,2,2,2,2,2,1,2,1,2,1,3,4,2,4,1,3,1,2,2,2,1,1,1,2,2,1,1,1,1,2,2,2,3,2,1,2,2,2,3,3,2,2,1,1,2,2,2,1,2,2,0,5,219,4
1,141,65,1,10,2,5,5,5,2,21,1,2,2,1,1,6,1,6,80,1,1,1,4,2,1,3,3,2,0,3,1,1,1,2,3,4,2,1,1,1,1,1,1,0,1,0,0,3,0,1,0,1,2,2,2,2,2,2,2,1,2,2,2,2,141,65,2,1,1,1,4,5,2,1,2,2,1,2,2,1,2,2,1,2,2,2,1,3,4,2,4,1,3,2,2,2,2,1,1,2,1,3,4,1,2,2,2,3,4,3,3,3,1,5,2,5,5,2,1,2,2,2,2,2,1,2,1,0,5,17,3
1,141,66,2,10,2,5,5,5,3,35,1,3,3,1,4,7,2,6,76,1,2,1,4,1,1,3,4,1,2,1,1,1,2,2,1,4,1,2,2,1,2,2,1,2,1,2,2,1,2,2,2,2,2,2,2,2,1,2,4,2,2,2,2,2,141,66,1,2,2,3,6,3,5,2,1,2,2,2,2,2,2,2,2,2,1,2,3,1,3,2,1,1,3,2,1,1,2,2,1,2,1,1,3,1,1,2,1,1,2,3,4,2,2,1,2,3,3,2,2,1,1,2,2,2,1,2,1,0,5,79,4
1,141,67,6,10,1,5,6,4,1,12,1,1,1,1,3,7,3,5,74,1,1,1,4,1,1,3,4,2,3,3,1,1,2,2,3,4,1,2,1,1,1,2,1,2,1,2,2,2,2,2,2,1,2,2,2,2,2,2,3,2,2,1,2,2,141,67,2,2,2,3,6,2,5,2,1,2,2,2,2,2,2,2,1,2,1,2,3,0,3,2,3,2,3,1,2,2,1,1,2,1,1,1,3,1,2,2,2,2,2,3,1,2,3,2,3,3,2,2,1,3,1,2,2,1,2,2,1,0,5,34,3
1,141,68,4,3,2,5,5,4,9,93,1,9,9,1,4,6,2,6,99,1,1,2,4,3,2,3,3,3,2,4,2,2,2,2,1,2,2,3,1,2,1,1,2,2,1,2,2,2,2,1,2,1,2,2,1,2,2,2,3,2,2,2,2,2,141,68,1,2,1,2,6,4,3,2,1,2,1,1,2,2,2,2,2,2,1,2,3,2,1,1,2,4,3,2,1,2,2,1,1,2,1,1,3,1,2,2,2,3,4,2,4,1,4,1,2,2,3,2,2,4,3,1,2,2,2,2,1,0,5,456,3
1,141,69,2,9,2,5,5,2,5,55,1,5,5,1,3,7,3,11,80,0,1,2,1,3,1,2,4,1,0,2,1,2,2,2,3,3,2,2,1,0,0,1,0,2,1,1,2,1,2,1,2,1,2,2,1,2,2,2,2,2,2,2,2,2,141,69,2,1,1,2,4,4,2,2,2,2,2,2,2,1,2,2,2,2,1,2,2,3,4,2,4,1,3,2,2,2,2,1,2,2,1,3,4,1,2,2,2,4,4,4,1,2,2,4,3,4,2,2,1,3,1,2,2,2,2,1,1,0,5,295,4
1,141,70,4,11,1,5,5,6,2,21,1,2,2,1,5,10,9,2,41,8,2,1,4,2,4,3,3,3,3,4,4,2,3,3,3,3,2,1,1,1,1,2,1,2,1,2,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,141,70,2,2,1,2,1,2,2,2,1,2,1,2,2,2,2,2,1,2,1,2,2,3,4,2,4,1,4,2,2,2,2,1,2,1,1,1,4,1,2,2,2,4,4,3,1,2,2,3,3,3,3,3,1,5,2,1,2,2,2,2,2,6,3,302,1
1,141,71,6,11,2,5,6,5,2,23,1,2,2,1,2,6,1,11,41,1,1,1,4,1,1,3,4,1,0,2,3,3,3,3,1,4,2,1,1,1,1,2,2,2,1,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,1,2,2,141,71,2,2,3,1,3,4,3,2,1,2,2,2,2,2,2,2,1,2,1,2,1,3,4,2,4,1,3,1,2,2,2,2,2,2,1,1,3,1,2,2,0,4,4,1,3,2,2,1,2,1,5,2,1,1,2,1,2,2,2,2,1,0,3,308,3
1,141,72,6,7,2,5,6,5,6,63,1,6,6,1,6,9,5,2,41,1,1,1,1,1,1,3,4,1,3,2,1,1,3,2,3,2,2,1,2,1,0,0,0,2,1,1,2,2,2,0,0,0,2,2,2,2,2,2,3,2,2,1,2,2,141,72,2,2,2,1,4,4,3,2,2,2,2,2,2,2,2,2,1,2,1,2,3,2,2,2,2,4,3,2,2,2,2,1,2,1,1,3,2,1,2,1,2,3,2,4,2,2,1,1,4,2,5,4,1,1,2,1,2,2,2,2,2,0,3,303,4
1,141,73,8,9,1,5,7,5,3,33,1,3,0,4,3,10,4,6,41,8,2,3,4,3,2,3,3,3,3,4,4,1,2,2,2,4,4,1,1,2,1,0,2,2,1,1,1,1,2,2,2,2,2,2,2,2,2,4,5,3,2,2,1,2,141,73,2,2,4,5,5,6,3,2,2,2,2,2,2,2,2,2,2,2,2,1,4,3,4,2,4,3,3,2,1,2,3,2,1,2,1,3,3,1,2,2,2,3,3,4,3,2,4,1,4,1,4,5,1,1,2,1,2,2,2,2,1,6,3,305,1
1,141,74,8,6,2,5,6,5,6,63,1,6,0,4,6,11,9,7,43,8,2,3,4,3,3,2,2,2,3,4,1,1,2,1,2,1,1,3,1,1,1,2,1,1,1,2,2,2,1,2,2,2,2,1,1,1,2,1,2,2,2,1,2,2,141,74,2,2,1,2,2,2,2,2,2,2,1,2,2,1,2,2,1,2,1,2,3,4,4,2,2,1,3,1,2,1,2,1,2,1,1,1,3,1,2,2,2,2,2,1,1,2,1,6,4,4,3,2,1,1,1,1,2,2,2,2,2,2,2,11,2
1,141,75,8,7,2,5,8,4,7,74,1,7,7,1,2,7,4,11,42,8,2,1,2,3,4,2,2,3,3,0,0,0,0,0,3,2,1,1,1,1,1,1,1,2,1,1,2,2,1,1,2,1,2,2,1,2,2,2,2,1,2,2,2,2,141,75,1,2,1,1,2,2,1,1,2,2,1,2,1,2,2,1,1,2,2,2,1,3,4,1,4,4,4,1,2,2,2,1,2,1,1,2,2,1,2,2,2,2,2,3,1,2,1,5,5,5,1,9,1,5,1,2,2,2,1,2,2,2,4,291,2
1,141,76,6,10,1,5,6,4,4,43,1,4,0,4,3,7,3,11,43,3,0,1,1,3,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,2,2,1,2,2,1,2,2,2,1,2,2,141,76,2,2,2,2,2,2,2,2,1,2,1,2,2,1,2,2,1,2,2,2,2,0,1,0,3,0,4,2,1,2,2,1,2,1,0,3,3,1,2,2,2,4,2,3,2,1,0,3,4,4,2,5,1,3,1,2,2,1,2,2,1,0,3,204,4
1,141,77,6,5,1,5,5,4,5,55,1,5,5,1,6,7,4,5,44,8,2,1,4,3,3,3,4,3,3,4,1,1,3,4,3,4,2,1,2,1,1,2,2,1,1,2,1,1,2,2,2,1,2,2,1,2,2,1,2,2,2,2,2,2,141,77,1,2,1,1,2,1,1,2,2,2,1,2,1,2,2,1,2,2,1,2,2,2,1,2,4,3,3,2,1,2,2,1,1,1,1,3,2,1,2,2,2,2,2,3,2,2,2,1,6,6,3,6,1,3,1,1,2,2,2,2,1,2,1,379,1
1,141,78,9,10,3,5,6,4,3,31,1,3,3,1,3,9,5,6,43,3,3,1,1,3,1,2,4,1,3,2,1,2,3,3,3,3,2,3,1,1,2,1,2,2,2,2,1,2,2,1,2,1,2,1,2,2,2,2,3,2,2,2,1,2,141,78,2,2,2,2,6,2,3,2,1,2,1,2,2,2,2,2,1,2,1,2,2,2,4,2,4,4,4,2,2,1,2,2,2,1,1,1,3,1,2,2,2,4,4,1,4,3,2,2,2,2,3,1,1,3,1,2,2,1,2,2,1,0,5,213,4
1,141,79,6,10,1,5,6,6,2,23,1,2,2,1,6,10,5,10,43,1,2,1,4,1,3,3,4,2,3,3,1,1,3,3,2,2,1,1,1,1,0,0,1,0,1,0,1,3,0,2,2,2,2,2,1,2,2,1,2,1,2,2,2,2,141,79,2,1,2,2,3,2,2,2,1,2,1,2,2,2,2,2,1,2,1,2,3,3,4,2,4,1,3,2,2,1,2,1,2,1,1,1,3,1,2,2,0,2,2,2,4,2,2,3,4,4,3,5,1,4,1,2,2,1,2,2,1,0,3,197,3
1,141,80,8,9,1,5,7,3,4,41,1,4,0,4,5,9,7,10,41,8,2,1,2,2,4,3,3,3,3,4,4,1,2,3,3,4,1,1,1,1,2,2,2,2,1,2,2,2,1,1,2,1,2,2,1,2,2,1,2,1,2,2,2,2,141,80,1,2,1,1,6,2,5,1,2,1,2,2,2,2,1,2,2,2,1,2,3,3,1,2,4,4,3,1,2,2,2,1,1,2,1,3,4,1,2,2,2,3,2,1,1,2,2,2,5,5,2,3,1,4,1,1,2,2,2,2,2,6,5,245,1
1,141,81,2,11,2,5,5,3,3,31,1,3,3,1,3,9,1,11,27,0,1,2,1,2,2,3,3,2,3,3,2,1,3,2,2,2,1,1,1,2,1,2,2,2,1,0,2,2,2,2,2,1,2,2,2,2,2,2,2,1,2,2,2,2,141,81,1,2,1,2,4,6,0,2,2,2,2,2,2,2,2,2,2,2,2,1,3,3,4,2,4,1,3,2,2,2,0,1,2,1,1,4,3,1,2,2,2,4,4,1,4,2,1,3,4,3,3,4,1,3,3,2,2,1,2,2,1,0,2,298,3
1,141,82,2,11,2,5,5,6,2,21,1,2,2,1,5,10,2,10,24,0,2,3,7,2,2,3,4,2,3,2,2,2,1,2,2,3,1,3,1,1,1,2,2,2,1,2,2,1,2,2,2,1,2,2,2,2,2,2,3,2,2,2,1,2,141,82,2,2,2,2,2,2,2,1,2,2,1,2,2,2,2,2,1,2,1,2,3,3,4,2,4,1,3,2,2,2,2,1,2,1,1,1,3,1,2,2,2,3,3,3,2,2,2,4,3,3,4,4,1,3,1,1,2,2,2,2,1,0,2,86,4
1,141,83,4,11,1,5,5,4,2,22,1,2,2,1,2,6,2,11,25,1,1,2,7,2,1,3,4,2,3,2,2,2,1,1,2,4,2,2,2,1,1,2,1,2,1,1,2,2,2,2,2,2,2,2,1,2,2,2,3,2,1,2,2,2,141,83,2,2,2,3,5,5,3,2,2,1,1,2,2,2,2,2,1,2,1,2,3,2,3,2,4,3,4,2,2,2,2,2,2,2,1,1,3,1,2,2,2,3,2,1,2,2,4,2,4,2,3,4,1,4,1,2,2,1,2,2,1,0,2,59,4
1,141,84,6,3,1,5,5,4,3,31,1,3,1,3,5,9,5,6,72,3,2,2,1,3,4,2,2,1,3,3,3,2,1,2,3,3,2,3,1,2,2,2,2,2,2,2,2,2,1,2,2,1,2,1,2,1,2,1,2,2,2,2,2,2,141,84,1,2,2,2,6,3,5,1,2,2,1,2,2,2,1,2,2,2,1,2,1,4,4,2,3,3,3,2,1,1,2,2,1,2,1,3,4,1,2,2,2,2,2,3,2,2,2,4,4,3,3,3,2,4,2,1,2,2,2,2,2,0,1,334,3
1,141,85,1,6,2,5,5,4,3,32,1,3,3,1,1,9,1,6,99,0,1,3,3,2,1,3,3,2,2,1,1,1,2,1,2,2,3,1,1,1,1,2,2,2,1,1,2,1,2,2,2,1,2,2,2,2,2,5,2,2,1,2,2,2,141,85,2,2,2,3,2,1,2,2,1,2,1,2,2,2,2,2,1,2,1,2,3,0,1,2,2,3,3,2,1,1,1,2,1,2,1,3,3,1,2,2,2,4,2,3,2,1,2,2,2,2,5,3,2,3,1,1,2,2,2,2,1,0,1,422,4
1,141,86,4,3,1,5,5,5,3,32,1,3,9,3,2,9,5,10,77,0,0,0,7,3,0,3,3,2,3,4,3,1,3,3,3,2,2,2,2,2,1,2,1,2,1,1,2,2,2,2,2,1,2,1,2,2,2,1,2,1,2,2,2,2,141,86,1,2,1,1,2,2,2,1,1,2,2,2,2,2,2,2,1,2,1,2,2,0,4,2,3,4,4,2,2,1,2,2,2,2,0,2,1,1,2,2,2,3,2,3,1,2,0,2,2,2,3,3,1,3,1,1,2,2,2,2,2,0,1,110,3
