CARD.,DECK.,BALLOT.,FORM.,Q.1.,Q.2A.,Q.2B.,Q.3.,Q.4.,Q.5A.,Q.5B.,Q.6A.,Q.6A..1,Q.6B.,Q.7.,Q.8.,Q.9A.,Q.9B.,Q.10.,Q.11.,Q.12.,Q.13A.,Q.13B.,Q.14A.,Q.14A..1,Q.14B.,Q.14B..1,Q.14C.,Q.15A.,Q.15B.,Q.16.,Q.17.,Q.18.,Q.19.,Q.20.,Q.21.,Q.22.,Q.23.,Q.24A.,Q.24B.,Q.24C.,Q.24D.,Q.24E.,Q.24F.,Q.24G.,Q.25A.,Q.25B.,Q.25C.,Q.25D.,Q.25E.,Q.25F.,Q.25G.,Q.25H.,Q.25I.,Q.26A.,Q.26B.,CARD..1,DECK..1,BALLOT..1,FORM..1,Q.26C.,Q.26D.,Q.27A.,Q.27B.,Q.0.,Q.28A.,Q.28B.,Q.29A....HAVE,Q.30A.,Q.30B.,Q.31A.,Q.31B.,Q.32A.,Q.32B.,Q.33.,Q.34.,Q.35.,Q.36A.,Q.36B.,Q.37A.,Q.37B.,V.39.,V.40.
1,135,778,2,8,10,9,8,3,3,3,2,10,1,1,2,2,4,1,3,7,2,11,2,7,2,3,2,2,2,4,2,1,3,2,2,4,1,4,4,4,2,4,2,5,2,3,2,2,2,5,5,5,3,7,10,2,135,778,2,4,2,7,6,0,3,2,1,1,3,2,3,1,1,1,1,2,1,3,5,2,3,11
1,135,779,2,6,9,8,7,4,2,2,5,1,3,1,3,2,1,1,2,7,3,2,2,7,2,2,1,3,2,3,1,2,1,2,3,5,2,3,4,4,2,2,2,5,2,5,2,2,2,5,5,5,3,6,11,2,135,779,2,5,10,3,2,0,3,4,2,1,3,2,4,3,1,1,1,1,5,4,3,2,5,3
1,135,780,2,5,7,7,6,10,3,1,21,11,4,1,1,2,2,1,3,0,5,6,2,5,2,3,5,2,2,3,2,2,3,2,2,5,4,2,4,4,2,4,3,5,2,5,2,2,3,5,5,5,4,2,3,2,135,780,2,2,1,5,6,0,3,2,2,1,2,2,2,3,1,1,1,1,2,1,4,4,4,26
1,135,781,2,7,2,1,7,5,3,3,22,8,2,1,1,3,1,1,2,7,2,2,2,2,2,2,3,2,2,1,2,2,2,3,3,0,1,4,4,3,2,3,2,5,2,4,4,2,2,5,5,4,1,1,11,2,135,781,2,1,10,6,5,0,2,2,1,1,1,1,2,1,1,1,1,1,2,1,5,2,5,80
1,135,782,2,8,9,8,8,3,3,2,5,11,3,3,1,6,6,1,2,7,2,6,3,7,0,2,2,3,2,3,1,3,6,1,3,2,2,4,4,3,2,3,3,5,3,3,4,4,3,3,2,2,4,5,4,2,135,782,2,3,3,6,5,0,3,4,3,1,3,1,3,1,1,1,1,1,4,4,5,4,5,1
1,135,783,2,8,3,2,7,2,1,1,24,11,2,3,2,2,1,1,3,7,8,11,3,4,0,0,4,3,2,2,3,1,1,2,3,4,2,2,2,3,2,3,1,6,3,4,2,2,3,3,5,0,3,1,3,2,135,783,2,1,10,1,1,0,3,2,1,1,2,1,3,2,1,1,2,1,2,2,3,2,3,68
1,135,784,2,9,8,7,8,2,1,3,13,11,3,3,2,3,3,1,2,7,3,2,3,6,0,0,4,1,2,2,5,1,1,1,2,3,2,2,2,4,1,3,2,5,2,5,3,2,2,5,5,5,3,5,5,2,135,784,2,11,11,7,5,0,2,2,1,1,3,2,2,1,1,1,1,1,1,2,5,4,5,14
1,135,785,2,5,8,7,6,7,2,1,13,3,4,0,0,0,0,0,4,7,4,2,3,7,0,0,6,2,2,3,2,1,2,2,3,3,3,3,4,4,2,3,2,5,2,3,3,2,3,4,5,5,4,6,4,2,135,785,2,3,10,6,5,0,1,2,1,1,1,2,2,2,1,1,1,1,1,2,5,4,5,13
1,135,786,2,5,9,1,6,5,3,1,7,11,4,4,2,5,5,2,3,7,2,11,3,10,0,3,2,1,2,0,1,2,2,1,3,3,6,4,4,2,2,4,1,5,1,5,4,1,4,5,5,5,3,9,11,2,135,786,2,11,11,10,0,0,3,4,2,1,1,2,4,5,1,1,3,5,5,4,5,4,1,109
1,135,787,2,9,9,4,7,3,1,1,7,2,4,4,2,2,2,1,2,7,2,8,3,5,0,0,3,3,2,2,2,3,1,3,2,2,6,3,2,4,2,3,2,5,2,5,3,2,3,5,5,5,4,4,2,2,135,787,2,2,10,7,6,0,3,2,1,1,1,1,4,4,1,1,2,5,5,4,5,2,1,49
1,135,788,2,8,9,4,7,10,1,1,6,2,3,1,1,5,5,1,2,7,2,11,3,4,0,0,2,2,2,2,2,1,2,3,2,4,6,2,2,3,2,3,2,3,2,3,2,3,3,2,3,2,3,4,3,2,135,788,2,2,1,7,5,0,3,2,2,3,1,2,4,3,1,1,1,5,5,4,5,4,1,44
1,135,789,2,3,7,7,4,5,2,2,19,1,5,3,2,2,2,1,2,7,2,2,1,5,0,1,4,3,2,3,2,2,6,5,1,2,3,3,4,4,2,3,3,4,2,2,2,2,2,2,2,2,3,6,1,2,135,789,2,6,1,4,1,0,2,1,2,1,1,2,2,1,1,1,1,3,3,2,3,2,4,2
1,135,790,2,7,9,4,7,2,1,1,5,11,3,1,1,1,1,1,2,7,5,8,1,2,0,0,3,3,2,2,2,1,1,2,2,1,6,2,3,2,1,3,2,5,2,5,2,2,3,5,5,5,3,3,4,2,135,790,2,3,10,7,5,0,3,2,1,1,3,2,3,3,1,1,2,1,3,4,5,4,1,45
1,135,791,2,4,9,8,4,9,2,1,5,11,3,1,2,2,3,2,1,7,2,10,1,3,0,1,3,3,2,4,3,1,2,2,2,3,6,3,3,3,2,2,2,5,2,5,2,2,3,3,2,5,3,1,11,2,135,791,2,1,10,9,9,0,3,2,2,0,0,2,4,2,1,1,1,2,5,4,5,0,1,42
1,135,792,2,6,9,4,6,9,1,1,5,11,3,1,2,2,6,1,2,7,0,8,1,4,0,0,3,2,2,4,2,3,1,2,3,2,6,3,3,3,3,3,2,5,1,5,3,2,3,5,5,5,3,6,8,2,135,792,2,5,5,6,4,0,3,2,1,1,1,1,0,0,1,1,1,3,3,4,4,4,1,50
1,135,793,2,3,9,5,4,5,2,1,5,1,3,4,1,2,2,1,2,7,2,11,2,5,10,2,3,3,2,2,1,1,2,4,5,1,6,4,4,4,2,4,2,2,2,5,3,2,2,5,5,5,1,6,3,2,135,793,2,4,3,5,2,0,1,1,1,1,1,1,3,1,1,1,1,1,1,3,1,2,1,79
1,135,794,2,6,8,7,7,3,1,1,11,2,4,4,2,2,2,1,2,7,2,1,2,5,0,0,4,1,2,3,3,1,1,3,3,3,1,2,2,1,2,3,1,1,1,2,1,2,1,1,0,1,3,7,8,2,135,794,2,7,10,8,7,0,3,2,3,3,3,1,3,2,1,1,1,1,5,4,5,4,5,11
1,135,795,2,5,8,8,6,4,3,2,14,11,4,1,3,4,2,3,3,4,2,11,2,2,0,0,3,3,2,3,2,1,2,2,3,4,4,4,4,1,2,3,2,5,1,2,2,3,4,5,5,5,3,6,3,2,135,795,2,4,4,7,6,0,3,2,1,1,3,1,3,3,1,1,1,1,5,4,5,4,4,81
1,135,796,2,7,9,9,7,5,2,2,7,11,4,4,1,2,3,1,2,7,3,8,2,3,0,0,3,1,2,3,2,3,2,3,2,1,6,3,3,2,2,2,2,5,2,2,3,2,3,5,5,5,3,6,1,2,135,796,2,11,11,7,4,0,3,2,1,2,3,2,4,5,4,2,1,5,5,4,5,4,1,88
1,135,797,2,9,4,3,7,9,3,3,26,1,1,1,2,5,5,1,3,7,2,8,0,0,0,0,1,1,2,3,1,1,2,2,3,2,2,1,2,1,1,1,2,5,1,1,1,1,2,5,1,5,3,8,5,2,135,797,2,3,10,8,8,0,2,3,1,1,1,1,3,2,1,1,1,1,1,3,1,0,3,1
1,135,798,2,9,8,8,7,2,2,1,15,3,6,1,1,5,6,2,3,7,11,2,0,0,6,6,5,3,2,3,2,1,5,2,2,3,6,4,4,1,1,4,2,5,1,5,2,2,2,5,5,5,3,3,6,2,135,798,2,0,0,6,5,0,3,4,3,2,2,1,3,3,1,1,1,1,1,3,1,1,4,51
1,135,799,2,9,0,9,8,9,2,2,98,11,11,2,0,3,3,1,2,7,4,1,0,2,0,1,0,2,2,4,2,4,7,0,2,3,2,3,3,4,2,3,2,5,2,2,3,2,3,2,4,2,3,6,4,2,135,799,2,2,3,6,4,0,3,4,1,1,2,1,3,2,1,1,1,1,2,2,5,4,5,5
1,135,800,2,7,0,0,8,4,2,2,98,0,0,2,0,3,3,1,4,7,5,0,0,0,0,0,0,5,3,5,1,4,7,0,3,3,3,2,2,3,2,5,2,5,2,0,2,2,2,5,5,5,3,2,5,2,135,800,2,11,1,6,4,0,3,2,3,1,1,1,4,5,1,1,1,1,5,4,5,0,5,9
1,135,801,2,4,4,4,3,9,1,1,22,3,3,1,1,2,2,1,2,7,3,6,2,3,2,2,3,2,2,1,2,3,2,3,2,3,6,4,4,4,4,4,2,5,2,5,3,3,3,4,4,5,3,6,4,2,135,801,2,11,0,3,3,0,3,2,1,1,3,1,2,1,1,1,1,1,2,3,3,1,3,46
1,135,802,2,7,7,6,7,10,2,1,22,11,4,1,3,2,3,2,2,7,6,4,2,2,2,2,7,2,2,2,1,1,2,2,2,3,2,2,3,3,2,3,2,5,2,5,2,3,2,5,5,5,3,4,5,2,135,802,2,0,1,7,5,0,3,2,1,1,3,2,3,3,2,1,1,4,4,3,5,2,4,56
1,135,803,2,6,1,9,7,10,1,1,52,1,1,1,1,3,1,1,2,7,3,11,2,8,2,3,3,3,2,2,1,3,2,2,3,3,6,4,4,3,2,4,3,3,2,1,3,1,1,3,1,3,4,2,11,2,135,803,2,10,10,10,0,0,4,5,0,0,0,1,2,1,1,5,1,5,5,2,5,2,3,7
1,135,804,2,6,9,8,7,4,3,2,11,1,6,1,1,4,4,1,2,7,3,8,2,6,2,4,3,3,2,2,2,3,2,2,3,3,2,2,4,2,3,3,2,4,2,5,2,2,2,5,5,5,3,4,5,2,135,804,2,11,11,4,3,0,3,2,2,1,1,1,3,3,1,1,1,1,2,3,5,0,3,50
1,135,805,2,6,7,6,6,9,2,2,14,1,1,3,2,2,2,2,2,7,0,11,2,6,2,2,3,3,2,2,1,1,1,2,2,2,2,3,4,4,4,4,2,2,2,2,2,2,2,2,2,2,3,6,4,2,135,805,2,2,2,3,1,0,3,2,3,1,1,2,4,3,1,1,1,1,3,4,5,4,3,82
1,135,806,2,5,7,5,6,4,1,1,16,1,3,1,2,6,4,1,2,7,3,6,2,6,2,3,3,1,2,2,2,1,2,2,3,3,2,4,4,2,1,3,2,5,2,5,2,2,2,5,5,5,3,5,3,2,135,806,2,2,2,5,3,0,2,2,2,1,3,2,4,4,1,1,2,1,3,2,5,2,4,11
1,135,807,2,8,9,0,7,3,2,2,8,11,4,2,2,2,1,1,2,7,2,2,2,3,2,2,2,2,2,2,1,3,1,3,2,2,2,2,2,2,2,2,2,5,2,5,2,2,2,5,5,5,3,8,11,2,135,807,2,11,11,6,5,0,3,1,2,3,3,2,4,3,1,1,1,1,1,2,4,1,1,65
1,135,808,2,9,9,8,8,3,1,1,8,1,4,4,2,2,2,1,2,7,1,4,2,3,2,2,7,3,2,3,1,1,2,2,5,1,1,2,2,1,2,3,3,5,2,5,2,4,2,5,5,5,4,9,6,2,135,808,2,7,6,10,8,0,3,4,1,3,3,2,3,3,1,1,2,3,4,3,5,4,5,77
1,135,809,2,6,10,9,7,4,2,2,4,11,2,1,2,3,3,1,2,7,3,6,4,4,3,3,3,3,2,4,1,1,2,3,2,2,2,2,2,2,3,3,2,5,2,5,3,2,3,2,2,1,1,4,5,2,135,809,2,3,5,6,5,0,3,2,3,1,1,1,3,2,1,1,1,2,2,4,5,4,4,62
1,135,810,2,0,4,3,7,9,3,3,27,1,2,1,2,3,1,1,4,7,7,11,4,4,3,3,4,1,2,5,1,1,2,2,1,3,6,4,4,4,2,4,3,5,0,5,0,0,0,5,5,5,1,6,11,2,135,810,2,6,11,6,4,0,3,1,1,1,0,3,0,0,0,5,0,6,0,3,5,0,4,65
1,135,811,2,8,1,9,7,3,1,1,35,6,5,1,1,3,3,1,2,7,4,11,4,5,3,4,4,3,2,1,1,1,1,2,3,3,2,2,3,4,1,3,2,5,2,5,3,3,2,5,5,5,3,4,0,2,135,811,2,2,2,5,4,0,1,3,1,1,3,2,0,3,1,1,1,3,4,4,5,1,4,82
1,135,812,2,8,8,7,7,5,2,1,16,1,5,1,2,2,2,1,2,7,7,8,4,5,3,3,5,3,2,2,2,1,2,2,3,3,2,4,4,4,3,4,2,5,1,5,1,1,3,5,5,5,3,9,6,2,135,812,2,6,2,6,4,0,3,4,2,1,3,2,4,4,1,1,1,1,1,2,2,4,4,69
1,135,813,2,4,10,9,4,9,1,1,5,11,3,1,1,3,1,1,2,7,4,6,4,4,3,3,4,3,2,4,1,1,4,3,2,3,1,3,3,3,2,2,2,2,2,2,2,2,2,4,4,3,4,6,4,2,135,813,2,4,4,5,4,0,2,2,3,2,3,2,4,3,1,1,1,2,4,4,5,4,4,55
1,135,814,2,5,7,3,7,7,1,2,5,11,2,2,1,2,2,1,2,7,3,2,3,5,3,3,3,1,2,2,2,1,1,2,2,1,6,2,3,4,2,3,2,5,2,2,3,2,2,2,3,5,3,5,11,2,135,814,2,1,1,6,5,0,3,2,1,1,3,1,4,3,1,1,1,1,3,4,5,2,4,52
1,135,815,2,7,9,9,7,2,1,1,6,0,3,1,3,1,1,1,3,7,6,8,3,3,3,3,2,3,2,2,1,1,1,2,1,3,4,4,4,4,2,4,2,5,2,5,3,2,2,5,5,5,1,4,6,2,135,815,2,3,10,4,3,0,3,2,2,3,3,2,2,4,1,1,3,1,5,4,3,4,1,5
1,135,816,2,4,9,1,3,9,1,1,6,11,3,3,1,2,2,1,3,7,2,8,1,9,3,3,2,1,2,2,3,1,2,3,2,2,5,4,4,4,4,4,3,4,2,5,4,4,3,4,3,5,1,8,2,2,135,816,2,10,10,6,5,0,3,3,2,0,3,1,4,3,1,1,1,5,5,4,5,4,1,74
1,135,817,2,11,9,10,8,3,3,3,6,3,3,1,3,3,3,2,3,7,3,4,5,8,2,3,7,2,2,4,2,3,1,0,2,2,6,3,4,4,1,2,1,5,1,5,2,1,2,5,5,5,3,3,2,2,135,817,2,2,2,6,3,0,2,4,3,1,3,2,4,5,2,1,2,5,5,4,5,4,8,86
1,135,818,2,11,10,9,7,3,3,3,8,2,4,2,3,2,4,1,3,7,3,6,5,9,2,2,3,3,2,4,2,0,3,2,3,2,6,3,3,1,2,3,1,5,2,5,3,2,2,5,5,5,3,7,4,2,135,818,2,4,11,8,6,0,3,4,2,1,3,2,4,5,1,1,3,5,5,4,5,4,8,69
1,135,819,2,11,10,9,7,3,3,3,8,2,4,2,3,2,4,1,3,7,3,6,5,9,2,2,3,3,2,4,2,0,3,2,3,2,6,3,3,1,2,3,1,5,2,5,3,2,2,5,5,5,3,7,4,2,135,819,2,4,11,8,6,0,3,4,2,1,3,2,4,5,1,1,3,5,5,4,5,4,8,69
1,135,820,2,11,7,2,7,9,3,1,22,8,5,1,2,2,2,2,2,7,3,4,2,2,1,1,3,3,2,2,2,3,2,3,3,4,3,4,2,2,2,4,3,5,2,5,3,2,2,5,5,5,1,2,2,2,135,820,2,10,10,8,3,0,3,2,1,1,1,1,2,1,1,2,1,2,2,2,4,1,10,99
1,135,821,2,11,4,1,7,4,3,3,25,11,3,1,3,1,2,2,3,7,3,6,2,5,1,2,6,1,2,3,1,1,1,2,2,3,6,3,4,4,2,4,2,5,4,5,2,4,2,5,5,5,3,6,1,2,135,821,2,3,2,8,5,0,1,1,2,1,1,1,3,1,1,1,1,3,5,4,1,2,9,13
1,135,822,2,11,9,9,8,9,2,2,8,4,4,1,2,5,4,2,3,7,5,2,4,5,1,1,2,2,2,4,2,3,1,3,2,3,1,2,2,4,1,3,2,5,1,5,2,2,1,1,3,5,3,11,3,2,135,822,2,4,10,8,7,0,3,3,2,3,3,1,2,3,1,1,1,5,3,4,2,1,9,72
1,135,823,2,11,10,10,8,1,2,2,1,11,11,1,1,1,1,1,3,7,10,11,1,3,1,1,1,3,2,4,1,1,2,3,1,3,2,3,3,2,1,2,2,5,2,5,2,2,2,5,5,5,3,6,7,2,135,823,2,3,10,8,8,0,2,4,3,0,3,1,2,2,1,1,2,3,3,2,5,4,7,15
1,135,824,2,11,6,6,3,9,2,1,25,3,4,4,2,5,5,1,2,7,3,11,5,6,11,1,4,3,2,2,1,2,1,2,3,2,3,3,3,4,2,4,2,2,2,2,2,3,3,2,2,1,1,6,5,2,135,824,2,3,2,2,3,0,2,2,2,1,3,2,3,3,1,1,2,5,5,4,5,4,6,40
1,135,825,2,11,7,2,7,4,2,2,19,2,5,4,1,2,2,1,3,7,2,4,5,5,1,1,5,1,2,2,2,3,1,3,3,3,6,3,3,1,1,3,1,5,1,5,2,1,1,5,5,5,4,1,4,2,135,825,2,1,11,4,3,0,1,2,1,1,1,2,4,4,1,1,1,5,5,4,5,4,10,59
1,135,826,2,11,9,4,7,4,2,2,6,2,3,4,3,2,2,2,3,7,3,11,3,5,1,2,1,3,2,4,2,1,2,2,4,3,6,4,4,4,2,4,2,5,2,5,3,2,2,5,5,5,1,6,2,2,135,826,2,4,10,6,5,0,2,2,1,2,3,2,4,2,2,4,2,5,5,4,5,4,1,53
1,135,827,2,11,9,9,6,8,1,1,6,1,3,1,2,2,2,1,3,7,2,6,5,6,1,1,3,2,2,2,2,1,1,2,2,1,6,3,4,3,2,3,2,2,3,2,3,2,2,2,2,2,3,7,8,2,135,827,2,5,3,8,6,0,2,1,2,1,3,2,4,3,1,1,1,1,1,3,2,4,1,17
1,135,828,2,11,9,8,7,9,1,1,8,11,4,1,2,5,5,1,2,7,2,6,4,6,2,2,3,3,2,2,2,1,1,3,1,1,6,2,3,4,2,2,3,5,2,5,2,2,2,5,5,5,3,2,4,2,135,828,2,10,10,6,6,0,3,2,2,1,3,2,4,3,1,1,1,1,1,2,1,1,1,66
1,135,829,2,4,10,10,4,9,2,1,3,11,2,1,2,1,1,1,2,7,2,6,3,3,11,11,3,3,2,4,1,1,1,2,2,2,6,4,2,2,2,3,2,4,1,5,2,2,3,2,2,5,3,6,5,2,135,829,2,11,11,4,4,0,2,2,2,1,1,2,4,5,1,1,1,1,2,4,5,4,3,83
1,135,830,2,4,3,3,4,5,2,2,20,1,6,4,1,2,5,1,3,7,2,6,3,10,11,3,5,1,1,2,3,2,2,2,4,4,2,3,2,4,2,4,3,3,2,3,3,3,3,4,4,5,0,8,5,2,135,830,2,3,10,2,1,0,2,2,1,1,2,2,4,5,1,1,1,1,5,4,4,4,2,106
1,135,831,2,6,4,3,6,10,1,1,22,11,5,1,3,2,2,1,3,7,2,6,3,8,11,11,5,1,1,2,2,1,2,2,2,3,2,1,1,1,1,2,2,3,4,1,1,2,1,2,2,2,3,6,8,2,135,831,2,6,6,6,5,0,3,1,1,2,3,1,3,1,1,1,1,1,1,3,5,4,2,92
1,135,832,2,3,6,5,4,7,3,2,23,1,2,4,1,2,2,2,4,7,2,6,3,7,11,2,4,1,1,3,2,1,2,2,2,3,5,4,4,4,2,4,1,2,2,5,2,2,2,5,5,5,1,10,2,2,135,832,2,10,10,9,9,0,1,1,1,1,1,2,4,3,1,3,3,1,1,2,4,0,2,71
1,135,833,2,9,4,3,7,5,2,2,23,3,3,2,2,3,1,1,2,7,1,10,3,3,11,11,4,1,1,3,2,1,1,3,2,4,6,2,2,2,2,2,2,5,4,5,2,4,2,5,5,5,3,3,1,2,135,833,2,1,1,8,8,0,2,1,2,1,3,1,3,1,1,1,1,1,5,4,5,1,2,76
1,135,834,2,5,4,7,6,5,2,1,23,2,6,1,3,1,1,1,3,1,2,6,3,8,11,3,4,1,1,3,3,1,2,1,2,4,6,4,4,4,1,2,1,5,2,5,2,2,2,5,5,5,3,8,10,2,135,834,2,6,1,6,4,0,3,2,1,3,3,1,3,3,1,1,1,1,5,3,4,1,2,94
1,135,835,2,5,2,2,6,10,2,1,25,2,3,0,0,0,0,0,4,7,2,2,3,9,11,3,4,1,1,1,1,1,1,2,2,3,2,2,4,4,2,4,2,5,2,5,3,2,2,5,5,5,3,6,11,2,135,835,2,2,10,8,6,0,3,2,2,1,3,1,2,2,1,1,1,1,2,4,5,1,2,74
1,135,836,2,4,6,5,4,6,2,1,29,11,3,2,3,2,3,1,1,7,3,8,3,6,11,1,4,1,2,2,1,1,5,2,1,2,2,2,4,2,2,2,1,5,1,5,2,2,1,2,2,1,3,4,5,2,135,836,2,11,11,3,3,0,3,2,3,1,1,1,3,1,1,1,1,1,5,4,5,4,5,41
1,135,837,2,9,8,7,8,3,2,2,13,11,6,4,3,3,3,1,3,7,2,6,3,6,11,11,3,2,2,3,2,1,2,3,2,4,1,2,3,4,2,3,2,5,2,5,3,2,2,5,5,5,4,2,6,2,135,837,2,10,10,10,4,0,3,4,1,0,3,2,0,1,1,1,2,1,1,2,5,4,5,17
1,135,838,2,4,8,8,4,9,1,1,13,1,5,3,2,2,2,1,2,7,2,6,3,8,11,1,3,3,2,3,2,1,2,2,3,2,3,4,4,4,2,3,3,3,2,2,3,3,2,4,4,5,1,3,1,2,135,838,2,3,3,3,4,0,3,2,1,1,1,2,2,3,1,1,1,1,4,4,3,4,2,6
1,135,839,2,8,8,8,7,3,1,2,14,11,5,2,2,2,2,1,2,6,6,11,3,7,11,1,5,3,2,2,2,3,2,3,3,3,2,3,4,2,2,4,4,5,2,2,1,4,2,5,5,5,3,3,3,2,135,839,2,3,0,5,6,0,3,2,1,1,2,1,3,3,1,1,1,1,1,3,5,4,4,47
1,135,840,2,3,8,8,3,5,1,1,14,11,5,0,0,0,0,0,4,7,2,2,3,9,11,4,7,1,1,2,1,1,1,3,1,1,1,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,3,3,3,2,135,840,2,2,10,8,5,0,3,2,1,1,0,1,4,3,2,1,1,1,3,4,4,4,2,87
1,135,841,2,5,7,7,6,5,2,1,19,11,6,3,2,5,5,2,3,7,4,10,3,7,11,11,4,3,2,3,3,3,2,2,1,3,2,3,3,2,1,2,2,5,2,5,2,2,2,5,5,5,3,6,4,2,135,841,2,6,2,8,7,0,2,2,1,1,3,2,2,3,1,1,2,1,1,2,3,2,4,13
1,135,842,2,6,7,7,6,9,2,2,19,1,5,3,3,5,5,2,3,7,7,11,3,7,11,11,4,3,2,3,5,3,7,2,2,2,2,2,1,4,2,3,3,4,2,5,3,2,2,5,5,5,3,2,4,2,135,842,2,1,11,4,6,0,3,1,1,1,1,3,4,3,1,4,3,2,2,5,3,2,4,7
1,135,843,2,5,9,8,7,5,2,2,5,11,3,3,2,3,3,2,2,7,3,2,3,9,11,11,2,1,2,4,2,1,2,1,3,2,3,3,4,4,2,2,2,2,2,0,2,2,2,2,2,0,3,5,4,2,135,843,2,11,11,7,6,0,2,2,1,1,3,1,3,3,2,1,1,1,1,3,3,3,5,19
1,135,844,2,6,8,8,6,5,2,2,13,1,6,2,2,2,3,1,2,3,3,4,7,7,3,3,4,5,2,2,2,1,5,2,2,2,6,2,4,3,2,3,2,5,2,5,2,3,3,2,2,2,3,5,7,2,135,844,2,2,1,6,3,0,2,2,3,1,1,1,2,2,1,1,1,1,2,2,1,2,12,99
1,135,845,2,7,8,8,7,4,1,1,17,2,8,1,1,4,3,1,1,7,5,8,7,8,3,3,8,2,2,2,2,3,2,5,2,2,6,4,4,4,1,3,1,5,2,2,2,3,2,2,2,2,1,5,6,2,135,845,2,3,2,4,3,0,3,2,3,0,0,1,1,1,1,2,1,5,2,3,3,2,14,5
1,135,846,2,3,8,8,4,8,2,2,17,2,8,1,2,6,6,1,2,7,3,6,7,7,3,3,8,3,2,2,1,3,1,3,2,2,6,3,4,4,3,3,3,2,2,5,3,2,3,5,5,5,1,5,9,2,135,846,2,4,2,5,3,0,2,2,3,1,2,1,0,3,1,1,2,1,2,5,2,1,14,59
1,135,847,2,9,7,6,7,5,3,3,22,3,7,3,2,6,6,1,3,7,10,11,8,9,3,3,10,3,2,2,2,1,1,2,3,3,2,2,4,4,1,4,2,5,4,5,3,2,3,5,5,5,2,7,8,2,135,847,2,11,10,3,3,0,2,2,1,1,3,2,4,3,1,1,2,1,5,4,1,2,13,64
1,135,848,2,8,10,9,8,10,2,2,8,11,4,3,2,2,1,1,3,7,4,6,8,9,3,3,8,3,2,4,2,1,6,3,2,4,3,2,3,3,2,2,2,2,2,2,2,2,2,3,3,2,3,8,10,2,135,848,2,9,8,5,4,0,2,2,1,1,3,2,2,5,1,1,2,3,4,2,4,2,13,79
1,135,849,2,3,8,8,4,5,2,2,16,3,7,1,1,5,5,1,2,7,5,6,8,10,3,3,6,3,2,2,2,1,1,3,2,1,1,5,5,5,2,2,2,2,2,1,2,2,2,1,5,2,3,8,4,2,135,849,2,6,4,3,3,0,3,1,2,3,3,1,4,3,1,1,1,1,1,2,1,1,15,108
1,135,850,2,4,8,8,4,5,3,2,16,11,6,4,1,2,3,1,2,7,3,6,8,8,3,3,3,3,2,2,1,1,2,3,3,4,1,4,4,4,2,2,3,2,2,3,2,2,3,3,2,3,3,5,7,2,135,850,2,3,4,4,4,0,3,2,1,1,1,2,2,3,1,1,1,1,1,2,2,1,12,98
1,135,851,2,9,10,9,8,7,2,1,8,2,4,4,3,5,5,1,2,1,2,11,8,10,3,3,4,3,2,4,2,1,5,2,3,3,3,4,4,4,2,3,3,5,2,5,4,2,4,5,5,5,3,4,4,2,135,851,2,4,10,7,6,0,2,1,1,1,3,2,4,3,1,1,2,1,1,2,5,1,13,47
1,135,852,2,9,10,9,8,3,2,1,8,1,4,1,1,3,1,1,2,7,3,0,8,9,3,3,5,3,2,5,1,1,1,3,3,2,1,2,2,3,2,2,2,6,0,5,3,2,2,0,0,0,3,8,5,2,135,852,2,11,11,8,7,0,1,1,1,3,0,2,2,3,1,1,1,3,3,4,3,1,13,60
1,135,853,2,9,7,6,7,9,1,2,20,11,5,0,2,6,5,2,2,7,2,6,5,5,3,3,5,2,2,1,2,3,1,3,3,0,6,3,4,3,1,3,2,5,3,2,2,2,2,5,5,5,4,1,0,2,135,853,2,1,1,9,9,0,3,2,1,1,3,1,2,2,2,1,2,1,1,2,1,2,12,25
1,135,854,2,4,7,7,4,6,3,1,21,1,7,2,2,2,3,1,2,7,3,11,5,6,3,3,4,3,2,2,2,1,2,2,2,3,2,4,4,4,3,3,2,5,2,5,2,2,2,2,2,5,1,4,2,2,135,854,2,2,2,3,3,0,3,2,1,0,0,1,3,2,1,1,2,5,5,4,5,4,12,94
1,135,855,2,8,7,6,7,9,1,1,23,11,4,3,2,2,2,1,4,7,3,6,5,8,3,3,5,3,2,3,2,1,2,2,4,3,1,1,2,2,1,2,2,5,1,5,2,1,2,1,5,5,3,6,8,2,135,855,2,6,6,4,3,0,3,2,2,3,3,1,3,3,1,1,1,5,5,4,5,4,13,63
1,135,856,2,6,7,6,6,4,1,1,25,1,6,1,3,5,5,1,2,7,4,8,5,6,3,3,11,2,2,3,2,3,2,2,3,2,1,2,2,3,2,2,2,2,1,1,2,2,2,2,2,2,3,1,2,2,135,856,2,1,1,1,1,0,2,2,1,3,3,2,4,4,3,1,2,5,5,4,5,4,13,88
1,135,857,2,5,7,7,6,4,2,2,26,11,6,1,2,3,1,1,2,7,2,6,5,5,3,3,3,2,2,1,2,1,1,3,2,2,2,2,4,2,3,4,2,5,2,2,3,2,2,2,2,2,1,7,3,2,135,857,2,7,6,8,7,0,2,2,1,1,3,1,2,3,1,1,3,2,2,3,3,1,14,65
