CARD.,DECK.,BALLOT.,Q.1.,Q.2.,Q.3.,Q.4.,Q.5.,Q.6.,Q.8.,Q.9.,Q.10.,Q.11.,Q.12.,Q.13.,Q.14.,Q.15.,Q.16.,Q.17.,Q.18.,Q.19.,Q.20.,Q.21.,Q.22.,Q.23.,Q.24.,Q.25.,Q.26.,Q.27.,Q.28.,Q.29.,Q.30.,Q.31.,Q.32.,Q.33.,Q.34A.,Q.34B.,Q.35.,Q.36.,Q.37.,Q.38.,Q.39.,Q.40.,Q.41.,Q.42A.,Q.42B.,Q.43.,Q.44.,Q.45.,Q.46.,Q.47.,Q.48.,Q.49.,Q.50.,Q.51.,Q.52.,Q.53A.,Q.53B.,Q.54.,Q.55.,Q.56.,Q.57.,Q.58A.,CARD..1,DECK..1,BALLOT..1,Q.59A.,Q.59B.,Q.60.,Q.61.,Q.62.,Q.63.,V.64G.,V.64H.,V.64I.,V.64J.,Q.65.,Q.66.,Q.67.,Q.68.,Q.69.,Q.70.,Q.71.,Q.72.,Q.73.,Q.74A.,Q.74B.,Q.74C.,Q.74D.,Q.74E.,Q.75.,Q.76A.,Q.76B.,Q.77A.,Q.77B.,Q.78A.,Q.78B.,V.80.,V.81.,V.82.,V.83.
1,125,2523,3,5,3,4,2,1,5,3,1,5,5,4,7,9,4,1,1,1,2,2,2,3,2,3,3,2,2,2,1,3,2,3,2,1,1,3,2,2,2,2,2,2,2,1,3,4,3,4,3,4,2,1,1,2,9,2,5,6,2,3,2,125,2523,1,6,6,6,2,2,1,2,3,4,4,2,1,2,1,6,1,4,4,2,2,1,2,1,2,3,6,3,4,3,6,4,4,11,4304
1,125,2524,7,5,3,5,1,1,5,3,2,7,7,8,8,9,4,8,1,1,2,1,2,1,2,3,1,1,1,1,3,4,1,3,3,9,3,3,6,3,3,3,2,1,1,1,1,2,3,3,3,4,4,2,4,2,9,3,4,2,2,3,2,125,2524,6,11,6,6,1,1,2,3,1,4,5,1,1,1,4,2,2,2,1,2,1,1,1,2,1,2,6,3,4,5,6,4,4,4,4561
1,125,2525,3,5,1,6,1,1,5,3,1,5,5,7,7,8,4,7,6,6,1,1,2,1,1,3,2,1,3,2,3,2,1,3,3,9,2,2,4,2,3,3,2,1,1,1,1,2,1,2,2,4,4,4,4,5,9,2,2,6,2,3,2,125,2525,1,2,6,6,1,1,3,1,2,4,5,1,1,1,3,2,1,3,1,1,1,1,1,1,2,2,5,3,3,5,5,4,4,11,3080
1,125,2526,3,5,5,1,4,1,5,3,2,5,2,3,6,11,4,1,5,5,2,1,2,3,2,3,3,2,3,3,2,4,4,7,3,11,1,2,1,2,1,1,2,1,1,2,2,2,0,3,2,4,4,4,4,9,11,2,6,1,2,3,2,125,2526,6,11,6,6,1,2,2,1,3,4,4,1,2,1,3,2,3,3,3,2,1,3,2,1,1,6,6,4,4,6,6,1,4,4,5113
1,125,2527,3,5,5,5,4,1,5,3,1,5,4,6,6,11,4,6,12,10,2,1,2,2,2,3,2,5,4,3,4,4,4,3,2,6,4,3,3,2,2,3,2,1,1,1,1,3,2,1,1,1,1,2,5,9,11,4,5,6,2,3,2,125,2527,2,4,6,6,2,2,3,4,2,1,2,1,1,1,2,3,2,4,4,2,1,1,2,2,2,5,3,3,3,5,5,2,2,12,1047
1,125,2528,4,5,5,4,1,1,5,3,1,5,1,2,7,11,4,2,9,10,4,3,2,1,2,3,3,2,2,2,5,4,2,3,3,0,2,3,4,2,3,3,4,1,1,1,1,2,2,2,2,2,4,4,2,9,11,2,4,1,1,3,2,125,2528,1,1,6,6,1,3,2,1,3,4,5,2,2,1,4,4,2,4,4,2,2,1,2,2,8,1,1,3,3,5,5,1,3,6,2158
1,125,2529,4,5,5,4,3,1,5,3,2,5,1,2,7,11,4,3,6,10,1,2,2,1,2,3,2,2,2,2,2,4,4,3,3,9,11,2,11,2,3,3,2,2,1,2,3,2,2,2,2,2,2,2,2,9,11,4,3,6,2,3,2,125,2529,2,2,6,6,1,1,1,2,3,4,5,1,1,2,4,2,2,4,2,2,2,1,1,1,2,6,2,4,3,6,5,1,2,11,1952
1,125,2530,5,5,5,6,1,1,5,3,2,7,6,8,8,9,4,8,1,1,1,2,2,1,2,1,1,2,2,1,2,4,1,7,3,10,3,3,5,2,3,3,3,2,2,2,2,2,2,2,2,3,3,2,4,2,9,1,6,3,1,3,2,125,2530,3,3,6,6,1,1,3,4,2,1,5,2,1,2,1,2,5,3,3,2,2,1,1,2,2,2,6,1,4,5,6,4,4,4,4533
1,125,2531,5,5,5,7,3,1,5,3,2,7,7,8,8,11,4,8,16,10,3,3,3,1,1,3,1,2,2,1,3,4,2,2,3,9,1,3,3,3,3,3,2,2,2,2,2,2,1,4,3,5,5,5,5,1,7,3,6,6,2,3,2,125,2531,3,8,6,6,1,1,3,1,2,4,5,2,2,1,4,2,2,2,1,2,2,1,2,1,2,5,4,3,3,5,5,2,4,12,319
1,125,2532,5,5,5,9,4,1,5,3,2,7,7,8,7,11,4,8,8,10,1,1,2,3,2,1,1,2,1,1,1,2,4,7,1,1,1,3,4,3,3,5,2,2,1,2,2,3,5,4,2,1,3,6,3,9,11,4,6,6,2,3,2,125,2532,4,8,6,6,1,3,4,1,3,2,5,2,1,1,3,3,2,4,1,2,2,1,1,1,6,1,1,3,1,5,5,2,4,7,1548
1,125,2533,5,5,5,3,4,1,5,3,2,7,3,5,7,8,1,3,2,2,2,1,2,1,1,3,1,4,2,1,1,3,1,1,1,3,1,1,2,3,3,3,2,2,2,1,1,2,1,2,2,1,1,1,1,9,11,4,3,1,2,3,2,125,2533,4,4,6,6,1,3,2,1,3,4,5,1,1,2,1,2,2,2,4,2,2,1,1,1,2,4,6,3,4,2,6,4,4,1,3610
1,125,2534,3,5,5,5,4,1,5,3,3,7,2,4,2,11,4,2,8,10,3,1,2,1,2,3,2,4,2,2,3,4,1,7,2,7,1,3,2,3,3,3,2,1,1,1,1,2,2,3,2,3,2,2,4,9,11,3,3,3,2,3,2,125,2534,2,2,6,6,1,2,1,3,2,4,4,1,1,1,4,3,2,3,1,1,1,1,1,1,1,5,4,3,3,5,5,1,1,7,1080
1,125,2535,3,5,5,5,4,1,5,3,2,7,7,8,8,1,4,8,16,10,2,3,2,1,1,3,1,2,1,1,1,2,2,2,1,8,8,2,4,3,3,3,3,1,1,3,1,2,1,2,3,2,3,1,1,9,11,2,4,1,2,1,2,125,2535,4,8,6,6,1,2,3,1,2,4,5,2,2,1,4,4,2,3,1,2,2,1,2,1,8,1,6,3,4,2,6,2,4,12,323
1,125,2536,3,5,5,1,1,1,5,3,2,7,6,8,8,7,4,8,1,1,3,2,2,1,3,3,1,2,2,2,3,4,2,6,2,8,1,3,3,2,2,3,2,2,1,2,2,3,2,3,3,3,4,4,5,2,2,4,2,6,2,3,2,125,2536,6,11,6,6,0,3,2,1,3,4,5,2,2,1,3,4,2,5,2,2,2,1,1,1,2,4,6,3,4,5,6,4,4,4,4570
1,125,2537,3,5,5,2,5,1,5,3,3,7,6,7,7,1,4,7,1,10,4,1,2,1,2,3,2,2,2,3,3,4,4,11,1,5,4,1,2,2,3,3,2,1,1,2,2,3,3,4,3,4,5,5,4,9,11,4,4,3,1,1,2,125,2537,5,5,1,1,1,2,1,3,2,4,5,2,1,1,4,2,5,4,4,1,2,1,1,1,2,3,6,3,4,5,6,2,4,12,316
1,125,2538,3,5,5,3,3,1,5,3,2,7,7,8,8,11,4,7,9,10,4,1,2,3,2,3,2,4,3,2,3,4,4,1,2,4,3,3,4,3,3,3,2,1,1,2,2,3,4,5,3,5,1,2,3,1,7,2,3,6,2,3,2,125,2538,1,2,6,6,2,1,3,4,2,1,3,1,1,1,4,4,4,5,4,2,2,1,1,1,2,5,3,3,1,2,3,1,1,6,1161
1,125,2539,3,5,5,2,5,1,5,3,3,7,6,7,8,1,4,5,2,2,1,2,1,1,1,1,1,2,3,2,3,4,1,1,1,1,2,3,5,3,3,3,2,1,1,1,1,2,3,1,3,1,3,2,4,5,9,4,3,2,2,3,2,125,2539,2,8,6,6,1,3,5,5,5,5,5,1,1,1,4,2,2,4,4,2,2,1,1,1,2,5,3,3,1,2,2,4,2,2,4619
1,125,2540,3,5,5,2,1,1,5,3,2,7,6,8,8,10,4,4,5,5,4,2,2,2,1,2,1,1,1,1,3,3,1,1,1,5,3,3,5,3,3,3,2,2,2,2,1,1,2,3,2,2,2,2,2,1,2,1,3,6,2,3,2,125,2540,1,1,1,3,1,1,3,4,1,2,5,2,1,1,2,2,2,1,1,2,1,1,1,1,2,3,6,3,4,5,6,2,4,12,3035
1,125,2541,3,5,5,7,2,1,5,3,2,7,3,6,8,11,1,5,2,10,4,3,2,1,2,3,3,3,3,3,4,4,1,11,2,2,1,3,4,2,3,3,3,1,1,2,2,3,3,3,3,3,4,4,4,3,9,3,6,2,2,3,2,125,2541,1,1,6,6,1,3,1,2,3,4,5,1,2,1,3,6,2,4,2,2,2,1,2,1,2,1,6,3,4,5,6,3,2,1,5705
1,125,2542,3,5,5,9,1,1,5,3,2,6,6,7,7,10,4,7,13,10,4,1,2,1,1,1,3,3,3,2,3,4,1,1,2,2,2,3,4,3,3,3,1,1,1,2,3,2,1,3,5,4,4,2,3,7,9,1,3,1,1,2,2,125,2542,2,2,6,6,1,2,3,1,2,4,5,2,2,1,4,2,2,3,3,1,2,1,2,1,8,5,6,3,4,5,6,2,4,4,718
1,125,2543,4,5,5,2,5,1,5,3,3,7,6,3,8,9,4,3,2,7,2,1,3,1,2,1,1,2,2,2,2,4,4,3,3,7,3,2,3,3,3,1,3,2,2,2,2,2,2,3,3,3,2,1,1,9,11,3,3,2,2,3,2,125,2543,3,3,6,6,1,3,3,1,2,4,4,2,2,1,4,2,2,3,2,2,2,1,1,1,2,5,4,3,3,5,5,2,4,11,5801
1,125,2544,4,5,5,2,4,1,5,3,2,7,7,8,8,11,4,2,3,10,3,1,1,1,3,3,2,5,3,1,4,4,4,6,3,9,1,3,4,3,3,3,2,1,1,1,2,4,4,4,4,5,4,4,4,1,2,3,4,1,2,3,2,125,2544,1,1,6,6,2,2,1,2,3,4,2,2,1,1,4,3,2,4,4,2,2,2,2,1,5,1,1,3,3,5,5,2,4,12,525
1,125,2545,4,5,5,5,1,1,5,3,2,7,7,8,8,11,4,8,3,8,3,1,2,2,3,3,2,3,3,2,4,4,4,6,3,9,1,3,3,2,3,3,2,2,2,1,1,4,2,3,2,4,4,4,4,1,6,4,4,6,2,3,2,125,2545,2,3,1,3,1,2,2,1,3,4,5,2,1,2,1,1,2,4,4,2,2,1,2,1,2,2,5,3,3,5,5,4,4,12,4021
1,125,2546,4,5,5,2,5,1,5,3,3,7,5,9,3,9,4,1,1,11,2,3,2,2,2,3,3,2,2,2,3,3,2,3,3,9,2,3,4,2,3,3,2,1,1,1,2,2,2,3,2,4,5,5,4,2,9,2,6,3,2,3,2,125,2546,6,11,6,6,2,2,3,1,2,4,5,1,1,1,4,2,2,2,2,2,1,2,2,2,1,3,6,3,4,5,6,4,4,11,4319
1,125,2547,4,5,5,7,5,1,5,3,2,7,6,8,7,11,4,7,9,6,1,2,2,3,2,3,1,2,2,2,2,3,4,3,1,1,3,3,4,3,3,3,2,1,1,2,2,2,3,2,2,3,4,3,4,1,7,2,2,6,2,3,2,125,2547,1,2,6,6,1,2,1,2,3,4,4,1,1,2,1,5,2,3,4,2,2,1,1,1,2,6,3,4,3,6,5,1,3,6,1385
1,125,2548,4,5,5,0,5,1,5,3,2,7,1,2,6,11,4,1,8,10,1,1,2,1,2,1,1,5,4,2,2,4,1,1,2,4,1,2,2,2,3,3,3,2,2,1,1,2,3,2,2,1,2,2,2,9,11,1,1,2,1,3,2,125,2548,2,4,6,6,1,2,1,2,3,4,5,1,1,1,2,3,1,3,3,2,2,1,2,2,5,1,2,3,3,2,2,3,2,7,2228
1,125,2549,4,5,5,2,3,1,5,3,2,7,6,8,7,11,4,8,8,8,1,2,2,1,2,3,1,1,1,1,2,3,1,2,1,0,4,3,2,3,3,3,2,1,1,1,1,1,1,2,1,1,1,1,1,9,11,3,1,2,2,3,2,125,2549,4,6,6,6,1,1,5,5,5,5,5,1,1,1,4,2,2,2,2,1,2,1,1,1,2,4,4,3,3,5,5,2,4,7,1558
1,125,2550,4,5,5,3,3,1,5,3,2,7,7,8,7,11,4,1,8,1,3,2,1,1,2,1,1,4,2,2,3,4,1,1,2,4,2,3,6,3,3,3,1,2,1,2,2,2,3,3,3,3,4,4,4,1,7,3,2,6,2,3,2,125,2550,3,3,6,6,1,2,3,1,2,4,5,2,2,1,3,2,2,2,1,2,2,1,1,1,2,2,6,1,4,3,6,2,4,7,1035
1,125,2551,4,5,5,3,1,1,5,3,2,6,2,3,4,11,4,4,12,10,3,1,3,1,1,1,1,5,5,3,4,4,2,1,1,4,1,3,3,2,3,3,1,1,1,2,1,2,1,4,4,5,5,4,4,9,11,2,2,1,2,3,2,125,2551,6,11,6,6,1,3,1,2,3,4,1,1,2,1,4,3,2,3,3,2,2,1,2,1,8,3,6,3,4,2,6,4,4,5,4741
1,125,2552,4,5,5,8,3,1,5,3,3,6,6,8,8,9,4,1,2,12,4,2,1,1,2,3,1,2,3,4,4,4,1,11,2,6,1,2,3,2,4,3,1,2,2,1,1,3,1,2,3,2,1,1,1,9,11,2,2,1,2,3,2,125,2552,4,8,6,6,1,3,5,5,5,5,5,2,2,1,3,6,1,4,4,2,2,2,2,1,5,1,3,3,3,5,2,3,2,11,5748
1,125,2553,3,6,4,7,4,2,1,3,2,6,2,3,8,11,2,4,1,1,2,1,1,1,1,1,2,3,3,2,4,4,4,3,3,9,11,3,11,3,2,3,2,2,1,1,2,3,3,5,3,5,4,5,5,9,11,4,2,2,2,3,2,125,2553,1,2,6,6,1,1,3,1,2,4,5,1,2,1,4,2,2,4,4,2,1,1,1,1,2,6,2,4,3,6,5,1,2,4,1666
1,125,2554,3,6,4,2,5,1,5,3,3,7,6,9,8,11,4,7,7,7,3,3,1,3,2,3,3,3,4,3,4,4,2,1,3,9,1,2,3,3,3,3,2,1,1,2,2,4,4,2,4,5,4,4,5,9,11,2,3,1,2,3,2,125,2554,2,2,6,6,1,2,1,3,2,4,5,1,2,2,1,1,1,4,4,2,1,2,2,1,1,5,2,3,3,5,5,2,4,11,395
1,125,2555,3,6,4,2,1,1,5,3,1,7,1,2,7,11,3,2,9,12,2,1,3,1,2,1,1,4,2,2,3,4,2,7,3,0,2,3,4,2,3,3,1,3,3,1,2,2,2,2,3,2,4,4,4,9,11,4,2,3,1,3,2,125,2555,3,3,6,6,1,2,2,1,3,4,5,1,2,3,4,3,2,4,1,2,2,1,2,1,2,3,6,3,4,5,6,1,2,6,1090
1,125,2556,3,6,4,3,2,1,5,3,1,6,6,9,7,1,4,3,15,10,2,1,2,1,2,1,3,2,2,2,2,3,2,1,3,9,2,3,3,2,3,3,2,1,1,2,2,2,5,2,2,1,2,1,1,9,11,4,6,6,2,3,2,125,2556,1,1,1,4,1,2,3,1,2,4,5,2,2,1,3,2,2,3,2,2,2,1,2,1,2,1,1,3,1,5,5,4,4,2,3424
1,125,2557,3,6,4,5,2,1,5,3,1,6,5,7,7,11,4,7,13,8,1,1,2,1,2,3,1,2,3,3,3,4,1,3,2,6,1,2,4,3,2,3,2,2,1,1,1,2,1,2,3,4,4,4,4,9,11,2,4,6,2,3,2,125,2557,1,6,6,6,2,3,2,1,3,4,1,2,1,1,4,2,2,3,1,2,2,1,1,1,2,1,1,3,3,5,5,4,4,12,3345
1,125,2558,3,6,4,9,3,1,5,3,1,6,5,7,7,11,4,7,9,1,3,1,1,1,3,3,1,4,2,2,2,4,2,11,1,5,7,3,7,3,4,4,3,2,2,2,2,4,4,3,3,2,3,3,3,9,11,1,6,6,2,3,2,125,2558,6,0,6,6,1,2,1,2,3,4,6,3,1,2,1,2,1,4,4,2,1,1,1,2,2,6,6,4,4,6,6,1,2,6,866
1,125,2559,4,6,4,7,4,1,5,3,2,7,7,8,8,11,4,8,7,7,4,1,3,3,2,1,1,3,2,5,5,4,4,1,2,6,2,2,8,2,3,3,2,2,1,1,1,3,1,3,3,3,4,4,4,1,2,2,5,1,2,2,2,125,2559,1,2,6,6,1,2,4,2,3,1,5,1,2,1,4,2,2,3,2,1,2,1,1,1,2,2,6,5,4,5,6,2,4,12,214
1,125,2560,4,6,4,6,1,1,5,3,2,7,7,8,8,9,4,8,1,10,3,1,2,1,2,3,2,3,3,2,2,4,4,3,1,1,3,3,4,2,3,3,1,2,1,2,2,2,3,3,2,1,4,2,4,7,9,3,6,1,2,3,2,125,2560,1,1,6,6,1,2,5,5,5,5,4,1,1,3,4,3,2,4,4,2,1,1,1,1,1,2,6,3,4,4,6,4,4,4,4559
1,125,2561,4,6,4,4,2,1,5,3,1,6,5,5,7,4,4,7,6,6,2,2,2,1,1,3,2,2,2,1,2,2,2,1,1,5,1,3,9,3,2,2,2,1,1,2,1,3,3,3,3,4,4,4,4,9,11,3,2,6,2,3,2,125,2561,1,2,6,6,1,1,1,2,3,4,5,2,1,1,4,2,2,4,4,2,1,1,2,1,1,2,5,3,3,5,5,4,4,11,3105
1,125,2562,3,6,4,4,1,1,5,3,1,5,5,7,7,11,4,7,7,10,2,2,2,3,2,2,2,2,2,2,2,3,2,3,3,9,2,3,5,2,3,3,2,2,2,1,1,2,2,3,2,3,2,2,2,9,11,3,4,6,2,3,2,125,2562,1,1,6,6,1,2,1,2,3,4,6,1,1,1,3,2,2,4,5,2,2,1,2,2,2,3,2,3,3,2,5,4,4,5,4761
1,125,2563,3,6,4,4,1,1,5,3,1,5,1,2,7,11,4,2,12,12,1,2,2,1,1,2,1,1,1,1,1,3,2,1,3,9,1,2,2,3,3,3,2,2,2,1,1,1,1,1,2,1,1,1,1,9,11,3,3,2,1,3,2,125,2563,2,2,6,6,1,3,5,5,5,5,5,2,1,2,1,5,2,5,5,2,2,1,2,1,2,1,5,3,3,5,5,4,4,12,4455
1,125,2564,3,6,4,3,4,1,5,3,2,5,5,7,7,5,4,7,12,11,2,1,2,1,2,3,2,4,3,2,1,3,3,2,2,3,2,2,4,3,3,3,2,1,1,1,1,2,2,3,3,3,3,2,4,9,11,4,1,6,2,3,2,125,2564,2,4,6,6,2,2,3,4,2,1,5,1,2,1,4,2,1,5,5,1,2,1,1,1,1,1,6,3,4,5,6,2,4,12,6
1,125,2565,5,6,4,8,3,1,5,3,2,7,6,8,8,9,4,8,1,1,3,2,2,1,2,2,1,2,1,1,3,4,4,3,3,9,4,3,5,3,2,2,2,1,1,2,1,1,1,4,2,3,4,4,4,2,2,4,3,6,2,3,2,125,2565,1,1,6,6,1,1,1,2,3,4,4,2,2,2,4,5,2,4,4,2,2,1,1,1,2,1,1,3,3,5,5,4,4,4,4504
1,125,2566,3,6,2,5,1,1,5,3,1,6,6,8,8,11,4,8,8,11,1,2,2,2,2,3,1,1,2,2,3,4,2,1,2,1,4,3,2,2,3,3,2,1,1,1,1,2,5,3,2,3,3,5,3,9,11,2,5,6,2,3,2,125,2566,3,3,6,6,2,2,3,1,2,4,2,1,1,2,3,2,2,4,1,2,1,2,2,1,2,4,6,3,4,5,6,2,4,7,1015
1,125,2567,3,6,2,7,1,1,5,3,2,6,2,9,4,11,4,4,6,10,2,3,2,3,2,3,3,3,2,2,2,3,4,7,3,9,1,2,1,2,3,3,2,1,1,1,1,2,2,1,2,2,2,2,2,9,11,2,3,1,2,3,2,125,2567,2,2,6,6,1,3,3,1,2,4,5,3,1,3,4,4,2,3,2,2,2,2,2,2,8,2,5,3,3,5,5,4,4,11,3079
1,125,2568,3,6,3,8,4,1,5,3,2,7,3,5,4,11,1,4,6,6,4,1,3,3,2,3,2,3,5,3,5,3,4,1,3,9,1,3,1,2,3,3,1,2,2,2,2,2,5,4,5,2,3,4,4,9,11,3,6,3,2,3,2,125,2568,1,1,6,6,1,3,3,1,2,4,5,1,2,1,4,1,4,5,5,2,2,1,2,1,8,1,6,3,4,5,6,4,4,11,3097
1,125,2569,3,6,3,4,2,1,5,3,1,6,5,7,3,11,4,3,9,10,3,1,1,2,3,3,2,5,5,3,3,4,4,3,1,1,1,2,3,3,4,3,2,2,1,2,2,4,4,4,4,5,4,5,4,9,11,4,5,1,2,1,2,125,2569,6,11,6,6,1,2,3,1,2,4,5,1,1,2,1,2,3,4,4,2,1,2,2,2,1,1,6,3,4,5,6,1,2,6,870
1,125,2570,4,6,3,5,3,1,5,3,2,7,7,2,2,11,4,2,9,8,1,2,2,1,2,1,1,1,1,1,1,4,1,1,3,9,3,3,4,3,4,4,3,1,1,1,1,1,5,1,2,2,2,3,3,1,6,1,3,3,1,2,2,125,2570,1,6,6,6,1,2,3,4,2,1,5,2,1,2,1,2,5,1,1,2,1,2,2,2,1,1,6,3,4,5,6,2,4,6,825
1,125,2571,4,6,3,7,1,1,5,3,2,6,6,8,8,9,4,8,1,10,3,1,2,2,3,3,1,3,2,2,3,4,1,3,2,4,1,3,1,2,3,3,2,2,1,1,3,2,3,2,2,2,3,3,3,2,9,2,2,6,2,3,2,125,2571,1,6,6,6,1,1,2,1,3,4,5,1,1,1,2,2,2,2,1,2,2,1,2,2,2,2,6,3,4,5,6,4,4,4,4581
1,125,2572,3,6,3,6,1,1,5,3,1,5,5,7,6,11,4,6,6,6,2,3,1,2,2,3,3,3,2,5,5,3,4,4,1,1,2,3,3,2,4,4,2,1,1,3,2,3,3,2,3,2,2,2,2,9,11,2,4,6,2,3,2,125,2572,6,11,6,6,1,2,2,1,3,4,5,1,3,3,5,2,2,4,2,2,1,1,3,1,2,4,4,3,3,5,5,4,4,11,3087
1,125,2573,3,6,3,7,2,1,5,3,1,5,5,7,7,7,4,5,1,1,2,2,2,3,2,3,3,2,2,2,1,3,3,11,1,2,1,3,2,3,2,3,2,1,1,1,3,2,2,4,2,4,5,4,5,2,2,4,1,6,2,3,2,125,2573,1,6,6,6,1,3,2,1,3,4,5,1,1,1,4,2,2,5,3,2,2,1,1,1,2,2,5,3,3,5,5,4,4,4,4574
1,125,2574,3,6,5,2,4,1,5,3,1,5,5,7,7,11,4,4,8,10,1,1,1,3,3,3,2,1,3,4,3,3,1,7,3,9,4,3,4,3,3,3,3,2,1,2,3,3,3,1,1,1,4,3,4,9,11,4,4,6,2,3,2,125,2574,2,2,6,6,2,1,3,4,2,1,5,1,1,1,4,2,2,3,3,2,1,1,1,2,8,2,6,1,4,4,6,1,3,7,1857
1,125,2575,3,6,5,4,5,1,5,3,2,5,5,5,7,9,4,5,6,0,3,3,2,3,2,3,2,2,3,2,2,4,2,3,3,0,2,2,3,2,2,2,1,1,1,2,2,3,2,2,3,2,2,2,2,9,11,3,3,6,2,3,2,125,2575,2,4,6,6,1,2,1,2,3,4,1,2,1,3,3,5,2,4,4,2,1,1,2,2,1,3,5,3,3,5,5,4,4,11,3102
1,125,2576,3,6,5,1,4,1,5,3,1,5,3,5,5,11,4,5,7,10,4,2,2,3,2,2,3,2,2,1,4,1,3,4,3,7,1,2,1,1,3,3,1,1,1,3,1,4,4,4,3,4,3,3,3,9,11,3,4,1,2,3,2,125,2576,1,1,6,6,2,2,1,2,3,4,5,1,2,1,4,3,2,4,2,2,2,1,1,1,2,6,4,4,3,6,5,1,2,4,1190
1,125,2577,3,6,5,6,1,1,5,3,1,5,5,7,7,11,4,6,3,3,1,2,2,1,2,3,1,2,2,2,2,4,2,3,1,5,1,2,3,2,4,4,3,1,1,1,1,2,2,2,2,2,2,2,2,9,11,3,4,6,2,3,2,125,2577,1,1,6,6,1,2,2,1,3,4,5,1,1,2,1,5,2,3,2,2,1,1,1,2,1,1,1,3,3,5,5,4,4,5,4768
1,125,2578,3,6,5,2,1,1,5,3,1,5,1,3,7,11,4,3,2,10,2,1,2,1,1,1,1,2,2,2,2,4,1,1,3,9,2,3,4,3,3,3,2,1,1,1,2,2,2,2,3,3,2,2,2,9,11,2,1,2,2,3,2,125,2578,1,1,6,6,1,2,5,5,5,5,5,1,2,1,4,2,2,4,3,2,2,1,2,1,6,1,1,3,3,5,5,3,1,3,5430
1,125,2579,3,6,5,2,5,1,5,3,1,5,1,2,6,11,4,3,1,10,3,1,2,2,1,3,2,4,3,3,3,3,1,2,2,11,3,3,3,2,1,3,1,1,1,1,2,3,3,5,4,4,5,5,5,9,11,2,1,1,2,3,2,125,2579,2,2,6,6,2,2,1,2,3,4,5,2,1,1,3,2,2,4,3,2,2,1,2,2,5,6,5,3,3,5,5,3,2,12,4090
1,125,2580,3,6,5,3,1,1,5,3,1,5,5,7,7,11,4,2,12,10,2,1,2,1,2,1,2,3,3,3,3,3,2,1,2,2,3,3,1,3,2,3,1,1,1,1,1,2,3,4,2,4,4,4,4,9,11,3,6,6,2,3,2,125,2580,4,4,6,6,2,1,1,2,3,4,5,1,1,1,4,2,2,4,4,1,1,3,1,2,1,5,5,3,4,5,6,2,4,12,143
1,125,2581,3,6,5,3,2,1,5,3,1,5,5,7,7,7,4,7,15,10,1,1,2,1,2,3,2,4,2,2,2,4,2,3,3,9,4,3,4,3,2,2,2,2,2,1,1,3,2,2,2,2,4,2,3,2,5,3,5,6,2,3,2,125,2581,1,2,1,1,1,2,2,1,3,4,4,2,1,1,4,2,1,4,4,2,2,1,1,1,2,2,6,1,4,2,6,4,4,2,3470
1,125,2582,3,6,5,2,5,1,5,3,1,5,5,7,7,10,4,1,12,12,4,1,1,1,2,3,2,4,3,2,4,4,4,7,3,9,1,3,10,3,4,4,2,2,1,2,1,3,3,2,3,2,2,4,4,9,11,4,2,6,2,3,2,125,2582,2,6,6,6,1,3,1,2,3,4,4,1,2,1,4,2,2,4,2,2,2,1,2,2,2,6,3,4,3,6,5,4,3,4,4921
1,125,2583,3,6,5,3,4,1,5,3,1,5,2,4,7,11,4,3,12,10,3,1,1,3,1,1,2,4,3,3,4,3,4,2,1,4,2,2,4,1,3,3,1,2,2,2,2,3,4,2,4,4,4,4,4,9,11,3,2,2,1,3,2,125,2583,2,2,6,6,2,2,4,2,3,1,5,2,1,2,1,2,3,3,4,2,2,1,2,2,4,1,6,1,4,2,6,4,4,12,4414
1,125,2584,4,6,5,3,1,1,5,3,1,5,1,3,7,11,4,3,9,6,1,2,2,1,1,3,1,2,2,2,1,3,1,1,2,8,1,3,2,3,3,3,3,2,2,2,2,3,2,3,2,2,1,1,1,9,11,2,3,1,2,3,2,125,2584,6,11,6,6,1,2,1,2,3,4,5,1,1,1,4,2,2,3,3,2,2,1,2,1,2,5,2,3,1,5,5,1,2,6,1289
1,125,2585,4,6,5,3,2,1,5,3,1,5,1,2,7,11,4,1,9,10,2,1,2,1,1,1,2,2,1,1,2,4,2,1,1,11,1,3,2,3,3,3,2,1,1,1,1,2,1,2,3,2,2,2,4,9,11,4,3,1,2,3,2,125,2585,6,0,6,6,1,2,1,2,3,4,5,1,1,1,4,2,2,4,2,2,2,1,2,2,2,4,6,3,4,5,6,1,3,6,2164
1,125,2586,4,6,5,3,5,1,5,3,1,5,1,2,7,11,4,1,3,10,2,1,2,1,2,3,2,2,1,1,1,4,2,3,1,1,1,2,1,2,3,3,2,1,1,2,2,2,2,2,2,4,4,4,4,9,11,4,2,2,1,3,2,125,2586,2,2,6,6,1,2,1,3,2,4,5,2,1,1,4,2,2,4,1,2,1,1,2,1,2,1,6,3,4,2,6,2,2,8,572
1,125,2587,4,6,5,2,5,1,5,3,1,5,1,2,7,11,4,7,5,10,2,3,2,1,2,1,1,2,2,2,2,4,2,1,3,9,3,3,4,2,3,3,1,2,2,2,2,3,5,2,2,2,2,2,2,9,11,2,6,3,1,3,2,125,2587,1,1,6,6,1,3,2,1,3,4,1,1,2,1,4,4,2,3,3,2,2,1,1,1,2,6,3,4,3,6,5,1,2,3,2568
