CARD.,DECK.,BALLOT.,Q.1.,Q.2.,Q.3.,Q.4A.,Q.4B.,Q.4C.,Q.5A.,Q.5B.,Q.6A.,Q.6B.,Q.6C.,Q.6D.,Q.6E.,Q.6F.,Q.7A.,Q.8.,Q.9.,Q.10A.,Q.10B.,Q.10C.,Q.12A.,Q.12B.,Q.12C.,Q.12D.,Q.13A.,Q.13B.,Q.14A.,Q.14B.,Q.15.,Q.16.,Q.17A.,Q.17B.,Q.18A.,Q.18B.,Q.19A.,Q.19B.,Q.21A.,Q.21B.,Q.22.,Q.23.,Q.24.,Q.25.,V.26.,V.27.,V.28.
1,224,282,3,3,5,2,2,1,2,2,1,1,1,3,1,1,1,1,2,1,1,1,1,1,4,0,4,4,1,1,0,2,5,5,5,3,1,1,3,3,1,4,3,2,4,1,55
1,224,283,3,3,4,2,1,1,2,6,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,0,5,1,1,1,2,1,1,3,3,5,1,3,3,1,4,3,2,4,1,74
1,224,284,4,2,8,3,3,1,2,7,1,1,1,1,2,1,2,3,2,2,1,3,1,1,4,4,3,3,0,0,0,0,5,5,0,0,0,0,3,3,0,4,3,2,1,2,94
1,224,285,5,1,5,1,1,1,2,7,1,1,3,3,2,1,2,0,2,2,2,2,1,1,0,2,3,3,1,3,0,1,4,4,4,3,2,3,3,3,0,4,3,2,1,2,74
1,224,286,3,2,6,2,4,1,2,7,1,1,1,1,1,1,2,3,2,2,3,2,1,1,1,4,3,4,1,1,1,2,2,2,1,1,5,2,3,0,0,4,3,2,2,8,29
1,224,287,3,3,4,1,1,1,2,7,1,1,1,3,1,1,2,1,2,3,1,1,1,1,1,1,2,3,1,1,0,2,5,5,1,1,5,1,3,3,1,4,3,2,2,8,52
1,224,288,3,3,5,1,2,1,2,7,1,1,1,1,1,1,1,0,2,2,2,2,1,1,1,1,4,3,1,1,0,2,1,1,1,1,5,0,3,3,0,4,3,2,2,8,103
1,224,289,6,2,4,1,1,1,2,7,1,1,1,1,1,1,1,1,2,2,1,1,1,1,4,1,3,3,1,1,1,2,5,5,1,1,5,0,3,3,1,4,3,2,2,8,50
1,224,290,4,2,6,1,1,1,2,7,1,1,1,3,1,1,1,3,2,1,2,2,1,1,1,1,3,3,1,1,0,2,1,1,1,1,5,1,3,3,0,4,3,1,2,8,117
1,224,291,4,2,5,6,5,1,2,7,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,4,3,4,1,1,3,2,1,1,1,1,2,3,3,3,1,4,3,1,2,8,21
1,224,292,3,2,5,1,1,1,2,7,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,4,3,4,1,1,2,2,1,1,1,3,2,1,3,3,1,4,3,1,2,8,99
1,224,293,2,2,4,5,3,1,2,7,1,1,1,1,1,1,2,1,3,2,2,2,1,1,1,3,3,1,1,3,4,3,2,3,1,1,3,3,3,3,2,4,3,1,2,8,31
1,224,294,4,2,5,1,5,1,2,7,1,2,2,3,1,1,2,3,2,1,1,1,1,1,1,1,3,4,2,3,2,1,1,1,1,1,5,3,3,3,2,4,3,1,2,8,107
1,224,295,1,1,5,1,1,1,2,3,2,1,1,3,1,1,1,3,2,1,1,1,1,1,1,1,4,3,1,1,4,2,5,5,5,3,5,3,3,3,1,2,3,1,1,2,95
1,224,296,1,3,5,3,3,1,1,4,2,3,2,3,2,2,3,3,4,3,3,2,1,1,4,4,1,3,1,3,4,2,1,1,1,1,5,0,0,2,2,2,3,2,1,2,85
1,224,297,1,1,5,2,1,1,2,7,1,1,1,3,3,1,1,1,2,1,1,2,4,4,4,4,3,5,1,3,4,2,5,5,1,1,2,3,3,3,1,2,3,1,3,2,16
1,224,298,0,3,6,5,3,1,2,2,1,2,3,2,1,1,2,1,2,1,1,1,1,1,1,1,4,4,4,0,3,0,5,5,0,3,5,3,3,3,2,2,3,2,3,2,24
1,224,299,0,0,0,0,0,0,0,0,1,1,1,1,2,1,2,1,2,2,2,2,4,4,4,3,1,4,1,1,4,2,5,5,1,3,5,1,3,3,1,2,3,2,2,3,46
1,224,300,2,3,5,6,4,1,2,0,1,1,1,1,2,1,1,1,2,1,1,1,4,4,4,4,3,3,1,1,1,2,5,5,3,3,1,3,3,3,1,2,3,1,2,3,55
1,224,301,2,3,5,1,1,1,2,7,1,1,1,2,2,1,2,1,2,1,1,1,1,1,1,1,2,4,1,1,0,2,4,4,2,1,1,3,3,3,1,2,3,1,2,3,26
1,224,302,2,3,6,6,5,1,1,5,2,1,1,2,2,2,1,1,2,2,3,1,6,5,4,4,3,3,1,1,3,2,2,1,1,3,2,3,3,3,1,2,3,1,2,3,47
1,224,303,2,3,6,6,6,1,1,8,3,1,1,2,1,1,2,1,2,1,4,1,1,1,1,1,3,4,1,2,1,2,5,5,1,1,1,1,3,3,1,2,3,1,2,3,58
1,224,304,2,3,5,1,1,1,2,2,2,1,1,3,3,2,2,3,2,1,1,1,1,1,1,1,4,3,1,1,4,2,5,5,1,1,5,1,3,3,1,2,3,1,3,3,18
1,224,305,1,2,5,1,2,1,0,2,1,1,1,1,1,1,1,1,2,1,1,1,0,7,0,0,4,5,0,0,0,0,5,5,0,0,5,0,0,0,0,2,3,2,3,3,7
1,224,306,1,3,6,2,2,1,2,3,2,1,1,3,3,2,2,3,2,1,1,1,1,1,1,1,3,3,1,1,2,2,5,5,1,1,2,1,3,3,1,2,3,1,3,3,55
1,224,307,1,3,3,6,6,1,1,3,1,1,1,3,1,3,1,1,2,2,3,3,4,4,4,4,3,3,3,1,1,2,5,5,1,3,3,1,3,3,1,2,3,2,3,3,58
1,224,308,2,3,5,6,6,1,2,6,1,1,1,2,1,1,2,1,2,2,1,3,4,4,4,1,1,2,1,1,1,2,1,2,1,1,5,3,3,3,1,2,3,1,1,3,16
1,224,309,2,3,6,6,5,1,2,6,3,1,1,1,1,2,3,0,2,2,2,3,5,5,6,5,2,3,1,1,2,2,2,1,1,3,2,1,3,3,1,2,3,1,1,3,30
1,224,310,1,3,5,6,4,1,1,2,2,1,1,1,1,1,1,1,2,2,1,1,4,4,5,4,1,3,1,1,1,2,1,1,2,3,2,3,3,3,1,2,3,1,1,3,4
1,224,311,2,3,5,5,6,1,1,2,3,1,1,1,3,3,2,0,4,1,1,2,5,5,4,4,2,3,1,1,2,2,1,2,1,4,1,1,2,3,1,2,3,2,1,3,55
1,224,312,1,3,4,5,3,1,2,7,1,1,1,1,1,3,1,1,2,1,1,1,4,4,4,4,3,3,1,1,2,3,2,2,5,4,3,3,3,3,1,2,3,2,1,4,48
1,224,313,1,2,3,5,4,1,2,7,1,1,1,1,1,1,2,1,2,3,1,3,4,4,4,4,3,3,1,1,1,2,1,1,2,3,5,0,3,3,1,2,3,2,1,4,8
1,224,314,2,3,5,4,6,1,2,7,1,1,1,1,1,1,2,1,2,3,2,1,4,4,5,5,2,3,3,2,4,2,5,5,5,4,5,3,2,2,1,2,3,2,1,4,29
1,224,315,2,3,5,5,3,1,2,7,1,2,2,1,2,2,2,1,1,1,1,1,4,4,5,4,3,4,3,1,1,2,2,2,3,3,5,1,3,3,1,2,3,1,1,4,3
1,224,316,2,3,5,2,6,1,2,7,1,1,1,1,1,1,3,1,4,3,3,3,4,4,4,4,1,3,1,1,4,2,2,2,1,1,1,2,3,2,1,2,3,1,1,5,14
1,224,317,2,2,7,2,4,1,2,7,2,1,1,1,2,1,2,1,2,2,2,2,4,4,4,2,4,3,1,1,2,2,1,1,1,1,5,3,3,3,1,2,3,1,1,5,4
1,224,318,2,2,5,6,5,1,2,7,3,1,3,1,2,2,4,1,2,3,1,1,4,4,4,4,2,4,3,2,4,2,5,5,5,4,2,2,2,2,1,2,3,2,1,5,11
1,224,319,2,2,5,1,1,1,2,7,1,1,0,3,1,1,1,1,2,1,1,1,1,1,1,1,4,4,1,1,3,2,5,5,1,3,5,3,3,3,1,2,3,2,4,5,18
1,224,320,3,2,5,2,1,1,2,0,1,1,1,1,3,1,2,3,2,2,1,2,4,1,1,4,3,4,1,1,4,2,5,5,0,1,2,2,3,2,0,2,3,2,4,6,40
1,224,321,3,2,5,2,1,1,2,0,1,1,1,1,3,1,2,3,2,2,1,2,4,1,1,4,3,4,1,1,4,2,5,5,0,1,2,2,3,2,0,2,3,2,4,6,40
1,224,322,1,1,5,1,1,1,0,7,1,1,1,1,1,1,1,0,2,1,1,3,1,1,1,1,3,2,1,1,4,2,1,1,1,3,5,3,3,1,1,2,3,1,4,6,66
1,224,323,2,1,4,1,5,1,2,0,1,1,1,1,1,1,1,1,2,1,3,3,1,1,1,2,4,4,1,2,4,2,3,2,2,3,5,1,3,3,1,2,3,2,4,6,9
1,224,324,1,1,6,5,3,1,2,7,1,1,1,1,2,2,1,3,2,1,1,1,4,4,4,4,3,3,2,3,3,2,5,5,1,3,2,3,3,3,1,2,3,1,4,6,39
1,224,325,3,2,5,3,2,1,2,2,1,1,0,0,1,1,1,0,0,1,1,1,1,7,1,1,3,5,1,1,4,2,0,1,0,0,0,0,3,3,0,2,3,2,4,6,21
1,224,326,2,3,4,2,2,2,1,1,0,3,3,3,2,2,1,0,1,2,3,3,1,1,1,1,1,2,1,1,2,2,4,0,5,3,5,0,3,3,0,2,3,2,4,6,62
1,224,327,2,3,6,1,4,1,2,2,1,1,1,1,1,1,2,1,2,2,2,2,4,4,4,4,2,4,1,2,4,2,1,1,3,3,2,3,3,3,1,2,3,1,1,7,15
1,224,328,1,1,7,3,3,1,2,4,2,2,1,2,1,1,4,3,1,3,3,2,4,4,2,3,2,4,1,4,1,1,1,1,5,3,3,3,3,3,1,2,3,1,1,7,3
1,224,329,1,1,4,6,4,1,2,5,3,1,1,1,1,1,2,1,2,2,2,2,1,4,4,4,3,3,3,1,4,2,1,2,1,1,2,3,3,3,0,2,3,1,1,7,34
1,224,330,1,3,4,3,2,1,2,7,1,1,1,1,1,1,1,1,4,1,1,1,1,1,4,4,2,3,1,1,4,2,5,5,3,1,2,1,2,3,1,2,3,2,2,7,31
1,224,331,1,1,4,1,1,1,2,7,1,1,1,1,1,1,2,1,2,0,1,1,1,1,4,4,2,3,1,1,2,2,1,1,2,3,3,3,3,3,1,2,3,2,2,7,6
1,224,332,2,3,5,1,1,1,2,7,2,1,1,3,1,1,2,1,2,2,2,1,1,1,1,2,3,4,1,3,0,1,5,5,1,1,5,0,3,3,0,2,3,2,2,7,24
1,224,333,2,3,5,6,5,1,2,7,1,1,1,1,1,1,3,1,2,2,2,1,1,1,1,1,3,3,1,1,2,2,2,2,1,1,2,1,3,3,1,2,3,2,2,7,99
1,224,334,1,1,1,2,6,1,2,7,1,1,1,3,3,3,2,2,4,2,2,2,1,1,2,3,3,5,2,1,4,2,5,5,2,3,2,1,3,0,1,2,3,2,2,7,40
1,224,335,1,3,6,1,5,1,2,7,1,1,1,1,1,1,1,1,2,2,3,3,1,1,1,1,1,2,2,1,2,2,2,2,1,3,2,2,3,3,1,2,3,1,2,7,9
1,224,336,1,1,6,1,3,1,2,7,1,1,1,1,1,2,2,1,3,2,2,3,1,1,1,1,2,2,3,1,4,2,5,5,1,0,5,0,2,3,1,2,3,1,2,7,26
1,224,337,2,2,1,2,6,1,2,2,1,0,0,0,0,0,3,1,0,1,1,2,1,4,4,4,3,3,1,1,4,2,5,5,5,3,2,1,3,3,1,4,3,2,3,3,22
1,224,338,3,3,6,1,1,1,2,2,1,1,1,3,2,1,1,3,2,1,2,1,1,1,1,1,3,5,3,3,2,2,5,5,1,1,5,0,3,0,0,4,3,2,3,3,11
1,224,339,3,3,4,3,2,1,2,2,3,1,1,3,1,1,2,1,2,1,2,1,1,1,1,1,2,3,2,1,1,2,1,1,1,3,5,3,3,3,1,4,3,2,3,3,21
1,224,340,5,2,7,4,3,1,2,6,2,3,1,3,2,1,2,1,1,1,2,1,1,1,1,1,3,3,1,1,3,2,3,2,3,3,5,1,3,3,2,4,3,2,3,3,26
1,224,341,3,3,5,1,1,1,2,6,1,1,1,0,1,2,1,3,2,0,2,1,1,1,1,1,0,2,1,0,0,2,5,5,1,1,5,0,3,3,1,4,3,2,3,3,53
1,224,342,2,3,6,6,5,1,1,2,1,2,1,3,2,2,1,3,2,1,1,2,5,5,4,3,2,4,3,3,3,2,4,3,1,3,0,3,3,2,2,4,3,1,3,3,52
1,224,343,4,3,5,6,3,1,1,2,2,1,1,1,1,1,1,3,2,1,1,1,4,4,4,1,1,4,3,1,1,2,5,5,1,1,5,3,3,3,2,4,3,2,3,3,12
1,224,344,5,3,1,3,4,1,1,6,1,1,1,1,1,1,1,0,2,1,1,1,4,4,4,4,3,4,1,1,0,3,5,5,1,3,1,3,3,3,1,4,3,2,3,3,41
1,224,345,4,3,5,0,0,1,2,0,1,1,1,1,1,1,1,1,2,1,1,1,4,4,4,4,4,4,1,1,4,2,1,1,1,1,5,1,3,3,1,4,3,1,1,3,39
1,224,346,3,2,6,6,4,1,2,6,1,1,1,1,1,1,1,1,2,3,3,2,4,4,4,4,3,4,1,1,1,2,1,1,5,3,5,1,3,3,1,4,3,1,1,3,21
1,224,347,2,3,1,5,3,1,1,6,1,1,1,1,1,1,4,1,2,3,3,1,4,4,4,4,3,1,1,1,1,2,1,1,1,1,1,3,1,2,1,4,3,1,1,3,22
1,224,348,2,3,5,6,5,1,2,7,1,1,1,1,1,2,1,3,2,1,5,1,2,2,4,4,3,3,1,1,1,2,1,1,5,3,2,2,1,1,1,4,3,1,1,4,42
1,224,349,1,3,5,6,3,1,2,7,1,1,1,1,1,1,2,3,2,2,2,2,4,4,4,4,3,3,1,1,3,2,3,2,5,3,2,1,3,3,2,4,3,1,1,4,37
1,224,350,3,3,5,6,5,1,2,2,1,1,1,3,1,3,2,1,2,2,2,1,4,4,4,4,4,3,1,1,1,2,2,2,5,3,5,3,3,3,1,4,3,2,1,4,5
1,224,351,4,3,4,4,3,1,2,3,1,1,1,1,1,1,2,0,0,2,2,2,0,5,0,0,0,5,1,1,1,0,1,1,5,3,0,0,3,3,0,4,3,2,1,4,15
1,224,352,3,3,6,4,6,1,1,5,1,1,1,1,1,1,1,3,3,2,4,2,4,4,4,4,2,2,4,1,2,2,2,2,1,1,5,0,3,3,1,4,3,1,1,4,1
1,224,353,3,3,8,6,5,1,1,6,1,1,1,1,1,1,1,1,2,1,1,1,4,4,4,4,3,3,1,1,1,2,1,1,5,3,2,2,3,3,1,4,3,1,1,4,39
1,224,354,3,3,4,6,6,1,1,7,1,1,1,1,1,1,2,1,2,1,1,1,4,4,4,4,3,3,1,1,1,2,1,1,5,3,5,0,0,3,1,4,3,2,1,4,50
1,224,355,4,3,6,5,3,1,2,7,1,1,1,3,2,2,1,3,2,1,1,1,3,3,3,3,4,3,1,1,1,2,5,5,1,1,5,0,3,3,1,4,3,1,1,5,3
1,224,356,5,2,5,3,3,1,2,7,1,1,1,3,1,1,1,1,2,1,3,1,4,5,4,5,3,4,1,2,4,2,1,1,2,3,5,3,2,2,1,4,3,1,1,5,10
1,224,357,4,2,4,3,2,1,2,7,1,1,1,3,1,2,3,1,2,2,2,2,4,4,4,4,2,2,1,1,0,2,1,1,0,3,5,0,3,3,1,4,3,2,1,5,22
1,224,358,3,3,7,2,3,1,2,7,1,1,2,1,1,1,3,1,2,2,2,2,4,4,4,4,3,3,2,1,3,2,1,1,2,3,5,3,3,3,0,4,3,1,1,5,2
1,224,359,2,3,5,2,5,1,2,7,1,2,1,2,1,1,3,1,2,2,2,3,4,4,3,3,3,4,3,3,4,2,2,1,2,3,5,1,3,2,0,4,3,1,1,5,6
1,224,360,1,3,6,2,2,1,2,2,1,1,1,1,1,2,2,1,4,2,1,2,5,5,5,1,4,4,1,4,4,2,1,1,1,3,2,3,3,2,1,4,3,1,1,5,26
1,224,361,4,2,6,5,3,1,2,6,1,2,1,1,2,1,2,1,2,1,2,1,4,4,5,4,4,3,1,2,3,2,2,2,2,3,2,1,3,2,1,4,3,2,1,5,15
1,224,362,7,2,4,6,5,1,2,7,1,1,1,1,2,1,1,1,2,1,2,1,4,1,4,4,3,3,1,2,4,2,1,2,2,3,5,3,3,3,1,4,3,2,1,6,5
1,224,363,3,1,3,4,2,1,2,7,1,1,1,1,2,1,1,1,2,1,1,1,4,4,4,4,3,3,1,3,2,2,5,5,3,3,5,0,3,3,1,4,3,2,1,6,3
1,224,364,6,3,6,2,1,1,2,6,1,1,1,1,1,1,1,0,2,1,1,3,1,1,4,4,2,3,1,1,1,2,1,1,5,3,2,3,3,3,1,4,3,1,1,6,6
1,224,365,4,2,5,5,6,1,1,3,1,1,1,1,2,1,2,1,2,2,3,2,4,4,4,4,3,3,1,2,2,2,5,5,5,3,2,1,3,3,1,4,3,1,1,6,8
1,224,366,1,0,5,1,0,1,0,0,1,1,1,0,1,0,1,0,2,2,1,1,1,7,0,0,0,5,1,1,2,1,1,1,0,0,0,1,3,3,0,4,3,2,4,6,34
1,224,367,5,2,5,2,1,1,2,7,1,1,1,3,1,2,2,1,2,2,2,3,1,1,1,4,2,2,1,1,2,1,5,5,1,1,2,1,3,3,1,4,3,2,4,6,64
1,224,368,4,2,7,2,1,1,2,8,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,4,3,1,1,2,2,5,5,5,3,5,3,3,3,1,4,3,1,4,6,28
1,224,369,7,3,6,2,6,1,2,7,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,4,4,1,1,1,2,1,1,1,1,1,3,3,3,1,4,3,2,4,6,52
1,224,370,2,2,4,1,1,1,2,0,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,4,3,3,1,1,1,2,5,5,2,3,5,3,3,3,1,4,3,1,4,6,59
1,224,371,6,2,6,1,6,1,2,7,1,3,1,3,3,2,4,3,1,3,2,2,1,1,1,1,2,2,3,4,4,1,4,4,5,3,5,2,3,3,2,4,3,1,4,6,57
1,224,372,4,2,5,1,4,1,2,8,0,0,0,0,0,0,1,0,2,1,1,2,1,1,0,0,2,3,4,4,0,2,5,5,0,0,0,0,3,0,0,4,3,2,4,6,25
1,224,373,5,2,5,2,6,1,2,2,1,1,1,1,2,1,2,1,2,3,1,5,4,4,4,4,3,4,1,2,4,2,2,2,5,3,0,0,3,3,1,4,3,2,4,6,12
1,224,374,3,1,6,1,3,1,2,4,1,1,1,3,1,1,1,1,2,2,2,2,1,1,1,1,4,4,0,0,0,0,5,5,0,0,0,0,0,3,1,4,3,1,4,6,16
1,224,375,4,2,8,3,2,1,2,7,2,2,1,1,2,1,2,3,2,2,3,2,4,4,4,4,3,3,1,3,3,2,2,2,5,3,2,3,3,0,2,4,3,1,1,7,10
1,224,376,4,3,7,4,4,1,2,7,2,1,1,3,2,2,1,3,1,1,1,1,4,4,4,3,1,3,1,1,4,2,1,1,5,3,5,1,3,3,1,4,3,1,1,7,1
1,224,377,4,2,6,5,3,1,2,7,1,1,1,1,1,1,2,1,2,2,2,2,4,1,1,1,2,2,1,1,2,2,2,2,1,1,1,1,2,2,1,4,3,2,2,7,81
1,224,378,4,3,7,4,6,1,2,7,2,2,3,2,2,1,1,1,2,1,1,1,4,4,4,3,3,3,1,1,2,2,5,5,1,3,5,3,3,3,1,4,3,2,2,7,52
1,224,379,3,3,4,1,3,1,2,7,1,1,1,3,1,1,2,3,2,2,2,2,4,1,4,4,3,3,1,1,2,2,1,1,1,1,5,3,3,3,2,4,3,1,2,7,53
1,224,380,7,1,5,1,3,1,2,7,1,1,1,2,1,1,3,1,4,2,2,3,1,1,4,1,3,3,1,1,4,2,5,5,5,3,5,3,3,2,2,4,3,2,2,7,59
1,224,381,3,3,5,6,6,1,2,7,2,2,1,2,2,2,1,3,2,1,1,1,1,1,1,1,3,4,1,1,3,2,2,2,5,3,3,3,3,3,2,4,3,2,2,7,96
1,224,382,4,2,8,1,1,1,2,7,2,2,1,3,1,1,3,3,2,3,2,1,1,1,4,1,3,3,1,1,0,2,5,5,5,3,4,3,3,3,2,4,3,1,2,7,57
1,224,383,5,1,5,4,2,1,2,7,1,3,3,3,1,3,1,0,2,1,1,2,1,1,4,1,0,5,2,1,4,2,5,5,1,0,2,3,3,3,2,4,3,1,2,7,16
1,224,384,5,2,6,1,2,1,2,7,1,1,1,1,1,2,0,1,4,1,1,2,1,1,1,1,2,1,2,1,1,1,1,1,5,3,2,3,3,3,1,4,3,1,2,7,60
1,224,385,2,3,6,2,1,1,2,7,1,1,1,3,1,1,5,3,4,3,3,1,1,1,1,1,3,1,3,1,0,1,1,4,0,0,5,0,1,0,0,4,3,1,2,7,41
1,224,386,4,2,5,1,2,1,2,1,1,1,1,1,1,1,2,1,2,2,2,3,5,4,4,4,2,3,3,3,3,2,3,3,1,1,2,1,3,3,1,4,3,1,2,7,85
1,224,387,3,3,6,1,2,1,0,1,1,1,1,3,2,2,2,3,2,2,2,3,1,1,1,1,4,3,1,4,4,2,5,5,1,1,5,3,3,3,1,4,3,1,2,7,86
1,224,388,2,2,3,1,1,1,2,2,1,1,1,3,1,1,2,0,2,2,2,2,4,4,4,3,3,3,2,1,1,2,1,1,2,3,5,0,3,3,1,4,3,2,2,7,20
1,224,389,5,3,7,2,1,1,2,4,1,2,2,3,2,1,2,1,2,2,2,2,4,4,4,4,1,2,3,1,4,1,4,2,2,3,2,1,3,3,1,4,3,1,2,7,78
1,224,390,2,3,7,1,6,1,2,6,1,2,2,3,3,3,2,3,2,2,3,2,0,7,1,1,3,3,3,3,4,2,5,5,1,1,5,1,3,3,0,4,3,1,2,7,62
1,224,391,3,3,5,1,6,1,1,2,2,2,1,3,1,1,5,1,3,5,1,2,5,4,6,1,1,3,3,3,1,3,4,4,1,1,5,0,2,3,2,4,3,1,2,7,69
1,224,392,2,2,4,2,1,1,2,7,1,1,1,3,1,1,1,1,0,1,1,1,0,4,4,4,3,3,1,1,3,2,5,5,3,3,5,3,3,3,1,4,3,2,3,7,12
1,224,393,3,2,5,6,4,1,0,7,1,1,1,0,1,1,1,1,2,1,1,1,0,7,1,1,3,3,1,1,4,2,5,5,5,3,5,0,3,3,1,4,3,2,3,7,50
1,224,394,3,2,5,3,5,1,2,7,3,1,0,3,1,1,2,0,2,1,1,1,1,1,1,1,2,5,1,1,4,2,5,5,1,3,1,1,3,3,1,4,3,2,3,7,37
1,224,395,4,3,5,1,3,1,2,7,1,1,1,1,1,1,2,1,2,2,2,2,1,1,1,1,4,3,1,1,0,2,5,5,3,3,0,0,3,3,1,4,3,2,3,7,40
1,224,396,4,2,2,1,1,1,2,0,2,2,2,3,3,0,1,0,2,1,1,1,0,7,0,1,2,3,3,2,0,3,2,2,1,3,5,0,2,3,1,4,3,2,3,7,1
1,224,397,2,2,5,3,2,0,2,1,2,1,1,3,1,1,1,1,2,1,1,2,0,7,1,1,3,3,1,1,2,2,0,1,0,1,3,1,3,3,1,4,3,1,3,7,14
1,224,398,3,3,4,2,2,1,2,2,3,2,2,3,3,2,2,1,2,2,1,1,1,1,1,1,3,2,1,3,0,2,5,5,1,1,1,2,3,2,1,4,3,1,3,7,43
1,224,399,0,3,1,1,6,1,2,4,1,1,1,1,1,1,1,1,0,1,2,3,1,1,1,1,2,3,3,1,2,2,3,3,2,3,1,3,3,3,1,4,3,2,3,7,17
1,224,400,3,3,4,1,3,1,2,6,1,1,1,3,1,1,1,1,2,1,1,2,0,7,0,0,2,3,4,4,4,2,5,5,3,3,5,1,3,3,1,4,3,2,3,7,8
1,224,401,3,3,6,1,6,1,1,6,1,2,2,0,1,1,3,3,1,2,3,2,1,1,1,1,4,2,2,1,4,1,5,5,1,1,4,0,3,3,0,4,3,2,3,7,6
1,224,402,2,1,4,2,0,0,1,0,1,1,1,1,1,1,1,0,0,1,1,1,0,7,0,0,0,5,1,1,1,0,5,5,0,0,0,1,1,0,0,4,3,2,3,7,18
1,224,403,2,3,5,4,2,1,1,4,2,1,1,3,1,1,4,0,2,4,1,1,1,7,0,0,0,5,1,1,4,0,5,5,1,0,5,0,0,0,1,4,3,2,1,1,39
1,224,404,3,3,6,3,2,1,2,8,1,1,1,2,2,0,0,3,3,4,6,2,1,1,1,1,0,5,1,3,4,2,5,5,1,1,0,0,0,0,1,4,3,1,1,2,15
1,224,405,2,3,7,3,5,1,1,4,2,1,2,1,2,2,5,3,2,1,1,5,5,6,6,4,1,2,3,1,4,2,5,5,3,4,4,2,1,3,0,4,3,1,1,1,103
1,224,406,4,3,6,3,4,1,2,7,2,2,1,3,2,1,1,1,2,1,3,3,5,4,6,4,3,1,1,1,4,2,2,2,1,1,5,0,3,3,1,4,3,1,1,1,19
1,224,407,4,3,5,3,2,1,2,7,1,2,1,1,1,1,3,1,2,3,3,3,4,4,4,4,3,1,1,4,0,3,3,3,1,1,3,3,3,1,1,4,3,2,1,1,97
1,224,408,0,0,1,3,2,1,2,0,1,1,1,1,1,1,1,1,2,1,1,1,4,4,4,0,4,2,1,0,1,2,1,1,0,0,5,0,3,3,1,4,3,2,1,1,8
1,224,409,3,3,3,0,3,0,0,7,1,1,1,1,1,1,2,1,2,2,2,2,4,4,4,4,3,1,1,1,1,2,1,1,2,3,1,3,3,3,1,4,3,2,1,1,69
1,224,410,4,3,6,5,3,1,2,7,1,2,1,1,2,3,3,1,2,1,2,3,4,2,6,4,3,1,1,1,1,3,1,1,5,3,4,1,3,3,1,4,3,2,1,1,29
1,224,411,3,3,3,3,2,1,2,0,1,1,1,1,1,1,2,1,2,2,1,1,5,4,5,4,3,3,2,1,4,2,1,1,2,3,2,1,3,3,1,4,3,2,1,1,59
1,224,412,2,0,4,6,3,1,2,7,2,1,1,2,2,2,3,1,2,1,1,1,4,4,4,4,1,3,2,1,1,2,5,5,1,1,5,3,3,3,1,4,3,2,1,1,40
1,224,413,4,3,7,4,6,1,2,1,1,1,1,2,2,1,4,1,2,3,2,3,5,5,5,4,3,4,3,1,1,3,1,2,5,3,5,1,3,3,1,4,3,1,1,1,100
1,224,414,2,3,5,6,4,1,2,2,1,1,1,2,1,1,1,1,2,1,2,5,4,4,5,4,2,3,2,3,2,2,2,4,1,4,4,3,3,2,1,4,3,2,1,1,31
1,224,415,2,2,4,4,2,1,2,5,3,1,1,3,2,2,2,1,2,2,2,2,4,4,4,4,2,3,1,1,1,2,1,1,5,3,5,1,3,2,1,4,3,1,1,1,14
1,224,416,5,3,3,5,3,1,1,1,0,0,0,0,0,0,1,0,0,0,1,3,4,7,0,4,3,3,3,1,1,2,2,1,0,2,3,0,3,0,0,4,3,2,1,1,43
1,224,417,1,3,6,5,6,1,1,2,1,1,1,1,1,1,1,3,2,2,2,1,4,4,4,4,1,2,1,1,1,2,1,1,5,3,2,3,3,3,1,4,3,1,1,1,79
1,224,418,1,3,6,3,3,1,1,2,2,1,0,2,1,2,1,1,2,1,1,2,4,4,4,4,3,3,2,1,1,2,2,2,3,3,2,3,3,3,1,3,3,2,1,1,93
1,224,419,2,3,5,6,4,1,1,2,2,1,3,1,3,1,3,1,0,5,2,3,1,1,1,1,1,2,1,1,4,3,2,2,1,1,2,1,3,0,0,3,3,2,1,1,46
1,224,420,3,3,6,3,2,1,1,2,1,1,1,1,2,2,5,1,2,5,1,1,1,4,1,1,2,1,1,1,1,2,4,1,1,3,1,1,3,3,1,3,3,1,1,1,20
1,224,421,2,2,4,3,0,1,2,0,1,1,1,1,1,1,2,3,2,1,1,1,4,4,4,4,4,4,1,1,1,2,1,1,1,1,5,0,3,3,1,3,3,2,4,1,42
1,224,422,3,3,5,1,6,1,2,7,3,1,1,1,1,1,2,1,2,3,2,3,1,1,1,1,1,4,3,2,1,2,2,2,5,3,5,2,3,3,1,3,3,1,4,1,9
1,224,423,2,3,4,2,3,1,2,2,1,1,1,3,1,1,1,3,3,2,2,2,1,1,1,1,3,3,3,3,4,2,5,5,1,1,5,1,3,3,2,3,3,1,4,1,48
