COL1,COL2,COL3,COL4,COL5,COL6,COL7,COL8,COL9,COL10,COL11,COL12,COL13,COL14,COL15,COL16,COL17,COL18,COL19,COL20,COL21,COL22,COL23,COL24,COL25,COL26,COL27,COL28,COL29,COL30,COL31,COL32,COL33,COL34,COL35,COL36,COL37,COL38,COL39,COL40,COL41,COL42,COL43,COL44,COL45,COL46,COL47,COL48,COL49,COL50,COL51,COL52,COL53,COL54,COL55,COL56,COL57,COL58,COL59,COL60,COL61,COL62,COL63,COL64,COL65,COL66,COL67,COL68,COL69,COL70,COL71,COL72,COL73,COL74,COL75
1,218,78,2,3,37,3,11,99,2,6,10,1,4,1,1,1,2,2,1,2,3,4,1,1,1,2,1,3,3,3,2,1,3,2,2,2,2,4,1,2,2,51,1,1,1,3,6,2,7,2,2,2,2,2,3,8,0,9,9,99,9,9,5,5,,22,180,7,82,18,0,6,14,8
1,218,79,2,3,41,2,2,2,1,0,10,2,0,3,1,1,1,2,1,3,4,4,2,2,2,0,2,2,2,2,3,1,4,2,1,2,3,5,2,3,0,86,1,1,1,1,2,4,1,2,2,3,2,2,7,2,1,6,2,7,2,3,5,4,,22,180,7,92,39,0,6,15,1
1,218,80,2,4,37,2,4,8,3,3,10,1,4,2,1,1,2,1,1,2,3,4,1,2,1,2,2,3,3,2,3,2,2,2,2,2,1,5,2,3,3,91,1,1,1,3,6,3,7,7,1,2,2,3,7,8,7,6,2,2,4,2,5,5,,22,180,8,2,18,0,7,14,7
1,218,81,2,4,38,3,11,99,2,1,10,1,4,2,3,3,5,3,1,3,3,4,2,2,1,2,2,3,3,3,3,1,2,3,3,1,2,2,3,2,1,64,1,1,1,3,6,2,7,6,1,2,2,3,2,8,7,9,9,99,9,9,5,3,,22,180,8,12,18,0,7,14,8
1,218,82,2,4,39,2,3,3,2,6,10,2,4,2,2,3,5,3,1,3,4,6,2,2,1,2,2,2,2,2,3,1,2,2,2,3,2,4,5,1,2,67,1,1,1,3,0,0,7,5,3,2,2,2,4,8,7,9,9,99,9,9,5,4,,22,180,8,22,23,0,9,13,7
1,218,83,2,4,40,2,2,2,1,6,10,1,4,2,2,3,4,2,3,2,3,3,2,2,3,3,2,4,3,2,1,1,1,2,2,2,2,5,2,1,1,84,2,1,1,3,6,5,7,2,2,3,2,2,7,2,1,9,9,99,9,9,5,4,,22,180,8,32,39,0,8,15,1
1,218,84,2,4,39,2,4,4,1,6,10,2,4,1,1,2,3,2,2,2,3,3,1,2,1,2,2,2,3,5,1,2,2,2,3,1,2,4,1,1,2,72,1,2,1,3,6,2,7,2,3,2,2,2,7,8,8,9,9,99,9,9,4,3,,22,180,8,42,18,0,7,14,7
1,218,85,2,4,40,2,11,99,1,0,10,2,4,2,3,4,4,1,1,3,3,3,1,2,1,2,2,3,3,2,3,2,1,1,2,1,1,3,1,3,1,74,1,1,1,3,6,2,1,5,2,2,1,2,6,2,1,9,9,99,9,9,4,4,,22,180,8,52,39,0,8,15,1
1,218,86,2,4,42,2,1,1,2,0,10,1,4,2,3,3,0,2,1,3,3,5,2,1,1,2,2,3,3,3,3,1,1,2,2,1,2,2,1,1,2,55,1,1,2,2,2,2,1,2,1,2,1,2,1,8,8,9,9,99,9,9,3,3,,22,180,8,62,11,1,0,13,7
1,218,87,2,3,53,3,4,4,2,6,10,1,4,0,1,1,0,2,1,0,0,0,1,3,2,2,2,3,2,3,2,1,4,3,1,2,3,4,4,0,2,76,1,1,1,5,5,4,1,1,3,3,2,2,9,10,2,9,9,99,9,9,1,4,,22,180,8,72,30,1,0,14,8
1,218,88,2,4,18,1,3,4,1,6,9,1,3,1,2,3,4,1,1,2,2,3,2,3,1,2,2,3,3,2,3,1,3,2,2,1,2,4,3,3,3,40,1,2,1,3,6,2,3,1,1,3,2,3,7,8,7,9,9,99,9,9,7,2,,22,180,8,82,9,0,7,14,7
1,218,89,2,4,29,3,11,99,2,6,10,1,4,2,1,2,4,3,1,2,3,4,1,2,1,2,2,3,2,2,3,1,1,3,1,2,3,4,2,1,1,43,1,1,1,3,6,3,6,5,3,5,2,1,5,8,7,9,9,99,9,9,7,5,,22,180,8,92,18,0,8,14,8
1,218,90,2,4,29,2,1,1,1,6,10,2,3,2,3,3,6,2,0,2,3,4,2,2,1,2,1,2,2,2,3,2,2,2,1,2,3,4,2,2,2,45,1,1,3,1,2,2,7,2,2,2,1,2,6,8,7,9,9,99,9,9,7,2,,22,180,9,2,11,0,8,13,7
1,218,91,2,4,31,3,11,99,1,6,10,1,4,2,3,3,5,1,3,2,2,3,1,1,1,2,2,3,4,4,3,2,1,2,2,2,2,4,2,1,1,45,1,3,2,2,5,5,7,5,2,2,2,2,1,8,6,9,9,99,9,9,7,2,,22,180,9,12,11,0,7,13,7
1,218,92,2,3,33,2,4,4,1,6,10,2,3,1,2,3,4,2,1,2,3,4,1,1,1,2,2,3,3,3,3,2,2,2,2,1,2,5,1,1,1,65,1,2,1,3,6,2,7,5,3,5,1,1,6,8,0,9,9,99,9,9,6,2,,22,180,9,22,17,0,7,14,7
1,218,93,2,4,28,3,4,4,2,1,10,2,3,2,1,3,5,1,2,2,4,6,2,2,1,2,2,3,2,3,3,1,3,2,5,2,3,5,2,1,2,72,2,5,1,3,6,3,7,7,3,2,2,2,7,8,6,9,9,99,9,9,6,3,,22,180,9,32,17,0,8,14,7
1,218,94,2,4,32,2,4,4,1,6,10,1,2,3,2,3,3,2,3,2,2,3,1,2,1,2,1,3,2,3,3,2,2,2,3,2,2,4,2,3,1,60,2,1,1,3,6,3,7,7,4,5,2,1,3,8,7,9,9,99,9,9,6,2,,22,180,9,42,14,0,8,14,7
1,218,95,2,4,34,2,1,1,1,6,10,1,2,2,3,4,5,2,1,3,3,2,1,2,1,2,1,2,2,3,3,2,2,2,1,2,2,4,2,1,2,50,2,5,2,2,2,2,1,7,2,2,1,3,2,8,7,9,9,99,9,9,6,2,,22,180,9,52,8,0,9,13,7
1,218,96,2,0,35,2,2,2,1,0,10,2,3,3,1,3,3,2,3,1,4,4,2,3,3,3,0,3,3,4,3,1,2,4,4,2,4,5,3,2,3,62,2,5,1,4,2,4,0,2,2,4,2,2,7,2,0,9,9,99,9,9,4,3,,22,180,9,62,33,0,9,15,1
1,218,97,2,2,35,3,4,4,1,6,10,1,3,2,3,4,0,2,1,3,3,5,1,2,1,2,2,4,2,3,3,2,4,2,2,1,1,5,5,3,2,68,2,5,1,3,6,2,7,7,2,2,1,1,7,8,8,9,9,99,9,9,0,2,,22,180,9,72,17,1,0,14,7
1,218,98,2,2,24,3,10,99,2,6,10,1,3,1,3,3,7,2,2,3,5,7,1,2,3,2,2,2,3,4,4,2,2,2,2,2,2,2,2,1,2,99,1,1,3,1,5,2,3,2,2,1,2,3,7,8,7,9,9,99,9,9,5,4,,22,180,9,82,11,0,9,13,7
1,218,99,2,4,21,3,1,1,2,6,10,2,2,2,3,2,4,2,1,2,1,2,1,1,1,2,2,3,2,3,3,2,2,2,2,2,1,4,2,1,2,36,1,1,1,3,6,3,7,7,2,2,2,2,1,8,7,9,9,99,9,9,6,4,,22,180,9,92,14,0,6,12,5
1,218,100,2,2,32,3,11,99,1,6,10,2,2,2,3,3,5,2,1,3,4,6,2,2,1,2,2,3,3,4,3,2,1,2,2,1,2,5,2,2,1,47,1,2,1,3,6,2,1,5,2,2,1,1,1,8,7,9,9,99,9,9,8,2,,22,181,0,2,13,0,9,12,5
1,218,101,2,2,27,3,11,99,1,0,10,1,4,2,2,3,6,2,1,3,3,4,2,2,1,2,2,3,3,3,3,2,4,2,3,3,2,5,2,3,2,41,1,2,1,3,6,2,7,4,3,5,2,3,3,8,7,9,9,99,9,9,5,2,,22,181,0,12,18,0,7,14,8
1,218,102,2,4,37,2,1,1,2,6,10,1,0,3,1,3,3,1,1,1,2,3,1,2,3,2,2,4,2,2,4,1,4,3,1,2,3,4,2,1,0,61,2,1,1,4,3,3,0,7,2,3,2,2,6,2,1,9,9,99,9,9,7,4,,22,181,0,22,19,0,6,11,5
1,218,103,2,4,50,2,1,1,2,6,10,1,3,2,2,4,6,3,1,1,3,5,1,3,1,2,2,4,2,2,3,3,3,4,2,2,4,5,4,1,2,99,1,3,0,2,5,4,0,5,4,4,3,3,5,8,1,9,9,99,9,9,7,2,,22,181,0,32,26,0,9,16,1
1,218,104,2,4,39,2,2,2,2,1,10,1,4,2,1,1,3,0,1,3,3,4,2,2,1,2,1,4,4,4,4,1,2,1,1,2,1,3,2,2,2,90,1,1,1,3,6,2,7,2,2,2,2,2,7,2,1,6,3,8,4,4,5,3,,22,181,0,42,32,1,0,15,1
1,218,105,2,2,29,1,4,6,2,1,4,2,2,2,1,2,2,2,2,3,3,4,2,2,1,2,2,4,2,2,3,1,2,2,2,3,2,5,2,2,2,90,1,1,1,3,0,3,3,5,2,2,2,2,5,8,1,5,2,7,1,4,3,2,,22,181,0,52,24,0,7,16,1
1,218,106,2,2,34,1,2,2,1,6,4,1,4,2,1,3,4,2,2,3,2,2,2,1,1,2,1,2,3,3,3,1,3,5,1,1,3,1,1,1,2,56,1,2,3,2,0,1,3,5,1,1,1,1,1,8,1,9,9,99,9,9,3,2,,22,181,0,62,12,0,8,36,9
1,218,107,2,2,34,1,4,4,1,6,4,2,4,2,1,3,0,2,3,2,3,5,2,2,1,3,0,3,2,2,4,1,1,2,1,2,1,3,2,3,3,77,1,1,1,3,6,5,7,8,2,3,2,1,6,1,1,9,9,99,9,9,3,2,,22,181,0,72,27,1,0,36,9
1,218,108,2,2,29,1,4,6,1,6,4,2,3,2,2,3,3,2,3,2,2,3,1,2,1,2,2,2,2,1,4,1,1,2,2,2,3,5,2,3,3,83,1,1,1,3,1,2,3,5,4,2,2,2,5,1,1,9,9,99,9,9,2,2,,22,181,0,82,25,0,8,36,9
1,218,109,2,4,29,1,1,5,2,1,9,1,4,2,3,2,4,2,1,3,3,3,2,2,1,2,1,3,3,4,3,2,3,2,2,1,2,5,1,1,1,64,1,2,2,2,5,2,7,7,2,2,2,3,6,8,8,9,9,99,9,9,6,3,,22,181,0,92,8,0,3,13,7
1,218,110,2,4,29,1,11,99,2,1,9,2,3,1,2,2,4,2,3,3,2,3,1,1,1,2,1,3,2,2,3,3,3,2,2,1,1,5,1,3,2,65,1,1,1,3,6,2,7,7,2,2,2,3,5,1,1,9,9,99,9,9,6,2,,22,181,1,2,12,0,7,16,1
1,218,111,2,4,30,1,3,10,1,6,9,2,3,2,2,2,3,2,1,1,3,4,2,2,1,2,2,2,2,4,3,1,1,2,2,1,2,4,5,3,1,87,2,1,2,2,5,2,7,7,2,2,2,2,5,1,7,5,1,9,1,4,6,2,,22,181,1,12,8,0,5,13,7
1,218,112,2,4,32,1,1,1,2,2,9,1,4,2,2,2,3,1,1,3,5,6,1,1,1,2,2,3,3,3,3,3,2,1,2,1,1,4,1,1,2,72,1,0,1,3,6,5,7,8,2,1,1,1,4,1,1,9,9,99,9,9,6,2,,22,181,1,22,17,0,7,16,1
1,218,113,2,4,33,1,3,9,2,6,9,1,4,1,3,2,3,2,1,3,3,4,2,2,1,2,2,3,3,4,3,2,3,1,3,1,1,4,1,2,2,70,2,5,1,0,2,1,7,7,2,1,1,1,7,8,8,9,9,99,9,9,6,2,,22,181,1,32,11,0,1,14,7
1,218,114,2,4,34,1,1,3,1,0,9,2,3,2,1,1,3,1,2,2,3,3,1,1,1,2,2,3,3,3,3,1,2,1,1,1,2,5,1,1,1,80,1,1,3,1,1,1,7,8,1,1,1,1,9,10,1,9,9,99,9,9,6,4,,22,181,1,42,8,0,5,13,7
1,218,115,2,3,33,1,2,2,1,6,10,2,1,3,1,3,5,2,1,3,3,4,2,3,1,2,1,3,2,2,3,1,1,2,5,2,2,4,2,2,1,64,1,1,1,3,0,3,6,2,2,2,2,3,7,3,5,9,9,99,9,9,6,2,,22,181,1,52,26,0,9,15,1
1,218,116,2,3,36,1,2,3,2,6,9,2,3,1,1,3,4,1,1,3,3,5,1,2,3,2,1,3,3,2,3,3,2,3,3,2,2,4,2,1,2,36,1,2,1,3,6,2,7,1,2,1,1,2,7,4,8,9,9,99,9,9,6,2,,22,181,1,62,2,0,7,14,7
1,218,117,2,4,30,1,4,5,1,6,9,1,4,1,3,1,3,1,1,1,2,3,2,1,1,2,1,1,2,3,3,2,1,1,1,1,1,5,1,2,1,80,1,1,1,0,1,2,2,1,1,1,1,1,5,0,6,9,9,99,9,9,7,2,,22,181,1,72,16,0,3,14,7
1,218,118,2,4,31,1,1,3,1,0,9,2,2,2,3,3,4,1,1,3,3,10,0,2,1,2,2,2,2,3,3,1,2,2,5,1,2,4,0,0,2,70,1,3,2,2,5,5,7,7,4,4,1,3,5,8,7,9,9,99,9,9,7,3,,22,181,1,82,8,0,8,13,7
1,218,119,2,4,35,1,10,4,2,6,9,1,2,2,2,4,5,2,1,3,3,3,1,1,1,2,1,1,2,4,3,2,1,2,1,1,1,4,1,1,2,80,1,1,0,0,0,2,7,7,1,1,1,1,3,8,7,9,9,99,9,9,7,3,,22,181,1,92,8,0,7,13,7
1,218,120,2,4,32,1,3,8,1,6,9,1,4,2,2,3,4,3,1,3,3,7,2,3,1,2,2,3,3,3,3,2,1,2,1,1,2,5,1,2,1,50,1,1,2,2,5,2,4,1,1,1,1,3,7,8,7,9,9,99,9,9,8,3,,22,181,2,2,9,0,5,13,7
1,218,121,2,4,31,1,2,7,2,6,9,2,4,2,2,3,6,2,1,3,4,5,2,2,1,2,2,3,3,5,3,2,1,2,1,2,2,3,2,3,3,50,2,2,3,1,5,2,7,7,2,3,2,3,9,8,7,9,9,99,9,9,5,3,,22,181,2,12,8,0,5,13,7
1,218,122,2,4,32,1,3,3,1,6,9,2,3,2,1,3,0,2,1,3,2,5,1,2,1,3,2,4,2,2,1,1,4,4,1,2,1,4,2,1,2,50,1,2,1,3,0,4,3,5,3,3,2,2,4,1,0,9,9,99,9,9,5,2,,22,181,2,22,14,1,0,16,1
1,218,123,2,4,32,1,1,1,2,6,9,2,4,2,2,2,3,1,1,3,3,4,2,2,1,2,2,3,2,2,3,3,3,2,2,1,2,2,1,1,2,60,1,2,1,3,6,2,7,7,2,2,1,1,5,1,1,9,9,99,9,9,5,4,,22,181,2,32,17,0,7,16,1
1,218,124,2,4,36,1,3,3,1,6,9,1,4,1,1,1,2,2,1,2,3,3,1,2,1,2,0,0,3,3,3,1,2,1,1,1,2,5,1,2,2,90,1,1,1,3,6,5,7,7,1,1,1,3,7,2,1,6,2,9,9,9,5,2,,22,181,2,42,26,0,5,16,1
1,218,125,2,4,36,1,2,4,2,6,9,1,4,1,2,2,6,1,1,3,4,5,2,2,3,2,2,3,2,2,3,1,2,2,2,2,2,4,1,1,2,72,1,1,3,1,4,2,1,8,2,2,1,1,6,8,7,9,9,99,9,9,5,3,,22,181,2,52,18,1,0,13,7
1,218,126,2,4,33,1,3,3,1,6,10,1,4,2,1,2,3,2,1,1,3,3,2,1,1,2,2,3,2,3,3,1,2,2,3,1,1,5,1,0,2,73,1,1,1,0,0,2,0,8,2,2,1,1,6,2,0,9,9,99,9,9,9,7,,22,181,2,62,0,1,0,15,1
1,218,127,2,4,40,1,2,6,1,6,9,1,2,2,2,2,4,1,1,3,5,7,1,2,1,2,2,3,3,3,3,3,2,2,2,1,1,2,1,1,2,80,1,1,1,3,6,2,7,7,2,1,1,1,6,8,7,9,9,99,9,9,7,3,,22,181,2,72,8,0,6,13,7
1,218,128,2,4,43,1,1,2,2,6,9,1,4,1,4,3,4,2,1,3,2,3,1,1,1,2,1,3,3,4,3,3,3,1,1,1,1,5,1,1,2,47,1,1,2,2,5,1,7,7,3,2,1,1,9,10,8,9,9,99,9,9,7,3,,22,181,2,82,3,0,6,13,7
1,218,129,2,4,43,1,0,1,1,6,9,1,2,1,2,2,3,2,1,2,3,4,2,3,1,2,2,4,3,4,3,2,2,4,1,2,2,1,2,2,1,57,1,1,1,3,6,5,2,5,2,2,2,2,6,4,1,9,9,99,9,9,7,4,,22,181,2,92,16,1,0,16,1
1,218,130,2,3,48,3,11,99,2,6,1,1,2,2,2,3,4,2,2,1,2,2,1,2,1,2,2,4,3,5,2,1,3,3,2,2,2,1,2,1,1,62,1,1,1,3,6,4,1,6,2,3,2,3,8,9,7,9,9,99,9,9,7,3,,22,181,3,2,18,0,8,41,22
1,218,131,2,4,31,3,11,99,2,1,1,2,3,1,2,3,5,2,1,2,3,5,1,2,1,2,2,2,3,3,3,2,2,2,2,1,2,2,1,1,2,47,1,1,2,2,5,3,7,3,2,2,2,3,8,9,7,9,9,99,9,9,7,4,,22,181,3,12,3,0,8,12,2
1,218,132,2,4,32,3,11,99,2,6,1,1,4,2,3,3,3,1,3,1,2,2,1,1,1,2,1,4,2,2,3,1,1,2,2,1,1,3,1,3,2,99,2,5,3,1,5,5,7,7,2,5,2,1,8,9,8,9,9,99,9,9,7,4,,22,181,3,22,3,0,7,12,2
1,218,133,2,4,51,3,11,99,1,6,1,1,4,1,3,4,4,1,1,3,3,5,2,1,1,2,2,3,3,3,3,2,2,2,2,1,2,1,1,3,3,65,1,1,1,3,6,2,5,3,1,1,1,1,1,8,6,9,9,99,9,9,8,4,,22,181,3,32,18,0,8,41,22
1,218,134,2,3,36,3,11,99,1,6,1,1,4,2,3,4,5,1,3,2,3,4,1,1,1,2,1,3,2,2,1,2,2,2,2,1,2,4,2,1,1,49,1,1,1,3,6,2,6,6,2,3,2,2,1,8,7,9,9,99,9,9,8,3,,22,181,3,42,18,0,7,41,22
1,218,135,2,4,33,3,11,99,2,6,1,1,4,2,2,4,6,2,1,2,3,5,1,2,1,2,2,2,2,2,3,3,1,2,2,1,2,4,1,1,0,50,1,1,1,3,6,1,0,8,2,2,1,2,1,8,0,9,9,99,9,9,8,3,,22,181,3,52,19,0,9,41,22
1,218,136,2,4,37,3,11,99,2,6,1,1,4,2,2,3,4,1,1,3,5,2,1,1,1,2,2,3,2,2,3,1,4,3,2,2,3,2,5,1,2,36,1,1,2,2,5,5,3,6,2,3,2,0,8,9,7,9,9,99,9,9,8,5,,22,181,3,62,2,0,8,12,2
1,218,137,2,2,51,3,11,99,1,6,1,2,3,3,1,1,2,2,2,3,4,4,2,3,2,2,2,3,3,3,3,1,2,1,1,2,2,1,2,3,0,87,1,2,1,3,6,4,7,7,4,4,2,2,2,8,5,3,2,9,1,4,5,3,,22,181,3,72,40,1,0,41,22
1,218,138,2,2,37,3,11,99,2,1,1,1,4,2,1,3,0,2,3,3,2,3,1,2,1,2,0,4,2,2,4,2,2,2,2,3,3,2,5,3,2,50,1,2,1,3,6,3,7,8,4,5,1,1,9,10,8,9,9,99,9,9,6,2,,22,181,3,82,6,1,0,41,22
1,218,139,2,2,56,3,11,99,2,1,1,4,1,2,1,3,6,2,3,3,3,5,2,2,3,2,2,2,2,1,1,1,1,2,2,3,2,1,5,1,2,67,1,1,2,2,3,5,7,4,4,4,2,3,8,9,7,9,9,99,9,9,6,3,,22,181,3,92,2,1,0,12,2
1,218,140,2,3,26,3,11,99,1,6,1,1,4,1,3,4,5,2,1,3,3,3,1,2,1,2,1,3,3,4,3,2,4,2,2,1,1,4,1,3,2,27,1,1,2,2,2,1,7,7,2,1,1,0,8,9,7,9,9,99,9,9,2,2,,22,181,4,2,3,0,8,12,2
1,218,141,2,3,40,3,11,99,1,6,1,2,4,2,3,3,4,2,1,2,1,3,1,1,1,2,1,4,2,3,3,2,2,2,0,2,2,4,2,2,3,40,1,1,3,1,5,2,7,7,2,2,2,1,8,9,7,9,9,99,9,9,6,3,,22,181,4,12,3,0,8,12,2
1,218,142,2,3,40,3,11,99,1,6,1,1,3,1,3,4,4,1,1,3,2,3,1,2,1,2,2,3,3,4,1,2,3,2,2,2,2,5,2,1,2,38,1,1,1,3,6,2,7,5,2,2,2,1,8,9,7,9,9,99,9,9,6,4,,22,181,4,22,2,0,8,41,26
1,218,143,2,4,25,3,11,99,1,6,1,1,4,2,3,4,0,2,1,3,2,3,1,2,1,2,2,2,3,4,3,3,2,1,2,1,1,5,1,2,2,32,1,2,1,3,6,2,7,7,2,2,2,1,2,8,7,9,9,99,9,9,6,2,,22,181,4,32,11,0,8,41,22
1,218,144,2,4,41,2,3,3,1,6,1,1,2,1,1,4,4,2,1,2,3,4,2,1,1,2,2,3,2,2,4,2,2,3,1,2,2,2,2,2,1,85,1,1,1,3,6,4,7,7,4,3,2,3,7,8,6,6,3,8,7,1,6,5,,22,181,4,42,24,0,8,36,14
1,218,145,2,4,27,3,11,99,1,6,1,1,3,2,3,4,4,1,1,2,2,2,1,2,1,2,1,1,3,4,3,1,3,2,5,1,2,4,1,3,2,31,1,1,1,3,6,1,7,7,2,2,1,2,8,9,7,9,9,99,9,9,7,5,,22,181,4,52,2,0,9,12,2
1,218,146,2,4,29,3,11,99,2,3,1,2,3,2,3,3,4,2,3,2,2,3,0,2,1,2,2,2,2,3,3,2,3,2,2,2,2,4,2,3,2,69,1,1,2,2,5,2,7,3,2,2,2,2,8,9,7,9,9,99,9,9,7,3,,22,181,4,62,4,0,9,12,2
1,218,147,2,4,41,2,3,3,2,6,1,1,2,2,1,3,5,3,1,3,4,5,2,2,1,2,2,2,2,2,3,1,2,4,4,2,3,1,2,1,1,76,1,1,1,3,6,4,7,7,1,2,2,2,5,8,7,9,9,99,9,9,7,3,,22,181,4,72,24,0,8,36,14
1,218,148,2,4,40,3,11,99,1,6,1,1,3,2,1,5,3,3,3,3,4,7,2,2,1,2,2,3,2,2,3,1,2,2,3,1,3,4,2,1,1,53,1,1,1,3,6,2,1,3,1,3,2,1,8,9,8,9,9,99,9,9,8,5,,22,181,4,82,19,0,7,41,22
1,218,149,2,4,57,2,2,2,1,6,1,1,4,1,2,1,2,1,2,1,1,3,1,2,1,2,2,3,3,3,3,1,3,4,1,2,0,0,2,1,1,74,1,1,1,3,6,3,6,7,2,4,2,0,1,8,7,9,9,99,9,9,5,4,,22,181,4,92,12,0,6,36,14
1,218,150,2,3,34,3,11,99,2,1,1,1,4,2,2,3,4,2,1,2,2,3,1,2,1,2,2,2,2,2,3,2,3,2,2,2,2,5,2,1,1,60,1,1,1,3,6,2,1,3,3,3,2,1,2,8,6,9,9,99,9,9,5,3,,22,181,5,2,19,0,5,41,22
1,218,151,2,3,32,3,11,99,2,6,1,2,4,2,3,4,4,2,3,2,3,3,1,1,1,2,2,2,2,2,3,3,2,2,1,1,1,4,1,2,2,36,2,2,3,2,5,1,7,5,2,2,1,3,8,9,7,9,9,99,9,9,2,2,,22,181,5,12,3,0,8,12,2
1,218,152,2,4,33,3,11,99,1,6,1,1,1,2,3,3,3,2,2,1,1,3,1,1,3,2,2,2,3,3,3,2,2,2,3,1,2,2,1,3,1,46,1,1,1,3,6,5,1,3,2,2,1,0,1,8,7,9,9,99,9,9,5,3,,22,181,5,22,18,0,7,41,22
1,218,153,2,4,39,3,11,99,2,1,1,1,2,3,1,2,3,1,3,2,2,3,1,1,1,2,2,3,3,4,3,1,2,2,2,1,2,5,1,1,1,70,1,1,1,3,6,2,0,3,2,2,1,2,8,9,7,9,9,99,9,9,5,4,,22,181,5,32,20,0,7,41,22
1,218,154,2,4,52,2,3,3,2,6,1,3,1,1,1,4,7,1,3,3,4,4,1,1,3,2,2,3,1,2,2,2,0,3,3,0,3,2,5,1,1,87,1,1,1,3,6,4,7,5,4,5,2,3,5,8,7,6,2,9,1,4,9,7,,22,181,5,42,0,1,0,36,14
1,218,155,2,3,0,3,11,99,3,6,1,1,4,1,3,3,4,1,3,2,2,1,1,1,3,2,1,2,3,3,3,2,2,2,3,3,2,1,5,3,3,40,1,2,2,1,0,2,7,8,2,2,1,1,1,8,8,9,9,99,9,9,4,3,,22,181,5,52,3,0,7,12,2
1,218,156,2,2,22,2,4,6,1,6,1,1,4,2,3,3,4,1,1,3,2,3,1,1,1,2,1,2,2,3,3,1,1,2,2,1,3,5,2,1,1,40,1,1,1,3,6,2,6,5,1,2,2,1,1,8,6,9,9,99,9,9,6,2,,22,181,5,62,12,0,8,36,14
1,218,157,2,2,24,3,11,99,1,6,1,1,4,1,3,4,4,1,1,3,3,4,2,2,1,2,1,2,2,2,3,2,2,2,3,3,1,5,1,3,2,26,1,1,2,2,5,2,3,5,2,1,2,1,8,9,7,9,9,99,9,9,6,2,,22,181,5,72,3,0,8,12,2
1,218,158,2,2,22,2,2,2,2,6,1,1,4,2,2,3,4,1,1,2,2,3,1,2,1,2,2,3,3,4,3,2,3,2,2,2,3,4,3,1,2,38,1,1,1,3,6,1,7,7,2,2,1,1,3,1,1,9,9,99,9,9,7,3,,22,181,5,82,12,0,7,36,14
1,218,159,2,2,16,3,11,99,1,6,1,1,4,2,3,3,5,3,2,3,3,4,1,1,1,2,2,2,2,2,2,2,1,2,2,1,2,5,2,3,1,14,1,1,1,3,6,2,7,5,2,5,1,1,8,9,0,9,9,99,9,9,8,2,,22,181,5,92,4,0,9,41,22
1,218,160,2,2,21,2,2,2,1,6,1,1,4,2,2,2,3,2,1,3,3,3,1,2,1,2,1,1,3,4,3,2,1,2,5,1,1,4,1,2,2,38,1,2,1,3,6,5,7,7,2,2,1,2,1,1,1,9,9,99,9,9,6,2,,22,181,6,2,12,0,7,36,14
1,218,161,2,2,22,2,2,2,2,6,1,2,2,2,1,2,2,2,2,2,2,3,1,2,1,2,2,3,3,4,3,1,3,3,3,1,3,4,3,1,3,40,1,1,1,3,6,5,3,5,2,3,2,2,1,8,0,9,9,99,9,9,6,5,,22,181,6,12,12,0,6,36,14
1,218,162,2,2,24,3,11,99,2,6,1,1,4,2,2,1,3,1,1,3,5,9,2,2,1,2,2,3,3,5,3,1,1,2,2,1,1,4,1,1,2,32,1,1,3,2,5,1,7,6,2,2,1,2,8,9,7,9,9,99,9,9,8,5,,22,181,6,22,3,0,7,12,2
1,218,163,2,2,15,3,11,99,1,6,1,0,0,1,2,1,0,1,1,1,1,0,1,1,1,1,1,1,2,6,1,1,1,1,1,1,2,1,1,3,3,14,1,1,2,2,1,1,5,1,1,1,1,1,9,10,1,9,9,99,9,9,1,4,,22,181,6,32,1,1,0,41,22
1,218,164,2,2,15,3,11,99,2,1,1,2,1,1,1,2,0,2,3,3,0,3,2,3,3,3,1,3,2,2,4,2,3,5,2,3,2,3,1,2,2,99,1,3,1,2,2,2,7,7,1,1,1,1,9,10,2,9,9,99,9,9,1,5,,22,181,6,42,0,1,0,41,22
1,218,165,2,2,20,2,3,3,1,6,1,2,3,2,4,3,3,1,1,3,2,2,1,2,1,2,2,2,2,2,3,2,2,2,2,2,2,3,2,2,2,55,2,5,1,0,0,6,0,8,0,0,0,0,9,10,0,9,9,99,9,9,9,7,,22,181,6,52,0,1,0,36,14
1,218,166,2,2,21,2,4,4,2,6,1,2,2,3,1,2,3,1,1,2,1,2,1,2,1,2,1,3,3,2,3,1,1,3,2,1,3,5,1,3,2,38,1,3,1,3,6,2,7,5,1,1,1,1,8,9,7,9,9,99,9,9,3,5,,22,181,6,62,11,0,6,36,14
1,218,167,2,4,24,3,11,99,2,6,1,1,4,2,1,1,2,3,1,1,1,2,1,1,1,2,2,3,3,4,3,1,1,3,3,1,3,4,3,2,2,39,1,1,1,3,6,2,7,8,2,2,2,2,1,8,0,9,9,99,9,9,6,5,,22,181,6,72,18,0,6,41,22
1,218,168,2,4,24,3,11,99,2,6,1,2,4,2,3,4,5,2,1,3,3,5,2,1,1,2,2,3,2,3,3,2,3,2,2,2,2,5,2,1,2,34,1,1,1,3,6,3,7,4,2,2,2,2,1,1,4,9,9,99,9,9,6,2,,22,181,6,82,14,0,8,41,22
