CARD.,DECK.,BALLOT.,FORM.,Q.1.,Q.2.,Q.3.,Q.4.,Q.5.,Q.5..1,Q.6B.,Q.7.,Q.8.,Q.9A.,Q.9B.,Q.9C.,Q.9D.,Q.11.,Q.12.,Q.13.,Q.14.,Q.15.,Q.16.,Q.17.,Q.18.,Q.19.,Q.20.,Q.21A.,Q.21B.,Q.22.,Q.23.,Q.24.,Q.25.,Q.26A.,Q.26B.,Q.27.,Q.28.,Q.29.,Q.30A.,Q.30B.,Q.30C.,Q.30D.,Q.31A.,Q.31B.,Q.31C.,Q.31D.,Q.31E.,Q.31F.,Q.31G.,Q.31H.,Q.31I.,Q.31J.,Q.31K.,Q.31L.,Q.31M.,Q.31N.,Q.31O.,Q.31P.,Q.31Q.,Q.31R.,Q.31S.,Q.31T.,Q.32.,Q.33.,Q.34.,Q.35A.,Q.35B.,Q.36A.,Q.36B.,Q.36C.,CARD..1,DECK..1,BALLOT..1,FORM..1,Q.36D.,Q.36E.,Q.36F.,Q.36G.,Q.36H.,Q.36I.,Q.37A.,Q.37B.,Q.38.,Q.39.,Q.40A.,Q.40B.,Q.42.,Q.43A.,Q.43B.,Q.43C.,Q.43D.,Q.43E.,Q.43F.,Q.43G.,Q.43H.,Q.43I.,Q.43J.,Q.44.,Q.47A.,Q.47B.,Q.47C.,Q.47D.,Q.47E.,Q.49.,Q.50A.,Q.50B.,Q.50C.,Q.50D.,Q.51A.,Q.51B.,Q.53A.,Q.53B.,Q.54A.,Q.54B.,Q.54C.,Q.54D.,Q.54E.,Q.55A.,Q.55B.,Q.56.,Q.57.,Q.58.,Q.58..1,Q.58..2,Q.58..3,Q.58..4,Q.58..5,Q.58..6,Q.58..7,Q.58..8,Q.58..9,Q.58..10,Q.58..11,Q.58..12,Q.59.,Q.60A.,Q.60B.,Q.61A.,Q.61A..1,Q.61B.
1,101,136,4,1,1,1,4,7,3,6,4,0,2,1,2,2,1,1,1,1,1,2,3,1,3,8,1,1,2,2,2,2,2,1,5,1,1,3,2,3,3,2,1,4,3,4,1,4,4,4,4,4,3,3,4,4,3,3,3,2,2,4,1,3,3,3,1,1,1,2,101,136,4,1,1,1,2,3,2,1,1,2,1,1,1,1,4,2,4,1,2,4,4,4,4,2,1,1,1,5,1,1,2,2,4,2,4,2,2,1,2,0,10,60,30,0,2,4,2,2,2,2,2,2,2,2,1,2,2,1,2,2,2,2,2,2,4,3,1
1,101,137,4,1,5,1,4,10,1,40,4,9,2,1,2,2,1,2,1,1,2,2,2,2,2,8,1,2,2,3,1,1,1,2,4,1,1,2,2,2,2,1,2,1,2,1,1,1,1,2,1,1,1,1,1,1,2,1,2,1,1,1,2,3,3,2,1,1,3,2,101,137,4,3,1,1,3,3,3,1,3,1,1,1,1,2,2,3,2,4,2,4,4,4,4,2,1,1,1,2,3,1,3,2,2,2,2,1,1,1,2,0,25,50,25,0,2,3,3,3,2,2,2,2,2,1,2,2,2,1,2,2,2,1,3,3,4,3,2
1,101,138,4,1,5,4,3,9,1,35,4,4,2,2,2,2,1,2,1,1,1,2,2,1,2,8,1,2,2,2,1,1,1,1,4,1,1,3,1,3,3,2,2,4,2,4,2,4,4,4,4,1,1,2,4,4,1,2,2,4,4,2,1,2,3,3,1,1,3,2,101,138,4,3,1,1,2,3,1,1,1,1,1,3,3,4,2,2,4,4,1,4,3,4,4,1,1,5,1,5,1,1,2,1,3,1,3,1,1,1,1,0,50,50,0,0,1,1,3,3,2,2,2,2,2,2,2,2,2,2,2,2,1,4,3,3,2,5,1
1,101,139,4,1,5,1,4,1,2,10,4,4,2,2,2,2,3,2,1,1,2,2,2,3,1,8,1,2,2,3,1,1,2,2,5,2,3,2,2,2,2,1,3,1,2,1,1,1,1,3,1,1,1,1,1,1,1,1,3,1,1,2,1,4,3,2,1,1,3,2,101,139,4,3,1,1,2,3,2,1,1,1,1,1,1,1,2,2,4,4,4,4,4,4,4,3,1,2,1,5,2,2,3,3,2,2,2,1,1,1,1,2,10,80,5,3,2,1,2,3,2,2,2,2,1,2,2,2,1,2,2,2,2,2,3,2,4,3,4
1,101,140,4,1,5,3,3,8,1,0,4,4,2,0,2,2,3,0,2,1,1,2,4,0,1,8,1,2,0,3,2,2,2,1,0,0,0,2,2,1,1,4,2,1,2,2,4,2,4,1,2,2,2,1,1,2,2,1,2,4,4,3,1,2,3,3,1,1,1,2,101,140,4,1,1,1,1,0,2,1,0,1,1,3,3,0,2,4,4,4,4,4,4,4,4,2,3,2,1,3,2,1,2,1,3,1,3,1,1,2,2,0,10,90,0,0,2,3,3,3,2,2,2,2,1,2,2,2,2,2,1,2,2,2,3,3,4,5,3
1,101,141,4,3,5,1,4,9,3,35,2,9,1,2,1,1,1,3,2,2,1,2,3,1,1,8,0,3,2,2,3,2,1,2,3,3,3,1,2,1,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,1,3,2,1,1,1,2,101,141,4,1,1,1,1,1,1,1,1,1,1,0,0,2,2,2,4,4,4,4,2,4,4,4,3,5,5,5,5,1,4,1,1,1,1,1,1,2,2,0,5,0,0,95,2,3,3,3,2,2,2,1,2,2,2,1,2,2,2,2,2,2,6,6,4,3,1
1,101,142,4,3,4,2,2,8,4,30,2,7,1,2,1,1,1,3,1,2,1,2,2,2,1,8,1,2,2,3,1,1,2,2,3,2,3,1,2,1,2,2,3,2,2,3,3,2,1,1,2,2,2,1,1,2,2,1,4,1,4,1,2,3,3,2,1,1,1,2,101,142,4,3,1,1,1,1,1,2,1,2,1,1,2,1,1,2,4,4,4,4,4,4,4,4,1,2,1,2,3,1,4,1,3,1,3,2,1,1,1,10,10,75,5,0,2,1,3,2,2,2,2,2,2,1,2,2,2,1,2,2,2,2,2,3,4,3,4
1,101,143,4,1,5,3,4,10,1,22,2,10,1,2,1,3,1,3,2,2,1,3,2,1,3,8,3,1,4,6,3,2,2,2,2,2,5,2,3,1,2,1,2,2,3,4,4,3,1,4,4,2,2,2,2,4,4,4,3,3,3,2,1,2,3,3,1,1,2,2,101,143,4,2,1,1,3,3,2,2,1,2,1,1,1,1,1,2,2,2,4,4,2,4,4,4,3,1,1,2,1,1,3,2,4,2,2,2,1,1,2,0,0,50,20,30,2,1,3,1,2,1,2,2,2,1,2,2,2,2,2,2,2,3,2,2,3,4,1
1,101,144,4,3,5,1,2,9,4,18,2,2,1,2,1,1,1,3,1,2,1,2,2,1,2,8,1,2,2,2,1,1,2,1,3,1,1,2,2,2,2,1,3,4,1,1,2,3,1,2,1,1,1,2,1,2,2,1,1,1,1,3,1,1,2,2,1,1,2,2,101,144,4,1,1,1,3,3,2,2,1,1,2,1,1,1,2,2,4,4,3,4,2,4,4,4,1,2,2,2,2,1,2,1,2,2,3,1,1,1,2,0,60,30,10,0,2,1,2,3,2,2,2,2,1,2,2,2,2,2,2,2,1,1,3,3,4,3,2
1,101,145,4,3,5,3,2,9,4,14,2,9,1,2,1,1,3,3,1,1,1,2,3,3,2,8,2,2,2,9,2,1,2,2,4,2,3,1,2,1,2,4,3,2,1,2,1,2,1,2,1,2,2,4,4,2,4,4,3,3,3,3,1,3,3,3,1,1,2,2,101,145,4,2,1,1,1,3,2,1,1,1,2,3,1,2,1,1,4,4,4,4,4,4,4,4,3,1,3,5,1,2,3,2,2,2,2,2,2,1,2,0,0,97,0,0,3,1,3,3,2,2,2,2,1,2,1,2,2,2,2,2,2,3,3,5,4,3,3
1,101,146,4,2,2,1,3,2,4,70,2,10,1,2,1,1,1,3,1,2,1,2,3,1,1,8,1,3,2,2,1,1,1,1,0,3,3,1,2,1,1,1,4,4,2,4,1,1,4,4,4,4,1,1,4,4,2,4,4,4,4,4,1,1,2,2,1,1,1,2,101,146,4,1,1,1,3,3,1,1,1,1,1,1,1,1,2,2,4,4,4,4,4,4,4,4,3,5,1,1,1,1,4,1,2,1,2,1,1,2,2,20,25,40,5,10,2,1,4,3,2,2,2,2,2,2,2,2,2,2,2,2,1,2,3,3,5,0,3
1,101,147,4,2,2,1,4,8,3,35,2,9,1,2,3,2,1,3,2,1,1,1,2,2,3,0,2,2,2,3,2,2,2,2,2,2,2,1,2,1,1,4,2,4,2,4,1,2,1,2,2,2,2,3,1,2,2,3,3,1,2,4,1,4,3,3,1,1,3,2,101,147,4,3,1,1,1,3,2,1,1,2,2,1,1,1,1,2,4,2,4,4,3,4,4,3,3,2,1,2,3,3,2,2,1,2,2,3,1,0,1,1,5,70,4,20,2,1,2,2,2,2,2,2,1,2,2,2,2,2,2,2,1,3,3,2,3,4,4
1,101,148,4,2,5,1,4,9,3,35,2,1,1,1,3,2,1,3,1,2,1,2,3,3,1,8,0,3,3,2,1,1,1,1,3,1,1,3,2,2,1,4,3,0,1,4,1,4,2,1,4,4,1,1,4,4,1,4,1,4,4,4,1,1,3,2,1,1,1,2,101,148,4,1,1,1,1,1,2,1,1,1,1,1,2,4,4,4,4,4,4,4,4,4,4,4,3,5,5,5,3,5,3,1,2,1,2,1,1,1,2,5,90,5,0,0,1,3,2,2,2,2,2,2,1,2,2,1,2,2,2,2,2,2,4,5,5,2,3
1,101,149,4,2,3,1,4,4,4,14,2,2,1,2,3,1,1,3,1,2,1,1,3,2,3,8,1,2,4,9,2,1,2,2,2,2,3,1,2,1,1,4,3,1,3,4,3,1,1,1,1,1,2,1,1,1,1,2,3,3,3,4,1,3,3,3,1,1,2,2,101,149,4,2,3,1,1,3,1,2,1,1,2,1,2,2,2,1,4,4,1,4,1,4,4,4,1,1,1,4,3,3,4,2,3,2,3,1,1,2,1,10,30,55,0,5,2,1,3,3,2,2,2,2,2,2,2,2,1,2,2,2,1,2,5,3,3,4,3
1,101,150,4,1,2,3,4,11,1,30,2,2,1,2,3,2,2,3,1,1,1,2,3,1,0,8,3,2,3,8,1,1,2,1,6,3,3,1,2,2,2,2,2,2,1,2,1,2,4,1,1,4,4,1,4,1,1,4,1,4,2,4,1,2,3,2,1,1,1,2,101,150,4,1,1,1,1,1,1,1,1,2,1,0,0,0,2,2,4,4,4,4,4,4,4,4,3,1,1,1,5,1,2,1,2,2,2,1,1,1,2,0,10,80,5,5,2,1,3,3,2,2,2,2,1,2,2,2,2,2,2,2,1,2,0,5,5,0,4
1,101,151,4,1,5,3,4,7,3,50,2,2,1,2,3,1,1,3,1,2,1,2,2,3,1,8,1,3,2,3,2,2,2,2,2,2,2,2,2,1,1,1,4,2,2,4,2,1,1,2,4,1,3,1,1,2,4,1,2,1,1,4,3,3,3,3,1,1,2,2,101,151,4,2,1,1,1,3,1,2,1,2,2,2,1,3,1,2,4,4,3,4,2,4,4,4,1,1,1,3,1,5,3,2,2,2,3,2,1,1,2,5,20,65,5,5,2,1,3,3,2,2,2,2,2,2,1,2,2,2,2,1,2,2,5,3,4,5,2
1,101,152,4,2,2,1,3,2,4,30,2,2,1,2,3,1,3,3,1,2,1,2,3,1,2,8,2,3,2,2,2,2,2,0,0,2,3,1,2,1,1,1,2,4,1,4,1,4,2,1,2,1,2,2,2,1,4,4,1,4,1,4,3,4,3,2,0,1,3,2,101,152,4,3,3,1,3,3,3,2,1,2,2,2,2,4,2,2,3,3,2,4,4,4,4,4,1,5,2,1,2,5,2,3,3,1,3,3,1,1,1,0,30,60,10,0,2,1,3,3,2,1,2,2,2,2,2,2,2,2,2,1,2,2,6,3,4,5,5
1,101,153,4,1,6,3,4,1,1,68,2,2,1,2,3,1,1,3,1,2,1,2,3,1,1,8,1,2,2,2,1,1,2,0,1,2,2,1,1,1,1,4,1,1,1,4,4,1,1,1,2,2,0,1,1,2,3,2,2,1,4,4,1,1,3,2,0,1,2,2,101,153,4,2,1,1,1,3,3,1,1,1,1,1,1,1,4,4,4,4,4,4,4,4,4,4,3,1,1,4,4,1,4,1,2,1,3,1,1,2,2,10,20,0,0,70,2,1,3,3,2,2,2,1,2,2,1,2,2,2,2,2,2,1,6,2,5,2,1
1,101,154,4,3,4,1,2,8,4,10,2,2,1,2,3,1,1,4,1,2,1,2,3,1,1,8,1,2,2,2,1,1,1,1,3,2,3,1,2,2,2,4,1,1,1,4,1,4,4,4,4,1,1,2,4,1,4,4,4,4,4,4,3,3,3,2,1,1,1,2,101,154,4,1,1,1,1,1,1,1,1,1,1,1,1,1,3,4,4,4,4,4,4,4,4,4,3,1,1,1,2,1,1,1,3,1,2,3,1,2,2,5,30,55,5,5,1,1,3,3,2,2,2,2,2,2,2,1,2,2,2,2,1,1,5,3,4,3,2
1,101,155,4,2,5,1,4,9,3,70,2,2,1,1,2,2,1,3,1,2,1,2,3,2,3,8,0,3,3,1,1,1,2,1,1,3,3,1,2,1,2,1,2,4,2,4,4,4,1,2,2,4,4,1,1,4,2,1,4,4,4,4,1,2,3,3,1,1,1,2,101,155,4,1,1,1,1,3,1,1,3,1,1,1,1,1,2,2,4,4,4,4,4,4,4,4,1,1,1,5,5,5,3,2,1,1,1,3,1,1,2,3,46,51,0,0,2,1,3,3,2,2,2,2,1,2,2,2,1,2,2,2,2,3,3,5,4,3,1
1,101,156,4,2,5,1,4,9,3,60,2,2,1,2,2,2,3,4,1,2,1,2,2,1,3,8,1,2,2,3,1,1,2,0,3,2,2,3,2,3,3,4,2,1,1,4,1,1,1,4,4,2,1,1,4,2,2,4,2,4,4,3,3,4,2,2,1,1,1,2,101,156,4,2,1,1,1,3,2,2,1,2,1,3,3,1,2,4,4,2,2,4,2,4,4,2,1,2,1,2,1,1,2,1,1,1,2,1,1,1,2,5,20,60,10,5,2,1,3,3,2,2,2,2,1,2,1,2,2,2,2,2,2,2,3,2,3,4,1
1,101,157,4,2,5,3,4,10,1,70,2,9,1,2,2,2,1,3,1,2,1,2,3,2,1,8,1,2,2,2,2,1,2,2,3,2,3,2,2,1,2,1,4,4,2,4,1,4,4,4,4,4,4,4,4,4,1,4,1,4,4,4,1,2,3,2,1,1,1,2,101,157,4,1,1,1,1,1,2,1,1,2,1,3,2,1,2,2,4,3,4,4,4,4,4,2,1,1,1,1,1,2,2,1,3,1,2,1,1,1,2,30,60,10,0,0,2,1,3,3,2,2,2,2,1,2,1,2,2,2,2,2,2,2,3,3,4,5,3
1,101,158,4,1,5,1,4,8,2,60,2,9,1,1,2,2,1,3,2,2,1,2,3,1,2,8,1,2,4,8,2,2,2,2,1,2,5,1,2,1,2,1,3,4,2,1,2,1,4,4,1,1,1,4,4,4,4,2,2,1,4,4,1,1,3,2,1,1,2,2,101,158,4,1,1,1,1,3,2,1,3,2,2,2,2,4,1,1,4,4,2,4,2,4,4,2,1,1,1,2,2,1,3,1,2,1,3,2,2,1,2,5,20,60,5,10,2,3,3,2,2,2,2,2,2,2,2,1,1,2,2,2,2,2,3,2,2,3,2
1,101,159,4,2,5,1,4,2,1,70,2,2,1,2,2,3,1,3,2,1,1,2,2,1,1,8,1,2,3,2,2,1,2,2,3,2,3,1,2,1,1,1,2,4,2,4,1,4,1,4,1,4,1,1,1,4,1,1,1,1,1,2,1,1,3,3,1,1,1,2,101,159,4,1,1,1,3,3,2,1,1,2,2,2,2,1,2,2,4,4,4,4,4,4,4,2,1,1,1,1,1,1,2,2,2,1,2,1,1,2,1,0,50,50,0,0,2,1,3,1,2,2,2,2,1,2,2,2,2,2,1,2,2,2,4,3,2,1,3
1,101,160,4,2,5,1,4,2,1,90,2,9,1,2,2,2,1,3,1,2,1,1,4,1,3,8,1,2,2,8,2,1,2,0,2,2,3,1,2,1,2,4,4,1,1,1,1,1,4,1,4,4,4,1,4,1,1,1,1,4,4,3,3,4,3,2,1,1,1,2,101,160,4,1,1,1,3,3,2,1,1,1,1,1,1,1,2,4,4,4,3,4,4,4,4,4,1,1,1,1,1,1,2,1,2,1,2,1,1,1,2,20,10,69,1,0,2,1,2,3,2,2,2,2,2,2,2,1,2,1,2,2,2,2,6,4,3,5,4
1,101,161,4,3,5,2,3,2,4,120,2,11,1,2,2,3,1,3,2,2,1,1,3,3,2,0,0,3,2,3,2,2,2,2,3,3,3,1,2,1,1,4,2,1,1,1,1,1,4,1,4,4,4,1,4,4,4,4,1,4,4,1,1,3,3,3,1,1,2,2,101,161,4,1,1,1,2,3,2,2,1,1,2,2,2,2,2,3,4,4,4,4,2,4,4,4,1,1,1,2,1,1,3,1,1,1,1,1,1,1,1,5,5,80,5,5,1,1,3,3,2,2,2,2,2,1,2,2,2,1,2,2,2,4,6,1,4,5,4
1,101,162,4,2,3,1,4,9,3,70,2,9,1,2,2,2,1,3,1,1,1,2,2,2,2,8,1,3,1,3,1,2,1,1,2,1,1,1,2,1,2,4,4,4,2,4,1,1,4,4,1,4,1,1,4,4,4,1,1,4,4,3,3,1,2,3,1,1,2,2,101,162,4,2,1,1,3,3,2,2,1,2,1,2,1,2,2,0,0,0,0,0,2,0,0,0,1,3,5,5,3,5,2,1,3,1,2,1,1,2,2,10,40,40,10,0,2,1,2,2,2,2,2,2,1,2,2,2,2,1,2,2,2,2,6,3,3,0,1
1,101,163,4,1,2,1,4,8,2,70,2,9,1,2,2,2,3,4,2,2,2,1,1,1,2,3,1,2,4,2,2,2,2,2,2,1,1,2,2,2,2,2,3,4,1,4,4,1,1,4,4,4,1,4,4,4,2,4,1,4,4,2,3,1,3,3,1,1,3,2,101,163,4,2,1,1,3,3,3,1,1,1,2,1,1,1,1,1,3,2,2,4,3,4,4,4,1,1,1,2,5,1,4,1,3,1,3,3,1,0,2,0,30,60,0,10,2,1,3,3,2,2,2,2,2,2,2,2,1,2,1,2,2,1,0,3,3,2,4
1,101,164,4,3,4,3,2,8,4,15,2,9,1,2,2,2,1,3,2,2,2,1,3,3,1,8,1,2,2,2,2,2,2,2,0,2,1,1,2,1,1,4,3,1,2,1,4,4,1,4,1,4,4,2,1,1,2,1,2,2,2,4,1,4,3,3,1,1,0,2,101,164,4,0,1,1,1,0,1,2,1,2,2,1,1,1,3,4,4,3,2,4,4,4,4,4,1,1,2,0,1,2,2,2,4,3,3,3,1,1,2,10,20,66,4,0,3,1,3,3,2,1,2,2,2,2,2,1,2,2,2,2,2,0,2,4,3,4,1
1,101,165,4,2,5,1,4,8,3,70,2,2,1,2,2,2,1,3,1,2,1,2,3,2,1,8,1,3,2,9,1,1,2,2,3,1,1,2,2,2,2,1,2,4,1,4,4,4,1,4,1,4,4,1,4,4,1,4,4,4,4,4,1,3,3,3,1,1,3,2,101,165,4,3,2,1,1,3,2,2,1,2,1,3,2,4,2,3,4,2,2,4,4,4,4,4,1,1,1,2,1,2,2,1,3,1,3,3,1,2,1,15,25,50,10,0,2,1,3,3,2,2,2,2,1,2,2,2,2,2,2,2,1,2,3,3,2,4,2
1,101,166,4,1,2,3,4,9,3,120,5,9,2,1,1,2,1,3,2,2,1,2,2,2,3,8,2,2,2,5,3,2,6,2,2,1,1,2,2,2,2,2,2,4,3,2,1,1,2,4,4,1,1,0,1,4,2,1,1,2,2,2,1,4,3,3,3,1,3,2,101,166,4,3,3,1,3,3,3,2,1,2,2,2,2,1,2,4,2,4,4,4,4,4,4,4,3,1,1,4,4,3,2,3,3,3,3,2,1,1,2,0,15,75,10,0,3,1,2,2,2,2,2,2,2,2,1,2,2,2,2,2,1,2,2,3,4,3,5
1,101,167,4,1,2,1,3,9,3,85,5,5,2,1,1,2,1,2,1,1,1,2,2,2,3,2,2,2,2,3,1,1,2,0,0,2,3,2,2,2,2,4,4,4,2,1,1,1,1,1,4,1,0,2,1,4,1,1,2,4,4,4,1,3,3,3,1,1,1,2,101,167,4,1,1,1,2,0,1,1,1,1,1,1,1,1,4,4,4,4,4,4,4,4,4,4,1,1,1,4,5,1,3,1,2,1,2,1,1,0,2,0,5,75,20,0,2,1,3,3,2,2,2,2,2,2,1,2,2,2,2,1,2,2,5,4,3,4,4
1,101,168,4,1,6,2,4,7,4,34,5,5,2,1,1,3,1,4,2,2,1,2,3,3,2,8,1,1,2,3,2,2,1,0,1,2,1,2,1,2,2,1,2,0,2,4,4,2,4,1,4,4,1,2,2,2,4,2,2,2,2,4,1,4,2,2,1,1,1,2,101,168,4,1,1,1,2,0,2,1,1,1,1,1,1,1,3,2,2,4,4,4,4,4,4,4,1,1,1,1,1,2,2,2,3,1,3,2,2,1,2,23,40,35,0,2,2,1,3,3,2,2,2,2,2,1,2,2,2,2,1,2,2,1,3,4,6,6,3
1,101,169,4,1,2,3,2,7,4,65,5,5,2,1,1,2,1,3,1,1,1,2,3,3,2,8,1,2,1,2,1,2,2,2,6,2,3,1,2,1,1,3,3,2,3,2,0,4,2,4,2,4,3,3,1,1,1,3,3,3,1,4,3,3,3,3,1,2,2,2,101,169,4,2,2,1,2,0,2,0,1,3,1,3,1,0,3,3,4,4,4,4,3,4,4,1,1,1,1,1,1,3,1,2,1,3,3,2,1,1,2,0,95,3,1,1,2,1,3,3,2,2,2,2,2,2,1,2,2,2,2,2,2,2,0,2,5,4,4
1,101,170,4,1,5,3,4,7,3,70,5,5,2,1,3,1,1,3,2,2,1,1,2,1,2,8,1,2,2,3,2,2,1,1,3,2,4,2,2,1,2,4,4,4,1,1,4,1,1,4,4,4,4,4,4,4,4,4,1,2,4,1,1,4,3,2,1,1,3,2,101,170,4,3,1,1,3,3,2,1,1,1,2,1,2,1,2,2,4,4,4,4,4,4,4,4,1,1,1,4,3,2,4,1,3,1,2,1,1,0,2,10,80,10,0,0,2,1,3,3,2,2,1,2,2,2,2,1,2,2,2,2,2,2,6,3,5,3,5
1,101,171,4,1,6,2,2,7,4,40,5,5,2,1,2,2,1,3,2,1,2,2,2,1,1,1,2,2,1,3,2,2,2,1,0,4,3,3,2,4,3,1,3,2,2,1,2,2,1,1,2,4,2,1,1,2,4,4,4,2,3,4,2,3,3,3,1,1,1,2,101,171,4,3,1,1,1,3,3,2,1,1,1,2,2,1,1,4,4,4,4,4,4,4,4,4,3,1,1,1,2,1,2,2,3,1,3,1,1,1,1,0,0,25,60,15,1,1,3,3,2,2,1,2,2,2,2,2,2,2,2,2,2,3,3,3,3,0,5
1,101,172,4,1,3,2,4,8,3,32,5,5,2,1,2,2,1,1,1,1,1,2,2,3,1,1,1,2,2,3,1,1,1,1,3,1,1,2,2,2,2,1,2,2,3,4,1,4,4,4,1,4,4,1,4,4,1,4,2,1,1,4,2,3,2,2,1,1,1,2,101,172,4,1,1,1,3,3,2,2,1,1,1,1,1,2,4,3,4,4,4,4,4,4,4,4,1,1,1,1,2,1,2,1,2,1,2,1,1,1,2,1,2,75,15,7,1,3,3,3,2,2,2,2,2,2,1,2,2,2,2,2,1,1,2,2,3,4,2
1,101,173,4,1,6,2,2,7,4,25,5,5,2,1,2,2,1,2,2,1,1,1,3,3,3,4,1,2,1,3,2,2,2,2,0,2,2,2,3,1,2,3,2,4,1,4,1,1,1,1,2,4,2,2,1,2,3,1,2,2,4,4,1,1,3,3,1,2,3,2,101,173,4,1,1,1,2,3,3,2,1,3,1,2,2,3,4,1,4,4,1,4,2,4,4,4,1,5,1,5,5,4,4,2,3,1,5,2,1,2,2,1,13,72,14,0,3,1,3,3,2,2,2,2,2,2,2,1,2,2,2,2,1,2,3,6,4,3,4
1,101,174,4,1,5,1,4,2,1,16,2,2,2,2,2,2,1,3,1,2,1,2,2,3,1,8,2,2,2,2,2,1,2,1,0,2,3,1,1,1,1,4,2,4,3,4,1,2,4,3,4,3,3,2,4,3,2,1,3,2,3,4,1,3,3,3,1,1,1,2,101,174,4,1,1,1,1,3,2,1,1,1,1,1,1,1,1,2,4,4,4,4,2,4,4,1,1,1,1,5,2,1,2,1,2,1,2,1,1,1,2,10,50,30,5,5,2,1,2,3,2,2,2,2,1,2,1,2,2,2,2,2,2,2,5,5,4,5,4
1,101,175,4,1,2,1,4,2,2,95,2,2,2,1,2,2,1,3,1,2,1,1,3,3,2,8,1,2,2,2,2,1,1,1,6,3,3,2,3,2,3,4,1,1,1,4,2,2,1,1,1,1,4,1,2,1,2,1,3,1,1,4,1,1,3,3,1,1,1,2,101,175,4,1,1,1,1,1,1,1,1,1,1,1,1,2,1,4,4,4,1,4,4,4,4,4,3,2,1,2,5,5,3,2,2,1,2,1,1,1,1,10,50,20,0,20,1,1,2,2,2,2,2,2,2,2,2,2,1,2,2,2,1,2,5,3,3,2,2
1,101,176,4,2,4,2,4,9,3,35,2,2,2,1,2,2,1,3,2,2,1,2,3,3,3,8,2,3,2,7,2,2,1,1,3,3,3,2,2,2,3,1,3,4,2,4,1,2,0,4,1,2,1,1,4,4,2,4,1,4,4,4,3,4,3,3,1,1,1,2,101,176,4,1,1,1,1,1,1,1,3,1,1,1,2,1,2,3,4,4,3,4,2,4,4,3,3,1,2,1,1,1,3,1,3,2,4,1,1,2,2,16,37,37,10,0,2,1,3,3,2,2,2,2,2,2,1,2,2,2,2,2,1,1,3,2,0,0,0
1,101,177,4,1,5,2,4,2,2,101,2,10,2,2,2,3,1,3,2,1,1,1,2,3,3,8,1,2,2,3,2,2,2,2,3,2,2,3,2,2,2,4,3,4,3,4,2,1,4,2,1,1,4,2,1,1,4,2,3,1,2,2,1,2,3,3,1,2,2,2,101,177,4,1,1,1,1,3,2,2,1,2,1,2,2,1,2,2,3,4,4,4,4,4,4,4,1,1,2,3,3,2,2,2,4,1,2,1,1,1,2,5,15,40,10,30,3,4,3,3,2,1,2,2,2,2,2,2,2,2,2,2,1,3,2,2,4,3,5
