CARD.,DECK.,BALLOT.,Q.1.,Q.2.,Q.3.,Q.4.,Q.5.,Q.6.,Q.7.,Q.8.,Q.9.,Q.10.,Q.11.,Q.12.,Q.13.,Q.14.,Q.15.,Q.16.,Q.17.,Q.18.,Q.19.,Q.20.,Q.21.,Q.22.,Q.23.,Q.24.,Q.25.,Q.27.,Q.28.,Q.29.,Q.30.,Q.31.,Q.32.,Q.33.,Q.34.,Q.35.,Q.36.,Q.37.,Q.38.,Q.39.,Q.40.,Q.41.,Q.42.,Q.44.,Q.45.,Q.46.,Q.47.,Q.48.,Q.49.,Q.51.,Q.52.,Q.53.,Q.53..1,Q.53..2,Q.53..3,Q.53..4,Q.53..5,Q.53..6,Q.53..7,Q.53..8,Q.53..9,Q.53..10,Q.53..11,Q.53..12,Q.53..13,V.54.,V.55.,V.56.,V.57.
1,210,176,5,8,4,4,5,2,1,2,1,5,2,2,5,2,2,3,2,3,2,2,1,3,3,2,2,5,3,1,4,4,5,1,2,2,2,1,3,1,1,2,2,2,1,2,2,4,5,4,3,2,1,2,1,1,2,2,2,1,2,1,2,1,2,2,2,1,12
1,210,177,5,4,6,3,5,1,3,5,1,5,2,2,5,1,1,1,2,3,2,2,1,3,1,2,5,5,2,4,4,4,5,2,2,2,2,1,2,3,1,2,1,2,1,1,2,4,5,4,2,2,1,2,1,1,2,2,2,1,2,1,2,2,2,2,2,1,13
1,210,178,6,8,6,9,2,2,2,4,2,7,2,2,5,1,1,2,2,2,2,1,2,1,2,2,2,3,4,4,4,4,1,1,2,1,1,3,2,2,2,2,2,1,2,2,1,1,5,4,1,2,1,2,1,2,2,1,2,1,1,1,2,2,2,2,2,1,14
1,210,179,3,3,6,9,3,1,3,5,1,5,2,2,5,4,3,1,2,4,3,1,3,3,1,2,5,6,4,5,1,4,5,1,4,4,2,1,2,1,1,2,3,3,1,1,1,1,5,4,6,2,2,2,1,2,2,2,2,1,2,1,2,1,2,2,2,1,15
1,210,180,2,8,2,5,1,1,3,5,2,7,2,0,5,5,2,2,3,4,2,1,1,3,4,5,5,4,6,6,5,2,5,0,4,2,3,4,2,1,2,2,2,2,2,2,1,1,5,4,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,16
1,210,181,4,9,7,4,4,2,1,4,1,4,2,2,5,1,1,3,1,3,2,2,3,1,1,2,1,4,4,5,4,1,5,1,1,1,1,3,3,1,1,2,1,1,1,1,1,1,5,4,7,1,1,2,1,2,2,1,2,1,2,1,2,1,2,2,2,1,17
1,210,182,4,10,7,9,4,2,1,4,1,6,2,2,5,2,3,3,3,4,3,2,2,1,2,4,2,3,5,5,4,1,1,1,2,2,2,1,3,2,2,2,3,2,1,2,1,1,5,4,3,2,1,2,2,1,1,2,2,1,1,2,2,2,2,2,2,1,18
1,210,183,6,8,8,3,5,1,3,5,3,7,2,2,5,1,1,2,2,4,1,1,2,1,1,2,3,6,5,5,4,4,5,1,1,1,1,1,3,1,2,2,3,2,1,1,1,1,5,4,2,2,1,2,1,2,2,2,2,2,1,1,2,1,2,2,2,1,19
1,210,184,5,7,8,5,4,1,3,5,1,5,2,2,5,1,1,2,2,3,2,2,1,1,1,1,3,4,3,3,3,3,5,2,2,1,2,1,3,1,1,2,1,2,2,2,1,1,5,4,2,2,1,2,1,2,2,2,2,2,1,1,2,1,2,2,2,1,20
1,210,185,3,9,6,6,5,2,1,1,1,4,2,2,5,2,3,1,4,4,2,2,2,3,4,4,4,4,4,5,4,3,5,2,2,2,2,3,3,4,2,2,4,2,2,2,1,2,5,4,8,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,1,21
1,210,186,3,2,7,5,3,1,3,5,1,4,2,2,5,1,1,2,2,3,2,1,2,1,1,2,1,4,4,1,3,4,3,1,2,2,1,1,2,2,1,2,2,2,3,3,1,1,5,4,3,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,1,22
1,210,187,3,5,7,3,5,1,3,5,1,5,2,2,5,1,2,2,2,3,2,3,2,3,1,2,3,4,4,5,4,4,3,1,2,2,1,1,3,2,1,2,2,2,1,1,1,2,5,4,2,2,1,2,1,1,2,1,2,2,1,1,2,1,2,2,2,1,23
1,210,188,3,8,8,5,5,2,1,2,1,4,2,2,5,1,1,2,3,4,3,2,1,3,1,2,3,4,4,5,4,1,5,1,2,2,2,3,3,2,1,2,4,2,1,1,1,1,5,4,2,2,1,2,1,1,2,2,2,2,1,1,2,1,2,2,2,1,24
1,210,189,3,7,7,3,3,1,3,5,1,3,2,2,5,1,1,0,1,4,1,1,3,2,1,1,1,6,0,0,0,0,0,0,0,0,0,1,3,1,1,0,0,1,2,2,1,1,5,4,3,2,2,1,1,1,2,2,2,1,2,2,2,2,2,2,2,1,25
1,210,190,4,1,7,4,1,1,3,5,1,4,2,2,5,1,1,2,2,2,2,2,2,1,2,4,4,5,2,5,4,4,4,1,1,1,3,1,3,1,1,2,4,2,1,1,1,1,5,4,2,2,1,2,2,1,2,2,2,1,2,1,2,1,2,2,2,1,26
1,210,191,5,6,6,2,4,1,3,5,1,5,2,2,5,2,1,2,2,4,3,2,1,1,1,1,3,5,5,5,1,4,1,2,1,1,1,2,3,1,1,2,2,2,2,2,1,2,5,4,2,2,1,2,1,2,2,2,2,2,1,1,2,1,2,2,2,1,27
1,210,192,3,10,5,3,5,2,1,2,1,4,2,2,5,4,3,2,4,4,4,2,2,2,2,5,5,4,4,5,2,3,1,1,1,1,3,1,3,2,2,2,4,2,1,1,1,1,5,4,8,2,2,2,1,2,2,2,2,1,1,2,2,1,2,2,2,1,28
1,210,193,2,6,5,2,4,2,1,4,1,4,2,2,5,1,2,3,1,4,3,2,3,3,3,3,3,5,5,5,4,4,5,2,2,2,2,1,3,3,3,2,4,3,1,0,1,2,5,4,8,2,2,2,2,2,2,2,2,1,2,2,2,1,2,2,2,1,29
1,210,194,7,9,6,3,4,1,3,5,1,6,2,2,5,1,1,2,1,3,1,1,1,1,1,2,3,4,5,1,4,4,5,1,1,1,2,3,2,1,1,2,3,2,1,1,1,2,5,4,2,2,1,2,1,2,2,2,2,2,1,1,2,1,2,2,2,1,30
1,210,195,3,9,5,6,1,2,1,2,1,4,2,2,5,2,1,3,1,2,1,2,1,3,1,1,2,2,4,5,4,4,1,1,1,1,2,2,2,2,3,1,1,1,2,2,1,2,5,4,6,2,1,2,1,1,2,1,2,1,1,1,1,2,2,2,2,1,31
1,210,196,2,1,4,7,1,1,3,5,1,4,2,2,5,5,2,2,3,3,3,2,1,3,3,1,1,4,3,2,2,3,1,1,2,2,2,1,2,1,2,1,1,1,3,3,1,1,5,4,8,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,1,32
1,210,197,4,9,5,2,5,1,3,5,1,7,3,3,5,3,3,3,3,4,3,2,2,2,2,1,2,0,6,4,4,4,7,0,3,4,3,1,3,1,2,1,2,2,3,1,1,1,5,4,1,2,2,1,2,2,2,2,2,1,2,2,2,2,2,2,2,1,33
1,210,198,2,10,7,6,3,2,1,1,1,4,2,2,5,1,1,2,1,1,1,1,1,1,2,1,1,5,5,5,4,1,5,2,1,1,2,3,2,1,2,2,1,1,1,1,1,1,5,4,3,1,1,2,1,1,2,2,2,2,2,2,2,2,2,2,2,1,34
1,210,199,3,10,2,9,5,1,3,5,1,5,2,2,5,1,1,2,1,1,1,2,1,4,1,1,1,4,5,5,4,4,5,2,2,2,1,3,1,1,1,2,1,1,1,1,1,2,5,4,2,2,1,2,1,2,2,2,2,2,2,2,2,1,2,2,2,1,35
1,210,200,1,0,0,0,0,0,0,0,0,0,0,0,1,2,1,1,1,0,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,5,1,0
1,210,201,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,5,1,1
1,210,202,2,10,0,0,1,1,3,5,0,5,4,0,1,0,0,0,0,2,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,2,4,0,0,0,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,5,1,3
1,210,203,3,6,1,5,5,2,1,4,1,5,6,3,1,5,3,3,2,2,2,2,1,3,2,4,3,1,3,1,2,3,2,1,2,1,3,2,2,4,2,2,3,1,4,1,2,4,5,4,0,1,2,2,2,2,2,2,2,2,2,1,1,1,2,2,5,1,4
1,210,204,3,7,1,5,1,3,3,4,1,5,6,4,1,4,4,3,3,5,3,1,2,3,3,2,3,1,3,6,1,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,5,1,5
1,210,205,3,8,5,0,2,2,1,4,1,6,4,4,1,5,1,3,1,3,2,2,2,3,1,1,2,2,3,6,4,4,4,1,3,3,1,2,4,1,2,2,1,0,0,0,0,0,0,0,0,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,5,1,6
1,210,206,3,6,5,3,5,1,3,5,1,5,6,3,1,4,4,2,1,4,4,2,2,2,3,4,4,1,6,6,4,2,1,1,1,1,2,3,3,1,1,2,2,2,1,1,1,2,5,4,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,5,1,7
1,210,207,0,5,3,5,4,2,1,2,1,5,6,3,1,5,2,0,0,0,0,0,2,3,2,0,2,0,6,6,5,0,7,0,4,3,5,2,4,5,2,3,1,2,2,2,1,3,5,4,7,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,5,1,8
1,210,208,2,10,1,2,1,1,3,5,1,6,7,7,1,1,1,2,1,1,1,1,1,3,0,1,1,6,2,5,4,4,4,2,1,3,1,2,2,2,1,2,2,1,3,3,1,1,5,4,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,5,1,9
1,210,209,0,4,8,6,3,1,3,5,1,5,6,2,1,5,1,3,1,4,3,2,2,2,3,3,4,1,6,6,4,4,4,1,2,2,5,2,2,1,4,2,1,1,1,2,1,3,5,4,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,5,1,10
1,210,210,7,0,0,6,4,1,3,5,1,5,6,2,1,0,0,3,4,5,0,3,0,0,4,0,4,1,0,0,0,3,0,0,2,1,0,0,0,5,0,2,4,0,0,4,0,0,5,4,0,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,5,1,12
1,210,211,6,5,1,6,1,2,2,4,1,5,6,6,1,4,0,3,0,0,3,2,2,3,1,0,1,1,0,4,4,4,7,1,3,3,2,3,4,0,0,2,1,2,3,1,0,0,0,0,0,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,5,1,13
1,210,212,1,0,0,6,1,1,3,5,1,4,5,2,1,3,3,2,1,5,4,2,2,3,1,2,4,1,2,3,3,5,4,1,3,3,5,1,3,1,2,3,1,2,0,0,3,0,5,4,1,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,5,1,14
1,210,213,3,5,0,5,1,1,3,5,1,0,0,0,1,0,3,3,0,0,0,0,0,3,1,1,4,6,0,0,0,5,4,0,3,3,5,2,4,0,1,2,1,1,0,0,1,2,0,0,0,2,2,2,2,2,2,2,2,1,2,1,2,2,2,2,5,1,15
1,210,214,2,3,1,0,3,1,3,5,1,5,6,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,5,1,16
1,210,215,2,0,0,0,1,1,3,5,1,5,6,2,1,1,1,3,2,4,2,2,2,2,2,1,4,1,2,4,4,4,4,1,1,1,4,2,3,1,2,2,2,2,2,2,2,4,5,4,1,2,1,2,1,2,2,2,2,1,2,2,2,2,2,2,5,1,17
1,210,216,2,10,5,3,5,1,3,5,1,5,6,3,1,3,4,3,1,2,2,2,1,3,1,1,2,2,3,3,4,3,4,1,0,1,2,2,1,1,1,2,1,2,1,1,1,3,5,4,2,2,1,2,1,2,2,2,2,2,2,2,2,1,2,2,5,1,18
1,210,217,6,8,1,3,2,2,2,4,1,6,6,6,1,3,1,3,2,3,3,2,2,3,2,2,5,1,4,4,1,4,4,0,2,2,5,3,3,5,3,2,1,2,2,2,0,0,5,4,0,1,2,2,1,2,2,2,2,2,2,2,2,1,2,2,5,1,19
1,210,218,4,9,1,6,2,1,3,5,1,0,0,1,1,0,3,0,4,5,0,3,1,2,2,4,0,6,0,0,2,0,5,2,2,3,2,4,1,3,3,1,3,2,1,3,2,4,5,4,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,5,1,20
1,210,219,4,5,4,6,2,1,3,5,1,0,6,6,1,4,0,3,2,0,3,2,0,3,1,0,5,1,4,4,2,2,7,0,1,1,5,2,0,0,2,0,1,0,0,0,0,0,0,0,0,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,5,1,21
1,210,220,3,5,5,6,5,1,3,5,1,5,6,3,1,4,3,3,1,5,4,2,2,2,3,3,4,1,5,3,4,4,2,2,1,3,1,3,3,3,2,2,4,1,3,3,2,4,5,4,7,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,5,1,22
1,210,221,3,5,2,5,4,1,3,5,1,5,6,2,1,4,2,0,2,1,2,3,3,3,1,0,2,2,3,5,4,4,7,0,2,1,2,2,4,1,3,3,2,1,1,1,1,3,5,4,8,2,1,2,1,2,2,2,2,1,2,2,2,2,2,2,5,1,23
1,210,222,4,5,5,5,3,1,3,5,2,6,6,6,1,5,1,3,1,5,4,2,2,3,1,4,4,2,4,4,4,4,3,2,3,4,1,4,2,3,3,3,3,3,2,2,2,4,5,4,2,2,1,2,2,1,2,2,2,1,2,2,2,1,2,2,5,1,24
1,210,223,3,7,1,6,5,1,3,5,1,5,6,4,1,4,3,3,1,5,4,2,2,2,1,3,3,1,4,5,4,4,1,1,1,2,1,3,3,2,2,1,2,1,2,1,2,4,5,4,7,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,5,1,25
1,210,224,0,8,0,6,0,2,1,1,0,0,0,0,1,2,3,3,1,5,4,2,2,2,1,4,4,6,4,4,4,4,4,1,1,1,1,2,2,1,1,2,2,2,2,2,2,4,5,4,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,5,1,26
1,210,225,3,6,2,5,0,1,3,5,1,4,4,3,1,4,3,3,1,5,1,3,2,3,1,3,3,1,6,4,4,4,1,0,3,3,3,2,1,1,1,2,2,1,1,2,1,1,5,4,1,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,5,1,27
1,210,226,1,6,0,6,0,1,3,5,1,0,6,6,1,4,2,3,1,2,3,2,0,3,0,3,2,1,2,2,2,4,2,1,1,2,2,2,2,2,1,1,1,1,3,3,1,1,5,4,7,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,5,1,28
1,210,227,0,0,6,6,0,1,3,5,2,5,6,3,1,0,0,0,2,0,0,0,0,2,1,0,3,1,0,3,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,2,4,5,4,0,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,5,1,29
1,210,228,0,0,0,0,0,1,3,5,1,0,0,6,1,3,0,3,0,5,0,2,2,4,2,0,0,2,0,6,5,0,0,0,0,4,1,2,2,2,4,2,2,2,0,0,1,1,5,4,7,2,2,1,1,2,2,2,2,2,2,2,2,1,2,2,5,1,30
1,210,229,0,8,6,6,2,2,1,1,1,5,6,2,1,5,2,3,1,5,3,2,2,2,2,2,4,1,6,6,5,1,1,1,3,3,3,2,3,1,1,2,2,2,1,1,2,4,5,4,7,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,5,1,31
1,210,230,2,6,5,6,4,1,3,5,1,5,6,2,1,1,1,3,2,5,3,2,2,3,2,3,4,1,6,6,3,2,4,1,3,4,2,2,2,1,1,1,3,1,3,3,1,3,5,4,7,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,5,1,32
1,210,231,3,5,2,6,1,1,3,1,1,4,6,3,1,4,3,3,1,5,4,3,2,3,1,3,3,1,6,4,0,4,1,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,2,1,1,2,1,1,1,2,2,2,1,2,2,5,1,34
1,210,232,3,0,5,6,2,1,3,5,1,5,6,5,1,4,2,3,1,2,1,2,1,1,2,1,5,1,3,2,4,4,2,1,1,1,5,2,4,1,3,2,1,1,1,1,2,4,5,4,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,5,1,35
1,210,233,3,7,6,5,4,1,3,5,2,4,6,2,1,3,3,3,3,4,4,2,2,2,1,4,2,1,5,5,4,4,2,1,2,3,1,2,3,1,1,2,2,2,2,2,1,2,5,4,3,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,5,1,36
1,210,234,5,8,7,6,5,1,3,5,1,4,6,3,1,3,4,3,2,5,4,2,2,2,2,2,2,2,2,4,5,5,2,2,2,2,2,3,2,2,1,2,2,2,1,1,1,2,5,4,2,2,1,2,1,2,2,2,2,1,2,2,2,2,2,2,5,1,37
1,210,235,3,8,3,5,2,1,3,5,1,6,6,3,1,3,3,3,1,4,2,2,2,3,2,2,1,1,5,4,4,4,4,1,3,2,1,1,1,1,1,2,1,2,3,3,1,1,5,4,8,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,5,1,38
1,210,236,3,8,5,6,2,2,1,4,1,5,6,4,1,3,4,3,1,3,3,2,2,3,1,1,2,2,4,4,3,4,3,2,3,3,1,2,2,1,3,2,2,1,2,2,1,3,5,4,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,5,1,39
1,210,237,3,8,6,3,5,1,3,5,1,6,6,4,1,3,0,3,1,5,4,2,2,2,2,2,2,1,4,4,2,4,2,1,2,1,1,2,2,1,1,1,1,1,1,1,1,1,5,4,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,5,1,40
1,210,238,2,6,7,5,4,1,3,5,1,5,6,3,1,2,4,3,2,4,2,2,2,3,1,2,3,2,4,1,4,4,7,2,2,2,2,1,2,1,3,2,2,2,1,1,1,2,5,4,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,5,1,41
1,210,239,3,6,4,6,4,2,1,4,1,5,6,2,1,3,2,1,2,4,3,1,2,3,2,2,2,5,4,4,4,4,2,1,2,2,1,3,3,2,3,2,3,2,2,2,1,1,5,4,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,5,1,42
1,210,240,7,9,4,3,5,2,1,3,2,6,6,4,1,5,2,3,1,4,3,1,2,1,3,1,2,2,4,4,2,4,7,1,4,1,2,1,2,1,3,2,1,1,2,2,1,1,5,4,0,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,5,1,43
1,210,241,4,6,3,5,1,1,3,5,1,5,6,2,1,0,0,0,1,0,0,2,1,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,5,4,0,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,5,1,44
1,210,242,3,5,3,6,4,2,1,2,1,5,6,2,1,4,3,3,3,4,3,2,2,4,2,1,1,2,5,4,4,5,1,1,2,2,5,2,2,1,1,2,1,2,1,1,1,2,5,4,2,2,1,1,1,2,2,2,2,2,2,1,2,2,2,2,5,1,45
1,210,243,1,9,4,5,4,2,1,3,1,4,4,1,1,5,4,3,1,0,1,2,3,4,1,5,5,4,5,5,1,4,1,2,2,2,5,4,2,1,3,2,1,2,1,1,1,2,5,4,2,2,2,2,1,2,2,2,2,1,2,1,2,2,2,2,5,1,46
1,210,244,2,5,1,5,3,1,3,5,1,5,6,2,1,5,4,3,2,4,2,3,1,3,1,1,5,1,4,5,4,4,4,1,4,2,2,3,2,1,1,2,1,2,2,2,1,1,5,4,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,5,1,47
1,210,245,4,8,5,5,2,1,3,5,1,4,6,6,1,4,4,3,1,1,2,2,2,3,2,1,1,3,5,4,2,2,4,1,2,2,2,2,2,1,1,2,1,1,2,2,1,1,5,4,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,5,1,48
1,210,246,1,4,5,6,2,1,3,5,1,6,6,2,1,4,2,3,2,3,3,2,2,3,2,1,2,1,3,1,4,4,4,1,1,3,2,2,2,2,1,2,1,1,3,3,1,1,5,4,7,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,5,1,49
1,210,247,2,8,2,5,2,1,3,5,1,6,5,4,1,3,3,3,1,5,4,2,2,2,4,2,4,2,1,4,4,4,1,2,1,1,2,1,2,1,1,2,1,2,2,2,1,1,5,4,7,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,5,1,50
1,210,248,4,0,2,0,2,2,1,0,0,5,6,3,1,0,3,2,2,5,4,2,2,3,0,5,2,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,0,0,0,5,4,0,2,1,1,1,2,2,2,2,1,2,2,2,1,2,2,5,1,51
1,210,249,2,6,5,5,5,2,1,4,1,5,6,3,1,3,3,3,2,5,4,2,2,2,3,3,2,2,4,4,4,4,7,1,3,3,3,3,3,1,2,2,2,2,2,2,2,4,5,4,2,2,1,2,1,2,2,2,2,1,2,2,2,2,2,2,5,1,52
1,210,250,3,7,1,6,2,1,3,5,1,5,6,3,1,4,1,3,1,5,2,2,2,2,3,2,1,1,4,4,4,4,4,1,3,3,2,2,2,2,1,2,3,1,2,2,1,2,5,4,3,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,5,1,53
1,210,251,3,5,5,3,5,1,3,5,2,6,6,4,1,5,3,3,3,2,3,2,2,3,2,1,2,2,4,2,1,4,4,1,2,3,2,4,2,1,2,2,1,2,3,3,2,4,5,4,0,2,1,2,2,2,2,2,2,1,2,2,2,2,2,2,5,1,54
1,210,252,3,5,0,6,3,1,3,5,1,5,6,6,1,3,4,3,1,5,1,2,3,3,3,2,4,0,6,6,5,5,7,1,2,1,5,1,2,0,1,2,1,1,2,4,2,4,5,4,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,5,1,55
1,210,253,3,5,6,5,1,1,3,5,1,5,6,2,1,3,2,3,2,5,4,2,2,2,1,1,3,1,4,5,4,4,4,1,2,3,2,2,2,1,1,2,1,2,2,2,1,2,5,4,2,2,1,2,1,2,2,2,2,1,1,2,2,2,2,2,5,1,56
1,210,254,2,7,4,5,4,1,3,5,1,5,7,7,3,2,1,3,1,0,1,3,3,4,2,5,1,1,3,3,3,2,4,0,2,3,2,2,2,1,1,3,1,1,4,4,1,2,5,4,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,6,1,0
1,210,255,3,8,4,6,3,1,3,5,1,5,7,7,3,1,1,0,1,1,1,2,1,1,1,1,1,1,0,0,4,4,4,1,3,2,1,2,2,1,1,2,1,1,1,1,1,1,5,4,0,1,1,2,2,1,2,2,2,2,2,2,2,2,2,2,6,1,1
1,210,256,1,4,1,5,2,1,3,5,2,6,6,6,3,5,3,3,3,1,4,2,2,3,2,3,3,1,3,3,4,4,1,2,4,1,1,1,4,5,4,2,3,1,3,1,1,1,5,4,8,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,6,1,2
1,210,257,1,5,3,5,3,1,3,5,1,5,7,7,3,3,1,3,1,5,3,2,1,2,1,4,4,4,6,6,5,5,7,2,4,4,5,4,4,3,3,1,4,5,2,3,1,1,5,4,3,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,6,1,3
1,210,258,3,6,4,6,2,1,3,5,1,5,8,6,3,5,3,3,2,4,1,2,2,2,4,4,4,1,6,6,5,5,7,0,4,3,5,4,4,5,4,3,4,5,4,2,1,3,5,4,3,2,1,1,1,1,2,2,2,1,2,1,2,1,2,2,6,1,4
1,210,259,4,8,3,3,4,1,3,5,1,6,7,7,3,4,3,1,2,5,4,3,2,2,2,4,4,4,5,6,5,5,7,2,4,3,5,1,3,4,3,1,3,2,0,0,2,4,5,4,3,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,6,1,5
1,210,260,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,2,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,6,1,6
1,210,261,3,2,6,7,3,1,3,5,2,7,7,7,3,4,4,3,1,4,2,3,1,1,1,1,3,1,1,4,4,4,1,2,2,1,2,2,2,1,1,2,1,2,1,1,1,2,5,4,2,2,1,2,1,2,1,1,2,1,1,1,2,1,2,2,6,1,7
1,210,262,3,5,4,6,5,2,1,2,1,6,7,7,3,5,4,3,1,4,3,2,2,3,2,2,4,5,4,4,2,1,4,1,2,2,1,1,3,1,1,2,2,1,3,2,1,1,5,4,8,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,6,1,8
1,210,263,4,8,5,2,5,1,3,5,2,6,7,7,3,5,3,3,1,4,3,2,2,3,1,1,4,1,5,5,2,4,5,1,1,1,4,2,3,1,1,2,2,3,2,2,2,4,5,4,8,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,6,1,9
1,210,264,1,9,5,2,5,1,3,5,1,6,7,7,3,5,2,3,1,4,2,3,1,3,2,2,2,6,2,1,1,5,1,2,4,4,5,2,4,1,4,2,1,2,1,1,1,1,5,4,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,6,1,10
1,210,265,4,9,8,5,5,1,3,5,1,5,7,7,3,2,3,3,1,5,3,1,2,3,1,2,2,1,4,2,1,1,4,1,2,2,2,3,3,1,3,3,1,2,1,4,1,2,5,4,0,1,1,1,1,2,2,2,2,1,1,1,1,1,2,2,6,1,11
1,210,266,2,4,5,7,2,1,3,5,2,7,7,0,3,3,0,1,1,5,4,2,1,2,2,3,2,3,1,4,3,4,1,1,3,1,2,2,3,1,2,2,2,1,1,1,1,2,5,4,2,2,1,2,2,2,2,2,2,2,2,2,2,1,2,2,6,1,12
1,210,267,7,0,4,6,4,2,2,0,2,7,7,7,3,3,1,3,1,2,1,1,1,1,4,1,2,1,4,4,4,4,1,1,3,3,1,2,1,1,3,1,1,2,1,1,2,4,5,4,4,2,1,2,1,1,2,2,1,1,2,1,2,1,2,2,6,1,13
1,210,268,3,6,7,5,5,1,3,5,1,5,7,6,3,4,3,1,2,5,3,3,2,2,2,1,4,2,4,1,1,5,1,1,1,1,2,1,2,1,1,1,3,2,1,1,1,1,5,4,2,2,1,2,1,1,2,2,2,1,2,1,2,1,2,2,6,1,14
1,210,269,4,6,4,6,3,1,3,5,2,7,7,7,3,5,3,2,1,4,3,2,2,3,3,4,4,1,4,5,3,4,4,1,3,1,3,2,3,2,3,1,3,3,1,1,1,2,5,4,3,1,2,1,1,1,2,2,2,1,2,1,2,1,2,2,6,1,15
1,210,270,3,5,2,6,3,1,3,5,2,7,7,7,3,2,2,3,1,4,2,1,2,2,1,4,3,1,5,4,4,0,7,1,1,2,1,2,4,1,1,2,1,2,1,1,2,4,5,4,3,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,6,1,16
1,210,271,3,9,4,3,4,2,2,4,1,4,3,1,3,1,1,1,1,1,1,1,1,3,1,2,1,0,4,4,4,4,7,1,4,2,2,2,2,1,1,2,1,1,1,1,1,2,5,4,3,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,6,1,17
