CARD.,DECK.,BALLOT.,Q.1.,Q.2.,Q.3.,Q.4.,Q.5.,Q.6.,Q.8.,Q.9.,Q.10.,Q.11.,Q.12.,Q.13.,Q.14A.,Q.14B.,Q.14C.,Q.14D.,Q.14E.,Q.15.,Q.16.,Q.17.,Q.18.,Q.19.,Q.20.,Q.21.,Q.22.,Q.23.,Q.24.,Q.25.,Q.26.,Q.27.,Q.28.,Q.29.,Q.30.,Q.31.,Q.32.,Q.33.,Q.34.,Q.35.,Q.36.,Q.37.,Q.38.,Q.39.,Q.40.,V.41.,V.42.
1,181,2329,1,2,6,3,3,5,3,1,3,2,4,1,2,2,2,3,2,1,3,3,2,1,2,2,3,2,2,2,3,1,1,1,1,3,3,2,2,5,3,2,3,2,3,29,51
1,181,2330,1,4,6,3,2,3,3,1,2,2,2,1,1,1,2,2,1,1,3,2,1,2,2,2,4,2,3,2,2,2,1,2,2,1,2,2,1,4,1,2,2,3,2,29,4
1,181,2331,1,3,4,3,2,2,3,1,1,3,4,1,1,1,2,1,2,2,4,2,2,2,2,2,3,2,2,2,2,2,1,2,1,1,2,3,1,2,1,1,2,1,2,29,29
1,181,2332,1,3,3,2,4,4,3,1,2,1,3,1,1,2,2,2,1,2,3,2,2,2,2,3,3,2,3,2,3,2,1,2,2,1,3,3,1,2,1,2,3,1,1,29,6
1,181,2333,1,1,6,1,0,5,3,1,3,4,1,1,3,2,3,2,1,0,4,2,1,2,2,1,3,2,2,2,3,2,1,2,3,2,2,5,2,0,2,2,4,2,2,29,30
1,181,2334,1,2,5,1,3,5,3,1,1,3,2,1,3,3,3,3,2,4,3,1,1,2,1,2,2,2,1,1,1,2,1,3,1,1,3,1,1,2,1,1,3,1,1,29,47
1,181,2335,1,3,1,3,3,3,3,1,1,4,1,1,2,3,2,2,1,2,3,1,1,2,3,1,5,2,3,2,3,2,2,1,2,1,2,2,1,3,2,2,3,2,1,29,65
1,181,2336,1,4,2,3,4,2,3,4,2,3,1,1,2,2,2,2,1,1,2,2,1,2,2,1,4,2,2,4,2,2,4,1,3,1,2,5,1,3,2,3,3,5,3,29,38
1,181,2337,1,1,5,1,2,1,3,2,1,3,2,1,1,1,2,1,1,2,5,2,2,2,4,3,4,2,1,4,3,2,4,1,2,1,2,2,2,0,2,3,3,5,3,29,28
1,181,2338,1,2,5,1,3,4,3,1,2,1,2,2,3,2,3,2,1,3,5,3,1,2,2,1,3,2,2,2,4,2,2,2,2,1,0,2,1,5,2,3,4,4,3,29,71
1,181,2339,1,2,6,1,2,1,3,1,1,2,2,1,3,2,3,2,1,0,1,2,2,2,2,3,4,2,1,1,2,2,2,2,2,3,3,2,1,1,1,2,3,3,2,29,24
1,181,2340,1,4,7,3,3,5,3,1,4,1,3,2,2,2,3,3,1,2,5,2,1,1,4,1,4,2,1,2,2,1,2,2,2,1,2,1,1,3,1,3,1,1,2,29,46
1,181,2341,1,4,4,3,4,4,3,1,2,0,2,2,1,1,3,1,1,4,3,3,1,2,4,1,5,3,1,3,5,2,1,3,2,1,3,4,2,2,3,1,2,4,2,29,64
1,181,2342,1,4,6,1,2,3,3,2,4,1,1,1,2,2,1,2,2,2,5,3,1,2,3,1,4,3,2,2,3,2,2,1,2,1,1,2,2,4,1,3,4,3,1,29,42
1,181,2343,1,4,5,3,3,2,0,1,2,4,2,2,1,1,1,1,1,1,5,2,1,2,3,1,1,2,3,3,3,2,2,2,1,1,3,1,1,4,1,3,3,4,1,29,37
1,181,2344,1,3,5,1,5,3,2,1,1,1,4,1,1,1,1,3,1,4,3,3,3,2,2,1,3,3,1,1,5,2,1,3,2,1,1,4,1,2,2,1,3,2,2,29,59
1,181,2345,1,3,4,2,6,1,2,1,3,4,1,1,3,3,3,3,3,4,3,2,1,2,4,1,4,3,3,3,1,2,2,3,2,0,3,4,2,0,4,3,4,4,2,29,2
1,181,2346,1,3,4,2,4,3,2,1,1,2,3,1,3,2,1,2,1,2,3,1,2,2,2,1,4,3,3,2,4,2,2,3,2,1,3,2,2,5,2,3,4,2,1,29,70
1,181,2347,1,5,6,3,3,3,3,1,0,3,3,1,1,1,3,1,1,2,3,2,1,2,2,3,4,0,3,2,4,2,4,3,3,1,2,2,1,0,2,2,2,2,2,29,17
1,181,2348,1,3,4,1,4,6,3,1,1,4,1,1,2,2,2,2,2,1,5,2,1,2,2,3,4,1,2,1,2,2,1,2,1,1,2,5,1,3,1,1,2,2,1,29,61
1,181,2349,1,2,5,3,3,5,3,1,3,3,3,1,3,3,3,3,2,2,3,2,2,2,2,3,3,3,3,2,5,2,2,2,1,3,2,2,2,2,2,2,3,5,1,29,39
1,181,2350,1,2,6,1,1,3,3,1,2,1,4,2,0,1,3,2,1,3,5,3,2,1,3,1,3,3,2,3,5,2,2,2,2,3,2,3,2,2,2,3,3,2,0,29,56
1,181,2351,1,2,7,1,2,3,3,1,2,1,2,2,0,1,3,2,1,3,1,2,1,2,3,1,5,3,2,4,4,2,2,2,2,1,3,2,3,4,2,3,2,2,3,29,22
1,181,2352,1,3,6,3,2,4,3,4,2,1,2,2,3,2,2,2,1,2,3,2,2,2,4,3,5,3,3,2,4,2,2,3,2,1,2,2,3,4,2,3,3,3,2,29,40
1,181,2353,1,4,4,3,3,4,3,4,1,4,2,1,1,3,2,2,1,2,2,3,2,2,3,1,4,3,3,3,5,2,2,3,2,1,3,5,3,2,3,0,0,0,0,29,14
1,181,2354,1,5,6,3,2,4,3,1,2,1,4,1,0,2,3,3,1,2,3,2,2,2,4,1,4,3,3,3,3,2,4,3,2,1,2,3,3,5,1,1,3,3,3,29,49
1,181,2355,1,4,5,3,3,4,3,4,2,1,4,1,3,3,3,2,2,2,4,2,1,1,3,3,5,3,3,2,4,2,4,3,2,1,2,2,4,0,2,3,2,5,3,29,11
1,181,2356,1,3,6,3,2,4,3,4,3,1,3,2,2,3,3,3,2,3,3,3,2,2,4,1,4,3,3,3,4,2,4,3,2,1,3,5,3,2,4,2,4,4,1,29,21
1,181,2357,4,6,6,1,6,6,3,1,1,2,1,1,2,2,3,3,1,3,2,1,1,2,1,2,1,2,2,1,2,1,1,1,1,2,2,3,1,1,2,1,2,2,1,29,18
1,181,2358,4,4,6,2,6,5,3,1,4,3,1,1,3,1,1,3,1,2,2,2,1,1,2,1,3,2,2,2,3,3,1,3,3,2,2,2,3,2,4,3,3,5,1,29,48
1,181,2359,2,4,6,1,4,4,1,1,2,1,2,1,1,2,1,2,1,1,5,2,1,2,2,3,3,2,2,2,3,2,2,2,1,1,3,1,1,2,2,2,2,3,3,29,41
1,181,2360,2,6,2,4,4,6,3,4,1,3,1,1,1,1,3,2,1,2,5,1,1,2,1,2,3,2,2,2,3,2,2,2,1,1,2,5,1,1,2,2,3,1,3,29,43
1,181,2361,2,2,5,3,3,5,3,1,1,3,1,1,1,1,3,3,2,3,3,2,1,2,2,3,3,2,2,1,5,2,1,1,2,1,1,5,1,1,1,1,4,1,1,29,8
1,181,2362,2,4,6,3,4,5,3,1,1,2,4,1,1,2,3,1,1,4,4,3,1,2,2,1,3,2,1,2,5,2,1,1,1,1,2,1,2,2,3,1,4,2,1,29,60
1,181,2363,2,5,5,2,0,5,3,1,1,3,4,2,2,2,3,2,3,2,2,1,1,2,1,3,3,2,2,1,3,2,1,2,1,1,2,2,1,1,2,1,3,2,3,29,62
1,181,2364,2,4,3,2,4,6,3,1,1,1,4,1,1,1,3,1,1,2,4,3,2,1,3,3,4,2,2,2,4,2,2,1,2,3,2,2,2,2,3,3,3,3,1,29,35
1,181,2365,2,4,5,2,3,5,3,1,3,4,1,1,1,1,3,2,1,4,2,3,1,1,3,1,3,2,3,3,4,2,2,2,2,3,2,3,2,2,3,1,3,3,3,29,53
1,181,2366,2,2,4,3,4,6,3,1,1,3,1,1,2,1,2,2,1,2,5,2,1,2,2,3,3,2,2,1,2,2,2,2,3,3,2,1,1,1,1,1,3,2,3,29,55
1,181,2367,2,6,7,2,4,6,3,1,1,3,1,1,1,1,3,2,1,1,4,2,2,2,2,3,3,2,2,4,3,2,2,2,1,1,2,2,2,3,2,3,2,4,1,29,1
1,181,2368,3,3,6,1,5,3,2,1,2,1,3,1,2,1,3,1,1,2,2,1,1,2,3,1,4,2,3,4,4,2,1,2,3,3,2,2,4,1,2,2,3,3,3,29,57
1,181,2369,3,2,4,3,6,6,2,1,3,4,3,2,3,3,3,3,2,2,4,2,2,2,4,1,3,3,3,3,5,2,3,2,1,1,1,4,2,0,2,1,2,2,1,29,34
1,181,2370,3,6,6,4,6,6,3,1,1,3,1,1,1,1,1,1,1,1,5,1,1,2,1,3,1,1,1,1,1,3,1,1,1,2,1,1,1,1,1,1,1,1,1,29,58
1,181,2371,3,3,6,3,5,6,3,1,4,2,2,2,2,1,2,2,1,4,3,3,2,2,1,3,5,3,3,4,5,3,2,2,3,1,1,2,2,2,1,1,3,3,1,29,52
1,181,2372,3,6,6,3,4,6,3,1,3,4,2,2,2,3,2,2,1,1,3,2,1,2,2,3,3,3,3,3,4,2,2,2,1,1,3,4,2,4,2,2,4,3,1,29,25
1,181,2373,3,3,7,2,6,5,3,1,2,3,4,2,0,3,3,2,2,4,3,2,2,2,3,1,4,3,2,2,4,2,1,2,3,1,2,2,3,2,2,1,4,4,1,29,26
1,181,2374,3,5,5,1,4,6,3,1,1,1,1,1,2,2,2,2,1,1,4,2,1,2,2,2,3,2,2,1,2,2,1,1,1,1,2,1,2,2,2,2,1,2,1,29,67
1,181,2375,3,5,7,2,5,4,3,1,2,3,4,1,2,3,3,3,1,3,3,2,1,2,3,1,3,2,2,1,2,2,2,1,3,1,2,3,2,2,2,2,2,2,1,29,19
1,181,2376,3,6,6,3,4,6,3,1,3,1,2,2,2,2,3,2,1,4,3,2,2,2,4,3,4,3,3,4,4,2,1,3,2,1,2,2,3,2,3,2,4,2,1,29,33
1,181,2377,3,5,6,1,4,6,3,1,0,4,2,2,2,3,3,3,1,0,5,3,2,2,4,1,5,3,3,3,5,3,0,1,2,1,2,0,2,2,4,1,4,5,3,29,23
1,181,2378,4,5,5,2,6,2,2,4,2,1,2,1,2,2,1,2,1,2,2,2,1,2,3,1,4,3,3,3,3,2,3,2,2,1,2,5,2,2,2,3,1,2,3,29,68
1,181,2379,4,6,1,2,6,6,3,1,1,4,1,1,1,1,2,1,1,2,2,2,1,2,2,3,1,1,1,1,1,1,1,1,1,2,2,1,1,1,2,1,1,1,3,29,36
1,181,2380,4,3,5,3,4,4,3,1,2,1,2,1,3,2,3,3,2,3,3,3,2,2,2,3,3,1,1,2,4,2,1,1,1,1,1,3,1,0,3,3,3,3,1,29,54
1,181,2381,1,2,4,1,4,4,3,4,4,1,2,0,0,2,2,3,2,3,5,2,2,2,3,1,4,3,2,4,4,2,4,3,3,1,1,5,2,2,3,3,4,4,3,28,81
1,181,2382,1,2,6,1,3,3,3,1,2,1,2,1,0,2,3,2,1,4,5,3,3,2,1,2,4,3,2,3,3,2,1,2,1,3,2,1,1,2,2,3,3,3,1,28,43
1,181,2383,1,2,5,1,4,2,3,3,4,1,2,2,3,3,2,3,1,2,3,3,2,2,1,2,5,3,0,3,4,2,2,3,2,1,1,1,2,0,0,2,4,4,3,28,29
1,181,2384,1,6,5,3,3,4,3,1,2,1,3,1,3,3,3,2,2,4,3,2,1,1,2,3,4,3,1,2,4,2,2,3,2,1,1,1,1,2,2,1,2,5,2,28,44
1,181,2385,1,2,2,3,4,6,3,1,3,3,1,1,2,2,0,0,2,4,4,3,3,1,1,3,4,3,3,2,5,2,2,3,1,2,2,1,2,2,2,3,3,4,3,28,4
1,181,2386,1,4,3,1,4,6,3,1,3,1,2,2,2,3,3,3,1,1,5,3,3,2,1,2,1,1,1,3,5,1,3,3,1,2,1,2,3,2,1,1,3,4,2,28,109
1,181,2387,1,2,7,1,3,4,3,1,2,1,3,1,3,3,3,2,1,4,3,3,2,2,1,2,1,1,1,3,5,1,2,1,1,2,3,1,1,0,4,3,3,4,1,28,6
1,181,2388,1,2,5,1,4,4,3,2,4,1,1,1,2,2,2,2,1,1,5,1,1,1,2,2,4,1,1,4,4,2,3,1,1,1,1,2,1,1,1,1,3,1,2,28,13
1,181,2389,1,2,7,1,3,2,3,1,2,1,2,1,0,1,3,1,1,4,3,2,1,2,2,1,5,3,3,3,2,2,2,1,2,1,3,4,4,2,4,3,4,4,1,28,38
1,181,2390,1,2,5,2,6,2,3,2,2,1,4,1,3,2,3,2,1,2,3,2,2,2,3,1,4,3,3,3,4,2,2,2,2,1,3,3,3,0,4,3,3,3,2,28,130
1,181,2391,1,4,5,1,4,3,2,2,2,1,2,1,2,2,3,3,2,2,4,3,2,2,3,1,5,3,3,3,4,2,2,3,2,1,2,2,2,2,4,3,0,3,2,28,60
1,181,2392,1,3,4,1,6,4,2,1,4,1,2,2,2,2,3,2,2,2,5,3,1,1,3,1,5,3,3,2,3,2,2,2,2,1,2,3,3,5,2,1,3,3,1,28,34
1,181,2393,1,5,6,1,5,5,2,1,2,2,4,1,3,3,3,3,1,3,3,2,2,2,3,2,4,2,3,4,4,2,2,2,3,3,1,3,2,2,2,1,2,5,3,28,84
1,181,2394,1,5,4,3,4,2,2,4,2,1,2,0,2,2,3,2,0,0,0,2,0,2,4,1,3,3,2,4,3,2,0,2,3,1,2,3,0,0,0,3,2,3,2,28,128
1,181,2395,1,3,4,2,5,4,2,1,2,3,4,2,2,0,3,0,3,2,4,2,2,1,4,1,4,2,3,2,3,2,3,3,2,1,2,2,2,2,2,3,4,4,1,28,42
1,181,2396,1,2,6,1,4,3,2,1,2,1,4,2,1,2,3,2,1,2,3,2,2,2,2,3,2,2,1,0,3,3,4,1,1,2,1,3,2,0,2,2,3,3,3,28,30
1,181,2397,1,4,2,1,0,4,2,1,2,1,1,1,2,2,3,2,2,2,5,2,2,2,2,3,4,2,2,3,5,2,3,2,1,1,2,2,2,2,2,2,3,3,3,28,85
1,181,2398,1,3,3,2,4,4,2,1,2,1,2,1,2,2,3,3,2,2,4,3,2,2,3,1,4,3,3,4,4,2,3,2,3,1,2,5,2,3,2,2,4,3,3,28,99
1,181,2399,1,4,5,1,4,6,3,1,2,1,3,2,2,3,3,3,2,4,3,2,2,1,2,3,3,1,1,3,4,2,2,2,3,3,1,4,2,2,2,3,4,3,3,28,70
1,181,2400,1,2,7,2,3,3,3,1,2,1,3,1,1,1,3,3,1,4,3,2,2,2,2,1,5,1,2,1,2,2,2,2,1,1,2,1,4,2,1,3,4,3,1,28,20
1,181,2401,1,1,2,1,3,5,3,4,3,1,1,1,2,2,2,2,1,4,5,2,1,2,1,2,4,2,2,1,5,2,2,3,1,1,1,2,2,2,2,1,3,2,3,28,64
1,181,2402,1,4,3,1,3,4,3,0,2,4,4,2,3,3,3,3,3,4,5,3,3,2,2,3,5,2,3,3,5,2,2,3,2,1,1,2,2,2,4,3,3,4,2,28,89
1,181,2403,1,5,5,3,2,3,3,1,2,1,4,0,0,2,3,3,1,2,2,2,1,1,4,1,4,2,2,4,5,2,4,3,2,1,1,1,1,1,1,3,2,1,1,28,146
1,181,2404,1,4,3,1,3,4,3,4,2,2,1,1,2,2,2,3,1,1,5,2,1,2,2,1,4,2,3,2,3,3,1,2,1,3,2,2,4,4,2,2,2,5,3,28,14
1,181,2405,1,6,0,1,4,5,3,0,4,1,1,1,2,1,2,1,1,3,4,2,1,2,1,1,3,2,1,2,3,1,1,2,1,2,2,2,1,2,3,2,2,5,1,28,27
1,181,2406,1,2,1,1,4,4,3,1,2,1,1,1,2,1,3,2,1,2,5,3,1,2,2,3,3,2,2,4,3,2,1,3,1,1,2,2,1,2,3,1,4,3,3,28,28
1,181,2407,1,5,7,3,2,1,3,1,2,1,4,2,3,2,2,3,2,4,3,2,1,1,4,1,1,2,3,3,3,2,2,3,2,1,2,4,1,5,2,3,2,3,2,28,137
1,181,2408,1,2,5,1,4,5,3,1,4,3,1,1,3,2,3,3,1,3,4,2,1,2,2,1,3,2,2,2,3,2,2,2,1,1,1,4,2,2,2,2,3,3,2,28,49
1,181,2409,1,3,6,1,3,6,3,1,4,1,1,1,1,1,2,2,1,3,5,2,2,2,2,1,3,2,2,1,3,3,2,2,1,2,2,3,1,1,2,2,2,5,2,28,55
1,181,2410,1,6,4,4,4,5,3,1,2,2,2,1,2,2,3,2,1,3,5,2,1,1,2,1,2,2,2,2,3,2,2,2,1,2,2,2,1,2,2,1,1,2,3,28,93
1,181,2411,1,2,6,1,3,4,3,4,2,1,1,1,3,3,3,3,1,2,5,3,3,1,2,1,5,2,3,3,5,2,2,2,3,1,2,1,3,2,4,3,4,4,1,28,32
1,181,2412,1,2,1,2,3,5,3,1,3,3,4,1,3,3,3,2,2,4,3,3,2,2,2,1,3,2,2,4,5,2,2,2,3,1,2,3,3,2,1,2,3,5,3,28,95
1,181,2413,1,2,7,1,4,2,3,1,2,1,1,1,3,3,3,2,1,2,5,2,1,2,1,2,3,2,2,3,5,2,2,2,1,1,2,1,2,3,2,2,3,3,1,28,117
1,181,2414,1,3,7,2,3,5,3,0,3,2,4,2,3,2,3,3,1,3,4,2,2,2,3,1,4,2,3,4,4,2,2,2,1,1,2,3,2,2,1,2,3,2,2,28,63
1,181,2415,1,2,5,1,3,4,3,4,2,1,1,1,0,3,3,3,2,1,3,1,1,2,2,3,3,2,1,2,4,2,2,2,1,3,2,1,1,3,1,1,2,1,1,28,100
1,181,2416,1,2,5,1,3,5,3,1,4,1,1,1,3,3,3,3,1,2,3,2,1,2,2,1,3,3,3,2,5,2,2,2,3,1,2,4,2,3,2,2,3,2,3,28,19
1,181,2417,1,6,1,3,4,6,3,1,4,3,1,1,2,1,3,2,1,1,5,2,2,1,3,1,4,3,3,4,4,2,2,2,2,1,1,2,1,3,2,2,2,2,3,28,80
1,181,2418,1,4,6,1,3,5,3,1,2,1,2,2,3,3,0,3,3,4,3,3,3,2,4,1,5,3,3,3,5,2,2,3,2,1,2,4,3,2,4,3,4,4,2,28,31
1,181,2419,1,2,6,1,4,5,3,1,2,1,4,1,3,2,3,2,2,3,4,2,2,2,4,1,5,3,2,3,5,2,2,3,2,1,2,2,3,2,3,3,3,3,1,28,139
1,181,2420,1,3,6,3,2,1,3,4,2,1,1,1,0,2,2,2,1,4,4,2,1,2,4,1,4,3,3,3,3,2,4,3,2,1,2,2,1,4,2,3,4,4,3,28,119
1,181,2421,1,5,8,3,3,1,3,1,2,2,4,2,1,1,2,2,1,2,4,2,0,2,4,1,2,3,2,3,4,2,4,3,2,1,1,2,1,0,2,3,4,3,2,28,46
1,181,2422,1,5,6,3,2,4,3,1,3,2,1,2,3,3,3,3,1,3,3,2,2,2,1,1,2,2,3,2,3,2,4,2,1,1,2,5,2,2,2,2,2,5,3,28,140
1,181,2423,1,3,5,3,4,2,3,1,2,2,1,1,2,1,3,2,1,4,3,3,3,2,2,2,5,2,3,3,5,2,4,2,3,3,2,5,2,0,3,3,4,3,2,28,132
1,181,2424,1,2,6,1,3,4,3,1,4,1,1,1,2,2,3,3,2,2,5,2,2,2,3,3,1,2,2,3,4,2,4,2,2,2,2,1,2,0,2,3,3,3,2,28,26
1,181,2425,1,3,5,3,5,2,3,2,2,3,1,0,2,2,3,2,2,4,3,2,2,2,2,3,3,2,2,4,4,2,4,2,3,1,2,3,2,0,1,3,4,3,2,28,50
1,181,2426,1,2,5,1,2,1,3,2,2,1,4,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,3,0,0,2,0,2,2,1,2,5,0,0,0,0,0,0,1,28,61
1,181,2427,1,6,3,1,3,5,3,4,2,0,0,0,1,2,2,1,0,2,5,3,2,2,3,3,0,2,2,2,3,2,0,2,2,1,0,0,0,0,0,0,0,0,0,28,87
1,181,2428,1,3,5,1,4,6,3,1,3,3,1,1,3,1,3,3,1,2,3,2,1,2,2,2,3,2,1,2,3,2,2,1,1,3,2,3,2,2,1,1,3,3,3,28,149
1,181,2429,1,2,5,2,2,4,3,1,4,3,1,0,0,2,3,0,1,1,3,2,1,2,3,1,3,2,2,4,4,2,2,1,2,3,1,2,2,3,2,3,3,4,1,28,73
1,181,2430,1,2,4,3,2,3,3,1,2,1,1,2,3,2,3,2,1,3,3,3,2,1,2,2,3,2,2,2,5,2,4,1,1,1,2,4,3,3,3,0,0,0,0,28,103
1,181,2431,1,3,4,3,3,3,3,1,2,1,1,2,2,2,3,3,1,3,3,3,2,2,1,2,1,2,2,2,4,3,4,1,1,2,1,2,4,2,2,2,4,3,2,28,107
1,181,2432,1,4,3,1,0,3,0,1,2,0,0,1,1,2,3,1,1,1,5,3,2,2,1,2,4,3,3,2,4,2,2,2,3,1,2,4,2,2,3,2,4,5,0,28,98
1,181,2433,1,3,5,3,5,4,1,1,2,4,4,2,2,3,3,3,2,4,3,3,2,2,4,3,4,3,2,3,5,3,4,3,3,1,2,2,4,2,4,3,4,4,3,28,65
1,181,2434,0,6,0,0,5,5,0,0,2,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,3,0,5,0,0,3,0,0,0,0,0,0,0,0,0,0,0,28,72
1,181,2435,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4,0,0,0,0,0,0,0,0,1,0,0,0,0,3,0,0,0,0,28,91
1,181,2436,1,0,1,1,3,0,1,1,0,0,0,0,0,1,0,1,1,1,0,0,0,2,0,0,4,1,0,1,5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,28,125
1,181,2437,1,4,1,3,4,5,3,1,0,1,2,1,3,3,3,2,2,3,3,3,2,1,2,1,3,2,2,4,5,2,2,2,3,1,2,3,3,2,1,2,3,5,3,28,96
1,181,2438,1,4,3,1,4,5,3,4,0,3,2,2,2,3,3,2,1,2,5,1,2,2,2,3,4,3,3,4,3,2,2,2,2,3,2,5,2,4,2,2,4,3,3,28,68
1,181,2439,1,6,0,1,4,5,3,4,0,4,1,0,2,3,3,0,2,4,5,0,0,0,0,1,4,3,3,0,3,2,2,2,1,1,2,5,0,0,0,0,0,0,2,28,86
1,181,2440,1,3,1,2,4,6,3,4,0,4,3,1,2,2,3,2,1,2,2,1,2,2,1,2,3,2,3,1,2,2,2,1,1,3,2,3,2,3,2,1,1,1,2,28,66
1,181,2441,0,0,0,0,4,6,0,1,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,3,3,4,3,28,5
1,181,2442,1,5,5,1,0,3,3,1,1,2,1,1,1,1,3,2,1,4,3,3,1,2,1,2,4,3,3,2,5,2,1,2,2,1,1,1,2,2,3,3,3,4,2,28,37
1,181,2443,1,5,5,3,3,4,3,4,1,1,2,2,2,1,2,3,2,1,3,3,2,2,2,2,5,1,2,3,5,2,3,2,1,1,1,2,2,2,2,2,4,3,3,28,121
1,181,2444,1,4,4,3,4,5,3,1,1,1,4,0,2,3,3,3,1,3,4,2,2,1,2,3,4,3,3,2,4,2,3,2,3,1,2,3,2,0,3,2,3,4,1,28,56
1,181,2445,1,4,6,1,5,1,2,1,1,2,4,1,3,2,3,3,1,2,5,1,1,2,2,2,4,3,2,4,2,2,1,2,1,3,1,2,1,1,2,3,2,5,1,28,116
1,181,2446,1,4,7,2,4,5,2,1,1,3,4,1,1,1,2,2,1,3,4,1,1,2,4,1,5,2,2,1,1,2,4,3,2,3,1,1,1,3,1,3,4,3,2,28,15
1,181,2447,1,6,6,1,3,5,3,1,1,4,1,1,1,1,1,1,1,1,5,1,1,2,1,2,1,2,1,2,2,2,1,1,1,2,1,1,1,1,1,1,2,1,1,28,21
1,181,2448,1,4,3,2,3,3,3,4,1,3,1,1,1,1,1,1,1,2,2,1,1,2,1,2,5,2,1,1,2,2,1,1,1,1,2,2,1,3,2,1,2,1,3,28,82
1,181,2449,1,4,5,3,2,2,3,1,1,2,3,1,1,2,2,2,1,2,5,1,2,2,3,1,3,2,2,2,1,2,1,1,1,3,2,2,1,4,2,3,3,3,1,28,3
1,181,2450,1,4,8,2,4,4,3,1,1,3,1,1,1,1,2,2,1,2,4,1,1,2,1,2,3,1,2,1,2,2,1,2,1,2,1,2,1,1,1,2,1,1,2,28,79
1,181,2451,1,3,5,2,5,6,3,1,1,4,1,1,1,2,3,3,1,3,3,3,3,2,1,2,5,2,3,4,5,2,2,3,2,1,1,4,3,2,3,3,4,4,1,28,41
1,181,2452,1,1,6,1,2,1,3,4,1,2,4,1,2,2,2,3,2,3,5,2,2,2,2,3,3,2,1,3,2,2,1,2,2,1,1,2,2,0,2,2,2,2,2,28,78
1,181,2453,1,1,6,1,2,1,3,4,1,1,1,1,1,1,3,3,2,2,5,2,1,2,2,1,3,2,2,1,2,2,1,2,2,3,2,1,4,4,2,3,4,3,3,28,127
1,181,2454,1,3,2,2,3,4,3,1,1,1,1,1,1,0,2,0,1,1,3,3,1,2,1,2,3,2,3,4,3,2,1,3,2,3,2,4,1,2,1,3,4,2,2,28,52
1,181,2455,1,4,2,1,3,3,3,1,1,3,1,1,0,2,1,3,0,2,0,2,0,2,1,2,4,2,2,4,3,3,1,3,1,1,1,4,1,4,2,2,3,3,1,28,126
1,181,2456,1,4,1,1,4,6,3,1,1,3,1,1,2,2,2,2,1,1,5,3,2,2,4,1,3,2,3,2,2,2,2,2,3,1,2,2,2,3,2,2,3,2,2,28,105
1,181,2457,1,3,1,3,2,2,3,4,1,3,2,1,2,2,1,2,1,2,5,3,2,2,3,1,4,2,3,1,3,2,2,2,3,3,1,2,2,3,2,3,4,3,3,28,88
1,181,2458,1,1,1,2,2,4,3,1,1,2,1,1,1,1,3,2,1,1,2,2,2,2,2,1,4,2,3,1,3,2,2,2,1,3,2,5,2,2,2,3,3,3,2,28,150
1,181,2459,1,5,2,2,5,3,3,4,1,2,1,1,2,1,2,2,1,1,1,3,2,2,4,2,5,3,2,2,2,2,2,2,2,1,2,3,1,3,2,3,4,5,1,28,124
1,181,2460,1,1,5,1,2,1,3,4,1,0,1,1,2,2,3,2,2,2,5,2,2,1,4,1,5,3,3,4,4,2,4,3,2,1,2,3,4,2,2,3,4,4,2,28,76
1,181,2461,1,1,5,1,1,2,3,1,1,3,4,1,3,1,1,2,1,2,5,2,3,2,3,3,3,2,3,3,3,3,4,2,3,3,1,2,2,3,2,2,3,5,3,28,120
1,181,2462,1,5,5,3,2,3,3,1,1,3,4,1,3,2,3,2,1,2,5,3,1,2,1,3,3,2,2,1,2,3,3,3,2,1,1,1,2,3,1,1,3,4,1,28,142
1,181,2463,1,2,6,1,2,3,3,1,1,2,3,1,2,1,3,2,2,2,5,2,2,2,2,3,3,2,1,2,2,2,2,1,1,3,2,2,1,3,2,3,3,2,3,28,83
1,181,2464,1,3,5,1,4,6,3,1,1,1,1,1,1,2,3,3,1,2,5,1,1,2,1,2,5,2,2,3,3,2,2,1,1,1,1,1,2,3,2,2,2,2,2,28,143
1,181,2465,0,2,1,2,5,2,3,1,1,1,4,1,3,3,3,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,47
1,181,2466,0,0,0,0,0,1,3,1,1,1,3,2,3,3,3,3,2,3,3,2,3,2,4,1,4,3,3,3,5,2,3,3,2,1,1,2,3,2,3,2,4,4,1,28,69
1,181,2467,3,3,5,1,5,4,1,1,2,2,2,1,2,3,3,3,2,4,5,2,1,2,2,1,1,2,1,4,5,1,4,2,3,2,2,3,3,2,2,2,4,2,1,28,144
1,181,2468,3,3,5,2,5,2,2,2,2,1,2,1,1,3,3,1,1,4,3,3,2,1,3,1,5,2,3,3,3,2,2,1,2,1,1,3,2,2,2,3,0,3,1,28,123
1,181,2469,3,3,5,2,6,4,2,1,4,1,4,1,3,3,3,3,2,2,4,3,1,1,2,1,3,2,2,4,3,2,3,2,1,2,1,1,2,0,1,2,2,2,1,28,2
