CARD.,DECK.,BALLOT.,,Q.1.,Q.2.,Q.3.,Q.4A.,Q.4B.,Q.5A.,Q.5B.,Q.6A.,Q.6B.,Q.7A.,Q.7B.,Q.8A.,Q.8B.,Q.9A.,Q.9B.,Q.10A.,Q.10B.,Q.11A.,Q.11B.,Q.12A.,Q.12B.,Q.13A.,Q.13B.,Q.14A.,Q.14B.,Q.15A.,Q.15B.,Q.16A.,Q.16B.,Q.17A.,Q.17B.,Q.18A.,Q.18B.,Q.19A.,Q.19B.,Q.20A.,Q.20B.,Q.21A.,Q.21B.,Q.22A.,Q.22B.,Q.23A.,Q.23B.,Q.24A.,Q.24B.,Q.25.,Q.26.,Q.27.,Q.28.,Q.29.,Q.30.,Q.31.,Q.32.,Q.33.,Q.34.,Q.35.,Q.36.,Q.37.,Q.38.,Q.39.,Q.40A.,Q.40B.,Q.41A.,Q.41B.,Q.42A.,Q.42B.,Q.43A.,Q.43B.,Q.44A.,Q.44B.,Q.45A.,Q.45B.,CARD..1,DECK..1,BALLOT..1,NA.1,Q.46A.,Q.46B.,Q.47A.,Q.47B.,V.49A.,V.49B.,V.50A.,V.50B.,V.51A.,V.51B.,V.52.
1,195,144,2,2,5,3,3,1,3,1,5,1,1,1,2,1,5,2,3,2,3,2,4,1,3,2,1,2,2,2,2,2,2,1,2,1,1,1,1,1,1,1,2,1,2,1,1,1,5,3,4,3,3,4,3,3,3,3,3,3,4,3,2,3,2,2,2,2,2,0,0,3,3,0,3,2,195,144,2,4,3,3,3,3,8,1,6,2,0,1
1,195,145,2,3,2,6,2,1,2,1,4,1,1,1,2,1,2,2,2,2,2,2,4,1,1,1,1,1,2,2,2,1,2,2,1,2,1,2,1,2,2,2,1,2,1,2,2,1,2,4,2,2,2,1,2,3,2,3,2,3,2,3,2,4,2,4,2,2,2,2,2,1,3,4,3,2,195,145,2,3,3,3,3,8,2,3,6,5,0,2
1,195,146,2,1,4,6,1,2,1,2,1,1,2,1,1,1,2,2,2,2,2,2,1,1,1,1,1,2,2,1,1,1,2,1,2,1,2,1,0,0,1,1,2,1,1,1,2,1,1,5,2,2,2,2,1,5,1,2,2,2,2,2,2,4,1,2,2,2,1,2,1,1,2,4,3,2,195,146,2,3,2,3,2,3,8,8,4,5,3,1
1,195,147,2,2,2,6,2,2,0,2,2,1,1,3,1,3,3,2,3,2,2,2,2,1,1,1,2,2,2,1,2,2,2,1,2,1,2,1,0,1,2,3,2,1,1,1,2,1,1,5,3,2,2,2,2,3,3,5,2,2,3,1,1,4,1,3,2,2,1,2,1,3,2,2,3,2,195,147,2,3,1,2,1,3,8,3,2,6,4,2
1,195,148,2,3,2,6,2,2,2,2,4,1,1,1,1,2,2,2,3,2,2,2,3,1,3,2,1,2,2,1,1,1,2,1,2,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,2,5,4,4,2,3,5,3,3,4,1,3,1,2,1,2,1,3,2,1,2,2,195,148,2,3,1,2,1,2,2,5,3,6,5,2
1,195,149,2,1,4,2,2,2,2,2,2,2,2,2,1,1,2,1,2,2,2,1,2,1,1,1,1,1,1,1,2,1,1,1,2,1,1,1,1,1,2,1,1,1,1,1,1,1,2,4,2,2,2,1,1,3,2,2,1,2,2,2,1,4,1,4,1,2,1,3,1,1,1,1,1,2,195,149,2,3,1,2,1,8,0,6,4,3,7,1
1,195,150,2,3,3,5,3,1,2,3,2,2,1,1,1,1,4,1,2,2,1,1,4,1,1,1,2,1,2,1,1,1,2,1,2,1,2,1,2,1,1,1,2,1,2,1,2,1,5,5,4,4,1,2,3,2,2,5,3,2,4,4,2,4,1,3,1,2,1,1,3,3,3,1,3,2,195,150,2,4,2,3,1,1,0,2,6,4,3,2
1,195,151,2,3,3,6,1,2,2,1,2,2,1,1,3,2,3,1,2,2,2,2,4,1,1,1,2,1,2,1,2,2,2,1,2,1,2,1,0,0,1,1,2,1,1,2,1,1,5,5,4,4,3,3,4,5,4,0,4,2,0,4,3,4,1,3,1,2,2,2,1,3,1,4,2,2,195,151,2,3,1,2,1,1,8,3,4,7,5,2
1,195,152,2,1,4,3,1,2,1,1,2,2,2,1,1,2,1,1,2,2,2,1,2,1,1,1,2,1,2,1,2,1,2,1,1,1,2,1,2,1,1,1,2,1,1,2,2,1,3,4,4,3,2,2,2,4,2,4,2,2,3,2,2,4,1,1,3,4,2,2,3,1,1,1,1,2,195,152,2,4,2,2,1,3,9,7,5,2,3,2
1,195,153,2,3,4,5,1,2,3,1,5,2,1,1,2,1,1,1,2,2,2,1,2,1,1,1,2,1,2,1,1,1,2,1,2,1,2,1,2,3,1,1,2,1,2,1,2,1,4,4,3,2,2,2,3,4,3,2,3,2,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,2,195,153,2,0,0,0,0,1,9,4,6,0,0,1
1,195,154,2,2,3,6,0,2,2,2,2,2,3,2,1,2,2,2,2,2,2,2,3,1,1,1,1,1,2,1,2,1,2,1,2,1,1,1,1,1,2,1,1,1,1,1,1,1,4,1,4,4,2,1,2,4,4,4,2,2,2,2,2,4,1,1,2,2,1,2,1,3,2,1,2,2,195,154,2,3,1,2,1,6,0,5,1,5,4,1
1,195,155,2,1,3,2,1,3,2,3,2,2,3,3,1,2,2,2,2,2,2,2,3,1,2,1,1,1,1,3,2,1,2,1,2,1,1,1,1,1,2,1,2,1,1,3,1,1,4,4,2,2,2,1,2,4,2,3,2,2,2,2,2,4,3,2,3,2,3,2,3,1,3,0,3,2,195,155,2,2,3,3,3,6,8,6,1,3,0,1
1,195,156,2,3,3,7,2,2,1,2,3,2,1,2,2,1,2,2,2,2,2,2,2,1,2,1,2,1,2,1,1,1,2,1,2,1,2,1,2,2,1,1,2,1,2,1,1,2,2,3,3,2,2,2,3,4,3,4,2,2,4,5,2,4,1,1,1,2,1,1,3,1,3,1,3,2,195,156,2,3,1,1,2,0,8,4,2,3,4,2
1,195,157,2,1,4,4,0,2,1,2,3,2,1,3,2,2,1,2,1,2,3,1,2,1,1,2,1,2,1,1,1,1,2,3,2,2,1,3,1,3,1,1,1,1,2,1,1,3,4,3,1,3,2,3,3,4,4,4,3,3,4,3,3,4,1,0,1,1,2,1,2,1,2,3,2,2,195,157,2,4,2,1,2,5,4,4,2,1,2,2
1,195,158,2,3,3,6,1,1,1,1,2,2,3,2,1,1,2,2,2,2,2,2,3,1,1,1,1,2,2,1,1,1,2,1,2,1,2,1,2,1,1,1,2,1,1,1,1,1,1,5,2,1,2,2,1,3,2,2,1,2,2,2,2,4,1,3,2,2,1,2,1,3,3,4,1,2,195,158,2,4,1,3,1,2,9,6,4,6,5,1
1,195,159,2,3,5,6,2,1,1,2,2,2,1,1,2,1,2,2,1,2,2,1,2,1,1,1,1,2,2,1,1,1,2,1,2,1,1,2,0,0,0,0,0,0,1,1,2,1,2,5,2,2,2,1,2,4,2,3,1,0,2,3,1,4,1,3,1,2,1,2,1,3,1,4,2,2,195,159,2,4,2,2,1,4,5,5,5,6,5,2
1,195,160,2,2,3,4,2,2,2,2,2,3,2,1,1,3,3,1,2,2,3,2,4,1,1,1,2,1,2,1,1,1,2,1,1,1,2,1,2,1,1,1,2,1,1,1,1,3,4,5,4,2,3,3,3,2,3,4,2,2,4,2,2,4,1,3,3,2,1,3,2,1,3,1,2,2,195,160,2,4,1,2,1,2,9,3,3,3,3,2
1,195,161,2,1,4,4,2,1,3,1,3,0,3,3,3,3,4,1,5,2,1,1,5,1,2,2,1,1,2,1,2,1,2,1,1,1,0,0,1,1,2,1,1,1,1,1,1,1,5,2,4,4,3,4,5,1,3,5,3,3,5,4,3,4,3,4,2,1,1,2,2,3,1,0,0,2,195,161,2,3,1,3,2,6,9,0,5,4,3,1
1,195,162,2,2,5,8,2,2,2,2,3,2,2,1,2,1,3,3,2,2,2,1,1,1,1,1,1,1,1,1,2,2,2,3,2,3,2,3,2,3,2,3,2,3,1,1,2,3,1,1,2,2,2,2,1,1,2,0,1,1,2,2,1,1,1,0,0,0,0,0,0,1,2,1,1,2,195,162,2,0,0,3,1,5,3,4,4,0,2,1
1,195,163,2,1,2,5,2,3,2,3,4,3,3,3,2,3,4,2,4,2,1,1,5,1,1,1,2,1,2,1,2,1,0,1,1,1,1,1,1,3,1,1,2,1,2,1,1,1,5,3,2,2,3,3,1,5,2,4,1,2,4,2,2,4,3,2,3,1,3,3,3,3,3,1,3,2,195,163,2,2,3,2,3,3,9,1,2,2,0,1
1,195,164,2,2,5,3,2,2,2,2,2,3,2,1,2,2,3,2,2,2,3,3,4,1,1,1,2,1,2,1,1,1,2,1,2,1,2,1,2,1,2,2,2,1,1,1,1,1,2,3,3,2,2,1,1,1,4,1,3,1,2,1,1,2,2,2,3,1,2,4,3,2,1,4,1,2,195,164,2,4,3,3,2,2,9,2,2,1,2,1
1,195,165,2,3,3,6,2,3,1,2,2,3,1,3,1,2,2,2,2,2,2,2,1,1,1,1,2,1,2,1,1,1,2,1,2,1,2,1,2,3,1,1,2,1,1,2,2,3,1,4,3,2,2,2,2,5,2,2,1,2,2,2,2,4,1,3,1,2,1,2,1,3,3,4,3,2,195,165,2,3,1,2,2,2,7,5,1,7,5,1
1,195,166,2,2,5,5,1,2,2,3,3,3,3,3,2,2,1,2,3,2,2,2,1,1,3,3,1,1,1,2,1,3,1,3,1,2,2,1,1,2,2,1,1,2,2,1,1,1,3,5,4,3,3,3,3,5,3,4,2,2,3,2,2,4,2,3,1,2,2,2,2,3,3,4,1,2,195,166,2,3,1,2,1,7,5,5,1,7,3,2
1,195,167,2,3,4,5,1,1,1,1,1,1,2,1,1,1,1,1,1,1,2,1,2,2,1,1,2,2,2,1,2,2,2,1,0,0,1,2,1,2,0,0,0,0,0,0,0,0,4,3,4,2,2,2,3,4,3,3,2,2,3,3,2,4,1,4,2,2,2,2,1,3,1,0,0,2,195,167,2,4,1,3,2,2,2,9,8,4,4,1
1,195,168,2,3,5,5,1,1,1,1,1,1,2,1,1,1,1,1,2,1,2,1,2,2,1,1,1,2,2,1,2,2,2,1,2,1,2,2,2,2,1,2,2,1,2,2,1,2,2,4,2,2,2,1,2,5,2,2,2,2,3,3,2,4,1,3,1,2,1,2,1,1,2,4,2,2,195,168,2,3,1,3,1,1,4,8,8,6,5,2
1,195,169,2,1,3,6,1,1,1,1,1,1,2,1,1,2,1,1,2,1,2,1,2,2,1,1,1,1,2,2,2,2,2,2,2,1,2,2,2,2,2,2,1,2,1,1,1,1,2,3,3,3,3,2,2,3,4,3,2,2,3,2,2,4,1,3,1,2,1,2,1,1,2,2,3,2,195,169,2,3,1,3,1,4,4,8,7,5,5,1
1,195,170,2,3,1,6,1,2,1,2,2,1,3,1,1,1,1,1,1,1,2,1,2,2,1,1,1,2,2,1,2,2,2,1,2,1,0,1,1,1,2,1,1,2,1,2,2,3,2,4,4,2,2,2,2,4,3,2,2,2,2,2,1,4,1,3,1,2,1,2,1,0,1,1,3,2,195,170,2,3,2,3,1,6,6,7,6,5,5,2
1,195,171,2,2,4,7,3,1,2,2,4,1,1,1,2,1,4,1,4,1,1,1,2,2,1,1,2,1,2,1,1,3,2,1,2,1,1,1,1,3,1,1,2,1,1,1,2,3,5,5,4,3,3,1,3,3,3,4,3,2,2,5,1,4,1,3,1,2,1,2,1,1,3,3,3,2,195,171,2,3,1,2,1,4,8,2,7,5,5,2
1,195,172,2,1,4,8,3,1,3,1,5,1,1,1,2,1,4,1,4,1,1,1,2,2,2,2,2,1,2,1,1,1,2,1,2,1,2,1,2,1,1,1,2,1,1,1,1,3,5,3,3,3,3,3,4,3,3,5,3,3,3,4,3,4,1,3,1,2,1,2,1,1,3,4,1,2,195,172,2,3,2,3,1,1,9,1,8,6,5,2
1,195,173,2,3,2,5,3,1,2,1,4,1,1,1,2,1,3,1,3,1,3,1,3,2,3,2,2,1,2,1,1,2,2,1,2,1,0,0,2,2,1,2,2,0,0,0,1,2,3,3,4,3,2,4,3,3,2,4,3,3,3,3,0,4,1,3,1,2,1,0,0,0,0,0,0,2,195,173,2,0,0,0,0,0,4,2,8,3,3,2
1,195,174,2,3,3,7,1,1,1,1,1,1,2,1,1,2,1,1,1,1,2,1,2,2,1,1,2,3,2,1,2,1,2,2,1,1,0,0,2,2,1,2,2,1,1,1,0,0,2,4,4,2,2,2,1,5,2,4,2,2,4,2,2,4,1,0,1,2,1,2,1,1,1,4,1,2,195,174,2,3,1,3,1,2,4,9,7,5,7,1
1,195,175,2,1,4,4,2,2,2,2,4,1,1,1,2,1,2,1,3,1,2,1,2,2,2,2,1,1,2,1,2,2,2,1,2,1,1,2,0,0,1,1,2,1,2,1,0,0,4,4,4,4,3,3,3,4,3,4,3,2,4,3,3,4,2,2,3,2,2,3,1,1,1,0,3,2,195,175,2,0,0,3,2,2,7,4,6,2,2,1
1,195,176,2,2,5,7,1,1,1,1,3,1,2,0,1,0,1,1,3,1,2,1,3,2,2,2,2,1,2,1,1,1,2,1,2,1,2,1,0,0,1,1,2,1,2,1,1,1,5,5,5,4,3,3,5,1,4,5,4,4,5,3,3,0,0,0,0,2,2,0,0,1,1,1,1,2,195,176,2,3,1,1,2,0,9,7,6,2,3,2
1,195,177,2,2,3,5,1,2,1,2,1,1,1,2,1,1,1,1,1,1,2,1,2,2,1,1,2,1,2,1,1,1,2,1,2,1,2,1,2,1,1,1,2,1,2,1,1,1,4,4,4,2,3,3,3,2,3,5,4,2,5,4,3,4,1,4,3,1,2,1,2,3,1,4,3,2,195,177,2,3,2,3,2,0,0,8,5,4,2,2
1,195,178,2,3,2,5,1,2,1,1,1,1,3,3,3,3,1,1,1,1,2,1,2,2,1,1,1,1,1,1,2,2,1,2,2,2,1,2,1,2,2,2,2,2,1,3,1,3,3,5,4,2,3,2,2,4,2,2,2,2,1,2,2,4,1,3,3,2,2,2,2,3,3,4,2,2,195,178,2,3,2,4,3,7,2,7,5,7,1,1
1,195,179,2,2,4,5,2,3,2,3,1,1,2,1,1,1,1,1,3,1,2,1,3,2,1,1,2,1,2,1,1,1,2,1,2,1,2,1,2,1,1,1,2,1,1,2,1,1,5,5,4,3,3,3,4,3,3,5,2,4,5,4,2,4,1,3,1,2,1,2,1,3,2,4,1,2,195,179,2,2,1,3,1,1,9,7,6,6,6,2
1,195,180,2,3,3,5,1,1,1,1,1,1,2,2,2,3,2,1,2,1,2,1,3,2,2,1,2,1,1,1,1,1,2,1,2,1,1,3,1,2,1,1,1,1,2,1,2,2,2,4,4,3,2,2,2,2,2,2,2,2,2,2,2,4,1,3,1,2,1,2,1,3,1,4,1,2,195,180,2,3,2,2,1,5,7,7,6,7,6,1
1,195,181,2,2,5,7,3,1,3,1,4,1,1,1,2,1,3,1,3,1,2,2,3,2,1,1,1,1,2,1,1,2,2,1,2,2,2,2,2,2,1,2,2,2,1,3,2,2,2,4,4,3,2,2,4,4,2,4,2,2,2,4,2,4,1,3,1,2,1,2,1,3,1,4,1,2,195,181,2,3,1,2,1,3,3,2,7,7,7,2
1,195,182,2,1,2,7,3,1,3,1,5,1,1,1,2,1,2,2,4,1,1,1,3,2,1,1,1,2,2,2,2,2,2,1,2,2,1,3,2,2,1,2,2,2,2,1,1,1,5,5,4,3,3,3,3,3,2,4,2,3,4,2,2,4,1,2,1,2,1,1,2,3,1,0,0,2,195,182,2,4,1,2,1,2,3,2,7,3,5,1
1,195,183,2,2,5,7,3,2,3,2,5,1,1,1,2,1,3,2,4,1,1,1,2,2,2,3,2,3,2,3,1,3,2,3,2,2,1,2,1,3,2,3,2,3,1,1,1,1,4,5,2,2,2,2,2,5,4,1,2,2,2,2,3,4,2,3,2,2,2,2,1,1,2,4,2,2,195,183,2,3,1,3,1,4,2,1,5,6,2,2
1,195,184,2,3,4,6,2,1,3,1,4,1,1,1,2,1,3,2,4,1,1,1,1,2,1,1,1,1,2,1,2,1,1,2,2,1,1,2,2,2,2,2,1,2,1,2,1,2,4,3,4,3,2,1,4,2,3,4,2,1,4,3,3,4,1,0,1,2,1,2,1,1,1,0,0,2,195,184,2,3,1,3,1,6,3,1,7,4,6,2
1,195,185,2,2,3,5,2,2,2,2,4,1,3,2,2,1,2,2,3,1,2,2,3,2,1,1,2,1,2,1,1,1,2,1,2,1,2,1,2,1,1,1,2,1,2,2,1,1,2,5,2,2,2,2,2,3,3,2,2,2,3,2,2,4,1,4,2,2,1,2,2,1,2,1,2,2,195,185,2,2,2,2,2,0,9,4,3,3,2,1
1,195,186,2,3,5,7,2,1,2,1,4,1,1,1,2,1,3,2,4,1,2,2,3,2,1,2,2,1,2,1,2,2,2,1,2,1,2,1,0,0,1,2,2,1,2,1,2,2,1,5,5,4,2,3,4,2,3,5,3,2,4,4,2,4,1,4,1,1,1,2,1,1,2,0,0,2,195,186,2,4,1,2,2,1,7,3,6,2,5,2
1,195,187,2,3,4,7,2,1,2,1,4,1,1,1,2,1,2,2,4,1,2,2,3,2,1,2,2,1,2,1,2,2,2,2,2,1,2,1,2,2,1,1,2,1,1,3,2,2,2,5,4,2,3,3,1,4,3,3,2,2,3,2,1,4,1,3,1,2,1,2,1,3,3,4,1,2,195,187,2,4,3,2,1,2,6,4,6,6,5,2
1,195,188,2,3,5,4,2,1,2,2,2,2,1,1,2,1,1,1,4,1,2,2,2,2,1,2,2,1,1,2,2,2,2,1,2,1,1,2,1,2,1,1,2,1,1,1,1,2,4,5,2,1,2,3,1,5,2,2,2,2,2,2,1,4,1,4,2,2,1,2,1,3,3,0,0,2,195,188,2,2,2,4,2,4,6,4,5,4,3,2
1,195,189,2,1,4,5,3,1,2,1,3,2,2,1,1,1,3,1,4,1,1,1,3,2,1,1,2,1,2,1,2,1,2,1,1,1,1,1,2,1,1,1,2,1,2,1,1,1,5,4,4,3,3,3,4,1,4,4,4,4,4,4,3,4,1,2,1,2,2,2,2,3,2,2,2,2,195,189,2,3,2,2,1,2,0,4,7,5,2,2
1,195,190,2,2,3,5,1,2,2,2,2,2,3,1,1,1,2,1,1,1,2,1,3,2,2,2,1,1,1,1,2,1,1,2,1,1,1,1,1,2,2,1,1,2,1,2,2,2,4,4,2,2,2,4,3,3,2,3,2,5,3,3,2,4,1,3,2,2,2,1,2,1,3,1,3,2,195,190,2,3,1,2,2,0,5,7,5,4,2,2
1,195,191,2,1,5,7,2,1,1,1,2,2,1,1,2,1,1,1,3,1,2,2,3,2,1,2,1,1,1,2,1,1,1,1,2,2,1,1,1,2,2,1,1,2,1,2,2,2,4,5,4,3,2,3,3,5,3,4,3,2,2,2,2,4,1,3,1,2,1,2,1,1,2,4,1,2,195,191,2,3,1,3,1,9,4,4,6,6,6,1
1,195,192,2,2,5,8,3,1,3,1,4,2,1,2,2,1,4,1,4,1,1,1,4,2,2,1,2,1,2,1,1,2,2,1,2,1,2,1,0,0,1,1,2,1,2,1,2,3,4,3,4,3,3,3,4,2,3,4,3,3,5,2,3,4,1,3,1,2,1,2,1,3,3,1,3,2,195,192,2,3,1,3,1,1,8,0,6,6,5,2
1,195,193,2,3,4,4,1,2,2,2,2,2,1,1,3,2,1,1,3,1,2,2,2,2,1,1,2,1,2,1,1,1,2,1,2,1,2,1,2,1,1,1,2,1,2,1,1,1,2,4,5,2,3,2,4,4,3,5,3,4,4,5,2,4,1,3,1,2,1,2,1,3,3,4,2,2,195,193,2,3,2,3,2,0,0,5,3,7,4,1
1,195,194,2,2,1,7,3,1,2,2,4,2,1,1,2,1,4,1,4,1,1,2,2,2,1,1,2,2,2,1,2,2,2,1,2,2,2,2,2,2,2,2,2,2,1,2,0,0,2,3,4,3,2,3,2,4,3,4,2,3,3,3,2,4,2,3,1,1,2,2,1,3,2,3,2,2,195,194,2,3,1,2,2,2,2,2,5,5,3,2
1,195,195,2,2,5,1,3,1,3,1,3,2,1,2,1,1,4,1,1,1,1,1,4,2,1,1,1,1,2,2,1,2,0,0,1,2,1,1,1,2,2,1,1,2,2,1,2,1,3,4,2,2,3,2,2,3,2,5,2,2,3,2,2,1,1,3,1,2,1,2,1,3,1,1,1,2,195,195,2,3,1,0,0,7,5,2,6,5,7,2
1,195,196,2,3,5,5,1,2,1,1,1,1,2,1,1,1,2,2,1,1,2,1,3,1,1,1,1,1,1,1,2,2,2,1,2,1,2,1,0,0,0,0,2,1,1,3,0,0,3,4,3,3,3,3,2,3,2,4,3,2,3,3,3,4,1,3,1,2,1,2,3,1,3,1,3,2,195,196,2,3,1,3,1,3,6,9,7,5,4,1
1,195,197,2,2,4,3,2,1,1,1,1,1,2,1,3,1,3,1,1,1,2,1,3,1,1,1,2,1,2,1,1,1,2,1,2,1,2,1,2,1,1,1,2,1,1,2,1,3,4,4,2,2,2,1,1,4,2,2,1,2,2,2,1,4,1,0,0,2,1,0,0,1,2,0,0,2,195,197,2,3,2,2,1,1,8,6,9,3,2,2
1,195,198,2,1,2,7,2,2,2,1,4,2,1,2,2,1,2,2,3,1,2,1,1,1,1,1,2,1,2,1,2,1,2,1,2,1,2,1,0,0,1,1,2,1,2,1,2,1,4,3,3,3,3,4,4,3,3,4,3,5,4,5,2,4,1,1,2,2,1,1,3,1,3,4,2,2,195,198,2,4,1,1,1,1,9,4,5,3,3,2
1,195,199,2,3,3,3,1,1,1,1,1,1,3,2,1,1,1,1,1,1,2,1,3,1,1,1,2,1,2,1,1,1,2,1,2,1,2,1,2,1,1,1,2,1,2,1,1,1,4,4,3,3,3,3,4,2,3,3,2,3,3,2,2,3,2,4,2,1,2,3,2,1,2,4,2,2,195,199,2,4,2,3,2,0,0,8,8,1,0,1
1,195,200,2,2,4,6,2,2,2,2,1,3,3,2,1,1,3,2,1,1,1,2,3,1,2,3,1,1,1,1,2,2,1,2,2,3,1,1,1,3,2,1,1,1,1,1,2,1,2,4,3,2,1,4,2,4,2,4,2,3,2,2,2,3,2,1,2,2,1,2,1,3,1,0,0,2,195,200,2,3,1,4,1,9,7,5,3,4,4,2
1,195,201,2,2,2,5,1,2,2,2,3,1,1,1,2,1,5,0,1,1,2,1,3,1,1,1,2,1,2,1,1,1,2,1,2,1,1,2,1,2,1,1,2,1,2,1,1,1,5,4,3,2,2,3,2,2,3,4,2,3,4,3,2,4,1,2,2,2,1,2,1,1,2,0,3,2,195,201,2,3,1,2,1,2,8,6,6,4,4,1
1,195,202,2,2,2,3,1,1,2,2,1,2,2,2,1,2,1,1,3,1,2,1,1,1,1,1,2,1,2,1,1,1,2,1,1,1,2,1,2,1,1,1,2,1,2,1,1,1,5,1,5,4,3,3,5,1,4,5,4,4,5,4,3,4,1,3,2,2,2,2,2,1,2,1,2,2,195,202,2,0,2,1,2,1,0,8,5,4,1,1
1,195,203,2,1,3,5,3,1,3,1,5,1,1,1,2,1,4,1,2,1,1,1,5,1,2,1,2,1,2,1,1,1,2,1,2,1,2,1,2,1,1,1,2,1,0,1,1,1,3,5,1,2,3,2,2,1,3,5,3,3,2,2,2,4,1,2,1,0,1,3,1,3,2,0,0,2,195,203,2,3,2,0,2,0,0,0,9,3,4,2
1,195,204,2,3,3,8,1,1,1,1,1,1,2,1,2,1,1,1,3,1,2,1,1,1,1,1,1,1,2,3,1,1,2,2,2,2,1,1,1,1,2,1,2,2,1,1,1,2,2,3,2,2,3,4,3,2,3,4,2,3,3,3,2,4,1,3,1,2,1,2,1,3,2,2,3,2,195,204,2,3,1,2,2,5,5,7,9,6,5,2
1,195,205,2,2,3,5,1,1,1,1,1,1,2,1,1,1,1,1,1,1,2,1,3,1,1,1,1,2,2,1,1,1,2,1,1,1,2,1,1,1,2,2,2,1,1,1,2,2,2,4,3,2,2,2,3,3,2,3,3,3,3,4,3,4,1,3,1,2,1,2,1,3,1,4,1,2,195,205,2,3,1,2,1,6,7,9,9,7,7,2
1,195,206,2,3,3,5,1,1,1,1,2,1,2,1,2,1,5,1,5,1,2,1,3,1,1,1,2,1,2,1,1,1,2,1,2,1,2,1,0,1,1,1,2,1,2,1,1,1,5,1,3,3,3,3,3,3,3,5,2,5,4,3,2,4,2,4,2,2,2,4,2,1,2,4,2,2,195,206,2,3,2,3,2,0,0,6,9,4,0,2
1,195,207,2,3,3,8,2,1,1,1,4,1,3,2,2,1,4,1,4,1,2,2,2,1,1,1,1,1,2,1,2,1,2,1,2,1,2,1,1,2,1,3,1,3,2,1,2,1,4,4,4,3,1,1,4,3,2,4,3,4,3,4,2,4,1,3,1,2,1,2,1,3,3,3,3,2,195,207,2,3,1,3,1,4,7,3,7,6,5,2
1,195,208,2,3,4,7,3,1,3,1,3,1,3,3,2,1,3,1,3,1,1,1,5,1,3,3,2,2,2,1,2,2,2,1,2,1,2,2,2,2,1,1,2,1,2,2,2,3,4,5,4,3,3,3,4,3,3,5,3,3,4,4,2,4,1,3,1,2,1,2,1,3,1,1,3,2,195,208,2,3,1,3,1,1,5,0,8,6,6,2
1,195,209,2,3,4,6,3,1,3,1,5,1,1,1,2,1,3,1,4,1,2,3,2,1,1,1,2,1,2,1,1,1,2,1,2,1,2,0,1,3,2,2,2,1,1,3,1,1,5,4,4,2,3,3,3,3,4,4,2,3,4,4,3,4,1,3,1,2,2,2,1,3,1,4,3,2,195,209,2,3,1,2,1,3,6,2,8,7,5,1
1,195,210,2,0,2,4,3,1,3,1,3,1,1,1,2,1,4,1,4,1,1,1,1,1,1,1,2,1,2,1,1,1,2,1,2,1,2,1,2,1,1,1,2,1,1,1,1,1,5,1,5,4,3,3,4,1,4,4,3,2,4,3,3,2,3,1,2,2,2,1,2,1,2,1,3,2,195,210,2,3,3,3,2,1,0,1,9,2,0,1
1,195,211,2,2,3,5,1,1,1,1,1,1,2,1,2,1,2,1,3,1,2,1,2,1,2,1,2,3,2,1,2,3,2,1,2,1,2,1,2,2,1,1,2,1,1,2,1,1,4,4,5,4,3,3,3,4,3,4,2,2,2,2,3,4,1,4,2,2,2,2,1,1,3,4,2,2,195,211,2,3,2,2,2,1,7,7,9,5,2,1
1,195,212,2,3,4,6,1,1,2,1,2,1,3,1,3,1,3,1,2,1,1,1,3,1,1,1,2,1,2,1,2,1,2,1,1,1,2,1,2,1,1,1,2,1,2,1,1,1,2,4,2,2,2,2,2,4,2,3,2,2,2,3,2,4,1,0,3,2,1,2,1,1,3,1,3,2,195,212,2,4,2,2,1,1,0,3,9,3,3,1
1,195,213,2,1,4,6,1,3,2,3,1,1,2,1,2,1,1,1,3,1,1,1,2,1,2,2,2,1,2,1,2,1,2,1,2,1,2,1,2,1,1,1,2,1,1,3,1,1,5,4,4,3,3,3,4,3,3,4,2,2,3,2,2,4,1,2,2,2,1,2,1,1,3,4,3,2,195,213,2,3,1,2,1,1,9,6,7,5,4,2
1,195,214,2,3,2,7,1,1,1,2,1,1,1,2,2,1,1,1,4,1,2,1,1,1,1,1,1,1,2,1,1,1,2,1,2,1,2,1,1,2,1,1,2,1,2,1,1,1,5,4,4,2,3,1,3,3,4,5,3,2,3,2,2,4,1,2,2,2,2,2,1,1,2,1,2,2,195,214,2,3,1,3,1,2,9,6,7,4,3,2
1,195,215,2,3,4,6,1,1,1,1,2,1,1,2,1,1,1,1,2,1,2,2,3,1,1,1,1,2,1,1,1,1,1,1,1,1,1,2,1,2,2,2,1,1,1,2,1,2,1,5,1,1,1,1,1,3,1,1,1,2,2,1,1,4,1,4,2,2,1,4,2,1,2,3,3,2,195,215,2,4,1,1,2,9,4,6,7,2,3,1
1,195,216,2,3,5,5,3,1,1,1,4,1,1,1,2,1,2,1,3,1,2,1,2,1,1,1,2,1,2,1,1,1,2,1,2,1,2,1,2,1,2,1,2,1,1,3,2,2,5,4,2,2,2,3,3,3,3,3,2,3,2,3,2,4,1,3,1,2,1,2,1,3,3,4,3,2,195,216,2,3,1,3,1,3,8,4,9,7,5,2
