COL1,COL2,COL3,COL4,COL5,COL6,COL7,COL8,COL9,COL10,COL11,COL12,COL13,COL14,COL15,COL16,COL17,COL18,COL19,COL20,COL21,COL22,COL23,COL24,COL25,COL26,COL27,COL28,COL29,COL30,COL31,COL32,COL33,COL34,COL35,COL36,COL37,COL38,COL39,COL40,COL41,COL42,COL43,COL44,COL45,COL46,COL47,COL48,COL49,COL50,COL51,COL52,COL53,COL54,COL55,COL56,COL57,COL58,COL59,COL60,COL61,COL62,COL63,COL64,COL65,COL66,COL67,COL68,COL69,COL70,COL71,COL72,COL73,COL74,COL75,COL76,COL77,COL78,COL79,COL80,COL81,COL82,COL83,COL84,COL85,COL86,COL87,COL88,COL89,COL90,COL91,COL92,COL93,COL94,COL95,COL96,COL97,COL98,COL99,COL100,COL101,COL102,COL103,COL104,COL105,COL106
1,86,552,3,6,3,2,8,33,4,6,1,1,1,4,4,4,0,0,0,0,6,2,1,2,1,1,1,2,2,4,2,3,1,3,3,2,2,4,1,2,4,2,2,1,1,1,3,3,5,6,5,5,3,1,2,1,1,2,2,2,2,2,2,6,,208,6055,2,2,1,4,3,2,1,1,2,1,4,2,3,1,2,2,3,2,2,2,2,7,1,2,1,4,5,40,10,80,9,3,1,4,0,11,11,8
1,86,553,2,5,3,2,9,21,5,4,4,4,0,4,4,3,0,0,0,0,6,1,1,3,4,2,2,2,2,3,2,3,1,2,3,2,3,4,1,2,4,2,2,1,1,1,3,4,4,3,3,3,6,5,1,2,2,3,7,4,4,4,4,4,,208,6055,3,2,1,4,2,2,2,2,2,1,2,2,3,1,1,2,3,2,3,2,2,2,3,3,1,4,5,40,50,91,1,3,1,4,0,11,11,7
1,86,554,1,4,3,2,8,21,5,5,5,2,3,4,3,1,1,5,6,5,6,2,1,2,4,2,3,1,1,4,3,4,3,1,1,4,3,4,2,4,4,2,2,1,1,1,2,3,5,6,6,6,6,4,2,3,2,2,5,3,3,1,1,6,,208,6055,4,1,1,4,2,2,1,2,1,2,3,2,1,1,1,2,3,6,1,1,1,1,1,2,1,4,5,40,20,30,9,3,2,4,0,11,12,1
1,86,555,1,2,3,2,7,47,1,6,4,3,3,4,3,1,1,6,6,6,6,2,1,2,4,1,2,2,2,3,2,1,3,3,3,2,2,4,1,2,5,2,2,1,1,0,2,4,5,5,4,4,5,3,2,2,2,3,7,3,3,1,1,1,,208,6055,5,1,4,1,1,2,2,1,1,1,4,1,2,1,1,2,3,3,2,1,2,2,1,2,1,4,5,40,50,60,9,3,3,6,0,20,51,1
1,86,556,2,3,3,2,9,85,3,6,1,1,1,4,3,3,1,6,4,6,6,2,1,4,2,2,1,2,2,2,3,4,2,1,1,1,3,4,1,3,4,2,2,1,1,1,2,2,5,5,4,4,4,3,2,1,1,1,1,4,1,3,2,7,,208,6055,6,1,2,1,2,1,1,2,1,1,4,2,1,1,2,3,4,3,1,1,2,6,1,2,1,4,0,10,50,71,1,3,4,4,0,60,21,0
1,86,557,1,3,3,2,7,62,1,4,1,1,1,4,3,1,1,4,6,3,6,2,1,2,4,3,3,2,1,3,2,2,3,1,2,3,4,2,3,2,4,2,2,1,1,1,2,2,3,4,4,4,3,5,1,2,2,3,7,3,3,1,3,4,,208,6055,7,1,1,3,2,2,1,1,1,1,5,2,4,2,1,2,3,6,3,1,2,5,1,2,1,3,5,40,10,40,5,3,2,4,0,10,21,4
1,86,558,2,5,3,2,8,23,5,6,5,2,3,4,3,3,1,3,4,4,7,1,1,2,2,2,3,2,3,4,1,3,1,3,3,5,2,3,1,2,4,2,2,1,1,1,3,3,5,1,5,5,4,2,2,1,2,2,4,3,1,1,1,7,,208,6055,8,1,1,4,1,2,1,1,2,2,3,1,3,1,1,2,3,5,3,1,2,5,1,2,1,5,6,20,40,50,8,4,2,4,0,60,31,9
1,86,559,1,3,3,2,7,35,5,6,5,2,2,4,3,3,1,2,4,4,7,1,1,2,1,2,3,2,2,3,2,2,3,2,2,2,3,4,1,2,4,2,2,1,1,1,2,4,5,5,4,4,5,2,2,1,2,2,5,3,2,4,3,7,,208,6055,9,2,1,4,1,2,1,1,2,1,4,1,2,1,2,2,3,3,2,2,2,5,1,2,1,1,3,40,50,81,1,3,1,4,0,20,21,9
1,86,560,1,3,3,2,10,34,5,6,4,4,2,4,3,3,2,3,4,4,7,2,3,2,1,3,3,2,2,2,4,3,3,2,2,2,3,3,1,2,5,2,2,1,1,1,2,3,5,3,4,4,5,5,2,2,2,3,7,3,3,1,1,1,,208,6056,0,2,1,4,2,2,1,1,1,1,5,2,3,1,2,2,3,5,2,1,1,5,1,2,1,4,3,40,30,91,1,3,1,4,0,20,20,6
1,86,561,1,4,3,2,6,55,3,6,4,2,3,4,3,4,1,3,14,4,7,2,1,2,2,2,2,2,2,2,3,3,3,3,3,2,5,3,1,2,4,2,2,1,1,1,3,3,4,4,4,5,6,2,2,1,2,2,5,2,2,3,3,7,,208,6056,1,1,1,4,2,2,2,2,2,2,1,4,4,2,1,3,4,3,2,2,3,5,1,2,1,4,0,10,50,61,1,3,2,4,0,80,20,1
1,86,562,1,4,3,2,10,33,5,5,5,3,3,4,3,1,1,4,4,5,7,1,1,2,2,2,2,2,2,3,3,3,4,2,2,2,3,5,1,4,4,2,1,1,2,2,2,1,4,1,5,3,5,5,2,2,2,3,7,3,3,1,1,1,,208,6056,2,1,1,4,1,2,1,1,1,1,5,1,2,1,1,2,2,5,3,2,1,1,1,1,1,4,0,10,20,51,1,3,2,6,0,60,20,6
1,86,563,2,5,3,2,8,22,5,7,1,1,1,4,3,3,1,3,4,4,7,1,2,2,1,2,3,2,2,4,2,0,2,2,2,1,1,4,1,2,4,2,2,1,1,1,3,5,5,4,5,5,5,3,2,2,2,3,7,3,0,1,3,4,,208,6056,3,2,1,4,2,2,2,2,2,2,1,4,2,1,2,2,3,5,2,1,2,5,1,2,1,4,0,10,50,91,1,3,1,4,0,80,30,8
1,86,564,2,5,3,2,8,54,1,6,1,1,1,4,4,2,0,0,0,0,7,1,2,2,1,3,2,2,3,3,1,2,2,2,2,2,2,4,1,2,2,2,2,1,1,1,2,4,5,5,4,5,5,3,2,1,1,2,2,3,1,4,2,7,,208,6056,4,1,1,4,2,2,2,2,2,2,1,4,4,4,1,2,2,5,4,1,2,1,1,2,1,1,5,40,50,80,9,3,2,4,0,11,10,9
1,86,565,1,3,3,2,5,32,4,4,5,3,3,4,3,1,1,3,4,6,7,2,1,4,2,2,2,2,3,2,2,2,4,3,4,2,2,5,1,2,2,2,2,1,2,1,4,3,5,4,4,5,5,4,1,1,2,3,7,3,3,1,1,1,,208,6056,5,1,1,4,2,1,1,1,1,1,5,2,4,1,1,3,3,5,2,2,2,2,1,2,1,2,5,40,30,81,1,3,2,6,0,11,12,0
1,86,566,2,5,3,2,9,21,5,5,1,1,1,4,3,3,1,5,4,6,7,2,3,2,2,10,3,2,1,4,3,1,2,3,3,2,4,3,1,2,4,2,2,1,1,2,2,1,1,1,1,5,5,4,2,2,2,3,7,3,3,1,1,1,,208,6056,6,1,1,2,2,2,1,1,1,1,5,1,1,1,2,2,4,5,1,1,1,5,1,2,1,5,4,40,31,1,1,3,3,5,0,20,50,5
1,86,567,1,4,3,2,9,33,5,5,5,2,3,4,3,3,1,3,4,4,7,2,3,2,4,3,3,1,1,2,3,1,3,1,2,3,3,3,3,2,4,2,2,1,1,1,2,3,5,4,3,3,5,5,2,2,2,3,7,3,1,1,3,4,,208,6056,7,2,1,4,2,2,1,1,2,2,3,1,2,1,2,3,4,3,1,2,3,5,1,2,1,4,5,40,30,70,9,3,1,4,0,60,41,1
1,86,568,2,5,3,2,7,82,1,5,5,3,3,4,4,3,0,0,0,0,7,2,1,3,1,1,2,2,3,1,2,3,1,2,2,3,3,4,3,2,3,2,1,1,1,1,2,3,5,4,3,4,6,1,2,1,1,1,2,3,1,3,2,6,,208,6056,8,2,1,4,1,2,1,1,1,1,5,1,3,1,2,2,4,3,2,1,2,5,1,0,2,5,0,10,50,91,1,3,1,6,0,20,11,9
1,86,569,1,3,3,2,9,71,3,4,1,1,1,4,3,1,1,5,4,4,8,1,1,2,1,2,2,1,3,3,1,3,1,4,3,1,2,3,1,3,5,2,2,1,1,1,2,3,3,5,5,5,1,5,1,1,2,2,2,2,2,3,4,6,,208,6056,9,1,1,4,2,1,1,1,1,0,4,1,4,1,2,2,2,4,3,1,2,1,1,2,1,4,0,10,10,40,8,3,2,4,0,20,51,9
1,86,570,2,4,3,2,10,21,5,5,4,2,3,4,3,3,2,3,4,4,8,2,3,1,1,3,3,1,2,2,3,4,3,2,2,2,3,3,1,2,2,2,2,1,1,1,2,2,5,1,4,5,3,5,2,2,2,3,7,3,2,1,1,1,,208,6057,0,2,1,4,2,4,1,1,1,1,5,1,2,1,2,2,3,5,2,1,1,5,1,2,1,4,3,40,10,40,7,3,1,4,0,20,51,8
1,86,571,2,4,3,2,8,33,5,4,5,2,2,4,3,3,3,6,8,8,8,1,1,2,2,3,2,2,2,3,2,1,4,2,2,2,2,4,2,2,4,2,2,1,2,1,2,4,3,2,6,5,6,4,1,1,2,4,7,3,3,1,3,4,,208,6057,1,2,1,4,2,2,1,2,2,1,3,2,4,1,2,3,4,2,2,1,2,6,2,1,1,4,1,40,51,10,0,2,1,5,0,60,41,0
1,86,572,1,2,3,2,9,34,4,4,5,2,3,4,3,2,1,4,5,3,8,2,1,1,4,10,3,1,1,1,3,1,3,2,2,4,2,3,1,2,5,2,2,1,1,1,2,2,2,3,3,5,6,5,1,2,2,3,7,3,1,1,1,1,,208,6057,2,1,1,4,1,2,1,1,1,1,5,1,1,1,2,3,3,4,1,2,1,5,1,1,1,4,5,30,10,91,0,3,2,4,0,60,32,2
1,86,573,1,4,3,2,7,14,5,5,5,2,3,4,3,3,1,5,4,4,8,2,3,4,4,9,3,2,2,2,1,1,3,2,2,5,3,3,1,4,4,2,2,1,1,1,2,1,2,2,3,5,5,1,2,1,2,4,7,2,2,4,3,6,,208,6057,3,2,1,5,4,2,2,1,1,2,3,0,2,2,2,2,3,2,1,1,2,0,1,3,1,4,5,40,80,90,0,2,1,4,0,60,30,7
1,86,574,2,5,3,2,11,93,5,5,5,2,3,4,3,3,1,5,4,6,8,2,3,2,4,2,2,2,2,4,1,2,1,3,3,1,3,4,1,2,4,2,2,1,1,1,2,4,5,5,5,5,5,5,2,2,2,3,7,3,3,1,1,1,,208,6057,4,2,1,3,2,2,1,1,1,1,5,1,4,1,2,2,3,2,2,1,2,5,1,2,1,4,3,40,30,70,9,3,1,4,0,60,20,1
1,86,575,1,2,3,2,5,34,3,5,1,1,1,4,3,1,1,2,4,4,8,2,3,2,4,2,2,2,2,2,2,1,3,2,2,2,3,5,1,2,2,2,2,1,1,1,2,2,5,6,6,5,6,2,2,2,2,3,7,3,3,1,1,1,,208,6057,5,3,1,4,3,1,1,1,1,1,5,1,3,1,1,2,4,0,1,1,1,3,1,2,1,4,3,40,50,70,9,3,2,4,0,20,51,8
1,86,576,1,6,3,2,6,23,4,5,5,2,3,4,3,3,1,4,8,6,8,2,1,2,4,1,2,2,2,3,2,2,3,1,1,1,2,4,1,2,4,2,2,1,1,2,2,3,5,5,3,5,6,4,0,2,2,4,5,3,3,3,1,1,,208,6057,6,1,1,4,2,2,1,2,2,2,2,3,2,2,1,3,4,5,2,1,2,3,1,2,1,2,4,20,10,40,5,3,2,5,0,11,10,1
1,86,577,3,6,3,2,7,33,3,5,1,1,1,4,3,2,2,3,4,2,8,2,1,2,2,1,3,1,1,4,3,1,3,1,1,3,3,2,1,4,5,2,2,1,1,1,2,1,3,4,2,4,2,1,2,3,3,2,5,2,2,3,3,6,,208,6057,7,3,3,3,2,1,1,2,2,2,2,1,3,1,1,2,2,5,3,2,2,1,1,2,1,5,4,40,51,1,1,3,2,4,0,11,11,1
1,86,578,2,4,3,2,9,46,3,6,4,2,3,4,3,3,2,2,4,4,8,2,3,2,1,3,3,1,2,3,2,2,2,2,3,2,2,4,1,2,4,2,2,1,1,1,2,1,3,3,3,3,1,3,2,0,1,1,1,3,1,2,2,7,,208,6057,8,1,2,0,2,2,2,1,2,1,3,1,3,1,1,2,3,4,1,1,1,6,1,2,1,4,5,40,30,81,1,3,4,4,0,20,51,4
1,86,579,1,4,3,2,5,32,1,4,1,1,1,4,3,3,1,2,4,4,8,2,1,3,1,1,3,1,2,3,3,3,3,1,2,2,3,3,3,1,3,2,2,1,1,1,2,1,3,2,4,5,6,3,1,2,2,4,3,3,3,1,1,3,,208,6057,9,1,1,4,1,2,1,1,2,1,4,3,2,1,1,2,3,5,2,1,1,1,1,2,1,4,1,40,30,81,2,3,2,4,0,60,20,9
1,86,580,1,4,3,2,9,93,5,4,1,1,1,4,3,3,1,5,4,6,8,2,1,2,4,1,3,2,2,3,2,3,2,1,2,3,3,3,3,2,6,2,2,1,1,1,2,5,4,5,6,5,6,5,1,2,2,3,7,3,3,1,1,1,,208,6058,0,2,1,3,2,2,1,1,1,1,5,1,4,1,1,2,4,5,2,1,2,3,1,2,1,4,3,40,30,70,9,3,1,4,0,60,40,6
1,86,581,1,2,3,2,10,91,5,5,4,2,2,4,3,1,2,2,4,4,8,2,1,2,2,3,3,2,2,2,4,1,3,2,3,3,2,3,3,2,3,2,2,1,1,2,2,3,1,3,6,4,1,5,2,2,2,3,7,3,3,1,1,1,,208,6058,1,2,1,4,2,2,2,1,1,1,4,2,4,2,1,1,3,6,4,2,2,6,1,2,1,4,5,40,10,60,9,3,1,5,0,20,10,4
1,86,582,3,6,3,2,9,54,2,6,1,1,1,4,4,4,0,0,0,0,9,2,1,3,4,3,3,1,2,4,3,2,3,1,2,2,3,3,2,2,5,1,2,1,1,1,2,3,4,3,3,5,5,3,2,2,2,3,6,3,2,1,1,7,,208,6058,2,2,1,4,2,2,2,2,2,2,1,4,2,1,2,2,3,5,2,2,2,5,1,0,3,1,4,40,50,81,0,3,1,6,0,10,21,1
1,86,583,2,4,3,2,5,43,1,6,1,1,1,4,3,3,1,3,4,4,9,2,1,1,2,2,3,2,2,2,2,4,3,1,1,2,2,3,1,2,4,2,2,1,1,1,2,4,5,2,4,4,5,2,2,1,2,1,1,3,1,3,3,6,,208,6058,3,1,1,4,2,4,1,1,1,1,5,1,4,1,2,4,3,5,4,3,3,5,1,2,1,1,6,40,30,50,9,3,2,4,0,20,21,1
1,86,584,3,5,3,2,9,92,5,6,4,2,3,4,4,3,0,0,0,0,9,1,1,2,4,1,2,2,2,3,2,3,1,2,3,3,3,4,1,2,5,2,2,1,1,1,2,2,3,2,2,3,6,4,2,2,2,3,7,3,3,1,1,1,,208,6058,4,2,1,4,2,2,1,1,1,1,5,1,2,1,2,2,3,3,2,2,2,5,1,2,1,4,5,40,20,51,1,3,1,4,0,20,22,9
1,86,585,1,3,3,2,7,14,5,6,1,1,1,4,3,1,2,4,4,4,9,3,1,2,2,1,2,2,2,3,2,3,2,3,3,2,2,3,1,2,4,2,2,1,1,1,2,3,5,4,5,3,5,2,2,2,2,2,5,3,1,3,3,7,,208,6058,5,2,1,4,2,2,1,1,1,0,4,1,4,1,2,2,4,3,2,1,2,5,1,2,1,4,5,40,10,40,9,3,1,4,0,20,20,3
1,86,586,1,3,3,2,8,21,5,4,1,1,1,4,3,1,2,6,6,6,9,2,2,1,4,3,3,3,1,4,4,2,1,3,3,3,3,4,1,2,4,2,2,2,2,1,4,3,2,2,2,3,1,5,1,1,2,2,5,3,2,3,3,6,,208,6058,6,2,1,4,2,3,1,1,1,1,5,1,1,1,2,3,3,6,1,2,2,6,3,2,3,2,5,40,30,51,1,3,1,6,0,10,20,2
1,86,587,2,4,3,2,7,22,5,4,5,2,3,4,3,3,1,5,4,6,9,3,1,2,1,1,1,1,2,3,1,1,1,1,2,3,3,3,1,2,4,2,2,1,1,1,2,3,4,3,4,3,2,4,1,1,2,3,7,3,2,3,3,6,,208,6058,7,2,1,4,2,2,1,1,2,2,3,1,2,1,1,3,4,6,2,2,2,5,1,2,1,5,4,40,20,51,1,3,1,4,0,60,21,2
1,86,588,1,4,3,2,9,21,5,4,5,2,2,4,3,3,1,2,4,4,9,2,1,1,1,3,2,2,3,3,1,4,1,2,2,1,3,4,1,1,3,2,2,1,1,1,2,3,5,5,5,5,5,5,1,2,2,3,7,3,3,1,1,1,,208,6058,8,2,1,4,2,2,1,1,2,1,4,1,1,1,2,2,3,2,2,1,1,2,1,2,1,3,4,40,20,30,5,5,1,4,0,10,21,7
1,86,589,1,4,3,2,5,92,5,4,1,1,1,4,3,2,1,2,4,4,9,1,1,2,1,1,2,2,3,4,1,2,3,2,3,2,3,5,1,2,5,2,2,1,1,1,2,2,5,3,4,4,5,4,1,2,2,3,7,3,3,1,1,1,,208,6058,9,1,1,4,2,2,1,1,1,1,5,2,2,1,2,2,3,3,2,2,2,2,1,2,1,5,1,40,10,50,8,3,2,4,0,20,20,6
1,86,590,1,3,3,2,9,47,2,4,4,2,2,4,3,3,1,6,4,4,9,2,1,2,1,2,3,2,2,2,2,2,2,1,3,2,3,4,2,1,4,2,2,1,1,1,2,2,5,3,3,4,6,5,1,1,2,2,5,4,1,3,1,7,,208,6059,0,1,1,4,2,2,1,1,1,2,4,2,4,1,2,2,3,5,3,2,3,5,1,2,1,1,0,10,20,40,9,3,2,4,0,20,21,8
1,86,591,1,3,3,2,5,14,5,4,1,1,1,4,3,3,3,5,4,4,9,1,2,2,2,3,3,2,2,3,2,2,1,2,4,2,2,4,1,2,4,2,2,1,1,2,2,1,3,2,2,5,5,2,1,1,2,2,3,3,2,3,3,7,,208,6059,1,1,1,4,2,1,1,1,1,1,5,1,2,1,1,2,2,2,1,1,1,5,1,2,1,5,4,40,10,50,9,3,2,5,0,20,22,6
1,86,592,1,4,3,2,9,21,5,4,4,2,3,4,3,3,1,5,14,5,9,2,1,2,1,1,2,2,2,4,1,3,3,3,3,2,3,5,2,3,4,2,2,1,2,2,4,2,4,4,1,5,6,5,1,1,2,0,0,3,3,4,3,6,,208,6059,2,1,1,4,2,1,1,1,0,0,3,2,3,1,1,3,3,5,2,2,3,5,1,0,1,5,2,40,30,51,1,3,2,6,0,10,20,3
1,86,593,1,4,3,2,7,33,4,4,1,1,1,4,3,3,1,5,3,6,9,3,1,2,2,2,3,3,2,3,1,1,2,3,3,1,3,4,1,2,2,2,2,1,2,2,4,1,5,3,4,5,2,4,1,1,2,4,7,3,4,4,1,4,,208,6059,3,2,1,2,2,2,1,1,1,1,5,1,4,1,1,2,3,2,2,2,1,5,1,2,1,4,5,40,81,1,1,3,2,6,0,20,21,8
1,86,594,1,4,3,2,10,93,4,5,4,3,3,4,3,3,2,3,4,4,9,1,1,2,4,1,2,1,3,3,4,2,2,2,3,2,3,4,1,2,5,2,2,1,1,1,2,3,5,4,2,3,3,5,2,1,2,4,7,3,2,1,1,6,,208,6059,4,1,1,4,2,2,2,1,1,1,4,1,2,1,2,2,3,2,2,1,1,5,1,2,1,4,0,10,10,40,8,3,2,4,0,20,22,0
1,86,595,2,4,3,2,9,93,5,5,4,4,3,4,3,3,2,2,4,4,9,2,3,2,1,3,3,1,2,3,2,3,4,3,3,3,4,4,2,2,3,2,2,1,1,1,2,1,2,3,4,2,1,5,2,2,2,0,0,0,0,1,1,1,,208,6059,5,2,1,4,1,1,1,1,1,1,5,1,3,1,2,2,3,5,4,3,3,5,1,2,3,5,0,10,30,50,9,3,1,4,0,20,23,0
1,86,596,2,5,3,2,8,57,1,6,4,3,3,4,4,2,0,0,0,0,9,3,1,2,4,2,2,1,2,3,2,3,2,1,2,2,3,4,2,1,2,2,2,1,2,2,4,4,5,5,5,5,3,4,2,2,2,3,1,3,3,3,3,7,,208,6059,6,3,1,2,2,2,1,2,2,1,3,2,4,2,2,3,3,2,3,2,2,2,1,2,1,5,1,40,50,71,0,3,3,6,0,10,21,5
1,86,597,2,5,3,2,8,31,5,6,4,3,3,4,3,1,1,4,4,4,9,2,1,2,2,3,3,2,2,3,4,2,3,2,2,2,3,4,1,2,6,2,2,1,1,2,2,3,1,2,3,4,6,3,2,1,3,4,5,3,2,3,4,7,,208,6059,7,1,1,4,2,2,1,1,1,1,5,1,4,1,2,3,4,5,1,1,2,3,1,2,1,6,2,40,31,1,1,3,2,5,0,10,21,2
1,86,598,1,4,3,2,8,23,5,6,4,2,2,4,3,1,1,2,4,4,9,2,1,4,1,1,3,1,1,2,3,3,3,2,2,3,3,2,2,2,4,1,2,2,2,2,3,3,2,2,4,5,2,2,2,3,2,1,7,3,1,1,1,7,,208,6059,8,2,1,4,2,2,1,1,1,1,5,2,1,2,2,2,3,6,2,1,2,1,1,1,1,3,5,40,30,50,9,3,1,1,0,20,52,0
1,86,599,1,5,3,2,8,92,5,6,5,2,3,4,4,1,0,0,0,0,9,2,3,2,1,3,2,2,2,2,3,3,1,3,3,1,2,2,1,2,4,2,1,2,2,1,2,1,2,1,3,5,1,3,2,2,2,2,5,3,1,2,1,6,,208,6059,9,1,1,4,1,2,1,1,1,1,5,1,4,1,1,1,3,1,1,1,1,1,2,2,2,5,0,10,80,91,0,3,2,6,0,20,52,2
1,86,600,2,4,3,2,10,23,5,6,1,1,1,4,3,3,1,3,4,4,9,2,1,2,2,2,2,2,2,4,1,3,1,3,4,3,2,4,1,4,4,2,2,1,1,2,2,4,5,4,4,5,6,5,2,2,2,0,1,3,0,0,1,1,,208,6060,0,2,1,4,1,2,1,1,1,1,5,1,3,1,2,2,3,4,3,2,3,2,1,2,1,4,0,10,50,81,1,3,1,5,0,20,51,3
1,86,601,1,4,1,2,10,54,1,1,5,3,3,4,3,3,2,6,4,8,9,1,1,2,1,1,3,2,2,3,4,4,2,3,3,1,3,4,1,2,4,2,2,1,1,1,2,3,3,3,6,3,5,4,1,3,2,3,7,4,0,1,1,1,,208,6060,1,1,1,4,3,2,2,2,2,2,1,4,2,1,2,2,3,5,2,1,2,5,3,2,1,4,0,10,10,20,5,3,2,4,0,20,51,6
1,86,602,2,5,3,2,6,84,3,3,5,3,3,4,3,1,2,6,0,9,9,1,1,2,1,1,3,3,1,3,3,3,1,1,2,2,2,4,1,4,6,2,2,1,1,1,2,2,3,5,3,2,6,1,1,2,2,4,7,3,3,1,3,8,,208,6060,2,1,1,4,2,2,1,1,2,2,3,1,3,1,1,2,3,6,1,2,2,5,1,2,1,4,3,40,20,50,8,3,2,4,0,20,52,6
1,86,603,1,3,3,2,9,64,2,4,1,1,1,4,3,3,2,6,4,6,9,1,1,2,1,1,2,2,2,3,1,3,1,2,3,2,2,5,1,3,5,2,2,1,2,1,2,4,5,5,5,5,5,5,1,1,1,1,1,3,1,2,2,6,,208,6060,3,2,1,3,3,1,1,1,1,1,5,2,3,1,2,2,4,2,2,1,2,2,1,2,1,4,0,10,20,51,0,3,1,5,0,60,42,7
1,86,604,2,4,3,2,7,43,3,5,1,1,1,4,3,3,3,6,4,6,9,1,3,2,1,3,1,2,2,3,2,1,1,2,2,3,3,4,1,2,3,2,2,1,1,1,2,2,4,2,2,5,4,2,2,1,3,1,1,1,1,3,2,6,,208,6060,4,2,1,4,3,3,1,1,1,2,4,1,2,2,2,2,3,2,2,3,3,2,1,2,2,4,5,40,10,20,9,3,1,4,0,60,40,9
1,86,605,2,6,2,2,7,33,4,6,1,1,1,4,4,1,0,0,0,0,9,3,1,2,2,1,3,2,2,3,4,3,2,3,3,2,2,4,1,4,5,2,2,1,1,2,2,2,3,6,2,3,3,1,2,2,2,3,1,3,4,3,1,1,,208,6060,5,1,1,4,2,2,1,1,1,1,5,2,4,2,2,3,4,5,2,2,3,2,1,2,1,4,5,40,30,50,9,3,2,5,0,60,40,6
1,86,606,2,5,3,2,9,32,2,3,1,1,1,4,3,3,1,5,4,6,9,2,1,2,1,1,3,2,2,3,2,2,2,2,2,2,3,3,1,2,4,2,2,1,1,2,2,1,1,5,4,5,5,5,1,2,2,3,7,3,3,1,1,1,,208,6060,6,1,1,4,2,3,1,1,2,2,3,2,2,2,1,2,2,5,2,1,2,5,1,2,1,3,4,40,91,1,1,3,2,5,0,60,43,0
1,86,607,1,3,3,2,9,33,5,4,4,2,3,4,3,2,1,2,14,4,9,1,1,2,1,10,2,2,3,4,1,3,1,2,3,5,2,4,1,2,4,2,2,2,2,1,4,2,5,5,3,5,6,5,1,1,2,2,5,3,2,3,3,3,,208,6060,7,1,1,4,2,4,1,1,1,2,4,1,2,1,1,2,3,2,2,1,2,2,1,2,1,4,0,10,10,80,9,3,2,6,0,60,31,1
1,86,608,1,5,3,2,9,34,5,4,4,3,3,4,3,3,2,3,4,4,9,0,1,2,1,10,3,1,2,4,1,3,1,2,2,1,3,4,1,2,4,2,2,1,1,1,2,5,5,5,5,5,5,5,1,2,2,3,7,3,3,1,1,1,,208,6060,8,1,1,4,2,1,1,1,1,1,5,2,4,2,1,3,3,4,4,1,2,2,1,2,1,4,3,40,40,70,9,3,2,4,0,80,30,7
1,86,609,2,5,3,2,7,34,4,4,5,2,2,4,3,1,1,5,4,4,9,2,3,2,2,2,0,2,3,4,3,4,3,1,1,3,3,4,2,2,4,2,2,1,1,2,2,2,3,3,2,2,3,3,1,1,2,2,4,3,1,3,3,4,,208,6060,9,1,1,4,2,1,1,1,1,1,5,2,2,2,1,2,3,6,2,3,3,5,2,2,1,2,4,40,10,70,9,3,2,5,0,60,32,3
1,86,610,1,4,3,2,7,23,3,4,1,1,1,4,3,3,2,2,4,4,9,2,1,1,1,1,2,2,2,3,2,3,4,2,2,2,3,3,1,2,5,2,2,1,1,1,2,1,2,1,2,2,1,5,1,1,2,3,6,4,2,3,1,6,,208,6061,0,2,1,3,2,2,1,1,1,1,5,1,4,2,2,2,4,2,2,2,2,3,1,0,1,2,5,40,10,50,6,3,1,4,0,80,30,6
1,86,611,1,5,3,2,6,84,5,5,1,1,1,4,3,3,1,4,3,4,9,2,1,2,1,1,3,2,1,3,3,1,4,2,3,2,4,3,2,2,0,1,2,1,1,1,4,1,3,2,6,1,6,3,2,1,2,2,2,2,1,3,3,4,,208,6061,1,2,1,3,2,2,2,2,2,2,1,4,2,4,1,3,4,6,2,1,2,5,2,2,2,3,5,20,30,71,1,3,1,6,0,11,11,7
1,86,612,3,5,3,2,9,32,2,5,5,2,3,4,3,3,1,5,4,8,9,2,1,2,1,1,1,1,1,3,3,1,3,2,3,3,2,3,1,2,4,1,2,1,2,2,2,3,4,5,5,5,2,4,2,2,2,3,7,3,3,1,1,1,,208,6061,2,1,1,4,1,1,1,1,1,1,5,2,4,2,2,2,4,4,3,1,2,2,1,2,1,5,4,40,30,51,1,3,2,6,0,60,21,1
1,86,613,1,4,3,2,7,23,3,5,1,1,1,4,3,3,1,5,8,4,9,2,1,2,1,1,3,2,1,4,3,3,1,2,2,1,5,4,2,4,5,2,2,1,1,1,2,4,5,5,5,5,3,1,2,3,2,3,7,3,1,3,3,7,,208,6061,3,2,1,2,2,2,1,2,2,1,3,2,4,1,2,3,3,4,2,4,5,5,1,2,3,3,5,40,30,71,1,3,2,4,0,60,21,5
1,86,614,2,4,3,2,10,22,4,5,4,2,3,4,3,3,2,3,4,4,9,2,3,1,4,2,3,1,2,4,2,1,1,2,2,2,3,3,1,2,4,2,2,1,1,1,2,4,5,5,5,4,5,5,2,2,2,3,1,0,0,0,3,7,,208,6061,4,1,1,4,2,2,1,1,2,2,3,1,4,1,1,2,3,5,1,1,1,2,1,2,1,3,4,20,50,80,9,3,2,4,0,20,50,7
1,86,615,2,4,3,2,7,34,5,5,4,3,3,4,3,3,2,3,4,4,9,0,1,2,2,1,1,2,1,3,4,2,3,1,1,4,3,3,1,2,5,2,2,1,1,1,2,1,1,2,3,3,4,5,2,2,2,3,1,3,3,3,3,6,,208,6061,5,2,1,4,2,3,1,1,0,1,4,2,4,2,1,2,3,6,5,3,3,2,1,2,1,3,5,20,30,50,9,3,1,4,0,20,53,2
