COL1,COL2,COL3,COL4,COL5,COL6,COL7,COL8,COL9,COL10,COL11,COL12,COL13,COL14,COL15,COL16,COL17,COL18,COL19,COL20,COL21,COL22,COL23,COL24,COL25,COL26,COL27,COL28,COL29,COL30,COL31,COL32,COL33,COL34,COL35,COL36,COL37,COL38,COL39,COL40,COL41,COL42,COL43,COL44,COL45,COL46,COL47,COL48,COL49,COL50,COL51,COL52,COL53,COL54,COL55,COL56,COL57,COL58,COL59,COL60,COL61,COL62,COL63,COL64,COL65,COL66,COL67,COL68,COL69,COL70,COL71,COL72,COL73,COL74,COL75,COL76,COL77,COL78,COL79,COL80,COL81,COL82,COL83,COL84,COL85,COL86,COL87,COL88,COL89,COL90,COL91,COL92,COL93,COL94,COL95,COL96,COL97,COL98,COL99,COL100,COL101,COL102,COL103,COL104,COL105,COL106
1,86,265,2,5,2,1,5,21,5,5,1,1,1,9,1,2,0,0,0,0,9,1,3,2,4,10,2,2,2,3,2,3,3,3,3,2,3,5,1,2,5,2,2,1,1,2,2,5,5,6,3,5,6,2,2,1,2,2,3,3,1,4,3,6,,208,6026,5,2,1,4,2,2,2,2,2,1,2,2,4,2,1,2,4,2,2,3,3,5,2,2,1,2,4,40,20,50,9,3,1,5,8,90,24,1
1,86,266,3,5,3,2,5,56,1,5,5,2,3,9,1,1,0,0,0,0,9,1,1,2,2,2,2,2,3,3,1,1,3,1,2,2,2,4,1,4,5,2,2,1,1,2,2,5,5,5,5,5,6,1,2,1,3,2,5,1,1,2,4,6,,208,6026,6,1,1,4,2,2,1,2,2,2,2,2,4,1,1,2,3,2,2,1,1,5,1,2,1,5,1,40,20,50,8,3,2,5,8,90,33,0
1,86,267,3,6,2,1,9,63,2,5,5,2,2,9,1,2,3,6,3,6,9,2,2,2,1,1,2,2,3,4,1,3,2,2,2,3,3,5,1,2,4,2,2,1,1,2,2,5,5,5,5,5,1,1,2,1,2,2,4,2,2,3,1,6,,208,6026,7,1,1,4,2,2,1,1,1,1,5,2,4,2,1,3,3,1,2,1,2,5,1,2,1,4,5,40,70,91,1,3,2,5,8,90,13,0
1,86,268,1,5,3,2,9,33,5,5,5,2,3,9,1,1,2,1,9,1,9,1,1,2,2,2,2,2,3,4,1,3,3,3,2,3,4,5,1,2,4,2,2,1,1,2,2,3,5,5,5,5,3,5,2,1,2,4,7,3,3,1,1,1,,208,6026,8,2,1,4,2,2,1,1,1,1,5,2,3,2,1,2,4,2,3,1,1,5,1,0,1,5,1,40,50,80,9,3,1,5,8,90,11,5
1,86,269,1,2,3,2,5,23,4,5,1,1,1,9,1,1,2,0,0,0,9,1,1,2,2,1,1,2,2,3,4,2,2,2,2,2,3,4,1,2,5,2,2,1,1,2,2,2,3,1,3,5,2,1,2,1,1,1,5,2,1,2,2,6,,208,6026,9,2,1,4,2,1,1,1,1,1,5,2,4,1,1,2,4,5,3,2,2,6,1,2,1,5,2,40,80,91,2,3,1,5,8,90,12,9
1,86,270,1,2,3,2,7,33,5,5,1,1,1,9,1,1,1,5,6,1,9,1,1,2,2,1,2,2,3,3,1,4,2,2,2,2,2,4,1,9,9,2,2,1,2,2,2,5,5,5,5,5,5,1,2,1,2,4,6,3,2,4,3,6,,208,6027,0,1,1,4,2,1,1,1,1,1,5,1,2,1,1,2,1,2,2,2,2,7,1,2,1,5,0,10,20,0,0,1,2,5,8,40,11,0
1,86,271,1,1,3,2,5,22,4,5,5,2,3,9,1,1,1,2,9,1,9,1,3,2,1,3,2,2,3,3,2,3,2,2,2,1,2,2,1,4,5,2,2,1,2,1,2,3,5,6,6,0,0,3,2,0,0,0,0,0,0,1,3,6,,208,6027,1,1,1,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,5,8,40,12,4
1,86,272,2,5,2,1,5,74,4,5,1,1,1,9,1,1,2,4,9,1,9,1,2,2,1,9,2,2,2,3,4,1,3,1,1,2,3,4,1,3,6,2,2,1,2,2,2,3,3,4,2,4,6,1,2,2,2,2,4,3,2,1,1,6,,208,6027,2,1,1,4,3,1,2,2,2,2,1,4,2,1,1,2,3,6,2,2,2,7,1,2,3,5,0,10,91,1,2,3,2,5,8,40,20,3
1,86,273,3,6,3,2,9,93,5,5,5,2,3,9,1,3,0,0,0,0,9,1,1,2,1,10,1,2,2,4,2,2,1,2,2,2,3,3,1,5,6,2,2,1,2,1,3,4,5,4,6,3,6,4,2,1,2,2,4,3,2,3,3,6,,208,6027,3,3,1,4,3,3,1,1,2,1,4,2,4,4,1,1,4,3,4,1,3,5,2,2,1,4,3,40,10,40,9,3,2,5,8,40,21,2
1,86,274,1,4,2,2,7,23,1,5,5,2,3,9,1,3,0,0,0,0,9,1,1,2,2,2,2,2,3,4,1,4,1,3,3,2,3,5,1,2,4,2,2,1,1,2,4,5,5,5,5,5,6,1,2,1,3,4,2,3,4,3,3,6,,208,6027,4,2,1,4,2,2,1,1,1,1,5,0,0,0,0,1,3,2,2,2,2,5,1,2,1,1,5,40,20,31,0,3,1,6,8,90,31,5
1,86,275,1,4,3,2,4,93,5,5,5,2,3,9,1,2,2,4,9,11,9,1,1,2,4,5,2,2,3,3,4,2,1,2,3,1,2,4,1,2,5,2,2,1,1,2,4,6,5,5,5,5,6,2,2,2,2,4,7,3,1,1,3,4,,208,6027,5,3,1,4,2,1,2,2,0,2,1,4,2,1,2,2,4,2,2,2,2,5,1,2,1,5,0,10,90,0,0,1,2,6,8,40,20,8
1,86,276,1,1,3,2,5,14,5,5,1,1,1,9,1,1,2,4,9,1,9,1,1,2,2,1,2,2,2,4,3,1,3,1,2,3,3,3,1,4,5,2,2,1,1,2,2,5,5,1,5,5,5,1,2,2,2,3,7,3,3,3,1,1,,208,6027,6,1,1,3,2,2,1,1,1,1,5,3,6,3,2,4,4,2,5,4,5,5,3,3,2,4,1,40,50,91,2,3,2,5,8,90,24,9
1,86,277,1,1,3,2,9,71,2,5,4,3,3,9,1,1,2,4,9,1,9,1,1,2,1,1,2,3,3,3,1,3,1,3,3,1,2,4,1,4,5,2,2,1,1,2,2,5,5,5,5,5,5,5,2,2,2,3,7,3,3,1,1,1,,208,6027,7,1,1,3,2,2,1,1,1,1,5,1,4,1,1,2,1,2,2,1,2,5,1,2,1,1,5,40,20,30,7,3,2,5,8,40,10,4
1,86,278,2,5,3,2,9,73,3,5,4,2,2,9,1,2,2,2,9,11,9,1,3,2,4,3,2,2,3,3,1,2,2,3,4,1,2,4,1,2,6,2,2,1,2,2,2,4,5,5,5,5,5,2,2,2,2,4,7,3,1,1,1,1,,208,6027,8,1,1,2,1,2,1,1,1,1,5,1,3,2,1,3,3,2,2,1,2,7,1,2,1,4,5,40,20,91,1,3,3,5,8,40,20,2
1,86,279,1,1,3,2,7,21,3,5,1,1,1,9,1,1,2,5,9,11,9,1,1,2,1,1,2,2,2,2,1,2,2,4,3,1,1,4,1,4,4,2,2,1,1,2,3,4,5,5,5,5,6,1,2,1,1,1,2,1,1,4,2,6,,208,6027,9,2,1,0,2,1,1,1,1,1,5,2,3,1,1,2,5,2,3,2,2,5,1,2,1,4,0,10,40,50,7,3,2,5,8,90,23,9
1,86,280,1,5,3,2,9,72,4,5,5,2,3,9,1,1,2,0,0,0,9,1,1,2,4,1,2,2,2,3,2,1,2,2,3,2,3,4,1,4,5,2,2,1,1,0,2,4,5,5,6,5,5,4,2,1,2,4,5,4,1,3,1,6,,208,6028,0,2,1,4,2,2,1,1,1,1,5,2,2,2,1,2,3,3,2,2,2,7,1,2,1,1,5,40,80,91,0,3,1,6,0,90,31,3
1,86,281,1,1,3,2,5,46,5,5,1,1,1,9,1,1,0,0,0,0,9,1,1,2,1,2,2,2,2,3,4,3,3,2,3,2,3,0,0,0,0,0,0,0,0,0,0,5,6,5,5,5,6,4,2,2,2,3,7,3,4,1,1,1,,208,6028,1,3,1,2,2,2,1,1,2,1,4,3,4,3,1,1,3,3,2,2,2,5,1,2,1,4,1,40,10,40,9,3,3,6,0,40,13,6
1,86,282,1,1,3,2,4,23,3,5,1,1,1,9,1,1,2,3,9,11,9,2,1,2,1,1,2,2,1,1,3,1,3,2,2,3,3,3,1,2,4,1,2,1,1,1,2,4,5,5,5,5,5,3,2,1,2,2,3,1,2,2,2,6,,208,6028,2,2,1,4,2,2,2,1,1,1,4,2,2,2,2,2,4,2,2,2,3,5,1,0,1,2,5,40,51,10,0,2,1,6,3,90,21,7
1,86,283,1,5,2,1,9,21,4,5,5,2,3,9,1,1,2,5,8,4,9,2,2,2,1,9,2,2,3,4,4,1,3,2,2,4,3,5,1,2,4,1,2,1,1,2,3,6,5,6,6,5,6,4,2,1,2,2,1,4,1,3,1,6,,208,6028,3,2,1,4,2,2,2,2,2,1,2,1,2,1,1,2,4,2,2,2,1,5,1,2,1,4,0,10,30,71,1,3,1,6,3,40,21,9
1,86,284,2,4,3,2,5,85,3,4,5,2,3,9,1,3,2,5,9,4,9,1,1,2,1,1,2,2,2,3,1,1,3,2,2,2,2,5,1,2,5,2,2,1,1,2,2,5,5,5,5,5,6,1,1,2,2,3,7,3,3,1,1,1,,208,6028,4,1,3,4,2,1,2,2,2,2,1,4,4,4,2,2,4,5,5,1,3,5,1,2,3,4,5,40,20,91,0,3,2,5,8,90,24,6
1,86,285,1,2,3,2,5,33,3,4,1,1,1,9,1,1,2,1,9,1,9,1,1,2,2,2,2,2,2,2,2,2,3,2,3,2,2,3,1,2,4,2,2,1,2,1,3,3,3,2,4,5,3,4,1,1,3,4,4,3,2,3,3,7,,208,6028,5,2,3,1,1,1,2,1,2,1,3,2,2,2,1,2,3,5,3,1,2,5,1,2,1,1,4,40,20,50,8,3,2,5,8,90,22,8
1,86,286,1,1,3,2,9,41,2,6,1,1,1,9,1,1,2,3,9,1,9,2,1,2,4,8,2,2,1,3,3,3,3,2,3,2,2,3,1,2,3,2,2,1,1,1,4,4,5,6,3,4,2,2,2,1,1,1,1,1,1,2,3,7,,208,6028,6,3,3,2,6,2,1,1,2,2,3,2,2,2,1,3,4,6,3,3,4,5,1,2,1,1,2,30,20,80,9,3,3,6,7,90,22,2
1,86,287,3,6,3,2,7,35,4,5,5,3,3,9,1,1,0,0,0,0,9,1,1,2,4,2,0,2,3,4,1,0,1,3,3,2,2,4,1,0,0,2,2,1,1,1,2,5,5,5,4,5,6,1,2,3,3,4,1,3,1,3,4,7,,208,6028,7,3,3,0,1,5,2,2,2,1,2,4,2,1,2,2,4,6,4,1,2,3,1,2,3,4,5,40,30,50,8,3,3,4,7,90,25,6
1,86,288,1,2,3,2,7,23,3,5,4,2,2,9,1,1,1,5,4,2,9,3,3,2,3,3,2,2,3,1,2,3,3,2,2,2,3,3,0,2,4,2,2,1,1,1,2,5,5,4,4,5,5,3,2,1,2,2,7,3,2,1,3,4,,208,6028,8,3,3,4,2,4,2,1,1,1,4,2,3,2,1,2,4,5,4,2,2,5,1,0,1,3,4,40,20,91,1,3,2,4,7,90,23,8
1,86,289,2,5,2,1,9,59,4,5,5,2,3,9,1,4,0,0,0,0,9,1,1,2,1,2,2,2,3,3,1,2,3,2,3,2,2,4,1,2,4,2,2,1,1,1,2,4,5,5,4,5,5,3,2,2,2,4,3,3,4,3,4,3,,208,6028,9,1,3,4,2,4,1,1,1,2,4,1,3,1,2,2,4,2,2,2,2,5,1,2,1,1,2,40,10,41,0,3,2,4,7,90,33,4
1,86,290,2,5,3,2,6,74,5,5,5,3,3,9,1,3,0,0,0,0,9,1,1,2,2,5,2,2,1,3,1,3,2,2,2,2,3,4,2,2,5,2,2,1,1,1,2,4,4,3,3,5,2,2,2,1,1,0,0,0,0,0,0,0,,208,6029,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,7,40,13,4
1,86,291,1,1,3,2,3,58,3,5,1,1,1,9,1,1,2,2,9,1,9,2,1,2,4,9,3,2,2,2,3,2,2,1,3,2,3,4,1,2,4,2,2,1,1,2,3,3,6,1,2,5,6,2,2,1,2,4,3,3,1,3,4,6,,208,6029,1,1,3,0,2,2,2,2,2,1,2,4,4,2,1,4,4,6,4,3,2,5,1,2,1,1,2,20,10,50,8,3,3,5,8,90,26,6
1,86,292,1,1,3,2,5,64,2,5,1,1,1,9,1,1,2,5,9,11,9,1,1,2,2,2,3,2,2,3,4,3,2,3,3,2,3,4,1,2,5,2,2,0,0,0,4,4,4,6,3,5,6,4,2,1,3,2,2,4,1,3,3,6,,208,6029,2,3,3,3,5,2,1,2,1,1,4,2,3,2,2,2,4,5,3,2,3,3,2,2,1,4,5,40,50,81,1,3,2,6,0,40,11,2
1,86,293,2,4,3,2,8,47,1,5,5,2,2,9,1,3,0,0,0,0,9,1,1,2,4,10,2,1,2,3,1,2,3,3,2,2,2,5,1,4,5,2,2,2,2,2,4,3,3,5,4,5,5,1,2,2,1,4,1,3,1,3,1,6,,208,6029,3,1,3,0,3,2,1,2,2,2,2,2,4,1,1,2,3,2,2,1,2,5,1,2,1,5,0,10,50,80,9,3,3,6,0,40,21,4
1,86,294,3,5,3,2,9,43,4,6,5,2,3,9,1,1,0,0,0,0,9,1,3,2,1,3,2,2,3,4,1,3,3,3,3,2,2,5,1,2,6,2,2,1,1,2,2,5,4,6,6,4,1,3,2,1,3,4,1,4,1,4,4,7,,208,6029,4,1,2,1,1,2,2,1,1,2,3,2,2,1,1,1,4,3,2,1,2,5,1,2,1,4,3,40,10,40,8,4,4,5,8,90,31,9
1,86,295,2,5,2,2,9,43,5,4,1,1,1,9,1,2,0,0,0,0,9,1,1,2,1,1,2,2,3,3,1,3,2,2,3,1,1,4,1,2,4,2,2,1,1,1,2,5,5,4,3,5,4,5,1,1,2,2,3,2,2,3,3,6,,208,6029,5,1,2,1,1,1,1,1,1,2,4,2,4,1,1,2,4,3,3,2,4,5,1,2,1,1,4,40,30,91,0,3,4,4,7,90,26,0
1,86,296,1,1,3,2,5,61,4,4,4,2,3,9,1,1,2,5,9,4,9,1,1,2,2,1,2,3,1,3,4,2,4,2,2,2,2,4,1,2,4,2,2,1,1,1,2,4,5,6,5,5,6,4,1,2,2,3,7,3,2,1,1,1,,208,6029,6,1,2,1,2,2,1,1,2,2,3,2,2,1,1,2,4,3,2,2,2,2,1,0,1,1,4,40,20,50,8,3,4,4,7,90,27,2
1,86,297,1,6,2,1,9,32,4,4,5,2,3,9,1,1,1,4,7,1,9,1,1,2,1,1,2,2,2,4,1,3,1,2,3,1,2,4,1,2,2,2,2,1,1,1,2,5,5,5,3,5,5,4,1,2,2,3,7,3,1,1,1,1,,208,6029,7,1,2,1,2,1,2,1,1,1,4,2,4,2,2,2,4,6,2,2,2,3,1,0,1,5,4,40,50,80,9,3,4,4,7,90,27,8
1,86,298,1,5,2,2,9,93,5,6,4,2,3,9,1,1,0,0,0,0,9,1,1,2,1,1,2,2,3,4,1,2,2,3,4,2,3,4,1,2,4,2,2,1,1,1,2,4,4,5,3,5,5,4,2,2,2,3,7,3,3,1,1,1,,208,6029,8,1,2,1,2,2,1,1,2,1,4,4,4,2,1,2,4,6,3,2,2,2,1,2,1,4,5,40,50,91,0,3,4,4,7,90,27,7
1,86,299,1,2,3,2,8,31,5,6,4,2,3,9,1,1,2,1,9,1,9,2,2,2,4,3,2,1,1,3,3,1,3,2,2,2,3,5,1,1,2,2,2,1,1,1,2,4,5,4,1,5,5,4,2,2,2,3,7,3,3,1,1,1,,208,6029,9,1,2,1,2,1,2,2,2,2,1,4,4,1,1,2,3,2,3,1,2,5,1,2,1,5,4,40,70,91,1,3,4,4,7,90,21,9
1,86,300,2,5,3,2,6,41,5,6,5,2,3,9,1,1,2,3,9,11,9,1,1,2,1,1,1,2,1,3,2,2,2,1,2,2,3,4,1,2,5,2,2,1,1,1,2,4,5,4,3,4,2,2,2,2,2,4,7,3,1,1,3,7,,208,6030,0,1,2,1,3,1,2,2,2,2,1,4,6,4,1,2,4,6,6,3,3,6,1,2,3,4,6,40,40,60,9,5,4,4,7,90,21,6
1,86,301,3,6,2,1,9,15,5,6,5,2,2,9,1,1,0,0,0,0,9,1,2,2,1,1,2,1,2,3,1,2,3,2,2,2,2,5,2,3,5,1,2,1,1,1,3,4,4,4,3,5,6,4,2,2,2,3,7,3,2,3,1,1,,208,6030,1,1,2,1,2,2,2,1,2,2,2,3,4,3,2,1,4,3,4,3,5,7,2,1,2,4,2,40,10,40,9,3,4,6,3,90,30,4
1,86,302,1,3,3,2,6,74,3,4,4,2,3,9,1,1,0,0,0,0,9,1,1,2,4,1,0,2,0,3,1,3,3,2,2,1,2,4,1,2,4,2,2,1,1,2,2,3,5,5,5,5,6,5,1,2,2,3,7,3,3,1,1,1,,208,6030,2,1,2,1,0,0,1,1,2,1,4,1,4,1,1,2,4,2,2,1,2,5,1,2,1,4,1,40,30,50,8,3,4,5,8,90,33,3
1,86,303,1,4,2,2,5,23,5,4,1,1,1,9,1,3,0,0,0,0,9,1,1,2,4,10,1,2,2,2,4,2,3,2,2,2,3,3,1,2,4,2,2,1,1,2,2,5,6,6,6,3,6,4,1,2,2,3,7,3,3,1,3,8,,208,6030,3,1,2,1,2,2,1,2,2,2,2,2,4,1,1,2,4,1,2,2,2,7,1,2,1,4,5,40,20,50,9,3,4,5,8,90,31,8
1,86,304,1,1,3,2,3,43,5,4,1,1,1,9,1,1,2,5,9,1,9,2,1,2,2,2,3,2,2,3,2,2,2,2,3,2,1,4,1,2,4,2,2,1,1,2,0,5,5,5,2,5,2,2,1,1,2,4,2,3,3,3,1,1,,208,6030,4,1,2,1,4,2,1,1,1,1,5,0,4,3,0,1,4,2,2,2,4,7,3,2,0,2,5,40,40,0,0,1,4,6,8,90,32,8
1,86,305,1,4,3,2,4,74,3,5,1,1,1,9,1,2,2,5,9,1,9,1,1,2,4,2,2,2,3,4,1,3,2,2,2,1,2,5,1,4,5,2,2,1,1,1,4,5,5,5,5,5,5,1,2,1,3,4,1,3,1,3,4,6,,208,6030,5,1,2,1,2,2,2,1,1,1,4,1,5,1,1,2,4,3,1,1,4,5,1,2,1,1,6,40,10,41,0,3,4,6,7,90,33,1
1,86,306,1,4,3,2,9,23,5,5,1,1,1,9,1,1,0,0,0,0,9,1,3,3,1,2,2,3,3,4,1,2,1,2,2,1,2,4,1,2,5,2,2,1,1,1,2,5,4,4,5,5,3,5,2,1,2,2,2,2,1,3,3,6,,208,6030,6,1,2,1,4,1,0,0,0,0,0,4,4,1,1,2,4,5,3,2,3,7,1,2,1,5,2,40,10,50,9,3,4,4,7,90,24,7
1,86,307,2,5,2,1,8,73,1,5,5,3,3,9,1,1,0,0,0,0,9,1,3,2,3,9,2,2,3,3,2,2,1,2,3,2,2,4,1,2,4,2,2,1,1,1,2,4,4,5,6,5,6,2,2,1,1,1,4,1,1,2,2,6,,208,6030,7,1,2,1,4,2,2,2,2,1,2,3,5,2,1,2,3,6,5,3,4,5,1,2,3,4,2,40,60,71,1,3,4,4,7,90,25,1
1,86,308,2,5,3,2,6,0,3,5,5,2,3,9,1,1,0,0,0,0,9,1,1,2,1,1,3,2,2,4,4,2,3,1,2,2,4,4,2,4,4,2,2,1,1,1,2,5,5,5,6,5,6,4,2,3,2,4,0,3,4,3,4,6,,208,6030,8,1,2,1,4,4,1,2,2,1,3,2,3,2,1,2,4,3,3,2,2,5,1,2,1,5,0,10,30,61,1,3,4,4,7,90,10,9
1,86,309,3,6,3,2,9,54,5,5,5,3,3,9,1,1,0,0,0,0,9,1,1,2,1,10,2,2,3,4,1,2,1,2,2,3,2,5,1,2,4,2,2,1,1,1,2,5,5,5,5,5,6,4,2,1,3,2,5,3,1,3,2,6,,208,6030,9,1,2,1,6,2,1,1,2,1,4,1,4,1,1,2,4,2,2,1,1,5,1,2,1,4,5,40,50,70,8,3,4,4,7,90,13,1
1,86,310,3,5,2,0,8,62,5,5,2,3,1,9,1,4,0,0,0,0,9,1,1,2,2,5,2,2,3,4,1,3,2,3,3,1,2,5,1,2,5,2,2,1,1,1,2,5,5,4,4,5,5,1,2,2,2,3,7,3,1,1,1,7,,208,6031,0,1,2,1,3,2,1,1,1,1,5,1,5,1,1,3,4,2,2,2,2,3,1,2,1,4,5,40,50,80,9,3,4,4,7,90,13,4
1,86,311,1,3,3,2,4,93,4,5,1,1,1,9,1,1,0,0,0,0,9,1,1,2,2,1,2,2,2,4,2,3,3,2,2,2,3,4,1,2,5,2,2,1,1,1,2,4,5,5,5,5,5,1,2,1,2,4,2,3,1,3,3,6,,208,6031,1,1,2,1,4,2,1,2,1,1,4,1,3,1,2,2,4,2,2,2,3,3,1,0,1,4,3,40,30,51,1,3,4,4,7,90,11,8
1,86,312,1,5,3,2,5,93,5,5,5,2,3,9,1,1,0,0,0,0,9,1,1,2,1,1,2,2,2,3,1,4,1,2,2,2,3,4,1,2,5,2,2,1,1,1,2,5,5,5,5,5,6,3,2,2,2,3,7,3,0,3,1,1,,208,6031,2,1,2,1,2,2,1,1,1,1,5,3,2,2,2,3,4,1,2,2,3,5,1,2,1,5,1,40,10,40,8,3,4,4,7,40,10,2
1,86,313,1,3,3,2,9,42,3,7,1,1,1,9,1,2,2,6,2,6,9,1,1,2,2,1,2,3,2,3,1,3,2,3,3,2,3,5,1,3,5,2,2,1,1,2,2,5,5,5,5,5,3,1,2,2,2,3,7,3,1,1,1,7,,208,6031,3,1,2,1,2,2,1,1,0,1,4,2,5,2,1,2,1,2,4,2,2,5,1,2,1,4,5,40,91,1,1,3,4,5,8,40,22,6
1,86,314,1,2,3,2,4,35,4,4,1,1,1,9,1,2,2,5,9,4,9,1,3,2,4,2,2,2,2,3,3,2,3,1,2,3,3,3,1,2,4,2,2,1,1,1,2,4,2,6,3,5,5,2,1,2,2,4,7,3,4,1,1,1,,208,6031,4,1,2,1,2,1,1,2,1,2,3,3,6,3,1,1,3,5,4,3,2,2,1,2,1,0,0,0,10,30,6,3,4,4,7,50,10,5
1,86,315,1,2,3,2,5,59,3,4,1,1,1,9,1,1,2,3,9,11,9,1,1,2,4,1,2,2,2,3,1,3,4,3,3,2,2,3,1,2,10,2,2,1,1,1,2,6,3,5,5,6,4,4,1,3,3,4,7,3,2,1,1,1,,208,6031,5,2,2,1,1,4,2,1,1,2,3,2,4,2,1,1,1,6,3,2,2,5,1,2,1,4,2,40,81,1,1,3,2,4,7,50,12,8
1,86,316,1,2,3,2,8,43,3,4,5,3,3,9,1,1,1,5,9,6,9,1,3,2,2,3,2,2,2,3,1,3,3,2,3,3,3,4,1,2,5,2,2,1,2,1,2,4,4,3,4,5,3,4,1,2,2,3,5,3,3,1,1,1,,208,6031,6,1,2,1,3,2,2,2,2,2,1,4,1,2,1,1,3,2,2,2,2,2,1,2,1,1,0,10,50,0,0,1,4,5,8,50,11,8
1,86,317,1,1,3,2,9,21,5,4,5,3,3,9,1,1,1,6,4,2,9,1,1,2,2,2,0,3,3,4,2,3,3,2,3,2,2,0,1,4,6,2,2,1,1,2,3,3,3,3,5,5,5,5,1,1,2,2,5,3,3,3,3,7,,208,6031,7,1,2,1,2,2,1,1,1,1,5,1,3,1,1,2,3,0,3,2,2,2,1,2,1,4,5,40,10,91,1,3,4,5,8,50,13,4
1,86,318,1,2,3,2,7,13,1,4,4,3,3,9,1,1,2,3,9,11,9,1,1,2,4,1,2,2,2,3,3,1,3,2,2,2,4,2,1,2,4,2,2,1,1,2,2,1,1,3,4,5,3,4,1,2,2,3,7,3,1,1,1,1,,208,6031,8,1,2,1,2,2,1,1,2,1,4,1,1,1,1,2,3,2,2,2,2,2,1,2,1,3,1,40,50,91,1,3,4,5,8,90,13,2
1,86,319,1,1,3,2,4,56,2,4,1,1,1,9,1,1,0,0,0,0,9,2,1,2,1,2,2,3,2,3,1,2,3,2,2,2,3,5,1,2,4,2,2,1,2,1,2,6,6,6,6,5,6,4,1,3,3,4,1,4,4,4,4,8,,208,6031,9,1,2,1,0,1,1,2,2,2,2,2,4,2,1,0,0,0,0,0,2,0,1,2,0,0,0,0,0,0,0,0,4,5,8,40,11,3
1,86,320,1,2,3,2,9,93,3,4,1,1,1,9,1,1,2,5,5,8,9,1,1,4,2,0,0,0,0,0,0,0,2,2,3,2,3,4,1,1,2,2,2,1,1,2,4,4,4,5,4,0,0,5,1,2,2,3,7,3,2,1,1,1,,208,6032,0,1,2,1,2,3,2,1,1,2,3,2,4,2,1,2,3,6,4,2,2,1,3,2,1,1,4,20,10,20,3,3,4,6,8,50,13,6
1,86,321,1,3,3,2,3,73,2,4,1,1,1,9,1,1,0,0,0,0,9,1,1,2,1,1,1,2,2,3,2,3,3,2,3,2,3,0,0,0,0,0,0,0,0,0,0,5,3,5,5,5,4,2,1,1,1,1,2,3,1,2,2,6,,208,6032,1,1,2,1,2,1,1,1,1,1,5,1,2,1,1,2,4,2,2,2,1,5,1,2,1,3,5,40,20,50,8,3,4,6,0,90,12,0
1,86,322,1,1,3,2,6,33,3,4,1,1,1,9,1,1,2,6,9,4,9,2,1,2,1,2,1,1,1,3,3,2,3,2,2,3,3,2,2,4,4,2,1,1,1,2,2,2,1,4,1,5,1,3,1,2,2,3,1,3,0,1,1,1,,208,6032,2,1,2,1,1,2,1,1,1,1,5,0,5,3,1,2,3,6,4,1,3,2,1,2,1,3,5,40,10,40,8,3,4,6,1,40,10,1
1,86,323,3,6,2,2,9,14,5,6,1,1,1,9,1,2,0,0,0,0,9,2,3,2,1,10,2,2,3,2,2,2,4,2,2,3,3,3,2,2,5,2,2,1,1,2,2,3,3,4,3,4,5,3,2,2,2,4,4,3,2,4,1,7,,208,6032,3,1,2,1,2,2,0,0,0,1,2,2,2,1,1,2,4,5,3,2,2,5,1,3,1,2,1,40,10,40,9,3,4,5,8,50,11,4
1,86,324,3,6,2,1,9,33,4,6,5,2,3,9,1,2,2,1,8,1,9,1,0,2,1,5,1,2,3,4,2,2,3,2,2,2,3,3,1,4,5,2,2,1,1,2,3,5,5,3,4,5,3,2,2,3,2,4,4,3,1,1,1,7,,208,6032,4,1,2,1,2,2,2,2,2,2,1,4,4,0,1,2,4,5,2,1,1,6,1,2,1,4,5,20,10,40,8,3,4,5,8,40,11,6
1,86,325,1,1,3,2,6,16,1,0,1,1,1,9,1,1,0,0,0,0,9,1,1,3,2,2,2,2,2,2,2,2,2,3,3,2,3,3,2,2,4,2,2,1,1,1,2,4,5,5,5,5,6,2,1,2,2,4,1,3,3,1,1,1,,208,6032,5,1,2,4,1,1,1,1,1,1,5,1,1,1,1,3,3,2,1,2,3,2,1,2,1,5,0,10,50,91,0,3,2,4,7,40,11,7
1,86,326,1,5,2,1,9,74,1,5,1,1,1,9,1,1,0,0,0,0,9,1,2,1,4,3,2,2,1,4,3,1,3,2,4,4,4,1,2,3,4,2,2,1,1,2,2,3,3,6,3,5,4,4,2,2,2,3,6,3,3,1,1,6,,208,6032,6,1,2,1,5,1,2,2,2,1,2,3,6,3,1,3,4,3,5,2,3,1,1,2,1,5,0,10,20,0,0,1,4,5,8,50,11,2
1,86,327,1,1,3,2,6,23,4,5,1,1,1,9,1,1,0,0,0,0,9,1,1,2,2,3,2,2,3,3,2,2,2,2,2,3,2,4,1,2,4,2,2,1,1,2,2,3,5,2,5,5,6,3,2,1,3,1,1,3,1,4,2,6,,208,6032,7,1,2,1,1,1,2,1,2,1,3,2,2,1,1,2,4,6,2,2,2,7,1,2,1,4,5,20,50,81,0,3,4,5,8,90,26,9
1,86,328,1,2,3,2,5,59,1,5,1,1,1,9,1,1,0,0,0,0,9,1,1,2,2,2,2,2,3,4,2,2,3,2,3,2,2,4,1,2,3,2,2,1,1,2,2,3,2,5,4,4,5,1,2,3,3,4,1,3,1,3,4,6,,208,6032,8,1,2,1,2,2,2,1,2,1,3,2,3,2,1,2,4,5,3,3,4,5,1,2,1,2,4,40,50,91,1,3,4,5,8,90,25,3
