CARD.,DECK.,BALLOT.,Q.1.,Q.2.,Q.3.,Q.4.,Q.5A.,Q.5B.,Q.6.,Q.7.,Q.8A.,Q.8B.,Q.8C.,Q.8D.,Q.8E.,Q.9A.,Q.9B.,Q.9C.,Q.9D.,Q.9E.,Q.10.,Q.11.,Q.12.,Q.13.,Q.14.,Q.15.,V.16.,V.17.
1,122,2434,3,1,5,1,2,9,3,2,3,1,1,4,3,3,3,3,3,1,1,3,1,1,4,2,1,7226
1,122,2435,3,1,1,1,1,9,3,1,4,1,4,4,1,2,1,3,2,3,1,3,1,1,4,2,1,5744
1,122,2436,3,1,4,1,1,9,4,1,4,4,4,4,4,2,2,2,2,2,1,3,1,1,4,2,1,1267
1,122,2437,3,2,2,1,2,1,3,2,2,4,4,1,2,3,5,1,2,2,4,3,1,1,4,1,1,1220
1,122,2438,3,1,3,1,2,9,3,1,2,3,1,3,3,2,2,2,3,2,1,1,1,1,3,1,1,5730
1,122,2439,3,1,4,1,1,1,3,2,2,1,2,3,3,2,3,2,2,2,2,4,1,1,4,1,1,3613
1,122,2440,3,1,4,1,1,9,3,2,2,1,3,3,4,2,2,2,2,1,1,1,1,2,1,2,1,7621
1,122,2441,3,1,1,1,1,9,3,1,2,2,1,2,3,2,2,3,2,2,1,4,1,1,4,2,1,3668
1,122,2442,3,1,4,1,2,2,5,2,2,2,1,1,2,2,9,1,2,4,2,2,1,2,4,2,1,7824
1,122,2443,3,1,5,1,2,9,1,2,1,1,2,2,1,2,2,3,1,1,1,1,1,1,4,2,1,3603
1,122,2444,3,1,2,1,1,9,1,2,1,2,1,1,1,1,1,1,1,1,2,1,1,2,3,2,1,5677
1,122,2445,3,1,4,2,4,11,2,1,3,3,3,3,3,2,2,2,2,3,3,2,2,1,4,2,3,7215
1,122,2446,3,2,5,2,4,3,2,1,3,3,3,3,3,2,2,6,3,1,3,3,1,1,4,2,3,7867
1,122,2447,3,1,1,2,4,9,2,1,3,1,2,3,3,1,2,3,2,3,4,1,1,1,5,2,3,5623
1,122,2448,2,1,3,2,2,11,2,2,3,4,4,4,4,3,2,3,3,3,2,2,2,3,2,1,1,1936
1,122,2449,2,2,3,2,2,1,2,2,3,3,2,5,2,2,4,1,2,1,1,2,1,1,4,1,1,6517
1,122,2450,2,1,4,2,1,1,2,2,4,3,2,3,3,4,3,9,2,1,2,4,2,2,3,2,1,7854
1,122,2451,2,1,4,2,1,1,2,2,3,4,2,3,3,2,2,7,2,2,1,3,1,1,3,2,1,8782
1,122,2452,2,1,4,2,1,9,2,2,1,1,1,1,1,1,1,1,1,1,5,6,1,2,4,2,1,8126
1,122,2453,2,1,4,2,2,5,2,2,3,4,3,1,3,2,11,6,2,2,1,1,1,2,4,2,1,8167
1,122,2454,2,1,4,2,2,9,2,2,3,2,3,2,4,2,2,2,2,1,4,3,2,2,2,2,1,5763
1,122,2455,2,1,4,2,2,9,2,2,3,3,3,3,3,3,2,8,2,2,2,2,2,1,2,2,1,8701
1,122,2456,2,1,4,2,2,8,2,2,3,2,1,3,2,2,1,11,1,3,2,2,1,1,3,1,1,2805
1,122,2457,2,1,4,2,2,9,2,2,3,3,3,3,3,3,11,11,3,3,1,1,1,1,3,1,1,8120
1,122,2458,2,2,4,2,2,9,1,2,3,1,3,3,3,2,2,3,3,2,2,3,1,1,4,2,1,6612
1,122,2459,2,2,4,2,2,9,2,2,3,3,2,4,3,2,3,3,2,3,3,3,1,2,2,2,1,8166
1,122,2460,2,1,4,2,2,1,2,2,3,2,3,3,3,2,2,2,2,1,1,3,2,2,4,2,1,8940
1,122,2461,2,1,4,2,2,1,2,2,3,2,2,3,2,3,2,7,2,3,3,3,1,1,4,1,1,7640
1,122,2462,2,2,4,2,2,9,2,2,3,2,4,3,1,2,1,2,1,2,1,4,1,1,4,2,1,7630
1,122,2463,2,1,4,2,2,12,2,2,3,3,3,3,3,2,2,2,3,2,1,4,1,2,4,2,1,1979
1,122,2464,2,1,4,2,2,2,2,2,3,1,1,3,3,2,1,2,2,3,2,2,2,2,3,2,1,8959
1,122,2465,2,1,4,2,2,11,2,2,1,3,2,2,3,1,5,7,2,2,1,4,1,1,4,2,1,7249
1,122,2466,2,1,4,2,2,1,2,2,2,2,3,3,2,2,2,2,1,2,1,3,1,2,3,2,1,8135
1,122,2467,2,1,4,2,2,1,2,2,2,2,2,2,2,2,2,2,1,2,3,3,1,2,4,2,1,1914
1,122,2468,2,1,4,2,2,1,2,2,2,1,1,2,3,3,2,2,2,3,2,2,2,1,2,2,1,7229
1,122,2469,2,1,4,2,2,10,2,2,2,3,2,2,2,3,3,11,1,2,4,4,2,2,2,2,1,1179
1,122,2470,2,1,4,2,2,9,1,2,2,3,3,2,3,2,2,2,2,1,1,4,1,1,4,2,1,8778
1,122,2471,2,2,4,2,2,9,3,2,2,2,2,2,2,2,2,2,1,2,1,3,2,1,3,2,1,8639
1,122,2472,2,1,5,2,2,8,2,2,3,3,3,3,3,2,3,3,2,2,1,3,1,2,4,1,1,8619
1,122,2473,2,1,5,2,2,2,2,2,3,3,3,3,3,2,2,2,2,2,1,2,1,2,3,2,1,4104
1,122,2474,2,2,5,2,2,2,2,2,3,3,1,3,3,2,3,12,3,1,2,2,1,2,4,2,1,6518
1,122,2475,2,1,5,2,2,9,3,2,2,1,2,2,2,3,1,7,3,3,1,3,1,1,4,1,1,8622
1,122,2476,2,2,5,2,2,8,2,2,2,3,3,3,3,2,5,2,3,2,1,4,1,1,4,1,1,1107
1,122,2477,2,1,5,2,1,1,2,2,4,3,3,3,3,3,2,8,3,3,1,4,2,2,4,1,1,8709
1,122,2478,2,2,4,4,3,9,1,4,2,1,1,1,1,1,1,1,1,1,1,4,2,2,2,2,6,8627
1,122,2479,2,1,1,4,3,9,2,4,2,2,2,2,3,3,3,3,1,2,1,1,3,3,1,2,6,8110
1,122,2480,2,1,2,4,3,5,4,4,2,3,3,3,3,3,3,3,3,3,4,5,3,4,4,2,6,8708
1,122,2481,2,1,3,4,3,9,4,4,2,4,4,4,4,1,1,11,1,1,2,4,3,2,4,2,6,8367
1,122,2482,2,1,4,4,5,9,3,4,3,3,1,3,3,4,2,7,2,3,2,4,2,2,1,1,7,8359
1,122,2483,2,2,4,4,5,9,3,4,3,1,1,2,4,2,5,11,2,3,1,1,2,2,2,2,7,8134
1,122,2484,2,2,4,4,5,1,4,3,1,3,3,2,1,3,8,6,1,3,4,4,3,3,4,2,7,6107
1,122,2485,2,2,4,4,5,4,3,3,2,3,1,1,2,1,5,2,1,3,4,3,3,3,2,1,7,8706
1,122,2486,2,2,6,4,5,5,2,3,3,3,4,4,3,2,2,6,5,3,3,2,2,5,1,1,7,8225
1,122,2487,2,1,1,4,4,1,4,4,4,3,4,4,3,2,3,6,3,3,4,3,2,2,1,2,7,8767
1,122,2488,2,1,2,4,5,9,2,3,4,4,4,4,3,2,6,6,3,2,1,1,2,2,2,2,7,4130
1,122,2489,2,2,2,4,5,11,3,3,2,1,2,2,1,3,1,2,1,1,4,4,4,1,1,2,7,4825
1,122,2490,2,1,3,4,5,6,4,4,1,1,2,2,1,1,1,4,1,2,5,1,2,2,2,2,7,6529
1,122,2491,2,1,3,4,5,9,4,4,1,5,5,5,5,4,3,9,5,4,5,6,4,5,5,1,7,4124
1,122,2492,2,1,3,4,5,1,4,4,2,1,2,1,1,3,8,1,2,3,4,5,2,2,1,2,7,7662
1,122,2493,2,1,3,4,4,9,4,4,3,4,4,1,3,1,3,3,3,3,1,4,2,1,2,2,7,6625
1,122,2494,2,1,3,4,5,8,4,3,1,1,1,2,2,3,1,8,1,3,1,1,2,1,1,2,7,5812
1,122,2495,2,1,3,2,3,9,1,2,3,3,5,2,5,2,2,2,1,3,2,1,1,1,4,2,2,2833
1,122,2496,2,2,3,2,3,9,2,2,3,3,3,3,3,2,2,2,2,2,1,1,1,1,4,2,2,7821
1,122,2497,2,1,3,2,3,9,3,2,3,3,3,3,2,3,2,2,3,3,2,4,2,5,3,2,2,1111
1,122,2498,2,1,3,2,3,9,2,2,3,3,3,3,3,3,3,3,3,3,1,4,2,1,3,2,2,7611
1,122,2499,2,1,3,2,3,9,3,2,3,3,2,3,3,2,2,2,2,2,1,3,1,2,2,2,2,1607
1,122,2500,2,1,3,2,3,9,2,2,3,2,2,3,3,2,2,2,2,2,1,5,1,1,4,2,2,8939
1,122,2501,2,3,3,2,3,9,3,2,3,1,3,3,3,3,3,2,3,2,3,3,1,2,2,1,2,8342
1,122,2502,2,1,1,2,4,9,2,2,2,2,1,2,3,3,3,3,3,3,4,5,2,2,3,2,3,4133
1,122,2503,2,1,1,2,4,5,2,1,2,1,3,3,2,2,2,2,2,2,1,1,1,1,4,2,3,8987
1,122,2504,2,1,1,2,4,10,2,1,3,1,1,2,3,2,1,8,2,2,2,4,1,2,3,1,3,8747
1,122,2505,2,1,2,2,4,9,2,2,1,2,3,3,2,3,2,3,1,1,2,4,1,2,3,2,3,1603
1,122,2506,2,1,2,2,4,5,3,2,2,4,2,2,4,1,2,6,1,3,1,4,2,1,3,2,3,8232
1,122,2507,2,1,2,2,4,1,2,2,2,2,3,1,3,2,2,2,2,2,1,4,2,1,3,2,3,2026
1,122,2508,2,1,2,2,4,3,3,2,2,1,1,3,2,2,1,2,1,2,1,1,2,3,2,1,3,6644
1,122,2509,2,1,2,2,4,3,3,2,2,2,2,4,3,2,3,2,3,3,1,1,2,3,3,2,3,8934
1,122,2510,2,4,2,2,4,5,2,2,2,3,3,3,3,2,4,2,2,2,1,4,1,1,4,2,3,2828
1,122,2511,2,1,2,2,4,9,2,2,4,3,3,3,4,2,2,5,2,2,2,4,1,1,4,2,3,1678
1,122,2512,2,2,2,2,4,3,4,2,3,1,2,2,1,2,2,3,1,1,1,1,2,1,1,2,3,1106
1,122,2513,2,1,2,2,4,9,2,2,3,2,3,3,2,2,1,2,1,1,2,3,1,2,4,2,3,1280
1,122,2514,2,1,2,2,4,9,3,2,5,4,4,3,3,4,2,9,2,2,1,1,1,3,3,2,3,2063
1,122,2515,2,2,2,2,4,3,2,1,2,3,3,4,4,3,2,5,2,3,3,1,2,1,1,2,3,8961
1,122,2516,2,1,2,2,4,7,3,1,3,2,1,3,3,2,2,2,2,2,1,4,1,1,4,2,3,8903
1,122,2517,2,1,2,2,4,1,3,1,3,3,3,3,3,2,2,11,2,1,2,5,2,2,3,1,3,7649
1,122,2518,2,1,2,2,4,9,2,1,1,1,2,4,4,1,1,1,1,1,5,6,2,4,1,2,3,6642
1,122,2519,2,2,3,2,5,5,3,2,2,3,4,1,1,2,5,2,2,3,1,2,2,1,4,1,3,8984
1,122,2520,2,1,3,2,5,4,2,2,2,1,3,3,3,2,1,2,2,3,2,3,1,1,2,2,3,8139
1,122,2521,2,1,3,2,5,10,4,2,1,1,4,2,2,2,5,2,2,2,3,4,1,1,5,1,3,1972
1,122,2522,2,2,3,2,4,3,2,2,3,3,4,4,3,2,2,6,2,2,1,1,2,1,4,1,3,7247
1,122,2523,2,1,3,2,4,11,3,2,3,3,2,3,3,2,2,2,2,2,2,1,2,3,2,2,3,8112
1,122,2524,2,1,3,2,4,12,2,2,1,4,3,3,2,1,2,3,1,1,1,1,1,1,4,2,3,7257
1,122,2525,2,2,3,2,4,5,3,2,2,2,3,3,3,3,3,7,5,4,2,2,2,1,1,1,3,8958
1,122,2526,2,1,1,1,2,1,2,3,2,1,3,3,1,2,2,2,1,3,2,4,1,3,3,2,4,8929
1,122,2527,2,1,3,1,1,3,2,3,1,1,2,4,1,2,1,2,2,3,2,3,1,1,4,2,4,5807
1,122,2528,2,1,4,1,1,1,2,3,2,1,2,4,1,2,1,3,2,2,1,3,1,1,4,2,4,5808
1,122,2529,2,2,3,1,1,1,1,4,4,4,2,2,4,2,8,2,3,2,4,5,1,1,4,2,4,2950
1,122,2530,2,1,3,1,2,9,4,4,4,4,4,4,4,1,4,4,3,1,1,4,1,2,4,2,4,1424
1,122,2531,2,2,3,1,2,1,2,3,4,4,2,1,4,2,5,8,2,2,1,4,1,1,3,1,4,1949
1,122,2532,2,1,3,1,1,1,2,3,3,4,1,3,4,2,2,2,2,2,1,4,1,1,4,2,4,1977
1,122,2533,2,2,5,1,2,1,2,3,3,4,3,3,4,2,2,2,2,2,1,4,1,1,4,1,4,7767
1,122,2534,2,1,6,1,3,9,2,2,4,2,2,2,3,2,2,3,2,2,2,2,2,2,3,1,9,2000
1,122,2535,2,1,6,1,3,9,2,2,3,2,2,2,3,2,2,2,2,2,2,2,1,1,1,1,9,6147
1,122,2536,2,1,4,1,3,9,2,2,1,3,2,1,2,1,4,2,1,2,4,1,1,1,4,2,9,6508
1,122,2537,2,1,4,1,3,9,2,2,2,1,2,3,2,3,2,2,2,2,1,1,1,1,4,2,9,1714
1,122,2538,2,1,4,1,3,9,2,2,2,3,1,2,3,2,2,2,2,2,1,1,1,1,4,2,9,1616
1,122,2539,2,2,4,1,3,9,2,2,2,3,2,2,1,1,2,3,1,2,1,4,1,1,2,2,9,1903
1,122,2540,2,2,4,1,3,9,3,2,2,3,2,2,2,3,5,11,2,3,1,4,1,1,2,1,9,8141
1,122,2541,2,2,4,1,3,9,2,2,4,2,3,2,3,2,2,2,2,2,1,3,2,2,4,2,9,8625
1,122,2542,2,1,4,1,3,9,2,2,3,2,3,3,3,2,5,2,2,1,1,1,1,1,4,2,9,1726
1,122,2543,2,1,4,1,3,9,2,2,3,3,1,3,3,2,2,2,2,2,1,4,1,1,4,1,9,5056
1,122,2544,2,1,4,1,6,9,1,1,2,1,1,4,2,3,1,3,3,1,1,1,2,2,2,2,9,5813
1,122,2545,2,1,1,1,6,2,2,4,3,4,4,3,3,2,2,2,2,2,1,1,1,2,4,2,9,2079
1,122,2546,2,1,1,1,6,9,1,4,2,1,1,3,3,2,2,2,1,2,1,3,1,1,4,2,9,5810
1,122,2547,2,1,3,1,3,9,2,3,3,2,4,4,4,3,3,2,2,3,2,3,1,1,4,2,9,4813
1,122,2548,2,1,3,2,3,9,2,1,3,3,2,4,2,2,2,11,2,2,1,4,1,2,2,2,9,8753
1,122,2549,2,2,3,2,3,9,2,1,3,2,3,3,3,2,2,2,2,2,2,2,1,1,4,2,9,1258
1,122,2550,2,1,3,2,3,9,2,1,3,4,3,4,3,2,2,3,2,2,2,2,1,1,4,2,9,7243
1,122,2551,2,2,3,4,1,3,2,2,4,4,3,4,4,2,4,4,2,2,1,2,2,2,4,2,9,2074
1,122,2552,2,2,4,4,6,9,4,5,1,1,1,3,1,1,1,11,1,1,4,3,1,1,1,2,9,8156
1,122,2553,2,1,2,4,6,5,3,2,2,1,2,3,1,1,1,6,1,3,4,1,1,2,2,2,9,2733
1,122,2554,2,1,1,4,3,9,1,3,1,1,1,1,1,3,1,9,2,3,4,4,1,1,4,2,9,5824
1,122,2555,2,1,2,2,2,1,3,5,3,3,3,2,3,2,2,11,5,4,2,1,1,1,4,2,9,2043
1,122,2556,2,1,3,2,2,1,2,5,1,1,1,2,1,1,1,3,5,4,1,1,1,2,2,2,9,8922
1,122,2557,2,1,3,2,2,9,2,5,3,2,2,2,2,2,2,2,2,1,1,1,4,1,3,2,9,1737
1,122,2558,2,2,6,2,3,9,2,3,3,3,3,3,3,3,3,3,2,3,3,1,1,1,3,2,9,8111
1,122,2559,2,1,4,2,3,9,3,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,2,9,1621
1,122,2560,2,1,4,2,3,9,3,3,3,3,2,1,3,2,2,2,1,2,1,4,1,1,4,1,9,4100
1,122,2561,2,1,4,2,3,9,3,3,3,2,2,3,2,3,5,11,3,3,1,4,1,2,3,1,9,2830
1,122,2562,2,1,4,2,3,9,2,3,3,3,3,3,3,2,2,2,2,3,1,4,1,2,4,2,9,8936
1,122,2563,2,1,5,2,3,9,3,3,2,2,2,2,3,2,2,2,2,2,2,4,1,2,4,2,9,1633
1,122,2564,2,1,2,2,3,9,2,3,1,2,2,3,1,1,2,2,2,2,1,4,1,2,4,1,9,7654
1,122,2565,2,2,2,2,3,9,2,3,1,1,1,1,2,1,1,1,1,2,1,4,1,2,1,2,9,2874
1,122,2566,2,1,2,2,3,9,2,3,1,2,1,2,1,1,2,2,1,1,1,1,1,1,4,2,9,2891
1,122,2567,2,1,2,2,3,9,2,3,2,3,2,2,3,2,2,2,2,2,1,1,2,2,4,2,9,2019
1,122,2568,2,2,2,2,3,9,2,3,3,3,3,4,3,2,1,3,5,1,1,1,1,1,2,2,9,1110
1,122,2569,2,1,3,2,3,9,4,3,4,3,5,5,3,2,7,2,3,3,4,3,2,1,4,1,9,8100
1,122,2570,2,1,3,2,3,9,2,3,3,3,3,3,2,1,2,2,1,1,1,1,1,2,2,2,9,8322
1,122,2571,2,1,3,2,3,9,2,3,3,3,3,4,3,3,4,7,3,2,1,6,2,2,2,2,9,1670
1,122,2572,2,1,3,2,3,9,2,3,3,3,3,4,3,2,2,11,2,3,1,4,1,1,2,1,9,8974
1,122,2573,2,1,4,2,3,9,3,4,2,1,2,3,3,2,2,6,2,2,1,1,2,1,3,2,9,6528
1,122,2574,2,1,4,2,3,9,4,4,2,2,3,4,2,3,2,7,2,3,3,3,2,2,4,1,9,5833
1,122,2575,2,2,4,2,3,9,2,4,3,3,3,3,3,2,2,3,2,3,1,2,2,2,1,2,9,8368
1,122,2576,2,2,4,2,3,9,2,2,4,3,2,3,4,2,3,2,2,3,1,4,1,2,4,2,2,8323
1,122,2577,2,1,4,2,3,9,2,2,4,4,4,4,4,3,3,3,3,1,1,1,1,1,2,2,2,8335
1,122,2578,2,1,4,2,3,9,2,2,4,3,4,3,2,2,3,2,3,2,1,4,2,2,1,2,2,1715
1,122,2579,2,1,4,2,3,9,2,2,4,3,3,4,3,3,10,1,2,3,1,1,1,2,3,2,2,6117
1,122,2580,2,1,4,2,3,9,2,2,4,3,4,4,3,1,11,11,3,3,4,4,2,2,2,2,2,8312
1,122,2581,2,1,4,2,3,9,2,2,4,3,2,4,4,2,2,3,2,3,1,1,2,2,4,2,2,7233
1,122,2582,2,1,4,2,3,9,3,2,3,3,3,3,3,2,2,10,3,2,1,4,2,2,3,2,2,8163
1,122,2583,2,1,4,2,3,9,2,2,3,3,3,2,3,2,2,3,2,3,1,4,1,1,3,2,2,7642
1,122,2584,2,1,4,2,3,9,2,2,3,3,3,3,3,2,2,2,2,2,3,2,2,3,1,2,2,1641
1,122,2585,2,1,4,2,3,9,2,2,3,3,4,3,2,1,2,2,1,2,1,3,3,1,1,2,2,8326
1,122,2586,2,1,4,2,3,9,2,2,3,1,1,3,2,2,2,2,2,2,1,4,1,1,3,2,2,2616
1,122,2587,2,1,4,2,3,9,2,2,3,3,3,3,3,2,5,6,2,2,4,5,1,1,4,1,2,8179
1,122,2588,2,2,4,2,3,9,3,2,3,2,3,3,2,3,2,7,2,3,2,1,2,2,4,2,2,6618
1,122,2589,2,2,4,2,3,9,3,2,1,2,1,1,1,1,2,9,1,2,1,1,2,1,4,2,2,8603
1,122,2590,2,1,4,2,3,9,3,2,1,2,2,3,2,1,2,2,2,2,1,4,1,2,2,2,2,7203
1,122,2591,2,1,4,2,3,9,2,2,1,1,2,2,2,1,1,2,1,1,1,3,2,2,4,2,2,7202
1,122,2592,2,1,4,2,3,9,2,2,1,1,1,1,1,1,2,9,2,2,5,6,1,2,3,2,2,6502
1,122,2593,2,1,4,2,3,9,2,2,1,1,1,1,1,1,4,1,1,1,5,6,1,1,4,2,2,4814
1,122,2594,2,1,4,2,3,9,3,2,1,2,1,3,1,1,2,6,3,3,1,4,2,2,3,1,2,2834
1,122,2595,2,2,4,2,3,9,2,2,1,3,1,1,2,1,2,1,1,1,1,4,1,1,3,2,2,2050
1,122,2596,2,1,4,2,3,9,3,2,1,1,1,1,1,1,1,3,1,1,2,4,2,1,4,2,2,8909
1,122,2597,2,1,4,2,3,3,2,2,1,1,1,1,1,1,2,2,1,3,1,1,2,2,4,2,2,1119
1,122,2598,2,1,4,2,3,9,2,2,1,1,1,1,1,1,1,1,1,1,5,6,1,2,2,2,2,8159
1,122,2599,2,2,4,2,3,9,2,2,1,1,1,1,1,1,1,1,1,1,1,6,1,2,2,2,2,7617
1,122,2600,2,1,4,2,3,9,2,2,1,1,1,1,1,1,1,1,1,1,1,1,4,2,1,2,2,1212
1,122,2601,2,1,4,2,3,9,3,2,1,2,3,3,1,1,6,6,1,1,1,1,1,2,3,2,2,5512
1,122,2602,2,1,4,2,3,9,3,2,1,2,3,3,3,1,2,2,1,3,1,5,1,1,4,2,2,8122
1,122,2603,2,1,4,2,3,9,2,2,1,1,1,1,1,1,2,3,1,3,2,1,2,2,2,1,2,6539
1,122,2604,2,1,4,2,3,9,2,2,1,2,1,2,3,1,1,2,1,3,3,5,2,2,4,2,2,6510
1,122,2605,2,1,4,2,3,11,3,2,2,1,1,2,3,2,1,6,2,2,1,1,2,2,2,2,2,1113
1,122,2606,2,1,4,2,3,11,2,2,2,1,1,1,2,4,2,9,5,3,1,6,1,1,4,2,2,2066
1,122,2607,2,1,4,2,3,9,2,2,2,1,1,2,2,1,1,2,3,2,1,4,1,2,1,2,2,8914
1,122,2608,2,1,4,2,3,9,2,2,2,2,3,3,3,3,2,3,2,2,1,4,2,2,2,2,2,2814
1,122,2609,2,1,4,2,3,9,2,2,2,2,1,2,3,2,2,2,2,2,3,3,1,1,4,2,2,8734
1,122,2610,2,1,4,2,3,9,2,2,2,2,1,2,2,1,2,2,1,3,1,4,1,2,4,2,2,4150
1,122,2611,2,1,4,2,3,9,2,2,2,3,3,3,2,2,2,2,2,2,2,3,1,1,4,2,2,1669
1,122,2612,2,1,4,2,3,9,2,2,2,2,3,3,3,2,2,2,2,3,2,3,2,1,3,2,2,8148
1,122,2613,2,1,4,2,3,9,2,2,2,1,2,3,2,2,2,2,3,3,4,3,1,2,4,1,2,8919
1,122,2614,2,1,4,2,3,9,3,2,2,2,3,3,2,2,1,3,2,1,1,4,2,2,3,2,2,4859
1,122,2615,2,1,4,2,3,9,2,2,2,3,3,3,2,2,2,2,2,2,1,3,2,2,3,2,2,8765
1,122,2616,2,2,4,2,3,9,2,2,2,1,1,2,2,2,2,2,2,2,1,1,1,1,4,2,2,8717
1,122,2617,2,1,4,2,3,9,2,2,2,2,4,3,1,2,4,11,1,1,1,1,1,2,2,2,2,1622
1,122,2618,2,1,4,2,3,9,2,2,2,2,1,2,2,2,2,2,2,1,2,2,1,1,4,2,2,7512
1,122,2619,2,1,4,2,3,9,2,2,2,3,3,2,4,2,2,2,2,2,4,4,1,2,2,2,2,7504
1,122,2620,2,1,4,2,3,9,2,2,2,3,3,3,3,2,2,2,2,1,1,4,2,2,2,2,2,7254
1,122,2621,2,1,4,2,3,9,3,2,2,3,2,2,3,1,11,3,1,2,4,3,2,3,1,2,2,6928
1,122,2622,2,3,4,2,3,9,2,2,2,3,2,3,2,1,2,2,2,2,2,3,1,1,4,2,2,8781
1,122,2623,2,1,4,2,3,9,2,2,2,2,1,2,2,1,1,2,1,2,1,1,2,2,4,2,2,8371
1,122,2624,2,1,4,2,3,9,2,2,2,1,2,3,1,2,2,2,2,2,2,3,2,2,3,2,2,1609
1,122,2625,2,1,4,2,3,9,2,2,2,3,2,3,3,2,2,2,2,2,1,1,1,1,4,2,2,8780
1,122,2626,2,1,4,2,3,9,2,2,2,2,2,2,2,2,2,2,2,2,1,1,2,2,2,2,2,6620
1,122,2627,2,1,4,2,3,9,2,2,2,3,3,3,3,2,2,2,5,3,1,1,1,5,2,2,2,7820
1,122,2628,2,1,4,2,3,9,3,2,3,3,2,3,4,2,2,11,2,2,1,1,2,3,1,2,2,7645
1,122,2629,2,2,4,2,3,9,2,2,3,2,2,2,3,2,2,2,2,2,1,3,1,2,2,2,2,7647
1,122,2630,2,2,4,2,3,9,3,2,3,3,5,2,3,2,2,2,2,2,2,3,2,2,2,2,2,8137
1,122,2631,2,2,4,2,3,9,2,2,3,3,2,2,3,2,4,2,2,3,1,1,1,1,4,2,2,2862
1,122,2632,2,1,4,2,3,9,2,2,3,2,2,3,1,1,2,3,1,1,1,4,2,1,3,2,2,4112
1,122,2633,2,1,4,2,3,9,2,2,3,2,3,3,3,3,4,2,2,3,1,3,1,1,4,1,2,8204
1,122,2634,2,1,4,2,3,9,2,2,3,3,4,4,4,2,2,3,2,3,1,2,1,1,4,1,2,5624
1,122,2635,2,1,4,2,3,9,3,2,3,2,2,3,2,2,2,3,3,1,1,1,2,1,3,2,2,8954
1,122,2636,2,1,4,2,3,9,2,2,3,3,3,3,3,2,2,3,2,3,1,4,1,2,3,2,2,8174
1,122,2637,2,1,4,2,3,9,5,2,3,2,3,2,3,3,3,3,3,4,2,3,1,1,2,2,2,8983
1,122,2638,2,1,4,2,3,9,2,2,3,3,3,3,2,2,2,2,2,2,2,1,4,2,2,2,2,8621
1,122,2639,2,1,4,2,3,9,2,2,3,3,3,3,3,2,2,2,3,2,1,1,2,2,2,2,2,1700
1,122,2640,2,1,4,2,3,9,3,2,3,3,2,3,3,2,2,2,2,2,2,4,1,1,3,2,2,8620
1,122,2641,2,1,5,2,3,9,2,2,1,1,1,1,1,1,1,1,1,1,5,6,2,2,3,2,2,6526
1,122,2642,2,2,5,2,3,9,2,2,1,1,1,1,1,1,1,1,1,1,5,6,2,2,3,1,2,6507
1,122,2643,2,2,5,2,3,9,3,2,1,4,4,4,4,1,3,2,1,3,4,1,1,1,1,2,2,7517
1,122,2644,2,2,5,2,3,9,2,2,1,1,1,1,1,1,2,2,2,2,1,1,2,2,2,2,2,6611
1,122,2645,2,1,5,2,3,9,2,2,2,3,3,3,2,3,11,5,1,3,1,4,1,3,3,2,2,7612
1,122,2646,2,1,5,2,3,9,3,2,2,2,1,3,3,2,2,2,2,2,1,4,1,1,2,2,2,8626
1,122,2647,2,1,5,2,3,9,2,2,2,1,2,3,1,2,1,2,1,1,1,3,1,1,3,2,2,8118
1,122,2648,2,1,1,2,3,9,2,2,2,3,3,3,2,2,2,2,2,2,1,4,1,1,4,2,2,8945
1,122,2649,2,2,1,2,3,9,2,2,4,4,3,3,3,2,2,2,2,2,1,4,2,2,2,2,2,2003
1,122,2650,2,1,2,2,3,11,2,2,3,1,3,2,1,1,2,3,1,1,4,1,2,1,2,2,2,6626
1,122,2651,2,1,2,2,3,9,2,2,3,4,3,2,2,2,2,2,2,2,1,3,1,1,3,2,2,2076
1,122,2652,2,2,2,2,3,9,2,2,3,3,3,3,3,2,3,2,2,3,3,3,2,2,3,2,2,6636
1,122,2653,2,1,2,2,3,9,2,2,3,2,1,3,3,2,3,2,2,2,2,3,1,2,2,2,2,2046
1,122,2654,2,1,2,2,3,9,1,2,3,3,2,3,3,2,2,2,2,3,1,4,2,2,2,2,2,8740
1,122,2655,2,1,2,2,3,9,2,2,3,3,2,2,3,1,2,2,2,1,4,5,1,1,2,2,2,8758
1,122,2656,1,1,1,2,3,9,3,2,3,3,1,1,3,1,2,2,2,2,1,1,2,2,2,2,2,6922
1,122,2657,1,1,1,2,3,9,3,2,2,1,1,3,4,2,1,3,3,3,1,1,1,1,2,2,2,3802
1,122,2658,1,1,2,2,3,9,3,2,3,3,3,3,3,2,2,2,2,2,2,2,2,2,4,2,2,2422
1,122,2659,1,1,2,2,3,9,3,2,2,3,3,4,3,2,2,2,2,2,1,4,2,2,2,2,2,2630
1,122,2660,2,1,3,3,4,3,3,2,4,2,4,3,3,3,6,2,3,2,4,4,2,2,2,2,8,4111
1,122,2661,2,1,3,3,4,12,1,2,3,2,3,3,3,2,8,2,2,3,1,4,2,2,1,1,8,7657
1,122,2662,2,1,3,3,4,12,1,2,3,2,3,3,3,2,8,2,2,3,1,4,2,2,1,1,8,7657
1,122,2663,2,1,3,3,4,6,3,2,3,3,3,3,3,3,3,6,3,2,3,6,3,2,1,1,8,6503
