CARD.,DECK.,BALLOT.,Q.1.,Q.2.,Q.3.,Q.4.,Q.5.,Q.6.,Q.8.,Q.9.,Q.10.,Q.11.,Q.12.,Q.13.,Q.15.,Q.16.,Q.18.,Q.19.,Q.20.,Q.22.,Q.23.,Q.24.,Q.25.,Q.26.,Q.26..1,Q.26..2,Q.26..3,Q.26..4,Q.26..5,Q.26..6,Q.26..7,Q.26..8,Q.27.,Q.28.,Q.29.,Q.30.,Q.31.,Q.32.,Q.33.,Q.34.,Q.35.,Q.36.,Q.37.,Q.38.,Q.39.,Q.40A.,Q.40B.,Q.40C.,Q.40D.,Q.40.,Q.40F.,Q.40G.,Q.41.,Q.42A.,Q.42B.,Q.42C.,Q.42D.,Q.42E.,Q.43.,Q.44.,Q.45.,Q.46.,Q.47.,Q.48.,Q.49.,Q.50.,Q.51.,Q.51..1,Q.51..2,Q.51..3,Q.51..4,Q.51..5,CARD..1,DECK..1,BALLOT..1,X.,X..1,X..2,Q.52.,Q.53.,Q.54.,Q.55.,Q.56.,Q.57.,Q.58.,Q.59.,Q.60.,Q.61.,Q.62.,Q.63.,Q.64.,Q.65.,Q.66.,Q.67.,Q.68.,Q.69A.,Q.69B.,Q.69C.,Q.69D.,Q.69E.,V.71.
2,146,142,1,22,4,3,4,4,2,4,3,4,2,11,4,2,1,1,4,1,2,1,2,1,1,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,146,143,2,5,3,5,3,1,1,1,4,4,2,1,3,1,3,3,2,2,3,2,1,2,2,2,2,2,1,2,2,2,1,1,3,1,1,5,3,2,1,3,5,2,1,2,1,2,1,1,2,1,2,1,1,3,1,2,4,6,1,1,2,2,2,1,2,2,2,2,2,1,2,146,143,2,2,2,1,3,2,4,4,1,4,4,3,3,2,5,4,2,3,2,3,2,1,1,1,1,4
1,146,144,2,9,5,6,4,1,1,1,4,4,3,1,2,1,3,2,3,4,3,1,1,1,2,1,1,2,1,2,2,2,1,3,3,1,1,5,3,2,2,3,4,1,1,2,1,1,1,1,1,2,3,3,3,3,3,3,6,7,2,2,1,2,3,1,1,1,2,2,2,2,2,146,144,2,2,2,1,3,2,4,3,2,4,4,3,3,2,5,4,2,1,5,3,2,1,2,1,2,4
1,146,145,3,5,5,5,1,1,1,1,5,4,2,1,3,2,1,2,2,4,1,2,1,2,2,2,1,2,1,2,2,2,1,3,3,1,1,4,3,2,1,2,4,2,1,2,1,2,1,2,1,2,1,1,3,3,3,1,5,6,2,1,4,1,2,1,2,2,1,1,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,146,145,1,22,4,2,2,4,2,3,4,4,3,32,5,2,2,2,4,3,2,1,2,1,2,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,146,146,3,6,6,5,3,1,1,1,4,4,2,1,2,3,3,2,3,4,2,1,1,1,2,1,1,2,1,2,2,2,1,3,3,2,1,5,3,3,2,3,2,1,1,1,1,2,2,1,1,1,1,3,1,3,3,3,2,6,1,1,4,3,2,1,2,2,2,1,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,146,146,1,22,2,3,2,4,3,2,2,4,2,32,5,2,2,2,4,3,2,1,1,1,1,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,146,147,4,6,2,5,3,1,1,1,4,4,2,1,1,3,1,2,3,4,2,1,1,2,2,2,2,2,2,1,2,2,1,3,3,1,1,5,3,3,2,3,5,1,2,2,1,2,1,2,1,2,3,3,1,3,3,3,2,6,1,1,4,2,3,1,1,2,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,146,147,2,22,1,2,2,3,4,4,4,4,3,32,5,2,2,3,5,3,2,0,2,1,1,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,146,148,1,9,5,3,5,4,3,1,5,4,2,1,2,3,3,2,2,3,2,2,1,1,2,1,1,1,1,2,2,2,1,3,3,1,1,4,3,2,2,2,0,1,1,2,1,2,1,1,2,2,1,0,1,0,0,1,2,6,1,2,3,2,2,1,2,2,2,1,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,146,148,2,22,4,3,2,3,6,1,4,4,3,32,5,2,2,1,5,3,2,2,2,1,1,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,146,149,3,11,4,5,1,2,2,1,6,5,3,1,2,2,0,2,2,3,2,2,1,1,1,1,1,1,1,2,2,2,1,3,3,1,0,5,3,0,1,1,0,1,1,2,1,2,2,1,1,2,1,0,1,0,0,0,0,0,1,1,3,2,1,1,1,1,1,1,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,146,149,2,22,3,0,0,1,1,2,0,0,0,32,5,2,0,1,4,3,2,1,2,1,1,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,146,150,1,6,2,6,1,1,1,1,4,4,2,1,2,2,1,1,1,2,3,3,1,1,2,2,1,2,2,2,2,2,1,2,3,1,1,5,3,3,2,1,5,2,1,2,1,2,1,1,1,2,1,3,1,3,3,3,2,6,2,2,2,2,2,1,1,2,1,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,146,150,2,22,1,1,2,1,0,1,3,4,1,32,5,2,2,1,5,3,2,2,2,1,1,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,146,151,5,6,8,5,3,1,1,1,4,4,3,1,1,1,2,3,2,4,1,1,1,1,2,1,1,2,1,2,2,2,1,3,3,1,1,5,3,3,1,2,4,1,1,2,2,2,1,1,2,2,3,3,1,1,3,3,2,6,2,2,4,1,1,1,1,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,146,151,2,22,4,3,0,1,1,1,1,3,1,20,3,2,2,1,3,3,2,1,2,1,1,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,146,152,4,3,3,2,1,1,1,1,3,2,2,1,2,2,1,1,3,3,1,1,1,1,2,2,2,2,2,2,2,2,1,2,3,1,1,5,3,3,2,3,3,1,1,1,1,1,2,1,1,1,1,2,1,1,2,1,3,3,1,1,2,2,1,2,1,2,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,146,152,2,22,1,1,2,1,1,3,1,3,1,32,5,2,2,1,4,3,1,1,2,1,1,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,146,153,3,5,6,5,3,5,2,1,4,4,2,1,2,2,2,2,2,4,2,2,1,1,2,1,1,2,1,2,2,2,1,3,3,1,1,5,3,2,1,2,1,1,1,2,1,2,1,1,2,2,2,3,3,3,3,3,6,7,1,1,4,1,2,1,1,2,1,1,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,146,153,1,22,2,2,2,1,1,3,1,3,1,32,5,2,2,3,4,3,2,2,2,1,1,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,146,154,4,9,6,3,5,1,1,1,5,4,2,1,1,2,3,4,2,4,2,1,1,2,2,2,1,1,1,2,2,2,1,3,3,1,1,5,3,2,1,2,4,1,1,2,1,2,1,1,2,2,1,0,1,1,0,0,2,6,1,1,4,2,2,1,2,2,1,1,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,146,154,2,22,1,2,2,2,0,1,4,4,3,32,5,2,2,1,4,2,2,1,2,1,1,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,146,155,3,9,0,7,1,4,2,2,6,4,3,3,2,2,3,1,1,4,1,1,1,2,1,2,2,1,2,2,2,2,1,2,3,1,1,5,3,3,1,3,5,1,1,2,1,1,2,2,2,2,1,2,1,3,3,3,2,6,1,2,4,1,2,1,2,1,1,2,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,146,155,2,22,1,0,1,0,0,2,1,3,1,11,4,0,0,0,0,0,0,0,0,0,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,146,156,3,3,5,0,1,1,1,1,4,4,4,3,0,3,0,0,0,0,0,0,0,2,2,2,2,2,2,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,2,1,2,3,3,3,1,1,4,0,1,1,2,3,4,1,2,2,2,2,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,146,156,2,22,4,0,0,0,0,0,0,0,0,0,0,3,2,3,5,3,0,1,1,1,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,146,157,3,9,6,6,3,1,1,1,5,2,2,3,3,3,0,1,2,4,2,1,1,1,1,1,1,1,1,2,2,2,1,3,3,1,1,5,3,3,2,3,5,1,1,2,1,2,1,2,1,1,1,1,1,3,1,1,5,1,1,2,4,1,1,1,1,2,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,146,157,2,22,1,2,1,1,1,2,1,3,1,11,4,1,1,1,4,2,2,1,1,1,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,146,158,1,10,4,3,4,1,1,1,4,5,2,3,3,2,3,4,1,4,1,2,1,2,2,2,1,2,2,2,2,2,1,3,1,1,1,1,1,0,1,1,2,2,1,1,2,1,2,1,2,1,3,3,3,3,3,3,6,7,3,2,4,1,2,1,2,2,2,1,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,146,158,2,22,3,1,3,1,1,1,4,4,3,11,4,4,1,1,3,3,1,1,1,1,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,146,159,3,8,6,5,4,4,3,2,4,3,3,3,3,2,3,3,2,4,1,1,1,2,1,1,1,2,1,2,2,2,2,4,4,4,6,6,4,4,3,4,6,1,1,2,1,2,1,1,2,2,3,0,0,1,1,1,3,6,1,2,4,1,1,1,2,2,2,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,146,159,2,22,0,3,4,1,3,2,1,3,1,11,4,2,2,3,5,3,2,2,1,1,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,146,160,3,9,2,6,4,4,3,1,5,2,1,3,0,2,1,1,2,4,1,3,3,2,2,2,2,2,1,2,2,2,2,4,4,4,6,6,3,3,3,4,5,1,2,2,1,1,1,1,1,2,3,2,1,3,3,3,2,2,3,2,1,3,1,4,2,2,2,2,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,146,160,2,22,3,0,4,1,1,1,1,3,2,11,4,3,2,1,4,3,1,2,1,1,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,146,161,5,6,5,7,5,5,2,2,6,2,1,3,3,1,3,2,3,1,2,1,1,2,2,2,1,1,1,1,2,2,1,2,3,1,2,2,3,3,1,4,0,2,1,1,2,1,2,1,1,1,1,3,1,3,1,1,0,6,3,2,2,1,1,1,2,2,2,1,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,146,161,2,22,0,2,2,1,1,1,1,3,1,11,4,0,2,3,1,2,2,2,2,2,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,146,162,3,6,3,5,3,1,1,2,5,6,5,3,2,2,2,1,1,4,1,1,1,1,2,2,1,2,1,1,2,2,1,2,3,1,1,5,4,4,2,2,0,1,1,2,2,1,1,2,1,1,1,0,1,0,1,0,0,4,3,2,4,1,1,1,1,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,146,162,2,22,3,1,1,1,1,1,1,3,1,13,3,1,2,2,4,3,2,1,1,1,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,146,163,1,3,3,6,4,4,3,1,4,2,1,3,2,2,3,2,1,4,1,3,1,1,1,2,1,1,1,2,2,2,2,4,4,4,6,6,1,0,3,4,0,1,1,2,1,1,1,2,2,1,1,3,3,3,3,3,6,7,1,2,4,1,1,1,1,1,1,1,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,146,163,2,22,0,0,1,1,1,1,2,4,1,10,1,1,2,1,4,3,2,2,1,1,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,146,164,3,8,2,6,3,1,1,1,5,6,5,3,3,1,3,1,1,4,1,2,1,1,2,1,1,2,1,1,2,2,1,3,3,1,1,5,3,3,2,3,6,0,1,2,1,1,2,1,0,0,1,3,3,3,3,3,6,7,1,1,4,1,1,1,1,2,1,1,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,146,164,2,22,3,3,4,1,1,1,1,3,1,11,4,2,2,3,0,3,2,2,1,1,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,146,165,3,6,5,7,4,5,2,1,6,3,3,3,3,2,3,4,3,4,1,1,1,2,2,2,2,1,1,2,2,2,2,4,4,4,6,6,3,3,3,4,2,1,1,2,2,2,2,2,2,1,1,1,1,3,3,1,0,6,1,2,4,1,1,1,2,2,2,2,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,146,165,2,22,1,3,1,1,1,2,1,3,2,13,3,2,2,1,4,2,2,1,1,1,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,146,166,7,8,7,7,4,5,2,1,5,3,2,3,2,2,3,2,1,4,1,1,1,1,2,1,1,2,1,2,2,2,1,3,3,1,1,5,3,1,2,1,6,1,1,2,1,2,2,1,1,2,3,0,0,1,2,1,3,6,1,2,4,1,1,1,1,2,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,146,166,2,22,3,2,2,1,1,2,1,3,1,13,3,2,2,2,5,2,2,2,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,146,167,2,0,5,6,2,1,1,1,5,2,1,3,3,2,3,4,3,2,2,2,1,2,2,2,2,2,1,2,2,2,1,2,3,1,2,2,3,3,1,3,3,2,1,2,1,2,0,1,2,1,1,0,0,0,0,1,0,6,1,1,2,2,2,1,1,2,2,2,2,2,2,146,167,2,2,2,2,3,4,1,1,1,2,4,2,1,1,4,2,2,1,2,2,2,2,1,2,1,2
1,146,168,4,4,7,6,4,5,3,1,5,2,1,3,2,3,2,2,1,4,2,2,1,2,2,2,1,1,1,1,2,2,2,4,4,4,6,6,3,3,3,4,5,2,1,2,1,2,2,1,2,1,1,0,0,0,1,1,5,6,1,2,4,1,2,1,2,2,2,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,146,168,2,22,5,3,3,1,1,1,1,3,1,11,4,3,2,1,5,2,2,2,2,1,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,146,169,1,10,3,0,2,4,5,1,4,3,3,3,2,2,2,2,1,3,1,2,1,1,2,1,1,2,1,2,2,2,1,2,3,1,1,5,3,2,2,3,4,1,1,2,1,2,1,2,2,1,1,0,1,0,1,1,2,6,1,2,3,1,2,1,1,2,2,1,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,146,169,2,22,1,2,1,1,1,2,2,4,1,11,4,2,2,1,3,2,2,1,1,1,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,146,170,1,7,8,6,2,1,1,2,6,2,1,3,3,1,3,2,2,3,3,2,1,2,2,2,1,2,1,1,2,2,1,3,3,2,1,5,3,3,2,1,2,2,1,1,1,2,2,2,1,1,2,3,3,3,1,1,0,0,2,2,2,1,2,2,2,2,2,1,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,146,170,2,22,0,0,0,1,1,2,2,4,1,11,4,1,2,1,4,3,2,2,1,1,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,146,171,3,8,3,5,1,1,1,1,5,2,1,3,2,3,3,2,2,4,2,2,1,2,2,2,2,2,2,1,2,2,1,2,3,1,1,4,4,0,2,2,2,2,1,2,1,2,2,1,0,1,3,0,0,0,1,0,4,6,2,2,3,1,2,1,1,2,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,146,171,2,22,2,3,0,1,1,1,1,3,1,13,3,2,2,1,5,4,2,0,2,1,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,146,172,2,9,4,5,4,1,1,1,5,2,1,3,3,1,3,3,2,3,2,2,1,2,2,2,1,1,1,1,2,2,1,3,3,1,1,5,4,4,3,4,5,2,1,2,1,2,2,1,2,2,3,3,3,3,3,1,5,6,2,2,3,1,2,1,2,2,2,1,1,1,2,146,172,2,2,2,2,2,2,1,1,1,1,3,1,1,1,4,2,2,3,4,2,2,2,2,2,2,2
1,146,173,1,9,5,2,4,1,1,1,5,2,1,0,1,1,3,1,2,1,2,3,1,2,2,2,2,2,2,1,2,2,1,2,3,3,1,5,4,0,2,3,2,2,1,2,1,2,0,2,2,0,3,0,0,1,1,0,3,6,3,2,3,2,4,1,1,2,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,146,173,2,22,1,3,1,1,1,4,1,1,0,0,0,2,2,1,4,1,2,2,1,2,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,146,174,2,5,5,7,3,1,1,2,5,2,1,3,3,3,3,4,2,4,1,2,1,2,2,1,2,2,2,2,2,2,1,2,3,1,1,4,3,3,1,3,2,2,1,2,1,2,1,1,1,1,1,3,3,1,1,1,0,6,1,1,2,1,4,1,1,2,2,2,2,2,2,146,174,2,2,2,1,3,4,1,1,1,1,3,1,1,0,4,2,2,1,5,1,2,1,1,2,2,2
1,146,175,5,0,4,0,0,1,1,0,2,1,1,3,3,2,2,1,2,3,1,2,1,2,1,2,2,1,1,2,2,2,2,4,4,4,6,6,3,0,3,4,0,1,1,2,1,2,2,1,1,2,3,3,1,0,3,3,2,2,1,2,3,1,1,1,2,1,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,146,175,2,22,1,2,1,1,0,3,1,3,1,14,1,2,2,1,1,1,2,2,1,1,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,146,176,3,8,4,6,1,1,1,1,5,2,1,3,2,1,1,2,1,2,1,0,1,2,2,2,1,2,1,2,2,2,1,3,3,1,1,5,4,4,2,1,5,1,1,2,1,2,1,2,2,1,1,1,1,3,3,3,2,6,1,2,2,1,2,1,1,2,1,1,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,146,176,2,22,1,0,0,1,0,1,1,1,1,11,4,2,2,1,4,2,2,1,1,1,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,146,177,1,3,0,6,3,1,1,1,4,4,1,3,1,2,3,4,2,1,2,1,1,1,2,2,2,2,2,2,2,2,1,1,3,3,2,2,3,1,2,1,5,2,1,2,2,1,1,2,1,1,1,0,0,0,0,0,0,0,1,1,2,2,1,1,2,2,2,2,2,2,2,146,177,1,2,2,3,0,2,2,6,1,4,4,3,2,0,1,3,1,2,1,3,1,2,0,1,2,2
1,146,178,5,6,4,5,4,5,2,1,6,2,1,3,0,1,3,4,2,3,2,3,2,1,2,2,1,2,1,1,2,2,1,2,3,1,2,4,3,2,2,3,5,1,1,2,1,1,1,1,2,1,1,3,3,3,2,1,5,6,1,2,2,1,2,2,1,2,2,1,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,146,178,2,22,2,2,2,2,5,2,1,3,1,11,4,2,2,3,5,3,1,1,1,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,146,179,4,7,6,5,5,1,1,1,6,2,2,3,2,3,3,2,2,3,2,2,1,1,1,1,1,1,1,2,2,2,2,4,4,4,6,6,4,4,1,1,0,1,1,1,1,1,1,1,1,1,1,3,3,3,1,1,5,6,1,1,2,1,2,1,1,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,146,179,2,22,0,3,0,2,6,1,1,3,1,32,5,2,2,3,0,3,2,2,1,2,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,146,180,3,10,6,2,4,4,3,1,6,0,2,3,1,1,3,1,1,3,1,1,1,1,1,1,1,1,1,2,2,2,2,4,4,4,6,6,3,3,2,2,5,2,1,2,1,2,1,1,2,2,3,3,3,3,3,3,6,7,1,2,3,1,1,1,1,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,146,180,2,22,2,3,2,2,3,2,1,3,1,11,4,3,2,3,5,3,2,2,1,2,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,146,181,1,5,5,7,3,1,1,1,4,3,3,3,2,2,3,2,2,4,1,2,1,2,2,2,2,2,1,1,1,2,2,4,4,4,6,6,1,3,3,4,2,1,1,2,2,2,1,1,2,2,3,3,3,3,3,1,5,6,3,2,4,1,2,1,2,2,1,1,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,146,181,2,22,2,0,2,2,3,1,1,3,1,11,4,2,2,2,2,2,2,2,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,146,182,2,5,5,5,2,1,1,1,4,3,3,3,3,2,3,3,0,4,1,1,1,2,2,1,2,2,2,2,2,2,2,4,4,4,6,6,3,3,2,2,2,1,1,2,2,2,0,1,1,2,1,3,1,3,3,1,5,6,1,2,4,1,1,1,2,2,1,2,2,2,2,146,182,2,2,2,3,3,4,2,0,1,1,3,1,1,3,3,2,2,1,4,3,2,2,1,1,2,2
1,146,183,1,4,4,7,1,1,1,1,4,3,1,3,2,2,3,3,2,3,2,2,2,2,2,2,2,1,2,2,2,2,2,4,4,4,6,6,4,4,2,1,2,1,1,2,1,2,1,1,2,2,2,3,3,3,3,3,6,7,1,1,2,2,2,1,2,2,2,2,2,2,2,146,183,1,2,2,1,3,1,2,0,1,1,3,1,0,0,0,3,2,1,2,4,2,1,1,2,2,2
1,146,184,2,7,5,6,3,1,1,1,4,3,2,3,0,2,3,3,2,2,2,2,1,2,2,2,2,2,2,1,2,2,1,2,3,1,2,2,3,1,2,1,2,2,1,1,1,2,1,2,2,1,1,3,3,3,1,2,4,5,2,1,2,2,2,1,1,2,2,2,2,2,2,146,184,2,2,2,2,3,2,2,0,1,2,4,1,2,5,1,2,2,2,4,2,2,2,1,2,2,2
1,146,185,3,0,4,0,2,4,2,1,5,6,5,3,2,1,2,2,2,3,1,2,1,2,2,1,2,2,2,2,2,2,1,2,3,1,1,2,3,3,2,2,2,2,1,2,2,1,1,2,1,1,1,1,2,1,2,3,0,6,2,1,2,1,2,1,2,1,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,146,185,2,22,2,3,0,2,0,1,1,1,2,0,0,2,2,1,2,2,2,2,1,1,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,146,186,2,5,6,6,4,1,1,2,5,2,1,3,1,1,2,2,2,2,2,2,1,2,1,1,1,2,1,2,2,2,2,4,4,4,6,6,1,2,2,1,5,2,1,2,1,2,0,1,2,2,3,3,3,3,1,3,4,6,2,2,2,1,3,1,2,2,2,1,2,2,2,146,186,2,2,2,3,2,4,2,0,2,4,4,3,1,1,4,2,2,1,2,4,2,0,2,2,1,2
1,146,187,2,9,7,0,4,5,2,1,6,3,2,3,2,2,3,2,2,3,1,3,2,1,1,2,2,1,2,2,2,2,1,3,3,1,1,5,3,3,2,2,6,1,1,2,2,1,1,1,1,2,2,3,3,3,3,1,4,0,1,2,3,1,2,2,1,1,1,1,2,1,2,146,187,2,2,2,2,3,0,3,8,0,1,3,1,1,3,3,2,2,2,5,2,2,2,0,2,2,2
1,146,188,2,10,8,6,3,1,1,1,5,2,1,3,2,3,2,1,3,0,2,2,1,2,2,2,1,2,1,2,2,2,1,1,3,1,1,5,3,3,2,2,5,2,1,2,1,2,1,1,2,1,2,0,0,0,1,1,0,6,3,3,2,3,2,1,2,2,2,2,2,2,2,146,188,2,1,2,3,0,4,3,2,1,4,4,3,1,1,0,2,2,1,5,4,2,1,1,2,1,2
1,146,189,1,8,5,4,4,5,3,1,5,3,3,3,2,2,3,2,3,4,1,1,1,2,2,2,2,2,2,1,2,2,1,2,3,1,5,5,4,4,1,1,6,2,1,2,1,2,1,1,2,1,2,3,3,1,1,1,3,6,3,2,4,1,2,1,2,2,2,2,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,146,189,2,22,4,3,4,4,5,1,1,3,2,32,5,2,2,2,5,3,2,2,1,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
