COL1,COL2,COL3,COL4,COL5,COL6,COL7,COL8,COL9,COL10,COL11,COL12,COL13,COL14,COL15,COL16,COL17,COL18,COL19,COL20,COL21,COL22,COL23,COL24,COL25,COL26,COL27,COL28,COL29,COL30,COL31,COL32,COL33,COL34,COL35,COL36,COL37,COL38,COL39,COL40,COL41,COL42,COL43,COL44,COL45,COL46,COL47,COL48,COL49,COL50,COL51,COL52,COL53,COL54,COL55,COL56,COL57,COL58,COL59,COL60,COL61,COL62,COL63,COL64,COL65,COL66,COL67,COL68,COL69,COL70,COL71,COL72,COL73,COL74,COL75,COL76,COL77,COL78,COL79,COL80,COL81,COL82,COL83,COL84,COL85,COL86,COL87,COL88,COL89,COL90,COL91,COL92,COL93,COL94,COL95,COL96,COL97,COL98,COL99,COL100,COL101,COL102,COL103,COL104,COL105,COL106,COL107
1,106,21,2,1,9,4,1,7,4,1,6,5,11,11,3,1,3,2,2,2,2,2,2,2,2,2,2,1,2,2,5,2,2,2,2,2,2,2,2,2,1,2,2,2,1,5,1,1,9,2,2,2,1,2,2,2,2,2,2,2,2,1,1,3,99,,210,6002,1,29,9,2,2,2,2,2,2,2,2,2,1,5,3,1,2,3,9,9,9,9,1,4,4,9,90,2,10,20,1,3,1,3,3,1,1,5
1,106,22,2,3,9,4,4,6,4,2,6,5,1,11,3,2,3,2,2,2,2,2,2,2,2,2,1,2,2,5,5,4,2,2,2,2,2,2,2,2,2,2,1,2,10,0,1,1,9,2,2,2,1,2,2,2,2,2,2,2,2,1,1,3,99,,210,6002,2,29,9,2,2,2,2,2,2,2,2,2,1,5,3,3,2,3,4,3,4,2,3,6,4,9,90,7,10,70,7,1,1,1,6,1,1,5
1,106,23,2,3,9,4,1,7,4,1,6,5,11,11,3,3,1,2,2,2,2,2,2,2,2,2,2,1,2,5,4,4,1,2,2,2,2,2,2,2,2,2,2,2,2,0,1,2,2,2,1,2,2,2,2,2,2,1,2,2,2,1,1,3,99,,210,6002,3,29,9,2,2,2,2,2,2,2,2,2,1,1,2,1,2,3,4,3,2,2,3,6,4,9,90,2,10,20,2,1,2,4,5,1,1,5
1,106,24,2,5,9,4,1,6,4,1,4,5,11,11,3,1,3,2,2,2,2,2,2,2,2,2,1,2,2,5,5,4,2,2,2,2,2,2,2,2,1,2,2,2,3,3,1,1,9,1,2,2,2,2,2,2,2,2,2,2,2,1,3,1,6,,210,6002,4,20,7,1,2,2,2,2,2,2,2,2,2,5,1,3,3,3,4,3,3,2,3,6,4,9,90,3,10,30,3,1,1,1,4,1,1,5
1,106,25,2,5,9,1,5,7,0,6,7,6,0,11,3,3,3,2,2,2,2,2,2,1,2,2,2,2,2,11,3,2,2,2,2,2,2,2,2,2,1,2,2,2,1,3,2,1,9,2,2,2,1,2,2,2,2,2,2,2,2,1,1,3,99,,210,6002,5,29,9,2,2,2,2,2,2,2,2,2,1,5,1,3,3,3,9,9,9,9,1,4,2,9,90,6,10,60,6,1,1,1,4,2,2,5
1,106,26,2,1,8,4,2,5,4,1,6,5,1,11,3,2,3,2,2,2,2,2,2,2,2,2,1,2,2,5,5,4,2,2,2,2,2,2,2,2,1,2,2,2,1,5,1,1,9,2,2,2,1,2,2,2,2,2,2,2,2,3,2,3,99,,210,6002,6,29,9,2,2,2,2,2,2,2,2,2,1,2,3,3,2,3,9,9,9,9,3,0,4,9,90,2,10,20,2,1,1,1,6,1,4,5
1,106,27,2,1,8,4,3,3,3,1,3,5,1,11,3,1,2,2,2,2,2,2,2,2,2,1,2,2,2,5,5,4,2,2,2,2,2,2,2,2,2,1,2,2,4,9,0,0,0,2,2,2,2,2,2,2,2,2,2,2,1,0,6,5,99,,210,6002,7,29,9,2,2,2,2,2,2,2,2,2,1,0,0,0,0,4,9,9,9,9,4,0,0,9,90,0,30,0,0,5,0,5,0,4,5,5
1,106,28,2,2,9,1,5,6,3,1,6,5,3,11,3,1,1,2,2,2,2,2,2,2,2,2,1,2,2,5,3,4,2,2,2,2,2,2,2,2,2,2,1,2,3,9,2,3,4,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,7,,210,6002,8,20,2,2,1,2,2,2,2,2,2,2,2,3,3,4,4,3,9,9,9,9,3,6,4,9,90,1,10,10,2,3,2,4,7,1,1,5
1,106,29,2,1,7,1,5,6,3,1,1,5,5,6,3,3,2,2,2,1,2,2,2,2,2,2,2,2,2,4,5,1,2,1,2,2,2,2,2,2,2,2,2,2,1,5,1,1,9,2,2,1,2,2,2,2,2,2,2,2,2,1,1,1,1,,210,6002,9,29,9,2,2,2,2,2,1,2,2,2,2,4,2,4,4,2,2,2,2,3,1,4,1,4,10,5,10,50,5,1,1,1,1,1,1,2
1,106,30,2,3,9,1,5,6,4,1,6,5,1,11,3,2,3,2,2,2,2,2,2,2,2,2,1,2,2,5,5,3,2,2,2,2,2,2,2,2,1,2,2,2,1,5,1,2,3,2,2,2,1,2,2,2,2,2,2,2,2,1,1,1,1,,210,6003,0,20,7,1,2,2,2,2,2,2,2,2,2,5,1,3,3,3,9,9,9,9,3,6,1,3,10,3,10,30,3,1,1,2,6,1,1,5
1,106,31,2,9,9,4,1,4,4,1,3,5,1,8,3,1,3,2,2,2,2,2,2,2,2,2,2,1,2,5,4,1,2,2,2,2,2,2,2,2,1,2,2,2,1,4,1,1,9,2,2,2,1,2,2,2,2,2,2,2,2,1,1,2,99,,210,6003,1,29,9,2,2,2,2,2,2,2,2,2,1,5,3,3,3,2,2,2,4,3,2,5,3,9,90,3,10,30,3,1,1,1,4,1,1,2
1,106,32,2,1,9,3,2,5,3,1,4,5,5,11,3,1,1,2,2,2,2,2,2,2,2,2,2,1,2,3,5,2,2,2,2,2,2,2,2,2,1,2,2,2,1,5,1,1,9,2,1,2,2,2,2,2,2,2,2,2,2,1,1,3,99,,210,6003,2,29,9,2,2,2,2,2,2,2,2,2,1,2,3,4,4,3,9,9,9,9,3,6,4,9,90,2,10,20,2,1,2,4,4,2,4,5
1,106,33,2,1,9,4,1,3,3,1,4,3,7,11,3,2,3,2,2,2,2,2,2,2,2,2,1,2,2,6,3,3,2,2,2,2,2,2,2,2,1,2,2,2,1,3,1,1,9,2,2,2,1,2,2,2,2,2,2,2,2,1,1,3,99,,210,6003,3,29,9,2,2,2,2,2,2,2,2,2,1,5,1,0,3,3,4,3,4,2,3,0,4,9,90,2,10,20,0,5,1,1,0,4,5,5
1,106,34,2,1,11,4,6,6,4,1,4,3,5,11,3,2,4,1,2,2,2,2,2,2,2,2,2,1,2,9,6,4,2,2,2,2,2,2,2,2,1,2,2,2,1,6,0,0,0,2,2,2,2,2,2,2,2,2,2,2,1,0,2,5,7,,210,6003,4,20,4,2,2,2,2,2,1,2,2,2,2,5,3,2,3,3,9,9,9,9,3,6,4,9,90,3,10,30,2,3,1,3,5,1,1,5
1,106,35,2,5,11,4,2,5,4,1,6,5,1,11,3,2,3,2,2,2,2,2,2,2,2,2,1,2,2,5,5,4,2,2,2,2,2,2,2,2,1,2,2,2,11,5,1,1,9,1,2,2,2,2,2,2,2,2,2,2,2,1,2,1,7,,210,6003,5,21,1,2,2,1,2,2,2,2,2,2,2,5,3,0,2,3,9,9,9,9,1,1,4,9,90,3,10,30,3,1,1,1,2,1,1,5
1,106,36,2,1,11,4,1,6,4,1,6,5,12,11,3,2,3,2,2,2,2,2,2,1,2,2,2,2,2,11,6,4,2,2,2,2,2,2,2,2,2,1,2,2,5,6,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,1,1,2,6,,210,6003,6,20,4,1,2,2,2,2,2,2,2,2,2,5,1,3,3,3,9,9,9,9,3,6,4,9,90,5,10,50,5,1,1,1,6,1,1,5
1,106,37,2,1,5,1,5,6,4,1,4,5,11,11,3,3,3,2,2,2,2,2,2,2,2,2,1,2,2,6,3,3,2,2,2,2,2,2,2,2,1,2,2,2,1,3,1,1,9,2,2,2,1,2,2,2,2,2,2,2,2,2,1,3,99,,210,6003,7,29,9,2,2,2,2,2,2,2,2,2,1,3,2,2,3,3,9,9,9,9,4,0,4,9,90,2,30,0,0,5,0,5,0,1,2,5
1,106,38,2,3,2,1,5,6,3,1,6,5,1,9,3,1,3,2,2,2,2,2,2,2,2,2,1,2,2,6,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,0,1,1,3,2,2,2,2,2,2,2,2,2,2,2,1,0,3,2,99,,210,6003,8,29,9,2,2,2,2,2,2,2,2,2,1,4,2,1,1,3,9,9,9,9,3,6,3,9,90,3,10,30,3,1,1,1,6,1,2,5
1,106,39,2,1,6,4,2,4,3,1,2,5,5,11,3,2,3,2,2,2,2,2,2,2,2,2,2,1,2,3,3,3,2,1,2,2,2,2,2,2,2,2,2,2,2,4,1,1,9,1,2,2,2,2,2,2,2,2,2,2,2,1,3,1,1,,210,6003,9,20,6,2,1,2,2,2,2,2,2,2,2,5,1,3,3,3,9,9,9,9,1,4,1,3,10,3,10,30,3,1,1,2,2,1,1,5
1,106,40,2,2,2,5,1,6,4,2,5,5,1,11,3,1,3,2,2,2,2,2,2,2,1,2,2,2,2,10,3,2,2,2,2,2,2,2,2,2,1,2,2,2,3,8,1,1,9,1,2,2,2,2,2,2,2,2,2,2,2,2,3,1,8,,210,6004,0,20,7,1,2,2,2,2,2,2,2,2,2,5,1,3,3,3,9,9,9,9,3,6,4,9,90,7,10,70,7,1,1,2,2,1,3,5
1,106,41,2,2,11,1,5,6,4,1,3,5,1,11,3,2,3,2,2,2,2,2,2,2,2,2,1,2,2,10,3,4,2,2,2,2,2,2,2,2,1,2,2,2,3,8,3,1,9,1,2,2,2,2,2,2,2,2,2,2,2,1,3,2,6,,210,6004,1,20,6,2,2,2,2,2,1,2,2,2,2,4,3,4,4,3,9,9,9,9,2,5,4,6,30,2,10,20,2,1,1,1,3,2,2,5
1,106,42,2,1,4,1,5,3,3,1,1,5,5,11,3,2,2,2,2,1,2,2,2,2,2,2,2,2,2,4,5,5,2,1,2,2,2,2,2,2,2,2,2,2,1,5,1,3,9,1,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,,210,6004,2,29,9,2,2,2,2,2,1,2,2,2,2,5,1,3,3,3,4,3,9,2,1,4,1,9,10,5,10,50,5,1,1,1,1,4,1,5
1,106,43,2,1,8,4,4,4,3,1,6,3,5,11,3,3,3,2,2,2,2,2,2,2,2,2,2,1,2,0,3,3,2,2,2,2,2,2,2,2,1,2,2,2,2,3,1,1,9,2,1,2,2,2,2,2,2,2,2,2,2,1,3,3,99,,210,6004,3,29,9,2,2,2,2,2,2,2,2,2,1,1,1,3,3,3,9,9,9,9,3,6,4,9,90,3,10,30,3,1,1,1,6,1,3,5
1,106,44,2,1,8,4,1,5,2,5,5,4,5,11,5,3,10,2,2,2,2,2,2,2,2,2,2,1,2,2,5,3,2,2,2,2,2,2,2,2,1,2,2,2,9,5,1,1,9,1,2,2,2,2,2,2,2,2,2,2,2,5,4,1,6,,210,6004,4,20,6,2,2,2,2,2,1,2,2,2,2,5,3,3,4,3,9,9,9,9,3,6,4,9,90,1,10,10,1,1,1,1,5,1,2,5
1,106,45,2,1,9,4,1,6,3,1,6,5,3,11,3,1,3,2,2,2,2,2,2,2,1,2,2,2,2,7,5,3,2,2,2,2,2,2,2,2,1,2,2,2,1,5,3,1,0,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,99,,210,6004,5,29,9,2,2,2,2,2,2,2,2,2,1,2,1,0,3,4,9,9,9,9,4,0,0,9,90,2,10,20,2,1,2,2,6,2,4,5
1,106,46,2,5,9,4,2,5,4,1,6,5,7,11,3,3,3,2,2,2,2,2,2,2,2,2,1,2,2,5,5,4,2,2,2,2,2,2,2,2,1,2,2,2,1,5,1,1,9,2,2,2,1,2,2,2,2,2,2,2,2,1,1,3,99,,210,6004,6,29,9,2,2,2,2,2,2,2,2,2,1,5,1,4,3,3,9,9,9,9,3,6,4,9,90,2,10,20,2,1,1,1,6,1,1,5
1,106,47,2,1,9,3,1,7,4,1,6,5,14,11,3,3,3,2,2,2,2,2,2,2,2,2,2,1,2,0,5,4,2,2,2,2,2,2,2,2,1,2,2,2,1,5,1,3,9,2,2,2,1,2,2,2,2,2,2,2,2,1,1,3,99,,210,6004,7,29,9,2,2,2,2,2,2,2,2,2,1,5,3,3,4,3,9,9,9,9,3,6,4,9,90,2,10,20,2,1,1,4,6,1,4,5
1,106,48,2,1,9,4,2,5,3,1,4,5,5,11,3,1,3,2,2,2,2,2,2,2,2,2,1,2,2,10,2,3,2,2,2,2,2,2,2,2,2,2,1,2,10,0,0,0,0,2,2,2,2,2,2,1,2,2,2,2,2,1,2,2,99,,210,6004,8,29,9,2,2,2,2,2,2,2,2,2,1,2,1,4,4,3,9,9,9,9,1,5,4,9,90,3,10,30,0,5,0,1,4,1,3,5
1,106,49,2,1,2,4,1,1,4,1,2,2,5,11,3,2,1,2,2,2,2,2,2,2,2,2,2,1,2,0,3,3,2,1,2,2,2,2,2,2,2,2,2,2,2,3,1,1,9,1,2,2,2,2,2,2,2,2,2,2,2,1,2,1,1,,210,6004,9,20,6,2,1,2,2,2,2,2,2,2,2,5,1,3,3,3,9,9,9,9,1,4,1,3,10,5,10,50,5,1,1,1,2,1,1,5
1,106,50,2,1,10,4,1,7,4,1,6,5,11,11,3,2,3,2,2,2,2,2,2,2,1,2,2,2,2,0,5,3,2,2,2,2,2,2,2,2,1,2,2,2,1,5,1,1,9,2,2,2,1,2,2,2,2,2,2,2,2,1,1,3,99,,210,6005,0,29,9,2,2,2,2,2,2,2,2,2,1,5,1,4,0,3,4,3,4,2,3,6,4,9,90,3,10,30,3,1,1,1,6,1,1,5
1,106,51,2,10,9,5,1,6,2,3,1,5,5,11,3,1,9,2,2,2,2,2,2,2,2,2,2,1,2,10,2,1,2,2,2,2,2,2,1,2,1,2,2,2,4,4,1,1,9,2,1,2,2,2,2,2,2,2,2,2,2,4,3,2,99,,210,6005,1,29,9,2,2,2,2,2,2,2,2,2,1,2,3,4,2,2,1,1,1,1,1,4,4,9,90,7,10,70,0,4,3,3,2,1,2,2
1,106,52,2,1,9,1,5,7,4,1,6,5,11,11,4,3,3,2,2,2,2,2,2,2,2,2,1,2,2,5,3,4,2,2,2,2,2,2,2,1,1,2,2,2,4,3,1,1,9,2,2,2,1,2,2,2,2,2,2,2,2,1,1,3,99,,210,6005,2,29,9,2,2,2,2,2,2,2,2,2,1,4,3,2,2,3,9,9,9,9,3,6,4,9,90,2,10,20,2,1,1,1,6,1,2,5
1,106,53,2,1,9,1,5,5,0,5,6,0,8,0,1,3,4,1,2,2,2,1,2,2,2,2,2,2,2,12,1,3,1,2,2,2,2,2,2,2,2,1,2,2,11,6,2,1,5,2,2,1,2,2,2,2,2,2,2,2,2,4,4,1,10,,210,6005,3,20,2,2,2,2,1,2,2,2,2,2,2,3,3,4,0,2,2,0,9,9,4,3,3,2,10,3,0,40,3,3,3,3,0,0,5,4
1,106,54,2,1,0,1,5,5,3,1,5,4,11,11,3,2,1,2,2,2,2,2,2,2,2,2,1,2,2,0,3,5,2,2,2,2,2,2,2,2,1,2,2,2,1,3,1,3,0,2,1,2,2,2,2,2,2,2,2,2,2,1,6,5,99,,210,6005,4,29,9,2,2,2,2,2,2,2,2,2,1,0,0,0,0,4,3,9,4,9,4,0,0,9,90,0,10,0,6,5,1,5,0,1,5,5
1,106,55,2,1,2,1,5,7,3,1,3,1,1,11,5,2,5,2,1,2,2,2,2,2,2,2,2,2,2,12,7,5,2,2,2,2,2,2,2,2,2,2,2,1,12,0,0,0,0,2,2,2,1,2,2,2,2,2,2,2,2,6,5,5,99,,210,6005,5,29,9,2,2,2,2,2,2,2,2,2,1,4,2,2,1,4,4,3,3,2,3,6,4,6,30,5,10,50,5,1,1,1,3,2,3,5
1,106,56,2,2,10,4,1,5,3,1,5,4,5,11,3,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,4,4,2,2,2,2,2,2,2,2,1,2,2,2,3,4,1,1,9,1,2,2,2,2,2,2,2,2,2,2,2,1,2,1,7,,210,6005,6,20,3,1,2,2,2,2,2,2,2,2,2,5,1,3,4,3,9,9,9,9,1,4,4,9,90,3,10,30,0,4,3,2,7,1,1,5
1,106,57,2,1,5,1,5,4,4,1,1,5,11,11,3,1,2,2,2,1,2,2,2,2,2,2,2,2,2,4,5,5,2,1,2,2,2,2,2,2,2,2,2,2,1,5,1,1,4,2,2,1,2,2,2,2,2,2,2,2,2,1,1,3,1,,210,6005,7,29,9,2,2,1,2,2,2,2,2,2,2,5,1,4,4,3,4,3,4,3,1,4,1,4,10,3,10,30,0,5,1,1,1,1,1,5
1,106,58,2,1,2,1,5,5,4,1,3,5,3,11,3,3,3,2,2,2,2,2,2,1,2,2,2,2,2,5,3,1,2,2,2,2,2,2,2,2,1,2,2,2,11,3,1,1,9,1,2,2,2,2,2,2,2,2,2,2,2,1,3,1,4,,210,6005,8,20,6,2,1,2,2,2,2,2,2,2,2,5,3,4,4,3,4,3,4,2,2,5,3,3,30,4,10,40,4,1,1,1,3,1,1,5
1,106,59,2,2,6,1,5,6,4,1,1,5,7,1,3,3,3,2,2,2,2,2,2,2,2,2,1,2,2,6,2,2,2,1,2,2,2,2,2,2,2,2,2,2,3,3,1,3,9,1,2,2,2,2,2,2,2,2,2,2,2,1,3,1,1,,210,6005,9,21,1,2,2,2,1,2,2,2,2,2,2,4,1,3,3,3,4,3,3,2,1,4,1,3,10,4,10,40,4,1,1,1,1,1,4,5
