COL1,COL2,COL3,COL4,COL5,COL6,COL7,COL8,COL9,COL10,COL11,COL12,COL13,COL14,COL15,COL16,COL17,COL18,COL19,COL20,COL21,COL22,COL23,COL24,COL25,COL26,COL27,COL28,COL29,COL30,COL31,COL32,COL33,COL34,COL35,COL36,COL37,COL38,COL39,COL40,COL41,COL42,COL43,COL44,COL45,COL46,COL47,COL48,COL49,COL50,COL51,COL52,COL53,COL54,COL55,COL56,COL57,COL58,COL59,COL60,COL61,COL62,COL63,COL64,COL65,COL66,COL67,COL68,COL69,COL70,COL71,COL72,COL73,COL74,COL75,COL76,COL77,COL78,COL79,COL80,COL81,COL82,COL83,COL84,COL85,COL86,COL87,COL88,COL89,COL90,COL91,COL92,COL93,COL94,COL95,COL96,COL97,COL98,COL99,COL100,COL101,COL102,COL103,COL104,COL105,COL106,COL107
1,106,1132,2,6,6,1,5,6,6,1,3,5,10,8,3,1,3,2,2,2,2,2,2,2,2,2,1,2,2,6,2,1,2,2,2,2,2,2,2,2,2,1,2,2,6,0,2,1,9,1,2,2,2,2,2,2,2,2,2,2,2,3,3,1,8,,210,6113,2,29,9,2,1,2,2,2,2,2,2,2,2,4,1,4,2,3,4,3,3,2,1,4,3,9,90,1,10,10,4,3,1,3,3,1,4,5
1,106,1133,2,6,6,1,5,6,6,2,4,5,10,11,3,3,3,2,2,2,2,2,2,2,2,2,1,2,2,7,1,1,2,2,2,2,2,1,2,2,2,2,2,2,2,0,2,3,0,2,2,2,2,2,1,2,2,2,2,2,2,2,3,5,99,,210,6113,3,29,9,2,2,2,2,2,2,2,2,2,1,2,3,4,4,1,1,1,1,1,1,4,4,9,90,3,20,70,0,4,3,4,7,2,4,1
1,106,1134,2,9,9,4,2,6,6,1,5,3,7,1,3,1,3,2,2,2,2,2,2,2,2,2,1,2,2,7,3,3,2,2,2,2,2,2,2,2,1,2,2,2,2,2,1,2,4,2,2,2,1,2,2,2,2,2,2,2,2,1,1,3,99,,210,6113,4,29,9,2,2,2,2,2,2,2,2,2,1,3,1,4,4,3,9,9,9,9,1,4,4,9,90,3,10,30,3,1,1,1,5,1,1,5
1,106,1135,2,8,11,1,5,6,6,1,3,5,10,11,3,1,3,2,2,2,2,2,2,2,2,2,2,1,2,6,6,1,2,2,2,2,2,2,2,2,1,2,2,2,7,0,2,3,0,2,2,2,2,2,2,1,2,2,2,2,2,1,2,2,11,,210,6113,5,20,3,2,1,2,2,2,2,2,2,2,2,0,1,3,3,3,9,9,9,9,1,4,3,6,90,9,10,90,9,1,1,1,3,2,2,5
1,106,1136,2,6,9,4,1,6,6,1,5,2,10,1,3,2,3,2,2,2,2,2,2,2,1,2,2,2,2,5,4,3,2,2,2,2,2,2,2,2,1,2,2,2,7,4,2,3,8,2,2,2,1,2,2,2,2,2,2,2,2,1,1,3,99,,210,6113,6,29,9,2,2,2,2,2,2,2,2,2,1,5,1,3,3,3,9,9,9,9,2,3,4,9,90,2,10,30,3,1,1,1,5,1,1,5
1,106,1137,2,9,9,2,1,6,6,3,3,5,10,2,3,1,3,2,2,2,2,2,2,1,2,2,2,2,2,11,3,1,2,2,2,2,2,2,2,2,1,2,2,2,7,3,3,3,8,2,2,2,2,2,2,1,2,2,2,2,2,2,2,3,99,,210,6113,7,29,9,2,2,2,2,2,2,2,2,2,1,2,1,4,4,2,2,2,2,3,3,6,4,9,90,6,10,60,6,1,1,2,3,1,3,2
1,106,1138,2,6,9,5,1,6,6,1,4,5,10,9,3,2,3,2,2,2,2,2,2,2,2,2,2,1,2,8,4,4,2,2,2,2,2,2,2,2,1,2,2,2,1,4,1,1,9,2,2,1,2,2,2,2,2,2,2,2,2,2,3,1,8,,210,6113,8,21,0,2,2,1,2,2,2,2,2,2,2,5,1,3,3,3,9,9,9,9,3,4,3,9,90,9,10,90,9,1,1,3,2,1,1,5
1,106,1139,2,9,8,5,1,6,6,2,5,5,10,11,3,1,3,2,2,2,2,2,2,2,2,2,1,2,2,1,3,2,2,2,2,2,2,2,2,2,1,2,2,2,1,3,1,2,4,2,2,2,2,2,2,2,2,2,2,1,2,1,3,3,99,,210,6113,9,29,9,2,2,2,2,2,2,2,2,2,1,5,3,4,3,3,9,9,9,9,3,6,4,9,90,6,10,60,6,1,2,3,5,1,1,5
1,106,1140,2,6,4,1,5,6,6,2,4,5,10,2,3,1,3,2,2,2,2,2,2,2,2,2,1,2,2,6,2,1,2,2,2,2,2,2,2,2,1,2,2,2,1,2,2,1,1,2,2,2,1,2,2,2,2,2,2,2,2,2,2,1,5,,210,6114,0,20,4,2,1,2,2,2,2,2,2,2,2,4,3,4,4,3,9,9,9,9,2,5,4,9,90,1,10,10,1,1,1,1,4,1,1,5
1,106,1141,2,9,5,1,5,6,6,1,4,5,10,10,3,1,3,2,2,2,2,2,2,1,2,2,2,2,2,6,4,1,2,2,1,2,2,2,2,2,2,2,2,2,2,9,1,1,9,2,2,2,1,2,2,2,2,2,2,2,2,3,3,3,99,,210,6114,1,29,9,2,2,2,2,2,2,2,2,2,1,4,3,3,3,2,9,9,9,9,3,6,4,9,90,4,10,40,0,4,3,4,6,1,3,5
1,106,1142,2,9,4,1,5,6,6,2,5,2,10,2,3,1,3,2,2,2,2,2,2,1,2,2,2,2,2,6,2,1,2,2,1,2,2,2,2,2,2,2,2,2,8,8,3,2,3,2,2,2,1,2,2,2,2,2,2,2,2,1,3,1,1,,210,6114,2,20,6,2,2,2,2,2,2,2,1,2,2,4,3,4,4,3,4,3,3,2,1,4,2,6,10,3,10,30,3,1,1,4,2,1,3,5
1,106,1143,2,6,10,1,5,6,6,1,4,5,10,2,3,1,3,2,2,2,2,2,2,2,2,2,1,2,2,5,5,2,2,2,1,2,2,2,2,2,2,2,2,2,2,8,2,1,9,2,2,2,1,2,2,2,2,2,2,2,2,2,3,3,99,,210,6114,3,29,9,2,2,2,2,2,2,2,2,2,1,4,3,4,3,3,9,9,9,9,3,6,4,9,90,3,20,10,3,1,2,3,5,2,1,5
1,106,1144,2,6,5,1,5,6,6,2,4,5,10,9,3,1,3,2,2,2,2,2,2,2,2,2,1,2,2,6,3,3,2,2,2,2,2,2,2,2,1,2,2,2,1,4,1,3,8,2,1,2,2,2,2,2,2,2,2,2,2,4,3,3,99,,210,6114,4,29,9,2,2,2,2,2,2,2,2,2,1,2,1,3,3,3,4,3,3,2,3,6,4,9,90,2,10,20,2,1,2,2,4,1,4,5
1,106,1145,2,6,10,1,5,6,6,1,3,5,10,9,3,3,3,2,2,1,2,2,2,2,2,2,2,2,2,4,3,2,2,2,2,2,2,2,2,2,1,2,2,2,2,3,1,1,9,2,2,1,2,2,2,2,2,2,2,2,2,1,3,4,6,,210,6114,5,29,9,1,2,2,2,2,2,2,2,2,2,3,1,3,3,3,9,9,9,9,1,5,3,9,90,9,10,90,9,1,1,1,3,1,1,5
1,106,1146,2,4,5,5,1,6,6,2,6,2,10,9,3,1,3,2,2,2,2,2,2,2,2,1,2,2,2,5,3,4,2,2,2,2,2,2,2,2,1,2,2,2,1,3,2,1,9,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,5,,210,6114,6,21,1,2,1,2,2,2,2,2,2,2,2,2,2,2,3,3,4,3,2,2,2,4,2,4,30,5,10,50,0,4,3,4,7,1,1,5
1,106,1147,2,9,10,1,5,6,6,1,5,5,10,11,3,2,3,2,2,2,2,2,2,1,2,2,2,2,2,10,5,4,2,2,2,2,2,2,2,2,2,2,1,2,2,3,2,3,8,2,1,2,2,2,2,2,2,2,2,2,2,1,2,2,99,,210,6114,7,29,9,2,2,2,2,2,2,2,2,2,1,2,1,3,3,3,4,3,3,2,3,6,4,9,90,1,10,10,1,1,1,1,5,1,1,5
1,106,1148,2,4,6,4,1,6,6,1,5,2,10,8,3,2,1,2,2,2,2,2,2,2,2,2,1,2,2,5,2,0,2,2,2,2,2,2,2,2,1,2,2,2,2,8,2,2,4,2,2,2,1,2,2,2,2,2,2,2,2,2,2,5,99,,210,6114,8,29,9,2,2,2,2,2,2,2,2,2,1,3,1,4,4,3,9,9,9,9,3,6,4,9,90,1,10,10,1,1,1,1,2,1,3,5
1,106,1149,2,6,10,1,5,6,6,1,1,5,10,9,3,1,3,2,2,2,2,2,2,2,2,2,1,2,2,5,2,4,2,2,2,2,2,2,2,2,2,1,2,2,8,8,2,1,3,2,2,2,1,2,2,2,2,2,2,2,2,2,2,3,1,,210,6114,9,20,4,2,2,2,1,2,2,2,2,2,2,3,3,4,2,2,2,3,2,2,1,4,2,3,10,5,20,50,5,1,1,1,1,1,2,4
1,106,1150,2,8,10,1,5,6,6,2,5,2,10,9,3,1,3,2,2,2,2,2,2,2,2,2,2,1,2,8,6,3,2,2,2,2,2,2,2,2,1,2,2,2,7,6,3,3,1,2,2,2,2,2,2,1,2,2,2,2,2,1,2,2,99,,210,6115,0,29,9,2,2,2,2,2,2,2,2,2,1,4,1,3,3,2,2,2,1,3,3,6,4,9,90,9,10,90,9,3,2,3,5,1,3,2
1,106,1151,2,6,5,5,1,6,6,2,4,4,10,2,3,1,3,2,2,2,2,2,2,2,2,2,1,2,2,5,3,4,2,2,2,2,2,2,2,2,2,2,1,2,3,8,2,3,9,2,2,2,1,2,2,2,2,2,2,2,2,2,1,2,11,,210,6115,1,29,9,2,2,2,2,2,2,2,2,2,1,3,1,0,3,3,9,9,9,9,4,0,4,9,90,2,10,20,2,1,1,2,4,1,2,5
1,106,1152,2,9,10,5,1,6,6,2,6,5,10,2,3,1,3,2,2,2,2,2,2,2,1,2,2,2,2,5,5,2,2,2,2,2,2,2,2,2,1,2,2,2,1,5,2,1,4,2,2,2,1,2,2,2,2,2,2,2,2,1,1,3,99,,210,6115,2,29,9,2,2,2,2,2,2,2,2,2,1,3,1,3,3,3,3,3,4,2,1,4,4,9,90,5,10,50,5,1,2,1,6,3,2,5
1,106,1153,2,4,5,1,5,6,6,1,7,5,10,8,3,2,3,2,2,2,2,2,2,2,2,2,1,2,2,5,2,0,2,2,2,2,2,2,2,2,1,2,2,2,1,2,2,2,1,2,2,2,1,2,2,2,2,2,2,2,2,2,2,3,99,,210,6115,3,29,9,2,2,2,2,2,2,2,2,2,1,0,1,3,3,3,9,9,9,9,3,6,4,9,90,2,10,20,2,1,2,2,4,2,1,5
1,106,1154,2,9,10,1,5,6,6,1,1,3,10,2,3,1,3,2,2,1,2,2,2,2,2,2,2,2,2,4,3,1,2,1,2,2,2,2,2,2,2,2,2,2,1,3,3,1,9,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,99,,210,6115,4,29,9,2,2,2,2,2,2,2,2,2,1,4,1,3,3,2,2,2,2,3,1,5,1,3,10,6,10,60,6,1,1,4,1,1,2,2
1,106,1155,2,6,3,1,5,6,6,2,6,5,10,8,3,2,3,2,2,2,2,2,2,2,2,2,1,2,2,2,2,1,2,2,2,2,2,2,2,2,1,2,2,2,2,9,2,3,4,2,2,2,1,2,2,2,2,2,2,2,2,2,3,2,1,,210,6115,5,21,1,2,2,2,2,2,2,2,2,1,2,4,3,4,4,3,9,9,9,9,3,6,2,3,90,3,10,30,0,4,3,2,6,2,1,5
1,106,1156,2,6,0,4,1,6,6,1,4,5,10,2,3,2,3,2,2,2,2,2,2,2,2,1,2,2,2,6,3,1,2,2,2,2,2,2,2,2,1,2,2,2,2,8,1,1,9,2,2,2,1,2,2,2,2,2,2,2,2,2,3,3,99,,210,6115,6,29,9,2,2,2,2,2,2,2,2,2,1,5,1,3,3,3,4,3,4,2,3,6,4,9,90,4,10,40,0,5,1,1,4,1,1,5
1,106,1157,2,4,9,1,5,6,6,2,6,4,10,9,3,3,3,2,2,2,2,2,2,2,2,1,2,2,2,5,4,3,2,2,2,2,2,2,2,2,2,2,2,1,12,0,2,1,1,2,2,2,2,2,2,1,2,2,2,2,2,1,3,2,3,,210,6115,7,29,9,2,2,2,2,2,2,2,2,2,1,4,2,2,2,4,4,3,3,2,1,4,4,9,90,9,10,90,9,1,1,1,6,2,5,5
1,106,1158,2,10,9,1,5,6,6,3,2,5,10,2,3,1,3,2,2,2,2,2,2,2,2,2,1,2,2,5,4,3,2,2,2,2,2,2,2,2,1,2,2,2,3,3,2,1,4,1,2,2,2,2,2,2,2,2,2,2,2,1,3,1,5,,210,6115,8,20,8,2,1,2,1,2,2,2,2,2,2,5,1,3,3,2,3,2,2,2,1,2,4,9,90,8,10,80,9,3,2,3,2,2,3,3
1,106,1159,2,4,5,5,1,6,6,1,6,5,10,2,3,1,3,2,2,2,1,2,2,2,2,2,2,2,2,5,2,3,2,2,1,2,2,2,2,2,2,2,2,2,1,9,1,1,9,2,2,2,1,2,2,2,2,2,2,2,2,2,2,3,99,,210,6115,9,29,9,2,2,2,2,2,2,2,2,2,1,2,3,3,2,3,4,3,4,2,3,6,4,9,90,2,10,20,2,1,1,1,6,1,1,5
1,106,1160,2,6,11,5,2,6,6,1,3,5,10,2,3,1,4,1,2,2,2,2,2,2,1,2,2,2,2,6,5,2,2,2,2,2,2,2,2,2,1,2,2,2,1,5,2,3,8,2,2,2,2,2,2,1,2,2,2,2,2,5,4,2,11,,210,6116,0,29,9,2,2,2,2,2,1,2,2,2,2,4,1,3,3,3,4,3,3,2,1,1,3,3,30,3,10,30,0,4,3,4,7,1,3,5
1,106,1161,2,6,5,1,5,6,6,2,5,2,10,2,3,2,3,2,2,2,2,2,2,2,1,2,2,2,2,6,3,1,2,2,2,2,2,2,2,2,1,2,2,2,1,3,1,1,9,2,2,2,1,2,2,2,2,2,2,2,2,1,1,3,99,,210,6116,1,29,9,2,2,2,2,2,2,2,2,2,1,5,1,4,4,3,9,9,9,9,3,6,4,9,90,7,10,70,7,1,1,1,4,1,1,5
1,106,1162,2,8,6,1,5,6,6,1,6,5,10,2,3,1,3,2,2,2,2,2,2,1,2,2,2,2,2,10,3,1,2,2,2,2,2,2,2,2,2,1,2,2,4,9,3,1,9,2,2,2,1,2,2,2,2,2,2,2,2,2,3,3,99,,210,6116,2,29,9,2,2,2,2,2,2,2,2,2,1,3,3,2,4,2,3,2,2,2,3,6,2,6,30,2,10,20,2,1,1,1,6,2,2,3
1,106,1163,2,8,10,1,5,6,6,1,5,4,10,1,3,2,1,2,2,2,2,2,2,2,2,2,2,1,2,10,4,3,2,2,2,2,2,2,2,2,1,2,2,2,1,4,3,3,3,2,1,2,2,2,2,2,2,2,2,2,2,1,1,1,1,,210,6116,3,20,7,2,1,2,2,2,2,2,2,2,2,1,2,3,3,3,9,9,9,9,2,4,2,1,10,5,10,50,5,1,1,1,5,1,1,5
1,106,1164,2,4,4,1,5,6,6,2,6,5,10,1,3,2,3,2,2,2,2,2,2,2,2,2,1,2,2,10,2,2,2,2,2,2,2,2,2,2,1,2,2,2,1,8,2,3,8,2,2,1,2,2,2,2,2,2,2,2,2,3,3,3,99,,210,6116,4,29,9,2,2,2,2,2,2,2,2,2,1,4,2,2,4,3,9,9,9,9,3,6,4,9,90,1,10,10,1,1,1,2,6,2,1,5
1,106,1165,2,8,7,4,2,6,6,1,4,5,10,11,3,2,3,2,2,2,2,2,2,1,2,2,2,2,2,6,2,2,2,2,2,2,2,2,2,2,2,1,2,2,4,0,1,1,9,1,2,2,2,2,2,2,2,2,2,2,2,1,1,2,99,,210,6116,5,29,9,2,2,2,2,2,2,2,2,2,1,2,1,4,3,3,9,9,9,9,2,5,1,3,10,2,10,20,2,1,1,4,4,1,1,5
1,106,1166,2,6,7,4,1,6,6,1,4,5,10,2,3,1,2,2,2,2,2,2,2,1,2,2,2,2,2,5,4,1,2,2,2,2,2,2,2,2,1,2,2,2,1,4,1,1,9,2,2,1,2,2,2,2,2,2,2,2,2,1,1,4,5,,210,6116,6,20,3,2,2,2,1,2,2,2,2,2,2,4,1,3,3,3,9,9,9,9,3,6,4,9,90,4,10,40,4,1,1,1,4,1,1,5
1,106,1167,2,6,7,4,2,6,6,2,4,1,10,2,3,1,3,2,2,2,2,2,2,2,2,2,1,2,2,5,3,2,2,2,2,2,2,2,2,2,1,2,2,2,1,3,2,3,4,2,2,2,1,2,2,2,2,2,2,2,2,1,2,2,99,,210,6116,7,29,9,2,2,2,2,2,2,2,2,2,1,3,1,3,3,3,9,9,9,9,1,4,2,3,90,2,10,20,2,1,1,1,4,1,1,5
1,106,1168,2,4,7,4,2,6,6,1,4,5,5,11,3,3,3,2,2,2,2,2,2,1,2,2,2,2,2,11,4,2,2,1,2,2,2,2,2,2,2,2,2,2,3,7,1,1,9,1,2,2,2,2,2,2,2,2,2,2,2,1,3,1,1,,210,6116,8,29,9,2,2,2,2,1,2,2,2,2,2,5,1,3,3,3,9,9,9,9,1,4,1,4,10,3,10,30,3,1,1,1,1,1,1,5
1,106,1169,2,8,7,4,2,6,6,1,3,1,10,2,3,2,3,2,2,2,2,2,2,2,2,2,1,2,2,5,3,4,2,2,2,2,2,2,2,2,2,2,1,2,10,0,3,3,8,2,2,2,1,2,2,2,2,2,2,2,2,2,2,1,99,,210,6116,9,29,9,2,2,2,2,2,2,2,2,2,1,5,1,3,3,3,9,9,9,9,1,4,2,4,90,2,10,20,2,1,1,1,1,1,3,5
1,106,1170,2,9,7,5,2,6,6,2,4,2,10,2,1,1,3,2,2,2,2,2,2,2,1,2,2,2,2,6,3,1,2,2,2,2,2,2,2,2,2,2,1,2,2,2,1,1,0,2,2,2,1,2,2,2,2,2,2,2,2,2,3,3,99,,210,6117,0,29,9,2,2,2,2,2,2,2,2,2,1,3,3,3,3,3,3,3,4,3,1,5,0,9,90,0,20,30,2,3,3,4,3,1,3,5
1,106,1171,2,8,7,4,1,6,6,2,1,5,10,11,3,3,2,2,2,1,2,2,2,2,2,2,2,2,2,4,4,1,2,1,2,2,2,2,2,2,2,2,2,2,11,4,1,1,9,1,2,2,2,2,2,2,2,2,2,2,2,0,6,4,1,,210,6117,1,20,3,2,1,2,2,2,2,2,2,2,2,5,1,3,3,3,4,3,4,2,1,4,1,4,10,6,10,60,6,1,1,1,1,1,1,5
1,106,1172,2,8,7,5,1,6,6,1,1,5,10,2,3,1,3,2,2,2,2,2,2,2,2,2,1,2,2,7,1,2,2,1,2,2,2,2,2,2,2,2,2,2,3,7,2,1,9,2,2,2,1,2,2,2,2,2,2,2,2,2,2,1,1,,210,6117,2,20,4,2,2,2,1,2,2,2,2,2,2,3,2,4,4,3,9,9,9,9,1,4,1,3,10,7,10,70,0,4,3,2,1,1,3,5
1,106,1173,2,6,11,1,5,6,6,1,4,5,10,11,3,1,3,2,2,2,2,2,2,1,2,2,2,2,2,10,3,1,2,2,2,2,2,2,2,2,1,2,2,2,1,3,1,1,9,2,2,2,1,2,2,2,2,2,2,2,2,1,1,3,99,,210,6117,3,29,9,2,2,2,2,2,2,2,2,2,1,5,1,3,3,3,9,9,9,9,3,6,4,9,90,1,10,10,1,1,1,1,4,1,1,5
1,106,1174,2,6,5,4,1,6,6,1,6,5,10,3,3,1,3,2,2,2,2,2,2,2,1,2,2,2,2,6,3,3,2,2,2,2,2,2,2,2,1,2,2,2,1,3,1,2,1,2,2,2,1,2,2,2,2,2,2,2,2,1,1,2,9,,210,6117,4,20,6,1,2,2,2,2,2,2,2,2,2,5,3,2,2,3,9,9,9,9,1,4,4,9,90,3,10,30,3,1,1,1,6,1,1,5
1,106,1175,2,9,10,1,5,6,6,1,1,5,10,2,1,1,4,1,2,1,2,2,2,2,2,2,2,2,2,4,6,1,2,1,2,2,2,2,2,2,2,2,2,2,1,6,1,1,9,1,2,2,2,2,2,2,2,2,2,2,2,5,4,1,1,,210,6117,5,20,6,2,2,2,2,2,1,2,2,2,2,5,1,3,3,3,4,3,3,2,1,3,1,3,10,7,30,0,0,5,0,5,0,4,5,5
1,106,1176,2,6,10,4,2,6,6,1,1,5,10,2,3,1,4,1,2,1,2,2,2,2,2,2,2,2,2,4,6,2,2,1,2,2,2,2,2,2,2,2,2,2,1,6,1,2,5,1,2,2,2,2,2,2,2,2,2,2,2,5,4,1,1,,210,6117,6,20,4,2,1,2,2,2,2,2,2,2,2,2,1,3,3,2,2,2,2,2,1,2,1,3,20,4,10,40,4,1,1,1,1,1,1,3
1,106,1177,2,6,6,1,5,6,6,1,3,5,10,2,3,2,3,2,2,2,2,2,2,1,2,2,2,2,2,11,3,1,1,2,2,2,2,2,2,2,2,2,2,2,2,0,3,3,0,2,2,2,2,1,2,2,2,2,2,2,2,1,3,3,99,,210,6117,7,29,9,2,2,2,2,2,2,2,2,2,1,3,2,2,1,3,9,9,9,9,4,0,4,9,90,7,10,70,0,4,3,2,7,1,4,5
1,106,1178,2,9,10,1,5,6,6,2,3,3,10,2,3,1,3,2,2,1,2,2,2,2,2,2,2,2,2,4,6,1,2,2,2,2,2,2,2,2,2,1,2,2,6,9,2,3,8,2,2,2,1,2,2,2,2,2,2,2,2,1,3,2,99,,210,6117,8,29,9,2,2,2,2,2,2,2,2,2,1,4,1,3,3,2,2,2,2,2,1,5,3,3,20,9,30,0,0,5,0,5,0,4,5,3
1,106,1179,2,4,6,1,5,6,6,1,4,5,10,9,3,2,3,2,2,2,2,2,2,2,2,2,1,2,2,6,2,1,2,2,2,2,2,2,2,2,2,1,2,2,4,2,1,1,9,2,2,2,1,2,2,2,2,2,2,2,2,1,3,3,99,,210,6117,9,29,9,2,2,2,2,2,2,2,2,2,1,5,3,2,4,2,9,9,9,9,2,4,4,9,90,4,10,40,4,1,1,1,4,1,1,5
1,106,1180,2,8,9,4,1,6,6,1,4,1,10,2,3,2,1,2,2,2,2,2,2,2,2,2,2,1,2,10,1,2,2,2,2,2,2,2,2,2,1,2,2,2,8,1,2,3,3,2,2,2,2,2,2,1,2,2,2,2,2,3,3,2,99,,210,6118,0,29,9,2,2,2,2,2,2,2,2,2,1,4,1,3,3,4,9,9,9,9,2,4,3,3,30,5,10,50,5,1,1,1,4,1,4,5
1,106,1181,2,8,6,4,1,6,6,1,4,5,10,11,3,3,3,2,2,2,2,2,2,2,2,2,1,2,2,6,3,2,2,2,2,2,2,2,2,2,1,2,2,2,8,8,2,1,9,2,2,2,1,2,2,2,2,2,2,2,2,1,3,3,99,,210,6118,1,29,9,2,2,2,2,2,2,2,2,2,1,3,3,4,4,3,4,3,3,2,3,6,4,9,90,1,10,10,1,1,1,1,4,1,1,5
1,106,1182,2,6,10,5,1,6,6,1,3,5,10,11,3,1,4,1,2,2,2,2,2,2,2,1,2,2,2,5,6,2,2,2,2,2,2,2,2,2,2,1,2,2,5,6,2,3,5,1,2,2,2,2,2,2,2,2,2,2,2,5,4,1,6,,210,6118,2,20,6,2,1,2,2,2,2,2,1,2,2,3,1,3,3,2,2,2,2,2,1,4,3,4,30,5,10,50,5,1,1,4,4,1,2,3
1,106,1183,2,6,6,1,5,6,6,1,6,5,10,4,3,2,3,2,2,2,2,2,2,2,2,2,1,2,2,5,3,2,2,2,2,2,2,2,2,2,1,2,2,2,1,3,2,3,4,2,2,2,1,2,2,2,2,2,2,2,2,2,2,3,99,,210,6118,3,29,9,2,2,2,2,2,2,2,2,2,1,2,1,4,3,3,9,9,9,9,3,6,4,9,90,1,10,10,1,1,1,1,6,1,1,5
1,106,1184,2,9,6,1,5,6,6,1,2,4,10,2,3,1,3,2,2,2,2,2,2,2,2,2,1,2,2,6,3,1,2,2,2,2,2,2,2,2,1,2,2,2,2,8,2,1,9,2,2,2,1,2,2,2,2,2,2,2,2,1,2,3,99,,210,6118,4,29,9,2,2,2,2,2,2,2,2,2,1,3,3,4,4,3,9,9,9,9,1,4,4,9,90,6,10,60,6,1,1,1,2,2,3,5
1,106,1185,2,6,7,1,5,6,6,2,1,5,10,2,3,1,2,2,2,1,2,2,2,2,2,2,2,2,2,4,5,1,2,2,2,2,2,2,2,2,1,2,2,2,2,2,1,1,8,2,2,2,1,2,2,2,2,2,2,2,2,1,3,3,99,,210,6118,5,29,9,2,2,2,2,2,2,2,2,2,1,3,3,4,4,2,3,2,2,2,1,4,4,4,30,3,10,30,0,4,2,4,7,1,3,3
1,106,1186,2,8,6,1,5,6,6,1,3,3,10,1,3,2,3,2,2,2,2,2,2,1,2,2,2,2,2,6,4,1,2,2,2,2,2,2,2,2,1,2,2,2,1,4,1,1,9,2,2,2,1,2,2,2,2,2,2,2,2,1,1,2,99,,210,6118,6,29,9,2,2,2,2,2,2,2,2,2,1,4,1,3,3,3,9,9,9,9,1,4,3,3,30,3,10,30,3,1,1,2,5,1,2,5
1,106,1187,2,6,6,1,5,6,6,1,6,5,10,2,3,1,1,2,2,2,1,2,2,2,2,2,2,2,2,10,3,1,2,2,2,2,2,2,2,2,2,1,2,2,4,3,2,2,4,2,1,2,2,2,2,2,2,2,2,2,2,1,1,3,99,,210,6118,7,29,9,2,2,2,2,2,2,2,2,2,1,1,1,3,3,3,4,3,4,2,3,6,4,9,90,7,10,70,7,1,1,1,6,2,1,5
1,106,1188,2,8,2,1,5,6,6,2,6,5,10,9,3,1,3,2,2,2,2,2,2,2,2,2,1,2,2,6,2,4,2,2,1,2,2,2,2,2,2,2,2,2,2,9,1,1,9,2,2,2,1,2,2,2,2,2,2,2,2,3,3,2,1,,210,6118,8,20,7,2,1,2,2,2,2,2,2,2,2,3,3,4,2,2,3,2,2,3,1,4,2,4,30,1,10,10,1,1,1,1,6,1,3,2
1,106,1189,2,6,5,1,5,6,6,2,6,2,10,2,3,1,3,2,2,2,2,2,2,2,2,2,2,1,2,6,2,1,2,2,1,2,2,2,2,2,2,2,2,2,2,9,1,1,9,2,2,2,1,2,2,2,2,2,2,2,2,1,3,3,99,,210,6118,9,29,9,2,2,2,2,2,2,2,2,2,1,3,2,4,4,3,9,9,9,9,2,5,4,9,90,3,20,30,0,4,3,4,6,1,3,5
1,106,1190,2,8,8,1,5,6,6,1,3,5,10,11,3,2,3,2,2,2,2,2,1,2,2,2,2,2,2,6,4,2,2,2,2,2,2,2,2,2,2,1,2,2,4,4,2,1,9,2,2,2,1,2,2,2,2,2,2,2,2,2,2,3,99,,210,6119,0,29,9,2,2,2,2,2,2,2,2,2,1,5,1,3,3,3,9,9,9,9,3,6,4,9,90,2,10,20,2,1,1,1,3,1,2,5
1,106,1191,2,6,9,1,5,6,6,1,3,5,10,2,3,1,4,1,2,2,2,2,2,2,1,2,2,2,2,9,5,4,2,2,2,2,2,2,2,2,1,2,2,2,1,5,2,1,9,1,2,2,2,2,2,2,2,2,2,2,2,5,4,4,9,,210,6119,1,29,9,2,2,2,2,2,1,2,2,2,2,4,3,3,2,3,9,9,9,9,3,6,4,9,90,5,10,50,5,1,1,1,3,1,2,5
1,106,1192,2,8,9,1,5,6,6,1,6,5,10,2,3,1,3,2,2,2,2,2,2,2,2,2,1,2,2,6,5,3,2,2,2,2,2,2,2,2,1,2,2,2,1,5,1,1,9,2,2,2,1,2,2,2,2,2,2,2,2,1,1,3,99,,210,6119,2,29,9,2,2,2,2,2,2,2,2,2,1,3,3,3,3,3,9,9,9,9,3,6,4,9,90,2,10,20,2,1,1,2,6,1,1,5
1,106,1193,2,8,9,1,5,6,6,1,1,5,10,2,3,2,2,2,2,1,2,2,2,2,2,2,2,2,2,4,4,1,2,2,2,2,2,2,2,2,2,1,2,2,6,0,3,3,8,1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,11,,210,6119,3,20,3,2,1,2,2,2,2,2,2,2,2,3,3,2,4,3,9,9,9,9,1,4,3,4,30,6,20,30,6,1,3,2,1,2,3,5
1,106,1194,2,8,7,1,5,6,6,1,5,5,10,8,3,1,3,2,2,2,2,2,2,2,2,2,1,2,2,6,3,2,2,2,2,2,2,2,2,2,2,1,2,2,4,3,1,2,4,2,2,2,1,2,2,2,2,2,2,2,2,2,2,3,99,,210,6119,4,29,9,2,2,2,2,2,2,2,2,2,1,3,1,4,3,2,3,3,4,3,2,4,4,9,90,3,10,30,3,1,1,1,5,1,1,4
