COL1,COL2,COL3,COL4,COL5,COL6,COL7,COL8,COL9,COL10,COL11,COL12,COL13,COL14,COL15,COL16,COL17,COL18,COL19,COL20,COL21,COL22,COL23,COL24,COL25,COL26,COL27,COL28,COL29,COL30,COL31,COL32,COL33,COL34,COL35,COL36,COL37,COL38,COL39,COL40,COL41,COL42,COL43,COL44,COL45,COL46,COL47,COL48,COL49,COL50,COL51,COL52,COL53,COL54,COL55,COL56,COL57,COL58,COL59,COL60,COL61,COL62,COL63,COL64,COL65,COL66,COL67,COL68,COL69,COL70,COL71,COL72,COL73,COL74,COL75,COL76,COL77,COL78,COL79,COL80,COL81,COL82,COL83,COL84,COL85
1,79,1,1,9,5,2,4,4,1,2,1,2,2,1,1,1,2,1,2,2,2,3,2,2,2,2,2,2,4,4,5,2,2,1,2,3,2,3,1,2,1,1,1,1,1,10,1,1,2,4,5,3,3,3,4,1,2,2,2,3,2,2,3,3,1,4,,207,9000,1,4,4,4,4,2,4,3,3,4,2,1,2,2,300172
1,79,2,3,9,4,7,1,4,1,2,1,4,3,2,1,1,2,1,2,1,1,3,1,2,3,2,2,2,4,4,2,2,3,2,2,3,2,1,1,1,2,1,1,2,2,5,1,5,1,1,4,3,2,2,2,1,1,1,1,2,1,1,2,2,1,1,,207,9000,2,3,2,2,1,2,3,3,2,3,2,1,2,2,300247
1,79,3,1,9,5,3,5,1,5,3,1,5,2,3,3,1,2,1,2,2,1,1,2,5,2,2,3,3,4,4,4,2,1,1,3,1,1,1,3,2,2,1,2,3,2,3,1,3,1,3,4,3,3,4,2,1,1,1,1,2,1,2,4,2,1,1,,207,9000,3,3,5,4,4,4,3,4,1,4,2,1,2,2,301366
1,79,4,3,9,5,9,3,1,5,3,3,6,1,1,1,2,2,1,1,1,2,1,1,2,1,1,1,1,4,3,2,2,1,2,2,4,2,2,3,2,2,1,2,1,2,8,2,3,2,1,2,4,4,2,2,1,1,1,1,2,1,1,1,1,1,2,,207,9000,4,2,3,5,4,2,3,4,1,2,2,1,2,2,301238
1,79,5,4,9,5,4,4,4,1,2,2,2,2,3,1,2,2,1,1,1,1,2,1,2,1,1,5,1,4,4,2,1,1,1,3,3,2,3,3,2,2,1,2,1,1,10,1,1,2,1,0,3,2,2,2,2,1,1,1,1,3,1,1,1,2,2,,207,9000,5,2,2,2,1,1,3,4,1,5,2,1,2,2,300194
1,79,6,3,9,7,2,5,4,1,2,1,3,3,1,1,2,3,1,2,2,2,1,1,3,3,1,1,2,4,4,1,2,2,1,3,2,3,3,3,2,2,1,4,4,1,10,1,1,2,4,4,4,4,3,3,1,1,1,1,1,2,2,2,1,1,1,,207,9000,6,2,4,3,3,4,3,4,2,2,2,1,2,2,300266
1,79,7,3,9,7,4,1,1,5,3,1,5,2,2,1,1,2,1,2,2,2,2,2,2,2,2,2,1,3,4,4,2,3,1,2,3,3,3,3,3,2,1,3,2,2,2,1,10,4,3,4,3,2,3,2,2,1,1,1,2,2,2,3,2,1,2,,207,9000,7,3,3,2,2,2,3,4,2,3,3,1,2,2,301230
1,79,8,2,9,5,4,1,1,5,3,1,5,3,2,2,3,2,1,1,1,1,1,1,3,2,2,2,2,3,3,1,1,1,1,3,4,2,1,3,2,2,1,2,2,2,6,1,6,1,1,3,3,4,2,3,2,1,0,0,3,2,2,2,1,1,2,,207,9000,8,3,3,3,3,3,3,4,1,4,2,1,2,2,301406
1,79,9,5,9,8,2,3,5,1,2,1,6,2,3,3,1,2,1,1,1,1,1,1,5,2,4,4,2,3,4,1,4,11,3,2,4,2,1,1,3,3,3,5,3,2,4,3,1,2,1,3,4,4,2,4,2,2,2,2,2,2,2,3,1,3,3,,207,9000,9,2,2,3,2,4,3,2,2,5,3,1,2,2,1325
1,79,10,7,9,7,3,1,1,5,3,3,6,2,1,1,1,2,1,1,1,2,2,2,1,2,2,1,2,3,2,1,2,3,2,1,4,1,2,1,2,2,1,1,1,2,6,1,6,1,1,1,4,3,4,4,2,3,2,1,3,1,3,1,1,1,1,,207,9001,0,2,5,3,3,2,3,2,1,3,5,1,2,1,300151
1,79,11,2,9,3,2,4,1,5,3,1,4,3,2,2,3,2,2,2,2,1,2,1,2,1,1,2,2,3,3,3,2,3,8,2,8,2,1,1,2,3,1,2,2,2,4,6,4,1,2,2,3,2,3,1,2,2,2,2,2,2,2,2,1,2,2,,207,9001,1,2,2,2,2,2,3,2,2,2,3,1,1,2,400557
1,79,12,3,8,6,2,3,1,5,3,2,5,1,1,1,1,2,1,1,1,2,1,1,2,2,3,2,2,4,4,2,1,2,1,2,2,3,1,1,2,2,1,3,2,2,8,1,1,2,4,5,3,2,3,2,2,2,1,1,2,1,1,3,1,1,3,,207,9001,2,4,4,2,3,4,4,4,2,5,2,1,2,2,300946
1,79,13,1,8,4,2,4,1,5,3,1,6,2,3,2,1,1,1,2,2,1,2,2,4,2,4,4,1,1,0,3,4,1,1,3,1,2,1,3,3,5,3,4,3,3,4,3,1,1,1,2,3,3,2,2,2,2,2,1,2,3,1,1,1,0,0,,207,9001,3,0,1,2,2,1,1,1,1,1,1,1,2,2,301422
1,79,14,1,8,5,2,3,1,5,3,1,5,3,4,3,1,1,3,3,2,2,3,2,4,1,1,2,4,2,4,4,2,3,2,2,3,1,1,1,2,2,1,2,2,2,2,2,2,1,4,4,3,3,4,3,1,1,1,1,2,3,2,3,2,2,2,,207,9001,4,2,2,2,2,2,3,1,5,5,5,1,2,2,300844
1,79,15,2,8,5,3,1,1,5,3,1,5,1,2,2,3,2,1,2,1,2,2,1,3,3,1,3,1,4,3,5,1,2,1,2,2,2,3,3,2,2,2,2,3,3,2,3,2,1,4,4,4,2,3,2,2,1,2,1,2,3,1,1,1,2,2,,207,9001,5,3,4,2,2,2,4,4,5,5,4,1,2,2,400521
1,79,16,3,8,4,2,1,5,1,2,1,6,2,2,3,3,2,1,3,2,2,1,2,2,1,2,2,2,4,4,4,2,3,3,3,3,2,1,2,2,2,1,2,2,2,3,1,8,1,4,2,4,3,3,2,2,2,1,1,1,2,1,3,2,2,1,,207,9001,6,2,2,3,4,3,4,4,1,5,5,1,2,2,200988
1,79,17,4,8,3,2,2,5,2,2,2,6,1,1,1,2,2,1,1,1,2,1,1,1,1,1,1,1,4,4,2,2,1,1,2,3,2,2,2,1,2,1,1,1,4,1,1,1,1,1,1,4,1,2,2,1,1,1,1,1,2,1,1,2,1,1,,207,9001,7,1,2,1,1,1,4,4,1,2,1,1,2,3,300829
1,79,18,4,8,5,0,1,1,5,3,2,5,1,2,2,1,2,1,2,1,2,2,2,2,2,2,3,1,4,4,1,1,2,3,2,3,2,1,3,1,1,1,2,2,2,8,4,8,1,3,4,1,1,3,1,2,2,1,1,1,3,2,3,2,3,2,,207,9001,8,3,4,3,2,2,3,4,4,2,4,1,2,2,301373
1,79,19,2,8,3,3,5,1,5,3,1,5,2,1,1,2,2,1,2,1,1,1,3,1,1,1,1,2,3,4,1,2,1,1,3,3,3,3,1,2,3,1,2,1,2,4,6,4,1,3,4,3,2,2,2,2,2,1,1,3,1,2,2,2,1,2,,207,9001,9,3,3,2,1,1,3,4,2,2,2,1,2,1,400578
1,79,20,4,8,6,3,5,5,1,2,1,4,2,1,1,2,2,1,2,1,2,1,1,2,1,2,1,1,4,3,2,2,1,1,3,2,3,1,1,2,2,1,1,1,2,4,2,4,1,1,2,3,2,2,2,2,1,2,1,2,2,2,1,1,2,2,,207,9002,0,1,1,2,1,1,3,4,1,1,1,1,2,2,300299
1,79,21,4,8,6,4,3,4,3,2,1,4,3,2,1,1,2,1,2,2,2,2,3,3,2,2,2,2,4,4,2,1,1,1,2,1,2,3,1,3,3,1,2,1,4,2,2,2,1,1,2,3,3,3,3,2,1,1,1,3,3,2,1,1,2,4,,207,9002,1,3,4,4,4,4,2,4,1,3,3,1,2,2,100377
1,79,22,5,8,7,9,3,5,1,2,1,6,1,2,1,2,2,1,2,2,2,3,1,2,1,2,2,1,2,4,5,1,1,1,2,3,3,1,3,3,4,2,2,3,2,5,5,3,2,3,2,2,1,2,3,2,1,2,1,2,1,2,3,1,1,3,,207,9002,2,3,4,3,3,3,2,4,4,3,2,1,2,1,200593
1,79,23,1,8,7,3,5,4,1,2,1,2,2,2,1,1,2,1,1,2,1,1,2,4,2,3,3,1,4,4,1,1,11,1,3,1,1,3,2,1,3,3,1,2,1,10,1,7,4,3,4,3,3,3,2,2,2,1,1,3,3,1,1,2,1,2,,207,9002,3,5,3,2,2,1,2,4,1,5,1,1,2,2,400650
1,79,24,5,8,6,1,3,5,1,2,1,5,3,2,2,1,2,1,1,1,1,1,2,2,2,3,3,2,4,4,4,1,1,2,3,6,2,2,2,2,2,1,4,2,2,6,2,8,1,1,2,3,3,3,2,2,2,2,2,2,1,1,3,1,1,2,,207,9002,4,2,1,3,3,3,2,4,1,4,2,1,2,2,400618
1,79,25,3,8,4,3,4,4,2,1,1,5,3,3,2,1,1,1,3,2,3,3,2,3,2,2,2,1,4,3,2,1,1,2,2,3,3,1,3,2,2,1,2,1,2,6,1,6,1,4,5,3,4,4,2,1,1,1,1,2,1,1,2,1,2,1,,207,9002,5,3,2,2,1,2,2,4,1,4,2,1,2,3,400970
1,79,26,3,8,6,2,4,1,5,3,2,5,2,1,1,2,2,3,2,2,2,1,1,4,2,2,4,2,3,3,2,4,3,1,3,3,3,1,1,3,2,3,2,3,3,3,2,1,2,2,3,3,2,3,2,2,2,2,2,2,2,2,3,2,2,2,,207,9002,6,1,1,2,3,3,2,4,2,4,3,1,2,2,300700
1,79,27,1,8,5,4,5,1,5,3,1,5,3,1,2,3,2,2,1,1,1,2,3,3,2,2,5,3,4,4,2,4,3,2,3,4,3,3,3,2,2,1,2,4,3,2,1,2,1,3,3,4,2,1,3,1,1,1,1,2,2,1,2,1,2,2,,207,9002,7,2,4,2,1,2,2,4,2,4,2,1,2,2,301374
1,79,28,2,8,4,0,4,2,2,3,1,5,1,2,2,1,1,1,3,2,2,1,1,2,2,2,3,3,4,4,1,1,1,1,2,3,2,1,3,2,2,1,4,3,1,10,4,10,4,4,4,3,3,2,2,2,2,2,2,1,2,1,3,2,1,1,,207,9002,8,2,4,5,2,2,4,4,1,4,1,1,2,2,401455
1,79,29,4,8,6,3,4,5,1,2,2,6,1,2,1,1,2,0,0,0,0,0,0,2,1,1,1,1,4,2,1,2,1,1,2,7,3,1,1,1,2,1,2,1,1,9,1,8,2,3,4,3,2,2,2,2,2,2,1,2,1,2,0,0,0,0,,207,9002,9,0,3,3,3,3,3,4,1,3,2,1,2,2,300417
1,79,30,2,8,3,7,3,4,1,2,1,4,2,1,2,1,2,2,2,1,1,3,2,3,1,2,2,2,1,3,1,4,2,4,1,6,2,1,3,1,2,1,2,2,2,4,6,4,1,2,3,3,3,2,2,1,1,1,1,1,1,1,1,2,1,1,,207,9003,0,2,2,1,1,2,3,4,5,5,5,1,2,2,300549
1,79,31,5,8,5,2,5,5,1,2,1,6,2,2,1,3,2,1,2,2,1,0,3,3,1,1,2,2,4,4,3,1,11,1,1,11,1,3,1,2,2,1,2,2,3,1,1,1,2,1,2,3,1,4,3,2,3,1,1,5,0,1,4,2,2,3,,207,9003,1,2,2,2,4,2,3,4,1,2,1,1,2,2,300687
1,79,32,4,8,3,3,1,4,2,2,1,5,2,2,1,1,3,1,2,2,1,1,1,2,2,2,1,1,4,3,1,2,3,1,2,11,3,3,1,2,2,2,2,2,3,2,2,1,2,1,1,3,2,1,2,1,2,1,1,3,2,2,3,1,1,2,,207,9003,2,3,2,3,2,2,3,4,5,2,2,1,2,2,100288
1,79,33,3,8,7,3,4,4,1,1,2,2,2,2,1,1,1,1,2,2,2,1,2,4,2,3,3,2,3,3,1,2,1,1,3,3,3,1,2,3,3,2,3,2,1,10,3,1,2,3,3,2,2,1,1,2,1,2,1,2,3,1,2,1,3,2,,207,9003,3,3,3,3,1,2,2,4,3,3,3,1,2,2,100188
1,79,34,3,8,5,7,1,1,5,3,1,5,3,1,1,3,2,1,1,1,1,2,1,2,1,1,2,2,3,3,2,2,2,1,3,3,3,1,2,1,1,1,2,1,3,2,3,2,1,4,3,3,1,1,2,1,1,2,2,2,3,1,3,2,2,3,,207,9003,4,2,2,3,3,5,1,4,1,1,1,1,2,2,301019
1,79,35,1,8,5,7,1,4,2,2,1,4,2,2,2,2,1,2,2,2,2,1,2,3,2,3,2,1,2,4,4,1,8,3,3,5,2,1,3,2,3,2,2,2,2,4,3,4,1,4,4,2,2,2,2,3,2,1,1,2,1,2,2,1,2,2,,207,9003,5,2,3,3,4,2,1,4,1,4,1,1,2,2,100038
1,79,36,1,8,4,1,4,1,5,3,1,4,1,1,2,1,2,1,2,2,3,1,2,4,2,3,2,2,3,3,1,1,3,1,2,2,3,1,1,3,3,2,2,2,2,2,1,2,1,2,5,1,2,3,2,2,1,2,2,3,2,2,3,1,1,2,,207,9003,6,3,3,3,3,3,1,4,1,3,2,1,0,2,200233
1,79,37,5,8,6,3,5,5,1,2,1,6,3,1,1,2,2,1,2,2,2,1,3,2,1,1,2,2,4,4,5,1,11,2,3,11,3,3,1,2,3,1,2,2,1,9,1,9,1,4,6,3,4,4,2,2,1,2,1,3,2,1,3,2,1,5,,207,9003,7,3,3,5,4,3,1,4,5,3,2,1,2,1,160
1,79,38,1,8,6,0,5,4,1,2,1,4,2,3,2,1,2,1,2,1,2,1,2,2,2,4,4,3,4,4,2,2,1,1,2,3,3,2,3,1,3,1,1,3,1,10,2,3,2,4,5,2,1,3,2,2,1,1,1,1,2,0,3,1,1,4,,207,9003,8,3,4,4,4,4,1,4,3,4,0,1,2,1,189
1,79,39,4,8,5,5,4,1,5,3,2,6,3,4,2,1,1,1,2,2,2,1,2,2,3,1,3,1,4,4,4,2,3,1,3,11,3,1,1,2,3,2,2,1,2,4,2,1,2,1,6,2,2,3,2,2,1,2,1,4,3,1,2,2,1,3,,207,9003,9,4,4,4,3,3,3,4,2,3,3,1,2,1,100004
1,79,40,3,8,4,3,1,1,5,3,1,5,2,3,2,1,1,1,2,1,1,1,2,4,2,3,3,3,4,4,4,1,1,4,2,6,3,2,3,2,3,1,1,3,2,6,1,6,1,3,4,3,2,3,2,2,1,1,1,3,3,1,3,2,1,2,,207,9004,0,3,3,4,4,4,3,4,2,4,2,1,2,2,100881
1,79,41,1,7,4,6,1,1,5,3,1,4,2,4,3,1,3,3,3,2,3,3,2,5,2,3,3,2,2,4,4,4,3,1,2,1,1,2,1,5,4,3,4,3,3,2,6,1,1,2,4,3,3,3,2,2,2,2,2,2,1,2,3,1,4,4,,207,9004,1,4,4,4,4,4,2,1,2,4,3,3,1,1,300136
1,79,42,1,7,5,1,3,4,2,2,2,4,3,1,1,2,2,3,2,1,2,1,3,1,1,1,2,2,4,5,5,4,1,1,2,4,3,3,3,2,2,1,1,1,2,2,1,2,1,3,2,3,2,4,2,3,1,1,1,2,1,2,2,1,2,2,,207,9004,2,5,2,2,2,2,3,4,5,5,2,3,2,2,301161
1,79,43,3,7,5,5,5,1,5,3,1,4,2,2,2,1,2,1,2,2,1,1,2,2,2,1,2,2,4,4,4,1,2,1,3,2,3,1,1,3,3,2,2,2,2,1,1,1,1,3,4,3,2,3,2,2,1,2,2,2,2,2,3,1,2,2,,207,9004,3,2,2,3,3,2,3,4,1,3,1,3,2,2,101257
1,79,44,1,7,4,1,3,1,5,3,1,5,1,1,1,1,2,1,2,2,1,1,1,2,1,1,2,1,4,5,2,1,2,1,2,3,2,2,1,1,1,1,2,2,3,2,1,2,1,1,3,2,2,4,2,1,1,1,1,2,3,1,1,2,1,2,,207,9004,4,3,2,1,1,1,3,4,1,5,1,3,2,2,400013
1,79,45,1,7,7,2,5,1,5,3,1,4,1,2,2,3,2,1,2,2,2,2,3,4,2,2,3,2,4,4,4,2,2,1,2,2,3,3,3,3,2,1,2,4,2,2,1,1,2,4,3,1,1,4,4,3,1,2,1,5,3,1,4,1,2,5,,207,9004,5,3,3,2,2,4,2,4,1,3,2,3,2,2,301303
1,79,46,2,7,6,8,1,1,5,3,3,6,3,4,2,3,1,1,2,2,2,3,2,2,2,3,3,3,2,2,5,1,3,1,2,2,2,3,1,3,3,1,3,2,3,0,0,6,1,3,2,2,2,3,2,2,2,2,2,3,2,3,3,1,2,3,,207,9004,6,4,4,4,4,4,1,4,2,2,3,3,2,2,301226
1,79,47,3,7,5,2,1,4,2,2,2,5,3,2,1,1,3,1,2,2,2,2,3,3,2,3,3,2,3,2,1,2,2,2,2,3,2,3,2,2,3,1,3,4,2,5,1,5,1,4,3,2,2,4,4,1,1,1,1,2,1,3,1,1,1,2,,207,9004,7,3,3,2,2,2,3,4,1,5,2,3,0,2,504
1,79,48,2,7,4,4,2,1,5,3,1,5,2,1,3,2,2,1,3,3,3,3,2,2,1,1,1,1,3,4,4,4,3,1,3,3,1,1,2,1,2,1,3,2,2,2,5,7,1,4,5,3,4,2,1,1,2,1,1,1,1,1,3,2,1,1,,207,9004,8,2,5,1,2,1,1,4,1,5,5,3,2,1,400874
1,79,49,1,5,5,7,3,1,5,3,1,5,2,1,1,1,2,3,1,1,2,1,2,4,2,1,3,1,3,4,1,2,1,1,2,3,3,2,3,2,2,1,2,3,3,2,7,2,1,4,5,1,3,2,2,1,2,1,1,1,1,2,2,2,1,2,,207,9004,9,2,4,4,2,4,1,4,1,2,3,0,2,1,300912
1,79,50,1,4,6,9,5,4,1,2,1,4,2,4,2,1,3,3,2,2,3,1,2,5,2,3,4,1,3,3,2,2,2,2,3,4,3,2,2,2,3,2,4,3,2,1,1,10,4,3,5,1,1,3,2,1,1,1,2,2,3,2,1,1,1,3,,207,9005,0,3,5,1,2,1,1,3,1,4,3,0,2,2,300851
1,79,51,5,4,5,3,3,4,1,2,1,4,1,2,1,2,2,1,2,2,2,3,1,2,1,1,1,2,4,3,4,2,3,4,2,2,2,3,2,2,2,2,1,1,2,6,1,2,1,3,5,3,4,4,4,1,1,2,1,2,2,2,3,2,2,2,,207,9005,1,1,3,3,3,3,2,2,5,3,0,0,0,0,216
1,79,52,2,2,5,2,4,1,5,3,2,4,2,2,2,1,3,2,2,2,1,1,1,4,2,1,3,5,4,4,3,2,1,1,2,2,1,3,1,3,3,2,2,2,2,2,1,1,2,3,4,3,4,4,2,1,1,1,1,5,3,1,3,2,1,3,,207,9005,2,4,2,1,2,4,1,4,1,4,2,0,2,2,101247
1,79,53,2,8,5,2,5,1,5,3,1,4,2,3,3,1,1,1,2,2,2,2,2,4,2,3,4,3,4,4,4,3,4,1,2,1,2,1,2,4,4,3,4,3,2,2,1,1,2,4,4,2,2,2,3,2,1,2,1,3,1,1,1,2,1,4,,207,9005,3,4,4,4,4,4,1,2,2,4,3,1,2,2,401299
1,79,54,3,8,4,4,3,1,5,3,1,5,1,1,1,1,1,1,1,2,2,3,2,3,1,1,1,1,2,4,3,2,1,11,2,11,2,3,3,2,1,1,1,1,3,1,2,1,1,3,4,2,4,4,2,2,1,1,1,2,2,2,1,2,1,1,,207,9005,4,1,2,1,2,2,3,2,5,5,4,1,2,2,300295
1,79,55,1,8,6,2,5,1,5,3,2,6,1,1,1,1,2,1,2,1,2,1,1,2,2,1,2,5,3,5,1,2,1,3,3,5,3,3,1,2,2,1,1,2,4,1,2,1,1,2,1,1,1,2,2,2,1,1,1,3,2,1,3,1,4,3,,207,9005,5,3,3,4,1,2,3,2,1,3,2,1,2,2,100677
1,79,56,5,8,6,4,1,1,5,3,1,5,1,1,1,2,3,1,2,1,2,1,2,2,1,1,1,1,3,4,3,2,1,1,3,1,1,3,3,2,2,1,2,1,2,2,1,1,2,3,4,3,2,3,2,2,2,3,1,1,2,1,3,2,1,2,,207,9005,6,2,2,2,1,2,3,2,2,5,2,1,2,2,101270
1,79,57,2,8,6,4,3,5,1,2,2,5,3,1,1,1,2,2,2,1,2,1,1,2,2,2,2,5,4,3,3,2,2,2,3,3,2,1,1,2,1,1,2,2,2,3,1,1,2,2,1,3,1,4,1,1,1,2,0,3,2,1,2,2,2,2,,207,9005,7,2,3,2,2,2,3,3,3,4,1,1,2,2,74
1,79,58,5,8,4,2,4,5,1,2,2,6,3,1,1,2,2,1,2,2,2,3,3,1,1,1,1,1,2,4,4,1,3,2,1,4,3,3,1,1,2,1,2,1,2,3,1,1,2,1,5,3,3,3,2,1,1,1,1,1,1,1,2,2,3,1,,207,9005,8,2,1,2,2,2,1,3,2,3,2,1,2,1,100615
1,79,59,5,8,6,3,5,5,2,2,2,6,3,2,1,2,1,1,2,2,2,2,1,1,1,2,3,1,4,4,4,4,1,2,3,4,3,3,3,2,3,1,3,1,2,8,4,2,2,4,4,3,4,3,2,2,3,2,3,2,2,3,4,1,2,3,,207,9005,9,2,2,2,2,4,3,3,2,4,5,1,2,1,300065
1,79,60,2,8,6,3,4,1,5,3,1,3,2,2,2,1,2,1,1,1,1,1,1,4,2,3,3,5,4,2,2,2,1,2,2,10,2,3,2,2,3,1,2,3,2,1,2,1,1,1,1,2,4,3,2,1,1,1,1,2,1,2,1,1,1,2,,207,9006,0,3,3,3,2,2,2,3,2,3,2,1,2,3,301092
1,79,61,3,8,5,8,1,1,5,3,1,5,2,2,2,1,1,2,2,2,2,2,2,2,2,2,3,0,4,3,2,2,3,2,3,3,2,1,1,2,2,1,2,2,3,3,3,3,1,1,5,3,3,3,3,1,1,2,1,2,2,2,3,2,1,2,,207,9006,1,3,2,2,2,2,2,3,2,2,2,1,2,2,300017
1,79,62,3,8,6,5,4,1,5,3,1,6,2,4,2,1,2,3,3,2,1,1,1,3,3,2,3,3,4,4,4,4,3,1,3,3,2,1,1,2,2,1,2,3,3,4,2,4,1,1,3,3,4,3,2,2,2,2,2,2,2,2,3,3,3,1,,207,9006,2,3,2,3,3,3,3,4,1,3,1,1,2,2,300516
1,79,63,2,8,6,2,5,1,5,3,1,4,2,2,1,1,1,3,3,2,2,3,2,5,2,4,3,3,1,4,4,1,2,2,3,4,3,3,3,3,4,3,3,3,2,6,1,1,2,3,4,1,3,3,2,2,2,2,2,2,3,1,2,1,2,3,,207,9006,3,4,4,4,2,4,3,4,2,2,2,1,2,2,200760
1,79,64,3,8,6,3,3,1,5,3,1,5,1,1,1,2,2,1,1,1,1,1,1,2,1,2,1,1,4,2,2,2,1,2,2,4,3,1,3,2,2,1,2,2,2,7,4,7,1,4,1,3,3,2,2,2,2,2,2,2,2,2,2,2,2,1,,207,9006,4,2,2,2,1,1,3,2,1,4,1,1,2,2,301254
1,79,65,3,8,5,2,3,1,5,3,2,6,3,1,1,2,2,1,1,2,2,1,2,1,2,1,4,3,2,3,1,2,1,2,1,11,2,2,2,1,2,1,2,2,3,1,6,1,1,4,3,3,3,3,3,2,2,2,2,4,1,1,3,2,2,3,,207,9006,5,3,4,4,4,4,2,2,1,3,3,1,2,2,300696
1,79,66,4,8,6,3,4,1,5,3,1,5,2,3,2,1,2,1,2,1,1,1,2,4,2,2,3,1,4,4,1,2,1,1,2,2,3,3,1,3,2,1,5,1,3,2,3,2,1,2,3,2,2,3,2,2,2,1,1,2,2,2,3,3,1,4,,207,9006,6,3,2,3,1,3,2,2,1,3,1,1,2,2,300965
1,79,67,5,8,5,4,3,1,5,3,1,6,1,1,1,2,3,1,2,2,2,2,1,3,1,2,1,2,4,4,4,4,11,2,2,1,3,1,3,1,3,1,5,1,2,5,1,5,1,1,3,3,4,4,4,1,1,1,1,2,2,1,2,2,4,3,,207,9006,7,2,2,2,1,2,4,2,5,2,2,1,2,2,1102
1,79,68,3,8,5,8,3,1,5,3,2,6,2,2,1,2,2,1,2,1,2,1,1,2,2,2,2,1,4,4,1,2,1,1,2,6,3,2,3,2,2,1,2,2,2,5,5,5,1,3,6,3,2,3,2,2,2,2,2,3,2,2,2,1,1,2,,207,9006,8,2,2,3,3,3,4,2,4,3,2,1,2,3,401256
1,79,69,4,8,2,7,1,1,5,3,1,5,3,1,1,3,2,2,2,1,2,1,3,2,1,2,1,1,2,5,2,2,2,1,2,2,3,2,1,2,2,1,1,1,3,6,1,5,2,3,2,1,4,2,2,1,2,1,1,2,1,2,2,2,3,2,,207,9006,9,3,2,2,1,1,2,4,2,5,1,1,2,2,300008
1,79,70,1,2,6,3,1,1,5,3,1,3,3,2,2,1,1,3,2,2,2,1,3,4,3,5,2,2,1,4,4,2,2,2,2,11,1,1,1,2,2,1,5,4,2,2,1,1,1,2,3,2,4,4,2,2,1,2,2,2,2,2,3,2,2,1,,207,9007,0,2,2,5,5,4,2,2,5,5,2,3,2,2,200892
1,79,71,1,2,5,1,1,1,5,3,1,2,2,4,3,1,2,1,2,2,2,3,2,4,2,1,4,3,1,2,5,4,2,11,3,11,3,1,3,5,3,4,3,4,2,2,1,1,2,4,5,3,4,4,3,0,1,3,1,5,1,1,4,1,2,1,,207,9007,1,5,3,1,3,3,1,1,5,5,5,3,2,1,100081
1,79,72,1,2,4,2,4,1,5,3,2,6,3,4,3,3,3,3,3,3,3,1,2,2,2,1,4,3,4,5,5,4,11,1,2,3,3,1,2,3,3,2,4,2,1,9,1,9,1,4,0,3,4,3,3,2,2,2,2,3,1,1,3,3,4,2,,207,9007,2,4,3,4,4,4,1,4,1,4,3,3,2,2,400094
1,79,73,1,2,5,1,3,1,5,3,1,3,1,1,1,2,2,1,2,2,2,0,3,1,1,2,1,1,1,2,1,2,2,1,2,0,3,3,3,2,2,2,5,2,1,10,1,1,2,3,6,4,4,3,2,1,1,1,1,1,2,2,2,3,1,1,,207,9007,3,2,2,1,1,1,3,4,1,2,2,3,2,2,200416
1,79,74,2,2,6,2,4,1,5,3,2,4,3,1,2,1,2,3,2,1,1,1,3,3,2,1,2,1,4,3,1,2,3,4,3,7,3,3,1,2,3,1,2,2,2,3,1,1,2,3,3,3,4,2,3,2,2,2,1,3,1,2,3,1,2,3,,207,9007,4,3,4,5,4,4,3,4,1,4,2,3,2,1,400924
1,79,75,3,6,6,1,4,1,5,3,1,5,2,2,2,1,2,3,2,2,1,1,2,3,3,1,2,2,4,4,2,4,11,1,2,2,3,3,1,2,2,1,1,2,3,4,2,1,2,1,1,3,3,3,1,2,2,3,1,3,2,2,4,2,2,5,,207,9007,5,2,2,2,2,2,3,3,1,3,1,3,2,2,300695
1,79,76,1,6,7,2,3,1,5,3,2,2,1,1,1,2,2,1,1,1,1,1,3,2,1,1,2,1,4,4,2,2,1,3,2,3,3,3,1,0,2,4,5,1,1,10,4,1,2,4,3,1,1,2,2,1,1,3,1,3,3,1,2,1,2,2,,207,9007,6,3,3,2,2,2,1,0,1,3,2,3,2,2,100736
1,79,77,2,6,6,1,4,1,5,3,1,4,3,4,2,1,2,1,2,2,2,1,3,2,3,2,3,2,3,5,3,2,1,1,1,1,2,3,3,2,2,1,5,1,2,5,1,1,2,4,6,4,4,4,4,1,1,3,1,2,1,1,2,3,2,2,,207,9007,7,3,2,1,1,1,3,4,5,4,5,3,2,2,300230
1,79,78,2,6,3,5,1,4,1,2,1,5,3,2,2,3,2,2,3,3,3,3,3,3,3,2,2,2,1,4,4,4,4,8,3,11,3,2,1,2,2,1,2,3,3,2,3,1,2,1,4,4,3,4,2,2,2,1,1,2,1,2,3,3,1,2,,207,9007,8,3,4,2,2,1,2,2,5,5,5,3,2,2,1133
1,79,79,1,6,8,3,4,5,1,2,1,5,2,3,2,1,3,1,2,2,3,2,2,5,2,2,3,2,3,4,2,4,3,2,3,3,3,1,1,3,4,3,4,3,1,10,1,2,2,4,5,3,1,2,1,2,3,3,3,3,2,2,3,1,2,3,,207,9007,9,2,3,4,3,4,2,1,1,3,3,3,2,2,100276
