CARD.,DECK.,BALLOT.,Q.1.,Q.2.,Q.3.,Q.4.,Q.5.,Q.6A.,Q.6B.,Q.6C.,Q.6D.,Q.6E.,Q.6F.,Q.6G.,Q.6H.,Q.6I.,Q.6J.,Q.6K.,Q.6L.,Q.7.,Q.8A.,Q.8B.,Q.8C.,Q.9.,V.9A.,Q.10.,Q.11.,Q.12.,V.13.,V.14.
1,189,210,4,3,2,3,2,1,2,1,1,1,1,1,1,1,2,2,1,1,1,2,2,2,2,8,7,2,0,11
1,189,211,4,3,2,3,0,1,0,0,1,0,0,0,1,1,0,0,0,1,1,1,1,3,3,8,7,2,0,11
1,189,212,4,3,3,3,4,1,3,3,1,0,0,0,0,0,0,0,0,2,1,2,2,2,4,3,8,1,0,3
1,189,213,4,3,3,2,2,1,2,3,1,2,2,1,1,1,1,1,1,2,2,1,2,1,3,8,8,1,0,4
1,189,214,4,3,1,3,3,1,2,3,3,3,3,3,1,3,3,2,1,1,3,1,1,1,3,8,8,1,3,8
1,189,215,4,3,2,3,3,1,3,1,1,1,2,1,1,1,3,1,1,1,2,2,1,1,3,8,8,2,0,11
1,189,216,4,3,2,3,2,1,2,3,1,2,2,3,1,2,2,3,3,1,3,2,2,3,3,8,0,0,0,4
1,189,217,4,3,3,3,2,1,2,3,1,3,3,1,1,1,1,4,3,1,2,2,2,2,4,8,0,0,0,11
1,189,218,4,3,3,0,0,1,0,0,1,0,0,0,1,1,0,0,0,1,1,0,0,0,4,3,1,1,0,3
1,189,219,4,3,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,3,3,1,1,0,4
1,189,220,4,3,4,1,1,0,0,0,0,0,2,0,0,0,0,0,0,1,1,3,1,1,4,8,1,1,0,4
1,189,221,4,3,2,2,2,1,1,1,1,1,2,1,1,1,2,2,1,1,2,2,2,1,3,1,1,1,0,7
1,189,222,4,3,3,3,2,1,0,0,1,2,0,1,1,0,0,1,1,1,2,0,0,2,4,1,2,1,0,3
1,189,223,4,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,4,8,2,1,0,4
1,189,224,4,3,3,1,2,1,1,0,1,1,0,0,1,0,0,0,1,0,2,2,2,3,4,3,2,1,0,5
1,189,225,4,3,3,2,2,3,3,1,1,1,3,3,1,3,3,3,1,1,2,2,2,1,4,3,3,1,0,4
1,189,226,4,3,3,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,4,3,3,1,0,4
1,189,227,4,3,1,2,2,1,1,1,1,1,1,1,1,1,2,1,1,1,2,2,2,1,3,3,3,1,0,8
1,189,228,4,3,3,2,2,1,1,1,1,1,2,1,1,1,2,2,1,1,1,2,2,1,3,3,3,1,0,8
1,189,229,4,3,3,3,1,1,0,0,0,0,0,0,1,0,0,0,1,1,1,3,2,1,4,8,3,1,0,8
1,189,230,4,3,2,3,2,1,3,3,1,1,1,1,1,1,1,1,1,1,2,2,2,3,3,4,4,1,0,3
1,189,231,4,3,3,2,2,3,3,1,1,1,3,3,1,3,3,3,1,1,2,2,2,1,4,3,4,1,0,4
1,189,232,4,3,1,2,2,1,3,1,1,1,2,1,1,1,1,2,1,1,0,0,0,0,4,0,4,1,0,4
1,189,233,4,3,5,2,2,1,2,2,1,1,0,2,1,1,0,0,1,2,1,2,2,2,4,0,4,1,0,4
1,189,234,4,3,3,1,1,1,2,2,2,1,1,2,1,1,1,2,1,1,2,2,2,2,4,3,4,1,3,5
1,189,235,4,1,3,2,2,1,1,3,1,2,2,1,1,1,3,1,1,3,2,2,2,1,4,8,6,2,3,9
1,189,236,4,1,1,0,0,1,1,1,1,3,3,1,1,1,3,1,1,3,2,2,2,1,4,8,6,2,0,9
1,189,237,4,1,3,3,2,1,2,1,1,2,2,1,1,1,1,1,1,1,2,2,2,3,4,8,6,2,0,9
1,189,238,4,1,1,3,2,1,2,2,1,1,1,1,1,1,2,2,1,1,2,2,2,3,4,8,6,2,0,9
1,189,239,4,1,2,3,2,1,2,1,1,2,2,1,1,1,3,2,2,1,2,2,2,1,3,8,6,2,3,9
1,189,240,4,1,1,3,3,1,2,3,3,1,1,1,1,1,3,3,1,1,2,1,2,1,4,8,6,2,0,9
1,189,241,4,1,1,2,0,1,1,1,1,3,3,3,1,1,1,0,1,1,2,2,2,2,3,8,6,2,3,12
1,189,242,4,2,1,3,3,1,2,2,1,2,2,2,1,1,2,2,1,1,2,1,1,2,2,8,6,2,0,9
1,189,243,4,2,2,2,3,1,2,2,1,1,2,2,1,1,2,2,1,1,2,2,2,2,2,8,6,2,3,9
1,189,244,4,2,1,3,2,1,3,3,1,2,2,1,1,3,4,3,1,1,1,2,2,1,3,8,6,2,3,9
1,189,245,4,2,1,3,2,1,2,3,1,2,2,1,1,1,2,3,1,1,2,0,0,2,2,8,6,2,0,9
1,189,246,4,2,3,2,0,1,1,0,1,0,0,0,1,1,0,0,1,1,2,2,2,1,3,8,6,2,3,9
1,189,247,4,2,1,3,2,1,2,1,1,3,3,1,1,1,2,2,2,1,1,1,2,2,4,8,6,2,0,9
1,189,248,4,2,1,3,2,1,2,1,1,1,2,1,1,2,2,2,2,1,1,2,2,1,3,8,6,2,0,9
1,189,249,4,2,2,3,0,1,3,1,1,2,2,1,1,1,3,2,1,1,1,1,2,1,3,8,6,2,0,9
1,189,250,4,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,0,0,0,0,4,0,6,2,3,9
1,189,251,4,2,1,2,2,1,2,1,1,1,1,1,1,1,3,2,2,1,2,2,2,1,4,8,6,2,0,10
1,189,252,4,2,2,2,2,1,2,3,1,1,3,3,1,1,3,3,1,1,2,2,2,2,1,8,6,1,3,10
1,189,253,4,2,2,3,2,1,2,3,1,3,3,1,1,1,1,2,1,1,1,1,2,2,4,8,6,1,0,10
1,189,254,4,2,1,3,2,1,3,1,1,3,3,1,1,1,3,3,3,1,1,2,2,1,3,8,6,1,0,10
1,189,255,4,2,3,2,2,1,2,3,3,3,4,0,4,1,4,2,3,1,2,2,2,2,4,8,6,1,0,10
1,189,256,4,2,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,1,4,8,6,2,0,12
1,189,257,4,2,1,3,2,1,2,2,1,2,2,0,1,1,0,2,1,1,2,1,2,1,3,8,6,2,3,12
1,189,258,4,2,2,3,2,1,1,3,1,1,1,1,1,1,2,2,1,1,2,2,2,1,3,8,6,2,0,12
1,189,259,4,2,2,3,2,1,2,2,1,2,2,2,1,1,1,2,1,1,1,1,2,2,2,8,6,2,3,12
1,189,260,4,2,2,3,2,1,0,0,1,1,0,0,1,1,0,0,0,1,1,2,2,1,4,8,6,2,3,12
1,189,261,4,2,2,3,0,1,2,3,3,0,3,1,1,1,3,1,1,1,1,2,2,2,4,8,6,2,0,12
1,189,262,4,2,1,3,2,1,2,3,1,1,3,1,1,1,3,3,1,1,2,1,2,1,3,8,6,2,3,12
1,189,263,4,3,3,2,2,1,1,0,1,1,0,0,0,0,0,0,0,3,2,2,2,3,4,8,6,2,0,12
1,189,264,4,3,2,3,3,1,2,2,1,1,1,1,1,1,2,1,1,1,4,1,1,3,4,8,6,2,3,9
1,189,265,4,3,3,0,2,1,2,3,3,2,2,3,3,1,2,2,1,1,4,2,1,0,4,8,6,2,0,9
1,189,266,4,3,1,3,2,1,2,2,1,2,2,1,1,1,1,2,1,1,2,1,2,1,3,8,6,2,0,9
1,189,267,4,3,3,1,2,1,2,2,1,2,2,1,1,1,2,2,1,2,3,2,1,1,3,8,6,2,3,9
1,189,268,4,3,1,2,3,4,3,2,1,2,2,3,1,4,4,4,4,1,3,2,2,3,4,8,6,2,0,9
1,189,269,4,3,1,3,0,3,2,3,3,1,1,3,1,3,4,3,3,1,3,2,1,3,3,8,6,2,3,9
1,189,270,4,3,2,3,0,1,2,2,1,3,2,2,1,1,2,2,1,1,2,1,1,2,2,8,6,2,0,10
1,189,271,4,3,2,3,2,1,2,2,1,2,2,2,1,1,2,2,1,1,2,2,2,2,1,8,6,1,3,10
1,189,272,4,3,3,3,2,1,3,3,1,3,3,1,1,1,1,3,3,3,3,0,0,1,3,8,6,1,3,10
1,189,273,4,3,3,2,0,1,3,3,1,1,2,0,1,1,2,2,1,2,1,2,2,2,2,3,6,1,2,10
1,189,274,4,3,1,3,2,1,2,1,1,1,1,1,1,3,3,3,1,1,5,2,1,1,3,8,6,2,0,12
1,189,275,4,3,1,4,2,1,2,2,1,1,2,1,1,1,2,2,1,1,1,2,2,3,4,8,6,2,3,12
1,189,276,4,3,1,3,2,1,2,2,1,1,4,1,1,1,4,2,4,1,2,2,2,1,3,8,6,2,3,12
1,189,277,4,3,2,3,2,1,2,2,1,2,2,1,1,1,2,2,1,1,1,1,2,2,2,8,6,2,3,12
1,189,278,4,3,5,2,2,1,4,1,1,3,4,4,4,1,4,4,4,1,2,2,2,1,4,8,6,2,0,12
1,189,279,4,3,3,2,3,1,2,2,3,3,2,1,1,1,2,2,2,3,3,2,2,0,4,8,6,2,3,12
1,189,280,4,3,3,3,0,1,3,1,1,3,3,3,1,1,3,3,3,3,1,0,0,2,2,8,6,2,3,12
1,189,281,4,3,1,0,0,4,4,4,4,4,4,4,1,4,4,4,4,0,0,0,0,0,4,8,6,2,3,12
1,189,282,4,3,5,3,2,1,3,1,1,3,3,1,1,3,3,3,3,1,3,2,2,1,3,8,6,2,3,12
1,189,283,4,3,3,0,2,1,2,2,1,0,0,2,1,0,0,0,0,3,2,0,2,3,3,8,6,2,3,12
1,189,284,4,3,2,3,2,1,2,1,1,3,3,1,1,1,3,3,1,1,2,2,2,3,3,8,6,2,0,12
1,189,285,4,3,3,3,2,2,2,1,1,1,1,1,1,1,3,4,4,1,3,2,2,1,3,8,6,2,0,12
1,189,286,4,3,2,3,2,1,2,2,1,3,2,2,1,2,2,2,1,1,2,2,2,2,4,8,6,2,0,12
1,189,287,4,4,3,2,2,1,3,3,1,3,3,1,1,3,3,1,1,2,2,3,2,1,4,8,6,2,0,9
1,189,288,4,4,5,2,2,1,4,2,1,4,4,4,1,1,4,4,1,1,2,2,1,2,4,8,6,1,1,10
1,189,289,4,4,5,2,2,1,1,1,1,2,2,1,1,1,3,3,1,1,2,2,2,1,3,8,6,2,0,10
1,189,290,4,4,5,2,2,1,4,1,1,3,3,4,3,1,1,3,3,1,3,2,2,1,4,8,6,2,0,12
1,189,291,4,4,4,3,2,1,2,2,1,3,3,3,1,1,3,1,1,1,0,0,0,0,4,8,6,2,1,12
1,189,292,4,4,5,2,2,1,2,2,1,1,2,2,1,1,2,2,1,1,5,2,1,3,3,0,6,1,0,12
1,189,293,4,4,3,3,0,1,2,1,1,1,2,1,1,1,1,1,1,1,1,0,0,0,4,8,6,2,3,12
1,189,294,4,4,5,2,2,1,2,2,1,3,3,4,1,1,2,2,1,1,3,1,2,2,2,8,6,1,3,12
1,189,295,4,4,4,3,1,1,3,3,1,2,2,3,1,1,3,2,1,1,2,2,2,2,2,8,6,2,0,12
1,189,296,4,4,4,3,1,1,3,3,1,2,2,3,1,1,3,2,1,1,2,2,2,2,2,8,6,2,0,12
1,189,297,4,4,5,2,2,1,3,1,1,3,3,3,1,1,4,2,3,1,2,2,2,2,4,8,6,2,3,12
1,189,298,4,4,4,1,1,1,3,3,1,2,2,1,1,1,3,3,1,2,3,2,2,3,4,8,6,2,3,12
1,189,299,4,1,2,1,0,0,1,0,0,0,0,0,1,1,0,0,0,1,1,3,2,1,3,8,7,2,0,9
1,189,300,4,1,2,2,3,1,2,1,1,1,1,1,1,1,2,2,1,1,1,1,2,1,3,8,7,2,3,9
1,189,301,4,1,2,3,3,3,2,1,1,1,1,2,1,3,2,2,2,1,1,1,1,2,2,8,7,2,3,9
1,189,302,4,2,2,3,2,1,1,1,1,1,1,1,1,1,1,2,2,1,3,1,0,1,3,8,7,2,0,9
1,189,303,4,2,1,0,3,1,3,2,1,1,1,3,1,3,3,3,3,1,2,0,1,2,2,8,7,2,3,9
1,189,304,4,2,3,3,3,1,2,3,1,3,4,3,1,1,2,3,1,1,2,1,2,1,4,8,7,2,3,9
1,189,305,4,2,3,3,2,1,2,3,3,1,2,2,1,1,2,2,2,1,3,2,1,2,2,8,7,2,0,9
1,189,306,4,2,1,3,2,1,3,3,3,1,1,3,1,1,3,3,3,1,2,1,1,1,4,8,7,2,3,9
1,189,307,4,2,2,3,2,1,4,1,1,1,2,1,1,1,2,2,1,1,1,1,2,2,2,8,7,2,0,9
1,189,308,4,2,1,3,3,1,2,3,1,1,1,3,1,1,2,3,3,1,2,1,2,3,3,8,7,2,3,9
1,189,309,4,2,3,2,3,3,2,3,3,1,1,2,2,3,2,4,4,1,2,2,2,2,2,8,7,2,3,9
1,189,310,4,2,2,3,2,1,2,3,1,1,1,2,1,1,2,2,1,1,0,0,0,0,4,0,7,2,1,9
1,189,311,4,2,2,2,3,1,2,2,1,3,3,1,1,1,3,2,3,1,2,1,1,2,2,8,7,2,3,9
1,189,312,4,3,1,3,3,1,2,1,1,1,1,1,1,1,2,2,2,1,2,2,2,1,3,8,7,2,0,9
1,189,313,4,3,3,4,2,0,2,0,0,1,1,1,1,0,0,0,0,1,3,2,2,1,3,8,7,2,3,9
1,189,314,4,3,3,3,2,1,2,1,1,1,1,3,1,3,2,2,2,1,2,1,2,1,3,8,7,2,3,9
1,189,315,4,3,3,2,2,1,3,1,1,2,2,1,1,1,2,3,1,1,2,2,2,1,4,8,7,2,0,9
1,189,316,4,3,3,2,0,1,2,2,1,1,1,2,1,1,2,1,1,2,2,1,1,2,2,8,7,2,0,9
1,189,317,4,3,2,3,2,1,2,2,1,1,3,2,1,1,0,2,1,1,1,0,2,1,3,8,7,1,0,10
1,189,318,4,3,2,3,2,1,1,1,1,1,1,1,1,3,4,3,3,1,2,1,2,1,3,8,7,2,3,12
1,189,319,4,3,1,3,2,1,2,2,1,3,3,2,1,1,2,2,1,1,2,1,2,1,4,8,7,2,0,12
1,189,320,4,3,2,3,2,4,2,1,3,2,3,3,1,1,2,3,4,1,3,2,2,3,3,8,7,2,0,12
1,189,321,4,4,4,1,1,2,2,1,2,1,1,2,2,2,2,2,2,3,3,2,2,3,3,8,7,2,3,9
1,189,322,4,4,1,3,2,2,2,2,1,1,2,2,1,1,2,2,2,1,2,3,2,2,2,8,7,2,1,12
1,189,323,4,4,1,3,2,1,4,2,1,1,1,2,1,1,2,1,1,1,3,2,1,1,3,8,7,2,3,12
1,189,324,4,4,3,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,4,8,7,2,0,12
1,189,325,4,1,1,3,3,1,3,3,1,1,3,3,3,1,2,2,1,1,2,2,2,1,3,8,8,2,0,9
1,189,326,4,1,1,3,2,1,1,1,1,1,1,1,1,3,4,4,3,1,2,1,2,1,3,8,8,2,0,9
1,189,327,4,2,1,3,3,1,2,3,1,1,3,3,1,1,2,3,3,1,2,2,1,2,2,8,8,2,3,9
1,189,328,4,2,2,3,2,1,3,1,1,1,1,1,1,3,0,1,1,1,1,1,2,1,4,8,8,2,3,9
1,189,329,4,2,2,3,3,1,3,2,1,1,1,1,1,1,3,2,1,1,2,1,1,2,1,8,8,1,2,10
1,189,330,4,3,3,2,2,1,3,2,1,1,1,3,1,3,2,2,3,1,2,2,2,1,3,8,8,2,0,9
1,189,331,4,3,2,3,0,1,2,2,1,1,2,2,1,1,2,2,1,1,2,1,2,1,4,8,8,2,3,12
1,189,332,4,4,2,2,2,1,3,1,1,1,1,3,1,4,4,1,3,1,2,1,2,1,3,8,8,2,3,9
1,189,333,4,2,1,1,2,1,2,1,1,2,2,1,1,1,2,2,1,1,1,2,2,1,4,8,0,0,0,12
1,189,334,4,3,1,4,2,4,0,0,0,0,0,0,4,0,0,0,0,1,2,2,2,3,4,0,0,0,0,12
1,189,335,4,3,1,0,0,1,2,0,1,1,0,0,0,1,1,0,0,1,2,2,2,1,4,8,0,0,0,12
1,189,336,4,3,3,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,12
1,189,337,4,1,3,0,2,3,4,1,1,3,2,3,1,1,3,4,1,3,1,0,2,3,4,8,1,2,3,12
1,189,338,4,3,2,0,4,1,1,2,1,2,2,2,2,1,2,1,1,1,2,2,2,3,4,8,1,2,3,12
1,189,339,4,1,2,2,2,1,0,0,1,1,0,1,1,1,0,0,1,1,1,2,2,1,3,8,2,2,3,9
1,189,340,4,2,3,2,2,1,3,3,3,3,2,0,3,1,0,0,0,1,2,2,2,2,3,0,2,2,0,10
1,189,341,4,3,3,0,2,0,0,0,0,0,0,0,1,1,0,0,1,2,3,0,2,3,3,8,2,2,0,10
1,189,342,4,3,3,2,2,1,0,0,1,0,0,0,0,1,0,0,0,2,2,0,2,1,4,8,2,2,0,12
1,189,343,4,1,1,3,2,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,2,1,3,8,3,2,3,9
1,189,344,4,2,3,3,2,1,2,2,1,1,2,1,1,1,2,2,1,2,2,2,1,2,2,8,3,2,0,9
1,189,345,4,2,1,2,2,1,1,0,1,0,0,0,1,0,0,0,1,1,2,2,2,1,4,8,3,2,0,9
1,189,346,4,2,3,3,2,1,3,1,1,1,3,3,1,1,3,2,2,1,1,2,2,2,4,8,3,2,0,9
1,189,347,4,2,3,2,0,1,3,3,1,1,1,1,1,3,3,3,1,1,1,2,2,1,4,8,3,1,1,10
1,189,348,4,3,3,1,2,1,1,0,1,0,0,3,1,0,4,1,1,3,1,2,0,3,4,8,3,2,0,9
1,189,349,4,3,3,0,0,1,1,0,1,0,0,0,1,1,1,0,1,0,1,2,2,1,4,0,3,2,0,9
1,189,350,4,3,5,2,0,1,1,2,1,2,2,2,2,1,2,1,1,2,2,2,2,1,3,8,3,2,0,12
1,189,351,4,3,5,0,2,1,0,0,1,0,0,0,3,3,0,0,0,3,1,2,2,1,4,8,3,2,0,12
1,189,352,4,1,1,3,3,1,2,2,1,2,2,1,1,1,2,2,1,1,1,2,2,2,2,8,4,2,3,9
1,189,353,4,1,2,2,2,1,0,2,1,1,2,1,1,1,2,0,1,1,2,2,2,1,3,8,4,2,3,9
1,189,354,4,1,2,1,2,1,1,2,1,1,2,1,1,1,2,1,1,1,2,2,2,1,4,8,4,2,0,9
1,189,355,4,2,2,4,2,1,3,3,1,3,3,0,0,1,0,0,1,1,1,1,2,2,3,8,4,2,3,9
1,189,356,4,2,2,2,2,1,1,3,1,3,3,3,1,3,3,1,1,1,2,2,2,2,4,8,4,2,0,9
1,189,357,4,2,2,3,2,1,2,3,1,2,2,3,1,1,4,2,3,1,2,2,2,1,3,8,4,2,3,12
1,189,358,4,2,3,4,2,1,3,1,1,3,3,1,1,1,1,3,3,1,2,2,2,3,4,8,4,2,0,12
1,189,359,4,3,1,3,2,1,3,2,1,3,3,3,1,1,3,2,1,1,2,2,1,3,4,8,4,1,0,10
1,189,360,4,3,3,1,1,1,0,0,0,0,0,0,0,1,0,0,1,1,1,2,1,3,3,8,4,1,0,10
1,189,361,4,3,2,2,2,0,0,2,0,2,2,0,0,2,2,0,0,1,2,2,2,1,4,8,4,1,0,10
1,189,362,4,3,1,0,2,1,2,2,1,1,2,1,1,1,2,2,1,1,1,2,2,3,4,8,4,2,0,12
1,189,363,4,3,1,0,2,1,2,2,1,1,2,1,1,1,2,2,1,1,1,2,2,3,4,8,4,2,0,12
1,189,364,4,3,3,4,2,4,0,1,0,0,0,0,4,0,0,0,4,3,2,2,2,3,4,8,4,2,0,12
1,189,365,4,3,1,3,2,1,3,3,1,3,3,1,1,1,3,1,1,1,2,0,0,3,3,8,4,2,0,12
1,189,366,4,3,3,0,0,1,3,1,1,1,2,1,3,2,3,3,1,1,1,2,2,0,4,8,4,2,0,12
1,189,367,4,3,4,1,1,1,0,0,1,1,0,1,1,1,0,1,1,2,1,2,2,1,3,8,4,2,3,12
1,189,368,4,3,1,3,0,1,0,0,1,0,0,0,1,1,0,0,0,2,2,1,2,2,4,8,4,2,3,12
1,189,369,4,3,3,4,3,2,4,4,1,1,3,3,3,3,3,3,3,3,2,2,2,3,4,8,4,2,0,12
1,189,370,4,4,1,1,2,3,3,0,1,1,0,0,1,0,0,0,1,0,3,2,2,2,4,8,4,1,0,10
1,189,371,4,4,4,1,1,1,3,3,1,3,3,3,1,3,3,3,1,3,3,0,2,3,4,8,4,2,3,12
1,189,372,4,4,3,3,2,1,2,1,1,1,2,1,1,1,1,2,1,1,2,3,2,0,4,8,4,1,0,12
1,189,373,4,4,5,2,2,3,4,3,2,1,3,3,1,3,3,3,1,1,3,2,2,3,4,8,4,2,3,12
1,189,374,4,4,5,2,2,4,4,0,0,3,3,3,1,1,3,3,1,3,3,2,2,3,4,8,4,2,0,12
1,189,375,4,0,3,3,2,1,2,1,1,1,1,3,3,0,2,2,1,0,0,0,0,0,4,8,5,2,3,12
1,189,376,4,1,1,3,2,1,1,1,1,2,2,2,2,1,3,2,1,1,2,2,2,1,3,8,5,2,3,9
1,189,377,4,1,1,3,2,1,1,3,1,1,3,1,1,1,2,3,1,1,3,2,1,1,3,8,5,2,3,9
1,189,378,4,1,2,2,2,1,2,1,1,3,3,2,2,1,1,2,1,1,2,2,2,3,4,8,5,2,0,9
1,189,379,4,1,1,3,2,1,1,1,1,3,3,1,1,1,3,3,3,1,1,2,2,1,3,8,5,2,0,9
1,189,380,4,1,2,1,2,4,4,1,1,3,3,1,1,1,1,3,3,1,2,1,2,1,3,8,5,2,0,9
1,189,381,4,1,1,3,2,1,3,1,1,3,3,1,1,3,3,3,3,1,1,2,2,1,3,8,5,2,0,9
1,189,382,4,1,2,3,2,1,0,2,1,1,2,1,1,1,2,1,1,1,1,2,2,1,3,8,5,2,0,9
1,189,383,4,1,2,0,0,1,0,0,1,0,0,0,1,1,0,0,1,1,1,0,0,1,4,0,5,0,0,9
1,189,384,4,1,1,3,2,1,2,0,1,1,0,1,1,1,0,2,1,1,1,1,0,0,4,8,5,1,3,10
1,189,385,4,2,1,3,2,1,1,1,1,1,1,1,1,3,3,1,1,1,1,2,2,1,3,8,5,2,3,9
1,189,386,4,2,1,3,2,1,3,3,1,3,3,1,1,4,4,4,4,1,1,2,2,1,4,8,5,2,0,9
1,189,387,4,2,3,2,4,1,2,2,1,2,2,2,1,2,2,2,0,1,1,2,0,0,4,8,5,2,0,9
1,189,388,4,2,1,3,2,1,2,1,1,2,2,3,1,1,3,3,3,1,1,1,2,1,3,8,5,1,0,10
1,189,389,4,2,1,3,3,1,2,3,1,3,3,3,1,1,3,3,3,1,1,2,2,2,2,8,5,1,0,10
1,189,390,4,2,2,3,2,1,3,3,1,2,2,2,1,1,2,3,3,1,2,2,2,3,3,8,5,2,0,10
1,189,391,4,2,2,3,2,1,2,2,1,1,2,1,1,1,2,2,1,1,1,1,1,2,2,8,5,2,0,12
1,189,392,4,2,3,1,1,0,0,0,0,0,0,0,1,0,0,0,0,2,2,2,2,3,4,8,5,2,0,12
1,189,393,4,3,2,2,2,1,3,3,1,3,3,3,1,3,3,3,1,1,3,2,2,3,3,8,5,2,0,9
1,189,394,4,3,3,2,2,1,2,1,1,1,3,3,2,2,3,1,1,1,1,2,2,2,4,8,5,2,0,9
1,189,395,4,3,1,2,2,1,1,1,1,2,2,1,1,1,2,2,1,1,1,2,2,1,4,8,5,2,0,9
1,189,396,4,3,1,3,0,1,3,1,1,2,2,1,1,1,2,4,4,1,1,1,1,1,3,8,5,2,0,9
1,189,397,4,3,5,3,3,1,3,2,1,3,3,1,1,2,2,1,1,1,2,2,2,1,3,8,5,1,3,10
1,189,398,4,3,2,3,2,1,3,1,1,1,1,0,1,4,4,1,1,1,2,2,2,1,3,8,5,2,0,10
1,189,399,4,3,5,0,2,1,4,1,1,3,3,4,1,1,4,4,1,1,2,0,0,3,3,8,5,2,0,10
1,189,400,4,3,1,4,2,4,0,0,0,0,0,0,4,0,0,0,0,1,2,2,2,3,4,0,5,2,0,12
1,189,401,4,3,3,2,2,1,4,1,1,4,4,1,1,1,4,4,1,1,1,2,2,2,4,0,5,2,3,12
1,189,402,4,3,1,0,2,1,3,1,1,1,1,1,1,1,3,3,3,1,2,0,2,3,4,8,5,2,0,12
1,189,403,4,3,3,2,2,1,2,2,0,0,2,2,1,1,2,0,1,3,2,2,2,3,4,8,5,1,0,12
1,189,404,4,3,3,2,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1,2,2,1,4,8,5,2,0,12
1,189,405,4,3,3,2,2,1,2,2,2,2,2,2,1,1,2,2,2,1,5,2,2,2,4,8,5,2,3,12
1,189,406,4,3,3,3,2,1,2,2,1,3,3,3,1,1,2,2,1,3,1,2,2,3,4,8,5,1,0,12
1,189,407,4,4,5,1,1,1,3,3,3,1,3,3,1,1,1,3,1,2,3,2,2,2,3,8,5,2,3,9
1,189,408,4,4,5,1,1,1,1,3,1,3,3,1,1,1,3,3,1,1,2,2,2,1,4,8,5,1,0,10
1,189,409,4,4,4,1,1,1,2,2,1,1,2,2,1,1,2,2,1,3,3,2,2,2,4,8,5,1,3,12
1,189,410,4,4,5,0,2,1,3,3,1,1,1,1,1,3,3,4,4,1,2,2,2,2,2,8,5,2,0,12
1,189,411,4,4,3,2,2,0,0,0,1,0,0,0,1,0,0,0,1,1,3,2,2,3,4,8,5,1,0,12
1,189,412,5,5,3,2,2,1,2,1,1,1,1,1,1,1,1,1,1,3,2,2,2,1,4,8,6,2,0,12
1,189,413,5,1,1,3,2,1,1,1,3,2,2,3,1,3,3,1,1,1,1,1,1,1,3,8,6,2,3,9
1,189,414,5,1,1,3,3,1,1,2,0,0,2,0,0,0,2,2,0,1,2,0,1,2,3,8,6,2,3,9
1,189,415,5,1,1,3,3,1,3,3,1,2,2,3,1,1,1,2,3,1,2,1,1,2,2,8,6,2,0,9
1,189,416,5,1,1,3,0,1,2,2,1,3,3,1,1,1,2,1,1,1,2,1,0,2,2,8,6,2,3,9
1,189,417,5,1,2,3,3,1,3,3,1,2,2,3,1,3,3,2,1,1,2,1,0,3,3,8,6,2,3,9
1,189,418,5,1,1,3,2,1,2,3,1,3,3,1,1,3,3,3,1,1,1,1,2,1,3,8,6,2,0,10
1,189,419,5,1,1,3,2,1,2,1,1,2,2,1,1,1,3,2,1,1,1,1,2,1,3,8,6,1,3,10
1,189,420,5,2,1,3,2,1,3,1,1,4,4,1,1,3,3,2,1,1,1,1,2,1,3,8,6,2,0,9
1,189,421,5,2,2,3,2,1,2,1,1,1,1,1,1,1,2,2,1,1,2,2,2,1,3,8,6,2,0,9
1,189,422,5,2,2,3,2,1,2,1,1,2,2,1,1,1,1,2,1,1,2,2,2,1,3,8,6,2,0,9
1,189,423,5,2,2,3,2,1,2,1,1,1,1,1,1,2,2,2,2,1,1,1,2,1,3,8,6,2,3,9
1,189,424,5,2,2,3,2,1,2,3,1,2,2,3,1,1,2,3,3,1,2,2,1,2,2,8,6,2,0,9
1,189,425,5,2,2,2,2,1,2,1,1,1,1,1,1,1,2,2,2,1,3,1,2,1,3,8,6,2,3,9
1,189,426,5,2,3,2,2,1,0,0,0,0,0,1,1,0,0,1,1,1,1,2,2,1,3,8,6,2,3,9
1,189,427,5,2,2,3,2,1,2,1,1,3,3,1,1,1,3,3,3,1,3,2,1,1,3,8,6,2,3,9
1,189,428,5,2,2,3,2,3,2,1,1,3,2,1,1,1,1,2,2,1,2,1,2,1,3,8,6,1,0,9
1,189,429,5,2,2,3,3,1,2,3,1,2,2,1,1,1,3,2,1,1,2,1,1,3,4,8,6,2,3,12
1,189,430,5,2,1,3,2,1,3,2,1,1,1,1,1,1,3,2,4,1,2,2,2,1,3,8,6,2,3,12
1,189,431,5,3,2,4,2,1,3,1,3,3,3,3,1,3,3,1,1,1,2,1,2,1,3,8,6,2,3,9
