CARD.,DECK.,BALLOT.,,Q.1.,Q.2.,Q.3.,Q.4.,Q.5.,Q.6.,Q.7.,Q.8.,Q.9.,Q.10.,Q.11.,Q.12.,Q.14.,Q.15.,Q.16.,Q.17.,Q.18.,Q.19.,Q.20.,Q.21.,Q.22.,Q.23.,Q.24.,Q.25.,Q.26.,Q.27A.,Q.27B.,Q.28.,Q.29.,Q.30.,Q.31.,Q.32.,Q.33.,Q.34.,Q.35.,Q.36.,Q.37.,Q.38.,Q.39.,Q.40.,Q.41.,Q.42.,Q.43.,Q.44.,Q.45.,Q.46.,Q.47.,Q.48.,Q.49.,Q.50.,Q.51.,Q.52.,Q.53.,Q.54.,Q.54..1,Q.54..2,Q.54..3,Q.54..4,Q.54..5,Q.54..6,Q.54..7,Q.54..8,Q.54..9,Q.54..10,Q.54..11,CARD..1,DECK..1,BALLOT..1,NA.1,X.,X..1,X..2,X..3,Q.55.,Q.56.,Q.57.,Q.60.,Q.61.,Q.62.,Q.63.,Q.64.,Q.65A.,Q.66.,Q.67.,Q.68.,Q.69.,Q.70.,Q.71.,Q.72.,Q.73.,Q.74.,Q.75.,Q.76.,Q.77.,Q.78A.,Q.78B.,Q.78C.,V.82.,V.83.,V.84.
1,115,112,3,1,9,4,1,1,7,7,3,1,3,2,3,1,2,1,2,2,1,2,4,3,4,1,1,3,2,1,5,1,1,4,2,1,2,1,3,3,0,1,2,1,1,1,1,2,1,3,1,1,2,1,2,1,1,1,2,1,2,1,1,2,2,2,1,1,2,115,112,3,2,2,2,2,2,1,4,1,4,3,3,1,1,1,1,1,5,5,4,4,10,2,3,3,2,1,1,1,1,5,31
1,115,113,3,1,9,4,3,2,7,7,3,1,4,2,3,1,1,2,2,2,3,2,3,2,3,2,2,3,2,1,3,1,1,3,2,1,3,1,3,3,2,3,4,1,2,1,2,1,1,3,2,1,1,1,2,1,1,1,2,2,2,2,2,2,2,2,1,2,2,115,113,3,2,2,2,2,3,1,2,1,2,3,2,1,1,1,5,5,2,5,1,4,5,1,4,2,2,1,1,1,1,2,17
1,115,114,3,1,9,4,2,1,7,7,3,1,1,2,1,1,3,2,1,2,2,1,4,3,3,3,2,3,2,1,4,1,2,3,2,1,3,1,1,3,1,3,4,4,4,3,4,1,2,3,2,2,1,1,1,2,1,1,2,2,2,1,2,2,2,2,1,2,2,115,114,3,2,1,2,2,3,1,4,5,2,3,4,1,1,2,2,2,5,5,4,4,4,1,1,3,2,1,2,1,1,8,84
1,115,115,3,2,6,4,3,1,7,11,3,1,3,2,3,2,1,1,1,2,2,1,3,3,4,2,2,3,2,1,5,1,1,5,1,2,2,2,4,3,2,2,4,1,1,1,2,1,1,3,2,1,1,2,2,0,1,1,2,2,2,2,1,2,2,2,2,2,2,115,115,3,2,1,2,2,3,1,2,1,1,3,2,1,1,1,1,1,5,5,4,4,10,2,9,2,2,1,1,1,1,5,4
1,115,116,3,1,7,4,4,4,7,7,3,1,2,2,2,1,3,2,3,2,2,2,4,2,3,2,2,4,2,1,5,1,1,5,4,2,2,1,1,3,2,2,5,5,4,2,4,2,1,3,2,1,1,2,2,3,2,1,2,2,2,1,2,2,2,2,2,2,2,115,116,3,2,2,2,2,3,2,4,2,3,3,2,1,1,1,4,3,4,1,4,2,10,2,4,2,2,1,1,1,1,5,48
1,115,117,3,1,3,4,2,1,7,7,5,1,2,2,2,2,1,2,3,2,3,3,4,2,2,3,2,4,1,1,3,1,1,3,2,2,2,2,1,3,2,2,4,2,2,2,3,2,1,3,3,1,2,1,2,3,1,2,2,2,2,2,2,2,2,2,2,2,2,115,117,3,2,2,2,2,4,2,4,5,1,3,2,1,1,1,1,2,5,5,4,3,9,2,3,2,2,2,2,2,1,4,61
1,115,118,3,1,3,4,2,1,7,8,3,1,2,2,1,2,1,2,3,1,4,3,4,2,2,3,1,4,1,1,5,1,3,3,3,2,3,2,1,3,1,3,3,1,1,1,1,1,1,3,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,115,118,3,2,2,1,2,2,1,3,5,1,3,3,1,1,1,1,2,5,5,1,4,4,1,4,2,2,2,1,1,1,4,17
1,115,119,3,1,9,4,3,2,7,7,3,1,3,2,3,1,2,1,3,2,2,2,3,2,4,3,2,4,2,1,4,1,1,4,4,2,2,3,3,3,4,3,5,1,1,1,1,2,1,3,2,1,1,1,1,2,1,1,2,1,2,2,2,2,2,2,2,2,2,115,119,3,1,2,2,2,2,3,3,3,2,3,2,1,1,1,2,5,5,5,2,4,9,2,5,2,2,1,1,1,1,4,46
1,115,120,3,1,2,4,4,1,7,10,3,1,2,2,1,2,1,1,2,2,3,2,2,3,4,2,2,4,2,1,3,1,2,3,4,1,9,1,3,3,4,4,2,4,2,1,1,2,1,3,1,3,2,1,2,3,2,2,2,2,2,2,2,2,2,2,2,2,2,115,120,3,2,2,1,2,0,2,1,1,1,3,2,1,1,1,2,4,2,1,1,4,10,2,5,2,2,2,2,2,1,2,1
1,115,121,3,1,3,4,4,1,7,5,3,1,3,2,3,2,1,2,2,2,2,2,4,4,2,1,2,4,2,1,5,1,2,5,4,1,3,1,5,3,1,3,2,5,4,1,1,2,1,3,1,1,1,1,1,3,1,1,2,2,2,2,1,2,2,2,2,2,2,115,121,3,1,1,2,2,3,2,1,4,2,3,4,1,1,1,1,5,5,5,4,1,5,1,9,2,2,1,1,1,1,8,36
1,115,122,3,1,0,4,4,2,7,7,3,2,2,2,1,1,3,2,2,2,2,2,4,3,3,1,2,4,2,1,1,1,2,3,2,1,5,2,3,3,1,3,2,5,4,2,2,1,1,3,1,1,1,1,1,1,1,1,2,2,1,1,2,2,1,1,1,2,2,115,122,3,2,2,2,2,2,3,3,1,1,3,2,1,1,1,2,2,5,5,4,4,10,2,3,2,2,1,1,1,1,8,88
1,115,123,3,1,5,4,4,1,7,7,3,1,2,2,2,1,3,2,2,2,2,2,4,3,4,2,1,4,2,1,3,1,2,5,3,2,1,1,4,3,2,3,4,2,1,1,2,1,1,3,1,1,2,1,2,1,1,1,2,2,1,2,2,2,2,2,2,2,2,115,123,3,2,2,2,2,3,3,4,1,1,3,2,1,1,1,4,4,3,1,4,4,6,2,3,3,2,1,1,1,1,8,160
1,115,124,3,1,8,4,1,1,7,7,3,1,3,2,3,1,2,1,2,2,1,1,2,3,4,1,1,5,1,1,2,1,1,2,2,1,3,4,2,3,1,3,3,1,2,1,1,1,1,3,1,1,1,1,1,1,1,1,2,2,2,1,1,2,2,2,2,2,2,115,124,3,2,1,2,2,4,1,1,5,2,3,2,1,1,4,4,4,2,1,4,4,9,1,4,2,2,1,1,1,1,5,62
1,115,125,3,1,9,4,4,2,7,7,3,1,3,2,3,1,1,2,2,2,3,1,3,2,4,3,2,5,2,1,5,1,1,5,4,2,9,1,1,3,1,4,2,2,2,1,4,2,2,3,1,2,1,2,2,3,2,2,1,2,2,1,2,2,2,2,2,1,2,115,125,3,2,2,2,2,3,2,2,5,2,3,2,1,1,1,1,2,5,5,4,4,10,2,4,2,2,2,2,2,1,5,26
1,115,126,3,1,6,4,2,2,7,7,3,1,3,2,3,1,2,1,1,2,1,2,4,3,1,2,1,5,2,1,3,1,1,3,4,3,2,2,1,3,1,2,3,5,1,1,1,1,1,3,1,1,1,1,2,1,1,2,2,2,1,1,2,2,2,2,2,2,2,115,126,3,2,1,2,2,3,1,4,2,2,3,4,1,1,1,1,2,5,5,4,4,10,2,6,3,2,2,2,2,1,5,35
1,115,127,3,1,8,4,2,2,7,8,5,1,2,2,1,1,3,2,1,2,2,1,4,3,4,1,1,5,1,1,3,1,2,3,2,2,4,2,3,3,2,3,3,4,1,1,1,2,2,3,2,2,2,1,3,2,1,1,2,2,2,2,2,2,1,2,2,2,2,115,127,3,2,2,2,2,1,2,2,3,4,3,2,1,1,0,1,2,5,5,1,4,5,1,6,2,2,2,1,1,1,4,38
1,115,128,3,1,6,4,5,1,7,7,3,1,3,2,2,1,3,1,1,2,1,2,4,1,1,1,1,5,1,1,3,1,5,3,2,3,2,4,3,3,4,2,4,1,1,1,2,2,1,3,1,1,1,1,1,3,1,1,1,1,2,2,2,2,2,2,1,2,2,115,128,3,2,2,2,2,4,1,4,5,4,3,3,1,1,1,4,1,2,5,4,4,10,1,4,2,2,1,1,1,1,2,22
1,115,129,3,3,6,4,1,1,7,7,1,8,1,2,1,1,1,1,2,2,2,1,4,3,3,2,1,5,2,2,5,1,1,1,4,2,4,1,2,3,2,1,2,1,5,1,1,2,2,3,2,1,1,1,1,2,2,1,2,2,1,1,1,1,1,1,2,2,2,115,129,3,2,2,2,2,3,2,4,1,2,3,2,1,1,1,2,3,5,5,4,4,10,2,2,2,2,1,1,1,1,5,29
1,115,130,3,1,2,6,3,1,7,7,3,1,3,2,1,1,3,1,1,2,1,2,2,3,4,2,1,1,1,2,5,1,1,3,2,1,2,4,1,3,1,4,5,1,1,1,1,2,2,2,1,1,2,2,4,1,1,1,1,2,2,1,1,2,2,2,2,2,2,115,130,3,1,2,2,2,1,2,1,5,2,3,1,2,1,1,2,2,2,1,4,4,4,1,3,3,2,1,1,1,1,8,20
1,115,131,3,2,7,6,4,1,7,8,3,1,3,2,3,1,1,2,2,2,2,2,2,2,4,2,1,2,2,1,5,1,1,4,1,1,2,3,1,3,3,3,5,2,1,1,1,2,2,3,2,1,2,1,2,3,2,1,1,2,2,2,1,2,2,2,1,2,2,115,131,3,1,2,2,2,3,2,4,5,2,3,3,1,1,1,1,2,5,5,4,4,10,2,4,2,2,1,1,1,1,1,16
1,115,132,3,1,9,6,4,2,7,3,3,1,1,2,1,1,1,1,2,2,3,2,4,3,3,2,2,3,2,1,4,1,2,4,3,2,3,3,3,3,0,3,5,1,2,2,3,2,2,3,1,0,2,2,2,3,1,1,2,1,2,2,2,2,2,2,1,2,2,115,132,3,2,2,2,2,2,2,4,1,3,3,2,1,1,1,1,2,5,5,4,4,10,2,3,2,2,2,2,2,1,5,17
1,115,133,3,1,7,6,4,1,7,1,3,1,2,2,1,1,1,2,2,2,3,2,3,2,3,2,2,3,2,1,3,1,2,4,2,2,2,4,3,3,2,3,6,2,2,2,2,2,1,3,1,1,1,1,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,115,133,3,2,2,2,2,3,2,4,1,2,3,2,1,1,1,2,2,5,5,4,4,10,2,4,3,2,1,1,1,1,5,23
1,115,134,3,1,2,6,3,1,7,7,3,1,2,2,2,1,1,1,2,2,3,2,4,3,4,2,2,3,2,1,5,1,1,4,2,1,3,3,4,3,2,2,4,1,1,2,2,1,1,3,1,1,1,1,2,2,1,1,2,1,1,1,1,2,2,1,1,2,2,115,134,3,2,2,2,2,3,2,2,5,3,3,2,1,1,1,1,2,5,5,3,4,4,1,5,2,2,1,1,1,1,4,43
1,115,135,3,1,3,6,1,1,7,8,5,1,3,2,1,1,1,1,1,2,3,2,4,2,4,2,2,3,1,1,4,1,1,3,4,1,5,1,3,3,3,2,2,2,2,2,2,2,2,3,1,1,0,0,2,3,1,2,2,2,2,2,2,2,2,2,2,2,2,115,135,3,2,2,2,2,3,2,2,5,3,3,3,1,1,1,1,3,2,5,4,4,10,2,6,3,2,1,1,1,1,8,15
1,115,136,3,2,2,6,3,1,7,7,3,1,3,2,3,1,2,1,2,2,2,2,3,1,3,3,4,3,2,2,3,1,2,3,2,2,2,2,3,3,2,4,4,5,1,1,1,2,2,3,2,2,1,1,2,3,1,1,2,2,2,1,2,2,2,1,1,2,2,115,136,3,1,2,2,2,3,2,4,1,3,3,2,1,1,2,1,1,5,5,4,4,7,2,10,3,2,1,1,1,1,5,42
1,115,137,3,2,5,6,4,1,7,3,3,1,3,2,2,2,3,2,2,2,3,2,4,2,1,3,3,4,2,1,4,1,2,3,4,2,3,2,5,3,2,2,4,1,2,2,4,1,1,3,1,1,1,1,4,3,1,1,2,2,2,2,1,2,2,1,2,2,2,115,137,3,2,2,2,2,4,1,2,3,2,3,2,1,1,2,1,1,5,5,4,4,7,2,5,3,2,1,2,2,1,5,56
1,115,138,3,1,2,4,1,1,4,7,3,1,5,1,5,1,1,2,1,2,2,1,2,3,2,1,1,1,2,1,4,2,2,3,2,1,3,1,1,3,2,2,4,1,1,1,1,1,1,1,2,1,2,1,2,3,1,2,2,1,1,2,2,2,2,2,1,2,2,115,138,3,1,2,2,2,3,1,4,1,2,3,3,1,1,1,4,4,2,4,4,6,0,1,3,2,2,1,1,1,1,9,26
1,115,139,3,1,4,5,1,1,7,7,3,1,3,2,3,1,2,1,2,2,1,2,4,2,4,2,1,4,2,1,3,1,1,3,4,2,6,2,1,3,2,2,4,2,4,2,2,2,2,3,4,1,2,1,2,2,2,1,1,1,2,2,2,2,1,2,1,1,2,115,139,3,2,2,2,2,3,2,1,1,2,3,2,1,1,1,1,2,3,5,4,0,3,2,3,2,2,2,2,2,1,8,92
1,115,140,3,1,1,5,4,1,7,7,3,1,4,2,3,2,1,1,3,2,4,2,4,2,4,3,1,4,2,1,3,1,1,5,2,2,3,1,1,3,1,1,4,5,1,1,2,1,1,2,3,1,1,1,2,3,2,1,2,2,2,1,2,2,2,2,2,2,2,115,140,3,1,2,2,2,3,3,2,4,4,3,2,1,2,1,1,1,5,5,4,4,6,2,9,2,2,2,2,2,1,8,4
1,115,141,3,1,1,5,1,1,7,5,3,1,4,2,3,1,3,1,3,2,1,2,4,2,3,3,1,4,2,1,2,1,1,4,3,2,2,1,1,3,1,3,4,4,4,1,5,1,1,1,1,1,1,1,1,2,1,1,2,2,1,1,2,2,1,2,2,2,2,115,141,3,2,2,2,2,3,3,4,5,1,3,3,1,1,1,5,5,5,5,4,4,4,1,4,3,2,2,2,2,1,8,94
1,115,142,3,1,9,5,4,2,7,7,3,1,3,2,3,1,2,1,2,2,2,2,3,2,4,1,2,4,2,1,3,1,1,3,2,1,2,2,3,3,2,4,4,2,4,3,5,1,1,3,2,3,1,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,115,142,3,2,2,2,2,4,2,4,2,4,3,2,1,1,1,1,2,5,5,4,4,9,2,6,3,2,1,1,1,1,8,37
1,115,143,3,2,4,5,3,2,7,11,1,8,1,2,1,3,1,3,3,1,4,3,4,2,1,3,3,4,2,1,5,1,5,4,3,3,8,4,1,3,3,1,6,5,5,5,5,2,2,3,4,3,1,1,1,3,1,2,2,2,2,1,2,2,2,2,2,2,2,115,143,3,2,2,2,2,4,2,3,2,2,3,3,1,1,4,5,5,2,0,2,4,10,2,7,2,2,2,2,2,1,4,21
1,115,144,3,1,1,5,2,1,7,3,3,1,3,2,3,3,1,3,0,3,5,3,3,1,2,2,1,5,1,1,3,1,1,3,4,3,3,4,3,3,4,4,2,3,3,3,5,1,1,3,2,2,1,2,3,3,1,1,2,2,2,1,2,2,2,2,2,2,2,115,144,3,1,2,2,2,4,2,4,2,3,3,2,1,1,1,1,2,5,5,4,0,6,2,10,2,2,2,2,2,1,8,109
1,115,145,3,1,2,5,3,1,7,5,3,1,3,2,2,2,1,2,2,2,4,2,1,3,3,2,4,5,1,2,4,1,2,4,3,1,5,4,2,3,2,2,4,4,4,4,4,2,1,3,3,2,1,1,2,1,2,1,2,2,2,2,1,2,1,1,1,2,2,115,145,3,1,2,2,2,3,2,2,1,2,3,2,1,1,1,1,3,5,5,4,3,2,1,3,3,2,1,1,1,1,8,167
1,115,146,3,1,2,5,3,1,7,3,3,1,1,2,1,1,1,1,2,3,5,3,3,1,2,3,1,5,1,1,3,1,1,3,4,3,3,4,2,3,0,4,3,5,4,4,4,2,1,3,1,2,1,1,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,115,146,3,2,1,2,2,3,2,4,2,4,3,2,1,1,1,1,3,5,3,4,3,10,2,9,3,2,2,2,2,1,8,128
1,115,147,3,2,3,5,3,1,7,7,3,1,3,2,2,1,2,3,3,3,2,3,4,2,3,2,4,0,2,1,2,1,1,4,2,1,2,2,2,3,4,4,4,1,2,2,2,2,1,3,2,3,1,1,2,2,1,1,2,2,2,2,2,2,2,2,2,2,2,115,147,3,2,2,2,2,4,2,4,1,2,3,2,1,3,2,1,2,5,5,4,4,7,2,5,2,2,2,2,2,1,4,69
1,115,148,3,1,10,4,1,1,7,0,3,1,2,2,0,2,1,1,1,2,3,2,3,4,4,1,2,3,2,3,3,1,1,3,4,2,3,1,3,3,1,3,1,1,1,2,1,2,1,3,1,3,2,1,2,1,2,2,2,1,2,2,2,2,2,2,2,2,2,115,148,3,2,2,2,2,3,1,2,3,1,3,2,1,0,4,4,4,1,1,1,2,1,2,3,2,2,1,1,1,1,2,2
1,115,149,3,1,2,3,3,1,7,7,3,1,3,2,3,2,2,3,2,3,4,2,4,2,4,2,4,4,2,1,4,4,2,5,4,3,3,3,3,3,2,1,4,4,5,1,5,2,2,3,4,3,1,2,4,2,1,2,2,2,2,1,2,2,1,2,2,2,2,115,149,3,1,2,2,2,4,3,2,1,2,3,2,1,3,3,4,4,4,4,2,5,6,2,3,3,2,2,1,1,1,8,12
1,115,150,3,1,3,4,4,4,7,7,3,1,3,2,1,1,2,1,2,2,2,2,4,3,4,1,1,1,2,1,4,4,4,3,4,1,3,4,2,3,2,2,3,4,3,1,2,2,2,3,1,2,2,1,2,1,1,2,2,2,1,2,2,2,2,2,2,2,2,115,150,3,2,2,2,2,3,1,3,1,2,3,2,1,3,1,1,1,2,5,4,4,7,1,6,3,2,1,1,1,1,7,45
1,115,151,3,4,5,4,3,2,7,1,5,3,1,2,1,1,1,2,2,2,1,2,4,3,4,2,4,2,2,1,3,1,1,5,2,2,2,2,3,3,2,2,4,1,1,1,1,2,2,3,2,1,1,1,1,0,2,2,2,2,2,1,2,2,2,2,2,2,2,115,151,3,2,2,2,2,2,2,3,5,1,3,2,1,3,1,2,3,5,5,4,4,7,2,3,3,2,1,1,1,1,5,30
1,115,152,3,1,3,4,1,1,7,7,3,1,3,2,3,1,3,2,2,2,2,2,4,2,4,2,2,3,2,1,4,1,2,4,4,1,2,3,3,3,2,3,3,2,2,1,2,2,1,3,2,1,1,2,2,2,1,2,2,2,1,1,2,2,1,2,2,2,2,115,152,3,2,2,2,2,4,3,2,4,2,3,3,1,3,2,5,4,5,1,4,4,5,2,7,2,2,2,1,1,1,8,166
1,115,153,3,1,6,4,3,2,7,7,3,1,2,2,1,1,2,1,2,2,2,1,3,3,4,2,2,5,2,1,5,1,1,3,4,2,3,4,3,3,1,3,6,4,1,1,1,2,1,3,1,1,1,2,2,3,2,1,2,2,2,1,2,2,1,2,2,2,2,115,153,3,1,2,2,2,4,2,4,3,1,3,2,1,3,1,3,5,3,2,4,4,10,2,3,2,2,2,2,2,1,4,65
1,115,154,3,2,6,1,1,1,7,7,4,0,1,2,1,1,1,1,2,2,2,1,4,3,4,2,1,2,2,1,3,1,1,3,2,3,5,4,2,3,2,3,2,1,2,2,1,2,1,3,2,1,1,1,2,1,1,1,2,2,1,1,2,2,2,2,2,2,2,115,154,3,2,2,2,2,2,1,3,1,1,3,2,2,1,1,1,4,3,5,4,4,9,2,4,2,2,2,2,2,1,1,28
1,115,155,3,2,2,3,5,1,7,7,3,1,2,2,2,1,2,1,1,2,1,1,2,3,4,1,1,2,1,2,3,1,1,3,1,1,5,1,2,3,1,2,4,1,1,1,1,2,2,3,1,1,2,1,1,1,1,1,2,1,2,1,1,2,2,1,1,2,2,115,155,3,2,1,2,2,2,1,2,1,2,3,2,1,1,1,4,4,5,5,4,4,10,2,10,3,2,1,1,1,1,5,18
1,115,156,3,1,7,3,1,1,7,7,3,1,3,2,2,1,2,2,2,2,2,2,3,3,4,1,1,3,2,1,4,1,1,2,2,1,3,1,5,3,1,3,4,1,2,1,1,2,1,3,2,2,2,2,2,1,1,1,2,2,2,1,1,2,2,2,2,2,2,115,156,3,2,1,2,2,2,1,1,2,1,3,2,1,1,1,2,4,2,5,4,3,4,1,7,2,2,1,1,1,1,8,102
1,115,157,3,1,10,3,3,2,7,7,3,1,2,2,2,1,1,1,2,2,1,2,4,3,4,3,1,4,2,1,5,1,1,4,4,2,4,1,2,3,1,3,1,1,1,1,1,2,1,3,2,1,1,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,115,157,3,2,2,1,2,2,2,4,5,1,3,2,1,1,1,2,4,5,5,4,4,10,2,4,2,2,1,1,1,1,5,43
1,115,158,3,1,9,3,3,2,7,7,3,1,3,2,3,1,2,1,2,2,3,2,4,1,4,3,1,4,2,1,5,1,4,5,4,2,2,1,3,3,3,3,2,5,3,2,1,1,1,3,2,2,1,1,1,2,2,1,2,1,1,1,1,2,2,1,2,2,2,115,158,3,2,1,2,2,4,2,4,3,3,3,3,1,1,1,4,5,1,5,3,4,8,2,4,2,2,2,1,2,1,4,2
1,115,159,3,1,4,4,5,1,7,3,3,1,2,2,2,1,2,3,2,2,3,2,4,2,3,2,2,1,2,1,3,1,3,2,2,1,8,2,3,3,3,3,4,2,2,2,3,2,1,3,3,1,1,1,2,3,2,2,2,2,2,2,2,2,2,2,2,2,2,115,159,3,2,2,1,2,4,2,4,5,2,3,4,1,1,1,4,4,2,5,4,4,10,2,5,2,2,2,2,2,1,5,51
1,115,160,3,1,6,4,3,1,7,5,3,1,3,2,3,1,3,1,1,2,1,1,3,3,4,1,1,1,2,1,4,1,1,4,1,1,3,1,3,3,1,2,2,3,3,1,1,2,1,3,1,1,1,1,2,1,2,2,2,1,2,1,1,2,2,2,1,2,2,115,160,3,2,2,2,2,1,2,3,1,1,3,2,1,1,1,1,1,5,5,4,4,5,1,4,3,2,1,1,1,1,5,45
1,115,161,3,1,2,4,2,1,7,7,3,1,3,2,3,1,1,1,1,2,2,1,4,3,4,2,2,1,2,1,4,1,1,5,4,1,11,1,1,3,1,2,3,1,1,1,3,2,1,3,3,1,1,1,2,1,2,2,2,2,2,1,1,2,2,2,2,2,2,115,161,3,2,2,2,2,2,1,2,5,1,3,2,1,1,1,4,4,3,2,4,4,7,1,4,2,2,1,1,1,1,4,45
1,115,162,3,1,3,4,1,1,7,8,3,1,3,2,1,1,3,1,1,2,1,1,2,2,4,1,1,1,2,1,5,1,5,4,1,3,2,4,2,3,1,3,5,1,1,1,1,2,2,3,1,1,1,1,2,3,2,2,2,2,2,2,2,2,2,2,2,2,2,115,162,3,2,2,1,2,3,1,2,5,2,3,2,1,1,1,1,1,3,5,1,6,9,2,3,3,2,1,2,2,1,1,13
1,115,163,3,1,2,4,4,1,7,7,3,1,3,2,2,1,2,1,1,2,1,1,4,4,4,1,1,1,1,1,5,1,1,3,2,1,2,2,2,3,2,3,4,2,1,1,1,1,1,3,1,1,1,1,1,2,1,1,2,2,1,2,2,2,2,1,1,2,2,115,163,3,1,2,2,2,3,3,2,1,1,3,2,1,1,1,5,5,4,1,4,5,9,2,7,2,2,1,1,1,1,8,153
1,115,164,3,1,4,4,3,1,7,7,3,1,1,2,1,1,2,1,2,2,1,1,3,3,4,1,1,1,2,1,5,1,1,5,2,1,3,1,1,3,1,3,1,1,1,1,3,2,2,3,1,1,2,1,2,2,1,2,2,2,2,2,1,2,2,2,2,2,2,115,164,3,2,2,2,2,3,2,4,2,1,3,2,1,1,1,4,4,3,5,3,4,10,2,6,3,2,1,1,1,1,8,127
1,115,165,3,1,9,4,3,1,7,6,3,1,3,2,2,1,1,1,1,2,1,1,3,3,4,1,1,1,1,1,5,1,2,5,1,1,3,1,3,3,1,2,1,4,1,1,1,1,1,3,1,1,1,1,1,3,1,2,2,2,2,1,2,2,2,2,2,2,2,115,165,3,1,2,2,2,4,2,3,2,2,3,4,1,1,1,4,3,5,5,4,6,2,1,4,3,2,1,1,1,1,8,126
1,115,166,3,1,9,4,3,2,9,9,3,1,1,2,1,1,2,1,1,2,2,1,3,3,4,2,1,1,2,1,3,2,1,3,2,1,2,2,2,3,1,2,3,2,2,2,2,2,1,2,1,1,2,1,2,1,2,1,1,1,2,1,1,2,2,2,1,2,2,115,166,3,1,1,2,2,2,3,4,1,3,3,2,1,1,1,1,3,3,5,1,4,7,2,3,2,2,1,1,1,1,7,21
1,115,167,3,1,7,4,4,1,7,0,3,1,3,2,2,2,1,1,1,2,1,1,3,3,4,2,2,2,2,1,3,1,2,3,4,2,2,1,5,3,2,4,3,5,2,2,3,1,1,3,2,1,2,1,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,115,167,3,2,1,2,2,3,2,4,5,1,3,2,1,1,1,1,1,5,5,4,4,10,2,4,2,2,1,1,1,1,5,3
1,115,168,3,1,6,4,1,1,7,7,3,1,3,2,3,1,2,1,1,2,2,1,4,3,4,2,1,2,2,1,3,4,1,3,4,2,2,1,1,3,2,3,2,2,2,1,1,2,1,3,1,1,0,2,2,1,2,1,2,2,2,2,1,2,2,2,1,1,2,115,168,3,2,1,2,2,3,3,4,5,2,3,3,1,1,1,2,4,3,5,4,4,10,2,5,2,2,1,1,1,1,5,22
1,115,169,3,1,3,4,2,1,7,8,3,1,2,2,2,1,1,1,2,2,3,1,3,3,4,2,4,2,2,1,4,1,1,5,1,1,3,1,3,3,1,3,3,2,1,2,2,1,1,3,2,2,1,1,2,1,1,1,2,2,1,1,2,2,2,2,2,2,2,115,169,3,2,1,2,2,3,2,2,5,3,3,2,1,1,1,2,3,2,5,4,4,10,2,7,2,2,1,2,2,1,5,7
1,115,170,3,1,3,4,1,1,7,7,3,1,3,2,3,2,3,2,2,2,2,2,3,3,3,2,2,2,1,1,3,1,1,2,4,1,3,3,3,3,1,2,2,4,2,2,4,1,1,3,1,2,1,1,2,2,1,1,2,2,1,1,2,2,2,2,2,2,2,115,170,3,2,1,2,2,2,1,2,2,2,3,4,1,1,1,2,3,3,5,4,3,0,2,4,3,2,1,1,1,1,5,27
1,115,171,3,1,7,4,5,1,7,7,3,1,2,2,2,1,2,2,2,2,3,2,4,3,4,2,1,2,2,1,3,1,2,3,4,1,4,2,3,3,1,2,3,1,1,1,2,2,2,3,2,0,2,1,2,3,2,2,2,2,1,1,1,2,2,2,2,2,2,115,171,3,2,2,2,2,2,1,3,1,3,3,1,2,1,2,2,2,5,5,4,4,6,2,4,3,2,1,1,1,1,5,32
1,115,172,3,1,2,4,4,1,7,7,3,1,3,2,2,1,2,2,2,2,2,2,4,3,3,2,2,2,1,1,3,1,1,3,4,3,3,2,1,3,2,4,6,3,4,3,3,1,1,3,2,1,1,1,3,3,1,2,2,2,2,1,1,2,2,2,1,2,2,115,172,3,2,2,2,2,3,2,1,5,2,3,2,1,1,1,1,2,5,5,4,4,10,2,3,2,2,1,2,1,1,4,47
1,115,173,3,1,2,4,1,1,7,7,3,1,3,2,3,1,2,1,2,2,1,1,2,4,4,1,1,2,2,1,5,1,1,4,1,1,5,2,1,3,1,3,6,1,1,1,1,2,2,3,1,1,2,2,3,2,1,2,2,1,2,1,1,2,2,1,2,2,2,115,173,3,2,1,2,2,2,3,2,1,2,3,3,1,1,1,2,4,3,1,4,4,10,2,3,3,2,1,1,1,1,4,62
1,115,174,3,1,2,4,1,1,7,7,3,1,2,2,1,1,3,2,2,2,2,2,3,2,4,2,1,2,2,1,2,1,1,5,2,1,2,2,2,3,2,3,4,4,4,2,3,2,2,3,1,1,1,2,1,2,2,1,2,2,1,1,1,2,2,2,2,2,2,115,174,3,2,2,2,2,3,1,2,1,2,3,3,1,1,1,1,2,2,1,2,4,10,2,8,3,2,1,1,1,1,4,18
1,115,175,3,1,6,4,1,1,7,3,3,1,3,2,2,1,1,1,2,2,2,2,3,3,2,2,2,2,2,1,5,1,2,3,2,2,3,1,3,3,2,2,4,1,2,1,2,2,1,3,2,1,1,1,2,1,1,1,2,2,2,1,1,2,2,2,2,2,2,115,175,3,2,2,2,2,2,1,1,5,2,3,2,1,1,1,2,2,4,5,1,3,1,1,4,2,2,1,1,1,1,1,1
