COL1,COL2,COL3,COL4,COL5,COL6,COL7,COL8,COL9,COL10,COL11,COL12,COL13,COL14,COL15,COL16,COL17,COL18,COL19,COL20,COL21,COL22,COL23,COL24,COL25,COL26,COL27,COL28,COL29,COL30,COL31,COL32,COL33,COL34,COL35,COL36,COL37,COL38,COL39,COL40,COL41,COL42,COL43,COL44,COL45,COL46,COL47,COL48,COL49,COL50,COL51,COL52,COL53,COL54,COL55,COL56,COL57,COL58,COL59,COL60,COL61,COL62,COL63,COL64,COL65,COL66,COL67,COL68,COL69,COL70,COL71,COL72,COL73,COL74,COL75,COL76,COL77,COL78,COL79,COL80,COL81,COL82,COL83,COL84,COL85,COL86,COL87,COL88,COL89,COL90,COL91,COL92,COL93,COL94,COL95,COL96,COL97,COL98,COL99,COL100,COL101,COL102,COL103,COL104,COL105,COL106,COL107,COL108,COL109,COL110,COL111,COL112,COL113,COL114,COL115,COL116,COL117,COL118,COL119,COL120,COL121,COL122,COL123,COL124,COL125,COL126,COL127,COL128,COL129,COL130
1,64,1,3,9,7,2,5,1,5,3,2,4,2,4,7,3,1,3,3,1,1,1,3,3,2,1,2,4,2,4,4,4,9,4,4,2,3,2,2,3,6,3,1,1,2,3,3,1,2,2,3,3,1,1,2,3,2,1,1,1,2,1,1,2,2,,206,4000,1,1,1,1,1,2,2,2,1,2,1,1,3,4,3,3,3,4,2,1,4,4,5,5,4,5,1,3,3,2,1,1,3,3,2,2,4,1,10,3,4,4,0,0,0,0,3,3,30,0,1,0,1,6,1,0,4,1,1,0,9
1,64,2,5,9,7,2,5,4,2,2,2,6,2,2,8,9,3,3,3,1,1,1,2,2,2,1,3,5,2,1,4,4,9,4,4,3,1,1,2,2,4,1,1,1,2,3,3,3,2,4,2,4,1,1,3,4,1,2,2,3,2,1,1,2,1,,206,4000,2,1,1,2,2,3,2,1,1,2,1,1,3,4,1,4,1,3,2,1,4,4,4,5,4,5,4,1,4,3,1,1,3,4,1,2,3,3,11,0,3,5,0,2,3,1,0,1,20,10,1,2,3,3,2,0,7,2,2,0,6
1,64,3,3,10,7,3,3,1,5,3,1,6,3,5,14,6,5,1,1,1,1,1,1,2,1,2,3,2,2,3,3,1,6,2,1,2,1,1,2,2,3,2,3,1,2,4,2,2,1,2,4,1,1,4,4,2,1,1,3,1,1,2,1,1,1,,206,4000,3,1,1,1,3,3,1,1,1,1,1,1,2,2,1,1,1,1,1,3,2,2,2,2,2,2,3,2,1,2,2,2,1,1,1,1,3,1,21,1,3,1,1,1,3,5,4,5,10,60,9,3,3,1,5,2,6,2,2,5,29
1,64,4,4,9,7,7,1,1,5,3,3,6,2,2,8,9,3,2,2,1,2,1,2,2,2,4,2,2,2,2,3,2,9,5,2,2,4,3,1,2,3,3,3,1,1,1,1,4,2,4,3,1,1,2,3,2,1,1,1,1,1,2,1,2,1,,206,4000,4,1,2,1,2,2,1,2,1,1,1,1,2,2,1,1,2,3,2,1,2,3,2,3,2,2,3,2,2,2,3,3,2,1,2,3,4,6,30,3,2,6,3,3,3,3,5,5,30,50,8,1,2,2,4,2,2,1,2,3,16
1,64,5,4,9,7,2,5,1,5,3,1,5,2,4,16,3,4,2,1,1,2,1,1,2,2,1,2,1,2,2,3,2,3,4,4,1,3,6,5,3,6,2,1,1,1,3,3,3,2,4,1,1,1,2,3,2,1,1,1,1,1,2,1,2,2,,206,4000,5,2,2,1,1,1,1,1,1,1,1,1,2,3,1,4,1,4,4,2,2,2,3,4,4,4,1,2,1,2,1,4,2,1,2,2,4,6,20,2,1,1,0,3,4,1,6,5,40,50,3,2,1,4,5,2,3,1,0,0,24
1,64,6,4,9,7,9,4,1,5,3,1,5,2,4,7,7,2,4,3,3,1,3,2,3,2,3,2,4,3,3,3,5,0,4,4,3,4,11,11,2,3,2,1,1,2,3,1,3,2,2,4,5,1,2,5,3,1,2,3,3,2,1,1,2,2,,206,4000,6,2,1,1,2,3,1,1,2,2,2,2,3,4,3,3,3,2,2,4,2,2,3,2,2,2,3,4,4,2,3,3,2,3,6,2,4,6,30,2,2,4,2,0,3,0,1,2,20,50,9,0,2,1,2,0,2,0,0,0,10
1,64,7,3,8,7,8,3,4,1,2,1,4,2,2,5,9,8,3,1,1,2,1,2,2,2,3,2,2,2,1,4,3,9,4,4,3,2,3,2,3,4,3,2,1,2,3,2,2,2,4,2,3,2,2,1,2,1,1,1,2,1,2,1,2,1,,206,4000,7,1,2,2,1,1,1,1,1,1,1,1,2,2,1,2,2,2,2,3,1,4,2,1,2,2,3,3,1,2,2,3,1,3,2,2,4,2,21,0,1,2,2,3,4,3,5,1,40,61,0,1,3,6,4,2,2,1,2,0,29
1,64,8,3,5,7,2,2,1,5,3,1,4,2,1,9,1,5,4,1,1,1,1,2,2,1,2,3,2,3,2,3,0,16,3,2,2,4,2,1,2,3,2,2,1,1,3,1,2,2,3,2,2,3,1,2,3,1,3,3,1,1,2,1,2,2,,206,4000,8,2,2,1,2,2,2,3,2,2,2,1,5,2,1,2,4,5,4,5,6,6,6,6,6,6,5,4,2,4,1,1,3,3,3,2,2,6,11,1,3,2,3,1,1,3,4,4,10,0,3,0,1,2,4,2,4,1,0,3,10
1,64,9,4,5,7,5,2,1,5,3,1,5,2,4,9,9,7,2,1,3,1,2,2,2,2,3,2,1,2,3,3,3,9,4,4,4,3,4,1,2,3,3,1,1,2,3,2,2,2,3,1,4,3,1,1,2,1,2,2,1,2,1,1,1,2,,206,4000,9,2,1,2,4,4,2,2,1,2,1,1,2,3,2,3,2,2,4,1,3,3,2,5,4,3,1,3,3,2,2,3,2,2,2,2,4,1,10,1,4,1,1,1,1,0,0,2,0,40,3,0,1,3,3,2,0,0,0,0,10
1,64,10,4,7,7,2,2,5,1,2,1,4,1,3,9,10,8,3,3,1,2,1,3,3,3,3,2,5,2,2,4,4,16,4,4,4,3,4,2,3,7,3,1,1,2,3,1,3,2,2,3,2,1,2,2,1,1,1,3,1,1,1,1,2,1,,206,4001,0,1,2,1,2,2,2,4,5,3,1,5,4,2,3,5,3,3,2,1,4,2,4,5,5,5,2,3,4,1,2,1,2,4,2,2,2,6,21,1,2,5,2,2,1,2,5,4,20,20,0,0,1,6,1,0,0,1,2,0,9
1,64,11,3,5,7,2,2,1,5,3,1,4,2,1,9,3,7,3,3,1,1,2,3,3,3,3,2,5,2,4,4,2,3,4,4,4,3,12,11,3,11,3,1,3,2,3,3,3,1,2,5,4,4,1,1,4,4,2,2,2,2,1,1,1,2,,206,4001,1,2,1,2,4,4,1,4,3,4,4,3,3,3,3,4,3,3,2,1,4,2,5,5,5,5,1,3,4,1,2,1,4,4,5,2,2,4,11,1,4,5,0,0,1,0,0,0,0,10,0,0,0,4,0,0,1,0,0,0,0
1,64,12,3,10,7,1,5,1,5,3,1,4,2,3,3,11,2,3,3,1,1,2,3,2,2,2,2,5,2,4,4,1,9,4,4,3,4,3,4,3,6,3,2,1,2,3,2,2,2,2,4,2,1,2,1,2,1,2,3,1,1,2,1,2,1,,206,4001,2,1,1,2,3,3,2,3,1,1,1,1,3,3,1,2,3,3,3,2,4,4,4,5,5,5,4,2,1,2,1,2,3,1,1,2,1,6,30,4,1,5,2,0,1,2,2,4,20,10,0,2,2,6,1,0,3,0,2,0,14
1,64,13,3,9,7,4,5,1,5,3,3,6,2,5,13,13,1,2,1,2,2,2,2,2,3,3,2,2,3,2,3,2,9,4,4,4,3,4,3,3,4,3,2,3,3,1,3,1,2,2,4,3,1,2,2,2,2,1,1,1,1,1,1,2,1,,206,4001,3,1,1,2,1,2,1,2,3,2,3,2,4,5,3,4,2,3,2,3,3,4,5,4,4,4,1,2,4,1,2,3,3,2,2,2,2,6,21,0,1,5,2,3,1,0,3,3,30,10,3,0,1,6,3,3,0,0,2,0,29
1,64,14,4,6,7,3,5,1,5,3,2,5,1,5,11,11,1,2,1,1,1,1,2,2,2,1,2,2,2,3,3,4,9,4,1,1,1,10,6,3,7,3,1,1,2,3,1,3,2,3,2,1,1,1,1,3,2,2,2,1,2,1,2,1,2,,206,4001,4,1,1,1,2,4,1,4,1,2,1,1,2,4,1,1,2,3,2,1,1,1,1,4,4,4,2,3,1,3,1,1,1,4,2,2,2,6,10,4,3,5,2,1,1,2,1,5,10,90,3,1,2,6,3,2,5,2,1,4,26
1,64,15,4,11,7,7,5,4,2,2,1,5,2,3,5,15,4,3,3,1,1,1,3,3,3,2,2,5,2,4,4,2,15,4,4,4,2,12,4,3,4,3,1,1,2,3,3,3,2,2,1,4,1,1,1,2,1,1,2,2,1,2,1,2,1,,206,4001,5,1,1,1,1,3,2,3,1,2,1,5,4,5,3,4,3,3,2,4,4,4,5,2,2,2,2,3,4,1,2,1,4,4,3,2,4,1,21,1,4,5,0,0,1,0,5,0,20,0,9,0,3,6,0,0,3,1,2,0,7
1,64,16,5,7,7,1,5,5,1,1,1,6,1,5,9,7,8,3,1,1,2,1,1,2,2,3,2,2,2,2,3,2,16,3,1,2,3,6,7,3,7,3,1,1,2,3,3,3,2,3,1,1,2,1,2,1,1,1,3,1,1,2,1,2,2,,206,4001,6,2,2,1,2,2,2,4,1,1,1,1,3,4,3,3,2,2,1,1,3,3,4,4,3,3,2,3,2,2,1,2,3,4,3,2,4,1,21,1,4,4,0,3,1,0,6,5,20,20,5,0,3,6,5,2,1,1,0,4,19
1,64,17,4,6,7,1,2,1,5,3,1,4,1,4,9,10,3,3,1,1,2,1,2,2,2,2,2,2,2,2,3,2,9,4,2,2,1,2,3,2,2,3,1,1,1,2,2,1,2,4,1,2,1,2,2,2,1,1,1,1,1,2,1,2,2,,206,4001,7,1,2,1,2,2,1,1,1,2,1,1,2,3,1,3,3,3,2,2,3,3,5,4,5,4,3,2,1,3,2,1,2,2,1,2,1,1,20,2,4,4,1,2,4,1,5,4,30,10,2,1,3,4,4,2,5,2,1,3,19
1,64,18,4,11,7,6,2,4,1,2,1,5,1,2,9,3,4,2,1,1,2,2,3,2,3,4,2,3,2,6,3,3,3,2,2,3,1,12,4,2,6,2,3,2,3,2,3,3,2,4,2,3,2,2,2,1,1,3,1,3,1,1,1,2,1,,206,4001,8,1,2,1,2,2,1,2,2,2,1,1,2,2,1,2,2,2,2,1,3,2,3,2,2,2,3,2,2,3,2,2,3,2,1,2,3,2,20,4,1,4,0,3,3,3,4,2,30,40,9,1,2,4,2,2,3,1,2,4,20
1,64,19,3,9,7,2,5,5,1,2,1,6,2,4,4,9,8,3,2,1,1,1,2,2,2,3,2,4,2,3,4,3,6,4,4,2,1,3,3,2,6,3,1,1,2,3,1,3,2,1,2,2,1,1,3,1,1,1,3,1,1,2,1,2,2,,206,4001,9,1,2,1,2,2,1,3,1,2,1,1,3,4,2,4,3,3,2,1,3,4,5,5,5,5,2,3,3,2,1,2,3,2,2,2,4,6,31,0,3,2,2,0,2,0,6,4,20,10,0,0,1,4,3,1,3,2,1,0,4
1,64,20,4,6,7,5,2,1,5,3,1,5,1,3,16,9,4,3,1,1,2,1,1,2,1,2,2,2,2,2,3,3,9,4,2,2,2,2,2,3,7,3,3,1,1,3,2,2,1,2,1,3,1,1,3,2,1,1,3,1,1,2,1,2,1,,206,4002,0,1,1,1,5,2,1,2,1,2,1,1,3,4,2,5,2,3,2,1,1,4,4,3,3,2,4,2,1,4,2,3,2,2,2,2,4,1,30,1,1,4,1,3,2,1,4,3,20,40,7,0,4,5,6,2,4,1,2,3,27
1,64,21,4,9,7,1,3,1,5,3,1,4,1,3,9,9,3,4,2,1,3,1,2,2,2,2,2,4,2,3,3,4,9,4,2,3,4,2,3,3,3,2,1,2,2,3,2,4,1,4,2,3,1,2,2,4,1,3,3,1,2,1,1,2,2,,206,4002,1,1,1,2,3,3,2,2,4,1,2,1,2,3,1,2,3,2,3,2,2,3,2,3,3,3,3,3,3,2,2,2,2,3,1,2,4,2,11,1,4,4,1,0,2,2,0,3,20,50,6,1,2,4,3,1,4,1,1,3,19
1,64,22,3,4,6,3,3,1,5,3,2,4,2,1,9,11,3,2,1,1,2,1,2,2,2,2,2,3,2,2,3,2,9,4,2,2,4,2,1,2,4,2,1,3,2,3,3,3,2,2,4,2,1,2,2,3,1,2,2,1,2,1,1,1,2,,206,4002,2,1,1,2,3,3,1,3,3,2,2,3,3,3,2,5,2,2,3,1,4,3,5,2,2,3,1,3,1,2,2,2,3,3,2,2,4,6,21,1,1,4,0,3,2,1,0,4,10,0,8,0,1,3,4,2,4,1,1,3,20
1,64,23,3,9,6,5,3,1,5,3,1,5,1,1,13,9,5,3,3,1,2,1,3,3,3,1,2,5,2,2,4,1,9,4,4,4,1,1,1,3,3,3,2,2,2,3,2,3,2,4,1,3,1,1,2,2,1,1,2,1,1,2,1,1,1,,206,4002,3,1,2,1,1,2,2,2,1,1,1,1,3,2,1,2,3,3,2,1,1,2,2,2,5,4,1,3,3,2,2,1,1,4,2,2,3,2,21,1,4,5,2,2,2,3,6,3,10,70,4,1,1,4,1,0,7,2,2,0,10
1,64,24,3,10,8,5,1,1,5,3,1,3,2,3,5,9,1,2,1,4,2,1,2,2,2,3,2,4,2,4,3,3,9,4,2,3,2,2,1,2,2,3,3,3,2,3,3,3,1,4,2,4,3,2,1,3,1,1,3,1,1,1,1,2,2,,206,4002,4,2,1,1,3,2,1,1,1,2,1,1,3,4,1,4,2,2,2,1,3,2,4,4,4,4,1,3,1,3,1,1,3,6,1,2,3,1,20,2,1,3,0,2,4,1,3,2,10,30,3,1,2,3,4,1,3,1,0,3,20
1,64,25,4,5,8,3,4,1,5,3,1,3,2,3,9,9,3,3,2,1,3,1,2,2,2,2,3,4,3,2,4,3,9,2,4,2,2,3,4,3,6,3,2,3,2,3,3,3,2,2,3,1,1,2,2,2,1,2,3,3,2,1,1,1,2,,206,4002,5,1,1,1,2,4,1,2,1,2,1,1,3,3,3,4,2,3,2,2,4,4,4,4,4,5,1,4,2,2,1,1,3,1,6,3,1,6,20,4,2,4,1,2,2,0,1,4,10,10,2,1,1,6,3,1,3,1,1,1,9
1,64,26,3,9,8,9,5,4,1,2,2,3,2,3,4,9,3,2,3,1,1,1,2,3,3,1,2,5,2,4,3,1,9,4,4,1,4,2,2,2,6,2,1,1,2,3,2,2,2,3,2,3,1,2,2,4,1,1,3,1,1,1,1,2,2,,206,4002,6,1,1,1,3,3,2,1,1,1,1,1,3,4,3,4,3,2,2,1,1,2,4,4,4,2,4,1,1,1,2,2,3,2,1,2,3,6,20,4,1,1,1,0,2,0,3,3,20,50,5,2,4,4,1,0,5,1,1,0,20
1,64,27,3,6,8,9,5,4,1,1,2,5,2,3,9,5,1,3,3,1,1,1,2,3,3,1,3,5,2,5,4,0,4,4,4,3,1,10,10,3,10,3,1,5,2,3,3,3,2,2,1,4,1,1,1,1,2,2,2,1,1,1,1,2,1,,206,4002,7,1,1,1,3,3,2,2,2,2,1,2,3,2,1,3,3,3,2,1,6,4,4,5,4,4,1,3,1,5,1,1,3,3,3,1,7,7,51,2,6,7,0,0,0,2,3,2,20,10,2,0,1,6,1,0,5,2,2,0,5
1,64,28,3,11,8,3,5,1,5,3,1,5,3,3,1,7,3,3,3,1,1,1,3,2,3,3,3,5,2,4,4,5,16,4,4,3,4,3,4,3,10,3,3,1,2,3,3,3,1,1,2,5,1,1,1,1,2,2,3,3,1,1,1,1,2,,206,4002,8,2,1,1,2,2,3,3,3,3,4,3,4,4,3,2,3,3,2,1,3,4,4,5,5,5,3,3,4,4,2,1,4,3,6,3,2,6,10,2,3,6,0,0,0,1,3,2,10,20,0,0,1,6,0,0,2,1,0,0,6
1,64,29,3,9,8,9,5,4,1,1,1,5,1,5,16,9,8,2,1,1,2,1,1,2,3,2,2,4,2,1,3,1,9,4,4,2,2,1,3,3,5,3,3,1,2,4,1,3,2,2,1,2,1,1,1,2,2,3,1,1,2,1,1,2,2,,206,4002,9,2,2,1,2,2,2,3,1,2,1,2,2,4,2,5,2,4,2,1,1,4,4,5,5,2,1,2,3,3,2,1,1,3,2,2,2,6,20,1,1,3,2,3,0,1,2,4,30,40,3,1,0,6,4,1,5,1,0,0,39
1,64,30,3,10,8,5,5,4,1,2,1,4,2,1,9,9,4,2,2,1,1,1,2,2,2,3,2,5,2,1,3,3,4,4,4,2,4,4,3,3,5,3,2,1,2,1,3,3,2,2,1,1,1,2,2,2,3,1,2,1,1,2,1,2,2,,206,4003,0,2,2,1,1,2,2,4,1,1,1,1,2,4,1,4,3,2,2,1,3,3,3,3,3,3,1,3,1,1,1,1,3,4,3,2,3,1,20,2,3,5,2,1,0,1,6,5,20,30,6,0,2,6,3,1,1,1,0,0,10
1,64,31,4,11,8,1,5,1,5,3,1,4,2,3,2,1,3,2,2,3,1,1,2,2,2,3,2,3,2,4,4,2,9,4,4,1,2,3,1,1,2,2,1,3,2,1,2,2,2,2,1,1,1,1,1,1,2,1,3,1,1,2,1,2,2,,206,4003,1,1,2,1,1,3,2,3,1,1,1,1,2,4,1,4,3,3,2,1,4,3,4,4,4,5,1,3,4,1,1,1,3,4,1,2,1,3,21,1,1,3,2,0,0,1,7,5,20,10,2,1,1,2,3,2,2,1,1,0,17
1,64,32,3,8,8,3,5,4,1,2,1,4,2,1,9,9,3,2,2,3,1,1,2,2,2,1,2,2,2,2,4,2,9,4,1,2,3,3,1,3,2,3,2,1,2,1,3,3,3,1,3,2,1,2,2,3,2,1,1,1,1,2,1,2,3,,206,4003,2,1,2,1,2,2,1,3,2,2,1,1,2,3,1,2,2,2,2,3,2,3,3,1,2,3,3,3,1,3,1,1,2,4,1,2,4,2,10,5,1,5,2,2,1,2,5,4,30,40,9,1,3,4,3,2,3,1,1,4,10
1,64,33,5,11,8,2,5,1,5,3,1,5,1,1,13,13,5,3,3,1,2,1,3,2,2,2,2,4,2,2,3,3,9,5,3,2,3,3,1,2,5,3,2,1,2,4,3,3,2,2,1,2,1,1,1,2,2,1,1,1,1,2,1,2,2,,206,4003,3,2,2,1,2,2,2,3,1,2,1,1,3,3,2,5,3,3,2,1,2,3,4,2,2,2,2,3,3,1,1,2,2,3,2,2,4,2,20,2,2,4,1,2,0,1,5,4,30,30,9,0,2,4,2,0,2,1,0,1,10
1,64,34,3,11,8,4,2,1,5,3,1,4,1,3,13,1,7,3,2,1,2,1,1,2,1,3,2,4,2,2,3,3,9,4,4,2,3,4,2,2,4,2,3,1,2,3,1,3,2,3,2,1,1,2,2,2,1,1,3,1,1,2,1,1,2,,206,4003,4,2,1,1,2,2,1,2,1,1,1,1,2,2,2,4,2,2,2,3,4,3,4,4,4,4,1,2,1,3,1,3,4,2,1,2,4,1,21,1,2,3,2,3,2,1,4,5,10,10,3,1,2,4,6,1,0,1,0,0,17
1,64,35,4,10,6,2,5,1,5,3,2,5,2,4,7,7,4,1,1,1,2,2,3,3,3,4,2,3,1,3,3,3,7,4,2,2,4,3,1,2,1,2,1,1,2,3,2,1,2,2,3,1,1,2,5,3,1,3,3,1,1,2,1,5,2,,206,4003,5,1,1,1,2,3,2,4,1,1,1,1,3,4,1,4,2,1,2,1,2,4,4,2,2,4,3,3,1,3,1,2,3,2,3,2,4,1,31,1,1,5,1,2,1,3,3,5,20,30,7,0,3,1,2,3,2,0,1,3,36
1,64,36,4,6,6,0,5,1,5,3,1,5,2,1,9,9,6,3,2,2,2,2,2,2,2,1,2,2,2,4,4,4,9,4,4,2,3,2,4,3,4,3,3,1,1,1,3,3,2,2,1,1,1,1,1,1,1,1,1,1,1,2,1,2,2,,206,4003,6,2,1,1,2,2,2,3,1,1,1,1,3,4,1,4,3,3,2,2,4,3,5,6,6,6,2,3,1,2,2,1,3,4,2,1,3,6,30,1,2,4,1,1,1,1,5,5,30,0,3,0,2,6,4,3,4,0,0,0,7
1,64,37,5,6,6,5,2,1,5,3,2,6,2,2,9,5,1,4,2,1,3,3,2,2,2,1,3,4,3,2,5,2,9,3,2,2,2,3,2,2,11,3,3,4,2,2,4,4,3,3,1,3,2,2,2,2,1,1,3,3,1,2,1,6,1,,206,4003,7,1,2,1,2,2,3,2,1,1,1,2,3,3,1,2,4,4,3,2,2,5,2,2,4,3,3,4,2,4,3,3,2,2,6,2,5,2,20,3,3,6,1,1,1,2,5,2,10,60,6,0,2,4,3,2,4,0,2,3,10
1,64,38,3,5,6,0,1,1,5,3,1,4,2,1,9,9,4,4,2,1,2,3,2,2,1,4,2,4,1,1,3,5,9,4,4,4,2,3,1,2,1,2,3,2,2,1,3,2,3,2,1,5,3,2,3,2,2,1,3,3,1,2,1,1,1,,206,4003,8,1,1,1,2,2,1,3,2,2,2,2,2,2,2,2,3,3,2,1,4,5,2,2,4,3,2,2,1,2,2,3,3,2,3,2,2,4,11,1,4,4,1,2,1,2,4,2,0,40,6,0,2,1,5,2,2,0,2,0,29
1,64,39,4,5,6,2,5,1,5,3,2,4,2,3,9,9,4,4,2,3,3,3,2,2,2,3,2,2,3,5,3,2,4,2,2,2,4,2,11,3,11,3,3,5,2,3,3,4,2,5,5,5,5,5,5,5,5,3,3,3,1,2,1,1,2,,206,4003,9,2,2,1,1,3,3,3,2,5,1,1,2,4,2,5,3,4,2,1,4,4,4,4,4,4,1,2,2,3,1,2,4,2,6,1,3,6,10,2,1,5,0,0,0,1,5,2,0,10,3,0,1,2,3,2,3,0,0,4,20
1,64,40,6,8,6,3,5,5,1,2,1,5,2,5,9,9,8,2,1,2,2,1,2,2,2,3,2,2,2,2,3,2,9,3,1,2,2,3,1,1,3,2,3,1,3,4,4,3,3,4,1,3,1,2,2,1,1,1,1,1,1,2,1,2,2,,206,4004,0,1,2,1,2,2,1,2,2,1,1,1,2,2,1,2,2,2,2,1,1,1,2,1,1,1,2,1,1,3,2,1,2,2,1,1,1,1,21,2,2,4,1,3,3,3,6,3,30,81,2,2,5,2,4,3,2,1,1,4,20
1,64,41,3,5,6,3,5,4,1,2,2,4,2,4,9,9,1,3,2,1,2,2,3,2,2,3,2,2,1,3,3,3,9,4,4,2,3,2,2,2,4,2,1,1,2,4,4,3,2,4,2,4,1,1,1,2,5,3,3,3,1,2,1,2,2,,206,4004,1,2,2,1,2,2,1,2,2,2,1,1,2,2,1,3,2,5,4,5,6,6,6,6,6,6,5,3,1,3,1,2,2,3,6,2,1,1,21,0,2,4,1,2,2,2,4,1,20,0,3,0,2,4,3,3,2,0,0,0,27
1,64,42,3,6,6,5,1,1,5,3,2,5,2,1,9,9,4,3,3,2,1,2,2,2,2,1,2,5,2,4,4,2,9,4,1,2,1,3,1,3,4,3,1,1,2,2,3,1,2,2,1,2,1,2,2,1,3,1,3,1,1,2,1,2,1,,206,4004,2,1,2,1,2,2,2,4,1,1,1,1,3,4,3,3,3,3,2,1,4,4,5,5,4,5,1,3,1,1,1,1,2,3,2,2,4,1,30,1,2,5,0,0,0,0,6,4,20,0,1,0,1,5,2,1,5,1,2,4,7
1,64,43,3,11,6,2,5,4,1,2,2,4,2,1,9,8,1,4,3,1,1,3,3,3,3,3,3,4,2,3,4,3,16,4,4,4,3,12,9,3,9,3,1,3,2,3,3,3,2,5,5,5,5,1,1,2,2,2,2,3,1,1,1,1,2,,206,4004,3,2,1,2,3,3,3,2,3,3,3,3,2,5,1,4,4,4,2,4,3,2,5,5,4,4,3,3,4,1,3,1,4,5,3,2,1,3,20,3,1,4,0,0,0,1,1,2,0,20,2,0,1,6,0,0,1,0,0,0,15
1,64,44,5,8,6,5,1,1,5,3,1,6,1,5,13,4,4,3,2,1,2,2,2,2,1,3,2,3,2,2,4,5,4,4,4,2,2,3,1,3,2,2,1,1,2,3,3,1,1,2,4,3,2,2,2,4,2,4,2,1,1,1,1,1,1,,206,4004,4,1,1,2,3,3,2,3,4,2,1,2,2,2,3,3,3,3,2,1,2,3,4,5,5,4,3,3,2,2,2,2,4,4,1,2,4,1,20,2,2,4,0,2,0,1,1,3,10,30,1,1,2,3,5,2,2,0,2,0,7
1,64,45,4,5,6,2,4,1,5,3,2,6,2,3,11,9,3,3,1,1,2,1,1,2,2,1,2,4,2,3,4,2,9,2,2,1,1,11,1,2,3,2,1,1,1,2,1,3,2,1,2,3,2,2,2,2,2,3,3,1,1,2,1,2,2,,206,4004,5,2,1,3,3,3,2,2,2,2,1,2,2,3,3,3,3,3,2,1,3,3,4,4,4,4,3,2,1,3,1,3,4,2,1,2,4,1,20,3,4,5,2,1,0,0,2,3,20,20,3,1,3,2,5,1,5,2,0,4,0
1,64,46,3,10,6,3,5,4,2,2,1,5,2,2,9,3,3,2,1,2,1,1,3,3,3,3,2,4,2,4,5,2,9,4,4,4,3,6,3,3,4,2,1,1,1,3,1,3,2,2,1,4,1,1,2,2,2,1,3,1,1,2,1,1,2,,206,4004,6,2,2,1,2,3,2,4,1,1,1,1,3,2,1,2,3,1,2,1,3,4,4,2,2,4,3,1,1,1,2,1,3,4,2,2,3,6,31,1,1,5,2,0,0,4,5,2,10,20,7,1,3,5,1,3,1,1,0,0,29
1,64,47,4,9,6,9,4,1,5,3,2,5,2,3,11,9,3,4,2,1,1,1,3,2,1,2,2,4,2,2,3,2,16,4,4,2,2,3,4,3,6,2,3,1,2,3,3,4,2,5,5,3,2,2,2,2,2,1,3,1,1,2,1,2,2,,206,4004,7,2,2,1,2,2,3,2,2,2,1,2,4,4,3,3,3,3,2,1,3,2,3,2,2,4,3,3,3,2,1,1,3,3,3,2,5,5,30,3,2,2,0,1,0,0,5,3,20,40,7,0,3,5,3,1,3,1,0,0,10
1,64,48,5,9,6,3,1,1,5,3,1,5,2,4,9,9,4,3,2,2,2,2,2,2,2,2,2,2,2,3,3,3,9,4,3,3,4,4,2,3,2,2,1,1,2,3,4,3,2,2,4,4,2,3,3,2,2,2,3,3,1,1,1,2,1,,206,4004,8,1,1,1,2,2,2,2,1,2,1,1,3,3,1,3,3,2,1,2,3,3,3,2,3,4,3,3,2,2,2,1,3,3,2,2,3,3,20,3,3,3,1,1,0,1,2,1,20,30,6,0,2,2,4,3,2,0,2,1,10
1,64,49,5,9,6,7,5,1,5,3,1,6,2,2,3,0,6,3,2,1,1,3,3,3,3,1,2,4,2,3,4,0,3,4,4,1,3,11,11,2,12,1,2,1,2,3,3,1,2,4,1,1,2,2,4,1,1,1,3,1,1,6,6,6,6,,206,4004,9,6,6,6,1,2,1,1,1,1,1,1,4,4,3,4,3,2,2,1,4,3,4,5,4,4,1,3,1,1,1,1,2,2,1,2,1,6,11,1,4,5,1,0,4,0,4,5,10,10,2,1,0,1,1,1,3,0,2,0,9
1,64,50,4,7,6,2,4,1,5,3,1,5,2,3,4,9,1,2,1,1,2,1,2,2,1,3,3,3,3,1,3,1,4,2,1,1,4,3,4,3,7,3,1,1,2,3,4,3,2,4,3,3,2,2,2,3,1,2,2,1,1,1,1,1,2,,206,4005,0,1,1,1,3,4,1,2,4,1,1,4,2,2,2,2,3,4,2,2,5,5,3,4,4,4,1,3,1,4,3,4,3,2,2,2,4,1,30,2,4,1,1,2,3,2,2,3,10,50,3,1,2,6,5,2,2,1,1,5,16
1,64,51,3,8,6,8,5,1,5,3,1,5,2,4,9,6,3,1,2,1,1,1,1,2,1,1,2,4,2,2,3,5,6,3,2,2,1,1,3,3,6,3,1,1,3,3,2,3,2,4,2,2,1,2,2,2,1,2,3,1,2,1,1,2,2,,206,4005,1,1,1,1,2,3,1,1,1,2,1,1,2,2,1,2,2,2,3,2,2,3,3,2,2,2,3,3,1,2,3,2,2,2,2,2,3,1,20,8,2,3,1,2,4,4,1,4,20,40,9,0,3,6,5,1,7,2,1,3,10
