CARD.,DECK.,BALLOT.,Q.1.,Q.2.,Q.3.,Q.5.,Q.6.,Q.7.,Q.8.,Q.9.,Q.10.,Q.11.,Q.12.,Q.13.,Q.14.,Q.15.,Q.16.,Q.17.,Q.18.,Q.19.,Q.20.,Q.21.,Q.22.,Q.23.,Q.24.,Q.25.,Q.26.,Q.27.,Q.28.,Q.29.,Q.30.,Q.31.,Q.32A.,Q.32B.,Q.32C.,Q.32D.,Q.32E.,Q.32F.,V.32G.,Q.33.,Q.34.,Q.35.,Q.36.,Q.37.,Q.38.,Q.39.,Q.40.,Q.41.,Q.42.,Q.43.,Q.44.,Q.45.,Q.46.,Q.47.,Q.48.,Q.49.,Q.50.,Q.51.,Q.52.,Q.53.,Q.54.,Q.55.,Q.56.,Q.57.,Q.58.,Q.59.,Q.60.,Q.61.,Q.62.,Q.63.,Q.64.,Q.65.,Q.66.,Q.67.,CARD..1,DECK..1,BALLOT..1,Q.68.,Q.69.,Q.70.,Q.71.,Q.72.,Q.73.,Q.74A.,Q.74B.,Q.74C.,Q.74D.,Q.74E.,V.74F.,V.74G.,Q.75.,Q.76.,Q.77.,Q.78.,Q.79.,Q.80A.,Q.80B.,Q.81.,Q.82.,Q.83.,Q.84.,Q.85.,Q.86.,Q.87.,Q.88.,Q.89.,Q.90A.,Q.90B.,Q.91.,Q.92.,Q.94.,Q.95.,Q.97.,V.98.,V.99.,V.100.
1,126,39,0,0,0,0,0,0,1,4,1,4,3,2,2,4,2,2,2,2,2,4,1,1,1,2,2,3,2,2,1,1,1,1,2,3,1,2,5,1,2,1,3,1,1,1,2,3,3,2,2,2,1,2,2,3,3,2,4,3,3,2,2,3,2,1,2,1,2,1,1,3,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,126,39,1,2,3,2,2,3,2,32,1,2,2,6,1,3,2,1,2,4,3,3,1,1,3,2,1,2,1,1,1,2,2,2,2,2,0,3,2,4,0,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,126,40,0,0,0,0,0,0,1,2,2,2,3,1,2,4,2,2,1,2,3,3,1,1,1,4,1,1,2,1,3,3,0,2,2,0,0,0,9,2,2,2,2,2,1,3,2,3,2,1,3,1,3,2,1,1,3,2,3,2,3,1,4,3,2,1,4,1,2,2,2,2,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,126,40,3,3,3,3,2,4,1,21,2,2,2,6,3,2,2,2,1,2,2,4,1,2,3,2,2,1,3,3,2,2,2,2,2,2,0,4,2,4,0,4,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,126,41,4,4,1,2,5,5,1,2,5,4,1,1,2,2,3,1,3,2,3,4,1,1,1,2,1,2,2,2,1,3,1,1,1,3,1,1,5,2,3,3,3,2,1,2,2,1,2,2,1,2,3,2,2,2,3,3,4,3,2,1,4,2,2,1,3,2,3,1,3,3,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,126,41,3,3,3,3,3,2,3,33,2,3,8,6,1,2,2,1,2,4,4,2,1,1,3,2,3,2,3,1,1,3,2,1,2,3,0,2,2,4,0,6,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,126,42,4,1,1,2,1,5,1,2,0,3,4,3,2,2,2,4,2,3,2,1,1,1,1,4,1,1,2,1,1,1,0,0,0,0,0,0,1,3,2,1,2,2,1,2,2,2,1,2,2,2,1,2,1,2,3,3,4,3,2,1,4,2,2,1,3,2,1,2,3,0,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,126,42,3,2,3,2,3,4,3,22,1,2,5,6,7,3,3,1,3,0,3,4,6,6,1,2,2,2,1,2,2,0,2,3,3,0,0,3,2,4,0,6,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,126,43,2,5,5,5,2,5,1,4,6,1,3,0,2,4,2,1,1,1,2,4,3,1,1,3,1,3,2,2,3,3,3,2,2,3,3,3,7,2,3,1,3,4,1,3,2,3,2,1,1,2,1,1,2,2,1,1,2,2,2,1,3,2,1,1,3,3,3,1,1,3,3,2,2,126,43,2,2,1,1,2,1,3,3,3,3,3,1,6,1,2,2,2,2,2,2,3,2,2,3,2,2,1,2,3,1,2,2,2,2,2,3,2,4,10
1,126,44,0,0,0,0,0,0,1,4,6,1,1,1,2,1,1,4,2,2,2,0,2,1,1,4,0,3,2,0,1,1,1,1,3,3,2,3,2,1,2,2,3,2,1,2,2,2,2,0,0,0,2,2,2,2,2,2,2,3,3,2,2,3,2,1,3,2,2,2,2,3,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,126,44,2,2,3,3,2,4,3,21,1,1,3,6,1,2,2,3,2,1,3,6,2,2,4,2,6,4,2,4,2,1,2,3,0,3,1,2,2,4,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,126,45,3,1,1,2,1,4,1,2,6,4,3,2,2,5,3,2,2,2,3,2,1,1,1,3,1,2,2,2,1,3,0,0,0,0,0,0,9,3,3,3,2,1,1,3,2,3,1,1,3,1,3,2,1,1,3,3,4,3,3,2,4,2,2,2,2,2,2,2,2,3,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,126,45,2,2,3,2,2,3,1,22,3,2,1,6,3,2,2,3,2,2,2,6,2,6,3,3,2,2,1,2,2,0,1,3,2,2,0,4,2,4,0,1,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,126,46,5,2,1,3,1,4,1,6,5,3,4,1,2,3,3,3,2,2,2,4,1,2,1,4,1,3,2,2,1,1,2,2,1,2,2,3,7,2,3,3,3,2,1,2,1,1,2,2,2,2,2,2,3,1,2,2,2,3,3,2,1,1,1,1,2,1,2,1,2,4,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,126,46,1,1,3,2,2,2,1,31,3,1,3,6,1,3,3,1,3,4,3,6,1,2,1,1,1,1,2,3,1,2,1,1,2,1,0,3,2,4,0,2,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,126,47,3,1,1,2,2,4,1,1,6,4,0,1,2,1,2,2,1,2,3,3,1,1,1,4,1,2,1,2,1,1,2,1,1,2,2,0,8,3,3,1,3,1,1,2,2,3,2,1,2,2,1,1,2,2,3,1,1,3,3,2,2,1,1,1,4,3,2,2,3,3,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,126,47,4,2,3,3,2,3,2,22,2,1,3,6,1,1,2,1,1,2,4,6,2,2,7,0,0,2,2,3,1,2,1,3,3,2,0,2,2,4,0,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,126,48,4,3,2,4,0,5,1,1,6,3,0,1,2,1,3,1,1,3,2,4,1,4,4,2,4,2,2,3,0,0,1,1,1,0,2,2,3,3,3,3,2,1,1,2,1,2,3,3,3,3,3,2,2,2,3,1,1,3,3,3,2,1,3,3,3,3,2,1,0,3,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,126,48,2,3,3,3,2,3,3,33,3,2,8,6,3,2,3,1,2,0,4,1,1,1,3,2,1,1,3,2,2,0,1,3,3,3,0,1,2,4,0,4,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,126,49,2,3,1,5,3,4,1,4,2,2,4,1,2,5,2,1,2,1,2,4,1,1,1,4,1,1,1,2,2,2,3,2,3,3,2,3,1,2,2,1,2,2,1,3,3,2,3,2,3,3,3,3,3,3,3,3,4,3,2,2,2,2,3,2,2,2,3,3,3,3,3,3,2,126,49,2,3,3,2,2,3,3,1,3,2,3,1,6,1,2,2,1,2,4,4,3,2,2,3,2,6,2,3,2,2,1,3,3,2,2,12,2,4,49
1,126,50,2,3,1,3,0,5,1,4,6,3,1,2,2,1,2,4,1,2,2,3,3,1,1,2,1,3,3,3,1,3,1,1,2,2,1,3,4,2,3,3,3,4,1,3,3,4,2,3,3,3,3,3,2,3,3,3,4,2,3,1,4,2,2,1,3,2,3,2,3,4,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,126,50,4,2,3,3,3,4,2,32,2,1,2,6,1,2,3,1,2,4,4,6,2,2,4,3,3,3,3,1,2,1,3,2,2,5,1,2,2,4,0,2,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,126,51,5,3,1,3,2,5,2,7,3,4,2,2,2,3,3,3,3,3,3,2,3,3,0,1,3,3,2,2,1,1,2,2,1,2,2,1,8,2,3,1,3,2,2,3,1,3,3,3,3,2,2,3,3,3,3,3,3,2,3,2,3,2,2,2,2,1,2,1,2,2,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,126,51,2,2,3,3,3,3,3,22,1,2,1,6,1,2,2,2,2,2,2,6,2,2,1,3,6,2,2,1,2,1,3,2,2,2,0,1,2,4,0,6,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,126,52,2,2,1,2,2,4,2,7,3,3,4,2,2,1,1,2,2,2,2,3,1,1,1,2,2,3,2,2,3,3,0,1,1,0,1,1,3,2,3,3,2,4,2,3,3,4,2,3,3,2,2,2,3,3,1,1,2,3,2,1,4,3,2,2,2,2,2,1,3,4,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,126,52,1,2,3,3,2,3,3,13,3,3,1,6,4,2,3,1,2,1,0,6,3,0,0,0,0,1,3,1,2,3,2,3,2,3,1,2,2,4,0,0,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,126,53,3,4,1,1,1,5,2,4,6,1,1,1,2,1,1,4,2,2,1,2,1,1,1,4,1,2,3,2,3,3,0,1,0,0,0,0,7,1,1,1,1,2,2,1,1,3,1,2,2,1,1,1,1,2,2,1,2,2,4,1,2,2,2,2,3,1,2,2,2,4,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,126,53,1,1,2,2,2,3,0,2,2,3,1,1,3,2,3,1,2,3,3,2,2,2,2,2,6,4,2,1,2,1,1,2,2,1,0,7,2,4,0,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,126,54,2,2,1,3,1,4,1,4,5,1,3,1,1,1,3,4,3,3,3,2,4,4,3,2,4,3,2,2,3,3,2,2,3,1,2,3,7,1,3,3,3,4,2,2,1,2,1,2,2,2,2,1,1,1,3,3,4,2,1,1,3,2,1,1,1,1,1,2,2,1,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,126,54,1,1,2,1,2,2,1,11,3,1,5,6,1,2,2,1,2,4,4,6,5,5,5,2,3,4,2,2,1,3,1,1,1,4,0,4,2,4,0,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,126,55,3,2,1,1,2,5,2,2,5,3,4,2,2,1,2,2,2,1,3,4,1,1,1,4,1,1,1,2,3,3,1,1,1,3,3,2,3,2,3,1,2,3,2,3,1,2,3,2,3,2,2,2,3,1,3,3,4,3,3,1,4,3,2,3,4,3,3,3,3,4,3,3,2,126,55,3,3,3,3,3,4,2,3,3,2,2,1,6,1,2,2,1,2,4,4,2,1,2,3,2,3,2,3,1,1,2,1,1,2,2,2,2,4,26
1,126,56,0,0,0,0,0,0,0,2,2,1,1,1,2,5,2,3,2,2,2,2,4,1,2,2,1,3,1,1,1,3,0,1,0,0,1,0,2,1,2,1,2,4,2,2,2,3,3,2,3,3,3,2,3,3,3,3,4,3,3,2,2,3,2,2,3,3,2,2,3,0,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,126,56,2,1,3,2,2,3,2,32,1,1,2,6,3,3,2,2,2,2,1,6,4,4,2,2,1,3,3,1,2,2,2,2,3,2,1,2,2,4,0,1,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,126,57,4,1,1,3,1,4,2,0,0,3,2,2,1,1,2,2,2,3,2,3,1,1,1,4,2,2,1,2,1,1,0,2,2,0,0,0,9,3,2,3,3,2,3,2,2,1,2,3,1,2,2,2,1,1,1,2,2,3,3,1,4,3,2,2,2,1,2,1,1,3,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,126,57,2,1,3,2,2,4,2,31,2,2,1,6,1,2,3,1,2,4,4,6,4,5,1,2,2,2,2,4,2,0,1,2,4,2,0,4,2,4,0,7,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,126,58,3,2,4,5,3,4,1,9,1,4,1,2,2,4,3,3,2,3,2,4,3,4,1,2,3,3,2,2,3,3,2,2,2,3,2,1,8,2,3,2,2,3,3,1,1,4,3,3,3,2,2,2,1,3,3,3,4,3,2,2,3,2,2,1,1,1,3,2,1,4,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,126,58,2,3,3,2,3,3,3,32,2,2,1,6,1,2,2,2,1,4,3,3,1,1,3,1,1,1,3,1,2,1,1,2,1,3,0,3,2,4,0,0,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,126,59,3,1,1,4,1,5,1,2,0,3,4,4,2,1,2,3,2,1,3,4,1,1,1,4,1,2,2,2,1,1,1,1,2,0,0,1,3,2,2,1,3,2,2,1,2,1,2,2,3,2,3,2,2,2,3,3,4,2,4,2,3,1,2,1,4,2,3,1,1,3,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,126,59,1,2,3,2,2,3,0,20,0,1,2,4,2,2,2,3,2,4,4,3,1,1,1,3,2,2,3,2,2,5,2,1,3,4,0,2,2,4,0,5,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,126,60,3,3,1,3,2,5,1,2,5,2,3,2,2,1,1,1,1,2,3,3,2,1,1,4,1,1,1,1,1,1,1,1,1,2,1,3,5,3,2,3,2,2,3,3,1,2,3,3,3,2,2,2,1,2,3,3,4,3,2,2,3,3,2,2,3,2,2,2,3,3,2,3,2,126,60,3,3,3,3,3,3,1,2,2,2,2,1,6,4,2,2,2,2,4,2,3,2,2,3,2,6,2,2,2,1,2,2,2,4,2,2,2,4,11
1,126,61,3,1,5,1,2,5,1,2,2,3,2,2,1,1,2,1,1,2,2,3,1,1,1,4,1,1,1,3,3,3,2,2,2,3,2,2,9,3,2,3,2,2,3,2,2,3,1,3,3,2,2,2,2,2,3,3,4,3,3,2,3,3,2,2,4,2,2,2,3,4,1,3,2,126,61,3,2,3,3,2,2,2,3,2,2,3,8,6,1,2,2,2,2,4,4,3,1,2,2,2,2,4,2,1,2,0,2,3,2,2,12,2,4,36
1,126,62,3,2,1,2,1,5,1,4,6,4,3,1,2,1,2,3,1,1,1,3,1,2,2,3,2,2,2,1,1,3,3,1,1,3,2,3,8,2,3,3,3,5,2,2,1,4,2,2,3,2,1,1,2,3,3,3,4,3,3,2,4,2,2,2,3,2,2,2,2,3,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,126,62,2,2,3,2,2,3,1,22,2,1,3,6,1,1,2,1,3,4,4,1,2,2,4,3,2,2,2,2,2,1,2,2,2,3,0,3,2,4,0,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,126,63,2,2,1,3,1,5,1,4,6,4,4,2,2,4,3,4,2,2,2,3,4,4,3,2,4,3,2,2,3,3,2,2,2,0,2,0,9,3,2,3,3,5,3,2,2,3,2,3,3,2,3,2,2,2,1,0,2,2,3,1,4,2,3,2,3,2,2,1,2,4,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,126,63,1,1,2,2,2,3,2,32,2,2,2,6,1,2,2,2,2,5,5,6,5,5,3,2,6,1,2,4,2,0,1,3,2,2,1,2,2,4,0,4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,126,64,3,1,1,2,1,5,1,4,6,3,2,1,2,1,2,1,2,1,2,4,1,1,1,2,1,1,1,1,1,3,0,1,1,0,2,0,8,2,3,3,3,4,2,2,2,3,3,2,3,2,1,1,1,2,3,3,4,2,3,2,3,1,2,2,3,2,3,3,3,1,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,126,64,2,2,3,3,2,3,1,32,1,2,2,1,1,2,2,2,2,3,3,6,4,3,8,2,4,2,1,1,2,1,2,3,2,2,0,3,2,4,0,3,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,126,65,5,1,2,1,4,5,1,2,2,1,3,2,2,1,2,1,1,2,2,3,1,1,1,4,1,1,1,1,1,1,2,2,2,3,3,3,9,2,3,3,3,1,2,1,1,3,3,2,2,1,2,2,2,2,3,1,1,3,3,1,4,2,2,1,4,2,3,1,3,4,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,126,65,4,3,3,2,3,3,3,22,1,2,1,6,1,2,2,1,2,4,4,3,1,1,3,2,2,2,2,2,1,2,1,1,3,1,0,3,2,4,0,1,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,126,66,4,2,1,5,1,5,1,4,1,4,3,1,2,1,1,1,1,1,0,4,1,1,1,4,1,1,1,0,1,1,1,1,2,2,1,3,4,2,2,1,3,1,2,2,2,2,2,1,1,2,2,1,2,2,3,3,4,3,2,1,4,3,2,1,0,0,3,2,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,126,66,0,0,0,0,0,0,3,33,3,3,1,1,3,2,0,0,0,4,4,6,6,6,1,2,1,2,2,1,2,0,2,2,0,0,0,5,2,4,0,6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,126,67,2,1,1,3,3,4,1,4,8,3,1,3,2,5,3,4,3,3,1,1,3,1,3,2,3,1,3,2,3,3,3,2,1,3,3,3,7,1,3,1,3,3,3,2,2,3,1,3,2,3,1,1,1,1,3,3,4,3,2,1,3,2,3,1,1,1,1,3,3,4,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,126,67,1,1,1,1,3,3,2,33,1,3,2,6,2,2,2,1,2,1,1,6,2,2,8,3,6,1,1,3,2,0,1,2,2,1,0,5,2,4,0,5,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,126,68,2,3,1,4,1,5,1,3,3,3,2,1,2,1,1,1,1,1,3,4,1,1,1,4,1,1,1,1,2,3,2,2,2,3,1,1,2,2,3,1,3,2,2,3,3,4,3,3,3,2,3,3,3,3,2,1,3,3,3,1,4,2,2,1,4,3,3,3,3,3,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,126,68,3,3,3,3,3,4,1,32,1,3,1,6,1,2,2,2,2,4,4,6,2,3,2,2,2,2,3,2,2,1,3,2,2,2,1,2,2,4,0,6,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,126,69,2,3,1,1,2,4,1,4,5,4,3,3,2,3,2,2,1,2,2,3,2,1,1,3,1,1,1,1,1,3,2,2,1,3,2,3,7,2,3,2,3,2,2,3,3,3,3,3,3,2,3,3,2,3,3,3,4,3,3,2,3,3,2,1,4,3,2,1,3,3,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,126,69,3,3,2,3,3,4,3,22,2,2,8,6,1,2,2,2,2,4,4,3,1,1,2,3,2,1,3,1,1,2,3,2,3,2,1,2,2,4,0,2,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,126,70,2,2,1,3,3,4,1,4,6,3,1,1,1,1,2,1,2,1,2,3,1,2,1,2,1,1,0,1,1,3,1,1,0,0,1,0,6,2,2,1,3,4,2,3,3,3,2,3,3,3,3,3,2,3,2,2,2,2,3,2,3,3,2,2,4,2,3,1,2,4,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,126,70,3,3,3,3,2,2,0,0,0,0,1,5,1,2,2,1,2,2,4,2,1,1,3,2,6,2,3,1,1,2,3,1,2,3,1,2,2,4,0,1,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,126,71,2,2,1,3,1,4,1,4,8,3,1,1,2,2,2,1,2,2,2,3,1,1,1,3,1,1,1,1,1,1,2,2,1,2,2,2,8,2,2,1,2,2,2,3,2,3,2,2,3,3,2,2,2,3,3,3,4,2,3,2,2,2,2,1,3,2,2,1,2,2,2,2,2,126,71,2,2,2,3,2,3,2,3,2,3,2,8,6,1,3,2,2,3,4,2,2,2,2,4,2,6,2,3,1,2,1,2,1,3,3,12,2,4,17
1,126,72,2,1,1,1,2,3,1,4,6,4,3,3,2,1,2,2,2,1,1,3,2,1,1,4,2,3,2,2,1,3,2,2,1,3,3,2,7,2,3,2,3,1,2,2,1,3,2,2,3,3,3,3,3,2,3,3,4,2,3,1,3,2,2,1,3,1,2,2,2,4,3,2,2,126,72,2,2,3,3,3,4,1,2,1,1,3,4,6,3,2,2,1,1,2,3,6,2,2,3,3,1,2,2,1,1,3,1,2,2,1,1,2,4,47
1,126,73,5,2,1,1,5,4,2,3,3,3,0,2,2,5,2,1,1,2,2,3,1,1,1,2,4,2,3,2,1,1,3,2,2,3,1,3,1,2,3,3,3,3,1,1,3,1,1,2,3,1,1,1,1,2,3,3,4,3,2,1,2,2,3,2,2,2,2,2,1,3,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,126,73,2,2,3,3,2,2,2,12,1,3,3,6,3,2,2,2,1,3,3,1,1,1,2,2,1,1,2,1,2,1,1,2,3,1,0,6,2,2,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,126,74,2,2,1,5,2,4,2,1,6,4,4,4,1,1,3,3,3,3,1,1,3,2,1,2,2,3,2,2,1,1,2,2,0,0,2,2,7,1,1,2,2,4,1,2,2,2,1,1,2,2,1,1,1,1,2,2,3,0,3,1,3,2,1,1,2,1,1,1,2,1,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,126,74,1,1,2,0,2,1,1,1,1,1,5,3,2,2,2,2,2,4,4,6,4,4,3,2,2,1,1,2,1,3,2,1,3,3,0,6,2,2,0,0,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,126,75,2,3,1,2,2,4,2,3,3,3,4,1,2,3,1,4,2,1,3,4,1,1,2,4,2,2,1,3,1,1,3,1,2,2,1,1,3,2,2,1,2,5,0,2,3,4,2,3,3,2,1,1,2,1,3,3,4,3,3,1,4,3,2,2,4,2,3,3,2,3,3,3,2,126,75,2,3,3,3,3,4,2,3,3,3,3,1,6,3,2,2,1,2,4,4,6,2,2,2,2,1,2,1,2,2,1,1,2,4,1,4,2,2,7
1,126,76,4,2,1,3,2,4,2,1,5,1,3,2,2,3,3,3,2,2,1,4,1,1,1,2,1,3,2,3,2,2,1,2,3,3,2,1,2,1,1,1,1,4,1,2,3,2,2,3,3,2,2,2,2,1,2,2,1,3,4,2,1,1,1,2,2,2,3,1,3,4,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,126,76,1,1,3,3,2,1,1,22,1,1,3,6,1,2,1,2,2,1,3,3,1,1,3,3,5,1,2,3,2,1,1,3,4,1,0,1,2,2,0,0,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,126,77,4,2,5,5,5,4,2,1,0,1,4,2,2,4,3,3,3,1,3,3,4,2,1,2,1,0,3,2,1,1,1,1,2,1,2,3,3,2,2,3,2,2,1,3,3,3,3,1,2,2,1,1,1,3,3,3,4,3,2,1,3,2,2,2,4,3,3,3,3,4,2,2,2,126,77,4,2,3,3,2,4,2,3,3,3,2,1,6,8,2,2,2,2,4,4,4,2,3,3,2,1,2,1,1,2,0,3,1,4,3,5,2,2,3
1,126,78,2,1,4,3,0,4,0,1,0,2,0,0,0,1,1,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,126,78,0,0,0,0,0,0,0,0,0,0,8,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,1,2,2,0,0,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,126,79,3,1,4,1,2,4,0,1,2,3,2,2,2,1,1,3,3,2,0,3,1,0,0,0,0,0,2,2,2,0,0,2,2,0,0,0,9,1,2,2,1,1,0,0,1,2,1,1,2,1,1,1,1,2,3,3,0,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
