CARD.,DECK.,BALLOT.,Q.1.,Q.2.,Q.3.,Q.5.,Q.6.,Q.7.,Q.8.,Q.9.,Q.10.,Q.11.,Q.12.,Q.13.,Q.14.,Q.15.,Q.16.,Q.17.,Q.18.,Q.19.,Q.20.,Q.21.,Q.22.,Q.23.,Q.24.,Q.25.,Q.26.,Q.27.,Q.28.,Q.29.,Q.30.,Q.31.,Q.32A.,Q.32B.,Q.32C.,Q.32D.,Q.32E.,Q.32F.,V.32G.,Q.33.,Q.34.,Q.35.,Q.36.,Q.37.,Q.38.,Q.39.,Q.40.,Q.41.,Q.42.,Q.43.,Q.44.,Q.45.,Q.46.,Q.47.,Q.48.,Q.49.,Q.50.,Q.51.,Q.52.,Q.53.,Q.54.,Q.55.,Q.56.,Q.57.,Q.58.,Q.59.,Q.60.,Q.61.,Q.62.,Q.63.,Q.64.,Q.65.,Q.66.,Q.67.,CARD..1,DECK..1,BALLOT..1,Q.68.,Q.69.,Q.70.,Q.71.,Q.72.,Q.73.,Q.74A.,Q.74B.,Q.74C.,Q.74D.,Q.74E.,V.74F.,V.74G.,Q.75.,Q.76.,Q.77.,Q.78.,Q.79.,Q.80A.,Q.80B.,Q.81.,Q.82.,Q.83.,Q.84.,Q.85.,Q.86.,Q.87.,Q.88.,Q.89.,Q.90A.,Q.90B.,Q.91.,Q.92.,Q.94.,Q.95.,Q.97.,V.98.,V.99.,V.100.
2,126,118,1,1,3,1,1,2,3,3,3,1,1,6,3,2,2,1,2,4,2,2,0,2,2,2,3,2,2,2,1,4,1,2,2,2,0,5,2,5,0,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,126,119,4,1,1,1,1,4,2,1,2,1,4,1,2,1,2,3,2,2,3,4,1,2,0,2,1,3,2,2,1,3,0,1,2,0,0,0,7,1,1,1,1,4,1,1,1,3,2,1,3,1,2,1,1,3,3,3,4,3,5,2,1,3,1,1,1,2,1,2,1,4,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,126,119,1,1,3,2,1,1,3,33,3,3,8,6,1,2,2,2,2,3,1,6,2,0,0,0,0,1,2,2,1,3,1,2,3,3,0,6,2,5,0,0,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,126,120,2,3,1,3,1,5,2,5,7,2,1,2,2,5,1,1,2,2,2,3,1,1,1,3,1,2,1,1,1,1,1,2,2,2,1,3,6,2,2,1,2,1,1,1,1,1,2,2,2,2,2,2,2,2,3,1,1,3,3,1,3,2,2,1,3,2,1,3,3,4,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,126,120,3,2,2,2,2,3,3,13,3,3,1,6,1,2,3,1,2,4,4,6,3,6,2,2,2,2,2,1,1,1,1,2,1,1,0,3,2,5,0,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,126,121,2,3,5,4,1,4,2,13,3,1,3,1,2,2,2,1,2,3,2,3,4,1,1,3,4,3,3,2,3,3,3,2,2,3,2,3,9,3,3,2,3,2,1,2,2,3,2,2,1,2,3,2,1,1,1,1,2,2,3,1,4,2,2,2,2,2,1,1,2,2,2,2,2,126,121,2,2,3,2,2,3,2,3,3,1,1,1,6,4,2,2,1,2,4,4,3,1,0,0,0,0,2,3,3,2,1,1,1,0,0,3,2,5,52
1,126,122,2,3,4,1,1,4,2,11,0,3,2,3,2,1,3,3,3,3,2,3,2,2,2,2,2,3,2,2,2,3,1,1,1,0,2,2,3,1,2,3,3,4,1,2,1,2,1,2,3,2,1,2,1,2,3,3,4,2,3,1,3,2,2,1,2,1,2,1,2,3,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,126,122,1,2,3,2,2,1,2,12,1,1,4,6,1,1,2,2,2,3,2,6,2,2,4,3,2,4,3,3,2,1,1,1,2,5,0,3,2,5,0,1,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,126,123,0,0,0,0,0,0,2,13,0,0,0,0,0,0,2,1,2,2,2,3,2,0,0,0,1,3,3,1,1,3,1,1,1,3,3,3,3,3,2,1,1,2,1,1,1,3,1,3,2,1,2,3,1,2,1,1,2,2,3,2,2,3,2,1,1,2,2,1,0,4,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,126,123,2,2,1,2,2,3,0,2,2,1,3,4,4,3,3,3,1,4,5,1,1,1,7,1,1,1,3,1,2,0,2,3,0,0,0,5,2,5,0,5,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,126,124,2,3,4,5,0,4,2,6,2,4,1,2,2,4,2,1,2,3,2,3,1,1,1,3,2,3,3,3,1,3,1,1,3,3,1,3,6,1,2,1,2,4,1,3,1,3,3,2,3,2,1,1,2,2,2,2,3,3,3,2,4,3,2,1,3,2,1,1,2,3,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,126,124,1,2,2,2,2,3,2,33,1,2,2,6,1,0,3,1,3,4,4,6,3,3,3,2,2,2,1,1,2,3,1,1,2,2,0,4,2,5,0,1,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,126,125,4,1,1,4,2,5,2,4,6,4,3,2,2,5,2,4,2,2,3,3,1,1,2,2,2,1,3,2,1,1,2,2,1,3,2,3,7,1,2,2,3,5,1,2,2,2,2,2,3,1,2,2,2,2,2,1,2,2,3,2,3,2,1,2,3,3,2,2,3,3,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,126,125,1,2,3,3,2,3,3,32,3,2,1,6,5,2,2,2,2,4,2,2,1,1,3,2,2,1,2,3,2,1,1,1,2,3,0,1,2,5,0,5,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,126,126,4,2,4,5,3,4,2,3,8,1,0,1,0,1,2,3,2,2,2,2,3,2,2,2,2,3,2,2,1,1,1,1,1,0,1,0,5,2,2,1,2,1,1,1,2,3,2,2,1,2,1,1,3,3,3,3,3,3,3,1,2,2,1,2,3,1,2,1,1,2,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,126,126,0,0,0,0,0,0,0,0,0,0,8,5,4,2,0,4,2,1,4,5,4,2,3,2,3,2,1,1,1,0,2,1,2,2,0,5,2,5,0,0,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,126,127,3,2,1,1,3,4,2,2,2,4,3,1,2,2,2,3,2,2,2,3,1,1,1,4,1,1,3,3,1,1,0,1,1,0,0,0,8,1,1,1,1,5,1,2,1,2,1,1,3,1,3,2,2,2,3,3,4,2,3,2,2,2,2,2,3,2,2,2,3,4,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,126,127,1,1,1,1,1,4,2,32,2,2,1,6,1,2,2,1,2,2,3,2,2,2,3,2,2,2,2,2,1,2,2,2,4,2,0,0,2,5,0,4,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,126,128,5,2,1,1,2,5,2,2,6,1,4,1,1,3,3,2,2,2,2,2,2,2,2,2,2,2,3,3,1,1,3,0,2,0,0,0,9,2,2,2,2,5,1,2,2,3,2,3,3,1,2,2,2,1,2,2,1,2,3,2,4,2,3,2,2,2,2,2,1,3,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,126,128,2,2,3,3,2,3,0,11,1,2,3,1,1,2,2,2,2,4,4,4,2,2,3,2,3,4,2,2,1,2,1,3,2,3,0,2,2,5,0,2,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,126,129,3,2,1,2,1,5,2,0,8,1,3,1,1,1,2,4,2,2,2,2,2,2,1,0,2,3,2,3,3,3,0,0,2,0,2,0,9,3,3,3,3,4,1,2,2,3,3,1,2,2,2,2,1,2,2,2,3,2,3,2,2,2,2,1,2,2,2,2,3,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,126,129,2,1,2,2,2,2,1,22,1,2,3,6,1,2,2,2,1,2,1,2,2,1,4,3,6,1,2,4,2,2,2,3,2,2,0,2,2,5,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,126,130,0,0,0,0,0,0,2,9,1,3,4,2,2,1,2,3,3,3,2,3,1,1,1,4,1,1,1,1,1,3,2,1,2,3,2,3,7,1,3,1,2,1,1,1,1,3,1,3,3,1,2,2,2,3,1,1,2,3,3,1,3,1,1,1,1,2,2,2,1,3,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,126,130,4,3,3,3,3,4,2,33,1,2,1,6,1,3,2,1,3,1,3,6,6,4,3,3,1,2,2,1,2,2,3,2,2,2,0,3,2,5,0,6,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,126,131,3,4,5,5,1,5,2,9,4,2,4,1,2,4,3,3,3,3,1,4,1,4,1,2,2,1,2,2,3,3,2,1,2,2,3,2,8,2,3,3,3,4,1,2,2,2,2,2,3,1,3,2,1,2,3,3,4,3,3,1,4,2,2,3,2,1,1,1,1,3,1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,126,131,1,1,3,2,2,3,1,32,1,1,6,6,1,3,2,1,2,4,4,6,6,3,4,2,4,1,3,1,2,1,1,1,1,3,0,2,2,5,0,0,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,126,132,2,2,1,1,1,3,2,9,1,3,3,1,2,1,2,3,2,2,2,3,2,1,2,3,2,3,2,1,3,3,2,2,1,3,2,3,7,1,2,3,1,2,1,2,2,3,2,2,3,1,1,2,2,2,3,2,3,2,3,2,3,2,2,2,3,2,3,2,3,3,3,3,2,126,132,2,3,2,2,3,3,2,2,2,2,2,8,6,1,2,2,1,2,1,3,6,4,4,2,2,1,2,2,2,2,2,2,2,1,1,2,2,5,60
1,126,133,2,3,4,1,4,5,2,4,5,1,3,1,2,1,1,4,3,3,2,4,3,1,1,2,1,1,2,2,1,3,3,1,1,3,1,3,3,2,2,1,2,2,1,3,2,4,3,3,2,1,1,1,1,3,1,2,2,3,3,2,2,3,2,3,1,2,2,3,3,4,2,2,2,126,133,2,3,2,3,3,3,3,3,2,1,1,3,6,1,2,1,4,2,1,1,2,1,1,3,2,2,2,1,2,2,1,3,2,1,2,5,2,5,32
1,126,134,2,1,5,3,2,4,2,5,0,4,3,4,2,2,3,3,2,2,2,3,3,0,1,3,2,3,2,2,1,3,3,2,1,3,2,3,8,3,2,3,3,3,1,3,2,3,2,1,2,2,2,1,2,3,1,1,2,2,3,2,2,2,3,2,2,2,2,2,3,3,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,126,134,1,3,3,2,3,4,2,12,3,1,2,6,1,2,2,2,2,4,4,2,1,1,3,2,3,2,2,3,1,3,3,3,1,5,0,1,2,5,0,1,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,126,135,3,1,5,3,1,5,2,9,4,1,3,1,2,2,2,4,2,2,3,4,1,1,1,4,1,0,0,0,1,3,0,1,1,0,0,0,3,1,2,1,3,2,1,2,2,4,3,3,1,1,1,1,2,3,3,3,4,3,3,1,4,1,2,1,4,2,2,2,3,4,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,126,135,4,3,3,3,3,4,3,33,3,2,8,6,1,0,0,0,0,4,4,0,1,1,3,2,3,2,2,1,2,0,2,1,2,2,0,0,2,5,0,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,126,136,3,3,1,1,1,5,2,4,6,0,1,1,2,2,3,1,3,2,3,3,1,1,1,3,1,2,3,3,1,1,2,1,1,3,2,2,8,2,3,2,3,2,1,2,1,3,3,1,2,1,3,2,2,2,3,3,4,3,3,1,3,2,2,1,3,2,2,3,3,4,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,126,136,2,3,3,3,2,3,3,33,3,2,8,6,1,2,2,2,2,4,4,6,3,3,4,2,4,2,3,1,2,1,2,2,2,2,0,3,2,5,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,126,137,4,3,4,3,1,4,2,11,8,2,3,1,2,1,2,3,1,2,2,2,1,1,1,2,1,2,2,2,1,1,1,1,2,2,2,3,2,2,3,1,3,2,1,3,2,2,2,3,3,3,2,2,2,3,3,3,4,3,3,1,3,3,2,1,4,2,2,2,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,126,137,2,3,3,2,3,2,3,23,1,3,1,6,1,1,2,2,2,2,2,1,4,2,3,2,3,2,2,2,2,0,2,2,1,3,1,2,2,5,0,0,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,126,138,2,1,1,1,5,4,2,9,8,1,2,6,2,1,2,3,2,2,1,4,1,1,1,4,1,3,2,2,1,1,2,2,1,0,2,0,8,2,1,1,1,1,1,2,2,4,3,2,3,2,2,2,3,3,1,1,2,3,3,2,2,1,1,3,4,2,2,1,2,4,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,126,138,3,2,2,2,2,3,3,23,3,3,8,6,3,2,3,1,2,1,2,3,1,1,3,2,2,3,3,1,1,5,2,1,2,2,1,2,2,5,0,5,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,126,139,4,2,0,1,5,5,2,4,0,2,2,6,1,3,3,4,2,3,2,2,2,2,1,4,2,3,2,2,1,3,1,2,1,3,1,3,5,1,1,3,2,4,1,2,3,3,2,3,3,2,2,2,1,3,3,3,4,3,3,2,2,2,1,3,1,2,1,1,2,3,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,126,139,1,1,3,2,2,2,3,22,0,3,1,1,4,2,2,1,1,3,4,1,1,1,1,1,1,1,2,2,1,4,3,3,1,3,0,1,2,5,0,2,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,126,140,3,2,1,3,5,5,2,9,4,3,1,1,1,3,2,1,3,3,2,1,1,1,1,4,1,2,2,2,1,1,3,1,1,3,1,2,3,2,3,2,3,3,1,3,2,1,2,3,3,2,2,2,1,3,3,1,1,3,4,2,2,3,2,1,3,2,2,1,2,3,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,126,140,1,2,2,2,2,3,1,13,2,2,3,6,1,2,2,1,2,4,4,2,2,2,4,2,2,2,3,1,1,2,2,1,3,1,0,1,2,5,0,1,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,126,141,4,0,1,5,3,3,2,4,1,1,2,2,2,3,1,2,2,2,2,2,1,1,1,1,1,1,1,1,3,3,0,0,0,0,0,0,1,2,3,2,3,1,1,2,3,4,3,3,3,2,2,2,1,3,1,1,2,1,3,2,3,3,2,1,3,2,1,2,3,4,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,126,141,2,2,3,3,2,3,2,21,2,2,1,6,1,2,2,1,2,2,2,4,2,2,3,2,4,2,3,3,1,2,1,2,3,1,0,1,2,5,0,3,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,126,142,4,2,1,5,2,4,2,4,8,3,1,1,1,5,3,4,2,2,1,3,4,1,1,3,1,1,1,2,1,1,2,2,3,3,1,3,1,1,1,1,2,2,1,3,2,2,3,3,3,2,3,3,2,2,2,1,1,3,3,2,2,2,3,2,3,2,1,1,1,2,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,126,142,1,2,2,2,2,2,3,33,2,2,1,6,3,2,2,2,2,2,1,4,1,1,4,3,5,2,2,2,2,1,1,2,2,3,1,2,2,5,0,2,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,126,143,0,0,0,0,0,0,2,0,8,3,3,1,2,2,1,1,2,1,3,3,1,1,1,2,1,1,1,2,1,2,2,2,1,3,2,3,8,2,3,1,2,3,1,3,3,1,3,2,3,3,3,3,3,3,3,3,4,3,2,1,4,3,2,1,4,2,3,3,3,3,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,126,143,3,3,3,3,2,4,3,33,3,3,8,6,3,3,2,1,1,3,3,6,3,3,3,1,5,3,3,1,2,1,3,2,1,2,0,1,2,5,0,2,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,126,144,2,1,1,3,1,3,2,1,8,3,0,1,2,5,3,4,3,1,2,4,1,1,1,2,1,3,2,2,3,3,0,0,0,0,1,0,1,1,1,2,2,4,1,3,3,3,2,3,3,3,3,2,3,3,2,2,3,3,1,2,2,2,2,1,4,2,3,2,3,3,1,1,2,126,144,2,1,3,3,2,3,0,0,0,0,0,1,5,1,2,3,1,2,4,4,6,6,6,2,2,6,2,3,4,1,5,3,3,4,5,12,2,5,64
1,126,145,5,3,2,1,3,4,2,4,1,4,3,2,2,4,1,1,1,1,2,3,1,1,1,4,1,1,1,1,1,1,1,2,1,0,2,0,3,1,2,1,1,4,1,3,2,3,3,2,3,2,2,2,3,3,3,3,4,2,3,1,3,3,2,1,4,2,2,2,3,3,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,126,145,2,3,3,3,3,3,3,32,3,2,8,6,4,1,1,3,1,2,4,3,1,1,3,2,2,2,2,3,1,2,2,2,2,2,1,2,2,5,0,4,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,126,146,2,1,1,2,0,4,0,0,0,0,0,0,0,0,0,0,3,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,0,0,0,0,2,1,2,2,1,1,1,1,1,1,1,2,1,4,2,0,1,0,0,0,1,1,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,126,146,0,1,3,0,0,0,1,11,1,1,7,1,8,3,3,4,1,0,0,0,0,0,0,0,0,0,1,4,2,0,1,0,0,0,0,6,2,5,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,126,147,3,1,1,0,0,0,0,0,0,0,3,1,0,2,3,2,0,2,3,4,0,2,1,4,2,0,1,1,3,3,0,0,0,0,0,0,0,1,1,0,2,0,0,2,0,3,3,2,1,0,0,0,1,0,3,3,4,2,3,1,2,2,2,1,2,2,3,2,2,4,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,126,147,2,2,3,0,1,2,0,0,0,0,8,5,0,0,2,2,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,2,2,5,0,3,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,126,148,0,0,0,0,0,0,0,1,2,0,1,1,2,4,2,1,2,2,3,3,1,1,1,4,1,2,1,2,1,1,2,1,0,0,0,2,7,2,3,1,3,2,1,2,2,3,3,2,3,2,3,2,1,3,3,3,4,3,3,1,3,1,2,1,3,3,2,3,3,4,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,126,148,2,3,3,3,3,4,2,12,1,2,3,6,4,1,2,4,1,4,3,3,2,2,3,3,3,1,3,1,1,2,2,2,3,3,0,1,2,5,0,3,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,126,149,3,4,1,5,1,5,1,9,1,2,4,1,1,4,3,4,3,3,2,2,1,1,1,3,4,3,2,2,1,3,1,1,1,1,1,1,5,1,2,1,1,3,1,2,1,3,2,1,3,1,1,1,1,3,1,1,2,3,3,2,2,3,3,2,1,1,3,1,1,1,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,126,149,2,2,3,3,2,2,2,13,1,3,3,6,1,3,3,2,2,3,3,3,2,2,1,1,2,1,1,1,2,1,1,2,4,2,0,7,2,5,0,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,126,150,0,0,0,0,0,0,2,5,3,2,3,3,2,3,3,1,1,3,2,4,1,1,1,4,1,2,2,1,1,3,0,1,1,0,0,0,8,3,2,1,2,2,2,3,1,2,1,1,3,3,3,2,3,3,2,3,4,2,2,2,2,2,2,2,3,1,3,2,3,4,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,126,150,3,3,3,3,2,4,3,32,3,2,2,6,1,2,2,2,2,2,4,6,2,1,1,2,2,2,3,1,2,0,2,3,4,5,0,2,2,5,0,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,126,151,5,1,2,2,5,3,2,5,7,3,1,1,2,5,2,4,1,1,2,4,1,1,1,4,1,1,3,3,1,1,0,0,1,0,0,0,7,2,2,3,2,3,2,2,3,3,3,3,3,3,3,3,3,3,3,3,4,3,3,1,3,2,3,2,4,2,3,3,3,4,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,126,151,2,2,3,3,2,3,0,0,0,0,1,5,1,2,2,2,2,4,4,2,1,1,1,2,2,2,3,2,2,1,3,2,2,2,1,2,2,5,0,4,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,126,152,5,1,1,1,5,4,2,5,8,2,2,1,2,2,2,1,2,1,3,3,1,1,1,4,1,3,2,2,3,3,0,2,0,0,0,0,9,1,1,1,1,1,2,2,3,1,2,3,3,2,2,3,2,2,3,3,4,3,3,2,3,1,2,2,4,3,3,2,3,4,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,126,152,1,2,3,2,3,2,3,33,1,2,1,1,1,2,2,1,2,4,4,6,2,4,2,2,1,3,2,1,1,3,2,2,4,3,0,0,2,5,0,4,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,126,153,5,1,1,5,1,5,2,4,8,4,3,1,2,4,2,4,2,2,1,3,1,1,2,2,3,1,3,1,1,1,2,2,1,3,3,3,7,3,2,1,0,2,3,3,1,4,3,3,3,3,3,3,1,2,3,3,4,3,3,2,3,2,2,1,3,2,2,3,3,3,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,126,153,1,2,3,3,3,4,2,33,3,3,8,6,1,2,2,1,2,4,4,4,2,2,4,2,4,2,3,2,2,1,2,2,2,2,0,2,2,5,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,126,154,2,1,5,1,1,5,2,3,8,3,2,1,2,1,2,4,2,2,2,4,1,1,3,4,1,1,3,3,1,3,0,0,1,0,0,0,7,1,3,2,3,1,3,1,1,2,1,2,2,1,1,2,1,1,3,3,4,2,5,1,4,1,1,1,3,2,2,2,2,4,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,126,154,3,3,3,3,2,3,2,32,1,2,1,6,0,0,0,0,0,0,0,0,0,2,2,3,2,2,1,2,1,2,1,1,3,3,0,7,2,5,0,3,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,126,155,5,1,1,4,2,4,2,2,2,3,4,1,1,5,1,1,2,2,1,2,1,1,1,4,1,1,1,1,1,2,0,1,0,0,0,0,7,2,2,1,2,1,2,3,3,4,3,3,3,3,3,3,3,3,3,3,4,3,3,1,2,2,2,2,4,3,2,1,2,2,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,126,155,3,2,3,3,2,3,3,22,3,2,1,6,1,3,3,1,3,4,4,4,1,1,3,2,1,2,3,1,2,2,3,2,3,1,1,2,2,5,0,4,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,126,156,4,2,4,1,1,4,2,1,6,4,3,1,2,1,3,3,3,2,2,3,1,1,2,1,4,3,2,2,1,1,2,2,1,3,3,3,7,3,3,3,3,4,3,1,2,3,2,2,3,1,2,2,1,1,3,3,4,3,4,2,3,1,1,2,2,3,2,1,3,3,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,126,156,1,1,3,1,3,4,1,21,1,1,6,6,1,2,2,1,2,4,4,4,3,5,2,0,0,3,0,1,2,1,1,3,0,2,0,4,2,5,0,5,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
