CARD.,DECK.,BALLOT.,,Q.1.,Q.2.,Q.3.,Q.4.,Q.5.,Q.6.,Q.7.,Q.8.,Q.9.,Q.10.,Q.11.,Q.12.,V.12A.,Q.13.,Q.14.,Q.15.,Q.17.,Q.18.,Q.19.,Q.20.,Q.21.,Q.22.,Q.23.,Q.24.,Q.25.,Q.26.,Q.27.,Q.28.,Q.29.,Q.30.,Q.31.,Q.32.,Q.33.,Q.34.,Q.35.,Q.36.,Q.37.,Q.38.,Q.39.,Q.40.,Q.41.,Q.42.,Q.43.,Q.44A.,Q.44B.,Q.45.,Q.46.,Q.47.,Q.48.,Q.49.,Q.50.,Q.51.,Q.52.,Q.53.,Q.54.,Q.55.,Q.56.,Q.56..1,Q.56..2,Q.57.,Q.58.,CARD..1,DECK..1,BALLOT..1,NA.1,Q.59.,Q.63.,Q.64A.,Q.65.,Q.66.,Q.67.,Q.68.,Q.69.,Q.70.,Q.70..1,Q.70..2,Q.70..3,Q.70..4,Q.70..5,Q.70..6,Q.71.,Q.72A.,Q.72B.,Q.72C.,Q.72D.,Q.72E.,Q.72F.,Q.73.,Q.74.,Q.75.,Q.76.,Q.77.,Q.77..1,Q.77..2,Q.77..3,Q.77..4,Q.77..5,Q.77..6,Q.77..7,Q.77..8,Q.77..9,Q.77..10,Q.77..11,Q.77..12,Q.77..13,Q.77..14,Q.77..15,Q.78.,Q.79.,Q.80.,Q.81.,Q.82A.,Q.82B.,Q.83A.,Q.83B.,Q.83B..1,Q.83B..2,Q.83B..3,Q.83B..4,Q.83B..5,Q.83B..6,Q.83B..7,Q.83B..8,Q.83B..9,Q.83B..10,Q.83B..11,Q.83B..12,Q.83B..13,Q.83B..14,Q.83B..15,Q.83B..16,Q.83B..17,CARD..2,DECK..2,BALLOT..2,NA.2,X.,X..1,X..2,X..3,Q.84.,V.86.,V.87.,V.88.,V.89.
1,115,1223,1,1,5,5,1,3,1,7,5,2,3,14,2,2,5,0,1,2,1,1,2,2,4,2,2,2,1,1,1,1,9,2,3,2,4,3,2,3,4,2,5,3,2,1,2,2,2,3,4,3,2,1,3,5,2,2,2,1,1,2,3,1,2,115,1223,1,3,2,1,2,1,1,4,5,1,2,2,2,2,2,2,5,1,1,1,2,2,2,1,2,2,3,2,1,2,2,1,1,2,2,2,2,1,2,2,1,2,2,5,5,1,6,1,3,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,115,1223,1,2,2,2,2,2,1,14,176,4
1,115,1224,1,1,5,5,2,3,1,7,8,2,3,13,2,2,3,4,1,2,1,1,2,2,2,2,2,3,2,1,3,2,9,1,2,2,4,2,1,2,3,2,4,3,1,1,1,2,2,3,6,3,3,1,3,3,2,2,2,1,1,1,3,2,2,115,1224,1,2,2,1,1,1,3,4,5,2,2,2,1,2,2,2,4,1,1,1,1,1,1,1,2,3,4,1,1,2,2,2,1,1,2,2,2,2,2,2,2,2,2,7,6,1,3,2,3,1,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,115,1224,1,2,2,2,2,3,1,3,3,4
1,115,1225,1,1,5,5,2,5,1,7,8,2,3,14,2,2,14,3,2,3,2,2,3,1,3,1,2,2,2,1,4,3,9,2,3,2,2,1,1,4,4,4,3,1,2,3,2,1,2,3,4,2,1,1,3,2,1,2,3,3,2,3,2,4,2,115,1225,1,5,1,2,1,1,2,4,1,2,2,2,1,2,2,2,6,1,1,2,1,2,2,2,2,1,3,1,1,2,2,2,1,2,2,2,2,2,2,2,2,2,2,7,6,1,11,1,3,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,115,1225,1,2,2,2,2,2,1,8,103,4
1,115,1226,1,1,5,5,3,5,1,11,11,3,9,44,2,2,10,1,2,3,2,3,2,2,5,3,3,2,2,1,4,1,1,1,4,2,3,1,1,1,4,3,3,4,1,3,2,3,11,3,11,3,1,2,2,3,6,3,2,1,3,3,3,2,2,115,1226,1,3,2,2,1,1,2,5,5,2,2,1,2,2,2,2,5,1,1,2,2,2,1,1,2,1,1,2,2,2,1,2,2,2,2,2,2,1,2,2,2,2,2,1,8,1,1,1,3,1,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,3,115,1226,1,2,2,2,2,2,1,13,37,5
1,115,1227,1,1,5,5,2,4,1,7,8,2,4,15,2,2,14,2,1,2,3,3,2,1,2,2,2,3,3,1,3,2,5,2,3,3,2,1,1,2,3,3,1,2,1,3,2,1,2,2,5,2,3,1,3,3,1,1,3,3,1,3,3,2,2,115,1227,1,2,2,1,3,1,0,1,5,2,2,2,1,2,2,2,3,1,1,2,1,2,1,1,1,2,2,2,2,2,2,1,1,2,2,2,2,1,2,2,2,2,2,4,6,2,11,1,3,1,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,115,1227,1,2,2,2,2,3,1,14,106,4
1,115,1228,1,1,5,5,2,5,1,7,8,2,4,12,2,2,11,3,1,1,2,3,2,3,5,2,1,2,1,1,3,6,2,2,2,3,5,2,2,1,2,3,1,4,2,1,1,3,3,3,4,2,3,1,2,2,2,1,2,3,1,1,1,1,2,115,1228,1,2,2,1,2,1,1,4,5,2,2,2,1,2,2,2,5,1,1,2,1,2,1,1,1,2,3,1,1,2,2,1,1,1,2,2,2,2,2,2,2,2,2,6,6,2,11,1,1,1,1,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,115,1228,1,2,2,2,2,2,1,14,74,4
1,115,1229,1,1,5,5,2,4,1,7,11,2,4,15,2,2,12,3,1,3,1,2,2,1,3,2,2,2,1,1,4,2,1,2,3,3,4,2,1,2,3,2,3,3,2,2,1,3,11,3,11,2,1,1,2,3,2,2,2,3,2,3,3,1,2,115,1229,1,2,1,1,3,1,1,4,5,2,1,2,2,2,2,2,5,1,1,2,1,2,2,2,2,1,4,2,1,2,1,2,1,1,2,2,2,1,2,2,2,2,2,1,3,1,3,1,3,1,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,115,1229,1,2,2,2,2,2,1,12,89,4
1,115,1230,1,1,5,5,2,4,1,7,8,2,5,13,2,2,13,3,1,3,1,3,2,3,3,2,2,2,3,1,3,6,2,2,3,2,2,2,1,2,2,2,2,3,2,3,1,3,2,3,4,1,2,1,1,5,2,1,1,1,2,3,4,1,2,115,1230,1,2,3,3,3,1,0,2,5,2,2,2,1,2,2,2,4,1,1,1,1,2,2,1,1,2,2,1,2,2,2,2,1,2,2,2,1,1,2,2,2,2,2,10,6,2,2,1,3,1,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,115,1230,1,2,2,2,2,2,1,12,69,4
1,115,1231,1,2,6,3,5,1,1,7,7,2,5,18,2,2,18,4,2,2,1,2,2,2,5,1,1,2,3,1,4,6,9,1,4,3,4,4,2,3,3,3,2,4,2,4,1,1,3,3,4,3,3,1,2,2,1,3,2,1,1,1,2,2,2,115,1231,1,2,2,1,3,1,3,4,2,2,2,2,1,2,2,2,5,1,1,1,1,1,1,3,1,3,4,1,1,2,2,2,1,1,2,2,2,2,2,2,1,2,2,5,7,2,11,1,1,1,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,3,115,1231,1,2,2,2,2,4,1,8,69,4
1,115,1232,1,2,6,5,1,5,1,7,1,2,4,12,2,2,7,6,2,1,2,2,2,1,2,2,2,2,2,1,4,3,1,1,1,3,2,2,2,1,4,3,2,4,1,1,1,3,3,3,4,3,1,1,1,1,2,3,3,1,3,2,3,4,2,115,1232,1,5,3,3,3,1,2,2,2,2,1,2,1,2,2,2,2,1,1,2,1,1,1,1,1,2,4,1,1,2,2,2,1,1,2,2,1,2,2,1,1,2,2,4,7,1,11,1,1,1,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,115,1232,1,2,2,2,2,3,1,12,6,4
1,115,1233,1,2,6,5,4,1,1,7,8,2,4,14,2,2,2,3,2,1,2,2,3,2,2,2,2,2,2,1,4,5,1,2,2,2,2,2,3,2,4,2,2,4,2,3,1,1,2,3,3,3,1,1,3,3,2,2,3,3,3,3,3,1,2,115,1233,1,4,2,1,2,1,1,4,5,2,2,2,2,2,2,1,5,1,1,2,1,2,2,2,2,1,2,1,1,2,2,2,1,2,1,2,2,2,2,2,2,2,2,7,6,1,4,1,3,1,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,115,1233,1,2,2,2,2,3,1,12,21,4
1,115,1234,1,2,6,5,2,5,1,7,7,2,4,15,2,2,12,3,1,1,1,3,2,2,4,2,2,2,2,1,4,5,1,2,2,3,4,3,1,3,4,2,4,4,2,4,1,3,2,3,3,2,2,1,1,4,1,2,2,1,2,3,3,1,2,115,1234,1,4,2,1,2,2,2,4,5,2,2,2,1,2,2,2,4,1,1,2,2,3,1,1,3,2,3,1,1,2,2,1,1,1,2,2,1,2,2,2,1,2,2,9,6,2,11,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,115,1234,1,2,2,2,2,3,1,14,116,4
1,115,1235,1,2,6,5,2,5,1,7,8,2,4,14,2,2,13,4,0,2,1,3,2,3,2,2,3,2,3,1,3,3,1,1,2,3,3,2,2,3,3,1,2,4,1,3,2,1,3,3,5,3,2,1,2,2,6,2,2,1,1,1,2,2,2,115,1235,1,3,2,1,2,1,1,3,5,2,2,2,1,2,2,2,5,1,1,2,1,2,1,1,2,2,4,1,2,2,2,2,1,2,2,2,2,1,2,2,2,2,2,4,6,2,11,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,3,115,1235,1,2,2,2,2,3,1,14,34,4
1,115,1236,1,2,6,5,2,5,1,7,8,2,3,12,2,2,12,2,2,1,2,3,1,2,2,1,1,3,2,1,4,1,7,2,4,2,4,1,1,3,4,1,2,4,2,3,2,1,3,3,5,3,1,1,4,3,1,1,2,3,2,3,1,1,2,115,1236,1,2,2,2,1,1,2,4,5,2,2,2,1,2,2,2,2,1,2,1,1,1,1,2,1,1,2,2,2,2,1,2,1,1,2,2,2,1,2,2,2,2,2,6,6,2,2,1,3,1,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,115,1236,1,2,2,2,2,1,1,8,126,4
1,115,1237,1,1,6,4,2,5,1,7,8,2,3,12,2,2,10,0,2,1,3,1,2,2,2,3,1,2,1,1,1,4,2,2,2,1,1,1,4,1,5,2,4,4,2,2,1,3,1,3,3,3,3,1,3,3,1,2,3,3,1,3,3,1,2,115,1237,1,3,1,1,1,1,3,2,5,2,2,2,1,2,2,2,1,1,1,1,1,3,1,1,2,2,1,2,1,2,2,2,1,1,2,2,1,2,2,2,1,2,2,3,7,1,2,1,3,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,115,1237,1,2,2,2,2,2,1,8,85,4
1,115,1238,1,1,6,4,2,5,1,7,8,4,4,17,2,2,12,3,1,2,1,1,2,3,3,2,2,3,1,1,3,3,2,2,2,3,2,4,2,2,4,3,4,0,1,1,1,3,11,2,11,2,3,1,1,5,6,3,3,3,1,3,3,2,2,115,1238,1,3,3,3,1,4,0,2,4,2,2,2,2,2,2,1,5,1,1,2,1,2,1,2,2,2,3,2,1,2,2,1,1,1,2,2,1,2,2,2,2,2,2,1,9,1,11,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,115,1238,1,2,2,2,2,3,1,12,68,4
1,115,1239,1,1,6,5,2,1,1,7,8,2,3,15,2,2,4,3,2,2,3,1,2,2,2,2,2,2,2,1,3,6,2,2,3,3,4,3,3,4,4,4,4,4,2,2,1,3,3,3,11,3,1,1,1,5,1,1,2,3,3,3,3,2,2,115,1239,1,4,1,1,2,1,2,4,5,2,2,2,1,2,2,2,2,1,2,2,2,2,2,1,2,4,4,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,7,4,2,1,1,1,1,2,2,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,3,115,1239,1,2,2,2,2,3,1,14,52,4
1,115,1240,1,1,6,5,2,5,1,7,8,2,4,15,2,2,1,0,2,2,1,2,1,2,1,2,2,1,1,1,2,1,10,2,2,2,2,2,3,2,4,3,3,4,1,2,1,3,0,3,3,2,2,1,2,3,3,2,2,3,1,3,3,2,2,115,1240,1,3,2,1,1,1,1,4,5,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,4,4,1,1,2,1,2,1,1,2,2,2,1,2,1,2,2,2,4,3,1,6,1,1,1,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,3,115,1240,1,2,2,2,2,2,1,12,82,4
1,115,1241,1,1,6,5,1,3,1,7,11,4,4,14,2,2,6,2,2,2,1,3,2,3,3,2,2,2,2,1,1,1,1,2,2,2,4,1,1,3,4,2,4,1,2,1,1,3,4,3,5,2,3,1,1,0,6,2,2,3,3,3,3,2,2,115,1241,1,4,2,1,2,1,1,4,5,2,2,2,1,2,2,2,2,2,1,2,2,2,2,2,2,1,3,2,2,2,1,1,1,2,2,2,2,2,2,2,2,2,2,2,5,1,11,2,3,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,115,1241,1,2,2,2,2,3,1,14,97,4
1,115,1242,1,1,6,2,5,4,1,7,7,5,8,25,2,2,4,4,1,2,1,2,2,3,1,2,2,3,2,1,2,4,1,2,2,2,3,3,3,1,5,3,4,3,1,3,1,3,2,3,3,3,1,1,2,3,2,2,1,3,3,3,3,2,2,115,1242,1,3,2,1,1,4,3,2,5,2,2,2,2,2,2,1,2,1,1,2,1,2,1,1,2,3,4,1,1,2,1,2,1,1,2,2,2,2,2,2,2,2,2,1,7,2,2,1,1,1,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,115,1242,1,2,2,2,2,2,1,14,75,4
1,115,1243,1,2,7,1,5,1,1,7,3,2,4,12,2,2,12,3,2,1,2,2,2,2,2,2,2,2,2,1,3,3,9,1,3,2,3,2,2,2,3,3,3,1,2,3,2,1,2,2,4,2,3,1,2,3,1,2,3,2,1,1,3,2,2,115,1243,1,3,2,1,2,2,2,1,1,2,2,1,2,2,2,2,4,1,1,1,1,1,1,1,2,3,2,2,2,2,1,2,2,2,2,2,2,2,2,2,1,2,2,5,4,1,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,3,115,1243,1,2,2,2,2,2,1,8,121,4
1,115,1244,1,2,7,4,5,1,1,7,9,1,6,25,2,2,3,2,1,2,1,2,2,3,3,2,1,2,2,1,4,6,9,2,4,3,2,4,3,3,4,3,2,1,2,2,2,1,4,1,0,3,1,1,3,1,2,2,2,1,3,3,2,1,2,115,1244,1,2,1,2,1,4,0,2,5,2,2,2,1,2,2,2,4,1,1,1,1,1,1,3,2,1,3,2,1,2,2,1,1,1,2,2,2,2,2,2,2,2,2,2,6,2,2,2,3,1,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,115,1244,1,2,2,2,2,4,1,14,113,4
1,115,1245,1,2,7,5,2,3,1,7,7,2,4,16,2,2,15,3,2,1,2,3,3,3,5,2,1,3,3,1,2,1,1,2,2,3,4,2,2,4,3,2,4,3,2,4,2,1,2,3,4,3,1,1,3,3,2,3,3,3,3,3,3,2,2,115,1245,1,3,2,1,3,1,1,4,4,2,2,2,2,2,2,1,6,1,1,1,1,1,1,1,2,2,1,2,2,1,1,2,2,2,2,2,1,2,2,2,2,2,2,3,6,1,11,2,3,1,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,115,1245,1,2,2,2,2,2,1,14,174,4
1,115,1246,1,1,7,3,0,3,1,7,8,3,6,23,2,2,19,4,1,1,1,2,2,3,4,1,1,2,1,1,3,4,1,2,3,3,4,2,1,1,4,1,3,4,1,3,1,3,11,3,11,3,1,1,3,3,1,1,2,3,3,3,3,2,2,115,1246,1,2,2,1,2,2,2,4,5,1,2,2,2,2,2,2,5,1,1,1,1,1,1,2,2,3,1,1,2,2,2,1,1,2,2,1,2,2,2,2,2,2,2,5,5,1,1,1,1,1,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,115,1246,1,2,2,2,2,2,1,14,56,4
1,115,1247,1,1,7,4,3,1,1,7,1,2,3,13,2,2,2,3,2,2,1,2,3,2,2,2,2,3,0,1,2,1,7,2,4,2,2,2,2,2,4,3,3,3,2,1,3,1,2,2,11,3,1,1,3,3,2,1,2,3,3,3,2,3,2,115,1247,1,3,2,1,0,2,2,3,5,2,2,2,1,2,2,2,2,1,1,2,1,2,2,1,2,3,3,1,1,2,2,2,1,2,2,2,2,2,2,2,2,2,2,7,4,1,4,1,3,1,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,3,115,1247,1,2,2,2,2,2,1,3,44,4
1,115,1248,1,1,7,4,3,2,1,7,1,5,7,25,2,2,5,2,2,2,1,2,3,1,1,2,2,2,1,1,4,3,9,2,2,3,5,3,1,2,5,1,3,4,2,2,1,3,0,3,3,3,3,1,2,3,6,2,2,3,1,1,3,1,2,115,1248,1,3,1,1,1,1,3,4,5,2,2,2,1,2,2,2,6,1,1,2,1,2,1,2,2,2,4,2,1,2,2,2,2,2,2,2,2,2,2,2,1,2,2,3,5,1,1,1,3,1,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,115,1248,1,2,2,2,2,2,1,14,139,4
1,115,1249,1,1,7,5,2,5,1,7,8,3,0,38,2,2,15,5,1,3,1,2,2,1,4,2,2,2,1,4,2,2,1,1,2,1,4,4,3,4,5,1,4,4,2,3,2,2,2,2,3,1,2,1,3,3,1,2,3,1,1,1,3,2,2,115,1249,1,3,2,1,1,1,1,2,5,2,2,2,1,2,2,2,2,1,1,1,1,2,1,1,3,2,1,1,1,1,2,2,1,1,1,2,2,1,1,2,1,2,2,1,3,1,1,1,3,1,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,3,115,1249,1,2,2,2,2,3,1,8,111,4
1,115,1250,1,1,7,5,2,5,1,7,8,2,4,15,2,2,0,2,1,2,3,1,2,3,3,2,1,2,2,1,2,3,1,2,2,3,4,2,3,3,4,3,4,4,2,1,1,3,3,3,5,2,1,1,2,1,1,2,2,1,1,1,3,1,2,115,1250,1,2,1,1,3,2,4,1,5,1,2,2,2,2,2,2,4,1,2,2,1,2,1,2,1,3,4,1,1,1,1,1,1,2,2,2,1,1,2,2,2,2,2,10,5,1,2,1,1,1,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,115,1250,1,2,2,2,2,2,1,14,126,4
1,115,1251,1,1,11,3,0,5,2,7,7,4,3,12,2,2,3,2,1,2,1,3,3,1,4,2,2,3,2,1,4,5,9,2,3,1,4,3,3,4,4,4,4,4,2,3,2,1,1,2,2,1,1,4,1,3,1,2,2,3,1,1,3,1,2,115,1251,1,2,2,2,2,2,4,1,4,2,2,2,1,2,2,2,5,1,1,2,1,1,1,2,1,1,3,1,1,2,2,2,2,2,2,2,2,2,2,2,1,2,2,4,3,2,11,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,115,1251,1,2,2,1,2,4,1,12,12,4
1,115,1252,1,2,10,4,6,4,2,5,5,2,5,18,2,2,2,2,2,2,1,1,1,1,3,2,2,3,2,1,3,4,9,2,3,3,2,1,2,4,4,2,3,1,2,2,2,1,2,2,4,2,3,1,3,3,1,2,2,2,3,3,3,1,2,115,1252,1,2,2,1,1,0,0,4,1,1,2,2,2,2,2,2,2,1,1,1,1,1,1,1,2,2,4,1,2,2,1,2,1,2,1,1,2,2,2,2,2,2,2,5,4,1,2,1,3,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,115,1252,1,2,2,2,2,2,1,12,46,4
1,115,1253,1,2,10,5,7,5,2,7,8,2,4,14,2,2,12,3,2,2,1,1,2,2,3,2,2,2,2,1,2,2,2,2,3,2,3,4,2,2,4,3,4,3,2,1,1,3,3,3,4,2,3,1,2,3,2,2,2,3,3,1,3,2,2,115,1253,1,2,2,1,3,1,1,4,5,2,2,2,1,2,2,2,6,2,1,2,1,1,1,3,2,2,3,1,1,2,2,1,2,1,2,1,2,2,2,2,2,2,2,3,4,1,3,2,3,1,2,2,2,1,2,2,2,1,2,2,2,2,2,2,2,2,2,2,3,115,1253,1,2,2,2,2,2,1,14,32,4
1,115,1254,1,2,10,5,2,5,2,7,5,4,3,15,2,2,6,4,2,1,1,1,1,2,4,1,1,1,2,1,1,6,2,2,1,3,1,1,4,4,5,4,2,4,2,1,1,1,2,2,4,2,1,1,3,3,1,1,2,1,1,1,3,2,2,115,1254,1,3,1,1,1,1,2,4,5,2,2,2,1,2,2,2,4,1,1,2,1,2,1,1,2,2,1,2,1,2,2,2,1,1,2,2,2,2,2,2,1,2,2,2,3,1,7,1,1,1,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,3,115,1254,1,2,2,2,2,2,1,14,72,4
1,115,1255,1,2,9,5,5,1,2,7,1,2,4,12,2,2,11,2,1,1,1,2,3,2,3,1,1,3,2,1,4,5,1,1,4,2,4,3,1,3,4,1,2,4,2,3,2,1,2,3,3,3,1,1,3,3,2,2,2,1,1,3,1,1,2,115,1255,1,2,2,1,1,1,2,4,5,2,2,2,1,2,2,2,5,1,1,2,1,1,1,1,1,2,3,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,10,7,2,11,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,3,115,1255,1,2,2,2,2,3,1,3,11,4
1,115,1256,1,1,9,5,9,5,2,7,8,2,5,2,2,2,2,2,1,1,0,3,3,2,3,0,2,3,2,3,3,5,2,0,3,1,5,4,4,1,4,2,3,2,2,3,1,2,4,2,11,1,1,4,4,3,2,1,3,3,2,2,1,3,2,115,1256,1,2,2,2,0,1,1,4,5,2,2,2,1,2,2,2,2,2,2,1,2,1,1,3,1,3,3,1,2,1,1,1,2,1,2,1,1,1,2,2,2,2,2,4,5,2,11,1,3,1,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,3,115,1256,1,2,2,2,2,3,1,12,72,4
1,115,1257,1,1,8,1,5,5,2,7,10,3,4,11,2,2,9,3,1,3,3,3,3,2,3,2,2,2,3,1,4,6,9,2,2,1,2,4,3,2,2,3,4,3,2,1,1,3,8,3,11,3,3,1,1,3,6,3,3,1,1,1,3,3,2,115,1257,1,4,2,1,2,0,0,0,0,2,2,2,2,2,2,1,1,2,1,2,1,1,1,2,1,1,2,2,2,2,1,2,2,2,2,2,2,2,2,2,1,2,2,5,4,1,11,1,3,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,115,1257,1,2,2,2,2,1,1,8,97,4
1,115,1258,1,2,11,5,2,5,3,7,7,4,4,10,2,2,9,3,1,2,1,1,1,2,3,2,2,2,2,1,1,6,9,1,2,2,4,1,3,4,4,3,2,3,2,1,1,3,3,3,5,2,2,1,2,2,2,2,2,3,3,3,3,1,2,115,1258,1,2,1,1,3,2,3,3,5,2,2,2,1,2,2,2,2,1,1,2,1,1,1,1,4,2,2,1,1,2,1,2,2,1,2,2,1,2,2,2,1,2,2,9,6,1,3,1,3,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,115,1258,1,2,2,2,2,2,1,8,40,4
1,115,1259,1,2,11,2,3,1,4,7,5,2,4,13,2,2,10,1,1,2,3,3,3,1,3,2,1,3,2,1,3,6,9,2,4,3,4,2,4,3,4,1,2,4,2,1,2,1,2,3,3,3,3,1,3,4,2,3,3,2,3,3,3,2,2,115,1259,1,2,2,2,2,2,3,4,5,2,2,2,1,2,2,2,4,1,1,2,1,1,1,1,2,1,4,1,2,2,1,2,1,2,2,2,2,2,2,2,2,2,2,2,4,1,1,2,3,1,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,115,1259,1,2,2,2,2,2,1,8,90,4
1,115,1260,1,2,11,4,2,4,1,7,7,2,3,15,2,2,1,4,1,1,3,2,2,1,2,2,2,1,2,1,2,3,1,2,2,1,3,4,2,1,4,4,2,4,2,3,1,3,2,2,3,2,1,1,4,5,1,1,3,3,3,3,3,1,2,115,1260,1,2,2,1,2,0,1,4,5,2,2,2,1,2,2,2,3,1,1,3,1,1,1,1,2,2,2,1,1,2,2,2,1,1,2,2,2,2,2,2,1,2,2,2,5,1,3,1,3,1,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,115,1260,1,2,2,2,2,2,1,12,4,4
1,115,1261,1,2,11,5,2,3,1,7,1,2,4,13,2,2,12,9,2,1,1,1,1,1,3,1,1,1,1,1,1,6,9,1,2,1,2,1,3,1,3,4,1,3,2,1,1,3,2,2,3,3,2,1,3,4,2,3,2,3,3,3,3,1,2,115,1261,1,2,3,3,2,1,1,4,5,2,1,2,2,2,2,2,4,1,1,2,1,2,1,1,2,1,2,2,1,2,2,2,1,1,2,2,2,2,2,2,1,2,2,3,6,1,2,1,2,1,2,2,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,3,115,1261,1,2,2,2,2,3,1,12,39,4
1,115,1262,1,1,11,2,4,1,1,7,7,2,4,14,2,2,13,2,1,3,2,1,2,2,2,1,1,2,2,1,2,4,2,2,2,2,1,2,4,4,4,3,1,2,2,2,2,1,2,3,5,3,1,1,2,3,2,3,3,3,3,3,3,2,2,115,1262,1,3,2,1,1,1,2,1,5,2,2,2,1,2,2,2,3,1,1,1,1,2,1,1,1,2,2,1,2,2,2,2,1,2,2,2,2,2,2,2,1,2,2,4,9,1,11,2,3,1,1,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,3,115,1262,1,2,2,2,2,2,1,8,62,4
1,115,1263,1,1,11,4,3,5,1,7,3,2,4,17,2,2,5,3,1,2,1,3,2,3,3,1,1,2,2,1,2,6,9,2,2,3,2,4,2,4,4,2,2,2,2,4,1,3,5,2,7,1,3,1,3,3,1,3,3,1,1,3,3,3,2,115,1263,1,4,1,2,2,0,0,4,5,2,2,2,2,2,2,1,6,1,1,1,1,3,1,1,2,2,4,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,3,3,11,2,1,1,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,3,115,1263,1,2,2,2,2,2,1,8,93,4
1,115,1264,1,1,11,5,1,3,1,7,11,2,4,15,2,2,1,3,1,3,1,3,3,1,3,2,2,2,1,1,3,4,10,2,1,2,4,3,1,3,3,2,5,4,2,1,1,3,3,3,4,3,1,1,3,4,2,2,0,3,3,1,1,3,2,115,1264,1,3,1,2,2,1,2,4,5,2,2,2,1,2,2,2,5,1,1,2,2,2,2,1,2,2,3,1,1,2,2,2,2,2,2,2,2,1,2,2,2,2,2,3,3,1,2,1,1,1,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,115,1264,1,2,2,2,2,1,1,14,167,4
1,115,1265,1,1,10,4,1,3,3,7,7,2,3,15,2,2,15,3,1,2,3,2,3,2,2,2,2,3,2,1,3,3,2,2,3,3,1,1,1,3,4,2,2,2,2,3,1,2,2,3,3,2,2,1,1,4,1,2,3,3,3,3,1,1,2,115,1265,1,4,2,1,3,1,2,4,5,2,2,1,2,2,2,2,5,2,2,1,1,2,1,2,1,1,3,1,1,2,2,2,1,1,2,2,2,2,2,2,2,2,2,4,7,1,11,2,3,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,115,1265,1,2,2,2,2,1,1,14,169,4
