CARD.,DECK.,BALLOT.,FORM.,Q.1.,Q.2.,Q.3.,Q.4.,Q.5.,Q.6.,Q.7B.,Q.7C.,Q.8.,Q.9.,Q.10.,Q.11.,Q.12.,Q.13.,Q.14.,Q.16A.,Q.16B.,Q.17A.,Q.17B.,Q.19.,Q.20.,Q.21A.,Q.21B.,Q.22.,Q.23.,Q.24.,Q.25.,Q.26.,Q.27.,Q.28.,Q.29A.,Q.0.,Q.29B.,Q.29C.,Q.29D.,Q.29E.,Q.29F.,Q.29G.,Q.30A.,Q.30B.,Q.31.,Q.32A.,Q.32B.,Q.32C.,Q.33.,Q.34.,Q.35.,Q.36A.,Q.37.,Q.38.,Q.39.,Q.41.,Q.42.,Q.42..1,Q.43A.,Q.43B.,Q.43C.,Q.44.,Q.45A.,Q.45B.,Q.46A.,Q.46B.,Q.48.,CARD..1,DECK..1,BALLOT..1,FORM..1,Q.49A.,Q.49B.,Q.49C.,Q.49D.,Q.49E.,Q.49F.,Q.49G.,Q.49H.,Q.50A.,Q.50B.,Q.50C.,Q.53A.,Q.53B.,Q.53C.,Q.54.,Q.55A.,Q.55B.,V.57.,V.58.
1,100,139,3,2,1,3,4,1,2,50,11,1,3,1,1,1,1,3,3,2,2,2,1,1,3,1,5,6,3,3,2,3,3,5,0,4,0,0,0,0,0,0,0,3,7,3,3,3,4,2,6,0,3,1,4,4,3,2,1,4,4,1,3,1,2,3,2,100,139,3,1,3,2,1,2,2,3,2,1,2,2,1,1,2,2,2,1,23,33
1,100,140,3,2,2,4,4,1,3,30,13,2,3,1,1,1,3,1,3,2,3,2,3,1,1,1,5,1,4,3,3,3,3,5,0,5,3,0,1,0,3,0,2,0,4,3,3,3,3,2,3,2,2,1,3,5,4,1,2,3,4,2,4,2,2,1,2,100,140,3,2,3,1,1,2,2,3,1,4,3,3,1,2,2,2,1,1,11,37
1,100,141,3,2,1,2,3,1,3,8,5,1,1,1,1,1,1,2,4,3,2,3,1,1,2,2,3,2,4,3,3,1,1,2,0,1,1,1,1,0,1,1,2,2,1,1,5,1,2,2,1,3,3,1,3,7,4,2,2,2,4,1,3,2,2,3,2,100,141,3,1,2,1,1,2,1,3,3,3,2,3,3,1,2,2,1,1,1,57
1,100,142,3,2,2,2,2,1,3,70,11,4,1,1,2,1,3,0,4,2,2,2,4,8,2,2,3,3,4,3,1,3,3,0,0,3,1,2,3,0,0,2,2,3,1,0,4,2,2,1,4,1,0,1,3,4,4,1,2,2,4,3,4,2,0,2,2,100,142,3,2,2,1,1,2,2,1,2,4,2,2,1,3,3,2,1,2,5,52
1,100,143,3,2,1,3,2,1,7,999,45,3,3,1,4,0,2,1,4,2,4,3,3,8,2,1,5,3,3,3,3,1,1,0,0,2,3,3,4,0,5,2,2,1,1,3,5,3,3,2,1,3,4,2,4,9,1,4,1,1,4,1,5,2,1,1,2,100,143,3,2,3,1,1,2,2,1,3,4,2,2,2,2,2,2,2,1,5,51
1,100,144,3,2,2,3,1,1,2,35,20,4,3,1,2,1,3,1,3,3,4,3,3,8,3,1,5,1,4,0,0,1,1,2,0,5,5,5,5,0,0,0,2,1,1,2,3,0,4,0,0,0,0,1,3,7,4,2,2,0,4,2,5,2,1,0,2,100,144,3,1,2,1,1,2,1,2,3,5,4,0,0,0,0,0,0,0,1,51
1,100,145,3,2,1,4,3,1,2,80,28,1,2,2,1,2,3,4,3,3,3,3,3,1,2,2,3,1,4,3,3,3,3,2,0,5,2,5,5,0,1,2,2,1,4,2,5,3,2,2,0,2,2,2,4,5,2,2,1,2,3,3,3,1,0,3,2,100,145,3,3,3,1,1,3,3,3,1,4,3,3,1,2,3,2,1,1,9,36
1,100,146,3,2,1,3,3,1,2,90,30,4,2,0,0,0,1,2,0,0,0,0,1,8,0,0,3,6,4,3,0,1,0,2,0,5,5,5,5,0,5,1,3,3,8,5,2,0,0,0,0,3,0,1,4,8,1,5,1,2,3,1,3,2,1,0,2,100,146,3,2,2,1,1,2,2,3,3,5,4,4,2,2,1,2,1,0,6,46
1,100,147,3,1,3,3,3,3,1,105,33,3,3,2,2,1,0,2,2,2,4,2,2,8,2,2,8,6,1,3,3,3,3,5,0,1,1,2,2,0,3,1,3,1,9,1,3,2,2,1,1,3,2,2,3,8,3,2,1,3,3,1,4,1,2,2,2,100,147,3,2,3,1,1,3,2,3,2,5,2,2,2,2,2,2,2,2,6,44
1,100,148,3,2,1,5,3,1,2,70,40,4,2,1,2,1,1,2,4,3,3,3,1,1,0,0,0,0,2,3,1,1,1,2,0,2,1,2,3,1,1,2,2,1,1,3,5,3,1,1,1,3,3,1,3,8,3,1,1,2,3,1,3,2,1,2,2,100,148,3,2,3,1,1,3,2,2,2,3,2,2,1,1,1,2,1,2,22,36
1,100,149,3,2,1,3,4,1,4,75,30,4,3,2,2,4,3,1,3,2,3,2,1,8,2,1,8,3,4,2,1,1,1,5,0,3,2,2,3,1,3,1,3,1,1,4,2,2,3,1,3,3,3,1,4,5,3,2,1,3,2,2,4,2,2,2,2,100,149,3,1,2,1,1,2,2,3,2,5,2,1,1,2,1,2,1,2,19,52
1,100,150,3,2,1,4,2,1,6,70,35,2,3,2,2,4,3,4,3,2,3,2,4,0,2,2,7,5,1,1,0,1,3,6,0,3,3,3,3,1,2,2,2,1,1,3,5,2,2,1,3,2,2,2,3,10,3,1,1,2,4,1,4,1,1,1,2,100,150,3,1,3,1,1,3,1,3,1,4,4,4,1,3,3,2,1,1,18,32
1,100,151,3,1,1,3,2,1,4,30,18,3,3,2,4,1,2,1,4,3,3,3,3,0,2,3,5,3,4,3,3,1,1,6,0,5,2,2,2,1,4,3,2,3,1,3,3,3,4,2,1,3,4,2,3,3,4,2,2,4,3,3,5,1,2,1,2,100,151,3,3,3,1,1,1,1,3,3,4,4,4,2,2,2,2,1,1,2,34
1,100,152,3,1,1,3,3,1,7,60,21,4,3,1,2,2,3,2,4,2,3,0,3,8,3,1,5,1,1,3,3,1,3,3,0,2,2,2,2,1,1,2,3,3,1,5,3,3,3,1,3,2,2,1,4,4,2,4,1,1,4,2,5,2,1,1,2,100,152,3,1,2,2,1,2,1,3,2,4,3,1,1,3,3,2,2,1,4,30
1,100,153,3,1,1,2,3,1,2,55,12,1,2,2,1,1,1,2,2,2,2,2,2,8,1,1,5,1,1,2,2,3,3,2,0,1,1,1,2,1,1,1,1,1,5,4,2,1,4,2,3,2,4,1,4,10,2,3,1,1,3,1,4,2,1,1,2,100,153,3,2,2,1,1,2,2,3,1,4,1,1,3,1,1,2,2,1,4,26
1,100,154,3,1,1,1,2,3,3,999,4,3,1,1,3,1,1,2,2,2,2,2,3,8,2,2,3,2,1,3,3,3,3,2,0,1,1,2,2,1,5,2,2,1,1,1,3,3,4,2,3,3,3,2,3,4,4,1,2,3,4,1,2,2,1,2,2,100,154,3,2,3,2,1,1,2,3,3,4,4,4,2,2,1,2,2,1,6,49
1,100,155,3,1,1,4,3,1,1,13,13,0,3,2,2,2,2,1,3,3,3,3,4,1,3,2,4,2,3,3,3,1,1,2,0,5,2,2,2,1,3,0,3,1,3,1,4,2,3,0,7,3,4,1,4,1,2,3,1,3,4,1,4,2,2,1,2,100,155,3,2,3,2,1,3,3,3,2,3,3,3,0,3,3,2,1,2,4,19
1,100,156,3,1,1,4,3,1,3,68,18,3,3,2,2,3,3,2,2,1,2,1,3,8,3,1,4,2,2,3,2,1,1,1,0,2,1,2,2,1,2,2,2,1,1,5,5,3,2,2,1,3,3,2,4,1,2,3,1,2,2,1,3,2,1,3,2,100,156,3,2,3,1,1,2,2,3,3,2,1,1,1,2,2,2,1,2,9,43
1,100,157,3,1,1,5,1,2,1,6,2,2,3,3,2,2,1,1,2,1,2,2,1,0,0,0,5,0,2,3,3,3,3,2,0,3,2,2,2,1,1,2,1,2,0,3,4,2,3,1,0,0,3,3,3,0,0,2,2,3,1,1,3,1,1,4,2,100,157,3,0,0,1,1,0,0,0,1,5,2,2,1,3,1,2,2,1,15,22
1,100,158,3,1,1,2,3,1,6,6,6,1,2,1,2,1,3,3,2,1,2,1,2,8,1,3,2,2,4,3,3,1,3,2,0,1,1,1,2,1,2,3,1,1,1,2,3,3,1,2,1,3,2,1,3,7,4,2,2,3,3,1,2,1,2,1,2,100,158,3,2,2,2,1,2,1,2,1,5,1,1,1,3,1,2,1,2,23,36
1,100,159,3,2,1,2,5,1,1,20,8,4,2,2,2,1,3,2,4,2,3,2,3,1,2,2,5,3,1,2,3,1,3,2,0,1,1,1,2,1,1,2,1,1,1,2,4,3,2,2,5,3,2,1,3,7,4,2,2,3,4,2,3,2,2,3,2,100,159,3,2,2,2,1,2,2,2,3,3,1,1,1,2,1,2,2,2,6,41
1,100,160,3,2,1,3,3,2,3,16,16,2,3,2,2,3,2,2,4,1,3,1,4,1,2,2,5,3,3,3,3,3,3,2,0,2,1,2,2,1,1,1,3,1,1,4,3,0,3,1,3,0,3,1,4,4,3,3,1,4,0,2,4,2,2,1,2,100,160,3,2,3,1,1,2,1,3,1,4,3,4,2,2,2,2,1,0,5,56
1,100,161,3,2,1,3,3,1,5,999,15,1,2,2,1,2,2,2,2,1,2,2,3,1,2,2,5,3,2,3,2,1,3,5,0,0,5,3,2,1,1,3,2,1,1,2,4,3,3,2,3,3,2,2,4,8,3,1,1,2,4,2,3,2,1,2,2,100,161,3,2,3,2,1,2,1,3,3,5,2,2,1,2,0,2,1,2,10,42
1,100,162,3,2,1,1,3,0,0,5,3,1,1,1,1,1,3,2,0,2,2,1,2,0,1,1,3,3,4,3,1,2,3,3,0,2,2,4,2,1,1,2,2,1,1,2,4,1,3,2,3,2,2,1,3,9,4,3,2,3,1,3,4,2,0,2,2,100,162,3,2,2,1,1,2,2,2,2,4,2,2,0,0,0,0,0,0,9,45
1,100,163,3,2,1,4,3,2,5,999,999,2,2,2,2,1,3,2,3,2,2,1,3,1,1,3,2,5,2,3,3,1,1,2,0,3,2,3,2,1,1,2,2,1,1,3,4,1,4,1,3,2,2,1,4,1,2,3,1,2,2,1,3,2,2,1,2,100,163,3,1,2,1,1,3,1,3,3,2,1,1,2,2,2,2,1,1,2,45
1,100,164,3,2,1,4,3,2,2,60,999,2,2,2,2,2,3,2,3,2,2,1,1,0,2,1,3,3,4,2,1,1,2,2,0,2,1,2,2,1,2,2,2,3,1,5,5,3,1,1,0,3,4,1,4,1,2,3,1,1,0,3,3,2,2,2,2,100,164,3,1,3,1,1,2,2,3,1,4,1,2,1,2,3,2,2,1,8,30
1,100,165,3,2,1,5,2,3,7,999,8,2,2,2,2,2,3,3,3,2,3,2,1,0,0,0,3,0,4,3,3,1,3,2,0,5,1,5,2,1,1,2,1,3,1,3,5,1,3,0,0,3,2,1,4,8,3,0,1,1,3,2,4,2,1,3,2,100,165,3,2,0,1,1,0,1,2,3,3,2,2,3,3,3,2,2,1,9,40
1,100,166,3,2,1,5,1,1,5,999,13,2,3,2,3,2,3,2,2,3,4,2,3,1,0,0,10,4,3,3,3,3,3,4,0,1,1,4,2,1,5,2,2,1,1,5,3,3,3,0,1,2,3,1,4,7,2,0,1,1,3,2,2,2,2,1,2,100,166,3,3,3,1,1,3,3,3,3,4,4,4,0,0,0,0,1,2,2,31
1,100,167,3,2,4,5,1,1,1,999,999,1,3,2,2,1,2,4,0,2,2,2,1,0,3,2,10,2,4,3,3,3,3,2,0,1,1,2,2,1,2,2,2,1,5,5,2,2,4,2,0,3,3,1,4,1,2,3,1,1,1,2,3,2,2,1,2,100,167,3,2,0,1,1,3,2,3,1,5,2,0,3,3,2,2,2,2,8,18
1,100,168,3,2,1,4,4,1,2,50,21,3,2,2,3,2,3,2,4,2,2,2,2,8,1,2,4,3,1,3,3,1,1,2,0,2,2,2,2,1,1,3,2,1,1,1,3,2,3,1,3,1,3,1,4,6,3,2,1,3,2,1,3,2,1,3,2,100,168,3,2,2,2,0,2,0,2,3,3,2,2,1,1,1,2,1,1,4,33
1,100,169,3,2,1,4,2,1,3,50,12,2,2,1,2,2,3,2,2,1,2,1,2,8,2,2,7,3,3,3,3,1,1,4,0,2,1,1,2,1,2,2,2,1,3,2,4,2,1,1,1,2,2,1,4,4,3,2,1,2,4,1,3,2,2,2,2,100,169,3,1,0,1,1,2,2,2,1,2,1,2,1,3,3,2,2,2,13,41
1,100,170,3,2,2,3,6,1,3,60,12,2,2,1,1,3,2,2,4,3,2,3,3,8,2,2,4,2,3,3,3,1,1,5,0,2,2,4,2,1,5,3,2,1,3,3,4,2,3,1,3,3,3,1,3,10,3,1,1,4,3,1,4,2,1,1,2,100,170,3,2,3,2,1,3,1,2,2,3,2,2,2,1,1,2,1,2,16,37
1,100,171,3,2,2,3,4,1,3,999,14,0,2,1,2,4,2,2,4,3,3,2,2,8,3,1,5,3,1,3,2,3,3,5,0,1,1,2,2,1,0,0,0,0,1,4,4,3,1,2,3,3,3,1,4,11,2,3,1,2,3,3,5,2,2,2,2,100,171,3,2,3,1,1,2,2,2,1,4,1,2,1,2,2,2,1,1,16,32
1,100,172,3,2,1,1,4,1,1,90,16,1,2,2,1,2,1,3,1,2,2,2,3,8,2,2,5,2,4,3,3,1,3,1,0,3,1,1,2,1,1,2,2,1,1,3,1,2,2,1,3,2,3,1,3,7,3,1,1,4,2,1,3,2,2,2,2,100,172,3,2,3,2,1,2,1,2,3,4,1,1,1,2,3,2,2,2,22,38
1,100,173,3,2,1,2,2,1,3,25,315,1,2,1,1,1,1,2,2,1,2,1,2,8,2,2,3,0,4,3,2,3,3,2,0,5,5,5,2,1,1,2,2,1,1,1,5,3,3,0,1,2,2,1,3,4,4,2,2,2,3,3,3,2,2,3,2,100,173,3,2,2,1,1,2,1,2,3,3,1,1,1,2,3,2,1,2,13,27
1,100,174,3,2,1,5,1,1,1,12,4,4,2,2,2,1,1,2,3,2,2,2,2,1,1,0,3,3,4,2,3,1,1,6,0,5,1,3,2,1,2,2,2,1,1,4,4,3,2,1,3,2,2,1,4,4,3,2,1,2,3,3,3,2,1,4,2,100,174,3,1,2,1,1,2,1,1,1,2,1,1,1,2,3,2,2,1,23,31
1,100,175,3,2,2,4,3,1,3,30,12,4,3,2,2,2,3,1,2,2,2,2,1,0,2,0,3,3,4,3,3,3,3,2,0,5,3,2,2,1,0,2,3,1,3,2,2,2,1,2,1,3,2,1,4,4,3,2,1,2,3,3,4,2,2,3,2,100,175,3,1,2,2,1,3,2,3,1,3,2,2,1,1,1,2,1,1,16,45
1,100,176,3,2,1,3,4,1,5,0,11,2,2,1,1,2,2,2,2,2,2,1,1,2,2,2,3,2,1,3,3,1,3,5,0,1,1,2,2,1,1,3,2,1,1,3,3,1,3,1,1,2,2,2,4,3,2,3,1,1,3,2,4,2,1,2,2,100,176,3,1,2,1,1,2,1,1,2,2,1,2,1,1,1,2,2,2,20,38
1,100,177,3,2,1,2,3,2,3,17,10,4,3,2,2,2,2,2,3,3,4,3,3,8,2,2,5,2,1,2,3,2,2,5,0,5,1,5,5,1,2,2,2,1,1,3,4,2,3,2,1,3,2,1,3,5,4,2,2,4,2,3,2,2,2,3,2,100,177,3,1,2,1,1,3,1,2,2,3,3,2,3,3,2,2,1,1,11,41
1,100,178,3,1,1,2,2,1,3,55,21,4,3,2,2,1,2,3,4,2,2,2,2,0,2,2,5,3,4,3,3,1,3,2,0,5,1,1,5,1,1,2,3,0,1,5,3,3,2,2,3,2,3,1,4,9,1,4,1,2,3,1,5,2,1,2,2,100,178,3,2,2,1,1,2,3,2,2,5,1,2,1,3,1,2,1,1,7,39
1,100,179,3,1,1,4,3,1,2,72,21,4,3,1,3,2,1,2,4,3,3,3,2,1,2,2,5,0,4,1,2,1,3,5,0,5,1,5,5,1,1,1,3,0,1,5,5,2,1,1,3,3,2,1,4,9,1,5,1,3,2,2,5,2,1,4,2,100,179,3,1,0,1,1,1,1,1,1,5,2,2,1,3,0,0,2,2,4,24
1,100,180,3,1,1,2,4,1,4,30,6,3,2,1,2,1,1,1,3,2,2,2,3,8,0,0,5,3,3,3,2,3,3,2,0,5,2,5,5,1,5,0,1,3,3,2,5,3,0,1,3,0,4,1,3,7,4,1,2,2,4,1,3,1,2,4,2,100,180,3,2,3,2,1,2,2,2,3,5,1,2,1,2,0,2,0,0,1,41
1,100,181,3,1,1,2,4,1,4,30,8,1,2,0,2,1,1,2,4,0,3,0,3,2,2,2,5,0,3,3,2,1,1,0,0,0,1,1,5,1,2,2,1,3,1,3,3,3,1,1,1,3,2,1,3,7,4,2,2,1,4,2,5,1,0,2,2,100,181,3,1,2,2,1,2,2,2,3,4,1,2,1,2,1,2,1,1,11,40
1,100,182,3,1,3,5,3,0,4,27,27,1,1,1,1,1,2,2,4,0,3,1,1,8,1,3,3,1,3,2,2,1,3,3,0,1,1,4,5,1,5,2,2,1,1,3,2,3,4,2,1,3,4,1,3,5,4,2,2,2,1,1,2,2,2,1,2,100,182,3,2,3,2,2,2,2,2,2,4,2,4,1,1,1,2,2,1,8,21
1,100,183,3,1,1,3,4,2,5,14,3,2,1,1,2,1,0,3,3,0,3,0,3,1,1,2,1,0,2,3,2,1,1,0,0,5,1,5,5,1,1,1,0,3,1,2,2,3,2,2,5,0,3,2,4,7,4,2,2,2,4,1,2,2,1,2,2,100,183,3,1,2,1,1,2,1,3,2,4,2,2,3,2,2,2,0,1,5,60
1,100,184,3,1,1,3,3,1,7,999,21,4,3,1,1,1,2,4,4,2,4,1,3,1,3,1,2,3,3,3,2,3,3,2,0,5,2,5,5,1,1,2,2,1,0,0,3,1,1,2,2,3,4,1,4,1,2,4,1,1,4,1,5,2,1,2,2,100,184,3,2,3,1,1,3,2,3,3,5,2,2,1,2,3,2,1,2,1,45
1,100,185,3,1,1,5,2,1,4,110,16,2,2,1,4,2,2,3,3,3,2,2,1,0,2,2,4,3,4,2,1,1,3,5,0,4,3,5,5,1,4,2,2,1,3,3,3,2,4,1,3,1,4,1,3,3,3,2,2,1,4,2,5,2,1,3,2,100,185,3,2,3,1,1,2,1,2,2,4,2,2,1,1,1,2,2,2,1,42
1,100,186,3,1,1,2,3,1,2,38,11,3,3,1,2,1,2,2,2,1,3,1,2,8,1,1,5,3,4,3,3,1,3,2,0,0,1,4,5,1,4,2,2,1,1,4,4,2,1,1,1,3,2,1,4,11,1,4,1,1,4,1,5,2,2,3,2,100,186,3,1,3,1,1,2,1,2,3,5,1,1,3,2,3,2,1,1,24,15
1,100,187,3,1,1,2,2,1,1,60,11,4,3,2,2,2,2,3,4,2,4,2,4,8,3,2,5,3,3,3,3,3,3,2,0,4,4,5,5,1,1,3,3,3,1,3,3,3,2,1,3,1,3,1,3,4,4,1,2,2,2,3,3,2,1,3,2,100,187,3,2,2,1,1,2,2,2,2,3,2,2,1,1,1,2,1,2,21,43
1,100,188,3,1,2,2,3,3,2,999,999,1,3,1,2,1,3,4,3,1,2,1,3,8,2,0,5,3,4,3,3,1,3,1,0,2,1,3,5,1,2,1,3,1,1,2,3,3,2,1,1,3,2,2,3,1,4,2,2,2,3,1,3,2,2,2,2,100,188,3,2,3,0,1,2,2,2,1,4,1,2,2,3,3,2,1,2,13,29
1,100,189,3,2,1,2,4,1,2,35,999,4,3,1,2,1,2,2,3,2,3,2,1,8,2,2,5,2,3,3,3,1,2,2,0,3,1,5,5,1,5,3,1,1,1,3,2,2,3,0,1,2,2,1,3,5,4,1,1,3,1,2,3,2,2,3,2,100,189,3,2,2,1,1,2,2,3,2,4,4,4,1,2,2,2,1,1,4,31
1,100,190,3,2,1,3,3,1,1,999,999,2,3,1,2,0,3,2,4,0,4,0,3,1,3,2,5,1,0,3,3,0,0,0,0,0,4,4,5,1,1,3,0,0,3,0,3,3,4,2,1,3,4,1,4,1,2,3,1,1,4,1,5,2,1,1,2,100,190,3,1,2,2,2,2,2,2,2,5,3,2,1,3,3,2,2,2,7,49
1,100,191,3,2,1,3,3,1,3,7,14,4,3,2,3,2,1,2,4,0,3,2,3,8,2,2,5,3,4,3,2,1,2,5,0,5,3,2,5,1,2,3,1,0,1,4,5,3,3,2,1,3,2,1,4,4,3,2,1,2,2,1,4,2,2,4,2,100,191,3,2,3,2,1,2,3,1,3,3,2,1,1,2,3,2,2,1,7,44
1,100,192,3,2,1,4,1,1,2,30,16,1,2,2,2,1,3,2,3,2,3,2,1,1,0,3,3,1,4,3,3,1,1,2,0,5,5,5,5,1,0,2,2,1,1,1,5,1,2,1,0,1,2,1,4,10,1,4,1,1,0,1,4,2,1,0,2,100,192,3,0,0,0,0,0,0,0,0,2,2,2,1,1,1,2,0,0,6,34
1,100,193,3,2,3,2,3,1,1,60,16,3,2,2,1,1,2,2,3,1,4,1,1,8,3,2,3,5,2,3,3,1,3,5,0,1,1,5,5,1,5,2,3,1,1,3,5,2,3,1,0,1,4,1,3,4,4,2,2,2,2,2,4,2,1,1,2,100,193,3,1,3,1,1,2,2,2,1,4,2,2,3,2,3,2,0,1,6,32
1,100,194,3,2,1,2,4,1,2,10,2,3,2,1,1,1,1,2,2,1,3,1,3,8,2,2,3,6,4,3,3,0,3,6,0,2,3,3,5,1,5,3,2,3,1,2,4,3,3,1,3,1,2,1,3,7,4,2,2,3,4,1,3,2,1,3,2,100,194,3,2,3,1,1,3,1,1,2,3,2,2,2,2,3,2,2,2,6,40
1,100,195,3,2,1,3,2,1,5,25,14,2,2,2,3,2,1,2,4,2,1,2,2,1,2,1,3,2,3,3,3,3,3,5,0,5,5,5,5,1,2,2,2,0,1,4,5,2,2,1,3,1,2,1,4,11,2,3,1,2,2,1,2,2,2,0,2,100,195,3,0,0,0,1,0,0,0,0,3,1,1,0,0,0,2,2,2,3,26
1,100,196,3,2,1,2,2,1,6,28,5,4,3,1,1,1,3,1,2,1,2,1,3,0,2,1,3,0,4,2,3,1,2,0,0,2,1,1,5,1,2,1,2,1,0,3,5,3,1,2,0,2,2,1,3,7,4,2,2,1,2,1,3,1,2,2,2,100,196,3,2,3,2,1,2,1,3,3,4,1,0,2,3,1,2,0,0,3,28
1,100,197,3,2,1,5,1,1,6,300,30,2,3,3,1,1,3,4,3,1,3,1,1,8,1,3,4,5,3,3,3,1,1,0,0,4,2,4,5,1,5,1,2,1,8,3,3,3,1,1,0,1,2,1,4,0,4,3,1,2,2,3,5,2,1,1,2,100,197,3,2,2,2,2,2,2,2,2,5,2,2,1,1,1,2,2,2,1,43
1,100,198,3,2,1,3,3,1,5,15,4,3,3,2,4,1,2,1,3,3,4,3,3,8,3,2,4,3,3,3,3,1,1,2,0,5,5,5,5,1,2,3,3,0,3,2,3,3,4,2,1,3,4,1,4,6,4,2,2,2,4,2,3,2,1,2,2,100,198,3,0,0,0,0,0,0,0,0,5,4,3,2,2,2,2,1,1,10,47
1,100,199,3,2,1,2,3,1,5,75,14,1,2,2,2,2,1,4,3,2,2,2,2,1,2,0,7,3,4,3,3,1,1,0,0,5,3,5,5,1,1,2,2,1,1,4,4,3,2,2,0,3,2,1,4,3,3,0,0,0,0,0,0,1,0,0,2,100,199,3,2,3,2,1,2,2,3,3,3,2,2,1,3,0,1,0,2,10,46
1,100,200,3,2,1,5,4,3,1,100,12,4,3,2,0,1,2,2,3,2,3,2,4,8,1,2,8,2,4,3,2,1,1,5,0,2,1,4,5,1,1,3,1,1,1,3,3,2,4,0,3,2,2,1,3,8,3,1,1,2,2,1,3,1,1,3,2,100,200,3,2,2,2,2,2,2,2,2,5,2,2,1,3,1,2,2,1,6,38
1,100,201,3,2,1,3,3,1,3,120,10,3,3,1,2,1,3,2,3,2,2,2,3,0,2,1,4,3,4,2,2,2,2,2,0,5,5,5,5,1,5,2,2,1,1,1,3,1,3,2,0,3,4,1,4,9,3,1,1,2,1,1,5,2,2,1,2,100,201,3,2,2,2,1,2,2,2,3,4,2,2,3,3,3,2,0,0,9,41
1,100,202,3,2,1,2,4,1,3,60,21,1,2,2,1,2,1,2,4,1,4,1,3,8,1,2,7,3,4,3,2,1,1,2,0,5,1,5,5,1,1,2,2,1,1,3,4,1,2,2,3,2,3,2,3,1,3,1,2,2,3,1,3,2,1,2,2,100,202,3,2,3,1,1,3,3,3,2,3,3,3,1,2,2,2,1,2,7,41
1,100,203,3,2,1,4,4,1,3,75,27,3,2,1,2,0,0,0,4,1,4,1,2,8,3,2,8,4,4,2,2,3,3,6,0,1,2,5,5,1,1,2,2,0,1,2,3,2,3,0,3,3,2,1,4,1,3,3,1,1,4,1,4,2,2,0,2,100,203,3,1,0,1,1,3,1,1,1,1,1,1,1,2,1,2,0,0,11,30
1,100,204,3,2,1,2,4,1,2,30,8,4,3,2,2,2,3,2,4,3,4,3,1,8,3,1,8,2,4,3,3,3,3,5,0,5,5,5,5,1,5,2,2,1,3,2,3,3,1,2,5,3,1,1,3,7,4,1,2,3,4,2,4,2,2,1,2,100,204,3,1,3,1,1,3,1,3,3,3,2,2,2,2,2,2,1,1,4,32
1,100,205,3,2,1,5,3,1,1,0,13,1,3,1,2,1,3,2,4,3,4,0,3,1,2,2,10,0,3,3,2,3,3,5,0,2,1,1,5,1,1,3,1,0,1,3,4,3,3,2,3,3,4,3,4,3,3,2,1,4,4,1,5,2,1,1,2,100,205,3,2,3,1,1,3,1,3,2,4,2,4,3,2,2,2,0,2,1,53
1,100,206,3,2,1,2,3,3,3,4,999,2,3,1,1,1,2,4,4,3,2,3,3,0,3,3,4,3,4,3,1,1,1,2,0,4,1,1,5,1,5,3,2,1,1,2,5,3,2,1,6,3,2,3,3,8,4,2,2,4,4,3,3,1,1,4,2,100,206,3,2,2,1,1,0,1,3,3,1,1,1,1,2,1,2,1,0,14,38
1,100,207,3,2,1,4,6,1,7,39,39,3,3,1,4,4,2,3,1,1,4,1,4,8,1,1,4,6,3,3,3,3,3,5,0,5,5,5,5,1,5,3,3,3,3,5,3,3,1,1,3,1,1,1,4,2,2,3,1,4,4,1,5,2,2,1,2,100,207,3,2,2,2,0,2,2,2,2,5,1,4,1,0,1,2,1,1,19,47
1,100,208,3,2,1,5,4,1,7,30,12,2,3,1,3,1,3,3,4,1,4,1,3,0,1,2,4,1,3,3,3,2,2,2,0,5,2,5,5,1,2,3,2,1,1,4,3,3,2,1,3,3,2,1,4,1,2,4,1,2,4,3,4,2,2,0,2,100,208,3,2,3,1,1,2,2,2,3,4,2,2,1,1,1,2,2,2,14,40
1,100,209,3,2,1,4,1,1,4,60,12,1,1,2,1,1,0,1,1,1,2,1,2,0,0,1,4,2,1,2,0,1,3,0,0,1,1,1,5,1,1,2,2,1,1,2,5,1,2,1,4,2,3,1,3,10,3,1,1,1,3,1,5,2,2,1,2,100,209,3,1,2,1,1,1,1,1,1,2,1,1,1,2,2,2,1,1,20,42
1,100,210,3,2,1,4,2,1,4,60,11,2,2,2,3,2,3,4,3,2,3,2,3,1,2,2,4,3,3,2,2,1,2,1,0,3,5,5,5,1,5,2,3,1,1,3,4,2,2,2,2,3,2,1,4,4,3,2,1,3,4,3,3,2,2,3,2,100,210,3,1,3,1,1,2,1,2,1,4,1,3,1,2,1,0,2,2,18,31
1,100,211,3,2,2,5,3,1,2,999,15,4,3,1,2,1,1,4,4,3,4,3,3,1,2,2,8,3,4,3,3,1,1,4,0,1,1,1,5,1,1,2,1,1,1,2,5,3,3,2,1,0,4,3,4,10,4,1,1,4,4,2,3,2,2,1,2,100,211,3,2,3,2,1,2,2,3,3,5,4,4,1,2,3,2,2,2,18,27
1,100,212,3,2,1,4,4,1,1,25,14,2,2,1,2,1,3,2,3,2,2,2,2,2,2,3,5,3,3,3,3,1,1,5,0,2,2,2,5,1,5,2,2,1,1,3,4,3,2,2,1,2,4,1,3,11,3,1,1,2,4,1,3,1,1,1,2,100,212,3,2,3,1,1,3,2,2,3,1,2,2,2,2,0,2,1,2,21,31
