CARD.,DECK.,BALLOT.,FORM.,Q.1.,Q.2.,Q.3.,Q.4.,Q.5.,Q.6.,Q.7B.,Q.7C.,Q.8.,Q.9.,Q.10.,Q.11.,Q.12.,Q.13.,Q.14.,Q.16A.,Q.16B.,Q.17A.,Q.17B.,Q.19.,Q.20.,Q.21A.,Q.21B.,Q.22.,Q.23.,Q.24.,Q.25.,Q.26.,Q.27.,Q.28.,Q.29A.,Q.0.,Q.29B.,Q.29C.,Q.29D.,Q.29E.,Q.29F.,Q.29G.,Q.30A.,Q.30B.,Q.31.,Q.32A.,Q.32B.,Q.32C.,Q.33.,Q.34.,Q.35.,Q.36A.,Q.37.,Q.38.,Q.39.,Q.41.,Q.42.,Q.42..1,Q.43A.,Q.43B.,Q.43C.,Q.44.,Q.45A.,Q.45B.,Q.46A.,Q.46B.,Q.48.,CARD..1,DECK..1,BALLOT..1,FORM..1,Q.49A.,Q.49B.,Q.49C.,Q.49D.,Q.49E.,Q.49F.,Q.49G.,Q.49H.,Q.50A.,Q.50B.,Q.50C.,Q.53A.,Q.53B.,Q.53C.,Q.54.,Q.55A.,Q.55B.,V.57.,V.58.
1,100,65,3,4,1,2,1,1,5,30,15,4,2,2,2,1,3,2,1,3,3,3,3,8,2,2,5,3,3,3,3,3,3,6,0,5,5,5,5,1,3,2,3,3,1,5,2,1,1,2,1,3,4,1,4,10,1,4,1,1,4,1,3,2,2,2,2,100,65,3,2,2,2,1,2,2,0,2,4,1,2,1,2,2,2,1,2,13,34
1,100,66,3,0,1,2,2,1,3,35,13,4,2,0,2,1,3,4,3,3,3,2,2,8,2,2,5,3,3,0,0,3,3,2,0,5,5,5,5,1,0,1,1,0,1,4,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,2,100,66,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,33
1,100,67,3,5,1,0,0,1,7,30,18,2,0,1,4,4,2,1,4,3,3,3,3,8,2,1,5,3,3,3,3,3,3,5,0,4,1,4,4,3,1,3,2,3,10,0,5,3,2,2,1,3,4,1,4,12,0,4,1,2,4,1,5,0,1,1,2,100,67,3,2,3,1,1,3,2,2,2,4,2,3,2,2,2,2,2,1,14,47
1,100,68,3,5,1,4,2,1,6,999,13,2,2,1,1,1,2,2,4,3,3,3,2,8,3,2,5,2,4,2,1,1,2,5,0,2,1,5,0,1,2,1,3,0,1,2,5,3,3,2,1,3,4,2,4,1,2,4,1,1,3,1,3,2,1,3,2,100,68,3,1,2,1,1,3,1,3,2,5,1,2,1,2,3,2,0,0,17,57
1,100,69,3,5,1,3,3,1,5,90,21,2,2,2,2,2,3,1,2,2,2,2,1,8,2,2,5,4,3,3,3,1,3,2,0,5,2,4,4,1,4,2,2,1,1,4,4,2,1,1,1,3,3,1,4,1,2,3,1,1,4,2,3,2,1,4,2,100,69,3,1,1,1,1,0,0,0,0,4,2,0,0,0,0,0,0,0,24,14
1,100,70,3,4,1,4,3,1,2,45,11,2,3,1,2,1,3,2,3,2,2,2,3,8,3,2,5,4,4,3,1,3,3,2,0,5,2,5,5,2,1,3,2,1,1,5,4,3,4,2,3,1,3,1,4,1,2,3,1,2,4,1,4,2,2,3,2,100,70,3,1,3,2,3,2,1,2,3,5,2,1,1,2,1,2,1,1,14,45
1,100,71,3,4,1,3,5,1,2,50,12,4,2,1,2,1,2,2,3,2,2,2,3,8,3,2,5,3,3,3,3,3,3,0,0,5,1,3,3,1,1,3,1,1,1,1,4,3,2,2,0,0,3,2,3,10,3,1,1,4,4,2,3,2,2,1,2,100,71,3,2,2,0,1,2,2,2,0,4,2,0,2,2,2,2,2,1,14,42
1,100,72,3,4,1,3,4,1,6,180,25,1,1,1,1,1,1,2,3,2,2,1,3,0,2,2,5,3,3,2,1,1,1,2,0,5,1,4,3,1,1,1,2,1,1,2,2,1,1,1,3,3,2,1,4,4,3,2,1,1,3,1,3,0,0,0,2,100,72,3,1,3,1,1,0,1,3,3,3,1,1,1,3,3,2,2,2,18,26
1,100,73,3,5,1,2,3,1,1,25,14,1,2,1,1,1,3,2,2,1,2,1,3,1,2,1,5,3,2,3,3,1,3,2,0,1,1,2,1,2,1,1,2,1,1,3,2,2,3,2,1,3,3,1,4,10,1,4,1,3,4,1,3,2,1,3,2,100,73,3,2,2,1,1,3,1,2,1,1,2,3,1,2,1,2,1,1,15,27
1,100,74,3,5,1,4,4,1,6,30,13,1,2,2,2,1,1,2,3,2,3,2,1,8,3,2,5,2,4,3,3,1,1,2,0,3,1,2,2,1,2,1,2,3,1,5,4,2,2,2,3,3,2,1,4,11,1,4,1,1,2,1,3,2,1,1,2,100,74,3,1,2,1,1,2,1,3,2,2,1,1,1,1,3,2,1,2,18,34
1,100,75,3,5,1,3,5,1,1,60,28,1,2,1,1,1,1,3,1,1,2,1,1,8,2,2,5,3,2,3,3,2,3,2,0,2,1,2,1,1,1,1,1,1,7,4,2,2,2,1,1,2,3,1,4,1,2,4,1,1,4,1,4,2,2,3,2,100,75,3,1,3,1,1,3,1,2,2,2,1,2,1,1,1,2,2,2,21,40
1,100,76,3,4,1,5,3,1,1,200,14,1,3,2,2,1,1,3,3,1,2,1,3,8,1,2,5,6,4,3,3,1,3,4,0,1,1,1,1,1,1,1,1,1,1,3,2,3,2,2,3,3,4,1,4,2,2,3,1,2,2,2,3,1,0,0,2,100,76,3,1,2,1,1,3,2,3,1,2,2,2,1,3,3,2,0,0,21,37
1,100,77,3,4,1,3,3,1,3,48,12,1,2,1,2,1,3,2,4,3,3,3,4,2,2,3,5,2,3,2,3,1,2,2,0,1,5,2,5,2,2,3,1,1,1,2,3,2,2,2,3,3,4,2,4,1,2,3,1,1,4,3,4,1,2,2,2,100,77,3,1,2,1,1,3,2,3,3,3,2,2,1,2,3,2,1,2,13,36
1,100,78,3,4,1,3,1,0,4,13,0,1,1,1,1,1,1,1,1,1,2,1,1,8,2,3,1,3,4,3,3,1,3,1,0,1,1,1,5,2,5,2,2,1,8,4,2,2,1,1,0,1,2,1,0,10,1,0,1,1,2,1,1,1,2,4,2,100,78,3,0,0,0,0,0,0,0,0,3,1,2,1,2,1,1,2,2,22,50
1,100,79,3,6,1,3,4,3,5,40,25,1,2,1,2,1,1,3,4,1,2,1,2,2,2,2,2,3,4,3,2,1,1,2,0,1,2,2,5,1,5,2,2,1,1,2,2,2,2,2,3,2,3,2,4,10,1,4,1,1,4,1,3,2,2,3,2,100,79,3,2,2,2,1,2,1,3,2,4,2,1,1,3,2,2,1,2,17,52
1,100,80,3,4,1,2,4,1,2,60,10,1,2,2,2,1,1,4,3,1,4,2,1,0,2,2,2,3,3,3,2,1,1,2,0,2,1,3,2,1,3,2,1,1,1,3,4,2,2,1,2,2,4,1,3,10,4,1,1,2,0,0,0,0,0,0,2,100,80,3,2,3,2,1,1,1,2,3,0,0,0,0,0,0,0,0,0,19,51
1,100,81,3,4,1,5,4,1,5,60,17,1,3,1,1,2,1,2,4,2,3,2,2,8,1,2,2,1,0,3,0,1,3,0,0,5,1,5,5,1,1,3,1,0,1,2,2,0,3,1,1,3,3,1,3,4,4,1,2,4,2,1,3,2,2,0,2,100,81,3,1,1,1,1,1,1,1,1,4,3,2,3,2,1,2,1,1,17,60
1,100,82,3,6,2,5,2,1,3,36,11,1,2,1,1,1,1,3,4,3,3,3,2,1,3,3,2,3,2,3,3,3,3,5,0,2,1,5,1,5,5,1,2,1,7,4,1,3,1,2,0,2,4,1,0,12,0,5,1,1,4,1,2,2,0,2,2,100,82,3,1,3,1,1,3,2,3,3,5,2,2,1,2,2,1,2,2,13,40
1,100,83,3,4,3,2,3,1,5,40,12,1,2,2,2,1,2,2,2,1,2,1,1,0,0,0,3,2,4,0,1,1,1,6,0,2,2,2,5,3,1,3,1,0,1,5,2,2,1,0,3,1,2,1,4,10,1,4,1,2,4,1,2,2,1,3,2,100,83,3,2,3,1,1,2,2,3,1,5,2,2,1,2,1,2,1,1,19,41
1,100,84,3,6,1,3,4,1,5,14,13,1,2,1,1,1,2,2,2,1,4,2,1,1,1,1,3,1,3,1,3,1,3,6,0,4,1,4,1,1,1,1,3,3,3,4,4,3,1,2,3,0,3,2,4,10,1,4,1,2,2,1,3,2,2,2,2,100,84,3,1,3,2,1,2,1,2,3,4,1,1,1,2,2,2,1,1,19,44
1,100,85,3,6,1,4,3,1,1,0,12,1,2,1,1,1,2,4,2,1,2,1,3,0,1,2,3,3,1,3,3,3,3,2,0,1,1,1,1,1,1,1,2,0,1,2,2,2,1,2,6,1,4,1,4,10,1,3,1,1,2,2,3,2,1,0,2,100,85,3,1,2,1,1,3,1,3,1,5,1,1,3,3,3,2,1,1,21,48
1,100,86,3,5,1,2,2,1,3,80,12,1,2,1,2,1,1,2,2,1,2,1,3,1,2,2,3,6,4,2,3,1,3,4,0,2,2,1,1,1,1,2,2,1,1,3,2,2,2,2,1,3,2,1,4,10,1,4,1,2,3,1,2,2,2,3,2,100,86,3,2,2,2,1,2,1,2,2,2,2,2,2,2,1,2,1,1,22,39
1,100,87,3,5,1,4,4,1,2,50,35,1,2,1,1,1,1,2,3,1,3,1,1,1,3,2,3,3,3,3,3,1,3,1,0,1,2,5,5,1,3,2,1,1,3,2,5,2,2,1,1,1,3,2,4,11,2,3,1,2,4,1,3,2,2,2,2,100,87,3,1,2,1,1,2,2,2,1,4,1,2,1,3,3,2,1,2,22,47
1,100,88,3,6,2,4,4,1,4,42,12,1,2,1,2,1,3,2,4,2,2,2,3,8,1,1,3,2,3,3,3,1,1,5,0,1,1,5,5,1,5,2,2,3,1,2,5,3,2,2,3,3,2,1,4,1,2,4,1,1,4,1,3,2,1,2,2,100,88,3,2,3,2,1,3,1,3,2,5,3,2,1,2,1,2,1,1,23,38
1,100,89,3,4,2,3,4,2,5,40,30,1,2,3,1,1,3,2,2,1,2,1,3,8,1,2,3,0,3,3,3,3,3,5,0,4,3,4,4,5,1,0,1,0,1,2,5,3,2,2,3,2,4,1,3,4,4,1,2,4,4,2,4,2,2,2,2,100,89,3,2,3,1,1,3,1,3,0,5,2,4,1,2,2,2,1,2,17,47
1,100,90,3,4,1,3,6,1,3,60,12,1,1,1,2,1,2,3,3,3,2,2,3,0,3,2,3,2,3,3,3,1,1,5,0,2,1,1,2,1,1,2,2,1,1,1,2,3,1,1,1,2,2,2,4,2,2,3,1,2,3,2,3,2,1,2,2,100,90,3,1,2,1,1,2,1,2,2,3,2,2,1,2,2,2,1,2,22,46
1,100,91,3,4,2,4,3,1,1,61,12,1,2,1,2,2,1,2,2,1,2,1,1,8,2,2,3,3,1,2,3,1,2,1,0,2,1,5,2,1,2,2,2,3,1,2,5,2,2,1,0,1,2,1,4,11,2,4,1,3,3,3,3,2,2,0,2,100,91,3,1,2,2,1,2,1,1,2,2,2,2,0,0,0,0,1,2,15,25
1,100,92,3,5,2,2,3,1,5,30,20,1,2,2,2,1,1,2,3,2,2,2,2,8,2,3,3,3,2,3,3,3,3,2,0,1,1,1,1,5,1,2,3,1,1,1,2,1,2,2,6,1,4,1,3,4,4,2,2,4,1,2,3,2,2,1,2,100,92,3,2,2,1,1,2,2,2,2,2,2,2,2,2,1,2,2,1,17,56
1,100,93,3,4,2,3,2,1,4,50,11,1,2,2,2,2,1,2,2,1,2,1,0,0,2,2,3,3,2,3,3,2,3,5,0,3,1,3,2,3,1,2,1,3,1,3,4,2,2,1,3,2,2,2,4,4,3,2,1,1,2,1,2,2,2,4,2,100,93,3,0,0,0,0,0,0,0,0,2,2,1,1,2,1,2,1,0,18,29
1,100,94,3,0,3,5,3,1,6,999,999,1,2,1,1,0,1,3,1,2,2,1,0,8,1,3,3,2,0,3,3,1,1,3,0,1,1,1,1,1,1,2,2,1,1,3,2,2,1,1,3,0,1,1,4,7,1,4,1,1,2,1,3,1,2,2,2,100,94,3,1,2,2,1,2,2,2,1,4,2,2,3,3,3,1,2,0,18,25
1,100,95,3,0,2,3,3,1,4,30,11,1,1,1,1,1,1,2,1,2,2,2,1,8,1,2,3,3,4,3,3,1,1,2,0,2,1,1,2,1,1,1,2,1,10,3,2,2,1,1,3,2,1,1,4,10,1,4,1,1,2,1,2,0,2,3,2,100,95,3,1,2,2,1,2,1,2,2,3,1,1,1,1,1,2,1,2,18,28
1,100,96,3,5,1,4,2,1,1,90,12,1,2,2,1,1,1,1,1,1,1,1,1,8,1,2,3,3,2,3,3,1,3,1,0,5,1,2,3,3,2,2,2,1,1,3,5,3,2,0,4,3,2,0,4,10,1,4,1,2,3,1,3,2,2,2,2,100,96,3,1,2,1,1,1,1,2,2,3,2,2,1,0,0,2,0,1,15,21
1,100,97,3,5,2,5,0,1,3,25,11,1,2,1,2,1,1,2,1,1,2,1,1,0,1,1,3,3,3,3,3,1,1,2,0,3,1,5,5,0,0,0,0,1,0,0,1,2,1,1,0,2,2,1,4,2,2,0,1,1,4,3,3,2,2,0,2,100,97,3,1,2,2,1,3,1,3,2,4,2,2,1,1,1,2,2,2,16,30
1,100,98,3,5,1,3,2,1,4,270,999,1,2,2,2,1,1,0,1,1,2,1,3,8,2,2,3,0,1,1,1,3,3,3,0,2,0,1,1,1,1,1,1,1,8,5,2,3,0,2,0,2,3,1,4,12,1,4,1,1,2,2,3,2,2,3,2,100,98,3,0,0,0,1,0,0,0,0,2,1,1,1,2,2,2,2,1,20,33
1,100,99,3,4,1,4,2,1,4,12,4,1,2,2,1,2,1,2,1,1,2,1,1,0,0,1,3,2,2,3,3,1,1,3,0,1,1,1,2,5,5,1,1,1,8,4,1,1,1,1,1,1,3,1,4,1,2,3,1,1,1,1,3,2,2,3,2,100,99,3,1,2,2,1,2,1,3,3,4,1,2,1,1,1,2,2,2,24,16
1,100,100,3,5,1,3,4,1,2,20,12,4,3,1,2,1,3,2,2,1,4,1,3,0,2,1,2,3,3,3,3,1,1,2,0,1,1,4,5,1,1,3,2,1,1,3,3,3,2,1,1,3,4,1,4,11,3,3,1,2,4,1,4,2,2,1,2,100,100,3,1,1,1,1,1,1,1,1,4,4,4,2,2,2,2,2,1,20,30
1,100,101,3,4,1,3,2,1,2,4,0,3,2,1,1,2,1,3,2,3,1,2,1,1,1,2,3,1,3,1,1,1,3,5,0,3,1,2,2,1,3,2,2,1,1,1,5,2,1,0,1,2,4,1,4,10,1,4,1,1,1,1,2,0,1,3,2,100,101,3,1,2,2,1,2,2,1,2,2,2,2,1,1,1,2,1,0,22,35
1,100,102,3,4,1,3,3,1,3,60,13,2,2,1,1,1,1,2,2,1,2,1,1,8,2,2,3,3,2,3,3,3,3,2,0,1,1,1,1,5,1,2,1,1,1,2,1,1,3,1,2,1,2,2,4,10,1,4,1,2,2,1,2,2,2,2,2,100,102,3,2,2,1,1,1,1,1,1,3,1,2,1,1,1,2,1,2,13,42
1,100,103,3,5,1,5,4,1,2,60,30,2,2,1,2,2,1,2,3,2,2,2,3,2,2,2,3,2,3,3,3,1,1,5,0,4,1,4,3,5,1,2,2,3,1,3,2,3,2,2,0,3,2,3,4,2,2,3,1,1,4,2,3,2,2,3,2,100,103,3,2,3,2,1,3,1,2,2,4,2,2,1,2,2,2,1,2,22,40
1,100,104,3,5,1,3,2,1,1,0,11,2,2,1,2,1,2,2,2,2,2,1,3,0,0,0,3,3,4,3,0,3,3,6,0,5,1,1,1,1,1,1,2,3,1,5,3,0,4,2,0,3,4,3,4,12,0,4,1,1,2,3,4,2,2,1,2,100,104,3,2,3,1,1,3,1,0,0,4,2,2,3,2,1,2,2,2,23,41
1,100,105,3,4,1,3,3,1,2,36,12,2,3,2,3,3,3,1,3,2,3,3,3,8,2,2,3,1,3,3,3,3,3,2,0,1,1,5,1,1,1,1,3,1,1,2,4,2,2,2,1,2,4,2,4,1,3,2,1,1,3,1,3,2,2,0,2,100,105,3,2,2,1,1,3,3,2,3,4,2,2,1,2,1,2,1,2,22,45
1,100,106,3,4,2,4,3,1,2,30,12,2,2,1,1,1,1,3,2,1,2,1,2,8,2,2,3,3,1,2,2,1,1,2,0,2,1,2,2,1,1,1,2,1,1,2,2,2,2,1,3,1,3,2,4,1,2,3,1,1,3,1,2,1,1,3,2,100,106,3,2,2,2,2,2,2,2,2,2,1,1,1,1,1,2,2,2,21,41
1,100,107,3,5,1,4,2,1,2,35,12,2,2,2,2,1,2,2,4,2,2,2,1,1,2,2,3,6,3,3,3,1,3,5,0,3,1,4,5,1,1,2,2,1,1,1,4,3,3,1,1,1,3,1,3,10,3,1,1,2,3,2,3,1,1,2,2,100,107,3,1,2,1,1,3,2,2,3,3,1,1,1,1,1,2,2,1,22,48
1,100,108,3,4,2,4,3,1,1,999,17,4,3,2,0,3,3,2,1,1,2,1,3,2,1,1,3,3,2,2,1,2,2,2,0,1,1,5,2,1,1,1,2,1,1,3,4,2,2,1,6,3,3,2,4,4,3,2,1,3,3,1,3,2,2,3,2,100,108,3,1,2,1,1,3,1,1,1,3,2,1,1,3,3,2,1,2,21,39
1,100,109,3,6,1,4,5,1,3,35,10,2,1,2,1,2,1,2,1,1,2,1,2,4,1,2,3,2,2,3,3,1,1,3,0,1,1,2,4,1,1,2,1,1,9,1,2,1,1,1,1,2,2,1,4,10,2,3,1,1,2,1,1,2,2,3,2,100,109,3,2,3,2,1,2,1,3,2,1,1,1,1,1,3,2,2,2,16,40
1,100,110,3,4,1,3,4,1,3,45,12,2,2,2,2,1,1,3,1,2,2,2,2,1,2,2,3,3,4,3,2,1,1,1,0,1,1,2,3,1,1,3,1,1,1,3,1,1,2,1,3,2,2,2,4,1,2,3,1,1,4,1,3,1,2,4,2,100,110,3,2,1,2,1,2,1,2,1,3,1,1,1,1,1,2,2,2,14,41
1,100,111,3,4,1,3,3,1,0,75,11,1,3,1,1,3,2,3,2,1,1,3,1,0,2,2,4,1,2,0,2,3,3,5,0,4,5,1,5,1,5,2,2,1,0,5,4,2,1,1,6,3,3,2,4,11,2,3,1,1,4,2,4,1,1,2,2,100,111,3,1,2,1,1,3,1,2,2,4,2,3,1,2,1,2,1,1,17,54
1,100,112,3,4,1,3,2,1,0,999,13,2,3,1,2,3,3,2,3,1,2,1,2,8,3,2,4,3,3,3,3,1,3,5,0,2,5,4,4,2,2,3,3,1,1,3,5,3,3,1,3,3,4,1,4,4,3,2,1,2,2,2,3,0,0,0,2,100,112,3,1,3,1,1,3,0,2,1,0,0,2,1,2,1,2,1,2,16,35
1,100,113,3,3,3,3,3,1,4,80,11,3,3,1,2,4,2,2,4,1,3,1,3,8,2,2,5,5,3,3,1,1,3,1,0,1,2,2,4,1,3,2,2,1,1,5,5,3,4,1,1,1,2,1,4,6,2,3,1,2,1,1,1,2,2,4,2,100,113,3,2,3,2,1,2,1,1,3,2,1,1,1,2,2,2,2,1,2,40
1,100,114,3,3,1,3,5,1,6,21,28,2,2,2,4,3,1,2,3,3,3,1,2,8,3,1,5,3,3,3,3,2,3,3,0,1,4,4,3,4,3,3,3,3,1,5,3,3,4,1,1,3,4,1,4,1,2,3,1,2,4,1,3,2,2,1,2,100,114,3,2,3,2,1,2,2,3,2,4,2,2,3,2,2,2,2,1,8,27
1,100,115,3,3,3,3,3,1,7,71,12,2,2,2,2,1,2,1,4,3,2,0,2,8,3,2,5,3,3,3,1,3,2,2,0,1,2,1,1,1,1,2,2,1,1,2,3,3,4,1,0,3,2,1,4,5,3,2,1,2,1,1,5,2,2,1,2,100,115,3,0,0,0,1,0,0,0,3,4,1,2,2,2,1,2,2,0,5,58
1,100,116,3,3,2,3,3,1,5,35,21,2,3,2,2,1,1,2,2,2,2,2,1,8,3,2,5,0,3,3,3,1,3,2,0,5,3,5,2,1,5,2,2,3,1,3,2,3,3,2,1,3,3,2,4,4,3,3,2,1,4,2,3,2,2,1,2,100,116,3,1,3,1,1,1,1,2,2,5,0,3,1,1,3,2,0,0,10,37
1,100,117,3,3,1,2,1,1,3,55,18,1,2,1,1,1,1,2,2,1,2,1,1,8,2,2,2,3,2,2,2,2,2,1,0,2,1,1,1,2,1,2,2,1,0,0,2,3,1,2,0,3,3,2,4,1,2,3,1,2,1,3,3,1,1,1,2,100,117,3,1,3,1,1,1,2,3,2,4,1,1,1,2,3,2,0,0,12,20
1,100,118,3,3,2,3,3,1,3,46,46,1,1,1,1,1,1,3,2,1,2,1,3,0,1,2,3,3,2,3,2,1,3,3,0,2,1,2,5,1,1,2,1,3,1,4,5,3,1,2,7,3,3,1,4,1,2,3,1,1,3,1,3,2,1,3,2,100,118,3,2,3,1,1,2,1,3,1,2,2,2,1,2,1,2,1,2,8,25
1,100,119,3,3,1,3,5,1,7,100,10,3,2,1,2,2,3,2,3,2,4,2,3,8,2,1,3,6,2,3,2,1,1,2,0,0,5,5,4,3,5,3,3,3,8,4,4,1,2,2,1,3,4,2,4,0,0,1,1,3,4,1,5,2,1,3,2,100,119,3,1,0,2,1,1,1,0,3,4,0,4,1,3,3,2,0,0,4,35
1,100,120,3,3,1,2,3,1,4,999,14,2,2,1,3,1,3,3,4,1,3,1,2,8,2,2,3,3,4,3,3,1,1,2,0,5,1,5,3,1,2,2,2,1,6,2,5,2,1,1,1,1,4,1,4,3,4,5,2,1,3,1,3,2,2,2,2,100,120,3,1,2,0,1,3,1,3,2,5,1,2,3,3,2,2,1,0,12,14
1,100,121,3,3,1,5,2,1,2,60,21,2,2,1,2,1,0,1,3,3,3,0,1,8,3,2,3,5,3,3,3,3,3,5,0,1,1,2,2,1,1,1,1,2,0,0,0,3,3,2,0,0,2,1,4,8,1,3,1,1,1,1,4,2,2,2,2,100,121,3,0,0,0,1,0,0,0,0,4,2,2,1,2,0,2,0,0,10,38
1,100,122,3,3,1,5,4,1,1,60,13,4,2,2,2,2,3,2,3,1,3,1,4,0,3,2,10,0,0,0,0,0,0,0,0,5,5,0,5,1,5,0,0,3,1,5,5,0,3,0,0,0,0,0,4,1,2,3,1,0,4,0,3,2,2,0,2,100,122,3,1,3,1,1,3,3,1,2,4,0,3,0,0,0,2,0,0,3,22
1,100,123,3,3,1,4,2,1,1,60,14,3,3,1,1,3,2,2,3,3,4,3,2,0,3,2,4,2,3,3,3,3,3,5,0,2,1,3,1,1,1,3,2,1,8,4,2,3,3,2,0,3,4,1,4,10,2,2,0,2,4,1,3,2,2,2,2,100,123,3,1,3,1,1,3,2,2,1,5,2,1,1,1,1,2,2,2,3,34
1,100,124,3,3,1,2,3,1,7,150,30,3,2,1,2,2,1,2,4,1,3,1,1,0,2,1,4,3,3,3,2,1,3,2,0,5,5,5,5,3,1,1,2,1,8,5,3,3,3,1,3,1,2,1,4,9,1,4,1,1,4,1,3,2,2,3,2,100,124,3,1,1,1,1,2,1,3,2,2,1,2,1,1,1,2,1,2,4,36
1,100,125,3,3,1,5,2,1,2,999,999,1,2,2,1,1,1,2,4,0,3,0,1,0,3,2,4,3,3,0,3,0,3,2,0,5,1,5,5,1,5,2,1,2,7,1,0,2,4,2,3,3,1,3,4,8,1,4,1,1,2,1,3,2,2,2,2,100,125,3,1,3,1,1,3,0,0,2,4,4,3,0,2,0,2,0,0,11,39
1,100,126,3,3,1,4,2,1,3,48,15,2,3,2,2,0,0,0,0,0,0,0,0,0,3,2,0,3,3,3,3,1,3,5,0,3,1,4,5,1,5,2,3,1,1,4,3,3,2,1,3,3,3,1,4,12,2,3,1,2,3,1,4,2,2,0,2,100,126,3,2,2,1,1,3,1,3,2,0,2,2,2,2,1,1,2,1,16,33
1,100,127,3,3,1,3,4,1,3,65,13,2,3,1,1,2,2,2,3,2,3,3,3,8,2,2,5,3,3,3,3,1,1,5,0,5,2,4,4,3,1,2,2,1,1,3,3,3,3,2,2,3,4,1,4,9,2,4,1,1,4,1,5,2,1,1,2,100,127,3,2,3,2,1,3,2,3,3,4,1,1,1,3,3,2,1,2,16,43
1,100,128,3,3,1,2,4,1,6,30,16,1,3,1,1,1,2,1,3,2,3,2,1,1,2,1,5,2,2,3,3,1,1,5,0,3,2,2,2,1,2,3,2,3,1,3,3,3,3,2,3,3,4,3,4,4,3,0,0,0,0,0,0,1,1,1,2,100,128,3,2,1,2,1,2,2,2,2,3,1,2,1,2,0,2,1,0,13,39
1,100,129,3,3,1,3,3,1,3,35,12,1,2,1,1,1,3,3,2,1,2,2,3,8,3,2,5,2,2,3,3,1,3,2,0,2,1,3,1,1,1,2,3,1,8,3,2,2,2,2,7,3,2,1,4,12,2,3,1,1,2,1,4,1,1,2,2,100,129,3,2,3,2,1,3,2,3,1,2,2,2,3,1,3,1,1,2,14,51
1,100,130,3,3,1,3,4,1,5,100,12,1,2,2,1,1,1,2,3,1,2,1,3,8,3,2,3,1,4,3,2,3,3,5,0,1,1,1,5,1,1,1,2,3,7,3,2,1,3,2,2,3,3,1,4,4,3,3,1,1,3,1,3,2,1,1,2,100,130,3,1,2,1,1,2,1,3,3,3,4,4,1,2,2,2,1,1,24,19
1,100,131,3,3,1,3,1,1,2,48,12,1,1,2,1,1,3,4,1,1,2,3,4,8,2,3,3,1,4,3,3,1,1,2,0,5,2,2,5,1,2,2,2,1,8,2,2,2,2,2,0,3,2,1,4,2,3,2,1,4,2,1,3,2,2,4,2,100,131,3,1,0,1,1,2,2,0,1,3,2,2,1,1,1,2,0,2,16,44
1,100,132,3,3,1,2,3,1,6,30,12,1,2,1,2,1,1,2,3,1,2,2,4,8,1,1,7,3,4,3,3,1,3,2,0,1,1,3,4,2,1,2,2,1,5,4,3,1,2,1,4,2,2,1,4,10,1,3,1,2,1,3,3,2,1,3,2,100,132,3,1,3,1,1,0,1,1,1,5,1,1,1,3,3,2,2,2,24,17
1,100,133,3,3,1,1,2,2,3,40,10,2,3,2,2,2,1,1,2,3,3,3,3,0,1,1,5,3,3,3,3,1,3,5,0,5,2,2,3,1,3,3,3,0,1,2,4,3,3,2,3,2,3,1,3,4,4,1,2,3,2,0,4,2,1,2,2,100,133,3,1,0,1,1,1,0,3,3,3,2,2,1,1,1,2,1,2,1,56
1,100,134,3,1,1,4,4,1,5,30,8,2,2,2,2,1,1,2,2,2,3,2,3,0,3,1,5,1,3,3,3,1,2,5,0,5,4,0,0,0,1,1,2,1,1,4,3,3,3,2,1,0,4,1,4,5,4,2,2,2,4,2,4,1,2,2,2,100,134,3,2,3,2,1,3,1,3,2,4,1,1,1,2,2,1,1,1,11,35
1,100,135,3,1,1,4,1,3,0,999,999,4,2,3,0,0,3,4,4,3,4,3,3,0,2,0,0,0,4,3,3,1,1,0,0,0,0,0,0,0,0,0,0,1,9,2,0,0,0,0,0,0,0,0,3,8,4,0,2,0,2,0,3,2,2,3,2,100,135,3,1,3,2,1,2,1,1,0,0,1,1,0,0,0,0,0,0,10,44
1,100,136,3,1,3,5,1,3,7,0,0,0,0,0,1,1,3,0,2,1,1,1,1,8,0,0,3,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,4,2,2,0,0,0,3,2,2,4,2,100,136,3,1,1,1,1,1,1,1,1,0,1,1,1,1,1,2,0,0,20,28
1,100,137,3,2,4,5,1,1,2,12,12,2,3,2,2,1,3,4,1,1,2,2,1,0,2,1,4,0,4,2,1,2,3,0,0,0,0,0,0,0,2,3,3,0,10,0,2,0,3,0,0,0,3,2,4,12,0,2,0,1,4,2,3,2,2,3,2,100,137,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,9,44
1,100,138,3,2,1,3,3,1,2,999,12,1,2,2,2,3,3,3,4,3,4,3,1,0,3,0,5,3,3,3,1,1,3,2,0,0,1,0,0,0,0,1,0,0,1,4,4,1,3,0,6,0,0,0,4,4,3,3,1,2,4,0,0,0,2,0,2,100,138,3,1,0,1,1,0,3,0,2,4,0,0,0,0,0,2,0,0,21,51
