COL1,COL2,COL3,COL4,COL5,COL6,COL7,COL8,COL9,COL10,COL11,COL12,COL13,COL14,COL15,COL16,COL17,COL18,COL19,COL20,COL21,COL22,COL23,COL24,COL25,COL26,COL27,COL28,COL29,COL30,COL31,COL32,COL33,COL34,COL35,COL36,COL37,COL38,COL39,COL40,COL41,COL42,COL43,COL44,COL45,COL46,COL47,COL48,COL49,COL50,COL51,COL52,COL53,COL54,COL55,COL56,COL57,COL58,COL59,COL60,COL61,COL62,COL63,COL64,COL65,COL66,COL67,COL68,COL69,COL70,COL71,COL72,COL73,COL74,COL75,COL76,COL77,COL78,COL79,COL80,COL81,COL82,COL83,COL84,COL85,COL86,COL87,COL88,COL89,COL90,COL91,COL92,COL93,COL94,COL95,COL96,COL97,COL98,COL99,COL100,COL101,COL102,COL103,COL104,COL105,COL106,COL107,COL108,COL109,COL110,COL111,COL112,COL113,COL114,COL115,COL116,COL117,COL118,COL119,COL120,COL121,COL122,COL123,COL124,COL125,COL126,COL127,COL128,COL129,COL130,COL131,COL132,COL133,COL134,COL135,COL136,COL137,COL138,COL139,COL140,COL141,COL142,COL143,COL144,COL145,COL146,COL147,COL148,COL149,COL150,COL151,COL152,COL153
1,207,1819,1,4,4,5,2,3,4,2,10,11,2,1,1,2,1,3,2,2,2,2,1,6,1,4,4,2,1,1,3,1,2,1,2,3,2,2,2,4,2,4,7,3,1,1,3,2,2,2,2,2,2,2,2,2,1,2,2,1,1,1,4,4,3,4,4,,220,7181,9,1,3,4,2,4,4,4,4,3,4,1,1,2,2,1,2,2,2,2,2,4,3,3,2,1,1,1,3,2,3,4,4,4,4,4,4,4,4,1,3,3,4,2,1,4,2,2,5,50,70,1,2,2,2,1,1,2,3,3,3,2,2,2,3,1,1,1,1,1,,,,,,,,,,,,
1,207,1820,1,3,4,6,2,3,4,2,11,11,3,1,2,2,1,2,3,2,2,2,2,4,1,4,6,2,1,2,3,2,3,3,3,2,2,2,2,4,1,1,5,3,3,1,3,2,2,2,2,2,2,2,2,2,2,2,1,2,1,1,4,4,2,2,4,,220,7182,0,1,4,4,2,4,4,4,2,2,2,3,1,2,2,1,2,2,2,2,2,1,3,3,2,1,1,3,1,5,3,2,2,4,4,4,4,4,4,2,3,3,4,3,3,3,4,5,8,30,70,7,2,2,3,1,1,2,4,2,1,1,1,1,3,2,2,1,2,1,,,,,,,,,,,,
1,207,1821,1,4,4,7,2,3,4,3,10,11,2,4,1,2,2,1,2,2,2,2,2,8,1,4,4,2,2,1,2,1,3,3,3,3,1,2,2,4,1,1,7,3,2,1,2,2,2,2,1,2,2,2,2,2,2,1,2,1,2,1,3,4,1,4,4,,220,7182,1,1,1,2,2,4,3,4,2,2,2,1,1,2,2,1,2,2,2,2,2,4,3,3,2,1,2,0,3,3,3,3,3,4,4,4,4,4,4,1,1,4,4,2,2,1,2,2,5,50,50,3,1,2,2,1,1,2,3,3,3,2,2,1,3,1,1,1,2,1,,,,,,,,,,,,
1,207,1822,1,4,4,0,1,3,4,4,10,10,2,2,1,2,2,5,2,2,2,2,1,6,1,4,2,2,2,1,3,1,3,3,3,3,2,5,2,4,1,5,7,3,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,1,4,2,4,4,4,4,4,,220,7182,2,1,4,4,4,4,4,4,4,4,4,3,1,1,2,2,2,2,2,2,2,4,3,3,2,2,2,0,3,5,2,4,2,4,4,3,4,4,4,1,1,4,4,4,2,2,3,4,4,40,40,3,2,2,1,2,2,2,3,3,2,2,2,2,2,2,2,2,1,1,,,,,,,,,,,,
1,207,1823,1,4,5,5,2,3,4,5,11,11,4,3,1,3,3,2,2,1,2,2,1,6,1,4,6,3,0,1,1,1,1,2,2,3,4,4,3,5,9,6,8,1,1,2,5,2,2,2,1,2,2,2,2,2,2,2,2,1,1,2,4,4,4,2,2,,220,7182,3,1,2,4,3,2,2,2,2,2,2,1,2,2,1,2,2,2,2,2,2,2,3,2,1,2,1,1,3,4,5,4,4,4,2,4,4,4,4,1,1,7,4,0,2,1,2,2,0,0,0,1,1,1,3,1,1,1,0,3,2,2,1,2,3,1,1,1,2,1,,,,,,,,,,,,
1,207,1824,1,3,4,7,1,3,4,3,10,10,2,0,1,2,2,1,2,2,2,2,2,6,1,4,4,2,2,1,3,1,3,3,3,1,2,1,2,2,1,2,7,3,3,1,3,1,2,2,2,2,2,1,2,2,2,2,2,3,1,1,4,4,3,2,2,,220,7182,4,1,4,4,2,4,4,2,4,3,4,3,2,1,2,2,2,2,2,2,2,4,2,2,2,2,1,1,3,5,2,2,4,0,4,4,4,4,4,1,1,7,4,1,2,3,6,0,4,30,30,2,3,2,3,2,1,1,3,4,2,2,2,2,2,2,1,1,2,1,,,,,,,,,,,,
1,207,1825,1,5,5,9,1,3,4,3,11,10,2,1,1,1,2,1,1,2,2,2,1,6,1,2,5,1,2,1,3,1,1,1,3,3,2,1,1,2,1,6,7,3,3,1,2,2,2,2,1,2,2,2,2,2,2,1,2,1,2,2,4,4,2,3,4,,220,7182,5,1,4,4,3,4,4,2,2,4,3,1,1,1,2,2,2,2,2,2,2,4,3,2,2,2,1,1,3,1,1,4,2,4,4,4,4,3,2,1,2,2,4,1,2,3,2,4,5,50,51,0,1,2,3,2,1,2,3,3,2,2,2,1,3,2,1,2,1,1,,,,,,,,,,,,
1,207,1826,1,3,4,1,1,8,10,1,4,6,3,2,1,4,2,2,2,2,2,3,2,5,1,2,4,2,1,1,2,1,3,1,1,3,2,2,2,1,1,1,6,3,3,1,2,2,2,2,1,2,2,2,2,2,2,1,2,1,2,1,4,2,4,2,4,,220,7182,6,1,2,4,1,1,2,2,1,4,2,1,2,2,2,2,2,2,2,2,1,1,3,3,2,2,1,1,3,5,3,4,4,4,2,4,4,4,4,1,3,5,1,3,2,3,2,2,5,30,40,5,1,2,3,1,1,1,3,2,3,1,2,3,3,1,2,1,3,1,,,,,,,,,,,,
1,207,1827,1,4,5,2,1,8,10,3,4,5,3,0,2,4,3,3,2,2,2,2,1,4,1,4,4,1,2,2,1,1,1,3,4,1,1,2,1,5,1,2,5,3,3,1,5,2,2,2,1,2,2,2,2,2,2,1,2,1,1,1,4,4,4,4,4,,220,7182,7,1,4,4,4,4,4,4,4,4,4,3,1,2,2,2,2,2,2,2,1,4,1,2,3,2,1,3,1,1,2,4,4,4,4,4,4,4,4,1,1,4,2,2,2,1,4,4,8,80,51,1,1,2,1,1,1,2,4,3,2,2,2,1,3,1,1,1,2,1,,,,,,,,,,,,
1,207,1828,1,3,4,9,2,8,10,4,4,5,3,3,1,2,1,3,2,2,2,2,1,4,1,4,3,2,3,3,2,1,1,3,2,3,1,3,1,2,1,1,6,3,3,1,4,2,2,2,2,2,2,2,2,2,2,1,2,2,1,1,4,4,4,4,4,,220,7182,8,1,2,2,2,2,2,4,4,2,1,1,2,2,2,1,2,2,2,2,2,1,1,2,2,2,1,3,1,1,5,4,4,4,2,4,4,4,4,1,1,4,1,2,2,1,3,3,8,80,30,3,3,2,2,1,1,2,4,3,2,2,2,2,3,1,1,1,1,1,,,,,,,,,,,,
1,207,1829,1,3,4,1,2,8,10,1,3,4,0,7,1,1,2,3,1,2,2,2,1,9,1,4,6,3,3,2,2,1,3,1,3,3,4,1,2,4,1,1,5,3,3,1,1,2,2,2,1,2,2,2,2,2,2,2,2,1,1,1,4,2,2,4,4,,220,7182,9,1,4,4,2,2,2,4,4,2,2,1,2,2,1,2,2,2,2,2,2,4,3,3,1,2,1,1,1,2,5,2,4,4,2,4,4,4,4,1,3,3,1,2,2,3,2,3,5,80,40,3,2,2,3,1,1,2,4,3,1,1,1,3,3,1,2,1,3,1,,,,,,,,,,,,
1,207,1830,1,3,4,1,1,8,10,1,4,5,3,0,1,5,2,3,2,1,2,2,0,5,1,4,4,1,2,3,3,1,3,1,1,2,0,0,2,5,0,2,6,1,1,1,1,2,2,1,2,2,2,2,2,2,2,2,2,1,1,3,4,4,4,4,4,,220,7183,0,1,3,4,3,4,4,4,2,4,4,2,2,2,2,1,2,2,2,2,2,1,3,3,2,1,0,1,0,2,5,4,4,3,4,4,4,3,4,1,1,5,1,1,2,1,4,2,2,10,0,0,0,2,2,1,2,1,4,3,3,2,2,1,3,1,1,1,1,1,,,,,,,,,,,,
1,207,1831,1,3,4,2,1,8,9,1,3,4,4,5,2,4,2,4,2,2,2,2,1,9,2,1,6,2,2,1,1,3,3,1,1,2,2,2,2,4,3,7,6,1,1,1,3,2,2,2,2,2,2,2,2,2,2,2,1,2,1,1,4,4,4,4,4,,220,7183,1,1,4,4,3,4,4,3,4,4,4,1,2,2,2,1,2,2,2,2,2,4,1,2,2,2,2,0,1,2,5,4,3,4,3,3,4,4,4,1,1,6,2,2,3,1,4,5,5,50,70,2,3,2,1,1,1,1,4,1,1,1,2,1,3,2,1,5,3,1,,,,,,,,,,,,
1,207,1832,1,3,4,5,2,9,10,3,5,5,3,1,1,2,2,3,2,2,2,2,2,8,1,4,3,2,2,1,2,1,1,3,2,2,2,2,1,3,1,3,7,3,3,1,2,2,2,2,2,2,2,1,2,2,1,2,2,1,1,1,4,4,2,2,4,,220,7183,2,1,4,4,2,2,1,4,4,2,4,2,2,2,1,2,2,2,2,2,2,4,4,2,2,2,1,2,2,1,1,4,2,3,4,4,4,4,2,1,1,6,1,2,3,3,4,4,5,80,50,2,2,2,2,1,1,2,3,3,2,2,2,1,3,2,1,1,2,1,,,,,,,,,,,,
1,207,1833,1,3,4,1,1,9,9,1,5,6,3,1,1,2,3,1,2,2,2,2,1,8,1,3,4,2,2,2,2,3,3,3,2,2,1,3,2,3,1,4,6,3,0,2,3,2,2,2,2,2,2,2,2,2,2,1,2,2,1,1,4,4,4,3,4,,220,7183,3,1,4,4,4,4,4,4,4,3,4,2,1,2,2,2,2,2,2,2,1,1,1,3,2,2,1,3,3,2,2,4,4,4,3,4,4,4,4,1,1,3,1,3,2,1,3,3,5,20,60,1,1,2,1,1,2,2,3,3,3,2,2,2,3,1,1,1,2,1,,,,,,,,,,,,
1,207,1834,1,3,5,1,1,9,10,3,5,6,3,3,1,2,1,1,2,2,2,2,0,0,2,2,2,2,2,2,4,2,3,3,2,2,2,3,2,5,5,2,6,1,1,1,2,2,2,1,2,2,2,2,2,2,2,2,2,2,1,1,4,4,4,4,2,,220,7183,4,1,4,4,4,2,4,3,4,4,4,3,1,2,2,2,2,2,2,2,1,2,1,2,2,2,1,1,2,5,1,4,4,4,4,4,4,4,4,1,1,3,1,2,2,1,3,3,3,30,80,3,2,2,3,1,1,1,4,3,3,3,2,2,3,1,1,1,2,1,,,,,,,,,,,,
1,207,1835,1,3,4,1,1,9,10,3,6,6,4,0,1,1,2,1,1,2,2,2,5,6,1,3,2,2,2,1,2,1,2,1,4,2,2,2,2,2,1,4,6,3,3,1,3,2,2,2,1,2,2,2,2,2,2,1,2,2,1,2,4,3,2,2,4,,220,7183,5,1,2,4,2,2,2,4,2,2,2,3,2,2,2,2,2,1,2,2,2,5,1,3,2,2,2,0,3,1,5,2,2,4,5,4,4,3,4,1,1,3,1,3,2,2,2,3,3,30,40,3,2,1,3,2,1,2,4,2,2,2,1,2,2,1,1,1,2,1,,,,,,,,,,,,
1,207,1836,1,3,4,1,1,9,10,3,5,5,3,1,1,1,2,3,1,2,2,1,1,3,1,4,4,1,1,1,3,1,1,1,3,3,1,1,1,1,1,2,6,1,3,1,2,2,2,2,2,1,2,2,2,2,2,2,2,1,1,1,4,4,4,4,3,,220,7183,6,1,2,2,2,4,4,4,4,4,4,3,1,2,2,2,2,2,2,2,1,0,3,2,2,1,1,1,3,5,3,4,2,3,3,4,4,4,4,1,1,3,1,1,2,1,3,3,4,40,20,3,3,2,3,1,1,2,4,3,2,2,1,1,3,1,1,1,1,1,,,,,,,,,,,,
1,207,1837,1,4,5,3,1,9,9,1,5,5,5,7,1,5,1,0,1,2,2,1,5,8,1,4,2,3,0,1,0,1,1,3,1,3,0,4,1,0,1,2,6,3,3,1,5,2,2,2,2,2,2,2,2,2,1,1,2,3,2,3,4,4,4,3,4,,220,7183,7,1,4,4,4,4,4,4,4,4,4,3,1,1,2,2,2,2,2,2,2,4,1,2,2,1,1,3,2,3,4,4,4,4,2,4,4,4,4,1,1,3,2,2,1,3,6,5,5,0,60,4,2,2,2,1,2,1,3,3,0,2,2,2,3,3,1,5,2,1,,,,,,,,,,,,
1,207,1838,1,3,5,2,1,9,9,1,5,5,3,3,1,3,2,3,2,2,2,2,2,4,1,4,2,1,2,1,2,1,2,3,1,2,2,2,3,4,1,1,6,3,2,2,4,2,2,2,2,2,2,2,2,2,1,2,2,1,1,2,4,2,4,4,2,,220,7183,8,1,3,4,4,2,2,4,4,4,1,3,2,2,1,2,2,2,2,2,2,1,1,3,2,2,2,1,1,5,3,4,2,4,2,3,3,4,4,1,1,6,1,2,2,2,2,5,4,40,40,5,2,2,3,1,2,1,1,3,1,1,2,2,2,2,1,1,2,1,,,,,,,,,,,,
1,207,1839,1,3,4,5,1,9,9,1,5,5,2,7,1,3,1,3,3,2,2,2,2,10,2,2,4,2,1,1,3,2,1,1,1,3,2,2,2,2,1,6,6,3,3,1,2,2,2,2,1,2,2,2,2,2,2,2,2,2,1,3,2,4,2,2,2,,220,7183,9,1,2,4,2,4,4,4,4,4,4,3,1,2,1,2,2,2,2,2,2,1,4,3,2,1,2,0,3,2,1,2,2,4,2,2,2,4,4,1,1,7,1,2,2,3,2,3,4,40,51,1,3,2,3,1,2,2,3,3,3,3,2,2,3,1,1,1,2,1,,,,,,,,,,,,
1,207,1840,1,3,3,3,1,9,9,1,5,0,3,3,1,4,3,1,1,2,2,2,2,4,1,2,2,1,1,3,2,1,3,3,3,2,1,1,2,2,1,1,6,3,0,1,2,2,2,2,1,2,2,2,2,2,2,2,2,2,1,2,4,4,2,2,4,,220,7184,0,1,2,4,4,1,1,4,2,2,2,3,1,2,2,2,2,2,2,2,1,0,3,2,2,1,1,3,2,5,2,2,4,4,4,2,4,4,4,1,1,5,1,2,2,1,2,5,5,30,30,3,2,2,1,2,0,2,3,2,0,2,1,2,3,2,2,2,3,1,,,,,,,,,,,,
1,207,1841,1,4,4,6,1,9,9,1,5,5,3,2,2,1,1,4,2,2,2,2,5,2,1,3,2,3,2,2,1,1,1,3,1,2,2,2,2,4,1,2,6,1,1,1,3,2,2,2,1,2,2,2,2,2,2,2,2,2,2,3,4,4,4,4,4,,220,7184,1,1,4,4,4,4,3,4,4,4,3,1,2,2,2,1,2,2,2,2,2,1,3,2,2,1,1,3,1,5,5,4,2,4,4,4,4,4,4,2,3,3,5,2,2,2,4,6,8,80,50,3,3,2,3,2,1,3,2,4,2,2,1,2,2,2,2,5,2,1,,,,,,,,,,,,
1,207,1842,1,4,5,6,2,9,10,3,5,5,3,0,2,4,1,3,2,2,2,2,2,6,2,3,2,1,1,3,3,1,1,1,4,3,1,2,1,1,9,1,7,1,1,1,3,1,2,2,2,2,2,2,2,1,2,2,2,3,2,2,4,4,1,3,3,,220,7184,2,1,2,2,1,3,2,4,2,2,3,2,2,2,1,2,2,2,2,2,2,2,2,1,2,2,1,3,1,5,5,4,2,4,3,2,3,4,4,1,1,4,1,0,2,3,1,4,2,20,40,1,3,2,3,2,1,2,4,2,2,2,1,2,3,2,1,2,3,1,,,,,,,,,,,,
1,207,1843,1,3,4,2,1,9,9,1,5,7,3,7,1,3,1,1,2,2,2,1,1,6,1,3,2,2,3,3,1,3,1,3,2,3,2,4,3,4,0,2,6,1,1,2,4,2,2,2,2,2,2,2,2,2,1,2,2,2,1,1,4,4,4,4,4,,220,7184,3,1,4,4,2,2,2,4,2,2,2,3,1,2,1,2,2,2,2,2,2,1,3,2,2,1,1,3,1,1,1,4,4,4,4,4,4,4,4,1,1,3,1,3,2,2,3,3,6,40,50,3,3,2,1,1,1,1,4,3,3,2,2,1,1,2,2,2,2,1,,,,,,,,,,,,
1,207,1844,1,3,5,3,1,9,9,3,5,5,3,1,1,2,2,1,2,1,2,2,2,5,1,3,2,2,2,2,1,1,1,1,1,2,3,3,3,4,1,2,6,1,1,2,3,2,2,2,2,2,2,2,2,2,1,2,2,1,1,2,4,4,4,4,4,,220,7184,4,1,2,2,2,4,4,4,2,2,4,1,1,2,1,2,2,2,2,2,2,1,3,3,3,2,2,0,1,2,1,4,2,4,4,4,4,4,4,1,3,5,2,2,2,3,4,5,2,20,20,1,2,2,1,1,1,2,2,4,3,1,2,1,3,2,2,2,2,1,,,,,,,,,,,,
1,207,1845,1,5,4,8,1,9,9,1,5,0,2,5,1,5,2,3,2,2,2,2,5,8,2,3,2,1,2,3,2,3,3,3,3,4,1,2,3,2,0,6,7,1,1,1,4,2,2,2,1,2,2,2,2,2,2,1,2,3,1,1,4,4,4,4,4,,220,7184,5,1,4,4,2,2,2,4,1,1,2,3,1,2,2,1,2,2,2,2,2,1,4,3,1,2,2,0,2,5,4,4,2,4,2,4,4,2,4,1,1,6,5,2,2,3,2,5,0,20,50,2,3,1,1,2,2,1,4,4,1,1,2,2,3,2,2,5,5,3,,,,,,,,,,,,
1,207,1846,1,3,4,2,1,9,9,1,5,5,2,5,1,2,1,3,2,2,2,2,2,3,1,2,3,1,1,1,3,4,3,3,3,3,2,2,3,2,1,6,6,3,3,1,2,1,1,2,2,2,2,2,2,2,2,2,2,1,1,1,4,4,4,4,4,,220,7184,6,1,4,4,2,4,4,4,4,4,2,2,1,2,2,2,2,2,2,2,1,4,3,3,2,2,2,0,1,3,5,4,4,2,4,4,4,4,2,1,2,6,1,3,2,2,4,2,4,40,20,3,2,2,2,2,2,2,4,3,1,1,2,2,3,1,1,2,3,1,,,,,,,,,,,,
1,207,1847,1,3,5,5,1,9,9,1,5,5,2,1,2,2,0,2,2,2,2,3,5,8,1,2,2,0,2,2,2,3,3,3,1,3,2,2,2,2,1,1,8,3,3,1,5,2,2,2,1,2,2,2,2,2,2,1,2,1,2,3,4,4,4,2,3,,220,7184,7,1,3,4,2,2,2,2,2,2,2,3,2,2,1,2,2,2,2,2,2,1,3,3,2,2,2,0,3,3,2,4,2,4,2,4,4,4,4,1,3,6,1,3,2,3,2,4,5,60,50,2,0,2,3,2,2,1,3,2,1,1,1,1,2,2,2,2,3,1,,,,,,,,,,,,
1,207,1848,1,3,5,9,2,9,9,1,5,5,2,1,1,2,3,3,2,2,2,2,5,4,2,3,6,2,2,1,2,2,3,3,2,3,2,2,2,3,9,1,6,3,3,1,4,2,2,2,2,2,2,1,2,2,2,1,2,3,1,3,4,4,4,4,4,,220,7184,8,1,2,4,2,4,4,4,4,4,4,3,2,2,2,2,2,2,2,2,1,1,2,1,2,1,2,0,1,2,5,4,3,2,2,4,4,4,2,1,1,7,1,2,1,3,4,4,5,60,50,3,2,2,3,1,2,1,3,2,2,2,1,2,3,1,1,1,2,1,,,,,,,,,,,,
1,207,1849,1,3,4,2,1,9,9,1,5,6,2,5,1,4,3,3,3,2,2,1,5,6,1,2,4,2,2,1,2,1,2,3,3,3,3,2,2,2,9,2,6,1,1,1,3,2,2,2,2,2,2,2,2,2,2,1,2,2,1,1,4,2,1,4,4,,220,7184,9,1,4,4,2,3,3,4,2,3,3,1,2,1,2,2,2,2,2,2,2,0,3,3,2,2,1,1,2,1,2,4,4,4,4,4,4,4,4,2,3,5,2,2,2,1,4,4,5,80,50,5,2,1,1,2,1,1,3,3,3,2,1,2,2,2,2,5,3,1,,,,,,,,,,,,
1,207,1850,1,3,4,2,1,9,10,3,5,5,3,1,1,2,1,1,2,2,2,3,5,8,1,2,2,1,3,2,1,1,3,1,2,2,2,0,1,2,9,2,7,3,3,1,2,2,2,1,2,2,2,2,2,2,1,2,2,2,0,1,4,2,1,2,4,,220,7185,0,1,1,2,1,4,2,4,2,3,2,3,3,2,2,2,1,2,2,2,2,1,3,2,2,2,1,1,1,1,5,4,3,4,2,4,3,4,4,1,1,3,1,1,2,1,2,5,5,50,30,1,3,2,3,1,1,2,3,3,3,2,2,2,3,1,1,1,3,1,,,,,,,,,,,,
1,207,1851,1,3,4,1,1,9,9,1,5,5,1,1,2,3,1,3,2,2,2,2,2,10,1,4,4,1,1,2,3,1,3,1,3,3,2,5,2,4,1,6,6,3,3,1,3,1,2,2,2,1,2,2,2,2,2,2,2,3,1,1,4,4,3,4,4,,220,7185,1,1,4,4,4,4,4,4,4,3,4,1,2,2,2,2,2,2,2,2,1,4,1,1,2,2,1,2,3,2,5,4,3,3,4,4,4,4,4,1,1,5,2,2,2,3,4,4,5,80,70,3,3,2,1,1,1,2,3,2,1,1,2,2,3,2,2,2,2,1,,,,,,,,,,,,
