COL1,COL2,COL3,COL4,COL5,COL6,COL7,COL8,COL9,COL10,COL11,COL12,COL13,COL14,COL15,COL16,COL17,COL18,COL19,COL20,COL21,COL22,COL23,COL24,COL25,COL26,COL27,COL28,COL29,COL30,COL31,COL32,COL33,COL34,COL35,COL36,COL37,COL38,COL39,COL40,COL41,COL42,COL43,COL44,COL45,COL46,COL47,COL48,COL49,COL50,COL51,COL52,COL53,COL54,COL55,COL56,COL57,COL58,COL59,COL60,COL61,COL62,COL63,COL64,COL65,COL66,COL67,COL68,COL69,COL70,COL71,COL72,COL73,COL74,COL75,COL76,COL77,COL78,COL79,COL80,COL81,COL82,COL83,COL84,COL85,COL86,COL87,COL88,COL89,COL90,COL91,COL92,COL93,COL94,COL95,COL96,COL97,COL98,COL99
1,203,621,1,1,2,6,3,1,2,3,2,1,1,1,2,4,2,1,1,3,1,4,4,2,4,2,2,2,2,1,1,2,2,2,2,2,1,1,2,2,2,1,1,2,4,3,1,1,4,0,5,4,4,5,3,3,0,3,2,4,1,4,3,1,1,3,0,1,3,1,4,5,,220,3062,1,1,3,4,4,4,5,5,5,5,5,0,0,0,4,5,0,0,5,30,4,45,400
1,203,622,1,1,4,11,5,1,2,4,2,1,2,1,2,2,2,2,2,3,2,2,2,3,1,2,2,2,2,1,1,2,2,2,2,1,2,1,2,2,2,1,1,2,2,2,1,4,1,2,1,3,3,2,1,1,2,2,1,1,1,1,1,4,4,0,0,4,0,5,5,0,,220,3062,2,1,4,0,4,4,5,5,5,5,5,0,0,0,4,5,0,0,5,30,0,37,208
1,203,623,1,3,6,10,6,1,3,3,1,1,2,2,2,3,2,3,2,2,4,4,2,2,1,2,2,2,2,1,1,2,2,2,2,2,1,1,2,2,2,1,4,2,1,4,6,1,1,3,4,3,2,3,1,1,2,1,4,1,2,1,2,1,1,2,0,1,4,1,4,5,,220,3062,3,1,3,4,3,4,5,5,5,5,5,0,0,0,4,5,0,0,5,31,3,28,107
1,203,624,1,4,5,10,5,1,3,2,1,2,2,2,2,2,3,2,2,2,1,1,2,2,1,1,2,1,2,2,2,2,2,1,2,1,2,2,2,2,2,1,4,2,1,3,2,1,1,3,3,3,4,3,3,1,2,2,2,3,2,2,2,2,1,1,4,2,1,2,2,2,,220,3062,4,1,3,4,4,4,5,5,5,5,5,0,0,0,4,5,0,0,5,31,3,18,202
1,203,625,1,1,1,2,5,3,2,1,1,1,2,2,2,1,3,3,5,2,2,2,2,2,4,1,2,2,2,2,1,2,2,2,2,1,2,1,2,2,2,1,2,2,1,3,1,4,1,2,2,3,4,3,3,2,1,1,4,3,1,2,2,1,1,2,0,4,0,5,5,0,,220,3062,5,1,4,0,3,3,2,2,2,2,2,2,2,4,4,3,6,4,1,30,4,85,301
1,203,626,1,2,2,11,6,1,2,1,1,2,2,2,2,2,2,2,2,3,3,2,1,3,1,1,2,2,2,2,1,2,2,2,2,1,2,1,2,2,2,2,1,2,1,3,2,1,1,3,3,3,4,3,1,1,2,2,4,3,2,2,1,1,1,1,5,2,2,1,2,2,,220,3062,6,1,3,4,3,3,2,2,1,5,3,1,3,3,1,5,0,0,5,30,1,61,501
1,203,627,1,1,2,9,7,1,2,1,1,2,2,2,2,2,2,2,2,2,1,4,2,2,2,1,2,2,2,2,1,2,2,2,2,1,2,1,2,2,2,2,4,2,2,2,1,2,1,2,4,3,4,3,1,1,2,1,3,3,2,2,1,2,1,1,0,1,0,5,5,0,,220,3062,7,1,4,0,4,4,5,5,5,5,5,0,0,0,4,5,0,0,5,31,4,87,209
1,203,628,1,3,4,4,5,1,2,3,1,2,2,1,4,4,2,3,2,4,3,1,2,3,1,2,1,2,2,2,1,2,2,2,2,1,2,2,1,2,2,1,2,1,1,4,2,4,4,3,4,3,4,2,1,1,1,2,4,3,1,2,2,4,4,0,5,2,1,1,2,4,,220,3062,8,1,3,2,2,4,2,2,1,2,2,1,2,2,4,3,3,0,5,31,4,27,108
1,203,629,1,1,1,2,5,1,2,1,2,2,1,2,2,0,2,3,3,0,5,5,3,3,4,2,2,2,2,1,1,2,2,2,2,2,1,1,2,2,2,2,1,2,1,3,3,1,1,3,3,2,4,3,3,1,2,1,2,1,1,2,3,1,1,3,0,1,3,1,2,2,,220,3062,9,1,2,1,4,4,5,5,5,5,5,0,0,0,4,5,0,0,5,30,0,27,208
1,203,630,1,1,2,3,7,3,2,3,1,2,2,2,5,0,5,0,5,0,5,5,5,5,4,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,1,4,0,0,4,0,7,4,4,0,5,4,0,6,4,3,0,0,0,4,2,2,2,1,1,2,2,3,4,4,4,5,,220,3063,0,1,3,4,3,3,2,3,1,1,2,2,2,2,1,5,0,0,5,30,4,55,402
1,203,631,1,1,2,4,6,1,3,1,1,2,1,3,2,1,2,3,3,2,2,4,2,2,1,1,2,1,2,2,2,2,2,2,1,1,2,2,2,2,2,1,4,3,4,2,2,2,1,3,3,3,4,3,1,1,2,3,2,1,3,4,3,1,1,3,7,2,3,1,2,2,,220,3063,1,1,3,3,3,3,2,3,2,3,3,2,2,0,1,5,0,0,5,30,4,37,203
1,203,632,1,2,4,9,4,1,1,3,1,2,2,3,4,2,2,2,3,3,1,4,3,2,4,1,2,1,2,2,2,2,2,2,1,1,2,2,2,2,2,2,2,2,4,4,3,1,1,4,4,3,3,6,3,2,1,2,2,3,4,4,3,4,1,0,0,4,0,5,5,0,,220,3063,2,1,4,0,4,4,5,5,5,5,5,0,0,0,4,5,0,0,5,31,3,88,101
1,203,633,1,1,2,5,7,1,2,3,1,1,2,3,2,2,2,2,2,3,2,4,2,2,1,1,2,1,2,2,2,2,2,2,1,1,2,2,2,2,2,2,2,1,2,2,1,1,1,3,3,3,4,3,1,1,2,1,3,3,3,4,1,2,1,2,3,2,1,1,2,1,,220,3063,3,1,3,3,3,4,5,5,5,5,5,0,0,0,4,5,0,0,5,30,4,45,401
1,203,634,1,5,5,9,5,3,3,2,2,1,1,1,2,3,2,1,1,3,2,3,2,2,2,2,1,1,2,2,2,2,2,1,2,1,2,2,2,2,2,1,4,2,1,2,2,4,4,2,2,1,3,3,1,1,2,3,1,1,3,4,1,1,1,2,0,4,0,5,5,0,,220,3063,4,1,4,0,4,4,5,5,5,5,5,0,0,0,4,5,0,0,5,30,0,57,201
1,203,635,1,1,4,9,1,2,2,1,3,3,3,1,2,2,2,2,3,3,2,4,2,2,1,2,1,2,2,2,1,2,2,2,2,1,2,2,1,2,2,1,1,2,4,3,2,4,4,0,1,3,4,6,1,2,1,2,2,1,2,4,1,1,1,2,0,3,0,5,5,0,,220,3063,5,1,4,0,4,4,5,5,5,5,5,0,0,0,4,5,0,0,5,30,0,47,211
1,203,636,1,5,6,8,8,2,1,3,1,1,2,1,3,3,1,4,2,4,2,2,2,2,1,2,2,2,2,1,1,2,2,2,2,1,2,1,2,2,2,1,2,2,2,2,2,1,1,3,3,3,3,3,3,3,4,3,2,3,2,4,3,1,1,2,4,2,1,3,2,0,,220,3063,6,1,3,2,1,3,3,2,2,4,2,4,2,2,1,2,2,4,2,31,3,58,100
1,203,637,1,2,3,10,6,1,1,3,1,2,1,1,4,0,5,0,5,0,5,5,1,2,1,2,2,1,2,2,1,2,2,2,2,1,2,1,2,2,2,1,1,2,4,2,2,4,4,3,3,3,3,3,1,3,2,1,4,3,2,0,1,4,1,0,1,2,2,5,1,2,,220,3063,7,1,3,4,3,4,2,5,2,5,4,0,4,4,1,2,2,2,1,20,0,67,209
1,203,638,1,1,6,11,5,2,1,3,1,2,2,3,2,2,3,3,4,3,2,2,2,3,1,1,2,1,2,2,2,2,2,2,2,1,2,1,2,2,2,1,1,2,1,4,6,1,4,4,3,3,4,5,3,2,1,3,4,1,1,4,3,2,2,0,7,3,0,4,4,5,,220,3063,8,1,3,4,3,4,5,5,5,5,5,0,0,0,4,5,6,1,1,10,0,97,101
1,203,639,1,1,2,9,4,1,2,1,1,1,2,1,2,2,2,1,2,3,1,1,2,2,1,1,2,2,2,2,1,2,2,2,2,2,1,1,2,2,2,1,1,2,1,4,6,1,1,4,4,3,4,4,3,2,1,1,4,3,1,4,3,1,1,2,3,2,1,1,2,3,,220,3063,9,1,3,4,3,3,2,2,1,1,3,3,3,1,1,1,2,2,1,10,0,17,113
1,203,640,1,1,3,2,6,1,3,2,1,1,2,4,2,3,2,2,2,2,2,3,2,2,1,2,2,1,2,1,2,2,2,2,2,1,2,1,2,2,2,1,1,2,1,3,3,1,1,3,2,2,3,3,3,2,1,3,2,1,2,2,2,1,1,2,2,2,3,1,1,1,,220,3064,0,1,1,2,3,3,3,1,1,2,2,2,2,2,1,1,2,2,2,10,0,57,210
1,203,641,1,3,2,6,8,0,2,3,1,0,2,3,2,2,0,2,2,3,3,0,0,0,0,2,2,2,2,2,2,1,2,2,2,1,2,1,2,2,2,0,2,1,0,2,0,2,0,3,3,3,4,0,1,1,2,1,2,3,3,4,2,1,1,1,5,2,3,4,4,5,,220,3064,1,1,3,3,3,3,3,2,2,2,0,1,2,2,0,2,6,2,2,10,4,35,400
1,203,642,1,1,1,5,7,1,1,2,2,1,1,1,2,2,2,3,2,3,2,2,2,2,1,2,1,2,2,2,2,1,2,2,2,1,2,2,1,2,2,1,2,2,2,3,2,1,1,2,1,2,4,3,1,1,2,2,2,1,1,2,1,1,1,1,2,2,3,1,2,3,,220,3064,2,1,3,4,3,3,2,2,2,2,1,2,2,3,1,4,3,2,1,10,4,17,207
1,203,643,1,3,5,6,5,2,2,3,1,2,1,4,2,2,2,3,2,1,2,1,2,3,1,1,2,2,2,2,2,1,2,2,2,1,2,1,2,2,2,2,2,2,1,2,5,1,1,4,4,3,4,4,2,2,3,1,3,3,3,4,4,1,1,2,2,2,3,4,4,5,,220,3064,3,1,3,4,3,3,5,5,5,5,5,0,0,0,4,1,4,1,2,10,4,17,111
1,203,644,1,1,3,10,4,2,3,2,2,2,1,3,5,1,1,0,5,0,5,5,5,1,4,2,2,2,2,1,1,2,2,1,1,2,2,2,2,2,2,4,3,3,4,4,3,4,4,2,3,1,4,3,4,2,1,3,2,1,4,3,2,1,4,0,0,4,0,5,5,0,,220,3064,4,1,4,0,3,4,5,5,5,5,5,0,0,0,4,5,6,4,5,21,2,12,501
1,203,645,1,1,3,9,5,1,3,4,1,2,2,3,2,2,2,4,2,2,4,2,2,2,1,2,2,2,1,2,1,2,2,2,1,2,2,1,2,2,2,1,4,2,1,4,2,1,1,3,3,3,4,3,1,2,0,2,2,3,3,4,2,1,1,2,4,2,1,1,2,2,,220,3064,5,1,3,4,3,3,2,2,4,2,3,2,2,2,1,3,3,2,2,21,2,87,107
1,203,646,1,4,6,10,5,1,2,3,1,1,2,1,3,2,2,1,2,3,2,3,2,2,1,1,2,2,2,2,2,1,2,2,2,2,1,2,1,2,2,1,4,2,1,2,1,1,1,3,3,2,3,2,1,1,2,3,4,1,2,1,1,2,1,1,5,2,1,3,1,1,,220,3064,6,1,2,2,3,3,3,2,1,1,3,2,2,2,1,3,3,2,2,21,2,22,501
1,203,647,1,2,2,3,6,1,3,2,1,1,1,1,3,2,2,2,2,3,1,2,2,2,2,1,2,1,2,2,2,2,2,2,2,1,2,1,2,2,2,2,4,2,2,2,2,2,1,3,4,3,3,3,1,1,2,2,3,3,2,4,1,2,1,1,3,2,1,2,1,2,,220,3064,7,1,3,2,3,3,2,2,3,1,1,2,2,1,1,3,2,2,3,21,2,72,502
1,203,648,1,4,1,4,6,1,1,2,2,1,1,3,2,2,2,2,2,3,3,4,2,2,1,1,2,2,1,2,2,2,2,1,1,2,2,2,2,2,2,1,2,2,2,3,2,1,1,3,3,3,4,3,1,1,2,2,4,3,2,4,1,1,1,1,2,2,3,1,4,2,,220,3064,8,1,3,4,3,3,2,2,1,3,2,2,3,3,1,2,2,2,2,21,2,92,501
1,203,649,1,2,2,9,6,2,2,1,1,2,2,1,3,2,3,2,2,3,2,2,3,3,1,2,2,1,1,2,2,2,2,2,2,2,2,1,1,2,2,1,2,1,1,4,2,1,1,3,3,3,4,4,3,2,3,3,4,3,3,4,3,1,1,3,5,2,2,1,2,2,,220,3064,9,1,3,4,3,3,2,2,1,3,3,1,3,3,1,2,2,2,2,21,2,92,501
1,203,650,1,3,3,7,5,2,1,2,1,2,2,1,3,2,2,3,3,3,2,2,2,2,1,2,2,1,2,1,2,2,2,2,2,1,2,1,2,2,2,2,1,2,2,2,2,2,1,3,3,1,3,3,1,1,2,2,2,3,2,2,2,2,1,2,6,2,1,3,2,2,,220,3065,0,1,3,3,1,3,2,2,3,2,2,2,2,2,1,1,2,2,2,21,2,52,501
1,203,651,1,3,1,11,8,1,3,2,2,2,1,2,2,1,2,3,2,3,3,2,2,2,1,2,2,1,2,1,2,2,2,2,2,1,2,1,2,2,2,1,2,2,1,2,2,3,1,3,3,3,4,3,1,1,2,2,2,1,1,3,3,2,2,2,1,3,2,2,2,2,,220,3065,1,1,3,3,3,3,2,3,2,2,2,2,2,3,2,3,2,4,2,21,2,62,501
1,203,652,1,3,4,9,7,2,3,2,1,2,2,2,3,2,2,1,1,2,2,2,1,2,2,2,2,1,2,1,2,2,2,2,2,1,2,1,2,2,2,1,4,2,2,2,1,2,1,2,3,2,3,3,1,1,2,2,3,3,2,2,1,2,1,2,6,2,1,1,1,2,,220,3065,2,1,3,2,1,3,2,2,1,2,3,2,2,2,1,3,2,2,2,21,2,22,500
1,203,653,1,2,1,7,7,1,2,3,1,2,2,1,2,2,2,1,2,3,2,1,3,3,1,1,2,1,2,2,2,2,2,1,2,2,2,1,2,2,2,2,2,2,1,2,2,1,1,3,4,3,4,3,3,2,3,2,2,1,2,4,3,1,1,3,1,2,1,1,2,2,,220,3065,3,1,3,4,3,3,2,2,2,2,2,2,2,2,1,3,2,4,2,21,2,62,500
1,203,654,1,1,3,11,8,1,2,3,1,2,2,4,2,2,2,1,2,2,2,3,2,2,1,2,2,1,2,2,1,2,2,2,2,1,2,1,2,2,2,1,2,2,4,1,4,4,4,1,2,3,4,1,1,1,4,3,4,1,2,2,3,1,1,2,1,2,3,1,3,4,,220,3065,4,1,3,3,3,3,1,2,1,2,3,3,3,3,1,1,4,2,1,21,2,72,501
1,203,655,1,4,4,9,4,1,3,1,1,1,2,1,2,2,2,1,1,2,2,2,2,2,1,2,2,1,2,2,1,2,2,2,2,1,2,1,2,2,2,1,1,2,1,2,1,1,1,2,1,1,2,2,1,1,2,2,2,3,2,1,1,1,1,1,7,2,1,3,1,1,,220,3065,5,1,1,2,1,3,2,2,2,2,2,3,3,2,1,3,2,2,2,21,2,52,500
1,203,656,1,5,6,10,8,1,1,3,2,1,2,1,3,2,2,3,3,2,1,2,2,2,1,2,2,1,2,2,1,2,2,2,1,1,2,2,2,2,2,1,4,2,2,3,2,2,1,3,3,1,2,3,1,1,2,2,3,3,2,2,2,2,2,3,1,2,1,2,2,2,,220,3065,6,1,2,2,1,3,2,3,1,1,2,2,2,3,1,2,2,2,4,21,2,62,502
1,203,657,1,2,3,5,6,1,1,3,1,2,2,2,3,2,2,1,2,3,2,2,2,2,1,2,2,1,2,2,1,2,2,2,2,1,2,1,2,2,2,2,1,2,1,3,4,2,2,4,2,3,3,4,1,1,3,2,2,3,2,3,3,1,2,2,2,2,1,2,2,2,,220,3065,7,1,3,2,3,3,3,2,1,2,2,2,0,0,1,2,2,5,2,21,2,32,502
1,203,658,1,5,3,9,5,1,2,1,1,2,1,2,2,2,2,3,2,3,1,2,2,2,2,2,2,1,2,2,1,2,2,2,2,1,2,1,2,2,2,1,1,1,2,2,3,1,1,3,3,3,3,2,3,1,2,1,4,3,1,4,1,1,1,1,2,2,1,2,1,2,,220,3065,8,1,3,4,3,3,2,2,2,3,2,2,2,2,1,2,2,2,2,21,2,12,500
1,203,659,1,1,4,5,6,1,1,3,1,1,2,2,3,2,2,2,1,3,2,2,2,2,2,2,2,1,2,2,1,2,2,2,1,1,2,2,2,2,2,2,2,1,1,2,2,2,1,3,3,2,3,3,2,1,2,1,3,3,2,1,1,2,1,2,5,2,1,2,1,2,,220,3065,9,1,3,2,4,3,2,2,1,3,2,2,2,3,2,2,2,2,5,21,2,52,501
1,203,660,1,3,3,8,8,1,2,1,2,2,1,1,2,2,2,1,2,3,3,3,2,2,2,1,2,2,2,2,1,2,2,2,2,1,1,2,2,2,2,1,2,1,2,2,2,1,1,3,3,3,4,3,2,1,2,3,2,3,2,3,2,1,1,3,3,2,1,2,3,0,,220,3066,0,1,3,4,3,2,2,1,2,2,3,1,1,0,4,3,5,2,1,21,2,42,500
1,203,661,1,5,3,11,4,1,3,1,1,2,2,4,3,2,2,4,3,4,2,1,2,2,1,1,2,2,2,2,1,2,2,2,2,1,2,1,2,2,2,1,2,2,1,1,6,1,1,1,4,3,2,1,1,2,1,1,4,3,1,4,3,1,1,2,5,3,4,4,4,5,,220,3066,1,1,3,4,3,3,4,4,4,4,4,4,4,4,1,2,6,1,1,21,2,82,501
1,203,662,1,2,4,10,4,1,3,4,1,1,2,1,2,2,2,0,5,3,2,2,2,2,1,2,2,1,2,1,2,2,2,1,2,2,2,2,1,2,2,4,1,2,4,2,1,4,4,2,1,1,3,2,1,1,2,1,0,3,2,1,1,4,4,1,6,3,2,2,2,2,,220,3066,2,1,3,2,4,3,2,2,2,2,2,2,3,3,4,4,1,2,5,21,4,37,209
1,203,663,1,1,3,1,5,1,3,1,1,2,2,1,1,2,3,3,2,3,1,1,2,2,1,1,2,1,2,2,2,2,2,1,2,2,2,1,2,2,2,2,2,2,1,2,1,3,1,3,2,3,4,3,1,1,2,2,1,3,2,1,2,1,1,3,5,2,3,1,2,4,,220,3066,3,1,3,2,3,3,4,4,4,4,4,4,4,4,1,1,3,1,1,21,4,37,201
1,203,664,1,1,1,9,4,3,1,1,1,1,2,1,2,2,2,2,2,2,1,2,2,2,1,1,2,1,2,2,2,2,2,1,2,1,2,2,2,2,2,1,4,2,2,3,1,1,1,2,2,3,4,2,1,1,2,1,4,3,2,4,2,1,1,1,6,2,2,3,1,2,,220,3066,4,1,3,2,3,3,2,2,1,2,2,2,2,2,1,1,1,2,1,21,4,57,111
1,203,665,1,2,4,4,3,1,3,2,2,1,1,2,2,2,2,3,3,3,2,2,1,2,1,2,2,1,2,2,1,2,2,2,2,1,2,1,2,2,2,4,2,2,1,4,3,1,1,4,3,3,4,3,3,2,2,3,1,3,4,0,0,4,4,0,0,4,0,5,5,0,,220,3066,5,1,4,0,4,4,5,5,5,5,5,0,0,0,4,2,5,1,1,21,4,78,202
1,203,666,1,2,4,10,4,1,3,4,3,3,3,0,5,0,5,0,5,0,5,5,5,5,4,1,2,2,2,2,1,2,2,2,2,1,2,1,2,2,2,1,2,2,1,2,7,4,4,0,5,4,0,2,1,1,2,1,4,3,1,3,2,1,1,2,3,1,3,4,4,5,,220,3066,6,1,3,4,3,3,4,4,4,4,4,4,4,4,1,3,6,2,1,20,3,21,103
1,203,667,1,1,2,5,5,1,1,3,1,2,2,2,2,2,1,4,4,2,2,3,4,2,1,2,1,2,2,2,1,2,2,2,2,2,1,2,1,2,2,1,1,2,2,4,6,1,1,1,4,3,4,1,1,1,1,2,4,3,1,4,2,1,1,1,3,2,2,2,1,2,,220,3066,7,1,3,1,1,3,4,3,1,2,2,4,2,3,2,3,1,5,2,20,3,71,201
1,203,668,1,1,4,6,6,1,3,4,1,1,2,4,3,4,2,2,2,3,2,2,2,2,1,2,1,2,2,2,1,2,2,2,2,2,2,2,2,2,1,1,2,2,1,4,6,1,1,3,3,3,4,3,1,1,2,2,4,3,3,4,4,1,2,0,6,2,2,1,1,5,,220,3066,8,1,3,2,3,3,2,2,3,2,2,2,3,3,1,3,2,2,2,20,3,51,200
1,203,669,1,1,4,2,5,4,0,2,2,2,1,1,5,0,5,0,5,0,5,5,5,5,4,2,2,2,2,1,1,2,2,2,2,1,2,2,1,2,2,1,1,2,3,3,2,1,4,2,2,2,4,4,1,2,4,4,2,2,2,3,5,4,3,5,2,2,3,2,1,1,,220,3066,9,1,3,2,3,3,5,5,5,5,5,0,0,0,1,1,1,1,1,20,3,31,202
1,203,670,1,2,5,5,7,1,1,3,1,1,2,2,3,2,2,1,2,3,2,2,2,2,2,2,2,2,2,2,1,1,2,2,1,1,2,2,2,2,2,1,2,3,4,2,2,1,2,4,2,3,3,3,1,1,4,4,2,2,2,2,2,1,2,1,5,2,1,1,1,2,,220,3067,0,1,3,2,1,3,2,1,1,2,2,2,3,3,1,4,2,2,2,20,3,11,102
1,203,671,1,1,3,10,4,1,2,3,1,2,1,1,5,2,4,2,5,3,5,2,1,2,4,2,2,2,2,1,2,1,2,1,2,2,1,2,2,2,2,1,4,3,4,2,7,4,4,0,5,4,0,6,4,3,0,0,0,4,2,1,1,3,1,3,2,2,1,2,1,2,,220,3067,1,1,3,1,3,3,4,2,2,2,3,4,0,1,1,4,4,5,1,20,3,91,200
1,203,672,1,4,3,10,5,1,0,2,1,2,3,1,2,3,3,2,3,3,2,2,1,2,1,2,2,2,2,1,2,1,2,2,2,2,2,1,1,2,2,1,1,2,1,2,1,1,1,2,1,3,4,2,1,1,2,2,2,3,2,2,1,1,1,2,7,2,1,1,1,1,,220,3067,2,1,3,2,3,3,2,2,1,2,2,2,3,2,1,1,2,4,2,20,3,81,200
1,203,673,1,1,3,7,5,2,2,4,1,2,1,4,3,3,3,3,3,3,3,2,3,2,1,2,2,1,2,2,2,1,2,1,2,1,2,2,2,2,2,4,2,1,1,3,1,1,1,3,1,3,4,3,1,1,1,2,1,1,2,3,2,1,1,3,6,2,2,1,2,2,,220,3067,3,1,3,2,3,3,3,3,2,3,3,2,3,3,1,3,3,4,1,20,3,31,202
1,203,674,1,3,3,9,4,1,2,3,1,2,1,2,1,3,3,2,2,1,1,1,1,2,2,1,2,2,2,2,2,1,2,1,1,2,2,2,2,2,2,2,4,2,1,3,2,1,1,3,2,3,4,1,3,1,1,2,4,3,1,4,3,1,1,1,2,1,5,4,4,5,,220,3067,4,1,3,4,3,3,2,2,1,1,2,2,1,3,1,3,6,4,2,20,3,21,202
1,203,675,1,2,3,6,5,1,2,1,1,2,2,1,3,2,4,0,3,3,1,3,1,3,2,1,2,2,2,2,2,1,2,2,1,2,2,2,2,1,2,1,1,2,1,2,1,4,4,2,1,1,2,2,1,1,2,1,2,3,1,1,1,1,1,1,1,2,1,2,1,1,,220,3067,5,1,3,1,1,3,2,4,1,2,3,2,2,0,1,1,1,2,1,20,3,61,201
1,203,676,1,1,4,10,1,1,0,1,3,3,2,4,2,2,2,1,1,3,1,2,1,5,4,2,1,2,2,2,2,1,2,2,2,1,2,2,2,1,2,2,1,2,2,1,5,1,4,1,4,3,4,1,3,2,1,0,0,3,3,4,5,2,2,0,2,2,1,1,1,1,,220,3067,6,1,3,4,1,4,5,5,5,5,5,0,0,0,4,4,5,5,1,20,3,71,200
1,203,677,1,2,3,8,5,1,2,1,1,1,2,4,2,2,2,3,3,3,4,4,2,2,2,2,2,1,1,2,2,2,2,1,1,2,2,2,2,2,2,1,4,3,1,3,1,1,1,3,4,3,3,5,1,2,3,2,4,3,1,3,3,1,1,3,7,2,1,3,1,3,,220,3067,7,1,4,4,2,4,1,2,2,2,3,4,2,3,4,2,1,4,2,20,3,71,202
1,203,678,1,1,3,3,5,1,3,1,1,2,2,1,3,2,3,3,3,2,2,2,2,3,1,1,2,2,1,2,2,2,2,2,2,2,1,1,2,2,2,1,1,3,1,3,2,4,4,3,1,3,4,3,1,1,2,2,2,3,1,4,0,4,4,0,6,2,1,1,1,1,,220,3067,8,1,3,2,3,3,2,2,2,4,3,2,3,3,1,2,2,4,1,20,3,41,202
1,203,679,1,4,4,7,3,1,2,4,3,3,3,4,2,2,2,2,2,2,2,2,2,2,1,1,2,2,1,2,2,2,2,1,2,2,2,1,2,2,2,2,4,2,1,4,6,1,4,1,4,3,4,1,3,3,1,2,4,4,1,3,3,1,1,2,1,1,3,1,2,2,,220,3067,9,1,3,2,1,3,2,2,1,2,2,3,2,1,1,3,2,2,1,20,3,71,103
1,203,680,1,3,4,5,5,1,1,2,1,2,1,3,2,2,3,2,2,3,1,2,2,2,2,1,2,2,2,1,2,2,2,1,2,2,1,2,2,2,2,1,1,1,1,3,2,2,1,3,1,3,3,3,1,1,2,3,1,1,2,3,1,2,1,1,2,2,1,1,1,2,,220,3068,0,1,3,4,3,3,2,3,1,3,4,3,3,3,1,2,2,2,1,20,3,31,102
1,203,681,1,1,3,10,4,1,3,1,2,2,1,1,5,2,5,1,4,3,2,2,5,2,1,1,2,2,2,1,2,2,2,2,1,2,2,2,2,1,2,2,2,2,1,2,1,1,1,3,3,3,4,3,1,1,2,2,2,3,2,2,2,2,1,2,7,2,1,2,2,2,,220,3068,1,1,3,2,1,3,2,2,2,2,2,2,4,4,1,3,2,4,2,20,3,31,201
1,203,682,1,3,4,9,7,2,3,1,1,2,2,4,2,2,2,4,3,3,2,4,3,2,1,1,2,2,2,1,2,2,2,2,2,1,2,1,2,2,2,1,2,3,1,4,6,1,1,1,4,3,3,1,3,2,1,4,4,4,3,4,3,1,1,3,3,2,3,1,3,3,,220,3068,2,1,3,4,3,3,4,4,4,4,4,4,4,4,1,5,3,1,1,20,3,71,103
1,203,683,1,5,4,3,6,2,2,3,1,1,2,3,3,2,2,3,2,3,2,2,2,2,1,1,2,2,2,1,2,2,2,2,2,1,2,1,2,2,2,1,1,2,1,2,1,1,1,3,4,3,2,3,1,1,1,2,2,3,1,4,3,1,1,2,6,1,5,4,4,2,,220,3068,3,1,3,4,3,3,4,4,4,4,4,4,4,4,1,1,6,4,2,20,3,91,103
1,203,684,1,1,2,2,5,2,2,1,2,1,1,2,4,4,3,4,3,3,2,2,3,2,2,2,1,2,2,1,2,2,2,2,1,2,2,2,2,1,2,1,2,2,1,4,1,1,1,3,4,3,4,2,1,2,2,2,3,3,1,4,2,1,1,2,6,2,5,1,4,5,,220,3068,4,1,3,4,3,3,4,4,4,4,4,4,4,4,1,1,6,1,1,20,3,11,201
1,203,685,1,2,4,11,4,1,2,1,1,2,3,1,3,3,5,2,1,3,4,2,2,2,2,2,2,1,2,1,2,2,2,1,2,2,2,2,1,2,2,1,1,2,1,2,1,1,1,2,1,1,2,3,1,1,2,2,2,3,2,2,1,1,1,2,1,2,1,2,1,2,,220,3068,5,1,2,1,3,3,2,2,1,1,2,3,3,3,1,3,2,1,2,20,3,61,200
1,203,686,1,3,4,5,3,1,3,4,2,1,2,1,2,2,2,2,2,2,2,2,2,2,1,2,2,1,2,1,2,2,2,1,2,1,2,2,2,2,2,1,1,1,1,2,1,1,1,3,2,2,4,3,3,1,2,1,4,3,2,4,3,1,1,2,0,2,3,1,2,2,,220,3068,6,1,3,4,3,3,2,2,2,2,2,2,2,2,1,1,2,2,1,20,3,57,123
1,203,687,1,3,4,10,4,1,1,3,1,1,2,1,2,2,2,2,2,2,2,2,2,2,1,1,2,2,1,2,2,2,2,2,1,2,2,1,2,2,2,1,4,3,2,3,1,1,1,3,1,3,4,4,1,1,2,3,4,3,2,2,2,3,1,1,2,1,5,3,1,2,,220,3068,7,1,3,4,3,3,2,2,2,2,2,2,2,2,1,3,3,2,1,20,3,21,102
1,203,688,1,3,4,3,6,1,2,1,2,1,1,2,2,2,2,4,1,2,2,1,2,2,1,1,2,1,2,2,2,2,2,1,1,2,2,2,2,2,2,2,2,1,2,3,2,1,1,3,2,3,4,3,1,1,2,3,4,1,1,4,3,2,1,2,1,2,2,2,2,2,,220,3068,8,1,3,2,3,3,2,1,2,2,1,2,2,2,1,3,3,2,2,20,3,51,102
