COL1,COL2,COL3,COL4,COL5,COL6,COL7,COL8,COL9,COL10,COL11,COL12,COL13,COL14,COL15,COL16,COL17,COL18,COL19,COL20,COL21,COL22,COL23,COL24,COL25,COL26,COL27,COL28,COL29,COL30,COL31,COL32,COL33,COL34,COL35,COL36,COL37,COL38,COL39,COL40,COL41,COL42,COL43,COL44,COL45,COL46,COL47,COL48,COL49,COL50,COL51,COL52,COL53,COL54,COL55,COL56,COL57,COL58,COL59,COL60,COL61,COL62,COL63,COL64,COL65,COL66,COL67,COL68,COL69,COL70,COL71,COL72,COL73,COL74,COL75,COL76,COL77,COL78,COL79,COL80,COL81,COL82,COL83,COL84,COL85,COL86,COL87,COL88,COL89,COL90,COL91,COL92,COL93,COL94,COL95,COL96,COL97,COL98,COL99
1,203,292,1,5,5,9,7,1,1,3,1,2,2,2,2,2,1,1,1,3,2,2,2,2,2,2,2,1,2,2,1,2,2,2,2,1,2,1,2,2,2,1,1,3,2,2,4,1,2,4,4,3,4,4,2,2,3,3,1,4,2,4,3,1,2,4,6,2,1,2,2,3,,220,3029,2,1,3,4,3,3,2,2,2,2,2,2,2,1,1,1,3,4,1,11,3,68,101
1,203,293,1,4,3,9,7,1,3,2,1,2,1,2,2,2,2,1,2,3,2,2,3,2,2,2,2,1,2,2,1,2,2,2,2,1,2,1,2,2,2,2,1,2,2,3,2,1,1,3,3,2,3,3,1,1,2,2,2,3,2,2,2,1,1,1,2,2,1,1,3,3,,220,3029,3,1,3,3,3,3,3,2,4,2,4,4,4,4,1,1,3,2,2,11,3,68,209
1,203,294,1,3,6,9,6,1,1,3,2,1,1,2,2,2,2,1,2,2,1,1,2,2,1,2,2,1,2,2,1,2,2,2,2,1,2,1,2,2,2,1,4,2,2,2,2,2,1,3,3,2,3,3,1,1,2,2,2,3,2,3,3,2,1,2,5,2,3,1,2,3,,220,3029,4,1,3,3,3,3,2,1,1,2,2,2,1,3,1,2,3,2,2,11,3,28,102
1,203,295,1,4,3,12,5,1,1,2,1,2,2,4,1,3,2,2,1,2,1,1,3,3,1,2,2,1,2,2,1,2,2,2,2,1,2,1,2,2,2,1,1,2,4,1,6,1,1,1,1,3,4,1,2,2,4,3,1,1,3,4,5,1,2,0,1,3,5,3,2,3,,220,3029,5,1,3,4,3,3,2,3,1,2,1,1,2,2,1,1,3,2,2,11,3,68,103
1,203,296,1,4,6,9,5,1,2,1,1,2,2,4,2,2,2,2,2,3,3,1,3,3,2,2,2,1,2,2,1,2,2,2,1,1,2,2,2,2,2,1,2,1,2,4,3,2,1,4,3,3,3,4,3,2,1,2,2,1,1,1,3,1,1,3,3,2,1,2,2,3,,220,3029,6,1,3,3,3,3,3,4,1,2,3,1,3,2,1,2,2,2,2,11,3,68,104
1,203,297,1,5,4,9,6,1,2,4,1,2,2,1,2,4,2,2,2,3,2,4,2,2,1,2,2,1,2,2,1,2,2,2,2,1,2,1,2,2,2,2,1,1,2,2,2,1,1,2,3,3,4,2,1,1,0,0,2,1,2,2,1,2,1,1,1,2,1,2,2,2,,220,3029,7,1,3,2,3,3,2,2,2,2,3,1,4,2,1,3,2,2,3,11,3,18,200
1,203,298,1,2,6,8,5,2,1,2,2,1,2,1,0,2,4,1,1,3,1,1,3,3,2,2,2,1,2,2,1,2,2,2,1,2,2,2,1,2,2,1,2,1,4,2,1,4,4,2,1,1,2,2,1,1,2,3,1,1,2,4,1,1,4,1,1,0,3,1,3,4,,220,3029,8,1,3,2,1,4,3,2,3,3,5,3,0,1,4,2,6,1,1,11,3,18,107
1,203,299,1,4,2,7,6,1,2,1,1,2,2,1,2,2,2,2,2,3,1,2,2,2,1,2,2,1,2,2,1,2,2,2,2,1,2,1,2,2,2,2,1,2,1,2,1,2,1,2,2,3,4,2,1,1,2,1,2,3,2,4,1,2,1,1,6,2,2,3,2,2,,220,3029,9,1,3,4,3,3,1,3,1,2,2,2,2,3,1,3,2,2,2,11,3,68,204
1,203,300,1,5,4,4,7,1,1,3,1,1,2,1,2,2,3,3,2,2,1,1,3,3,1,2,2,1,2,2,1,2,2,2,2,1,2,2,1,2,2,1,2,2,2,2,2,2,1,2,1,1,4,3,1,1,2,2,1,3,2,4,3,1,2,3,3,2,2,1,2,2,,220,3030,0,1,2,2,3,3,1,2,1,2,3,2,2,3,1,1,3,2,1,11,3,38,106
1,203,301,1,3,2,5,7,1,1,3,1,2,2,1,2,1,1,1,2,3,2,1,3,2,1,2,2,1,2,2,1,2,2,2,2,1,2,1,2,2,2,1,2,2,2,2,2,1,1,2,2,1,4,2,1,1,2,2,2,1,1,2,3,2,1,2,4,2,1,3,1,1,,220,3030,1,1,3,1,3,3,2,2,2,2,2,2,3,3,1,4,2,2,3,11,3,48,202
1,203,302,1,4,2,7,6,1,1,3,1,1,2,1,2,1,3,2,1,2,1,4,2,2,1,2,2,1,2,2,1,2,2,2,2,1,2,1,2,2,2,2,1,2,2,2,2,4,3,2,3,3,4,2,1,1,4,2,2,1,3,1,1,2,1,1,0,1,2,1,2,3,,220,3030,2,1,3,2,4,3,3,2,4,4,2,2,1,1,1,3,3,5,3,11,3,98,201
1,203,303,1,3,2,6,1,3,0,1,1,3,2,1,4,4,3,4,2,3,4,4,3,2,1,2,2,1,2,2,1,2,2,2,2,1,2,1,2,2,2,1,2,2,1,2,2,4,4,3,1,1,4,3,1,1,2,3,2,3,3,4,5,1,3,4,2,2,2,3,2,2,,220,3030,3,1,3,2,3,3,2,2,2,2,2,2,3,3,1,2,3,2,2,11,3,68,203
1,203,304,1,4,3,7,6,1,1,2,1,1,2,2,3,3,1,1,1,2,2,1,4,2,1,2,2,1,2,2,1,2,2,2,1,2,2,1,2,2,2,1,2,3,1,3,1,1,1,3,3,1,4,3,1,1,2,2,1,1,2,2,3,1,1,3,7,3,2,2,2,2,,220,3030,4,1,3,3,3,3,2,2,1,2,3,2,2,2,1,3,3,2,2,11,3,48,208
1,203,305,1,4,2,7,7,2,2,3,1,2,2,3,2,2,3,3,2,2,1,1,2,2,2,2,2,1,2,2,1,2,2,2,1,2,2,1,2,2,2,1,4,2,2,4,6,1,1,1,4,3,4,1,3,2,1,1,3,3,3,4,2,1,1,2,1,2,2,3,1,1,,220,3030,5,1,3,2,1,3,2,2,1,2,2,2,2,3,1,2,2,2,3,11,3,18,210
1,203,306,1,4,3,4,6,1,1,2,1,2,1,2,2,2,2,3,2,3,2,2,2,2,1,2,2,1,2,2,1,2,2,2,2,1,2,1,2,2,2,1,2,2,1,3,2,1,1,3,2,1,3,3,1,1,2,2,2,1,2,2,1,2,1,1,3,2,1,2,2,3,,220,3030,6,1,3,3,3,3,2,2,1,2,2,2,2,1,1,2,3,2,2,11,3,88,205
1,203,307,1,0,3,4,7,1,0,4,1,1,2,2,2,2,2,4,3,2,2,2,3,2,1,2,2,1,2,2,1,2,2,2,2,1,2,1,2,2,2,1,1,2,1,3,3,3,1,3,3,3,3,3,1,1,2,2,4,1,2,2,1,3,1,2,1,2,1,2,1,2,,220,3030,7,1,3,2,1,3,2,1,2,2,3,3,2,3,1,2,2,2,2,11,3,48,205
1,203,308,1,4,2,3,6,1,1,3,1,2,2,2,2,2,2,2,3,2,1,2,2,2,1,2,2,1,2,2,1,2,2,2,2,1,2,1,2,2,2,1,1,2,2,2,2,1,1,3,3,3,4,3,1,1,2,1,2,3,2,2,1,2,1,1,3,2,1,2,1,1,,220,3030,8,1,3,2,3,3,2,2,1,3,3,1,2,3,1,2,1,2,3,11,3,78,200
1,203,309,1,1,4,4,6,1,3,2,1,1,1,2,2,2,2,3,2,2,2,2,3,3,1,2,2,1,2,2,1,2,2,2,2,1,2,1,2,2,2,2,2,1,1,3,1,1,1,3,1,3,4,3,1,1,2,2,2,3,2,2,2,1,1,2,2,2,1,2,1,2,,220,3030,9,1,3,2,3,3,2,2,2,2,2,2,2,2,1,1,2,2,5,11,3,68,202
1,203,310,1,3,1,5,6,1,2,1,2,1,1,1,2,2,2,4,3,3,2,4,2,3,1,1,2,2,2,2,1,2,2,2,1,2,2,1,2,2,2,2,1,1,2,2,1,2,1,2,3,3,4,2,1,1,2,1,1,1,3,4,2,2,1,1,1,2,1,1,2,2,,220,3031,0,1,3,4,3,3,2,1,2,2,2,2,1,3,1,3,2,2,2,11,3,58,207
1,203,311,1,4,3,8,7,1,2,3,1,2,1,3,2,2,2,2,1,2,1,2,2,2,2,1,2,2,2,2,1,2,2,2,1,1,2,2,2,2,2,1,1,1,2,4,3,1,1,3,4,3,3,6,4,3,0,0,0,4,2,4,3,4,1,3,6,2,2,2,2,3,,220,3031,1,1,3,3,3,3,2,2,1,2,3,2,2,2,4,3,3,5,5,11,3,58,202
1,203,312,1,4,3,4,5,1,1,2,1,1,2,2,2,2,2,2,2,3,2,2,3,3,1,1,2,2,2,2,1,2,2,2,2,1,1,2,2,2,2,2,1,2,4,4,1,1,1,1,4,2,3,3,1,2,2,2,2,1,2,2,2,1,1,2,3,2,2,1,2,2,,220,3031,2,1,3,4,3,3,2,2,2,3,3,2,2,3,1,1,3,2,2,11,3,58,203
1,203,313,1,3,2,5,6,1,2,1,2,2,1,3,3,2,2,3,2,3,2,4,3,3,1,2,2,1,2,2,1,2,2,2,2,1,2,1,2,2,2,1,2,1,1,4,2,1,1,3,4,3,4,3,1,1,2,3,2,3,3,4,2,1,1,2,3,2,1,1,2,2,,220,3031,3,1,3,3,3,3,3,1,2,3,2,1,2,2,1,2,3,2,2,11,3,38,204
1,203,314,1,4,2,5,6,1,1,2,1,2,2,3,2,3,2,2,2,3,2,1,2,2,1,2,2,1,2,2,1,2,2,2,2,1,2,1,2,2,2,2,2,1,4,4,3,1,1,3,3,3,4,3,3,1,1,2,3,3,1,4,3,1,1,1,3,2,2,3,2,2,,220,3031,4,1,3,4,3,3,2,4,1,2,3,2,2,3,1,3,2,5,5,11,3,18,206
1,203,315,1,4,4,5,7,1,3,2,1,2,1,4,3,2,2,2,2,2,2,2,2,2,1,2,2,1,2,2,1,2,2,2,2,1,2,1,2,2,2,1,3,2,1,2,5,1,2,5,2,3,2,5,2,2,3,1,3,3,2,2,4,2,2,2,6,2,1,3,2,2,,220,3031,5,1,1,2,3,3,2,2,2,2,2,2,2,2,1,3,2,2,2,11,3,28,202
1,203,316,1,3,3,4,6,1,2,1,1,2,2,2,4,2,2,2,2,2,2,2,3,3,1,2,2,1,2,2,1,2,2,2,1,1,2,2,2,2,2,4,3,3,1,2,1,1,1,3,3,3,4,3,3,2,2,2,2,1,2,3,3,3,1,2,5,3,4,4,4,5,,220,3031,6,1,3,4,3,3,1,1,1,1,1,1,1,1,1,1,4,1,2,11,3,78,106
1,203,317,1,5,3,4,6,1,2,3,1,1,2,2,2,4,2,2,2,3,2,4,2,2,1,2,2,1,2,2,1,2,2,2,2,1,2,1,2,2,2,2,1,1,1,2,2,2,1,3,3,3,4,2,1,1,2,2,2,1,2,3,2,2,1,1,5,2,1,1,2,3,,220,3031,7,1,3,3,3,3,2,2,2,2,4,1,3,2,1,2,3,2,2,11,3,58,210
1,203,318,1,4,2,6,5,1,1,3,1,3,3,0,2,2,2,4,2,2,2,2,2,2,1,2,2,1,2,2,1,2,2,2,2,1,2,2,1,2,2,1,2,1,1,3,1,1,1,3,3,2,4,3,1,1,2,1,2,1,2,4,2,2,2,2,2,2,2,1,2,2,,220,3031,8,1,3,2,3,4,3,2,4,2,2,1,2,2,1,3,2,2,3,11,3,18,205
1,203,319,1,0,6,9,6,1,1,2,2,2,1,1,2,2,1,1,4,2,1,3,2,2,1,1,2,2,2,2,1,2,2,2,2,1,2,1,2,2,2,1,2,2,2,3,2,1,1,3,4,3,3,3,1,2,0,2,1,1,2,4,3,1,1,2,4,2,3,1,3,3,,220,3031,9,1,3,4,3,3,4,4,4,4,3,3,3,3,1,1,6,1,5,11,3,18,101
1,203,320,1,4,3,8,7,1,3,2,2,2,1,1,2,2,2,1,1,2,2,2,3,2,1,1,2,2,2,2,1,2,2,2,2,1,2,1,2,2,2,2,2,1,1,2,1,1,1,3,3,3,4,2,1,1,2,2,2,3,2,2,2,2,1,2,4,2,1,2,2,2,,220,3032,0,1,3,2,3,3,2,1,1,2,2,2,2,2,1,3,2,2,2,11,3,18,205
1,203,321,1,4,3,7,6,1,3,2,2,2,1,1,3,2,2,1,2,3,2,2,2,2,1,1,2,2,2,2,1,2,2,2,2,1,2,1,2,2,2,2,1,2,2,3,1,1,1,3,2,3,4,3,1,1,2,1,3,3,2,4,2,2,1,2,6,2,1,2,2,1,,220,3032,1,1,3,4,3,3,2,2,2,3,3,3,2,3,1,3,2,2,1,11,3,28,207
1,203,322,1,3,2,7,6,1,1,3,1,2,1,1,2,2,3,3,2,2,2,1,2,2,1,1,2,2,2,2,1,2,2,2,2,1,2,1,2,2,2,1,2,2,1,2,2,1,1,2,3,3,4,3,1,1,2,2,2,3,2,1,1,1,1,1,4,1,1,2,2,2,,220,3032,2,1,3,2,3,3,2,2,1,2,1,1,3,2,1,2,2,2,1,11,3,58,208
1,203,323,1,4,4,12,8,1,0,4,2,1,1,1,2,2,2,3,5,2,1,5,2,2,2,1,2,2,2,2,1,2,2,2,2,1,2,1,2,2,2,1,4,2,2,2,2,2,2,3,3,3,3,3,1,1,2,2,2,3,2,3,5,1,2,0,7,1,1,2,2,2,,220,3032,3,1,3,2,1,4,2,2,3,2,2,4,2,2,1,3,2,2,3,11,3,68,206
1,203,324,1,4,3,4,7,1,1,3,1,1,2,1,4,2,2,1,2,2,2,2,2,2,1,1,2,2,2,2,1,2,2,2,2,1,2,1,2,2,2,1,1,2,2,3,3,1,1,3,2,3,4,3,1,3,2,2,2,3,2,3,2,2,1,1,7,2,1,2,3,3,,220,3032,4,1,3,2,3,1,3,2,2,2,4,1,2,1,1,1,3,2,1,11,3,28,203
1,203,325,1,0,4,4,6,1,2,3,1,2,1,4,2,2,2,3,2,2,2,2,2,2,1,1,2,2,2,2,1,2,2,2,2,1,2,1,2,2,2,1,1,2,1,3,6,1,1,3,1,3,4,3,1,1,2,1,4,3,2,4,3,1,1,2,2,2,1,2,2,2,,220,3032,5,1,3,4,3,3,2,2,1,2,3,2,2,2,1,3,2,1,1,11,3,58,205
1,203,326,1,3,1,3,5,1,3,2,2,2,2,2,4,2,2,2,2,3,2,2,2,2,1,1,2,1,2,2,2,2,2,1,2,1,2,2,2,2,2,2,1,1,1,4,1,1,1,3,3,3,4,3,1,1,1,1,3,3,3,4,1,1,1,1,1,2,1,2,1,2,,220,3032,6,1,3,2,3,3,2,2,2,2,2,2,2,2,1,2,1,2,2,11,3,18,210
1,203,327,1,0,6,10,6,1,1,2,1,1,1,3,2,2,3,4,4,4,1,4,2,2,1,1,2,1,2,2,2,2,2,1,2,1,2,2,2,2,2,1,1,2,1,4,3,1,1,4,3,2,3,3,1,1,2,3,4,1,2,3,3,1,1,2,0,2,3,1,4,2,,220,3032,7,1,3,3,3,4,2,4,4,4,2,2,2,2,4,2,3,2,1,11,3,38,101
1,203,328,1,5,4,3,6,1,1,4,1,2,2,3,2,2,2,4,1,2,4,4,2,2,2,1,2,1,2,2,2,2,2,2,1,1,2,2,2,2,2,1,1,2,1,3,2,1,1,3,3,3,3,2,1,1,4,1,2,1,2,3,3,1,2,1,1,2,1,2,2,2,,220,3032,8,1,3,2,1,3,2,2,2,2,4,0,3,1,1,1,2,2,2,11,3,18,210
1,203,329,1,3,2,9,6,1,1,3,2,1,2,1,3,3,2,2,1,3,2,2,3,2,1,2,1,1,2,2,2,2,2,1,2,1,2,2,2,2,2,1,1,1,1,2,1,2,1,3,2,1,4,2,1,1,2,2,2,3,2,2,1,2,1,2,2,2,1,2,2,2,,220,3032,9,1,1,3,3,3,3,2,1,2,2,2,2,2,1,2,3,2,2,11,3,88,108
1,203,330,1,3,2,3,7,1,1,1,1,2,2,1,2,3,3,4,2,3,2,4,2,2,1,2,1,1,2,2,2,2,2,2,2,1,2,2,1,2,2,1,2,2,1,2,1,1,1,3,3,1,3,2,1,1,2,2,2,3,1,4,3,1,1,3,5,2,3,1,2,2,,220,3033,0,1,3,4,3,3,2,3,4,4,2,2,4,3,1,3,3,3,1,11,3,38,108
1,203,331,1,4,2,4,6,1,2,1,1,2,1,2,4,3,3,3,2,2,2,1,2,3,1,1,2,2,2,2,1,2,2,2,2,1,2,1,2,2,2,1,1,1,1,3,2,1,1,3,4,3,4,2,1,1,2,2,4,3,2,4,3,1,1,1,5,2,1,1,5,2,,220,3033,1,1,3,4,3,3,2,3,1,2,2,3,2,2,1,1,2,2,2,11,3,58,208
1,203,332,1,4,3,9,5,1,1,3,1,2,1,3,2,2,2,3,3,2,2,4,2,2,1,1,2,2,2,2,1,2,2,2,2,1,2,1,2,2,2,1,1,2,1,2,2,1,1,3,3,3,4,3,1,1,2,1,4,3,2,3,3,1,1,2,7,2,1,2,2,2,,220,3033,2,1,3,2,3,3,4,4,4,4,4,4,4,4,1,2,2,1,1,11,3,28,107
1,203,333,1,4,3,4,7,1,2,1,2,1,2,2,2,2,2,0,2,3,1,3,2,2,2,2,1,2,2,2,1,2,2,2,1,1,2,2,2,2,2,1,4,2,2,2,1,2,1,2,3,3,3,2,1,1,2,2,2,3,2,4,1,2,1,3,5,2,1,3,2,2,,220,3033,3,1,3,2,1,3,1,2,1,3,2,3,2,2,1,2,2,2,2,11,3,38,103
1,203,334,1,3,2,8,6,1,3,2,1,1,2,2,2,2,2,1,2,2,2,2,2,2,1,2,1,2,2,2,1,2,2,2,2,1,2,1,2,2,2,4,1,1,2,2,2,2,1,2,2,3,4,3,1,1,2,1,2,3,2,1,1,2,2,2,4,2,2,1,2,1,,220,3033,4,1,3,3,3,3,2,2,2,2,2,2,2,2,1,3,2,2,2,11,3,38,204
1,203,335,1,5,3,7,6,1,2,3,2,1,1,2,2,2,2,2,1,3,1,2,2,2,4,2,1,2,2,2,1,2,2,2,2,1,2,2,1,2,2,1,2,1,4,2,2,2,1,2,3,3,4,3,1,1,2,3,2,3,3,2,2,1,1,3,6,3,4,1,5,5,,220,3033,5,1,4,4,3,2,5,1,5,2,5,0,1,1,1,2,3,4,2,11,3,48,200
1,203,336,1,3,3,3,4,1,1,2,1,1,2,4,2,2,2,1,1,3,3,1,2,2,4,2,2,2,2,1,1,2,2,2,2,2,2,1,1,2,2,1,2,1,1,4,4,1,1,4,4,2,3,4,3,2,3,2,2,3,3,4,2,1,1,2,5,2,1,1,2,2,,220,3033,6,1,3,4,3,3,2,1,2,1,3,1,3,3,1,1,3,2,2,11,3,58,105
1,203,337,1,3,2,9,7,1,2,1,2,1,1,1,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,1,1,2,2,2,2,1,2,1,2,2,2,1,2,2,4,2,1,1,1,2,1,3,4,3,3,1,2,1,2,3,1,4,1,4,4,1,4,1,4,4,1,1,,220,3033,7,1,3,4,3,3,2,2,2,2,2,2,2,2,1,3,1,2,2,11,3,78,107
1,203,338,1,3,2,7,7,1,0,2,1,2,2,2,2,2,2,3,2,2,3,4,3,2,1,2,2,2,2,1,1,2,2,2,2,1,2,2,1,2,2,2,2,2,1,3,2,1,1,3,2,3,4,3,1,1,2,2,2,3,2,2,2,2,1,1,6,2,2,2,2,2,,220,3033,8,1,3,2,1,3,2,1,2,2,2,1,2,2,1,2,2,2,2,11,3,28,206
1,203,339,1,5,3,8,7,1,3,2,1,2,2,4,2,2,2,4,2,2,2,1,3,3,1,2,2,2,2,2,1,1,2,2,2,1,2,1,2,2,2,2,2,2,2,1,4,1,4,4,4,3,3,4,1,2,1,2,2,1,3,4,5,1,3,2,6,2,2,3,3,3,,220,3033,9,1,3,4,3,2,3,3,1,1,1,1,2,2,1,1,3,2,1,11,3,88,208
1,203,340,1,3,3,2,5,1,2,3,2,2,1,1,2,3,4,1,2,4,2,5,3,3,1,2,2,1,2,2,2,1,2,2,2,1,2,1,2,2,2,2,2,2,1,2,1,1,1,3,4,1,4,3,1,1,2,2,3,3,2,4,3,1,1,3,0,1,2,1,2,2,,220,3034,0,1,3,4,3,3,1,2,2,4,1,2,2,4,1,1,3,1,2,11,3,18,106
1,203,341,1,4,3,9,7,1,1,3,1,1,2,1,2,2,2,2,2,2,2,2,2,2,1,2,2,1,2,2,2,1,2,2,2,1,2,1,2,2,2,2,1,2,2,2,2,2,4,2,3,3,3,3,1,1,2,1,3,3,2,3,1,1,1,1,0,4,0,5,5,0,,220,3034,1,1,4,0,4,4,5,5,5,5,5,0,0,0,4,5,6,1,1,11,3,38,107
1,203,342,1,3,3,5,5,1,1,4,1,1,2,1,2,3,2,2,2,2,2,3,2,2,1,2,2,1,2,2,2,1,2,2,2,1,2,1,2,2,2,4,1,2,1,4,1,1,1,2,2,1,2,2,1,1,1,2,2,3,1,4,2,1,1,2,4,2,3,1,2,2,,220,3034,2,1,3,4,3,4,2,2,2,1,1,1,2,2,1,3,3,1,1,11,3,98,105
1,203,343,1,4,3,4,6,1,3,1,2,1,1,1,2,2,2,1,1,1,3,1,1,1,1,2,2,1,2,2,2,1,2,2,1,2,2,1,2,2,2,1,3,2,1,2,1,1,1,3,4,3,4,4,3,1,2,3,2,1,1,4,2,1,1,2,0,2,3,1,3,4,,220,3034,3,1,3,4,3,2,1,1,1,1,1,1,1,1,2,1,4,5,1,11,3,58,207
1,203,344,1,1,4,9,6,1,1,2,2,2,1,1,3,4,4,1,2,3,4,4,3,4,1,2,2,2,1,2,2,1,2,2,1,2,2,1,2,2,2,1,2,2,1,4,3,1,1,3,4,3,4,4,2,2,2,2,1,3,1,4,3,1,1,3,0,4,1,1,2,3,,220,3034,4,1,3,4,3,3,2,1,3,4,4,4,1,1,1,1,4,1,1,11,3,58,208
1,203,345,1,4,3,3,6,1,1,3,2,1,1,3,3,2,2,2,2,2,2,2,2,2,1,2,2,1,2,2,2,1,2,2,2,1,2,1,2,2,2,1,2,1,1,3,2,3,3,3,4,2,3,2,1,2,2,2,2,3,3,3,2,1,1,2,4,2,1,1,2,2,,220,3034,5,1,3,2,3,3,3,2,2,2,2,2,3,3,1,2,2,2,2,11,3,18,109
1,203,346,1,1,3,9,6,1,2,4,2,2,1,2,2,2,1,3,3,3,2,1,2,3,2,1,2,2,2,2,2,1,2,2,2,1,2,2,2,1,2,1,1,1,2,3,2,1,1,3,4,3,4,3,2,3,4,3,4,3,2,0,4,1,2,1,0,4,0,5,5,0,,220,3034,6,1,4,0,4,4,5,5,5,5,5,0,0,0,4,5,0,0,5,11,3,58,201
1,203,347,1,4,2,9,7,1,3,3,1,2,2,4,2,2,2,1,4,3,2,4,2,2,1,2,1,2,2,2,2,1,2,2,2,1,1,2,2,2,2,2,1,2,2,2,1,1,1,3,2,3,4,3,1,1,2,1,1,3,3,4,1,2,1,2,6,2,1,3,2,2,,220,3034,7,1,3,1,3,3,2,2,1,2,2,2,3,2,1,3,1,2,1,11,3,58,208
1,203,348,1,4,3,6,7,1,2,3,1,1,2,1,2,2,2,2,2,2,1,2,3,2,1,1,2,1,2,2,2,2,2,2,2,1,2,1,2,2,2,2,1,2,2,2,2,2,1,2,2,3,3,3,1,1,2,1,2,3,3,4,2,4,4,2,4,2,2,1,2,2,,220,3034,8,1,3,2,1,1,3,2,1,2,2,2,2,1,1,3,1,2,3,11,3,68,104
1,203,349,1,4,5,4,5,1,1,4,2,2,1,2,2,2,2,3,1,3,2,1,3,2,1,2,2,1,1,2,2,2,2,2,1,2,2,1,2,2,2,1,1,2,1,3,1,1,1,2,1,3,4,3,3,2,1,1,2,1,2,4,3,1,1,3,0,2,3,1,2,2,,220,3034,9,1,3,4,3,3,2,2,1,2,2,2,2,2,1,1,2,1,1,11,3,88,106
1,203,350,1,4,2,6,6,1,3,2,1,2,2,2,2,3,3,2,1,2,1,2,2,2,2,2,2,1,1,2,2,2,2,1,2,2,2,1,2,2,2,1,4,2,1,2,3,1,1,3,4,3,4,3,3,2,2,1,4,3,3,4,4,1,2,3,5,2,1,1,3,3,,220,3035,0,1,3,2,3,1,1,2,2,1,2,4,2,1,2,3,4,1,1,11,3,18,210
1,203,351,1,2,6,8,6,2,1,2,2,2,3,1,1,2,2,0,2,3,3,4,3,3,1,1,2,2,2,1,2,2,2,1,2,2,2,1,2,2,2,1,2,3,4,4,2,1,1,2,1,1,2,2,1,1,2,2,1,3,2,1,1,3,1,3,5,2,1,2,2,2,,220,3035,1,1,1,1,3,4,2,2,1,2,2,1,1,1,4,1,2,2,1,11,3,18,108
1,203,352,1,3,1,6,4,1,3,1,1,2,1,3,2,2,2,2,3,2,2,3,2,3,3,1,2,2,2,1,2,2,2,2,2,2,2,1,2,1,2,2,1,1,1,4,1,4,4,1,4,2,4,6,4,2,0,3,4,1,1,4,2,1,1,3,3,1,3,1,2,2,,220,3035,2,1,3,3,3,3,2,2,2,2,2,2,2,2,1,1,3,1,1,11,3,48,204
1,203,353,1,3,2,5,7,1,3,1,1,1,2,3,2,2,2,2,2,2,2,1,3,2,1,2,2,1,2,1,2,2,2,1,2,1,2,2,2,2,2,2,4,3,4,4,3,1,1,3,4,3,4,3,3,2,1,3,2,1,2,4,3,2,1,2,4,2,2,1,3,5,,220,3035,3,1,3,4,3,3,2,2,2,2,2,2,2,2,1,1,3,1,1,11,3,58,203
1,203,354,1,3,2,2,6,1,2,3,1,2,2,3,2,2,2,3,3,3,3,1,2,2,1,2,2,1,2,1,2,2,2,2,2,1,2,1,2,2,2,1,2,2,1,2,6,1,1,4,3,3,4,5,1,1,2,3,1,1,1,4,3,1,4,4,6,2,1,2,2,1,,220,3035,4,1,3,2,1,3,5,3,5,2,2,2,2,3,1,3,2,2,2,11,3,78,202
1,203,355,1,3,3,10,7,1,1,4,1,1,2,1,2,3,2,1,1,3,2,2,2,2,1,2,2,1,2,1,2,2,2,2,2,1,2,1,2,2,2,2,1,2,1,2,1,2,1,3,3,2,2,2,1,1,2,2,2,3,2,2,1,2,1,1,7,2,1,1,2,3,,220,3035,5,1,3,3,3,1,1,2,1,2,2,2,3,2,1,5,3,2,2,11,3,98,106
1,203,356,1,1,2,11,6,1,2,4,1,2,2,2,2,3,1,1,1,3,2,2,2,1,4,2,2,1,2,1,2,2,2,2,2,1,2,1,2,2,2,1,1,0,2,2,1,1,1,3,3,3,4,3,1,1,1,3,4,3,4,0,0,4,4,0,0,4,0,5,5,0,,220,3035,6,1,4,0,1,3,2,2,1,2,3,3,3,3,1,3,3,2,3,11,3,68,200
1,203,357,1,1,4,10,2,1,1,3,1,2,2,1,3,2,4,3,3,3,4,4,1,2,1,2,2,2,1,1,2,2,2,1,2,2,1,2,2,2,2,2,1,2,1,2,2,2,1,2,2,1,2,2,1,1,2,1,4,1,2,2,2,1,1,2,1,2,2,1,3,4,,220,3035,7,1,3,2,3,1,1,1,1,1,1,1,3,3,1,5,3,0,1,11,3,78,205
1,203,358,1,1,4,5,5,1,1,2,1,2,2,1,1,2,5,0,1,0,5,5,1,5,1,1,2,2,1,2,2,2,2,2,1,2,2,1,2,2,2,1,1,2,1,2,1,4,3,3,1,1,2,2,1,1,2,2,2,3,2,2,1,1,1,1,0,3,1,1,1,1,,220,3035,8,1,1,1,3,3,2,5,3,5,1,2,4,2,1,1,1,1,1,11,3,78,210
1,203,359,1,1,4,8,5,1,1,3,1,2,2,4,3,3,2,1,1,2,1,2,3,2,1,2,2,2,1,2,2,2,2,2,2,2,2,1,2,2,2,2,2,1,4,1,6,4,4,0,5,4,4,1,1,1,1,2,2,3,1,1,2,1,1,2,1,3,1,4,4,2,,220,3035,9,1,3,1,3,3,2,2,1,1,1,1,2,2,4,0,2,2,0,11,3,28,107
