COL1,COL2,COL3,COL4,COL5,COL6,COL7,COL8,COL9,COL10,COL11,COL12,COL13,COL14,COL15,COL16,COL17,COL18,COL19,COL20,COL21,COL22,COL23,COL24,COL25,COL26,COL27,COL28,COL29,COL30,COL31,COL32,COL33,COL34,COL35,COL36,COL37,COL38,COL39,COL40,COL41,COL42,COL43,COL44,COL45,COL46,COL47,COL48,COL49,COL50,COL51,COL52,COL53,COL54,COL55,COL56,COL57,COL58,COL59,COL60,COL61,COL62,COL63,COL64,COL65,COL66,COL67,COL68,COL69,COL70,COL71,COL72,COL73,COL74,COL75,COL76,COL77,COL78,COL79,COL80,COL81,COL82,COL83,COL84,COL85,COL86,COL87,COL88,COL89,COL90,COL91,COL92,COL93,COL94,COL95,COL96
1,92,904,2,3,6,2,4,4,5,3,10,3,3,3,2,5,5,2,3,3,2,2,1,2,2,2,4,3,3,3,2,2,4,5,5,1,3,0,2,2,3,3,3,2,1,2,2,1,1,1,2,2,2,1,2,4,2,2,3,9,9,9,9,9,2,2,1,2,2,4,,209,2090,4,1,1,1,1,2,1,1,2,1,3,3,3,3,3,0,0,4,3,2,2,23
1,92,905,2,3,6,9,5,4,5,4,6,4,4,1,1,2,2,2,4,5,3,3,2,1,2,2,2,1,1,4,4,4,4,2,3,1,4,9,2,2,1,2,1,2,2,1,2,1,3,2,2,1,1,1,1,1,5,5,2,3,5,4,3,3,9,9,9,9,9,9,,209,2090,5,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,3,3,2,7,13
1,92,906,3,3,7,4,5,1,5,1,3,2,4,1,2,5,2,2,2,1,3,4,1,1,2,2,2,1,2,2,2,2,1,2,1,2,6,2,1,2,1,1,1,2,1,2,1,1,1,1,2,2,2,1,1,2,3,1,3,9,9,9,9,9,1,4,1,2,2,2,,209,2090,6,1,1,1,2,2,2,1,0,4,3,2,3,3,4,3,4,4,3,1,3,14
1,92,907,3,3,7,3,5,1,5,3,4,2,3,2,1,3,2,2,3,3,1,4,1,2,2,1,2,1,3,3,4,4,2,5,5,2,6,3,2,2,1,1,1,1,1,2,2,1,1,1,1,1,2,2,2,2,1,1,1,1,2,2,1,2,3,1,2,2,2,3,,209,2090,7,1,1,1,1,1,1,9,2,1,2,2,1,2,2,2,3,1,3,2,2,15
1,92,908,2,4,7,9,5,1,5,4,6,4,4,1,1,3,2,2,3,4,2,2,2,2,2,1,2,2,1,3,4,4,4,2,4,2,5,1,2,1,2,2,2,1,1,2,1,2,1,1,2,1,2,2,1,3,2,4,2,3,5,3,1,2,3,4,2,1,1,4,,209,2090,8,1,1,1,1,1,1,9,2,1,4,2,1,3,4,3,1,2,3,2,7,10
1,92,909,3,4,7,1,1,1,5,1,2,2,4,1,2,5,6,2,2,3,2,4,1,2,2,1,2,1,3,4,3,3,4,2,4,3,4,2,2,2,1,1,1,2,1,2,2,1,2,2,2,2,2,3,1,4,2,2,1,1,1,2,1,2,2,1,5,2,2,4,,209,2090,9,1,1,1,1,1,1,9,2,2,2,2,2,2,3,2,4,4,3,1,5,10
1,92,910,5,4,7,9,5,1,5,2,9,0,4,2,1,2,2,3,0,5,3,5,2,1,2,2,2,1,1,4,5,4,7,2,3,1,4,2,2,2,1,1,1,2,2,1,2,1,2,1,3,2,1,2,1,4,1,3,3,9,9,9,9,9,2,1,3,1,2,4,,209,2091,0,1,1,1,1,1,1,9,3,1,3,2,1,3,2,3,4,2,3,2,1,14
1,92,911,2,3,7,7,1,4,5,1,8,2,3,1,1,3,2,2,3,1,2,2,1,2,2,1,1,2,1,5,1,1,5,2,4,1,3,3,2,1,2,2,1,2,1,1,2,2,2,2,2,2,1,1,1,4,1,2,3,9,9,9,9,9,0,2,1,2,1,2,,209,2091,1,1,1,2,2,2,2,9,1,4,3,4,4,2,3,3,3,2,3,1,3,12
1,92,912,5,4,7,3,5,4,5,5,8,2,4,1,1,3,2,2,2,3,2,2,2,2,1,1,2,1,2,3,2,2,3,4,6,4,4,2,2,2,1,1,1,1,1,2,2,2,2,1,1,2,2,2,1,3,2,1,1,1,2,1,3,1,3,3,1,1,2,3,,209,2091,2,1,1,1,1,2,2,9,1,1,2,2,4,2,3,2,3,2,3,1,2,10
1,92,913,3,2,7,2,4,1,5,1,2,2,4,2,1,2,5,3,2,2,1,4,2,2,2,1,2,2,2,3,1,2,3,5,5,3,5,2,1,2,1,1,1,2,1,1,2,2,2,2,1,1,1,2,1,4,1,2,2,1,1,1,1,1,1,1,1,1,2,4,,209,2091,3,1,2,2,2,2,2,1,2,4,2,2,4,2,3,3,2,2,3,1,5,33
1,92,914,3,2,7,7,1,1,5,4,6,3,3,3,1,3,6,2,5,1,3,0,2,3,2,2,4,2,1,2,4,4,5,3,4,4,8,3,2,1,2,2,2,2,3,1,2,1,2,2,3,1,3,3,1,1,2,5,1,4,5,2,3,9,3,4,2,2,3,1,,209,2091,4,1,1,1,2,2,2,1,2,4,4,2,5,3,4,3,2,2,3,2,1,33
1,92,915,4,2,7,6,2,1,5,5,8,3,4,3,1,2,1,2,5,3,4,4,3,1,2,3,4,2,3,3,4,4,4,2,1,2,4,2,2,2,1,1,1,2,2,1,2,1,2,2,1,1,4,2,3,1,1,1,1,2,3,1,1,2,2,2,1,1,1,4,,209,2091,5,1,1,1,1,2,2,9,1,1,4,1,4,2,4,3,4,3,3,1,2,10
1,92,916,4,2,7,2,3,1,5,3,10,2,3,1,2,1,2,2,2,2,2,2,1,2,2,1,2,1,1,5,3,3,4,4,2,2,5,2,2,2,1,1,1,2,1,1,2,1,2,1,2,2,1,1,1,4,2,3,3,9,9,9,9,9,3,1,1,2,1,4,,209,2091,6,1,1,2,1,1,1,9,1,1,2,2,4,2,2,3,2,4,3,2,2,23
1,92,917,4,2,7,4,5,1,5,4,6,4,3,2,1,3,2,3,3,5,4,3,2,1,2,1,4,2,1,3,4,4,4,5,5,2,4,2,2,2,1,1,2,1,1,1,2,1,2,2,2,1,3,2,1,2,3,4,2,2,4,2,3,2,2,1,5,2,3,1,,209,2091,7,1,1,1,1,1,1,9,3,2,3,3,4,3,4,2,2,1,3,2,7,12
1,92,918,3,2,7,2,5,2,5,4,3,3,4,2,1,3,2,2,4,3,3,3,2,1,2,1,4,2,1,4,4,4,4,2,4,1,2,8,2,2,1,2,2,3,1,1,2,1,2,2,2,2,2,2,1,4,1,3,3,9,9,9,9,9,3,4,3,2,3,2,,209,2091,8,1,1,2,2,2,2,9,2,1,2,2,4,2,2,2,4,1,3,1,2,14
1,92,919,3,2,7,2,4,2,5,3,4,2,5,2,1,3,2,3,3,5,1,5,1,2,1,3,4,1,3,3,5,5,4,2,1,1,5,3,2,2,1,1,1,1,1,1,2,1,2,2,1,1,1,1,1,4,5,5,1,2,3,2,3,2,2,4,3,2,3,1,,209,2091,9,1,1,2,1,1,1,9,1,1,2,2,4,3,5,2,4,1,3,2,2,13
1,92,920,4,2,7,2,5,2,5,4,9,3,4,1,1,3,2,3,3,3,2,2,2,3,3,2,2,2,1,3,3,3,3,4,2,2,4,2,2,2,1,1,1,1,2,1,2,1,1,2,2,1,1,2,1,2,1,2,1,2,3,3,2,2,2,3,3,2,3,2,,209,2092,0,1,2,2,2,2,2,1,2,2,3,3,4,3,5,3,2,2,3,2,3,10
1,92,921,2,3,7,7,5,3,5,3,10,2,4,3,1,3,3,2,4,3,1,5,2,2,1,1,2,1,2,4,3,6,2,4,2,1,5,2,2,1,2,1,2,1,1,2,2,1,2,1,1,1,1,1,3,4,1,2,1,1,2,2,1,1,1,1,4,2,1,2,,209,2092,1,2,2,2,2,1,2,1,0,2,2,1,2,0,1,4,3,2,3,2,1,20
1,92,922,3,3,7,3,5,3,5,3,10,1,1,3,2,3,2,2,3,4,2,3,1,1,2,1,1,2,1,3,3,3,2,2,4,2,5,2,1,1,2,2,1,1,1,2,2,1,2,1,3,1,1,2,1,4,1,2,3,2,2,9,9,9,0,0,2,1,2,4,,209,2092,2,1,1,1,1,1,1,1,2,2,2,2,4,2,4,2,4,3,3,2,3,11
1,92,923,3,3,7,3,2,3,5,2,2,4,4,1,2,5,1,2,4,2,2,3,3,1,2,1,3,2,1,4,4,3,5,2,4,1,2,3,2,2,2,2,2,2,1,2,2,1,2,2,1,1,3,2,1,3,1,2,1,2,3,4,2,2,1,1,2,1,1,4,,209,2092,3,1,1,2,1,1,1,9,2,1,3,3,4,3,3,3,4,4,3,1,5,10
1,92,924,4,3,7,8,2,3,5,5,11,2,3,1,2,3,1,2,2,2,1,2,2,2,2,1,4,2,1,2,3,3,2,4,2,2,4,2,2,2,1,1,1,1,2,1,2,1,1,2,1,2,2,1,1,4,1,3,3,9,9,9,9,9,2,4,2,1,1,4,,209,2092,4,1,1,2,1,1,1,9,2,1,2,1,1,2,1,2,4,3,3,1,2,13
1,92,925,4,3,7,3,3,3,5,4,4,4,4,2,1,3,6,2,2,5,2,4,2,1,2,1,4,1,2,4,5,4,5,4,2,3,4,2,2,2,1,1,1,2,1,2,2,1,2,1,2,1,2,2,1,2,3,6,9,9,9,9,9,9,3,2,1,1,2,4,,209,2092,5,1,1,1,1,1,1,9,2,1,2,1,3,2,1,2,4,1,3,2,2,15
1,92,926,4,3,7,1,3,3,5,3,4,3,0,4,4,3,2,4,4,5,2,2,1,0,2,1,4,2,1,1,5,4,7,2,4,7,2,8,2,2,1,1,2,4,1,1,2,1,2,1,1,2,5,2,5,5,6,6,2,1,1,2,3,1,0,1,2,1,2,4,,209,2092,6,1,1,1,1,1,1,9,1,1,0,2,1,1,1,3,4,3,3,2,2,10
1,92,927,3,3,8,1,4,1,5,3,4,4,4,4,4,2,1,1,4,5,3,5,3,1,2,1,2,2,1,4,5,4,5,3,2,7,2,5,1,2,1,2,1,2,2,1,2,1,1,2,1,1,4,2,1,1,1,1,1,4,5,4,3,1,2,2,3,3,2,2,,209,2092,7,1,1,1,1,1,1,9,2,1,3,2,4,4,5,3,1,4,3,2,2,11
1,92,928,3,4,8,2,4,1,5,4,7,3,4,1,1,3,2,3,3,4,2,2,2,1,2,2,2,2,1,3,4,4,3,3,4,3,6,2,2,2,1,1,1,1,1,2,2,1,2,1,2,1,1,2,1,4,2,4,3,9,9,9,9,9,2,4,1,2,3,4,,209,2092,8,1,1,1,1,1,1,9,3,3,3,3,5,3,4,3,4,2,3,3,8,42
1,92,929,4,3,8,3,5,4,5,1,2,2,5,3,1,6,2,2,3,3,1,2,1,2,2,1,2,2,1,3,5,3,2,6,6,2,2,3,2,1,2,2,2,2,1,2,2,1,1,1,2,1,2,2,2,1,1,2,1,1,2,2,1,2,1,1,2,2,2,2,,209,2092,9,1,2,2,2,2,2,1,3,3,3,3,4,3,5,3,2,3,3,1,5,34
1,92,930,2,2,8,3,5,1,5,1,2,2,4,1,1,4,2,1,2,2,1,2,1,2,1,1,2,1,2,3,2,2,5,2,1,2,4,2,2,2,1,1,2,2,1,1,2,2,2,2,2,2,1,2,1,2,2,2,1,1,2,2,2,2,3,1,2,2,1,4,,209,2093,0,1,1,1,1,1,1,1,1,1,2,1,1,3,4,1,4,3,3,1,5,22
1,92,931,3,2,8,2,5,4,5,5,11,2,4,2,1,3,2,2,3,2,1,3,1,2,2,1,2,1,2,3,3,2,3,2,4,4,5,2,2,2,1,1,2,1,1,2,2,1,2,1,2,1,1,2,1,3,1,2,3,9,9,9,9,9,3,2,1,1,1,4,,209,2093,1,1,1,1,1,2,2,9,1,1,2,1,1,2,1,2,4,1,3,1,2,12
1,92,932,2,3,8,3,5,2,5,2,6,3,3,1,1,3,3,2,3,2,2,2,1,2,1,1,4,2,1,2,3,4,5,4,2,2,3,2,2,2,1,1,2,2,1,1,2,1,2,2,2,1,2,1,1,4,2,2,2,1,2,2,1,2,2,2,1,2,2,4,,209,2093,2,1,1,1,1,2,1,9,2,1,2,1,1,1,1,1,3,2,3,2,7,14
1,92,933,2,3,8,2,5,3,5,3,6,3,4,1,2,3,2,2,4,5,2,3,3,1,2,1,4,2,1,4,4,4,5,2,4,1,4,1,2,1,2,2,2,2,1,2,2,2,1,1,2,1,1,2,2,2,2,3,2,4,5,3,3,2,3,1,1,1,2,4,,209,2093,3,1,1,2,1,2,1,1,2,2,4,4,5,0,3,4,1,3,3,2,7,10
1,92,934,2,4,0,2,3,2,5,5,7,4,4,1,3,4,2,1,4,4,3,2,3,1,2,1,2,2,1,4,5,5,5,4,2,4,5,1,1,1,1,2,2,2,2,1,2,1,1,2,3,1,4,2,1,1,5,1,3,9,9,9,9,9,2,1,4,3,3,2,,209,2093,4,1,1,1,1,1,2,1,3,1,4,4,5,1,2,4,1,4,3,3,8,42
1,92,935,1,2,5,2,4,2,5,3,4,3,4,2,1,3,2,2,2,3,2,3,2,2,1,1,5,1,2,2,3,4,6,4,5,2,2,2,2,2,1,2,2,3,1,1,2,1,2,2,1,2,2,1,1,3,2,2,9,9,9,9,9,9,2,3,2,2,2,3,,209,2093,5,1,1,2,1,1,1,9,1,1,2,2,2,2,2,2,2,1,3,2,2,10
1,92,936,1,2,5,7,3,1,5,1,2,1,2,3,1,3,2,2,2,2,2,3,2,2,1,1,4,2,1,3,2,2,1,2,4,2,3,0,2,2,1,2,1,1,1,2,2,1,2,2,2,1,2,2,1,4,2,2,3,9,9,9,9,9,1,2,2,2,2,3,,209,2093,6,2,2,2,2,2,2,1,0,3,4,4,5,3,4,4,1,2,3,1,5,33
1,92,937,1,2,5,3,5,2,5,1,2,3,4,2,1,3,2,2,4,4,3,3,2,1,2,2,1,2,1,4,4,4,6,2,2,5,7,6,2,1,2,2,2,3,1,1,2,1,2,2,1,1,1,2,3,2,1,2,1,1,4,3,1,3,1,1,2,1,1,4,,209,2093,7,1,1,2,2,2,2,1,0,4,3,3,3,3,5,3,3,1,3,1,5,11
1,92,938,1,1,5,9,5,1,5,3,10,1,1,2,1,3,2,2,4,5,3,3,3,1,3,2,2,2,1,4,4,4,6,4,5,12,12,8,2,2,1,2,1,3,3,3,3,3,3,3,3,2,1,3,1,4,6,1,3,9,9,9,9,9,1,4,5,3,0,0,,209,2093,8,1,1,1,1,1,2,9,2,0,0,4,3,4,0,0,0,1,3,2,1,21
1,92,939,1,2,5,8,4,1,5,3,10,2,3,1,3,6,2,1,3,5,3,2,2,1,2,2,2,1,1,2,2,2,2,2,5,1,3,0,2,3,1,3,1,3,3,3,2,1,3,1,3,3,2,1,1,4,1,2,3,9,9,9,9,9,1,4,2,2,1,4,,209,2093,9,1,1,1,1,1,1,9,2,1,2,2,4,0,0,3,2,4,3,2,2,24
1,92,940,1,2,5,5,4,1,5,3,10,2,2,3,1,3,2,2,2,3,2,2,1,2,2,2,2,1,2,2,1,1,4,4,2,1,2,8,2,2,1,2,2,3,1,2,2,1,2,1,2,2,2,3,1,4,1,2,9,9,9,9,9,9,1,2,2,1,1,4,,209,2094,0,1,1,1,1,1,1,9,2,1,2,2,2,1,1,2,3,2,3,2,2,21
1,92,941,1,2,5,5,1,2,5,3,10,2,4,2,1,2,2,2,3,2,1,3,2,1,2,1,2,1,2,3,1,1,4,4,2,3,4,2,2,1,1,2,2,2,2,2,2,1,2,1,1,1,2,1,1,4,2,1,1,1,2,2,1,2,2,3,1,2,1,3,,209,2094,1,1,1,1,2,2,1,9,1,1,2,2,4,3,4,2,4,2,3,2,2,20
1,92,942,1,2,5,4,3,1,5,4,11,2,5,2,1,3,2,4,4,3,3,3,3,1,2,2,2,2,1,3,4,4,2,2,4,3,4,0,2,2,1,1,2,1,1,1,2,1,2,2,1,1,1,1,1,3,2,2,3,9,9,9,9,9,2,3,3,2,1,4,,209,2094,2,1,1,2,1,1,2,1,3,1,2,2,4,3,4,2,3,1,3,1,2,14
1,92,943,1,1,5,3,5,1,5,5,8,4,4,1,2,5,2,2,5,3,4,5,3,3,3,3,1,2,1,4,4,6,6,5,5,3,3,7,2,2,1,1,1,2,1,1,2,2,2,2,1,2,1,2,1,4,5,5,3,9,9,9,9,9,3,4,5,3,3,3,,209,2094,3,1,1,1,1,1,1,9,2,4,4,4,5,3,5,4,1,4,3,2,4,11
1,92,944,1,2,5,3,1,1,5,4,7,4,4,1,1,3,2,2,4,2,1,1,2,2,2,2,4,2,2,2,2,2,3,4,2,2,3,2,2,2,1,1,1,1,1,2,2,1,1,1,2,2,1,1,1,4,1,1,9,9,9,9,9,9,1,4,1,2,2,4,,209,2094,4,1,1,1,2,2,1,9,2,1,2,2,3,2,3,4,4,2,3,3,8,40
1,92,945,1,2,5,2,5,1,5,5,8,3,5,1,1,3,3,2,4,5,3,4,1,1,3,1,2,2,1,4,4,5,5,4,2,2,3,5,2,1,1,2,2,3,2,2,1,1,1,1,1,3,2,3,4,4,1,5,3,9,9,9,9,9,1,4,2,3,3,1,,209,2094,5,1,1,1,1,1,1,9,4,4,4,4,5,3,5,4,1,2,3,2,4,13
1,92,946,1,3,5,7,1,1,5,4,7,2,3,1,2,3,2,2,1,2,1,1,1,2,1,1,2,1,2,2,1,1,2,4,1,3,3,2,1,1,1,2,1,2,1,1,2,2,2,1,2,1,1,1,1,4,2,1,1,1,1,1,1,2,1,4,1,2,1,4,,209,2094,6,1,1,2,1,1,1,1,1,1,2,1,2,1,2,2,4,3,3,3,8,41
1,92,947,1,3,5,2,5,1,5,5,8,2,3,1,3,4,2,2,1,2,1,3,2,2,1,1,2,2,1,3,4,4,5,4,1,2,4,2,2,2,1,1,1,3,1,2,2,1,2,1,2,2,1,2,1,4,1,1,1,1,1,1,1,1,2,3,1,1,1,4,,209,2094,7,1,1,1,1,1,1,9,1,1,2,2,4,1,1,3,4,4,3,2,4,11
1,92,948,1,3,5,2,2,1,5,4,10,3,3,1,2,5,2,1,3,2,1,1,3,2,2,2,1,1,3,3,4,3,5,2,4,2,3,1,2,1,1,1,1,2,2,2,2,1,1,1,1,1,4,2,1,4,2,1,1,2,1,2,3,2,1,3,2,3,3,0,,209,2094,8,1,1,2,2,1,2,1,4,2,2,2,4,4,3,3,1,4,3,2,1,20
1,92,949,1,3,5,2,5,1,5,1,2,2,3,3,1,3,2,2,2,1,1,2,2,2,1,2,3,3,2,2,4,4,5,2,4,5,5,8,2,2,1,2,1,2,1,2,2,1,2,1,2,1,2,1,1,2,2,2,1,1,2,1,1,2,1,3,2,2,2,4,,209,2094,9,1,2,1,2,2,2,1,0,4,4,4,4,4,3,3,1,2,3,1,5,31
1,92,950,1,3,5,4,1,1,5,1,2,2,4,2,2,5,2,2,3,3,1,1,1,1,2,2,2,2,1,1,2,2,6,4,2,3,3,3,2,1,1,1,2,2,1,2,2,1,2,1,2,1,2,2,1,2,5,1,1,2,2,1,1,1,1,2,2,3,2,3,,209,2095,0,1,2,2,2,2,2,1,2,4,4,4,3,4,3,3,2,3,3,1,5,34
1,92,951,1,3,5,9,2,1,5,4,6,2,4,1,1,2,5,2,2,3,1,3,1,2,2,1,2,0,2,2,3,4,2,6,5,1,5,2,1,1,3,1,3,1,1,2,1,1,2,1,2,2,2,2,1,2,2,3,2,2,3,1,2,9,2,1,1,1,2,4,,209,2095,1,1,2,2,1,1,1,1,1,1,2,1,3,3,2,2,2,3,3,2,7,13
1,92,952,1,3,5,2,3,1,5,4,3,3,3,2,1,3,2,3,4,4,3,5,2,3,2,2,4,2,1,4,4,4,3,2,4,4,6,3,2,2,2,2,1,2,2,1,2,1,2,2,1,0,0,0,0,0,0,0,1,2,1,1,1,2,2,4,2,2,2,3,,209,2095,2,1,2,2,2,1,1,9,2,1,3,3,3,4,5,3,4,1,3,1,4,31
1,92,953,1,3,5,2,5,1,5,1,11,3,4,2,3,4,5,1,3,3,3,0,1,3,3,3,4,3,3,3,4,4,7,6,6,12,12,0,3,3,3,3,3,4,3,3,3,3,3,3,3,1,3,3,2,2,1,1,9,9,9,9,9,2,0,0,0,0,0,0,,209,2095,3,1,1,2,2,2,2,9,4,0,0,0,0,0,0,3,2,3,3,1,3,14
1,92,954,1,2,5,9,5,4,5,2,9,3,4,1,2,5,2,2,3,2,3,2,2,2,2,2,2,1,2,3,1,1,5,5,5,2,3,7,2,1,1,1,2,1,1,2,2,1,2,1,2,2,2,2,1,3,2,1,3,9,9,9,9,9,2,4,2,2,1,4,,209,2095,4,1,1,1,2,2,2,1,2,2,3,3,4,2,3,2,3,4,3,3,8,54
1,92,955,1,2,5,2,3,4,5,1,11,2,3,1,1,3,4,3,3,3,2,2,3,3,2,2,2,2,1,3,3,3,2,2,1,3,5,1,2,1,2,2,2,1,1,2,2,1,1,2,1,2,2,1,3,2,2,2,9,9,9,9,9,9,1,1,2,3,3,1,,209,2095,5,1,1,1,2,2,2,9,2,1,4,4,4,4,4,3,1,2,3,1,7,21
1,92,956,1,2,5,3,5,4,5,4,6,3,3,1,1,3,2,2,2,2,2,2,2,2,2,2,2,2,3,1,4,4,3,6,2,4,1,0,0,2,2,1,1,1,1,2,2,2,1,1,0,2,2,2,1,1,3,2,1,4,5,9,9,4,2,3,2,2,1,0,,209,2095,6,1,0,0,0,0,0,9,0,1,2,2,1,2,2,2,2,2,3,1,2,13
1,92,957,1,2,5,5,4,4,5,4,3,1,5,1,1,3,4,3,1,1,1,3,1,2,2,2,1,1,2,3,4,4,3,1,2,2,5,2,2,2,1,1,1,1,1,2,2,1,2,2,1,2,1,1,1,4,1,2,1,2,3,2,1,2,2,2,3,2,2,2,,209,2095,7,1,2,2,2,2,2,1,2,3,2,2,2,3,3,2,3,2,3,1,4,31
1,92,958,1,2,5,0,3,4,5,4,4,1,5,1,1,2,6,5,3,1,1,2,1,2,2,2,3,1,1,4,2,0,2,1,2,12,12,1,2,2,0,2,2,0,1,2,1,1,1,2,1,2,1,1,1,3,1,1,1,1,9,4,9,2,2,2,9,3,1,1,,209,2095,8,1,9,1,1,9,1,1,3,1,9,2,9,3,3,9,9,3,3,1,4,32
1,92,959,1,3,5,3,3,3,5,1,2,4,4,2,1,3,2,2,3,4,3,2,2,1,2,2,3,2,1,4,4,4,5,2,3,1,4,8,2,2,1,1,1,2,1,1,1,1,1,1,3,1,1,1,1,3,1,1,1,4,5,4,2,3,1,4,4,2,3,2,,209,2095,9,1,1,2,2,2,2,1,0,2,3,3,4,3,2,3,3,1,3,1,5,12
1,92,960,1,4,5,4,3,3,5,5,11,3,3,1,1,3,1,1,2,4,1,3,2,2,1,1,2,1,1,4,3,3,5,2,3,3,4,1,2,1,2,2,1,1,1,2,2,1,1,1,0,1,1,1,3,4,2,2,3,1,2,1,2,1,1,3,1,3,3,1,,209,2096,0,1,1,2,2,2,2,1,2,2,3,4,4,1,3,9,9,2,3,2,1,11
1,92,961,1,3,5,2,5,4,5,1,10,2,3,1,1,3,2,2,3,4,2,2,2,2,1,1,4,2,1,4,1,2,2,2,4,3,5,2,2,2,1,2,1,2,1,2,1,2,1,1,2,2,2,2,1,2,1,1,3,9,9,9,9,9,1,4,2,2,2,3,,209,2096,1,1,1,1,2,2,2,1,0,4,2,2,2,2,2,2,4,2,3,1,3,10
1,92,962,1,4,5,3,1,4,5,1,2,4,4,3,1,1,4,2,3,4,2,3,3,1,2,2,0,2,2,5,4,4,4,4,2,2,4,2,2,2,1,1,2,2,1,2,1,2,1,1,3,1,2,1,3,4,2,3,9,9,9,9,9,9,0,4,3,2,3,2,,209,2096,2,1,1,2,2,2,2,9,4,4,2,3,2,2,2,3,3,3,3,1,5,11
1,92,963,1,4,5,3,1,4,5,1,2,4,4,3,1,1,4,2,3,4,2,3,3,1,2,2,0,2,2,5,4,4,4,4,2,2,4,2,2,2,1,1,2,2,1,2,1,2,1,1,3,1,2,1,3,4,2,3,9,9,9,9,9,9,0,4,3,2,3,2,,209,2096,3,1,1,2,2,2,2,9,4,4,2,3,2,2,2,3,3,3,3,1,5,11
1,92,964,1,4,5,2,1,1,5,4,7,4,4,1,2,5,6,1,4,1,1,1,2,2,1,1,5,1,2,3,1,3,5,4,2,2,4,1,2,1,1,2,2,2,2,1,2,1,1,2,3,1,1,1,1,4,1,1,3,9,9,9,9,9,1,4,2,2,1,4,,209,2096,4,1,1,1,1,1,1,9,1,2,4,4,5,4,5,4,3,4,3,3,8,40
1,92,965,1,3,5,2,3,2,5,5,7,2,4,2,1,3,5,2,1,2,2,2,1,2,2,2,2,1,3,2,3,3,6,2,4,2,4,2,2,2,1,1,1,2,1,2,1,2,1,1,2,1,2,1,1,4,3,4,3,9,9,9,9,9,2,1,2,1,2,4,,209,2096,5,1,1,1,1,1,2,9,2,4,3,2,1,2,2,3,3,1,3,3,8,40
1,92,966,1,3,5,5,4,2,5,4,3,2,4,1,1,6,4,1,3,2,2,1,1,2,1,1,3,2,1,2,3,3,4,2,3,2,4,2,2,2,1,1,1,1,2,1,2,1,1,2,1,2,1,1,1,4,2,2,1,1,1,2,1,1,3,1,1,2,3,0,,209,2096,6,1,2,1,2,1,1,9,2,1,2,2,2,3,4,2,4,3,3,1,4,30
1,92,967,1,3,5,3,5,2,5,1,2,2,4,2,1,3,5,2,3,3,3,5,1,2,2,2,3,2,1,4,5,5,4,2,3,1,3,2,2,2,1,2,1,2,2,1,2,1,2,2,2,1,1,2,2,3,2,1,3,9,9,9,9,9,1,4,4,2,1,4,,209,2096,7,1,2,2,2,2,2,1,2,2,3,3,4,2,2,9,9,1,3,1,5,15
1,92,968,1,3,5,2,5,2,5,5,10,2,3,2,1,3,2,2,3,4,2,4,2,1,2,1,1,2,1,4,2,4,2,4,2,3,4,2,2,2,1,1,1,1,1,2,2,1,2,1,2,1,1,1,1,4,1,1,2,1,3,2,2,2,3,1,4,2,1,4,,209,2096,8,1,2,1,1,2,1,9,2,1,2,2,4,3,5,2,4,1,3,2,2,43
1,92,969,1,4,5,2,5,2,5,4,7,4,4,1,3,6,2,2,3,3,2,4,2,3,2,3,0,2,2,4,5,6,5,5,5,1,5,2,2,2,1,1,1,2,2,1,2,2,1,2,2,1,4,2,2,3,5,5,2,4,5,9,3,9,1,4,4,2,3,2,,209,2096,9,1,2,2,2,2,1,9,3,0,3,1,0,2,3,4,4,4,3,3,8,42
1,92,970,6,2,5,6,1,1,5,5,4,4,4,1,1,6,1,1,4,5,1,2,3,1,2,1,0,0,0,0,6,6,2,6,2,11,12,3,3,3,3,3,3,2,1,2,2,1,3,3,2,3,2,1,4,1,3,1,1,1,1,1,1,1,2,2,5,3,2,1,,209,2097,0,1,2,2,1,1,2,9,4,3,4,1,2,1,1,4,1,3,3,3,7,11
1,92,971,1,2,4,3,4,1,5,2,4,1,4,1,2,1,1,4,4,3,1,4,1,2,2,1,1,2,1,2,2,2,6,4,1,4,12,7,2,1,1,2,1,2,2,1,2,1,2,2,1,1,1,1,2,2,2,1,2,1,1,1,3,2,1,3,1,3,2,3,,209,2097,1,1,1,1,2,1,1,1,9,2,3,1,1,1,2,1,0,4,3,1,1,10
1,92,972,1,2,4,2,5,1,5,1,4,4,4,1,2,5,2,2,4,3,3,4,1,2,2,2,4,2,1,4,4,4,3,2,1,3,4,2,2,2,1,1,1,1,2,1,1,1,2,1,2,1,1,3,1,4,1,4,2,1,1,1,3,1,1,4,1,2,1,4,,209,2097,2,1,1,1,2,2,2,9,2,4,3,1,3,2,4,2,4,4,3,1,1,10
1,92,973,1,2,4,7,1,1,5,3,10,2,5,3,3,3,2,2,2,3,2,2,2,2,1,1,4,1,2,4,3,3,4,5,5,5,7,2,2,2,1,1,1,4,1,2,2,1,1,2,1,2,1,1,1,4,1,1,3,9,9,9,9,9,1,3,2,2,2,1,,209,2097,3,1,1,1,2,2,0,9,2,0,3,2,3,2,3,2,3,3,3,2,1,25
