CARD.,DECK.,BALLOT.,Q.1.,Q.2.,Q.3.,Q.4.,Q.5.,Q.6.,Q.8.,Q.9.,Q.10.,Q.11.,Q.12.,Q.13.,Q.14.,Q.15.,Q.16.,Q.17.,Q.18.,Q.20.,Q.21.,Q.22.,Q.23.,Q.24.,Q.25.,Q.26.,Q.27.,Q.28.,Q.29.,Q.30.,Q.31.,Q.32.,Q.33.,Q.34.,Q.35.,Q.36.,Q.37.,Q.38.,Q.39.,Q.40.,Q.41.,Q.42.,Q.43.,Q.44.,Q.45.,Q.46.,Q.47.,Q.48.,Q.49.,Q.50.,Q.51.,Q.52.,Q.53.,Q.54.,Q.55.,Q.56.,Q.57.,Q.58A.,Q.58B.,Q.59A.,Q.59B.,Q.60.,Q.61.,Q.62.,Q.63.,Q.64.,Q.65.,Q.66.,Q.67.,Q.68.,CARD..1,DECK..1,BALLOT..1,Q.69.,Q.70.,Q.71.,Q.72.,Q.73.,Q.74.,Q.75.,Q.76.,Q.77.,Q.78.,Q.79.,Q.80A.,Q.80B.,Q.80B..1,Q.80B..2,Q.80B..3,Q.80B..4,Q.80B..5,Q.80B..6,Q.80B..7,Q.80B..8,Q.80B..9,Q.80B..10,Q.80B..11,Q.80B..12,Q.81A.,Q.81B.,Q.81B..1,Q.81B..2,Q.81B..3,Q.81B..4,Q.81B..5,Q.81B..6,Q.81B..7,Q.81B..8,Q.81B..9,Q.81B..10,Q.81B..11,Q.81B..12,Q.82.,Q.83.,Q.84.,Q.85.,Q.86.,Q.87.,Q.88.,Q.89.,Q.90.,Q.91.,Q.92A.,Q.93.,Q.94.,Q.95.,Q.96.,Q.97.,Q.98.,Q.99.,Q.100.,Q.101.,Q.102.,Q.103.,Q.104.,V.106.,V.107.,V.108.,V.109.,V.110.,V.111.,CARD..2,DECK..2,BALLOT..2,V.112.,V.113.
1,131,649,2,2,5,2,4,1,5,2,4,4,4,2,3,2,2,3,3,3,1,1,2,3,4,2,1,2,1,1,5,2,4,2,6,3,4,3,4,2,1,2,1,2,3,3,2,3,1,1,2,1,3,1,3,2,2,3,3,4,1,2,5,3,2,1,1,1,4,4,2,131,649,5,5,4,1,1,4,3,2,4,2,1,3,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,5,4,1,4,2,4,4,2,2,2,1,2,2,1,1,4,1,1,3,1,3,4,2,1,3,0,0,0,3,131,649,10,2
1,131,650,2,9,5,8,1,1,5,2,4,4,2,2,2,2,2,2,3,3,1,1,2,3,2,3,3,3,3,2,2,2,3,2,6,3,4,4,4,2,2,2,1,3,4,3,1,3,1,5,4,1,3,1,3,3,3,3,1,3,1,1,2,2,1,1,2,5,3,1,2,131,650,4,4,0,2,1,4,3,2,3,2,5,1,2,1,2,2,2,2,2,2,2,2,2,2,2,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,6,2,1,3,4,3,6,3,2,1,3,2,2,1,1,4,1,3,2,1,2,2,2,1,3,0,0,0,3,131,650,69,2
1,131,651,2,5,5,2,3,1,5,2,4,3,3,1,1,2,2,1,2,1,2,2,1,2,1,1,2,2,2,1,2,1,2,1,2,2,4,4,2,3,4,2,5,2,5,2,2,3,1,2,2,1,5,1,2,2,1,3,1,2,1,2,2,2,2,2,2,2,3,2,2,131,651,2,2,3,2,2,2,2,2,4,2,2,3,2,2,2,2,2,2,2,2,2,2,2,1,2,1,2,2,2,2,2,2,1,2,2,2,2,2,2,2,3,2,3,2,3,3,3,3,2,1,2,2,2,1,1,4,1,3,2,1,2,2,2,1,3,0,0,0,3,131,651,12,2
1,131,652,2,5,5,2,5,1,5,1,4,3,3,1,1,2,2,3,2,1,2,2,2,1,2,3,2,2,2,1,2,1,2,1,1,2,4,3,1,2,2,2,1,2,2,2,5,3,2,2,2,1,2,1,1,1,2,4,1,3,1,3,6,2,2,3,2,2,3,1,2,131,652,2,3,3,3,1,2,1,1,4,1,1,3,2,2,2,2,2,2,2,2,2,2,2,1,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,3,3,3,3,3,4,2,3,2,1,2,2,3,2,1,4,1,4,5,1,2,2,2,1,3,0,0,0,3,131,652,23,2
1,131,653,2,4,5,6,1,1,5,2,4,3,3,1,2,2,2,1,2,1,2,2,2,2,2,3,1,1,2,1,2,3,2,1,6,2,4,1,1,2,1,2,11,3,11,3,5,3,2,1,2,1,2,2,2,2,1,4,1,1,1,2,2,3,1,2,2,2,4,2,2,131,653,1,4,4,1,1,5,2,1,3,2,1,3,2,2,2,2,2,2,2,2,2,2,2,1,2,3,2,2,2,2,2,2,2,2,2,2,2,1,2,1,4,3,3,4,4,5,2,5,2,1,2,2,3,1,1,4,1,3,2,5,5,2,1,2,3,0,0,0,3,131,653,4,2
1,131,654,2,11,5,3,3,4,1,2,4,3,2,2,2,2,2,1,1,1,2,2,1,2,2,1,1,2,1,2,2,1,2,2,1,2,4,4,2,3,1,2,1,2,2,3,1,1,2,1,2,1,1,1,2,2,2,1,1,2,1,2,1,1,1,2,2,2,2,3,2,131,654,2,2,2,1,2,2,2,1,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,1,2,3,2,2,2,2,2,1,1,2,1,2,1,1,3,1,3,2,2,2,1,2,1,2,0,0,4,3,131,654,11,2
1,131,655,2,7,5,2,3,1,5,1,4,3,2,2,1,2,2,2,3,3,1,2,2,3,1,1,2,1,2,2,3,2,4,1,1,4,4,4,2,4,2,2,2,3,4,3,2,1,3,3,3,2,2,2,2,3,3,2,1,2,1,2,2,2,2,1,4,3,3,4,2,131,655,4,4,4,1,6,4,3,2,3,1,3,3,2,2,2,2,2,2,2,2,2,2,2,1,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,4,4,1,4,4,5,1,3,2,1,1,2,4,1,1,4,1,2,4,3,2,3,2,3,2,0,0,4,3,131,655,4,2
1,131,656,2,10,5,2,5,5,1,1,4,4,3,3,1,2,2,2,3,1,3,3,2,2,2,2,2,2,3,2,3,2,3,2,3,2,4,4,1,3,2,2,1,2,4,3,2,2,3,2,3,1,3,1,3,2,2,3,1,4,1,3,4,2,2,2,3,3,2,1,2,131,656,3,3,3,2,1,2,2,2,2,2,3,3,2,2,2,2,2,2,2,2,2,2,2,1,2,1,1,2,2,2,2,2,2,1,2,2,2,2,2,1,2,3,2,2,2,3,3,3,1,2,1,2,2,2,2,2,1,2,3,2,3,3,2,3,2,0,0,10,3,131,656,2,2
1,131,657,2,7,5,2,3,5,1,1,4,2,1,3,2,2,2,2,1,2,1,2,2,2,2,1,2,2,1,1,4,2,3,2,2,2,4,4,3,2,2,1,3,3,6,2,2,3,3,2,2,1,1,1,3,1,1,3,1,4,3,1,5,1,2,1,2,2,1,4,2,131,657,1,2,2,3,4,3,3,2,3,2,1,1,2,1,2,2,2,2,2,2,2,2,2,2,2,1,2,1,2,2,2,2,2,2,2,2,2,2,2,1,2,3,3,2,1,2,3,2,3,4,1,2,4,2,2,2,2,2,3,2,4,5,1,2,2,0,0,4,3,131,657,11,2
1,131,658,2,10,5,2,5,1,5,1,4,1,1,1,2,2,2,1,1,1,2,2,1,1,1,3,2,2,1,1,2,1,2,1,1,1,4,3,1,2,2,2,2,3,3,2,1,3,2,1,3,1,2,3,2,2,2,1,1,2,1,2,6,1,1,2,2,2,2,2,2,131,658,2,2,2,1,2,2,2,2,1,2,1,3,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,1,2,3,3,2,2,1,2,1,1,1,5,2,1,2,4,1,3,5,1,3,2,1,2,2,0,0,6,3,131,658,21,2
1,131,659,2,11,5,7,4,2,2,2,4,5,4,1,2,2,2,2,2,1,3,2,2,2,1,1,2,2,3,2,2,1,2,1,1,2,4,4,2,2,2,2,1,2,3,3,2,1,1,2,2,1,2,1,2,2,3,4,1,2,1,1,3,1,1,2,3,2,3,1,2,131,659,3,3,5,2,1,3,1,2,3,1,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,4,3,2,3,4,3,2,1,1,2,1,1,1,1,4,1,3,5,2,3,2,1,2,4,0,3,0,3,131,659,4,2
1,131,660,2,10,4,3,5,1,5,1,4,3,2,2,1,2,5,2,4,2,2,3,2,2,5,3,1,2,3,2,2,1,2,2,1,1,1,4,3,2,3,2,1,3,3,2,2,1,3,3,3,1,3,3,3,3,3,3,1,2,2,3,4,2,1,3,2,2,3,4,2,131,660,2,3,1,3,2,3,3,2,3,2,4,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,3,2,4,2,3,4,4,4,3,3,2,3,2,2,2,3,1,3,1,3,2,2,1,2,0,0,6,3,131,660,9,2
1,131,661,2,9,4,3,3,4,1,1,4,5,4,1,2,2,2,1,1,1,2,2,1,2,1,1,1,1,3,3,1,1,2,1,1,1,4,4,2,2,3,2,1,2,2,2,1,2,3,1,2,1,2,1,1,1,2,2,1,2,1,2,2,1,1,3,2,2,2,3,2,131,661,2,2,2,1,1,2,2,2,2,2,1,3,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,3,1,2,2,2,3,2,1,1,2,2,1,1,4,1,3,1,2,2,2,4,1,2,0,0,1,3,131,661,33,2
1,131,662,2,5,4,8,2,1,5,1,4,2,1,1,1,2,1,3,3,2,1,2,2,3,2,1,2,2,3,2,5,2,3,1,2,6,2,4,2,4,1,2,2,2,10,3,5,3,3,2,3,1,5,3,3,2,4,2,3,4,2,2,6,1,1,4,4,4,4,1,2,131,662,2,5,5,3,6,5,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,3,2,2,2,2,2,2,2,2,2,2,2,1,2,1,3,2,4,3,6,4,3,2,1,1,2,2,4,1,1,4,1,5,5,5,5,5,2,1,3,0,0,0,3,131,662,86,2
1,131,663,2,12,4,11,1,4,4,1,4,4,3,1,1,2,2,1,1,1,2,1,1,2,1,1,1,1,1,2,1,1,1,1,1,1,1,4,1,4,1,2,1,2,2,2,2,3,3,1,2,1,2,1,1,1,3,3,1,2,3,2,1,2,1,3,1,1,2,1,2,131,663,1,2,2,1,1,1,1,2,1,2,1,3,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,1,1,1,4,1,1,1,1,1,1,1,2,1,2,1,1,4,1,3,2,2,2,5,2,1,3,0,0,0,3,131,663,57,2
1,131,664,2,10,4,4,2,1,5,1,4,3,3,1,4,2,2,1,2,1,3,2,3,3,1,2,2,2,2,3,2,1,1,1,3,3,4,4,2,2,4,2,2,3,4,2,1,3,3,2,6,5,6,4,5,5,5,5,3,0,3,0,6,1,1,3,2,4,3,2,2,131,664,2,3,0,1,1,2,2,2,3,2,1,3,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,3,2,1,1,3,4,4,2,5,2,1,2,1,1,1,1,2,1,2,3,1,3,2,2,1,3,0,0,0,3,131,664,18,2
1,131,665,2,6,3,5,3,1,5,1,4,3,3,1,2,2,3,2,1,1,1,3,2,3,2,3,2,4,3,1,4,2,2,1,3,6,3,4,1,2,1,2,8,2,8,2,2,1,4,3,3,2,1,2,2,1,2,2,1,2,1,2,4,2,2,2,3,1,4,1,2,131,665,4,4,5,2,2,2,1,1,1,2,1,3,2,2,2,2,2,2,2,2,2,2,2,1,2,1,2,2,2,2,2,2,2,2,2,1,2,2,2,1,5,3,4,3,3,5,1,2,1,1,2,3,3,1,1,4,1,3,2,1,1,3,2,1,2,0,0,6,3,131,665,15,2
1,131,666,2,4,3,7,1,1,5,1,4,2,2,1,2,2,2,2,2,3,1,1,3,3,2,1,2,3,3,2,4,2,4,5,4,1,4,4,4,3,2,2,3,2,4,2,2,1,2,4,4,3,4,1,3,2,4,2,3,3,1,2,5,2,2,2,1,1,5,1,2,131,666,1,4,4,2,1,3,2,1,3,2,1,3,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,4,5,3,1,4,4,4,4,4,1,1,2,4,2,2,3,2,2,1,3,1,4,3,2,1,3,0,0,0,3,131,666,33,2
1,131,667,2,4,3,3,1,1,5,1,4,5,4,1,2,2,2,1,1,2,1,1,2,3,1,1,2,2,3,1,3,1,1,1,2,1,3,3,1,4,2,1,1,3,2,3,1,1,1,2,3,1,2,2,2,2,3,3,1,2,1,2,2,2,1,3,1,3,3,1,2,131,667,1,4,5,2,1,1,2,3,2,2,1,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,3,5,3,3,2,3,5,2,3,2,2,2,2,2,1,2,2,2,3,3,1,4,4,2,3,2,0,0,10,3,131,667,11,2
1,131,668,2,9,2,7,4,1,5,1,4,5,4,1,1,2,2,2,2,2,1,1,2,2,3,3,2,2,1,2,4,2,3,2,1,2,3,4,2,4,2,2,1,3,3,3,1,2,3,2,2,1,2,1,3,3,4,3,1,2,1,2,5,2,2,1,1,1,2,3,2,131,668,2,2,2,1,2,1,2,2,2,1,2,3,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,3,2,2,3,4,2,1,1,1,1,2,1,1,4,1,4,3,2,3,5,4,1,2,0,0,1,3,131,668,14,2
1,131,669,2,7,1,7,5,4,3,2,4,2,2,5,4,2,2,3,1,1,1,2,2,3,3,3,3,3,3,2,3,3,2,5,4,2,2,4,2,4,4,2,1,2,4,2,5,3,3,1,2,2,5,1,2,2,2,2,1,4,3,2,4,1,1,4,1,1,3,2,2,131,669,2,2,2,2,1,1,1,2,2,2,1,3,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,4,2,3,1,3,2,4,2,5,1,2,1,1,3,1,1,2,2,3,1,1,5,3,4,1,2,0,0,1,3,131,669,28,2
1,131,670,2,11,2,2,5,1,5,2,5,5,5,1,2,2,2,1,1,1,1,2,1,1,1,3,1,2,1,1,2,1,1,1,1,2,4,2,1,1,1,2,2,2,4,3,1,2,3,1,2,1,2,1,1,1,2,3,1,1,1,2,3,1,1,1,1,1,4,1,2,131,670,2,4,5,1,1,1,1,1,1,2,1,3,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,5,4,1,4,5,5,1,3,1,1,1,2,1,1,1,4,1,3,1,1,3,4,3,2,2,0,0,6,3,131,670,14,2
1,131,671,2,3,4,7,5,1,5,1,3,1,1,1,1,2,2,1,3,3,1,3,1,2,1,1,1,1,2,1,1,2,4,1,1,1,4,4,1,2,2,2,1,3,11,3,1,1,3,2,2,1,2,1,3,3,2,1,2,1,1,2,1,1,1,4,1,2,2,3,2,131,671,1,2,4,1,1,2,3,1,2,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,1,2,1,2,2,1,2,4,5,6,2,1,2,2,1,3,1,1,4,1,3,1,2,3,2,2,1,2,0,0,6,3,131,671,4,2
1,131,672,2,10,1,11,3,1,5,1,3,2,2,1,3,2,1,2,3,3,1,2,2,3,1,1,3,3,3,2,4,2,5,2,2,2,5,4,4,3,3,2,10,1,2,2,2,1,1,4,3,1,1,1,3,2,3,2,1,2,1,2,4,2,1,2,3,3,3,1,2,131,672,2,0,4,3,2,3,2,1,3,1,1,3,2,2,2,2,2,2,2,2,2,2,2,1,2,1,2,1,2,2,2,2,2,2,2,2,2,2,2,1,4,4,1,3,4,4,3,3,2,2,2,3,2,2,1,4,1,1,2,2,2,4,4,1,2,0,0,1,3,131,672,31,2
1,131,673,2,2,5,7,4,1,5,1,3,2,2,1,2,2,2,3,2,2,3,2,1,1,2,1,2,2,2,1,2,1,2,2,6,2,3,3,2,2,4,2,1,3,2,3,1,2,1,2,3,1,5,1,2,2,2,3,1,1,1,2,1,2,2,3,2,2,2,2,2,131,673,3,2,2,3,2,2,2,2,3,2,1,2,2,2,2,2,2,2,2,1,2,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,3,2,2,3,5,5,2,1,2,2,2,1,1,3,1,3,5,1,3,2,4,1,2,0,0,1,3,131,673,9,2
1,131,674,2,2,5,3,4,1,5,1,3,3,3,2,3,2,7,3,2,2,1,2,2,2,2,3,2,2,3,3,4,2,3,2,3,2,2,4,2,3,2,2,2,3,2,3,3,3,2,2,3,2,3,2,2,2,1,3,1,2,1,2,4,2,2,3,2,2,4,3,2,131,674,3,5,4,1,2,4,1,2,3,1,2,1,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,1,3,2,2,2,2,4,3,4,2,1,2,2,4,2,1,4,2,4,3,1,1,3,2,1,3,0,0,0,3,131,674,71,2
1,131,675,2,3,4,3,3,1,5,1,3,1,1,3,2,2,4,2,3,3,1,1,3,2,4,3,2,1,1,2,1,2,4,3,6,3,4,4,4,4,1,2,1,3,8,3,2,3,3,5,4,1,4,3,3,4,3,4,2,2,3,4,1,1,1,1,3,5,2,4,2,131,675,1,3,3,3,1,5,3,1,3,2,1,1,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,3,3,3,1,3,3,3,4,1,3,3,3,5,4,1,1,3,1,3,5,5,5,5,2,1,2,0,0,6,3,131,675,8,2
1,131,676,3,9,7,2,5,1,5,1,4,3,3,1,2,2,2,1,1,3,1,1,1,1,3,3,1,2,1,1,5,2,4,1,2,3,3,3,1,2,2,2,1,2,3,2,1,2,2,2,2,1,1,1,3,1,2,1,1,1,1,2,4,2,2,1,3,3,3,1,2,131,676,2,4,3,2,1,3,2,1,1,1,1,3,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,1,2,3,2,2,2,4,3,1,2,1,1,2,3,1,1,2,1,3,2,2,3,2,2,3,2,0,0,4,3,131,676,10,2
1,131,677,3,4,7,2,3,1,5,1,4,3,3,1,2,2,8,1,3,1,1,2,1,3,2,2,3,3,3,2,2,2,3,2,3,3,2,4,2,4,2,2,2,3,8,1,1,1,1,2,3,2,2,2,2,2,2,3,1,2,1,2,1,1,1,3,3,2,3,3,2,131,677,3,4,5,2,1,2,2,1,3,2,1,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,1,4,4,3,4,5,4,2,3,1,1,2,4,4,1,1,4,1,3,3,1,2,3,2,1,3,0,0,0,3,131,677,39,2
1,131,678,3,4,7,11,5,1,5,2,4,3,1,1,5,2,2,1,1,1,2,2,1,1,1,1,1,1,1,2,2,2,2,1,1,2,4,3,2,2,1,2,1,3,5,2,2,1,3,1,2,1,1,1,1,1,4,4,1,2,1,2,3,1,1,3,3,3,2,4,2,131,678,2,5,4,1,6,2,3,2,3,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,1,4,2,3,3,4,4,2,2,5,4,1,3,1,1,1,4,1,4,5,2,4,3,2,1,3,0,0,0,3,131,678,1,2
1,131,679,3,9,7,2,5,5,1,1,4,3,3,2,1,2,2,3,2,1,2,2,1,2,2,1,2,2,2,2,1,3,2,2,1,5,4,4,2,4,2,2,1,3,1,2,5,2,1,2,2,1,2,1,2,1,4,2,1,1,1,1,2,1,1,3,2,2,2,2,2,131,679,2,3,3,2,2,2,2,2,3,2,4,1,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,3,2,2,2,1,1,2,3,1,1,4,1,3,5,1,2,2,2,1,3,0,0,0,3,131,679,85,2
1,131,680,3,4,7,5,3,1,5,1,4,4,3,2,4,2,2,2,2,1,3,2,3,2,5,3,1,1,3,3,2,2,3,1,1,3,4,5,2,2,1,2,2,2,4,2,2,3,3,1,2,1,2,2,2,2,2,3,1,4,1,3,2,3,3,3,5,5,5,1,2,131,680,2,2,2,2,2,1,2,2,3,1,2,3,2,2,2,2,2,2,2,2,2,2,2,1,2,4,2,2,2,2,2,2,2,2,2,2,2,1,2,1,3,4,1,4,2,3,2,2,2,1,1,1,1,1,1,4,1,4,2,2,3,2,2,1,3,0,0,0,3,131,680,59,2
1,131,681,3,9,7,1,5,1,5,2,4,4,4,1,2,2,2,1,2,1,2,2,2,1,1,2,1,2,1,1,1,1,2,1,1,3,4,1,1,2,1,2,2,3,3,3,1,3,3,2,2,1,2,1,2,2,2,3,1,2,1,2,2,1,1,3,1,2,4,1,2,131,681,2,4,4,2,2,2,1,1,1,2,1,3,2,2,2,2,2,2,2,2,2,2,2,1,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,4,3,1,3,4,4,1,3,2,1,2,1,2,1,1,4,1,2,2,1,3,3,2,1,3,0,0,0,3,131,681,2,2
1,131,682,3,2,7,2,5,1,5,2,4,3,2,1,2,2,2,2,2,2,1,2,2,2,3,1,2,2,1,1,5,1,2,1,1,2,4,3,1,2,2,2,3,3,6,3,2,1,1,2,5,1,4,1,2,2,4,3,1,1,1,2,4,1,1,4,2,2,0,1,2,131,682,1,5,5,2,2,2,2,2,1,2,1,3,2,2,2,2,2,2,2,2,2,2,2,1,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,3,4,3,3,1,3,2,4,2,2,2,2,1,1,1,3,5,2,3,1,2,2,3,2,2,0,0,6,3,131,682,25,2
1,131,683,3,4,7,7,4,1,5,1,4,4,2,1,4,2,2,2,2,1,2,2,2,1,2,3,2,2,3,1,2,1,2,1,6,2,3,4,3,2,4,2,2,2,4,2,2,3,3,1,3,1,2,1,2,2,4,3,3,2,1,4,2,1,1,3,1,2,2,1,2,131,683,2,3,4,1,2,2,2,2,2,2,1,2,2,1,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,1,2,2,2,2,3,3,2,3,3,5,1,1,3,1,1,4,1,4,5,2,5,3,4,5,2,0,0,6,3,131,683,5,2
1,131,684,3,4,7,8,5,1,5,1,4,1,1,1,1,2,2,2,4,1,1,2,1,4,1,1,1,1,4,4,2,2,2,1,1,1,5,4,2,4,4,2,1,2,1,3,1,1,3,6,6,5,6,4,2,5,2,4,3,2,1,3,2,3,1,4,2,2,0,2,2,131,684,2,0,0,0,2,2,2,1,3,2,1,1,2,2,2,2,1,2,2,2,2,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2,1,2,1,6,5,4,5,1,3,4,2,1,1,3,1,2,1,1,4,1,3,5,2,2,2,4,1,2,0,0,1,3,131,684,25,2
1,131,685,3,4,7,3,5,1,5,1,4,4,3,1,3,2,1,3,2,2,1,2,2,2,2,3,2,2,1,3,4,2,4,2,2,3,3,3,2,2,2,2,4,3,6,2,2,1,2,2,5,2,4,1,3,2,2,3,1,3,1,2,4,2,1,2,4,3,4,2,2,131,685,4,4,5,2,2,2,2,2,2,2,1,3,2,2,2,2,2,2,2,2,2,2,2,1,2,4,2,2,2,2,2,2,2,2,2,2,2,1,2,2,3,3,2,2,3,4,2,2,1,1,1,2,3,1,1,4,1,2,2,1,2,3,4,5,2,0,0,6,3,131,685,9,2
1,131,686,3,7,7,3,5,1,5,1,4,3,2,1,2,2,2,3,2,2,3,2,3,2,3,3,2,3,3,2,2,3,2,1,3,2,3,4,2,3,2,2,1,3,3,2,1,1,2,2,2,1,1,1,3,3,3,3,1,4,3,3,3,2,2,2,2,2,3,1,2,131,686,2,3,4,1,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2,1,2,2,4,3,3,3,3,3,2,2,2,1,1,2,3,1,1,2,2,1,2,2,3,2,1,2,2,0,0,6,3,131,686,2,2
1,131,687,3,4,7,3,3,2,1,2,4,3,3,2,3,2,2,3,1,1,1,2,2,2,3,2,1,2,1,3,2,2,1,2,2,5,1,4,1,2,4,1,2,2,7,3,2,1,3,3,1,2,2,1,3,2,1,3,1,1,1,2,1,3,2,4,5,0,3,5,2,131,687,4,0,3,2,2,2,1,2,3,2,1,2,2,1,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,1,2,2,2,3,2,3,4,3,4,3,1,1,1,3,1,2,3,1,2,4,1,1,3,4,4,6,2,1,3,0,0,0,3,131,687,25,2
1,131,688,3,8,7,2,5,1,5,2,4,4,2,1,2,2,2,1,1,1,3,2,2,2,1,1,2,2,1,2,2,1,2,1,1,6,4,4,1,3,1,2,1,2,4,3,1,1,2,2,3,2,1,1,2,2,2,3,1,1,1,2,4,2,2,2,2,3,3,1,2,131,688,2,4,4,1,2,4,2,2,3,1,1,2,2,2,2,2,1,2,2,2,2,2,2,2,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,3,2,3,3,2,2,3,4,3,1,1,2,2,2,3,1,4,2,1,3,1,2,4,2,1,2,0,0,4,3,131,688,12,2
1,131,689,4,9,7,7,5,4,1,1,4,3,3,2,2,2,2,2,4,2,2,2,2,3,2,3,3,2,3,2,2,2,3,1,6,3,4,4,4,4,3,2,3,3,4,2,2,3,3,2,2,1,3,1,2,4,1,3,1,1,1,1,2,1,1,4,1,4,3,1,2,131,689,1,5,4,2,1,3,3,3,3,2,1,1,2,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,4,4,3,1,3,4,3,2,3,3,1,2,4,2,1,1,4,4,2,5,1,2,2,4,4,2,0,0,11,3,131,689,14,2
1,131,690,4,5,7,2,5,1,5,1,4,4,2,2,2,2,8,2,2,1,2,2,1,2,2,1,2,2,2,2,2,2,4,4,2,4,3,4,2,3,2,2,2,3,3,2,2,1,1,2,2,1,2,1,2,2,2,3,1,2,1,2,3,2,2,2,2,2,2,1,2,131,690,3,2,2,2,1,2,2,1,3,2,1,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,3,2,2,2,2,2,3,3,2,2,1,1,2,3,1,1,2,4,2,2,1,2,5,3,1,2,0,0,9,3,131,690,2,2
1,131,691,4,10,7,7,5,1,5,2,4,5,5,1,2,2,0,2,2,1,1,2,2,2,3,3,2,2,3,2,2,2,3,2,2,3,4,4,2,2,1,2,1,2,3,2,1,2,1,1,2,1,1,1,2,1,1,3,1,1,1,2,2,2,1,2,3,2,2,1,2,131,691,1,4,4,2,2,3,2,1,3,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,1,2,1,2,2,2,2,2,2,2,2,2,2,2,3,1,3,2,3,2,2,4,3,1,1,2,4,2,1,1,3,2,3,2,1,2,2,4,4,2,0,0,11,3,131,691,11,2
1,131,692,4,6,7,1,4,1,5,1,4,3,3,2,2,2,2,1,2,2,1,2,1,2,2,3,2,1,3,2,2,2,2,1,2,1,4,4,2,2,4,2,2,3,5,3,2,1,1,3,5,1,4,1,2,1,1,3,1,1,1,2,2,1,1,1,1,2,2,1,2,131,692,2,5,5,2,2,3,2,1,3,1,1,1,2,2,2,2,1,2,2,2,2,2,2,2,2,1,2,2,2,1,2,2,2,2,2,2,2,2,2,2,4,3,4,3,4,4,3,3,1,3,2,2,4,1,1,3,1,1,2,2,2,2,2,1,3,0,0,0,3,131,692,96,2
