CARD.,DECK.,BALLOT.,,Q.1.,Q.2A.,Q.2B.,Q.3.,Q.4.,Q.5.,Q.6.,Q.7.,Q.8.,Q.9.,Q.10.,Q.11.,Q.12.,Q.13.,Q.14.,Q.15.,Q.15..1,Q.15..2,Q.15..3,Q.15..4,Q.15..5,Q.15..6,Q.15..7,Q.15..8,Q.15..9,Q.15..10,Q.16.,Q.17.,Q.18.,Q.19.,Q.19..1,Q.19..2,Q.19..3,Q.19..4,Q.19..5,Q.20.,Q.21A.,Q.21B.,Q.21C.,Q.22A.,Q.22B.,Q.22C.,Q.23.,Q.24.,Q.25.,Q.26.,Q.27.,Q.28A.,Q.28B.,Q.28B..1,Q.28B..2,Q.28B..3,Q.28B..4,Q.28B..5,Q.28B..6,Q.28B..7,Q.28B..8,Q.28B..9,Q.28B..10,Q.28B..11,Q.29.,Q.30.,Q.31.,Q.32.,Q.33.,Q.34.,CARD..1,DECK..1,BALLOT..1,NA.1,Q.35.,Q.37.,Q.38.,Q.39.,Q.40.,Q.41.,Q.41..1,Q.41..2,Q.41..3,Q.41..4,Q.41..5,Q.41..6,Q.41..7,Q.41..8,Q.41..9,Q.42A.,Q.42B.,Q.43.,Q.44.,Q.45.,Q.46.,Q.47A.,Q.47B.,Q.47C.,Q.47D.,Q.47E.,Q.47F.,Q.47G.,Q.47H.,Q.48.,Q.49.,Q.50.,Q.51.,Q.52.,Q.54A.,Q.54A..1,Q.54A..2,Q.54A..3,Q.54A..4,Q.54A..5,Q.54A..6,Q.54A..7,Q.54A..8,Q.54A..9,Q.54A..10,Q.54A..11,Q.54A..12,Q.54A..13,Q.54A..14,Q.54A..15,Q.54A..16,Q.54A..17,Q.54A..18,Q.54A..19,Q.54A..20,Q.54A..21,Q.54A..22,Q.54A..23,Q.54A..24,Q.54A..25,Q.54A..26,Q.54A..27,Q.54B.,Q.54D.,V.55.
1,132,11,1,1,0,0,5,6,1,3,5,4,5,2,2,3,1,3,1,2,2,2,2,2,2,2,2,2,2,1,4,5,2,2,1,2,2,2,3,10,1,1,5,0,6,3,1,2,2,5,5,2,2,2,2,2,2,2,2,2,2,2,1,1,2,1,1,1,1,2,132,11,1,3,2,1,2,2,2,1,2,2,2,1,2,2,2,2,2,0,1,1,2,1,3,3,1,1,3,4,3,2,2,2,1,2,2,2,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,8,26136
1,132,12,1,2,6,10,9,8,2,3,4,4,5,2,2,3,1,3,1,2,2,2,2,2,2,2,2,2,2,1,5,5,2,2,2,1,2,2,4,3,2,2,5,3,4,2,1,1,1,5,1,2,2,2,1,2,2,2,2,2,2,2,2,1,3,2,2,1,1,2,132,12,1,3,2,2,2,1,1,2,2,2,2,1,2,2,2,2,2,0,2,2,2,1,5,3,1,1,1,2,1,1,2,2,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,1,2,2,2,1,2,1,0,26043
1,132,13,1,3,5,1,10,3,1,1,5,16,5,2,2,3,4,3,1,2,2,2,2,2,2,2,2,2,2,1,5,5,1,2,2,2,2,2,4,15,4,4,4,5,6,1,1,1,1,5,5,2,2,2,2,2,1,2,2,2,2,2,2,3,3,2,3,2,2,2,132,13,1,3,2,2,2,3,1,2,1,2,2,2,2,2,2,2,1,2,1,1,1,2,2,2,1,3,3,2,3,2,4,2,3,1,1,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,1,1,2,2,2,2,2,0,0,26063
1,132,14,1,7,4,4,10,7,1,3,5,7,5,2,2,3,1,2,2,2,1,2,2,2,2,2,2,2,2,1,1,3,2,2,1,2,2,2,4,2,1,2,5,5,4,1,1,1,1,5,5,2,2,2,2,2,1,2,2,2,2,2,2,3,3,2,1,2,2,2,132,14,1,3,2,2,2,1,2,1,2,1,2,2,2,2,2,2,2,0,1,1,1,1,3,3,2,2,3,3,3,2,4,3,2,2,1,2,2,1,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,0,26048
1,132,15,1,6,4,3,8,6,2,1,4,9,5,2,2,3,1,1,2,1,1,2,2,2,2,2,2,2,2,2,1,1,2,2,2,2,2,1,6,9,1,4,5,3,4,2,2,1,1,4,2,2,2,2,1,2,2,2,2,2,2,2,2,4,3,2,3,2,2,2,132,15,1,3,2,2,2,3,1,2,1,2,2,2,2,2,2,2,0,0,2,1,2,1,3,3,1,1,1,3,1,4,4,0,1,1,1,1,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,1,6,26167
1,132,16,1,1,7,10,8,1,1,1,4,8,4,2,2,0,1,3,2,2,1,2,2,2,2,2,2,2,2,5,5,5,2,2,1,2,2,2,2,3,1,1,5,3,4,4,2,3,3,6,2,1,2,2,2,2,2,2,2,2,2,2,2,1,3,2,2,1,1,2,132,16,1,3,2,2,2,3,2,2,2,2,2,2,1,2,2,2,2,0,3,3,2,5,5,3,1,1,2,1,2,1,4,3,1,1,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,4,10,26087
1,132,17,1,8,3,5,9,8,2,1,5,16,5,2,2,3,1,1,2,2,1,2,2,2,2,2,2,2,2,5,1,2,2,2,2,1,2,2,4,6,1,2,5,5,5,4,4,1,1,5,0,2,2,2,2,2,1,2,2,2,2,2,2,3,3,2,3,1,1,2,132,17,1,3,2,2,2,1,2,2,2,1,2,2,1,2,2,2,2,0,2,1,1,1,5,3,2,2,2,2,3,2,4,2,2,2,1,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,1,4,26089
1,132,18,1,1,7,5,5,5,2,1,3,4,2,2,2,1,3,2,2,2,2,2,2,2,2,1,2,2,2,1,1,2,2,2,1,2,2,2,5,3,1,4,5,5,6,3,4,2,2,5,5,2,2,2,2,2,1,2,2,2,2,2,2,1,1,2,2,1,1,2,132,18,1,3,2,2,2,1,1,2,2,2,2,1,2,2,2,2,2,0,2,3,3,4,4,3,1,1,1,2,1,2,4,3,4,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,5,12,27330
1,132,19,1,6,4,3,9,7,2,3,5,8,5,2,2,3,1,1,2,2,2,2,2,2,2,2,2,1,2,3,5,5,2,1,2,2,2,2,3,7,1,4,5,3,4,4,4,3,2,1,1,2,2,2,1,2,2,2,2,2,2,2,2,3,2,2,2,1,1,2,132,19,1,3,1,1,2,3,2,2,2,1,2,1,2,2,2,2,2,0,1,1,1,3,2,3,2,2,2,4,2,3,4,2,1,1,3,1,1,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,8,26034
1,132,20,1,1,7,1,11,3,1,1,4,4,4,2,2,3,1,2,2,2,2,2,2,2,2,2,2,2,1,1,5,5,2,1,2,2,2,2,4,4,2,2,5,3,4,4,4,2,3,5,5,2,2,2,2,2,1,2,2,2,2,2,2,1,2,2,3,3,1,2,132,20,1,3,2,2,2,1,2,2,2,1,2,2,2,2,2,2,2,0,1,2,2,4,4,3,2,2,1,3,2,4,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,2,2,2,2,2,2,2,10,26111
1,132,21,1,8,4,4,9,6,2,1,4,7,5,2,2,3,1,2,2,2,2,2,2,2,2,2,2,2,1,1,1,2,2,2,1,2,2,2,4,1,1,2,5,3,4,1,1,1,1,5,1,2,2,2,1,2,2,2,2,2,2,2,2,3,2,2,2,2,2,2,132,21,1,3,2,2,3,1,2,2,2,1,2,2,2,2,2,2,2,0,2,1,2,1,3,3,2,2,1,1,2,2,4,3,4,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,1,2,2,2,2,1,2,2,1,8,26022
1,132,22,1,1,7,5,2,5,3,4,5,4,5,2,2,8,1,3,1,2,2,2,2,2,2,2,2,2,2,1,4,4,2,1,1,2,2,2,4,3,1,4,5,5,4,2,1,1,1,4,1,2,1,2,1,2,2,2,2,2,2,2,2,1,3,1,1,1,1,2,132,22,1,3,1,1,2,1,2,2,2,1,2,1,2,2,2,2,2,0,2,2,1,1,3,3,2,2,1,3,2,3,3,3,4,3,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,1,2,2,2,1,5,26084
1,132,23,1,5,4,2,7,6,1,3,5,4,6,2,2,3,2,3,1,2,2,1,2,2,2,2,2,2,2,3,5,5,2,1,1,2,2,2,2,11,5,2,6,5,4,2,3,1,1,1,1,2,2,2,2,2,2,2,2,2,1,2,2,3,2,1,3,2,2,2,132,23,1,3,2,2,2,2,2,1,2,1,2,2,2,2,2,2,2,0,2,2,2,3,3,3,2,3,2,3,0,0,0,0,0,1,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,1,2,2,2,2,1,2,1,2,2,2,1,5,26073
1,132,24,1,2,6,10,7,5,1,3,4,3,5,2,2,8,1,1,1,2,2,2,2,2,2,2,2,2,2,2,4,5,2,1,1,2,2,2,3,2,2,2,5,3,4,1,3,1,2,5,1,2,2,2,1,2,2,2,2,2,2,2,2,4,2,2,3,2,2,2,132,24,1,3,2,1,0,1,1,2,2,2,2,1,2,2,2,2,2,0,1,2,2,1,3,3,2,2,2,3,2,2,2,1,3,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,1,2,2,1,6,26085
1,132,25,1,5,6,3,9,5,1,3,6,8,6,2,2,3,1,3,1,2,2,2,2,2,2,2,2,2,2,2,4,5,2,1,1,2,2,2,2,4,2,4,5,5,6,1,4,1,1,5,5,2,2,2,2,2,2,1,2,2,2,2,2,4,2,2,3,1,2,2,132,25,1,3,1,1,2,3,2,2,2,1,2,2,1,2,2,2,2,0,1,1,1,3,1,2,3,2,1,4,3,3,4,3,1,1,1,2,2,2,2,2,2,1,1,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,0,4,26003
1,132,26,1,6,3,3,7,4,1,4,5,0,0,0,0,0,3,2,1,2,2,2,2,2,2,2,2,2,2,1,1,2,2,2,1,2,2,2,2,10,1,4,5,5,6,4,2,3,3,0,5,2,2,2,2,2,1,2,2,2,2,2,2,3,2,2,3,1,3,2,132,26,1,3,2,2,2,1,2,2,2,1,2,2,1,2,2,2,2,0,2,2,2,1,3,3,1,2,2,3,1,1,4,3,1,3,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,5,12,27036
1,132,27,1,1,7,10,5,2,2,1,0,0,0,0,0,0,1,2,2,2,1,2,2,2,2,2,2,2,2,1,5,5,2,2,2,1,2,2,1,10,1,1,5,0,0,3,1,2,3,5,5,2,2,2,2,2,1,2,2,2,2,2,2,3,1,2,1,2,2,2,132,27,1,3,1,2,2,1,2,2,2,2,2,1,2,2,2,2,2,0,2,2,2,2,3,2,2,2,1,3,2,4,4,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,5,12,27404
1,132,28,1,10,3,7,11,6,1,1,5,3,5,0,0,9,1,1,2,2,2,2,2,2,2,2,2,2,1,3,4,4,2,2,1,2,2,2,1,2,1,2,8,8,4,4,1,1,0,4,4,1,1,2,2,2,2,2,2,2,2,2,2,3,1,2,3,1,1,2,132,28,1,3,2,2,2,1,2,2,1,1,2,2,2,2,2,2,2,0,1,2,1,1,1,2,2,2,3,3,3,4,4,3,1,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,5,12,23041
1,132,29,1,5,6,2,10,4,1,2,4,8,5,0,2,3,1,0,1,2,2,2,2,2,2,2,2,2,2,1,4,0,2,2,2,1,2,2,4,4,1,4,5,3,3,2,3,3,3,5,0,2,2,2,1,2,2,2,2,2,2,2,2,3,2,2,3,3,2,2,132,29,1,3,1,2,2,0,2,1,2,2,2,2,2,2,2,2,2,0,1,0,2,1,3,3,2,2,2,2,2,2,3,2,2,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,0,0,26147
1,132,30,1,3,0,0,6,5,1,1,5,3,5,0,0,3,0,0,1,2,2,2,2,2,2,2,2,2,2,2,4,4,2,1,2,2,2,2,0,11,2,1,5,3,3,0,2,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,1,3,1,2,3,1,3,2,132,30,1,3,2,0,0,0,2,2,2,2,2,2,2,2,2,1,2,0,0,1,1,2,2,2,0,2,2,3,3,2,4,0,1,1,2,2,2,2,2,1,2,2,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,6,26119
1,132,31,1,3,1,1,11,5,2,4,5,5,5,1,2,9,1,1,2,2,2,1,2,2,2,2,2,2,2,4,5,5,2,1,1,2,2,2,2,2,3,2,6,3,4,4,2,1,1,5,1,1,2,1,2,2,2,2,2,2,2,2,2,4,3,2,2,2,2,2,132,31,1,3,2,2,2,2,2,2,2,1,2,1,2,2,2,2,2,0,1,1,2,1,2,2,2,2,1,3,2,3,4,3,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,5,12,23105
1,132,32,1,8,6,0,9,6,2,3,6,2,6,1,2,9,1,1,2,2,2,1,2,2,2,2,2,2,2,5,5,5,2,1,1,2,2,2,2,4,2,2,7,7,4,2,2,1,1,5,4,2,2,2,2,2,2,2,2,2,1,2,2,4,1,1,1,1,1,2,132,32,1,3,2,1,1,1,1,2,1,2,2,2,2,2,2,2,2,0,1,1,2,1,3,3,2,1,2,2,3,3,3,3,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,5,12,23289
1,132,33,1,8,6,4,9,6,1,1,5,12,5,1,0,9,1,1,2,2,2,1,2,2,2,2,2,2,2,3,5,5,2,2,1,2,2,2,1,2,2,2,7,3,4,2,2,1,1,4,4,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,3,3,3,2,132,33,1,3,2,2,2,1,2,2,2,2,2,2,2,2,1,2,2,0,3,2,3,1,4,3,2,2,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,5,12,23296
1,132,34,1,8,4,5,7,3,1,3,6,4,6,1,2,9,1,1,2,2,2,1,2,2,2,2,2,2,2,3,4,4,1,2,1,2,2,2,2,4,2,2,7,4,5,1,1,1,1,1,1,2,1,1,2,2,2,2,2,2,2,2,2,4,3,2,2,2,2,2,132,34,1,3,2,2,2,2,2,1,2,1,2,2,2,2,2,2,1,1,2,1,1,2,3,2,2,2,2,2,2,2,3,3,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,5,12,23123
1,132,35,1,3,5,1,7,5,1,1,5,9,5,1,2,9,1,1,2,2,2,1,2,2,2,2,2,2,2,4,4,5,2,2,1,2,2,2,6,2,1,4,7,3,4,1,2,2,3,5,5,2,2,2,2,2,1,2,2,2,2,2,2,3,3,2,3,2,3,2,132,35,1,3,2,2,2,1,2,2,1,2,2,1,2,2,2,2,2,0,1,1,2,3,3,3,2,2,3,2,3,1,4,3,3,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,5,12,23178
1,132,36,1,5,3,2,9,4,1,3,5,4,6,1,2,9,3,1,2,2,2,1,2,2,2,2,2,2,2,3,5,5,2,2,1,2,2,2,1,2,2,4,5,5,4,3,1,3,3,5,5,2,2,2,2,2,1,2,2,2,2,2,2,3,3,2,2,1,1,2,132,36,1,3,2,2,2,1,2,2,1,2,2,2,2,2,2,2,2,0,2,1,2,5,2,2,3,3,3,4,3,3,2,3,2,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,5,12,23042
1,132,37,1,1,7,10,9,5,1,3,6,4,6,1,1,9,1,1,2,2,2,1,2,2,2,2,2,2,2,4,5,5,2,2,1,2,2,2,3,4,4,2,8,8,4,3,1,1,1,4,4,2,2,2,2,2,1,2,2,2,2,2,2,1,3,2,1,2,2,2,132,37,1,3,2,2,2,1,1,2,2,2,2,2,1,2,2,2,2,0,1,1,1,1,4,3,3,3,3,4,3,2,4,2,1,1,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,5,12,23234
1,132,38,1,2,1,10,9,2,1,3,5,4,6,1,2,9,1,1,2,2,2,1,2,2,2,2,2,2,2,2,4,4,2,2,2,1,2,2,2,2,1,1,2,7,2,3,1,2,2,5,5,2,1,2,2,2,2,2,2,2,2,2,2,4,3,1,2,1,2,2,132,38,1,3,2,2,3,1,2,2,2,2,2,2,2,1,2,2,2,0,1,1,1,1,4,3,3,3,3,4,3,2,3,3,2,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,5,12,23153
1,132,39,1,4,6,1,6,7,1,4,5,9,5,1,2,9,1,1,2,2,2,1,2,2,1,2,2,2,2,3,5,5,2,2,1,2,2,2,6,2,1,3,5,3,4,3,1,1,3,1,6,2,2,2,2,2,2,2,2,2,2,2,1,3,2,2,3,2,2,2,132,39,1,3,2,2,2,2,2,1,1,2,2,2,2,2,2,2,1,1,1,1,1,2,2,3,3,3,3,4,3,2,4,3,4,1,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,5,12,23075
1,132,40,1,1,6,1,7,6,1,1,4,9,5,1,2,9,1,1,2,2,2,1,2,2,2,2,2,2,2,4,1,2,2,2,1,2,2,2,3,2,3,3,7,7,4,1,1,2,2,5,2,2,2,2,2,1,2,2,2,2,2,2,2,1,3,2,3,3,1,2,132,40,1,3,2,1,3,1,2,2,2,2,2,1,2,1,2,2,2,0,1,1,1,1,3,3,3,3,3,4,3,2,3,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,5,12,23280
1,132,41,1,10,6,7,11,4,1,3,6,4,6,1,2,9,1,1,2,2,2,1,2,2,2,2,2,2,2,1,4,4,2,2,1,2,2,2,6,2,1,4,7,7,4,4,1,1,1,2,6,2,2,2,2,2,1,2,2,2,2,2,2,4,3,2,2,2,2,2,132,41,1,3,2,2,2,1,2,2,2,1,2,2,2,2,2,2,1,1,1,1,1,1,2,2,3,3,3,4,3,2,4,3,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,5,12,23163
1,132,42,1,9,2,7,9,5,1,3,6,4,6,1,2,9,1,1,2,2,2,1,2,2,2,2,2,2,2,3,1,2,2,2,2,2,1,2,3,2,3,4,7,3,4,3,2,1,1,4,4,2,2,2,2,2,1,2,2,2,2,2,2,3,2,2,1,2,2,2,132,42,1,3,2,2,3,1,2,1,2,1,2,2,2,2,2,2,1,1,2,1,1,3,2,2,3,3,3,4,3,3,4,2,1,1,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,5,12,23143
1,132,43,1,3,6,1,11,5,1,4,5,9,5,1,2,9,1,1,2,2,2,1,2,2,2,2,2,2,2,5,1,2,2,2,1,2,2,2,3,2,1,2,8,3,4,3,4,2,2,5,5,2,2,2,2,2,1,2,2,2,2,2,2,3,3,2,1,2,2,2,132,43,1,3,2,2,2,1,2,2,2,1,2,1,2,2,2,2,1,2,1,1,2,1,2,1,2,1,3,4,2,2,2,2,4,0,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,5,12,23125
