CARD.,DECK.,BALLOT.,,Q.1.,Q.2A.,Q.2B.,Q.3.,Q.4.,Q.5.,Q.6.,Q.7.,Q.8.,Q.9.,Q.10.,Q.11.,Q.12.,Q.13.,Q.14.,Q.15.,Q.15..1,Q.15..2,Q.15..3,Q.15..4,Q.15..5,Q.15..6,Q.15..7,Q.15..8,Q.15..9,Q.15..10,Q.16.,Q.17.,Q.18.,Q.19.,Q.19..1,Q.19..2,Q.19..3,Q.19..4,Q.19..5,Q.20.,Q.21A.,Q.21B.,Q.21C.,Q.22A.,Q.22B.,Q.22C.,Q.23.,Q.24.,Q.25.,Q.26.,Q.27.,Q.28A.,Q.28B.,Q.28B..1,Q.28B..2,Q.28B..3,Q.28B..4,Q.28B..5,Q.28B..6,Q.28B..7,Q.28B..8,Q.28B..9,Q.28B..10,Q.28B..11,Q.29.,Q.30.,Q.31.,Q.32.,Q.33.,Q.34.,CARD..1,DECK..1,BALLOT..1,NA.1,Q.35.,Q.37.,Q.38.,Q.39.,Q.40.,Q.41.,Q.41..1,Q.41..2,Q.41..3,Q.41..4,Q.41..5,Q.41..6,Q.41..7,Q.41..8,Q.41..9,Q.42A.,Q.42B.,Q.43.,Q.44.,Q.45.,Q.46.,Q.47A.,Q.47B.,Q.47C.,Q.47D.,Q.47E.,Q.47F.,Q.47G.,Q.47H.,Q.48.,Q.49.,Q.50.,Q.51.,Q.52.,Q.54A.,Q.54A..1,Q.54A..2,Q.54A..3,Q.54A..4,Q.54A..5,Q.54A..6,Q.54A..7,Q.54A..8,Q.54A..9,Q.54A..10,Q.54A..11,Q.54A..12,Q.54A..13,Q.54A..14,Q.54A..15,Q.54A..16,Q.54A..17,Q.54A..18,Q.54A..19,Q.54A..20,Q.54A..21,Q.54A..22,Q.54A..23,Q.54A..24,Q.54A..25,Q.54A..26,Q.54A..27,Q.54B.,Q.54D.,V.55.
1,132,164,1,6,6,0,10,5,1,1,4,6,3,1,2,1,2,2,1,2,2,2,2,2,2,2,2,2,2,1,4,4,2,1,1,2,2,2,2,13,2,2,5,5,4,3,3,0,0,4,4,2,2,2,2,2,1,2,2,2,2,2,2,3,2,2,2,2,2,2,132,164,1,8,0,2,3,3,1,2,2,2,2,1,2,2,2,2,2,0,2,2,2,2,4,3,2,1,1,2,2,1,3,3,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,5,12,27401
1,132,165,1,1,7,10,9,3,1,3,5,2,4,1,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,3,5,5,2,2,1,2,2,2,4,3,1,4,5,3,4,3,2,3,3,5,5,2,2,2,2,2,1,2,2,2,2,2,2,1,2,2,3,3,2,2,132,165,1,8,3,2,2,1,2,1,2,1,2,2,2,2,2,2,2,0,3,2,2,1,5,3,1,1,2,2,2,1,4,1,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,5,12,27196
1,132,166,1,4,6,1,6,6,1,3,5,4,4,1,1,2,3,2,1,2,2,2,2,2,2,2,2,2,2,1,5,2,2,2,1,1,2,2,2,13,2,2,5,5,4,2,2,2,2,5,5,2,2,1,2,2,2,2,2,2,2,2,2,3,2,2,3,1,3,2,132,166,1,8,1,2,2,1,2,2,2,1,2,2,1,2,2,2,1,1,2,2,1,1,4,3,1,1,1,1,2,2,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,5,12,27020
1,132,167,1,1,7,10,11,4,1,1,3,13,3,1,2,1,2,0,1,2,2,2,2,2,2,2,2,2,2,2,5,4,1,2,2,2,2,2,4,3,1,4,5,5,7,4,1,3,3,6,6,2,2,2,2,2,2,2,2,2,2,1,2,1,0,2,3,0,3,2,132,167,1,8,0,0,2,1,2,2,2,2,2,2,2,2,1,2,2,0,2,2,2,1,4,3,1,3,1,2,1,6,1,1,4,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,5,12,27300
1,132,168,1,1,7,0,5,7,1,1,3,4,3,1,1,1,3,2,1,2,2,2,2,2,2,2,2,2,2,1,1,2,2,1,1,2,2,2,3,13,1,2,5,5,4,3,1,2,2,6,5,2,2,2,2,2,1,2,2,2,2,2,2,1,3,2,3,1,1,2,132,168,1,8,2,2,2,1,2,1,2,2,2,2,1,2,2,2,2,0,2,2,2,1,5,3,1,1,1,2,2,1,3,1,4,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,5,12,27063
1,132,169,1,2,2,0,9,3,1,1,3,4,3,1,1,1,3,2,1,2,2,2,2,2,2,2,2,2,2,1,5,4,2,2,2,2,1,2,3,3,0,4,3,3,4,4,2,2,3,5,5,2,2,2,2,2,2,2,2,2,2,2,1,3,3,2,3,1,3,2,132,169,1,8,1,1,1,1,2,1,2,2,2,1,2,2,2,2,2,0,2,2,1,1,3,3,2,2,2,3,3,4,4,3,1,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,5,12,27089
1,132,170,1,9,0,0,9,6,2,4,5,4,3,1,2,1,3,2,1,2,2,2,2,2,2,2,2,2,2,1,1,2,2,2,1,2,2,2,2,10,2,2,5,5,4,4,2,2,2,5,5,2,2,2,2,2,1,2,2,2,2,2,2,4,1,2,3,1,1,2,132,170,1,8,1,2,1,1,1,2,2,1,2,2,2,2,2,2,2,0,1,2,2,1,4,3,2,2,2,3,3,3,4,3,1,3,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,5,12,27038
1,132,171,1,1,7,0,4,6,1,1,3,2,2,1,1,2,3,2,1,2,2,2,2,2,2,2,2,2,2,1,1,2,2,2,1,2,2,2,3,13,2,4,5,5,6,3,2,1,3,5,5,2,2,2,2,2,1,2,2,2,2,2,2,1,2,2,3,3,2,2,132,171,1,8,1,1,2,1,1,2,2,2,2,1,2,2,2,2,2,0,1,2,2,1,3,3,2,2,2,3,3,2,4,3,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,5,12,27074
1,132,172,1,8,6,5,9,6,1,4,5,2,3,1,2,2,3,2,1,2,2,2,2,2,2,2,2,2,2,1,1,2,2,2,1,2,2,2,2,10,1,2,5,5,4,4,2,2,1,5,5,2,2,2,2,2,1,2,2,2,2,2,2,4,1,2,2,2,2,2,132,172,1,8,1,2,2,1,2,2,2,2,2,1,2,2,2,2,1,1,2,2,2,2,3,3,2,2,1,2,2,5,4,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,5,12,27050
1,132,173,1,1,7,10,4,6,1,1,3,4,3,1,2,1,2,2,1,2,2,2,2,2,2,2,2,2,2,4,4,4,2,2,1,2,2,2,5,3,2,4,5,5,6,3,3,2,2,5,5,2,2,2,2,2,2,1,2,2,2,2,2,1,2,2,1,1,2,2,132,173,1,8,2,2,2,1,2,2,2,1,2,2,2,2,2,2,2,0,2,2,2,1,4,3,2,2,1,2,2,2,4,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,5,12,27183
1,132,174,1,1,7,10,11,3,1,1,3,4,3,1,2,1,3,2,1,2,2,2,2,2,2,2,2,2,2,1,5,5,2,2,1,2,2,2,3,3,4,4,5,5,6,4,2,3,3,0,0,2,2,2,2,2,2,2,2,2,2,2,1,1,3,2,3,0,2,2,132,174,1,8,2,2,2,3,1,2,2,1,2,2,2,2,2,2,2,0,2,2,2,0,3,3,2,1,2,2,2,9,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,5,12,27212
1,132,175,1,3,6,0,7,5,1,1,4,4,3,1,2,1,3,2,1,2,2,2,2,2,2,2,2,2,2,1,5,5,2,2,1,1,2,2,2,5,2,4,5,3,4,4,1,2,2,5,5,2,2,2,2,2,1,2,2,2,2,2,2,3,2,2,3,2,2,2,132,175,1,8,2,2,2,3,2,1,2,2,2,1,2,2,2,2,2,0,2,2,2,1,4,3,1,2,2,2,2,2,4,3,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,5,12,27160
1,132,176,1,2,5,10,9,4,1,1,3,4,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,1,5,5,2,2,1,1,2,2,4,2,2,2,1,1,1,2,2,2,2,5,5,2,2,2,2,2,1,2,2,2,2,2,2,3,3,2,3,3,2,2,132,176,1,8,1,1,3,1,2,1,2,1,2,2,2,2,2,2,2,0,1,2,2,2,4,3,2,2,2,2,2,4,4,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,2,2,2,2,2,2,2,1,2,1,10,21046
1,132,177,1,1,7,10,11,4,1,1,3,9,3,2,2,1,3,2,1,2,2,2,2,2,2,2,2,2,2,2,4,4,2,2,1,2,2,2,6,2,1,2,5,5,4,2,1,1,3,6,5,2,2,2,2,2,1,2,2,2,2,2,2,1,2,2,3,1,3,2,132,177,1,8,2,2,2,1,2,1,2,2,2,1,2,2,2,2,2,0,3,3,2,3,3,2,2,1,3,3,2,3,4,3,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,1,2,1,2,2,10,21009
1,132,178,1,1,7,10,9,5,1,1,3,9,3,2,2,1,3,2,1,2,2,2,2,2,2,2,2,2,2,2,5,5,2,2,1,2,2,2,5,2,4,4,5,3,6,4,2,1,3,5,5,2,2,1,2,2,2,2,2,2,2,2,2,1,2,2,3,2,2,2,132,178,1,8,2,2,2,1,2,2,1,1,2,2,2,2,2,2,2,0,1,2,2,2,3,2,2,2,2,3,3,4,2,3,4,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,4,4,21084
1,132,179,1,1,7,10,10,8,1,1,3,14,3,2,2,1,2,2,1,2,2,2,2,2,2,2,2,2,2,1,0,0,2,1,1,2,2,2,7,2,3,2,3,3,4,4,0,0,0,5,5,2,2,2,2,2,2,2,2,2,2,2,1,1,0,2,1,0,0,2,132,179,1,8,1,1,1,1,2,2,1,2,2,1,2,2,2,2,2,0,3,3,2,4,5,3,1,1,2,2,3,5,4,3,0,2,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,0,0,21016
1,132,180,1,2,2,10,11,7,1,1,3,13,3,2,2,1,2,2,1,2,2,2,2,2,2,2,2,2,2,2,5,5,2,2,2,2,1,2,5,2,2,4,5,3,4,3,2,1,1,5,5,2,2,2,2,2,1,2,2,2,2,2,2,4,2,2,3,2,2,2,132,180,1,8,1,2,2,3,2,2,2,1,2,1,2,2,2,2,2,0,1,1,1,1,3,3,3,3,3,4,3,2,4,3,2,2,1,1,2,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,10,21001
1,132,181,1,2,6,10,6,5,1,4,5,4,5,2,2,3,1,1,2,1,2,1,2,2,2,2,2,2,2,1,4,4,2,1,1,2,2,2,1,6,2,2,5,3,5,2,2,2,2,5,5,1,2,1,2,2,2,2,2,2,2,2,2,4,2,2,2,1,1,2,132,181,1,8,1,1,2,1,2,2,1,1,2,2,2,2,2,2,2,0,2,2,2,1,4,3,1,1,1,3,2,4,4,2,4,2,2,1,2,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,6,26105
1,132,182,1,6,6,2,9,5,1,1,5,7,5,2,2,9,2,1,2,1,2,1,2,2,2,2,2,2,2,2,3,2,2,2,1,1,2,2,8,2,1,4,5,5,4,2,1,2,1,6,4,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,3,3,2,2,132,182,1,8,1,1,2,1,2,2,1,2,2,1,2,2,2,2,2,0,2,3,2,2,4,3,1,2,2,3,2,2,4,2,3,3,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,5,12,23169
1,132,183,1,3,6,1,9,5,2,4,5,5,5,2,2,3,1,1,1,1,2,2,2,2,2,2,2,2,2,2,1,2,2,1,1,2,2,2,3,8,1,4,5,3,4,3,3,1,1,5,5,2,2,2,1,2,2,2,2,2,2,2,2,3,1,2,2,1,2,2,132,183,1,8,2,2,2,1,2,1,2,2,2,2,2,2,2,2,2,0,3,3,3,1,4,3,1,1,1,1,1,2,4,3,4,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,2,2,2,2,2,2,2,2,2,7,26176
1,132,184,1,3,6,0,4,4,1,3,4,12,5,2,2,3,1,2,2,2,1,2,2,2,2,2,2,2,2,1,1,3,2,2,2,2,1,2,4,6,1,4,1,3,4,3,1,2,1,4,5,2,2,2,2,2,2,2,2,2,1,2,2,4,1,2,3,1,2,2,132,184,1,8,1,1,2,1,2,2,2,1,2,1,2,2,2,2,2,0,2,2,3,1,4,3,2,2,1,2,2,1,2,3,2,2,3,2,1,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,1,5,26103
1,132,185,1,5,0,0,9,6,2,1,5,12,5,2,2,3,1,1,2,2,1,1,2,2,2,2,2,2,2,1,5,5,2,2,1,2,2,2,4,2,2,3,8,8,4,4,1,1,1,4,6,2,2,2,2,2,2,1,2,2,2,2,2,4,2,2,3,2,2,2,132,185,1,8,2,2,1,1,2,1,1,2,2,2,2,2,2,2,2,0,3,1,2,1,3,3,3,2,2,3,3,2,2,1,4,1,1,1,2,2,2,1,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,7,26033
1,132,186,1,1,7,10,11,7,1,1,4,5,3,2,2,1,1,1,2,1,1,2,2,2,2,2,2,2,2,1,4,4,2,2,1,2,2,2,3,9,1,4,8,8,2,4,2,1,1,4,5,2,2,2,2,2,1,2,2,2,2,2,2,1,2,2,3,3,3,2,132,186,1,8,1,1,2,3,2,1,2,2,2,2,1,2,2,2,2,0,2,1,2,3,3,3,2,2,2,3,3,4,4,3,2,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,5,12,27411
1,132,187,1,1,7,10,9,1,1,1,4,8,5,2,2,8,3,2,2,1,1,2,2,2,2,2,2,2,2,7,4,5,2,1,1,2,2,2,6,2,2,2,5,5,4,2,4,1,3,5,5,2,2,2,2,2,1,2,2,2,2,2,2,1,3,2,3,1,3,2,132,187,1,8,2,2,2,1,2,2,2,2,2,1,1,2,2,2,2,0,1,1,2,5,4,3,1,1,1,1,1,1,0,0,4,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,4,8,26174
1,132,188,1,1,7,2,9,5,1,3,5,12,3,2,2,1,3,2,2,2,2,2,2,2,2,1,2,2,2,1,1,3,2,2,1,1,2,2,3,3,1,3,5,5,1,3,4,1,1,4,4,1,2,2,1,2,2,2,2,2,2,2,2,1,1,2,1,2,2,2,132,188,1,8,1,2,2,3,2,2,2,1,2,1,2,2,2,2,0,0,3,3,2,2,4,3,1,2,2,1,2,2,0,1,4,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,5,12,27189
1,132,189,1,5,3,2,9,5,1,1,5,16,5,2,2,9,1,1,2,2,2,2,2,2,2,2,2,1,2,5,5,5,2,2,1,2,2,2,6,2,2,2,5,5,4,2,1,1,1,5,5,2,2,2,2,2,1,2,2,2,2,2,2,3,1,2,1,2,2,2,132,189,1,8,2,2,2,1,2,2,2,1,2,2,2,2,2,2,1,1,1,3,1,2,4,3,1,2,2,2,2,2,4,3,2,3,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,5,12,23193
1,132,190,1,2,0,0,11,5,1,1,5,7,5,2,2,3,1,3,1,2,2,2,2,1,2,2,2,2,2,3,4,4,2,2,1,2,2,2,6,6,1,2,5,3,4,4,2,3,3,5,5,2,2,2,2,2,1,2,2,2,2,2,2,3,3,2,3,3,2,2,132,190,1,8,2,2,2,3,2,2,1,1,2,2,2,2,2,2,2,0,1,1,1,2,3,3,2,1,2,3,2,2,4,3,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,1,1,2,2,2,2,2,2,2,2,2,4,10,26124
1,132,191,1,2,0,0,11,2,1,1,5,7,5,2,2,3,2,0,1,2,2,2,2,2,2,2,2,2,2,1,5,5,2,2,1,2,2,2,2,15,4,3,5,6,6,4,1,1,3,5,5,2,2,2,2,2,1,2,2,2,2,2,2,4,2,2,1,2,2,2,132,191,1,8,2,2,2,3,2,1,1,2,2,2,2,2,2,2,2,0,2,2,2,1,2,2,2,2,1,2,2,4,4,3,1,2,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,1,2,1,2,0,0,26099
1,132,192,1,1,7,10,11,2,2,1,3,6,2,2,2,1,2,2,1,2,2,2,2,2,2,2,2,2,2,1,5,5,2,2,1,1,2,2,8,3,4,4,5,5,6,4,3,2,2,5,6,1,2,2,2,1,2,2,2,2,2,2,2,1,3,2,3,1,2,2,132,192,1,8,2,2,2,1,2,2,2,1,2,1,2,2,2,2,2,0,2,2,2,4,4,3,3,1,2,3,2,7,4,3,0,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,5,12,27310
1,132,193,1,3,1,1,9,5,2,1,4,11,3,2,2,0,3,0,1,2,2,2,2,2,2,2,2,2,2,1,5,5,2,1,2,2,2,2,0,3,1,2,5,3,6,3,2,3,3,5,5,2,2,2,2,2,1,2,2,2,2,2,2,4,3,2,3,1,2,2,132,193,1,8,1,1,1,1,2,2,1,2,2,2,2,2,2,2,2,0,1,2,2,2,4,3,1,1,1,3,2,1,4,1,4,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,5,12,27308
1,132,194,1,1,7,0,4,6,1,1,3,4,2,2,2,1,5,2,1,2,2,2,2,2,2,2,2,2,2,1,1,5,2,2,1,1,2,2,2,13,2,4,5,9,4,4,4,3,3,5,0,2,2,2,2,2,2,2,2,2,2,2,1,4,0,2,3,1,1,2,132,194,1,8,2,2,2,1,2,2,2,2,2,2,2,1,2,2,2,0,2,2,2,1,4,3,1,2,1,3,1,0,0,1,3,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,5,12,27009
1,132,195,1,2,0,0,11,5,1,1,4,8,4,0,0,1,2,0,1,2,2,2,2,2,2,2,2,2,2,1,3,3,1,2,1,2,2,2,5,3,1,4,5,4,5,3,2,2,2,5,5,2,2,2,2,1,2,2,2,2,2,2,2,3,1,2,1,1,1,2,132,195,1,8,2,2,2,1,2,2,1,1,2,2,2,2,2,2,2,0,2,2,2,2,3,3,2,2,2,3,2,2,4,1,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,5,12,27204
1,132,196,1,1,7,10,11,1,1,1,3,5,2,0,2,0,1,1,2,1,1,2,2,2,2,2,2,2,2,7,5,4,1,2,2,1,2,2,2,9,2,4,8,4,1,4,2,3,3,0,0,2,2,2,2,1,2,2,2,2,2,2,2,4,3,2,3,3,3,2,132,196,1,8,2,1,1,1,2,2,1,2,2,2,2,2,2,2,2,0,3,2,3,4,3,2,2,2,2,3,2,8,4,3,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,5,12,27380
1,132,197,1,2,6,10,10,3,1,3,5,4,5,1,2,9,1,1,2,2,2,1,2,2,2,2,2,2,2,5,5,5,2,1,1,2,2,2,3,2,2,1,7,3,4,3,2,2,3,5,0,2,2,2,2,2,1,2,2,2,2,2,2,3,1,2,3,2,2,2,132,197,1,8,1,1,3,1,2,2,2,1,2,1,2,2,2,2,2,0,2,2,2,2,4,3,2,2,2,2,2,1,4,1,4,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,5,12,23227
1,132,198,1,7,6,4,9,7,1,3,5,12,5,1,2,9,1,1,2,2,2,1,2,2,2,2,2,2,2,3,5,5,2,2,1,2,2,2,2,2,1,4,7,3,4,2,3,1,3,4,4,1,2,2,2,2,2,2,2,2,2,2,2,3,2,2,3,2,2,2,132,198,1,8,2,2,1,1,2,1,2,2,2,1,2,2,2,2,2,0,2,3,2,2,4,3,1,2,2,3,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,5,12,23263
1,132,199,1,8,6,5,9,4,1,3,6,1,6,1,2,9,1,1,2,2,2,1,2,2,2,2,2,2,2,5,1,2,2,2,2,2,1,2,3,2,1,1,7,3,6,3,2,1,3,5,5,2,2,2,2,2,1,2,2,2,2,2,2,3,1,2,3,2,3,2,132,199,1,8,1,2,2,1,2,2,2,1,2,1,2,2,2,2,2,0,2,2,2,2,4,3,2,1,1,2,2,2,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,5,12,23106
1,132,200,1,8,6,0,11,6,2,3,6,3,5,1,0,9,1,1,2,2,2,1,2,2,2,2,2,2,2,4,4,4,2,2,2,2,1,2,2,4,0,1,7,3,4,4,1,1,3,4,0,2,2,2,2,2,1,2,2,2,2,2,2,0,3,2,1,1,2,2,132,200,1,8,0,1,2,1,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,0,0,0,0,3,4,0,3,5,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,5,12,23002
1,132,201,1,2,2,10,8,5,1,1,5,5,5,1,2,9,3,1,2,2,2,1,2,2,2,2,2,2,2,5,1,2,2,2,1,2,2,2,1,2,2,2,5,7,4,1,1,1,1,5,4,2,2,2,1,2,1,2,2,2,2,2,2,3,3,1,1,2,2,2,132,201,1,8,1,1,2,1,2,2,1,1,2,2,2,2,2,2,2,0,3,3,3,1,5,3,1,2,3,3,1,5,4,1,4,2,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,5,12,23049
1,132,202,1,6,4,3,9,6,1,3,5,4,5,1,2,9,1,1,2,2,2,1,2,2,2,2,2,2,2,1,1,5,2,2,1,2,2,2,4,2,5,4,8,7,4,3,2,2,1,5,0,2,2,2,2,2,2,2,2,2,2,2,1,3,2,2,3,2,2,2,132,202,1,8,2,2,2,1,2,2,1,2,2,1,2,2,2,2,2,0,2,2,2,4,3,3,3,2,1,3,3,3,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,5,12,23022
1,132,203,1,6,4,3,9,6,2,1,4,12,5,1,2,9,1,1,2,2,2,1,2,2,2,2,2,2,2,3,4,4,2,2,1,2,2,2,2,2,1,4,5,3,7,2,2,1,1,5,5,1,1,2,2,2,2,2,2,2,2,2,2,3,2,2,3,1,1,2,132,203,1,8,2,2,2,1,2,2,1,2,2,1,2,2,2,2,2,0,1,2,2,2,2,2,2,2,2,3,3,2,4,2,2,3,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,5,12,23074
1,132,204,1,6,3,3,5,5,1,3,5,2,6,1,2,9,1,1,2,2,2,1,2,2,2,2,2,2,2,5,1,2,2,2,1,1,2,2,1,2,2,3,5,5,6,4,2,3,3,5,1,2,2,2,2,2,1,2,2,2,2,2,2,2,3,1,3,1,1,2,132,204,1,8,0,0,3,1,1,2,1,2,2,2,2,2,2,2,2,0,3,3,3,5,5,3,2,1,2,1,2,2,2,1,4,2,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,5,12,23275
1,132,205,1,2,6,10,9,5,1,3,6,4,4,1,1,1,3,2,1,2,2,2,2,2,2,2,2,2,2,1,3,2,2,2,2,2,1,2,1,2,2,4,6,7,6,3,2,0,3,4,4,2,2,2,2,2,1,2,2,2,2,2,2,3,1,2,3,2,2,2,132,205,1,8,0,0,0,3,2,2,2,1,2,2,1,2,2,2,2,0,2,2,2,1,5,3,2,2,2,3,2,2,4,3,1,1,3,1,1,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,6,21039
1,132,206,1,2,6,10,9,4,1,3,5,4,4,1,2,1,2,2,1,2,2,2,2,2,2,2,2,2,2,1,5,5,2,2,2,1,2,2,5,2,2,2,0,0,0,4,1,2,2,5,0,2,2,2,2,2,2,2,2,2,2,2,1,4,3,2,3,2,2,2,132,206,1,8,2,2,2,3,1,2,2,2,2,1,2,2,2,2,2,0,2,2,2,2,4,3,2,2,2,3,2,2,4,0,1,2,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,0,8,21004
1,132,207,1,3,6,1,9,4,1,1,5,2,4,1,2,1,2,2,1,2,2,2,2,2,2,2,2,2,2,1,5,2,2,1,2,2,2,2,5,2,2,2,5,3,6,2,1,2,2,6,0,2,2,2,2,2,2,2,2,2,2,2,1,4,3,2,3,2,2,2,132,207,1,8,2,2,2,1,2,2,1,2,2,2,1,2,2,2,2,0,2,2,2,1,4,3,2,1,3,3,2,2,4,1,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,2,2,2,1,2,2,2,2,2,4,7,21003
1,132,208,1,4,6,10,11,8,2,1,3,2,2,1,2,1,2,2,1,2,2,2,2,2,2,2,2,2,2,1,5,5,2,1,1,2,2,2,8,2,1,2,5,3,8,3,3,0,2,0,0,2,2,2,2,2,2,2,2,2,2,2,1,0,3,2,3,1,3,2,132,208,1,8,2,2,2,1,2,2,1,2,2,1,2,2,2,2,2,0,2,1,2,2,3,3,2,2,3,3,2,4,4,3,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,0,0,21095
1,132,209,1,2,1,10,10,7,1,1,4,4,3,1,1,1,2,2,1,2,2,2,2,2,2,2,2,2,2,1,1,2,2,1,1,2,2,2,4,2,4,2,5,3,4,4,2,2,2,6,6,2,2,2,2,2,1,2,2,2,2,2,2,3,1,2,1,3,3,2,132,209,1,8,1,2,1,1,2,2,2,1,2,1,2,2,2,2,2,0,3,3,3,3,4,3,1,1,1,2,2,4,4,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,0,8,21025
