COL1,COL2,COL3,COL4,COL5,COL6,COL7,COL8,COL9,COL10,COL11,COL12,COL13,COL14,COL15,COL16,COL17,COL18,COL19,COL20,COL21,COL22,COL23,COL24,COL25,COL26,COL27,COL28,COL29,COL30,COL31,COL32,COL33,COL34,COL35,COL36,COL37,COL38,COL39,COL40,COL41,COL42,COL43,COL44,COL45,COL46,COL47,COL48,COL49,COL50,COL51,COL52,COL53,COL54,COL55,COL56,COL57,COL58,COL59,COL60,COL61,COL62,COL63,COL64,COL65,COL66,COL67,COL68,COL69,COL70,COL71,COL72,COL73,COL74,COL75,COL76,COL77,COL78,COL79,COL80,COL81,COL82,COL83,COL84,COL85,COL86,COL87,COL88,COL89,COL90,COL91,COL92,COL93,COL94,COL95
1,195,159,1,3,3,8,2,2,3,2,2,1,2,2,1,2,1,2,1,2,1,2,1,2,1,2,1,4,1,4,1,3,1,2,1,1,1,2,1,2,1,2,2,2,2,4,1,2,2,3,2,2,1,4,2,2,1,2,1,2,1,2,2,3,2,1,1,4,2,2,2,4,2,2,,219,515,9,1,4,5,1,2,2,4,2,1,1,1,9,2,4,1,4
1,195,160,1,3,3,6,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,4,1,4,2,4,1,2,2,1,2,1,1,2,2,2,2,2,1,2,2,2,1,2,1,3,1,2,2,2,2,2,1,3,1,2,2,2,2,1,1,3,3,2,3,3,3,2,,219,516,0,1,4,4,2,3,2,3,1,2,2,2,7,0,7,7,5
1,195,161,1,2,3,5,4,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,2,4,1,2,1,4,1,4,1,4,1,3,2,1,1,3,1,3,1,2,2,1,2,5,1,1,2,5,2,4,1,5,1,3,2,1,1,2,2,2,2,3,1,1,1,2,5,3,4,5,1,1,,219,516,1,1,2,5,1,1,1,5,3,1,3,1,6,6,7,7,1
1,195,162,1,3,5,7,4,1,2,2,3,3,1,2,1,1,1,1,1,1,3,3,2,2,2,1,2,4,1,5,3,2,2,3,2,2,1,2,1,3,1,2,2,2,2,2,1,2,2,4,2,2,2,3,2,2,2,3,2,2,2,2,2,2,2,1,1,4,3,2,4,2,3,2,,219,516,2,1,1,2,5,2,2,2,1,2,3,2,4,2,5,3,6
1,195,163,1,1,2,5,1,1,1,2,1,1,2,1,1,1,1,1,1,1,2,1,2,3,1,2,1,4,1,5,3,1,2,2,2,1,1,1,1,3,1,3,2,2,2,4,1,1,1,4,2,4,1,2,2,2,2,2,3,2,3,3,3,2,3,1,1,4,4,5,4,4,2,2,,219,516,3,1,1,1,5,2,2,4,3,1,4,1,4,4,4,6,2
1,195,164,1,2,3,2,2,2,3,2,1,1,2,2,1,1,1,1,1,1,1,1,2,2,2,2,1,5,1,3,2,1,2,3,1,2,1,1,1,3,1,2,2,4,1,1,1,2,1,3,1,3,1,5,1,3,1,3,2,5,1,4,1,2,2,1,1,2,4,5,4,4,3,1,,219,516,4,1,2,3,5,3,2,4,2,2,3,1,2,3,5,5,6
1,195,165,1,3,2,6,3,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,1,5,1,4,2,5,1,3,2,1,1,1,1,3,1,1,2,2,1,2,1,2,1,4,2,1,1,4,1,2,1,1,2,4,1,1,1,1,2,1,1,5,4,1,4,4,3,5,,219,516,5,1,4,5,2,4,4,4,2,1,1,1,7,4,7,7,3
1,195,166,1,3,3,7,4,1,2,1,2,2,1,2,1,1,1,1,1,1,1,1,1,3,1,2,1,5,1,5,3,4,1,3,1,1,1,2,1,3,1,4,2,2,2,5,1,1,1,2,1,3,1,4,1,2,2,3,1,4,1,3,1,2,1,2,1,1,4,4,4,1,4,4,,219,516,6,1,1,2,4,3,3,1,3,1,4,2,0,3,6,5,1
1,195,167,1,1,2,6,3,1,0,1,3,1,2,1,2,1,2,1,2,1,2,1,1,4,1,2,1,5,1,3,2,4,1,3,2,1,1,2,2,2,1,3,2,3,1,3,1,1,2,4,2,2,2,3,2,2,2,3,1,4,1,5,1,2,1,2,2,4,2,5,5,2,5,5,,219,516,7,1,4,4,4,5,2,4,2,2,2,2,4,4,0,7,2
1,195,168,1,2,3,7,3,2,1,3,1,1,2,2,1,1,1,2,1,2,3,3,3,2,3,3,3,5,1,4,1,4,1,3,2,3,2,2,2,2,2,2,2,5,1,2,1,2,2,3,2,2,2,5,1,3,2,3,2,4,2,4,1,3,2,2,2,4,3,3,2,3,5,5,,219,516,8,1,4,4,2,4,3,4,2,1,3,1,7,1,4,2,3
1,195,169,1,3,4,8,3,2,2,1,2,1,2,1,1,2,1,2,1,2,2,1,4,1,2,1,1,5,1,4,1,5,1,4,1,1,2,2,2,3,1,3,2,0,1,2,2,1,2,3,1,3,1,3,1,3,1,3,1,4,1,5,2,0,0,1,2,2,5,5,4,1,5,0,,219,516,9,1,0,0,0,0,0,0,3,2,1,2,0,1,4,4,4
1,195,170,1,2,4,6,3,1,2,1,1,1,2,2,1,1,1,1,1,1,1,1,2,3,1,2,1,2,1,5,1,3,1,2,1,1,1,2,1,2,2,0,0,2,2,4,1,1,1,3,2,2,2,2,1,2,2,2,2,3,2,2,1,2,2,1,2,4,4,2,4,3,4,2,,219,517,0,1,4,4,4,2,2,4,2,1,4,2,7,0,6,6,1
1,195,171,1,3,3,5,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,2,1,4,1,3,3,4,2,2,2,1,2,1,1,2,2,4,3,3,1,2,3,2,2,4,1,4,1,2,1,2,2,2,2,4,1,2,1,3,1,1,1,5,2,2,3,4,2,5,,219,517,1,1,5,3,3,5,5,4,1,1,3,1,6,5,7,7,6
1,195,172,1,2,5,3,4,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,1,2,1,4,1,5,2,4,1,4,1,1,1,3,3,3,2,4,3,3,3,5,3,1,1,2,3,3,2,5,1,3,2,4,1,4,2,3,1,2,3,1,1,2,4,5,2,2,5,2,,219,517,2,1,2,1,2,3,2,2,3,1,1,2,3,2,7,7,1
1,195,173,1,3,5,6,4,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,2,1,5,1,3,1,4,1,4,1,1,1,3,1,2,1,4,3,4,1,5,1,3,3,3,1,3,1,5,1,3,1,3,1,4,1,3,2,2,3,1,1,1,5,4,5,2,4,2,,219,517,3,1,3,2,5,2,1,1,3,1,5,1,2,5,7,7,0
1,195,174,1,2,4,6,2,2,2,1,3,3,2,1,1,1,1,1,1,1,1,1,1,3,1,2,1,5,1,3,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,3,1,3,1,2,1,3,1,3,1,2,1,2,1,2,1,3,5,4,5,3,5,1,,219,517,4,1,3,2,5,4,3,2,2,1,3,1,1,3,5,6,2
1,195,175,1,1,3,8,4,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,1,4,1,2,1,5,1,4,2,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,4,1,5,1,3,2,4,1,5,1,4,1,3,1,2,1,1,5,5,5,1,5,1,,219,517,5,1,1,3,4,5,4,5,1,1,3,2,3,7,1,7,2
1,195,176,1,1,3,0,1,1,2,1,2,2,1,2,2,2,1,2,1,1,1,1,2,1,1,1,1,1,1,1,1,5,3,4,3,1,1,2,2,3,3,3,3,4,2,4,2,3,2,4,2,3,2,4,2,3,2,1,1,2,1,1,1,2,2,2,2,2,2,2,2,2,2,3,,219,517,6,1,3,2,2,3,3,3,1,1,2,2,4,0,5,3,6
1,195,177,1,1,5,6,4,2,2,1,1,1,1,1,1,1,1,2,1,2,1,2,4,5,3,1,1,1,1,5,3,2,3,2,3,2,3,2,3,2,3,1,3,3,3,1,3,1,3,3,3,2,3,2,3,2,3,2,3,4,3,2,3,2,3,2,3,4,2,5,4,4,3,3,,219,517,7,1,4,4,2,3,4,2,1,3,3,3,5,1,7,4,6
1,195,178,1,3,4,4,0,0,1,2,3,0,0,0,1,1,1,1,1,1,1,1,2,3,0,2,1,1,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,219,517,8,1,0,0,0,0,0,0,0,0,0,0,0,1,4,4,0
1,195,179,1,4,4,6,0,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,1,1,1,5,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,2,1,1,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,219,517,9,1,5,1,1,1,1,1,1,1,1,1,6,0,6,7,3
1,195,180,1,3,3,7,4,1,1,1,2,1,1,1,2,1,3,2,2,2,2,2,1,2,1,2,1,1,2,2,3,4,1,2,1,1,2,2,2,2,2,3,1,1,1,4,2,2,2,3,1,3,2,2,1,2,2,2,1,2,2,2,2,2,2,1,1,1,4,5,4,5,4,4,,219,518,0,1,1,2,4,4,2,1,2,1,3,2,0,4,1,4,3
1,195,181,1,3,2,7,2,2,1,1,2,1,1,1,2,1,2,3,2,1,2,1,1,3,1,2,1,1,2,5,1,2,2,2,2,1,1,1,2,3,1,3,1,3,2,2,2,2,1,2,2,2,2,5,1,3,2,2,2,4,2,3,2,2,2,1,1,4,4,3,2,2,4,2,,219,518,1,1,4,5,1,2,4,4,2,1,3,1,0,2,1,6,4
1,195,182,1,3,5,6,1,1,1,2,1,1,1,1,2,1,2,1,2,1,2,1,1,3,1,2,1,2,2,5,1,2,1,3,1,1,1,2,1,3,1,3,1,2,1,4,1,1,1,4,2,3,1,2,1,2,1,2,1,3,1,2,1,2,1,1,1,4,4,2,1,4,4,1,,219,518,2,1,4,2,4,2,4,4,2,1,2,1,8,2,2,6,3
1,195,183,1,2,3,6,3,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,4,3,1,2,1,2,2,5,1,2,1,2,1,3,1,1,1,3,1,3,1,2,1,1,1,3,1,4,2,2,1,5,1,1,1,1,1,2,1,2,1,1,1,1,1,4,2,3,3,1,4,3,,219,518,3,1,4,4,1,3,3,4,1,1,2,1,7,1,7,7,4
1,195,184,1,3,5,6,5,1,1,1,2,2,2,1,1,1,1,1,1,1,1,1,1,2,1,1,1,2,2,5,1,2,1,2,1,2,1,1,1,2,1,1,1,1,1,1,1,2,2,5,1,2,1,2,1,2,2,1,1,2,1,2,1,1,1,1,1,4,3,2,2,4,2,2,,219,518,4,1,4,4,4,1,1,4,1,1,2,1,8,2,4,6,8
1,195,185,1,3,5,5,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,2,1,2,2,4,1,2,1,2,1,1,1,1,1,2,1,2,1,2,1,2,2,2,1,4,1,2,1,2,1,2,2,3,1,2,1,2,1,2,1,1,1,5,0,5,1,4,2,5,,219,518,5,1,4,4,2,5,4,1,2,1,1,1,6,6,6,7,4
1,195,186,1,3,2,7,2,2,2,3,1,2,2,2,1,1,1,1,1,1,1,2,1,4,1,2,2,2,2,3,2,3,1,2,2,1,2,1,1,2,1,3,1,5,1,4,2,2,1,3,1,3,1,4,1,2,2,3,1,4,1,4,1,2,2,1,1,1,5,5,5,3,5,0,,219,518,6,1,0,0,0,0,0,0,2,1,1,1,0,3,6,3,4
1,195,187,1,3,3,5,1,1,2,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,2,2,3,1,2,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,2,1,3,1,1,1,3,1,2,1,1,1,3,1,1,1,1,1,1,1,4,2,2,2,4,2,1,,219,518,7,1,1,1,5,1,1,4,1,1,1,1,6,6,7,6,9
1,195,188,1,3,5,4,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,1,2,2,1,1,3,1,2,1,1,1,2,1,3,1,1,1,3,1,3,1,2,1,2,1,2,1,3,1,3,1,2,1,3,1,2,1,2,1,1,1,1,4,5,3,3,1,3,,219,518,8,1,3,3,3,4,2,2,1,1,3,1,1,2,6,7,6
1,195,189,1,3,3,8,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,4,3,4,1,2,1,2,1,1,1,3,1,1,1,2,1,1,1,2,1,3,1,3,1,4,1,2,1,4,1,4,1,3,1,2,1,1,1,2,5,5,5,4,4,0,,219,518,9,1,0,0,0,0,0,0,1,1,1,1,0,2,7,7,9
1,195,190,1,3,3,8,1,1,2,1,1,1,1,1,3,3,3,3,3,3,3,3,1,1,1,1,1,2,2,5,1,2,2,2,2,2,1,1,1,2,2,2,1,2,1,1,1,2,1,4,1,3,1,4,1,2,1,2,1,3,1,2,1,2,2,1,1,5,2,3,2,2,5,2,,219,519,0,1,4,1,5,2,2,4,1,1,1,1,7,3,3,3,9
1,195,191,1,2,4,5,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,2,2,4,1,2,1,2,1,2,1,1,2,3,1,2,1,2,2,1,1,2,1,5,2,2,2,3,1,2,2,2,2,3,1,3,1,2,2,1,1,4,2,2,4,4,2,2,,219,519,1,1,2,2,5,4,2,2,1,2,3,1,3,1,7,6,9
1,195,192,1,2,4,2,2,2,1,2,2,2,1,3,2,1,2,1,2,1,2,1,1,3,1,2,1,2,2,3,2,3,1,3,1,1,1,2,1,2,1,1,1,3,1,4,1,2,2,4,2,4,1,3,2,2,2,2,1,4,1,3,1,2,1,2,2,2,2,1,4,1,4,2,,219,519,2,1,1,5,5,1,2,2,2,1,2,1,4,5,1,4,4
1,195,193,1,1,1,7,3,2,1,1,2,1,2,1,2,1,2,1,2,1,2,1,1,4,1,2,1,2,2,3,2,1,3,2,2,1,1,2,2,2,2,3,1,3,3,2,3,2,1,5,1,2,3,3,3,3,3,2,1,1,1,1,1,1,1,0,0,4,3,2,5,1,3,3,,219,519,3,1,3,3,3,3,2,2,2,1,3,1,2,1,0,7,3
1,195,194,1,1,4,5,3,2,3,2,3,2,1,2,3,2,1,1,2,3,2,3,3,3,2,2,1,2,2,4,1,3,1,2,1,1,1,2,2,3,1,2,1,4,2,3,2,3,2,4,2,2,2,4,1,2,2,2,2,3,2,3,1,2,2,2,1,4,2,3,2,2,3,2,,219,519,4,1,3,4,3,3,1,5,2,1,3,2,6,2,2,1,2
1,195,195,1,1,2,1,1,2,1,1,1,1,3,2,2,1,1,1,1,2,1,1,1,1,2,3,2,2,2,3,2,3,2,2,2,1,2,1,1,1,1,1,1,1,1,1,2,1,2,4,1,1,1,2,2,2,2,1,1,2,2,2,1,2,1,2,1,2,4,2,4,2,2,1,,219,519,5,1,2,2,2,2,1,2,1,2,2,2,4,2,4,5,6
1,195,196,1,1,5,5,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,3,2,2,5,1,2,2,2,2,1,1,2,1,2,1,2,1,2,1,4,1,1,1,3,2,3,3,2,2,2,2,2,2,3,2,2,1,2,2,1,1,3,4,4,2,4,2,3,,219,519,6,1,2,3,2,2,2,2,1,1,4,1,3,0,7,7,3
1,195,197,1,3,5,6,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,2,5,1,2,2,2,1,1,1,1,2,3,1,3,1,1,1,2,2,2,1,5,1,2,1,3,1,1,1,1,1,1,1,2,2,1,1,1,1,4,2,1,1,4,1,1,,219,519,7,1,4,4,4,2,4,4,1,1,1,1,9,3,7,7,6
1,195,198,1,1,4,3,1,2,1,1,1,2,1,1,2,1,3,3,3,3,2,2,3,2,1,1,1,2,2,4,2,2,2,2,2,2,1,2,2,2,1,1,1,1,1,3,1,2,2,4,2,2,1,2,1,1,1,1,1,2,1,5,2,1,1,1,1,3,3,3,3,3,2,4,,219,519,8,1,4,4,4,3,4,4,1,1,2,2,6,0,2,3,7
1,195,199,1,3,3,8,1,1,2,1,2,1,1,1,1,1,1,2,1,1,3,2,1,3,1,1,1,2,2,5,1,4,1,2,2,2,1,1,1,2,1,1,1,3,1,1,1,2,1,4,1,3,1,3,1,1,2,2,1,3,1,5,2,2,2,1,1,4,4,3,2,2,4,2,,219,519,9,1,3,4,4,1,2,4,1,1,1,2,7,1,5,5,8
1,195,200,1,3,3,5,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,2,1,2,2,5,2,2,2,1,1,1,1,2,1,3,2,1,1,3,1,4,1,2,1,4,1,3,1,5,1,1,1,5,2,2,2,5,2,2,1,2,2,3,4,3,4,3,4,3,,219,520,0,1,4,3,3,3,2,3,1,1,2,1,3,0,7,7,5
1,195,201,1,1,5,5,3,1,3,1,3,1,3,1,2,1,2,1,3,2,2,1,2,1,1,3,1,2,2,5,1,1,1,2,2,3,1,3,1,3,1,1,1,1,2,3,2,1,1,2,2,2,3,1,2,1,1,2,1,1,2,2,2,1,1,1,1,1,0,5,5,3,4,1,,219,520,1,1,1,1,1,2,1,1,2,2,5,1,3,9,0,6,1
1,195,202,1,3,5,6,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,1,2,2,3,2,3,1,2,1,1,1,2,1,2,1,2,1,3,1,2,3,2,2,2,1,3,1,3,1,2,2,2,2,2,2,2,2,2,2,1,1,3,3,4,2,4,4,2,,219,520,2,1,5,5,4,1,2,4,1,2,3,1,6,3,7,7,5
1,195,203,1,3,2,6,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,3,3,2,2,1,2,2,3,2,0,0,2,2,1,1,2,2,3,1,3,1,3,2,4,1,2,1,3,2,3,2,4,2,2,2,2,2,2,2,2,2,2,2,1,1,2,3,3,4,2,2,2,,219,520,3,1,2,2,4,2,3,3,2,2,3,1,4,0,7,7,4
1,195,204,1,3,4,4,2,2,2,1,3,2,1,2,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,4,1,3,1,2,1,1,1,1,2,2,2,2,1,3,1,2,2,2,1,3,2,2,2,2,2,2,2,2,2,2,2,3,2,2,2,1,2,5,2,3,2,3,3,2,,219,520,4,1,4,3,2,2,2,4,2,2,2,2,8,1,6,5,4
1,195,205,1,2,5,7,2,2,2,1,1,1,1,1,1,1,1,1,1,1,2,2,1,2,2,2,1,2,2,4,1,4,1,3,1,2,2,2,2,3,1,2,1,2,2,2,2,2,2,3,2,3,2,5,2,2,2,2,2,3,2,5,3,3,2,3,2,4,2,2,3,3,3,2,,219,520,5,1,4,3,4,2,4,4,2,2,3,2,8,0,6,6,5
1,195,206,1,2,2,7,2,2,1,1,3,0,2,2,2,1,1,2,1,2,3,0,1,3,1,2,1,2,2,3,3,1,2,2,2,2,1,1,2,2,2,2,1,2,1,2,1,2,2,5,3,2,2,5,2,2,3,2,3,4,3,5,3,2,3,2,3,4,3,3,1,1,5,2,,219,520,6,1,5,5,5,2,2,3,2,2,1,1,8,4,2,2,5
1,195,207,1,1,1,5,4,1,1,2,1,2,1,2,1,1,1,2,1,1,1,1,2,4,1,2,1,3,2,3,2,5,1,3,1,3,1,3,1,3,1,3,1,3,1,4,1,1,1,4,1,2,2,4,1,2,2,2,2,3,2,0,0,0,0,0,0,1,4,3,4,3,4,1,,219,520,7,1,1,3,4,3,1,2,3,1,2,2,2,4,6,3,1
1,195,208,1,2,3,6,5,2,3,2,2,1,2,2,1,1,3,2,3,2,1,2,3,4,1,3,2,3,2,5,2,4,1,3,1,3,2,2,2,3,1,3,1,3,1,3,2,3,2,4,2,3,1,4,2,2,2,5,2,4,2,3,1,3,2,1,1,3,3,3,3,3,4,3,,219,520,8,1,3,3,3,3,4,3,2,2,3,1,4,0,2,2,3
1,195,209,1,1,5,5,3,3,1,2,1,2,2,1,1,1,1,1,1,1,3,3,3,3,1,2,1,3,2,5,1,2,2,2,2,1,1,2,2,1,1,3,1,1,1,4,2,3,2,4,3,4,1,2,2,2,2,3,2,2,2,1,1,2,2,1,1,3,3,4,4,3,4,3,,219,520,9,1,4,3,2,4,2,2,2,1,2,1,2,0,4,4,2
1,195,210,1,1,4,3,2,2,3,2,2,1,1,1,1,1,1,1,1,1,1,1,2,4,1,2,1,4,2,4,2,4,1,2,2,1,1,2,2,1,1,1,1,3,2,4,1,2,2,3,2,3,1,4,1,2,1,2,1,4,1,3,1,2,1,1,1,4,3,2,3,2,4,3,,219,521,0,1,4,4,4,2,4,4,2,1,2,1,8,0,5,6,4
1,195,211,1,3,3,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,2,2,4,2,5,1,4,2,3,1,1,1,3,1,3,1,1,1,1,1,5,1,2,2,3,2,4,2,4,2,1,1,1,1,1,1,1,1,1,1,2,1,5,2,3,4,1,1,1,,219,521,1,1,1,5,5,4,4,1,2,2,5,1,5,6,6,7,3
1,195,212,1,2,2,6,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,1,2,1,4,2,4,1,4,1,2,2,1,1,2,2,3,1,3,1,2,1,2,2,2,1,4,2,3,2,3,1,2,2,2,2,4,1,3,1,2,1,2,1,4,2,5,2,1,4,2,,219,521,2,1,2,4,2,3,5,2,2,2,3,1,6,2,7,7,4
1,195,213,1,3,2,7,1,1,1,1,2,1,2,1,2,2,2,2,1,1,2,1,1,3,2,2,2,4,2,4,2,4,2,3,2,2,1,1,1,3,2,1,1,3,1,2,1,2,1,0,0,0,0,0,0,2,2,2,1,4,1,3,1,2,1,1,1,4,4,2,3,2,4,0,,219,521,3,1,0,0,0,0,0,0,1,1,3,2,3,0,1,5,6
1,195,214,1,2,4,6,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,3,2,1,1,4,2,5,1,4,1,3,1,2,1,1,1,3,1,2,1,2,1,2,1,2,1,2,2,3,1,3,2,2,1,3,1,2,2,2,2,2,2,1,1,3,2,3,4,2,2,2,,219,521,4,1,2,3,3,2,2,2,2,1,1,1,3,0,6,7,6
1,195,215,1,2,5,4,3,2,2,2,1,1,1,1,1,1,1,2,1,1,1,1,1,3,2,2,2,1,2,5,2,2,2,2,2,1,1,3,1,3,2,3,2,1,2,4,2,1,2,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,2,4,4,4,3,,219,521,5,1,3,2,4,4,4,2,3,2,4,2,2,0,7,5,0
1,195,216,1,2,2,2,5,2,2,1,2,3,3,2,3,2,2,1,2,1,2,2,3,1,2,2,1,1,2,3,1,1,2,1,1,1,1,1,1,2,1,3,2,1,1,4,1,1,1,4,1,2,1,4,1,2,2,1,1,1,1,1,1,2,1,1,1,1,3,5,4,4,3,1,,219,521,6,1,1,4,4,1,1,1,3,1,1,1,3,7,1,3,4
1,195,217,1,2,5,4,2,1,2,1,1,2,1,2,3,2,1,2,1,2,3,2,3,2,2,3,2,1,2,4,2,2,2,1,2,3,3,1,2,2,2,1,2,1,2,2,2,2,2,3,2,2,2,2,2,1,2,1,2,1,2,2,2,0,1,1,2,4,4,4,2,4,3,3,,219,521,7,1,4,4,2,2,4,3,1,2,1,2,8,0,5,1,5
1,195,218,1,3,2,6,2,2,2,2,1,1,1,1,1,1,1,1,1,2,1,1,2,2,2,1,1,1,2,4,1,1,1,2,2,2,1,1,1,2,2,1,2,1,1,2,1,2,2,3,3,2,1,2,1,1,1,1,2,1,1,2,1,1,1,1,1,3,2,2,2,2,1,1,,219,521,8,1,2,1,4,2,1,3,1,1,2,2,5,3,7,5,7
1,195,219,1,2,5,2,3,2,1,2,1,2,1,2,3,2,1,2,3,2,1,1,2,2,2,2,1,2,2,5,1,2,2,2,2,1,1,2,2,2,2,2,2,2,2,4,3,2,2,4,2,2,2,4,3,2,2,1,1,2,2,2,2,2,2,1,2,3,4,1,0,0,0,0,,219,521,9,1,0,0,0,0,0,0,0,0,0,0,1,1,4,1,2
1,195,220,1,2,3,6,3,2,1,1,1,1,1,1,1,1,3,3,1,2,3,3,2,2,2,1,2,2,2,4,2,3,2,2,2,3,3,1,2,3,2,2,2,2,2,2,2,3,2,4,3,2,3,4,3,2,2,2,2,4,2,2,2,2,2,3,2,3,4,3,3,3,3,3,,219,522,0,1,4,4,4,3,3,3,1,2,3,3,5,0,4,4,4
1,195,221,1,3,3,6,2,1,2,1,1,1,1,1,1,1,1,1,1,2,1,2,1,2,2,1,2,2,2,4,1,4,1,3,1,2,1,1,1,2,2,2,2,3,1,1,1,1,1,3,2,2,1,3,1,2,1,2,2,3,1,2,1,2,1,1,1,3,2,1,3,3,4,4,,219,522,1,1,4,4,4,3,1,2,2,2,2,1,4,2,7,5,6
1,195,222,1,2,5,5,2,2,3,3,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,1,1,2,2,3,3,4,3,2,2,1,2,2,2,2,2,2,2,2,1,2,2,2,1,5,1,2,2,2,1,2,2,2,1,2,1,2,1,2,2,1,1,5,2,3,3,4,1,2,,219,522,2,1,5,3,2,4,2,4,2,1,2,1,7,2,6,6,5
1,195,223,1,3,5,6,2,2,2,1,1,2,2,3,1,1,1,1,1,1,1,2,3,2,1,1,2,2,2,4,1,4,1,2,2,2,1,1,2,3,2,2,2,1,2,2,2,2,1,3,1,2,2,4,1,2,2,2,2,4,1,4,1,2,2,1,1,3,2,2,4,1,4,4,,219,522,3,1,4,4,4,3,4,3,2,2,2,2,5,0,6,4,6
1,195,224,1,3,3,7,1,1,2,2,3,3,1,2,1,2,1,2,1,2,1,2,3,2,2,1,1,2,2,5,1,2,2,2,2,2,1,1,1,2,2,3,2,3,2,1,1,2,1,3,1,3,1,4,1,3,2,2,2,2,2,3,1,2,2,1,1,2,4,4,4,2,4,4,,219,522,4,1,2,2,4,4,2,2,1,1,1,1,0,0,6,0,8
1,195,225,1,3,2,4,2,1,2,2,1,1,1,1,1,1,1,2,1,2,1,1,2,2,2,3,2,2,2,5,1,2,2,2,2,2,2,2,2,2,1,1,2,2,2,2,2,2,2,3,2,2,3,5,1,2,2,4,2,4,2,3,1,2,2,1,1,3,4,3,4,2,3,4,,219,522,5,1,2,2,4,3,2,4,2,2,2,2,2,0,7,4,5
1,195,226,1,3,4,8,3,1,2,2,2,1,2,1,1,2,1,2,1,2,2,2,1,3,1,2,1,2,2,5,3,3,1,2,2,1,2,2,2,3,1,2,2,4,1,4,2,1,1,3,1,2,2,5,3,3,3,3,3,3,2,4,1,2,2,1,1,4,3,2,4,2,5,4,,219,522,6,1,4,5,2,2,3,4,3,1,3,2,7,1,4,2,2
1,195,227,1,2,4,5,3,2,2,2,3,2,2,2,1,1,1,1,1,1,1,1,2,3,2,2,1,2,2,4,1,1,1,2,2,1,1,2,2,2,2,2,2,2,1,4,2,3,3,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,1,1,2,2,4,4,3,3,2,,219,522,7,1,2,3,4,3,1,2,2,1,5,1,1,1,5,4,1
1,195,228,1,2,5,5,3,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,2,2,2,5,3,3,2,2,2,2,3,2,3,2,2,2,2,3,2,2,2,2,2,5,2,3,3,2,2,2,2,2,2,3,1,4,2,2,2,1,2,5,2,3,2,1,4,4,,219,522,8,1,4,3,4,3,2,4,2,3,2,2,5,1,7,7,5
1,195,229,1,3,2,7,2,2,2,3,1,1,1,1,1,2,1,2,1,3,3,3,2,3,1,2,1,2,2,4,3,5,1,2,2,2,2,1,2,3,1,1,2,3,2,2,2,2,2,4,1,3,2,5,1,3,1,3,2,5,2,4,2,2,2,2,2,3,3,4,4,4,4,2,,219,522,9,1,4,4,2,4,1,4,1,1,3,2,5,1,6,2,6
1,195,230,1,3,3,7,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,2,3,1,2,1,2,2,5,1,4,1,3,2,3,3,2,2,3,2,2,2,2,2,2,1,2,2,4,1,3,1,4,1,2,2,2,2,2,2,2,2,1,2,1,1,3,3,3,2,2,5,2,,219,523,0,1,3,3,4,2,1,4,1,1,1,1,5,1,7,7,5
