,CARD,DECK,BALLOT,FORM,S218I.Q1,S218I.Q2,S218I.Q3,S218I.Q4,S218I.Q5,S218I.Q6,S218I.Q7,S218I.Q8,S218I.Q9,S218I.Q10,S218I.Q11,S218I.Q12,S218I.Q13.x,S218I.Q15,S218I.Q16,S218I.Q17,S218I.Q18,S218I.Q19,S218I.Q20,S218I.Q21,S218I.Q22,S218I.Q23,S218I.Q24,S218I.Q25,S218I.Q26,S218I.Q27A,S218I.Q27B,S218I.Q28,S218I.Q29,S218I.Q30,S218I.Q31,S218I.Q32,S218I.Q33,S218I.Q34,S218I.Q35,S218I.Q36,S218I.Q37A,S218I.Q37B,S218I.Q38,S218I.Q39A,S218I.Q39B,S218I.Q40,S218I.Q41,S218I.Q42,S218I.Q43,S218I.Q44A,S218I.Q44B,S218I.Q45,S218I.Q46,S218I.Q47,S218I.Q48,S218I.Q49,S218I.Q50,S218I.Q51,S218I.Q52,S218I.Q53.n,S218I.Q54,S218I.Q55,S218I.Q56,S218I.Q57,S218I.Q58.n,S218I.Q59,S218I.Q60,S218I.Q61,CARD..1,DECK..1,BALLOT..1,FORM..1,S218I.Q62,S218I.Q63.n,S218I.V64,S218I.V65,S218I.V66,S218I.V67,S218I.V68
143,1.0,218.0,144.0,3.0,2.0,28.0,2.0,1.0,1.0,2.0,2.0,11.0,1.0,4.0,2.0,1.0,2.0,2.0,1.0,3.0,3.0,2.0,3.0,2.0,2.0,3.0,2.0,2.0,4.0,3.0,4.0,3.0,1.0,2.0,1.0,2.0,1.0,1.0,4.0,1.0,3.0,3.0,70.0,1.0,3.0,1.0,2.0,5.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,5.0,9.0,,9.0,99.0,9.0,9.0,,0.0,3.0,22.0,2.0,218.0,144.0,3.0,6.0,,2.0,2.0,4.0,0.0,0.0
144,1.0,218.0,145.0,3.0,2.0,29.0,2.0,11.0,99.0,1.0,6.0,11.0,1.0,4.0,1.0,3.0,4.0,5.0,3.0,1.0,3.0,3.0,5.0,2.0,2.0,1.0,2.0,2.0,3.0,2.0,2.0,3.0,2.0,2.0,3.0,3.0,1.0,1.0,4.0,3.0,1.0,2.0,45.0,1.0,1.0,1.0,3.0,6.0,2.0,5.0,1.0,2.0,2.0,2.0,3.0,1.0,1.0,5.0,9.0,,9.0,99.0,9.0,9.0,,5.0,2.0,22.0,2.0,218.0,145.0,3.0,7.0,,2.0,2.0,4.0,0.0,8.0
145,1.0,218.0,146.0,3.0,2.0,31.0,2.0,11.0,99.0,1.0,6.0,11.0,2.0,3.0,2.0,3.0,3.0,4.0,2.0,1.0,3.0,2.0,4.0,1.0,2.0,1.0,2.0,2.0,2.0,3.0,3.0,3.0,2.0,3.0,2.0,2.0,1.0,2.0,3.0,2.0,2.0,2.0,47.0,1.0,1.0,1.0,3.0,6.0,2.0,6.0,0.0,2.0,2.0,2.0,1.0,3.0,2.0,1.0,9.0,,9.0,99.0,9.0,9.0,,5.0,2.0,23.0,2.0,218.0,146.0,3.0,9.0,,2.0,2.0,4.0,0.0,4.0
146,1.0,218.0,147.0,3.0,3.0,27.0,2.0,11.0,99.0,1.0,6.0,11.0,2.0,2.0,1.0,3.0,3.0,4.0,2.0,2.0,2.0,2.0,4.0,1.0,1.0,1.0,2.0,2.0,3.0,3.0,3.0,3.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,2.0,45.0,2.0,5.0,1.0,3.0,6.0,2.0,5.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,5.0,9.0,,9.0,99.0,9.0,9.0,,4.0,4.0,22.0,2.0,218.0,147.0,3.0,7.0,,2.0,2.0,4.0,0.0,12.0
147,1.0,218.0,148.0,3.0,3.0,29.0,2.0,11.0,99.0,1.0,6.0,11.0,2.0,4.0,2.0,3.0,3.0,4.0,2.0,1.0,3.0,3.0,3.0,1.0,1.0,1.0,2.0,2.0,3.0,2.0,3.0,3.0,1.0,2.0,2.0,2.0,1.0,2.0,4.0,1.0,2.0,2.0,46.0,1.0,1.0,1.0,3.0,6.0,1.0,6.0,2.0,2.0,2.0,1.0,2.0,1.0,1.0,5.0,9.0,,9.0,99.0,9.0,9.0,,4.0,2.0,20.0,2.0,218.0,148.0,3.0,9.0,,2.0,2.0,4.0,0.0,13.0
148,1.0,218.0,149.0,3.0,4.0,28.0,2.0,11.0,99.0,1.0,0.0,11.0,0.0,0.0,0.0,3.0,3.0,0.0,0.0,1.0,3.0,0.0,0.0,1.0,2.0,2.0,2.0,0.0,2.0,3.0,3.0,3.0,2.0,3.0,2.0,3.0,1.0,2.0,3.0,2.0,2.0,2.0,47.0,1.0,1.0,1.0,0.0,0.0,0.0,6.0,0.0,2.0,2.0,2.0,3.0,3.0,1.0,5.0,9.0,,9.0,99.0,9.0,9.0,,5.0,2.0,21.0,2.0,218.0,149.0,3.0,8.0,,2.0,2.0,4.0,0.0,2.0
149,1.0,218.0,150.0,3.0,4.0,30.0,2.0,11.0,99.0,1.0,6.0,11.0,1.0,4.0,2.0,2.0,3.0,4.0,2.0,3.0,2.0,5.0,5.0,2.0,1.0,1.0,2.0,2.0,3.0,3.0,3.0,4.0,2.0,3.0,4.0,3.0,1.0,2.0,4.0,2.0,3.0,3.0,46.0,1.0,1.0,1.0,3.0,6.0,2.0,1.0,3.0,2.0,1.0,1.0,2.0,1.0,1.0,5.0,9.0,,9.0,99.0,9.0,9.0,,4.0,2.0,22.0,2.0,218.0,150.0,3.0,7.0,,2.0,2.0,4.0,0.0,14.0
150,1.0,218.0,151.0,3.0,2.0,15.0,3.0,11.0,99.0,2.0,3.0,11.0,0.0,3.0,2.0,1.0,2.0,0.0,1.0,3.0,2.0,2.0,2.0,1.0,2.0,1.0,3.0,2.0,3.0,3.0,3.0,3.0,0.0,2.0,3.0,2.0,2.0,2.0,4.0,0.0,0.0,0.0,54.0,1.0,2.0,2.0,3.0,6.0,5.0,6.0,2.0,2.0,2.0,2.0,0.0,0.0,8.0,0.0,9.0,,9.0,99.0,9.0,9.0,,5.0,5.0,6.0,2.0,218.0,151.0,3.0,0.0,,2.0,2.0,4.0,0.0,18.0
151,1.0,218.0,152.0,3.0,2.0,15.0,3.0,11.0,99.0,1.0,6.0,11.0,1.0,4.0,1.0,3.0,4.0,6.0,2.0,1.0,3.0,4.0,3.0,2.0,2.0,3.0,3.0,2.0,2.0,2.0,3.0,2.0,3.0,4.0,2.0,2.0,1.0,2.0,4.0,1.0,2.0,2.0,21.0,2.0,3.0,2.0,2.0,5.0,3.0,1.0,2.0,3.0,2.0,2.0,2.0,3.0,1.0,5.0,9.0,,9.0,99.0,9.0,9.0,,1.0,2.0,6.0,2.0,218.0,152.0,3.0,9.0,,2.0,2.0,4.0,0.0,3.0
152,1.0,218.0,153.0,3.0,3.0,27.0,3.0,1.0,1.0,2.0,6.0,3.0,1.0,4.0,1.0,3.0,4.0,4.0,1.0,1.0,2.0,3.0,4.0,1.0,3.0,1.0,2.0,2.0,4.0,2.0,2.0,3.0,2.0,2.0,2.0,2.0,1.0,2.0,5.0,1.0,1.0,2.0,47.0,1.0,1.0,1.0,3.0,6.0,2.0,5.0,1.0,2.0,2.0,1.0,2.0,1.0,1.0,5.0,9.0,,9.0,99.0,9.0,9.0,,6.0,4.0,21.0,2.0,218.0,153.0,3.0,8.0,,2.0,2.0,4.0,1.0,26.0
153,1.0,218.0,154.0,3.0,3.0,31.0,3.0,11.0,99.0,1.0,6.0,16.0,2.0,3.0,2.0,1.0,4.0,5.0,3.0,3.0,1.0,2.0,3.0,1.0,3.0,1.0,2.0,2.0,4.0,2.0,2.0,3.0,1.0,1.0,3.0,2.0,1.0,3.0,1.0,4.0,1.0,1.0,35.0,1.0,1.0,1.0,3.0,6.0,4.0,4.0,2.0,2.0,2.0,2.0,1.0,2.0,8.0,1.0,9.0,,9.0,99.0,9.0,9.0,,6.0,2.0,9.0,2.0,218.0,154.0,3.0,9.0,,2.0,2.0,4.0,1.0,6.0
154,1.0,218.0,155.0,3.0,4.0,30.0,3.0,11.0,99.0,1.0,6.0,11.0,2.0,3.0,2.0,3.0,3.0,6.0,2.0,1.0,2.0,3.0,5.0,2.0,3.0,3.0,1.0,2.0,2.0,2.0,3.0,3.0,2.0,2.0,4.0,3.0,3.0,3.0,4.0,1.0,2.0,3.0,46.0,1.0,1.0,1.0,3.0,6.0,2.0,1.0,2.0,1.0,2.0,1.0,3.0,1.0,1.0,5.0,9.0,,9.0,99.0,9.0,9.0,,6.0,2.0,23.0,2.0,218.0,155.0,3.0,8.0,,2.0,2.0,4.0,1.0,8.0
155,1.0,218.0,156.0,3.0,4.0,31.0,3.0,11.0,99.0,2.0,6.0,13.0,2.0,2.0,2.0,3.0,3.0,3.0,2.0,0.0,2.0,2.0,4.0,1.0,1.0,1.0,2.0,2.0,3.0,2.0,2.0,3.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,2.0,49.0,1.0,1.0,1.0,3.0,6.0,0.0,6.0,0.0,1.0,2.0,1.0,1.0,2.0,7.0,1.0,9.0,,9.0,99.0,9.0,9.0,,6.0,5.0,22.0,2.0,218.0,156.0,3.0,7.0,,2.0,2.0,4.0,1.0,17.0
156,1.0,218.0,157.0,3.0,4.0,31.0,3.0,11.0,99.0,2.0,6.0,1.0,1.0,3.0,1.0,1.0,2.0,3.0,1.0,1.0,2.0,2.0,3.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,3.0,1.0,1.0,2.0,2.0,1.0,2.0,4.0,1.0,1.0,2.0,46.0,1.0,1.0,1.0,3.0,6.0,2.0,1.0,2.0,2.0,1.0,2.0,1.0,1.0,1.0,5.0,9.0,,9.0,99.0,9.0,9.0,,6.0,5.0,20.0,2.0,218.0,157.0,3.0,6.0,,2.0,2.0,4.0,1.0,27.0
157,1.0,218.0,158.0,3.0,4.0,36.0,3.0,11.0,99.0,1.0,6.0,1.0,1.0,4.0,2.0,3.0,3.0,4.0,1.0,1.0,2.0,2.0,3.0,1.0,1.0,1.0,2.0,2.0,2.0,3.0,3.0,3.0,2.0,2.0,1.0,1.0,1.0,1.0,4.0,1.0,2.0,2.0,50.0,1.0,1.0,1.0,3.0,6.0,2.0,4.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,5.0,9.0,,9.0,99.0,9.0,9.0,,6.0,3.0,19.0,2.0,218.0,158.0,3.0,8.0,,2.0,2.0,4.0,1.0,14.0
158,1.0,218.0,159.0,3.0,3.0,27.0,2.0,1.0,1.0,2.0,6.0,12.0,1.0,3.0,2.0,3.0,4.0,5.0,1.0,1.0,3.0,4.0,5.0,2.0,2.0,1.0,2.0,2.0,2.0,3.0,3.0,3.0,3.0,1.0,2.0,2.0,1.0,2.0,5.0,1.0,2.0,2.0,47.0,1.0,1.0,1.0,3.0,6.0,2.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,0.0,9.0,,9.0,99.0,9.0,9.0,,7.0,3.0,20.0,2.0,218.0,159.0,3.0,8.0,,2.0,2.0,4.0,1.0,0.0
159,1.0,218.0,160.0,3.0,4.0,31.0,3.0,11.0,99.0,1.0,6.0,16.0,1.0,2.0,2.0,3.0,3.0,4.0,2.0,1.0,2.0,2.0,3.0,1.0,2.0,1.0,2.0,1.0,3.0,2.0,2.0,4.0,2.0,1.0,2.0,2.0,1.0,2.0,5.0,1.0,3.0,3.0,49.0,1.0,1.0,1.0,3.0,6.0,2.0,5.0,1.0,2.0,2.0,2.0,1.0,1.0,1.0,5.0,9.0,,9.0,99.0,9.0,9.0,,7.0,3.0,23.0,2.0,218.0,160.0,3.0,0.0,,2.0,2.0,4.0,1.0,22.0
160,1.0,218.0,161.0,3.0,4.0,34.0,3.0,11.0,99.0,1.0,6.0,16.0,2.0,2.0,3.0,2.0,4.0,0.0,2.0,0.0,3.0,5.0,10.0,1.0,2.0,1.0,2.0,2.0,3.0,3.0,2.0,3.0,0.0,2.0,4.0,4.0,0.0,2.0,2.0,0.0,2.0,2.0,55.0,1.0,1.0,1.0,3.0,6.0,0.0,4.0,1.0,2.0,2.0,2.0,1.0,0.0,0.0,0.0,9.0,,9.0,99.0,9.0,9.0,,7.0,2.0,27.0,2.0,218.0,161.0,3.0,8.0,,2.0,2.0,4.0,1.0,16.0
161,1.0,218.0,162.0,3.0,3.0,28.0,2.0,1.0,1.0,3.0,1.0,3.0,4.0,1.0,1.0,1.0,2.0,3.0,1.0,1.0,2.0,4.0,7.0,1.0,1.0,3.0,3.0,1.0,3.0,3.0,3.0,4.0,3.0,3.0,2.0,2.0,0.0,1.0,4.0,5.0,1.0,1.0,62.0,1.0,1.0,1.0,3.0,6.0,1.0,6.0,2.0,4.0,2.0,3.0,3.0,1.0,1.0,5.0,9.0,,9.0,99.0,9.0,9.0,,8.0,5.0,22.0,2.0,218.0,162.0,3.0,7.0,,2.0,2.0,4.0,1.0,25.0
162,1.0,218.0,163.0,3.0,4.0,27.0,3.0,11.0,99.0,1.0,6.0,1.0,2.0,3.0,2.0,2.0,3.0,6.0,2.0,2.0,3.0,3.0,4.0,2.0,2.0,3.0,2.0,2.0,2.0,2.0,2.0,3.0,2.0,2.0,2.0,2.0,1.0,2.0,4.0,2.0,1.0,1.0,42.0,1.0,1.0,1.0,3.0,6.0,5.0,1.0,2.0,1.0,2.0,1.0,2.0,1.0,1.0,5.0,9.0,,9.0,99.0,9.0,9.0,,8.0,3.0,22.0,2.0,218.0,163.0,3.0,8.0,,2.0,2.0,4.0,1.0,4.0
163,1.0,218.0,164.0,3.0,4.0,30.0,3.0,11.0,99.0,2.0,6.0,16.0,2.0,3.0,1.0,2.0,2.0,3.0,1.0,1.0,2.0,3.0,4.0,2.0,1.0,1.0,2.0,2.0,3.0,2.0,3.0,4.0,2.0,3.0,2.0,2.0,1.0,3.0,4.0,1.0,1.0,2.0,48.0,1.0,1.0,1.0,3.0,6.0,2.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,5.0,9.0,,9.0,99.0,9.0,9.0,,8.0,5.0,21.0,2.0,218.0,164.0,3.0,7.0,,2.0,2.0,4.0,1.0,13.0
164,1.0,218.0,165.0,3.0,4.0,35.0,3.0,11.0,99.0,1.0,6.0,3.0,1.0,4.0,2.0,2.0,3.0,4.0,2.0,1.0,2.0,3.0,3.0,2.0,2.0,1.0,2.0,2.0,3.0,2.0,2.0,3.0,2.0,3.0,2.0,2.0,1.0,2.0,4.0,1.0,2.0,3.0,44.0,1.0,1.0,1.0,3.0,6.0,2.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,5.0,9.0,,9.0,99.0,9.0,9.0,,8.0,3.0,14.0,2.0,218.0,165.0,3.0,8.0,,2.0,2.0,4.0,1.0,24.0
165,1.0,218.0,166.0,3.0,4.0,28.0,3.0,11.0,99.0,2.0,6.0,12.0,1.0,4.0,2.0,3.0,3.0,6.0,1.0,3.0,3.0,4.0,5.0,2.0,2.0,1.0,2.0,2.0,3.0,3.0,3.0,3.0,2.0,2.0,2.0,1.0,1.0,2.0,4.0,5.0,1.0,2.0,45.0,1.0,1.0,1.0,3.0,6.0,2.0,4.0,1.0,2.0,2.0,2.0,3.0,2.0,8.0,0.0,9.0,,9.0,99.0,9.0,9.0,,5.0,2.0,22.0,2.0,218.0,166.0,3.0,0.0,,2.0,2.0,4.0,1.0,2.0
166,1.0,218.0,167.0,3.0,4.0,49.0,3.0,11.0,99.0,1.0,6.0,12.0,1.0,2.0,1.0,1.0,2.0,4.0,1.0,1.0,3.0,4.0,6.0,2.0,2.0,1.0,2.0,2.0,3.0,2.0,2.0,3.0,1.0,3.0,4.0,4.0,1.0,3.0,1.0,3.0,2.0,2.0,66.0,1.0,1.0,1.0,3.0,6.0,2.0,1.0,3.0,1.0,1.0,2.0,2.0,1.0,1.0,5.0,9.0,,9.0,99.0,9.0,9.0,,5.0,4.0,23.0,2.0,218.0,167.0,3.0,9.0,,2.0,2.0,4.0,1.0,20.0
167,1.0,218.0,168.0,3.0,4.0,68.0,3.0,1.0,1.0,1.0,6.0,16.0,1.0,3.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,2.0,3.0,2.0,2.0,1.0,2.0,1.0,2.0,4.0,3.0,3.0,1.0,2.0,2.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,81.0,1.0,1.0,1.0,3.0,0.0,2.0,1.0,2.0,1.0,1.0,2.0,3.0,2.0,3.0,1.0,9.0,,9.0,99.0,9.0,9.0,,5.0,3.0,23.0,2.0,218.0,168.0,3.0,5.0,,2.0,2.0,4.0,1.0,7.0
168,1.0,218.0,169.0,3.0,4.0,61.0,3.0,11.0,99.0,1.0,6.0,1.0,2.0,3.0,1.0,3.0,3.0,3.0,3.0,1.0,2.0,3.0,4.0,2.0,2.0,1.0,2.0,1.0,2.0,3.0,3.0,3.0,1.0,2.0,1.0,2.0,1.0,1.0,5.0,1.0,3.0,2.0,74.0,1.0,1.0,1.0,3.0,6.0,5.0,1.0,2.0,2.0,5.0,2.0,1.0,1.0,1.0,5.0,9.0,,9.0,99.0,9.0,9.0,,4.0,2.0,18.0,2.0,218.0,169.0,3.0,7.0,,2.0,2.0,4.0,1.0,3.0
169,1.0,218.0,170.0,3.0,3.0,49.0,3.0,11.0,99.0,2.0,1.0,3.0,1.0,3.0,1.0,2.0,2.0,3.0,2.0,1.0,2.0,3.0,3.0,2.0,2.0,1.0,2.0,2.0,3.0,2.0,2.0,4.0,1.0,1.0,1.0,1.0,1.0,2.0,4.0,1.0,2.0,2.0,70.0,1.0,1.0,1.0,3.0,6.0,5.0,5.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,1.0,9.0,,9.0,99.0,9.0,9.0,,8.0,3.0,15.0,2.0,218.0,170.0,3.0,7.0,,2.0,2.0,4.0,1.0,23.0
170,1.0,218.0,171.0,3.0,2.0,37.0,3.0,11.0,99.0,2.0,1.0,16.0,1.0,3.0,1.0,1.0,4.0,6.0,1.0,1.0,3.0,3.0,4.0,2.0,3.0,1.0,2.0,2.0,2.0,2.0,2.0,3.0,1.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,1.0,50.0,1.0,1.0,1.0,3.0,6.0,2.0,1.0,3.0,2.0,2.0,2.0,2.0,4.0,1.0,5.0,9.0,,9.0,99.0,9.0,9.0,,8.0,3.0,3.0,2.0,218.0,171.0,3.0,9.0,,2.0,2.0,4.0,1.0,10.0
171,1.0,218.0,172.0,3.0,2.0,26.0,3.0,11.0,99.0,1.0,6.0,16.0,2.0,4.0,2.0,2.0,4.0,5.0,1.0,1.0,3.0,3.0,3.0,1.0,2.0,1.0,2.0,1.0,2.0,3.0,4.0,4.0,2.0,1.0,2.0,2.0,1.0,1.0,5.0,1.0,1.0,2.0,42.0,1.0,1.0,1.0,3.0,6.0,2.0,0.0,2.0,2.0,2.0,1.0,3.0,1.0,1.0,5.0,9.0,,9.0,99.0,9.0,9.0,,6.0,2.0,17.0,2.0,218.0,172.0,3.0,8.0,,2.0,2.0,4.0,1.0,12.0
172,1.0,218.0,173.0,3.0,4.0,24.0,3.0,11.0,99.0,2.0,6.0,12.0,2.0,3.0,1.0,2.0,3.0,4.0,2.0,1.0,2.0,2.0,3.0,1.0,1.0,1.0,2.0,2.0,3.0,2.0,3.0,3.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,3.0,2.0,2.0,36.0,1.0,1.0,1.0,3.0,6.0,2.0,4.0,1.0,3.0,5.0,1.0,1.0,2.0,8.0,0.0,9.0,,9.0,99.0,9.0,9.0,,6.0,3.0,17.0,2.0,218.0,173.0,3.0,7.0,,2.0,2.0,4.0,1.0,18.0
173,1.0,218.0,174.0,3.0,2.0,35.0,3.0,2.0,2.0,2.0,1.0,0.0,1.0,4.0,3.0,1.0,2.0,0.0,2.0,2.0,2.0,3.0,3.0,1.0,2.0,1.0,2.0,2.0,3.0,3.0,3.0,3.0,1.0,2.0,2.0,2.0,1.0,2.0,4.0,1.0,2.0,2.0,65.0,1.0,2.0,1.0,3.0,6.0,1.0,5.0,1.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,9.0,,9.0,99.0,9.0,9.0,,4.0,2.0,15.0,2.0,218.0,174.0,3.0,0.0,,2.0,1.0,2.0,4.0,18.0
174,1.0,218.0,175.0,3.0,3.0,33.0,3.0,11.0,99.0,1.0,6.0,5.0,1.0,2.0,2.0,3.0,4.0,5.0,2.0,1.0,3.0,3.0,5.0,2.0,1.0,1.0,2.0,2.0,2.0,3.0,3.0,3.0,3.0,2.0,2.0,3.0,1.0,2.0,2.0,1.0,2.0,2.0,34.0,1.0,1.0,1.0,3.0,6.0,2.0,1.0,0.0,2.0,2.0,1.0,1.0,2.0,2.0,1.0,9.0,,9.0,99.0,9.0,9.0,,5.0,2.0,5.0,2.0,218.0,175.0,3.0,9.0,,2.0,1.0,3.0,5.0,4.0
175,1.0,218.0,176.0,3.0,1.0,36.0,3.0,1.0,1.0,1.0,6.0,12.0,1.0,4.0,2.0,3.0,4.0,6.0,2.0,1.0,1.0,3.0,4.0,1.0,2.0,1.0,2.0,1.0,2.0,3.0,4.0,3.0,2.0,1.0,5.0,1.0,3.0,1.0,4.0,1.0,1.0,3.0,54.0,1.0,3.0,1.0,3.0,6.0,1.0,6.0,1.0,1.0,1.0,1.0,2.0,2.0,3.0,1.0,9.0,,9.0,99.0,9.0,9.0,,3.0,3.0,24.0,2.0,218.0,176.0,3.0,8.0,,2.0,1.0,2.0,7.0,62.0
176,1.0,218.0,177.0,3.0,4.0,39.0,3.0,11.0,99.0,1.0,6.0,12.0,1.0,4.0,3.0,1.0,4.0,0.0,3.0,1.0,3.0,3.0,10.0,2.0,2.0,3.0,2.0,2.0,2.0,3.0,4.0,3.0,1.0,3.0,4.0,3.0,2.0,3.0,1.0,4.0,3.0,3.0,43.0,1.0,1.0,1.0,3.0,6.0,4.0,6.0,2.0,2.0,3.0,3.0,3.0,3.0,1.0,5.0,9.0,,9.0,99.0,9.0,9.0,,0.0,3.0,7.0,2.0,218.0,177.0,3.0,9.0,,2.0,1.0,2.0,7.0,0.0
177,1.0,218.0,178.0,3.0,2.0,26.0,3.0,11.0,99.0,2.0,1.0,3.0,2.0,2.0,2.0,2.0,3.0,6.0,1.0,1.0,2.0,3.0,3.0,1.0,2.0,3.0,2.0,2.0,3.0,2.0,2.0,3.0,2.0,4.0,4.0,4.0,2.0,5.0,3.0,4.0,3.0,2.0,35.0,1.0,2.0,1.0,3.0,6.0,3.0,6.0,0.0,2.0,2.0,2.0,3.0,2.0,3.0,1.0,9.0,,9.0,99.0,9.0,9.0,,4.0,3.0,18.0,2.0,218.0,178.0,3.0,8.0,,2.0,1.0,3.0,7.0,6.0
178,1.0,218.0,179.0,3.0,2.0,38.0,0.0,11.0,99.0,1.0,0.0,14.0,0.0,0.0,0.0,3.0,0.0,4.0,0.0,0.0,0.0,3.0,2.0,2.0,0.0,1.0,0.0,0.0,1.0,2.0,4.0,0.0,1.0,4.0,3.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,5.0,2.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,9.0,,9.0,99.0,9.0,9.0,,5.0,0.0,0.0,2.0,218.0,179.0,3.0,9.0,,2.0,1.0,3.0,7.0,3.0
179,1.0,218.0,180.0,3.0,3.0,39.0,3.0,1.0,1.0,2.0,1.0,5.0,2.0,4.0,2.0,3.0,4.0,6.0,2.0,1.0,3.0,5.0,8.0,2.0,2.0,1.0,2.0,1.0,2.0,3.0,3.0,3.0,2.0,3.0,2.0,2.0,1.0,2.0,4.0,1.0,3.0,2.0,67.0,1.0,3.0,1.0,3.0,6.0,1.0,4.0,2.0,2.0,2.0,1.0,2.0,2.0,3.0,1.0,9.0,,9.0,99.0,9.0,9.0,,3.0,3.0,24.0,2.0,218.0,180.0,3.0,9.0,,2.0,1.0,4.0,7.0,6.0
180,1.0,218.0,181.0,3.0,4.0,99.0,3.0,11.0,99.0,2.0,6.0,0.0,1.0,4.0,2.0,4.0,3.0,0.0,3.0,1.0,2.0,0.0,0.0,1.0,2.0,3.0,2.0,2.0,2.0,3.0,4.0,3.0,2.0,2.0,3.0,3.0,1.0,2.0,1.0,3.0,2.0,2.0,60.0,2.0,1.0,1.0,3.0,6.0,2.0,5.0,3.0,2.0,2.0,1.0,2.0,3.0,1.0,5.0,9.0,,9.0,99.0,9.0,9.0,,4.0,3.0,7.0,2.0,218.0,181.0,3.0,0.0,,2.0,1.0,4.0,7.0,2.0
181,1.0,218.0,182.0,3.0,4.0,60.0,2.0,1.0,1.0,2.0,6.0,0.0,2.0,3.0,2.0,3.0,3.0,4.0,2.0,1.0,3.0,2.0,4.0,2.0,2.0,3.0,2.0,2.0,2.0,3.0,3.0,3.0,2.0,1.0,2.0,3.0,3.0,2.0,4.0,5.0,3.0,3.0,78.0,1.0,1.0,1.0,3.0,6.0,3.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,0.0,2.0,9.0,,9.0,99.0,9.0,9.0,,6.0,5.0,18.0,2.0,218.0,182.0,3.0,7.0,,2.0,1.0,4.0,7.0,10.0
182,1.0,218.0,183.0,3.0,1.0,33.0,3.0,1.0,1.0,1.0,6.0,0.0,2.0,2.0,3.0,3.0,4.0,5.0,2.0,3.0,2.0,4.0,6.0,1.0,3.0,3.0,1.0,2.0,3.0,2.0,5.0,4.0,1.0,3.0,3.0,4.0,2.0,3.0,4.0,2.0,2.0,3.0,56.0,2.0,5.0,1.0,3.0,6.0,5.0,4.0,2.0,1.0,2.0,2.0,3.0,3.0,1.0,5.0,9.0,,9.0,99.0,9.0,9.0,,6.0,2.0,23.0,2.0,218.0,183.0,3.0,7.0,,2.0,1.0,4.0,7.0,4.0
183,1.0,218.0,184.0,3.0,1.0,26.0,2.0,2.0,2.0,1.0,6.0,1.0,1.0,4.0,2.0,1.0,2.0,3.0,2.0,1.0,3.0,3.0,3.0,1.0,3.0,1.0,2.0,2.0,3.0,3.0,2.0,2.0,1.0,2.0,2.0,3.0,1.0,3.0,5.0,1.0,3.0,3.0,51.0,1.0,1.0,1.0,3.0,6.0,2.0,1.0,2.0,4.0,3.0,1.0,1.0,2.0,8.0,1.0,9.0,,9.0,99.0,9.0,9.0,,4.0,2.0,19.0,2.0,218.0,184.0,3.0,7.0,,2.0,1.0,1.0,1.0,26.0
184,1.0,218.0,185.0,3.0,2.0,27.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,3.0,2.0,2.0,2.0,3.0,3.0,1.0,2.0,3.0,2.0,1.0,2.0,1.0,2.0,2.0,2.0,3.0,4.0,3.0,1.0,2.0,1.0,2.0,1.0,2.0,3.0,1.0,1.0,3.0,76.0,1.0,1.0,1.0,3.0,6.0,2.0,1.0,1.0,2.0,2.0,1.0,2.0,0.0,0.0,0.0,9.0,,9.0,99.0,9.0,9.0,,5.0,3.0,19.0,2.0,218.0,185.0,3.0,6.0,,2.0,1.0,1.0,1.0,18.0
185,1.0,218.0,186.0,3.0,2.0,27.0,2.0,2.0,2.0,1.0,6.0,1.0,1.0,4.0,2.0,3.0,4.0,0.0,2.0,1.0,2.0,4.0,5.0,2.0,2.0,1.0,2.0,1.0,3.0,2.0,3.0,3.0,2.0,1.0,4.0,5.0,1.0,3.0,1.0,3.0,1.0,1.0,52.0,1.0,2.0,1.0,3.0,6.0,2.0,4.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,9.0,,9.0,99.0,9.0,9.0,,4.0,2.0,19.0,2.0,218.0,186.0,3.0,8.0,,2.0,1.0,1.0,1.0,28.0
