,CARD,DECK,BALLOT,S210.Q1,S210.Q2,S210.Q3,S210.Q4,S210.Q5,S210.Q6,S210.Q7,S210.Q8,S210.Q9,S210.Q10,S210.Q11,S210.Q12,S210.Q13,S210.Q14,S210.Q15,S210.Q16,S210.Q17,S210.Q18,S210.Q19,S210.Q20,S210.Q21,S210.Q22,S210.Q23,S210.Q24,S210.Q25,S210.Q27,S210.Q28,S210.Q29,S210.Q30,S210.Q31,S210.Q32,S210.Q33,S210.Q34,S210.Q35,S210.Q36,S210.Q37,S210.Q38,S210.Q39,S210.Q40,S210.Q41,S210.Q42,S210.Q44,S210.Q45,S210.Q46,S210.Q47,S210.Q48,S210.Q49,S210.Q50.n,S210.Q51,S210.Q52,S210.Q53.1,S210.Q53.2,S210.Q53.3,S210.Q53.4,S210.Q53.5,S210.Q53.6,S210.Q53.7,S210.Q53.8,S210.Q53.9,S210.Q53.10,S210.Q53.11,S210.Q53.12,S210.Q53.13,S210.Q53.14,S210.V54,S210.V55,S210.V56,S210.V57
458,1.0,210.0,459.0,4.0,7.0,5.0,2.0,4.0,2.0,1.0,4.0,1.0,4.0,3.0,3.0,10.0,1.0,1.0,3.0,1.0,2.0,2.0,1.0,2.0,3.0,2.0,2.0,4.0,1.0,5.0,5.0,2.0,2.0,5.0,2.0,1.0,2.0,5.0,3.0,3.0,1.0,1.0,2.0,4.0,2.0,2.0,2.0,1.0,2.0,5.0,,4.0,6.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,4.0,3.0,72.0
459,1.0,210.0,460.0,3.0,2.0,7.0,5.0,1.0,1.0,3.0,5.0,1.0,4.0,2.0,2.0,10.0,1.0,1.0,3.0,2.0,2.0,2.0,1.0,2.0,3.0,1.0,1.0,4.0,3.0,4.0,4.0,4.0,4.0,1.0,1.0,1.0,2.0,5.0,3.0,2.0,1.0,1.0,2.0,3.0,2.0,1.0,1.0,2.0,4.0,5.0,,4.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,4.0,3.0,73.0
460,1.0,210.0,461.0,3.0,7.0,6.0,3.0,3.0,1.0,3.0,5.0,2.0,6.0,5.0,3.0,5.0,2.0,4.0,1.0,2.0,0.0,0.0,2.0,2.0,0.0,1.0,0.0,0.0,3.0,5.0,5.0,4.0,1.0,5.0,0.0,2.0,2.0,2.0,0.0,2.0,0.0,2.0,2.0,2.0,2.0,1.0,1.0,2.0,4.0,5.0,,4.0,2.0,1.0,1.0,2.0,1.0,2.0,2.0,2.0,2.0,1.0,2.0,1.0,2.0,1.0,2.0,3.0,4.0,3.0,74.0
461,1.0,210.0,462.0,4.0,6.0,6.0,4.0,3.0,1.0,3.0,5.0,2.0,5.0,6.0,3.0,10.0,1.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,3.0,3.0,2.0,3.0,1.0,4.0,6.0,4.0,4.0,3.0,2.0,1.0,1.0,2.0,4.0,2.0,3.0,1.0,1.0,3.0,2.0,2.0,2.0,1.0,2.0,5.0,,4.0,2.0,1.0,1.0,2.0,1.0,2.0,2.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,3.0,4.0,3.0,75.0
462,1.0,210.0,463.0,4.0,8.0,6.0,2.0,5.0,1.0,3.0,5.0,1.0,5.0,6.0,6.0,15.0,2.0,1.0,3.0,3.0,4.0,2.0,3.0,1.0,3.0,1.0,1.0,2.0,1.0,5.0,5.0,1.0,4.0,1.0,1.0,2.0,4.0,2.0,2.0,3.0,3.0,2.0,2.0,1.0,2.0,1.0,2.0,1.0,2.0,5.0,,4.0,3.0,1.0,2.0,2.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,2.0,4.0,1.0,1.0,0.0
463,1.0,210.0,464.0,4.0,9.0,6.0,3.0,5.0,2.0,1.0,4.0,1.0,5.0,6.0,6.0,3.0,2.0,3.0,3.0,3.0,4.0,3.0,1.0,2.0,3.0,2.0,2.0,3.0,1.0,4.0,4.0,4.0,4.0,1.0,2.0,2.0,2.0,2.0,3.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,5.0,,4.0,3.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,4.0,1.0,1.0,1.0
464,1.0,210.0,465.0,6.0,8.0,6.0,3.0,3.0,1.0,3.0,5.0,1.0,6.0,5.0,1.0,1.0,2.0,1.0,3.0,2.0,2.0,2.0,1.0,1.0,1.0,2.0,2.0,2.0,3.0,4.0,5.0,4.0,4.0,2.0,1.0,2.0,2.0,2.0,3.0,3.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,2.0,5.0,,4.0,3.0,1.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,1.0,2.0,1.0,2.0,1.0,2.0,4.0,1.0,1.0,2.0
465,1.0,210.0,466.0,7.0,7.0,6.0,5.0,4.0,2.0,2.0,1.0,1.0,6.0,3.0,2.0,15.0,1.0,1.0,1.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,6.0,5.0,1.0,4.0,4.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,1.0,3.0,2.0,2.0,2.0,1.0,1.0,1.0,2.0,5.0,,4.0,1.0,1.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,4.0,1.0,1.0,3.0
466,1.0,210.0,467.0,6.0,8.0,8.0,7.0,2.0,2.0,1.0,4.0,1.0,5.0,5.0,5.0,1.0,1.0,2.0,3.0,2.0,2.0,2.0,3.0,2.0,3.0,2.0,2.0,2.0,4.0,4.0,4.0,4.0,4.0,3.0,1.0,2.0,2.0,2.0,2.0,2.0,1.0,3.0,2.0,3.0,2.0,1.0,1.0,1.0,2.0,5.0,,4.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,4.0,1.0,1.0,4.0
467,1.0,210.0,468.0,2.0,4.0,5.0,6.0,1.0,1.0,3.0,5.0,1.0,4.0,5.0,5.0,15.0,2.0,1.0,3.0,2.0,1.0,2.0,2.0,1.0,3.0,1.0,1.0,2.0,4.0,5.0,5.0,1.0,3.0,1.0,2.0,1.0,2.0,1.0,2.0,2.0,1.0,3.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,5.0,,4.0,1.0,1.0,2.0,2.0,2.0,1.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,1.0,2.0,4.0,1.0,1.0,5.0
468,1.0,210.0,469.0,4.0,3.0,7.0,2.0,5.0,2.0,2.0,4.0,2.0,5.0,6.0,5.0,15.0,4.0,2.0,3.0,1.0,4.0,3.0,1.0,2.0,3.0,1.0,2.0,2.0,5.0,4.0,5.0,4.0,4.0,1.0,1.0,2.0,1.0,1.0,1.0,3.0,3.0,1.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,5.0,,4.0,3.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,4.0,1.0,1.0,6.0
469,1.0,210.0,470.0,6.0,5.0,7.0,2.0,3.0,1.0,3.0,5.0,1.0,5.0,6.0,6.0,15.0,1.0,2.0,3.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,5.0,4.0,2.0,4.0,4.0,4.0,1.0,0.0,2.0,1.0,1.0,2.0,3.0,3.0,3.0,2.0,1.0,1.0,2.0,2.0,1.0,2.0,5.0,,4.0,1.0,1.0,2.0,2.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,2.0,2.0,2.0,4.0,1.0,1.0,7.0
470,1.0,210.0,471.0,3.0,10.0,3.0,5.0,2.0,2.0,1.0,4.0,1.0,5.0,6.0,6.0,3.0,2.0,1.0,3.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,3.0,1.0,3.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,5.0,,4.0,3.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,4.0,1.0,1.0,8.0
471,1.0,210.0,472.0,3.0,5.0,7.0,3.0,2.0,1.0,3.0,5.0,2.0,5.0,5.0,5.0,1.0,2.0,2.0,2.0,3.0,3.0,3.0,1.0,1.0,1.0,1.0,2.0,2.0,6.0,4.0,5.0,4.0,4.0,2.0,1.0,2.0,2.0,2.0,3.0,2.0,3.0,2.0,1.0,3.0,3.0,2.0,2.0,1.0,2.0,5.0,,4.0,3.0,1.0,1.0,2.0,2.0,1.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,1.0,2.0,4.0,1.0,1.0,9.0
472,1.0,210.0,473.0,5.0,9.0,7.0,7.0,5.0,2.0,2.0,4.0,1.0,6.0,5.0,3.0,15.0,2.0,3.0,3.0,3.0,4.0,3.0,1.0,2.0,1.0,2.0,3.0,2.0,6.0,4.0,4.0,2.0,2.0,5.0,2.0,2.0,2.0,3.0,2.0,3.0,2.0,3.0,2.0,4.0,4.0,1.0,1.0,1.0,1.0,5.0,,4.0,3.0,1.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,4.0,1.0,1.0,10.0
473,1.0,210.0,474.0,3.0,9.0,7.0,3.0,4.0,2.0,1.0,1.0,1.0,4.0,5.0,3.0,1.0,2.0,2.0,3.0,2.0,3.0,2.0,1.0,2.0,1.0,3.0,2.0,3.0,3.0,4.0,1.0,4.0,3.0,5.0,1.0,2.0,2.0,2.0,2.0,3.0,3.0,3.0,2.0,3.0,2.0,2.0,2.0,1.0,2.0,5.0,,4.0,3.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,4.0,1.0,1.0,11.0
474,1.0,210.0,475.0,2.0,9.0,7.0,2.0,5.0,2.0,1.0,1.0,2.0,5.0,6.0,5.0,3.0,2.0,2.0,2.0,2.0,1.0,2.0,1.0,2.0,3.0,3.0,1.0,2.0,3.0,4.0,5.0,4.0,4.0,5.0,1.0,2.0,2.0,1.0,2.0,3.0,2.0,1.0,2.0,2.0,3.0,1.0,1.0,1.0,1.0,5.0,,4.0,1.0,1.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,1.0,1.0,1.0,2.0,1.0,2.0,4.0,1.0,1.0,12.0
475,1.0,210.0,476.0,5.0,9.0,8.0,2.0,5.0,1.0,3.0,5.0,1.0,5.0,2.0,1.0,15.0,1.0,2.0,3.0,1.0,2.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,4.0,4.0,5.0,4.0,4.0,1.0,1.0,2.0,2.0,2.0,2.0,3.0,1.0,1.0,1.0,2.0,3.0,1.0,1.0,1.0,1.0,5.0,,4.0,1.0,1.0,2.0,2.0,2.0,1.0,2.0,1.0,2.0,2.0,1.0,1.0,2.0,1.0,2.0,4.0,1.0,1.0,13.0
476,1.0,210.0,477.0,7.0,6.0,6.0,6.0,1.0,2.0,2.0,4.0,2.0,7.0,3.0,2.0,12.0,2.0,2.0,1.0,3.0,4.0,3.0,1.0,2.0,1.0,1.0,2.0,2.0,5.0,4.0,5.0,4.0,3.0,5.0,1.0,2.0,2.0,2.0,2.0,3.0,2.0,3.0,1.0,2.0,2.0,1.0,1.0,1.0,2.0,5.0,,4.0,3.0,1.0,2.0,2.0,1.0,1.0,2.0,1.0,2.0,1.0,2.0,1.0,2.0,1.0,2.0,4.0,1.0,1.0,14.0
477,1.0,210.0,478.0,3.0,8.0,4.0,7.0,1.0,1.0,3.0,5.0,2.0,7.0,2.0,1.0,15.0,2.0,1.0,1.0,2.0,2.0,2.0,1.0,2.0,3.0,1.0,2.0,2.0,4.0,3.0,3.0,4.0,4.0,2.0,1.0,2.0,2.0,2.0,3.0,3.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,2.0,5.0,,4.0,3.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,2.0,1.0,1.0,1.0,2.0,1.0,2.0,4.0,1.0,1.0,15.0
478,1.0,210.0,479.0,2.0,8.0,8.0,5.0,4.0,2.0,2.0,1.0,1.0,6.0,3.0,3.0,3.0,4.0,2.0,2.0,3.0,2.0,4.0,1.0,2.0,3.0,2.0,4.0,2.0,4.0,4.0,4.0,1.0,3.0,2.0,1.0,2.0,2.0,2.0,3.0,3.0,2.0,3.0,2.0,1.0,2.0,2.0,2.0,1.0,1.0,5.0,,4.0,3.0,2.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,1.0,2.0,1.0,2.0,1.0,2.0,4.0,1.0,1.0,16.0
479,1.0,210.0,480.0,3.0,7.0,7.0,2.0,5.0,1.0,3.0,5.0,1.0,6.0,4.0,2.0,15.0,4.0,4.0,3.0,4.0,3.0,2.0,2.0,2.0,3.0,2.0,3.0,2.0,4.0,4.0,4.0,4.0,4.0,2.0,2.0,2.0,2.0,1.0,3.0,2.0,3.0,1.0,2.0,3.0,2.0,1.0,1.0,1.0,2.0,5.0,,4.0,3.0,1.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,1.0,1.0,1.0,2.0,1.0,2.0,4.0,1.0,1.0,17.0
480,1.0,210.0,481.0,5.0,8.0,6.0,9.0,5.0,2.0,2.0,4.0,1.0,5.0,6.0,3.0,5.0,1.0,2.0,3.0,1.0,1.0,2.0,1.0,1.0,1.0,3.0,1.0,2.0,1.0,4.0,4.0,4.0,4.0,1.0,1.0,3.0,2.0,2.0,2.0,3.0,3.0,2.0,2.0,2.0,1.0,1.0,1.0,2.0,4.0,5.0,,4.0,3.0,1.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,1.0,2.0,1.0,2.0,1.0,2.0,4.0,1.0,1.0,18.0
481,1.0,210.0,482.0,2.0,10.0,5.0,2.0,5.0,1.0,3.0,5.0,1.0,4.0,5.0,5.0,3.0,1.0,2.0,3.0,4.0,0.0,0.0,2.0,2.0,3.0,2.0,2.0,2.0,2.0,6.0,6.0,4.0,4.0,2.0,2.0,2.0,2.0,1.0,1.0,2.0,3.0,3.0,2.0,1.0,2.0,1.0,1.0,1.0,2.0,5.0,,4.0,3.0,1.0,2.0,2.0,1.0,1.0,2.0,1.0,2.0,1.0,2.0,1.0,2.0,1.0,2.0,4.0,1.0,1.0,19.0
482,1.0,210.0,483.0,3.0,10.0,7.0,5.0,5.0,1.0,3.0,5.0,1.0,6.0,5.0,1.0,8.0,1.0,2.0,3.0,2.0,1.0,2.0,2.0,2.0,3.0,2.0,1.0,3.0,4.0,4.0,4.0,4.0,1.0,2.0,2.0,1.0,1.0,2.0,3.0,3.0,3.0,3.0,2.0,4.0,2.0,2.0,2.0,2.0,4.0,5.0,,4.0,3.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,1.0,2.0,4.0,1.0,1.0,20.0
483,1.0,210.0,484.0,7.0,5.0,7.0,7.0,3.0,1.0,3.0,5.0,2.0,5.0,6.0,6.0,15.0,1.0,2.0,3.0,1.0,3.0,2.0,2.0,2.0,3.0,1.0,2.0,1.0,5.0,5.0,1.0,4.0,3.0,5.0,2.0,1.0,1.0,1.0,2.0,2.0,2.0,1.0,2.0,2.0,3.0,2.0,2.0,1.0,2.0,4.0,,4.0,3.0,1.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,1.0,2.0,1.0,2.0,1.0,2.0,4.0,1.0,1.0,21.0
484,1.0,210.0,485.0,2.0,2.0,7.0,9.0,5.0,2.0,1.0,1.0,1.0,5.0,4.0,2.0,5.0,2.0,2.0,1.0,1.0,4.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,6.0,5.0,5.0,4.0,4.0,3.0,1.0,3.0,2.0,2.0,3.0,2.0,3.0,1.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,5.0,,4.0,3.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,2.0,1.0,1.0,1.0,2.0,1.0,2.0,4.0,1.0,1.0,22.0
485,1.0,210.0,486.0,4.0,6.0,6.0,5.0,5.0,1.0,3.0,5.0,1.0,5.0,6.0,6.0,15.0,2.0,1.0,2.0,2.0,3.0,2.0,1.0,2.0,1.0,2.0,2.0,1.0,4.0,4.0,5.0,4.0,3.0,6.0,1.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,5.0,,4.0,3.0,1.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,1.0,1.0,1.0,2.0,1.0,2.0,4.0,1.0,1.0,23.0
486,1.0,210.0,487.0,5.0,10.0,6.0,3.0,5.0,2.0,1.0,4.0,1.0,5.0,5.0,5.0,15.0,2.0,2.0,3.0,3.0,3.0,2.0,3.0,1.0,2.0,2.0,3.0,2.0,3.0,4.0,4.0,4.0,3.0,2.0,1.0,2.0,2.0,2.0,2.0,3.0,2.0,1.0,2.0,3.0,2.0,1.0,1.0,1.0,1.0,5.0,,4.0,3.0,1.0,2.0,2.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,2.0,4.0,1.0,1.0,24.0
487,1.0,210.0,488.0,4.0,9.0,4.0,6.0,1.0,1.0,3.0,5.0,1.0,6.0,7.0,6.0,5.0,2.0,4.0,3.0,2.0,3.0,2.0,3.0,2.0,3.0,2.0,2.0,2.0,5.0,4.0,4.0,5.0,5.0,3.0,2.0,4.0,2.0,5.0,3.0,3.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,3.0,0.0,5.0,,4.0,3.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,4.0,2.0,1.0,1.0
488,1.0,210.0,489.0,5.0,8.0,7.0,2.0,5.0,1.0,3.0,5.0,1.0,6.0,2.0,1.0,5.0,1.0,1.0,3.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,6.0,4.0,5.0,4.0,4.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,1.0,1.0,5.0,,4.0,0.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,4.0,2.0,1.0,2.0
489,1.0,210.0,490.0,3.0,8.0,4.0,2.0,3.0,2.0,1.0,1.0,1.0,6.0,6.0,5.0,5.0,4.0,4.0,3.0,2.0,4.0,3.0,2.0,2.0,3.0,2.0,5.0,5.0,4.0,6.0,5.0,2.0,4.0,3.0,1.0,2.0,4.0,3.0,1.0,3.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,3.0,5.0,,4.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,4.0,2.0,1.0,3.0
490,1.0,210.0,491.0,4.0,10.0,7.0,9.0,4.0,2.0,1.0,4.0,2.0,5.0,4.0,4.0,5.0,1.0,3.0,3.0,2.0,1.0,3.0,3.0,1.0,3.0,1.0,2.0,5.0,1.0,5.0,5.0,1.0,3.0,2.0,1.0,4.0,2.0,2.0,3.0,3.0,3.0,3.0,2.0,2.0,2.0,1.0,1.0,1.0,2.0,5.0,,4.0,1.0,1.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,4.0,2.0,1.0,4.0
491,1.0,210.0,492.0,1.0,5.0,7.0,3.0,5.0,1.0,3.0,5.0,1.0,5.0,4.0,1.0,5.0,4.0,3.0,1.0,3.0,3.0,2.0,3.0,1.0,3.0,2.0,2.0,2.0,5.0,4.0,4.0,4.0,4.0,5.0,1.0,2.0,2.0,2.0,2.0,3.0,3.0,3.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0,5.0,,4.0,1.0,1.0,2.0,2.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,2.0,4.0,2.0,1.0,5.0
492,1.0,210.0,493.0,4.0,9.0,6.0,6.0,2.0,2.0,1.0,4.0,1.0,5.0,6.0,5.0,5.0,1.0,2.0,3.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,4.0,4.0,4.0,4.0,3.0,1.0,2.0,1.0,1.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,1.0,2.0,4.0,5.0,,4.0,0.0,1.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,4.0,2.0,1.0,6.0
493,1.0,210.0,494.0,2.0,8.0,6.0,4.0,4.0,2.0,1.0,1.0,1.0,3.0,2.0,1.0,5.0,1.0,1.0,3.0,2.0,2.0,2.0,3.0,1.0,1.0,1.0,1.0,1.0,4.0,4.0,4.0,3.0,4.0,3.0,2.0,2.0,2.0,2.0,3.0,3.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,5.0,,4.0,3.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,2.0,1.0,1.0,1.0,2.0,2.0,2.0,4.0,2.0,1.0,7.0
494,1.0,210.0,495.0,4.0,8.0,5.0,3.0,4.0,1.0,3.0,5.0,1.0,5.0,7.0,6.0,5.0,2.0,2.0,2.0,2.0,3.0,3.0,3.0,2.0,3.0,2.0,1.0,2.0,4.0,4.0,4.0,4.0,4.0,3.0,1.0,2.0,2.0,2.0,4.0,2.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,5.0,,4.0,3.0,1.0,2.0,2.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,2.0,4.0,2.0,1.0,8.0
495,1.0,210.0,496.0,3.0,9.0,5.0,9.0,5.0,1.0,3.0,5.0,1.0,6.0,6.0,5.0,5.0,2.0,2.0,3.0,2.0,4.0,3.0,2.0,1.0,3.0,1.0,2.0,3.0,2.0,3.0,1.0,5.0,5.0,1.0,1.0,4.0,2.0,2.0,1.0,2.0,3.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,4.0,5.0,,4.0,0.0,1.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,4.0,2.0,1.0,9.0
496,1.0,210.0,497.0,4.0,5.0,6.0,3.0,5.0,2.0,2.0,1.0,1.0,5.0,3.0,3.0,5.0,1.0,2.0,3.0,2.0,3.0,2.0,1.0,2.0,1.0,1.0,1.0,2.0,6.0,4.0,1.0,4.0,4.0,5.0,1.0,2.0,2.0,3.0,2.0,3.0,3.0,1.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,5.0,,4.0,3.0,1.0,2.0,2.0,1.0,1.0,2.0,1.0,2.0,1.0,2.0,1.0,2.0,1.0,2.0,4.0,2.0,1.0,10.0
497,1.0,210.0,498.0,5.0,9.0,4.0,1.0,5.0,1.0,3.0,5.0,2.0,7.0,4.0,1.0,5.0,5.0,4.0,3.0,2.0,2.0,3.0,2.0,1.0,1.0,3.0,2.0,3.0,6.0,4.0,5.0,4.0,4.0,7.0,2.0,3.0,4.0,2.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,1.0,1.0,1.0,2.0,5.0,,4.0,3.0,1.0,2.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,4.0,2.0,1.0,11.0
498,1.0,210.0,499.0,3.0,9.0,5.0,4.0,3.0,2.0,1.0,2.0,1.0,4.0,2.0,2.0,5.0,2.0,2.0,3.0,3.0,4.0,2.0,2.0,1.0,3.0,3.0,2.0,2.0,3.0,4.0,4.0,4.0,4.0,2.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,1.0,1.0,1.0,2.0,5.0,,4.0,3.0,1.0,2.0,2.0,1.0,1.0,2.0,1.0,2.0,1.0,2.0,1.0,2.0,1.0,2.0,4.0,2.0,1.0,12.0
499,1.0,210.0,500.0,2.0,5.0,4.0,9.0,1.0,1.0,3.0,5.0,1.0,6.0,1.0,1.0,5.0,2.0,2.0,1.0,2.0,3.0,3.0,2.0,1.0,3.0,2.0,3.0,2.0,5.0,4.0,1.0,4.0,2.0,3.0,2.0,2.0,4.0,2.0,4.0,3.0,2.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,3.0,5.0,,4.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,4.0,2.0,1.0,13.0
500,1.0,210.0,501.0,5.0,4.0,5.0,9.0,5.0,1.0,3.0,5.0,1.0,5.0,6.0,5.0,5.0,2.0,2.0,3.0,2.0,5.0,3.0,2.0,2.0,3.0,1.0,1.0,2.0,2.0,4.0,1.0,1.0,3.0,1.0,1.0,2.0,2.0,2.0,2.0,3.0,1.0,2.0,2.0,1.0,2.0,1.0,1.0,1.0,2.0,5.0,,4.0,3.0,1.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,1.0,1.0,1.0,2.0,1.0,2.0,4.0,2.0,1.0,14.0
501,1.0,210.0,502.0,4.0,5.0,6.0,3.0,3.0,1.0,3.0,5.0,2.0,5.0,6.0,5.0,15.0,2.0,3.0,3.0,2.0,4.0,2.0,1.0,1.0,3.0,1.0,3.0,2.0,2.0,5.0,4.0,4.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0,5.0,,4.0,3.0,1.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,1.0,1.0,1.0,2.0,2.0,2.0,4.0,6.0,1.0,0.0
502,1.0,210.0,503.0,1.0,2.0,5.0,2.0,1.0,1.0,3.0,5.0,1.0,4.0,5.0,5.0,15.0,2.0,4.0,0.0,2.0,3.0,3.0,2.0,1.0,3.0,2.0,2.0,2.0,2.0,4.0,1.0,4.0,4.0,1.0,1.0,4.0,2.0,2.0,4.0,2.0,1.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,3.0,5.0,,4.0,3.0,1.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,1.0,2.0,1.0,2.0,1.0,2.0,4.0,6.0,1.0,1.0
503,1.0,210.0,504.0,3.0,4.0,4.0,2.0,3.0,2.0,1.0,4.0,1.0,4.0,5.0,5.0,15.0,5.0,2.0,3.0,3.0,2.0,2.0,3.0,1.0,1.0,1.0,5.0,1.0,4.0,4.0,6.0,4.0,5.0,2.0,1.0,1.0,1.0,2.0,3.0,2.0,2.0,1.0,2.0,2.0,2.0,3.0,3.0,1.0,2.0,5.0,,4.0,3.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,4.0,6.0,1.0,2.0
504,1.0,210.0,505.0,7.0,9.0,8.0,8.0,3.0,1.0,3.0,5.0,1.0,7.0,5.0,1.0,3.0,1.0,3.0,3.0,2.0,4.0,3.0,2.0,1.0,1.0,1.0,4.0,4.0,5.0,4.0,5.0,4.0,4.0,2.0,2.0,2.0,2.0,1.0,1.0,3.0,2.0,2.0,2.0,4.0,2.0,3.0,3.0,1.0,1.0,5.0,,5.0,3.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,4.0,6.0,1.0,3.0
