,CARD,DECK,BALLOT,S136.Q1,S136.Q2,S136.V3,S136.Q3A.1,S136.Q3A.2,S136.Q4,S136.Q5,S136.Q6,S136.Q7,S136.Q8,S136.Q9,S136.Q10,S136.Q11,S136.Q12,S136.Q13,S136.Q14,S136.Q15,S136.Q16,S136.Q17,S136.Q18,S136.Q19A,S136.Q19B,S136.Q21,S136.Q22,S136.V23,S136.V24
1771,1.0,136.0,1772.0,3.0,1.0,1.0,10.0,60.0,1.0,1.0,2.0,3.0,4.0,1.0,1.0,1.0,2.0,6.0,3.0,2.0,3.0,1.0,1.0,3.0,5.0,2.0,2.0,1.0,68.0
1772,1.0,136.0,1773.0,2.0,1.0,1.0,20.0,60.0,2.0,1.0,2.0,3.0,4.0,1.0,2.0,1.0,1.0,5.0,1.0,3.0,2.0,1.0,1.0,6.0,5.0,1.0,1.0,8.0,133.0
1773,1.0,136.0,1774.0,2.0,1.0,1.0,20.0,60.0,1.0,2.0,1.0,1.0,2.0,1.0,3.0,1.0,2.0,1.0,1.0,2.0,3.0,1.0,1.0,2.0,5.0,4.0,1.0,8.0,107.0
1774,1.0,136.0,1775.0,3.0,1.0,1.0,7.0,60.0,1.0,1.0,4.0,3.0,4.0,4.0,3.0,1.0,2.0,2.0,3.0,1.0,2.0,3.0,2.0,3.0,5.0,4.0,4.0,3.0,3.0
1775,1.0,136.0,1776.0,2.0,1.0,1.0,16.0,60.0,1.0,1.0,2.0,3.0,4.0,3.0,3.0,1.0,2.0,3.0,1.0,2.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,8.0,122.0
1776,1.0,136.0,1777.0,2.0,1.0,1.0,16.0,60.0,1.0,2.0,1.0,3.0,5.0,1.0,3.0,2.0,1.0,6.0,1.0,2.0,3.0,1.0,1.0,3.0,4.0,2.0,4.0,7.0,47.0
1777,1.0,136.0,1778.0,3.0,1.0,1.0,11.0,60.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,2.0,2.0,1.0,1.0,5.0,5.0,1.0,1.0,2.0,135.0
1778,1.0,136.0,1779.0,3.0,1.0,1.0,11.0,60.0,2.0,2.0,3.0,3.0,2.0,1.0,1.0,1.0,2.0,8.0,3.0,1.0,4.0,3.0,1.0,5.0,5.0,4.0,4.0,3.0,1.0
1779,1.0,136.0,1780.0,3.0,1.0,1.0,11.0,60.0,1.0,1.0,1.0,3.0,4.0,1.0,2.0,1.0,2.0,1.0,3.0,1.0,3.0,1.0,1.0,6.0,6.0,5.0,5.0,2.0,151.0
1780,1.0,136.0,1781.0,3.0,1.0,1.0,11.0,60.0,1.0,1.0,1.0,2.0,3.0,1.0,3.0,1.0,2.0,1.0,3.0,2.0,2.0,1.0,1.0,6.0,6.0,2.0,1.0,2.0,152.0
1781,1.0,136.0,1782.0,3.0,1.0,1.0,11.0,60.0,1.0,1.0,1.0,2.0,3.0,1.0,2.0,1.0,1.0,4.0,1.0,2.0,3.0,1.0,1.0,2.0,5.0,1.0,1.0,1.0,87.0
1782,1.0,136.0,1783.0,3.0,1.0,1.0,11.0,60.0,1.0,1.0,1.0,3.0,5.0,1.0,1.0,1.0,1.0,3.0,1.0,2.0,3.0,2.0,1.0,6.0,5.0,4.0,4.0,2.0,138.0
1783,1.0,136.0,1784.0,2.0,1.0,1.0,21.0,60.0,1.0,2.0,2.0,2.0,3.0,1.0,2.0,1.0,2.0,4.0,1.0,2.0,3.0,1.0,1.0,4.0,5.0,2.0,2.0,8.0,134.0
1784,1.0,136.0,1785.0,3.0,1.0,1.0,21.0,60.0,1.0,3.0,3.0,2.0,4.0,1.0,3.0,1.0,1.0,7.0,1.0,2.0,2.0,1.0,1.0,4.0,5.0,1.0,1.0,6.0,100.0
1785,1.0,136.0,1786.0,2.0,1.0,1.0,41.0,60.0,1.0,1.0,1.0,3.0,4.0,1.0,1.0,1.0,1.0,4.0,1.0,2.0,3.0,1.0,1.0,3.0,5.0,4.0,4.0,8.0,116.0
1786,1.0,136.0,1787.0,3.0,1.0,1.0,12.0,60.0,1.0,1.0,4.0,3.0,4.0,1.0,3.0,1.0,1.0,7.0,3.0,1.0,3.0,2.0,0.0,6.0,6.0,2.0,4.0,2.0,234.0
1787,1.0,136.0,1788.0,3.0,1.0,1.0,12.0,60.0,1.0,1.0,4.0,3.0,0.0,2.0,3.0,1.0,3.0,9.0,3.0,1.0,0.0,3.0,4.0,5.0,5.0,1.0,4.0,2.0,233.0
1788,1.0,136.0,1789.0,2.0,1.0,1.0,35.0,150.0,1.0,1.0,3.0,3.0,4.0,1.0,3.0,2.0,2.0,4.0,1.0,2.0,4.0,1.0,1.0,5.0,5.0,1.0,1.0,4.0,132.0
1789,1.0,136.0,1790.0,3.0,1.0,1.0,45.0,150.0,1.0,1.0,1.0,3.0,4.0,1.0,1.0,2.0,2.0,7.0,1.0,2.0,2.0,1.0,1.0,3.0,4.0,1.0,1.0,5.0,17.0
1790,1.0,136.0,1791.0,3.0,1.0,1.0,19.0,150.0,1.0,1.0,2.0,2.0,2.0,1.0,3.0,1.0,2.0,1.0,3.0,2.0,3.0,1.0,1.0,4.0,4.0,2.0,4.0,1.0,83.0
1791,1.0,136.0,1792.0,3.0,1.0,1.0,19.0,150.0,1.0,1.0,1.0,3.0,4.0,1.0,3.0,4.0,2.0,4.0,3.0,2.0,2.0,1.0,1.0,5.0,3.0,2.0,1.0,1.0,82.0
1792,1.0,136.0,1793.0,3.0,1.0,1.0,19.0,150.0,1.0,1.0,3.0,3.0,5.0,1.0,1.0,1.0,2.0,3.0,1.0,2.0,4.0,3.0,4.0,5.0,4.0,2.0,5.0,2.0,129.0
1793,1.0,136.0,1794.0,3.0,1.0,1.0,29.0,150.0,1.0,1.0,3.0,5.0,5.0,3.0,3.0,2.0,2.0,4.0,3.0,1.0,4.0,3.0,1.0,6.0,6.0,1.0,1.0,3.0,44.0
1794,1.0,136.0,1795.0,3.0,2.0,2.0,0.0,0.0,2.0,2.0,1.0,3.0,3.0,3.0,3.0,1.0,2.0,1.0,3.0,2.0,1.0,1.0,4.0,1.0,4.0,4.0,1.0,6.0,7.0
1795,1.0,136.0,1796.0,4.0,3.0,2.0,0.0,0.0,1.0,1.0,2.0,5.0,4.0,4.0,0.0,2.0,2.0,1.0,3.0,2.0,3.0,1.0,1.0,2.0,4.0,5.0,5.0,3.0,107.0
1796,1.0,136.0,1797.0,3.0,3.0,2.0,0.0,0.0,2.0,3.0,3.0,2.0,2.0,1.0,1.0,3.0,2.0,7.0,3.0,1.0,2.0,1.0,1.0,3.0,4.0,4.0,2.0,5.0,107.0
1797,1.0,136.0,1798.0,2.0,2.0,2.0,0.0,0.0,1.0,1.0,4.0,4.0,4.0,1.0,2.0,2.0,2.0,3.0,3.0,1.0,2.0,2.0,4.0,6.0,6.0,3.0,4.0,4.0,507.0
1798,1.0,136.0,1799.0,2.0,3.0,2.0,0.0,0.0,1.0,1.0,1.0,3.0,4.0,1.0,3.0,2.0,1.0,8.0,3.0,1.0,2.0,1.0,1.0,1.0,5.0,2.0,2.0,4.0,407.0
1799,1.0,136.0,1800.0,4.0,2.0,2.0,0.0,0.0,1.0,1.0,4.0,2.0,3.0,1.0,1.0,4.0,2.0,7.0,3.0,1.0,1.0,1.0,1.0,1.0,5.0,1.0,1.0,9.0,7.0
1800,1.0,136.0,1801.0,4.0,3.0,2.0,0.0,0.0,1.0,1.0,3.0,1.0,4.0,4.0,3.0,4.0,1.0,8.0,3.0,2.0,2.0,1.0,1.0,6.0,5.0,4.0,4.0,10.0,107.0
1801,1.0,136.0,1802.0,4.0,3.0,2.0,0.0,0.0,2.0,2.0,3.0,3.0,2.0,3.0,3.0,2.0,2.0,7.0,3.0,1.0,1.0,1.0,1.0,2.0,4.0,2.0,1.0,2.0,107.0
1802,1.0,136.0,1803.0,3.0,3.0,2.0,0.0,0.0,2.0,1.0,4.0,3.0,4.0,1.0,2.0,3.0,2.0,6.0,3.0,1.0,4.0,2.0,4.0,3.0,5.0,1.0,2.0,1.0,107.0
1803,1.0,136.0,1804.0,4.0,3.0,2.0,0.0,0.0,1.0,1.0,1.0,2.0,4.0,1.0,1.0,3.0,2.0,8.0,3.0,1.0,1.0,1.0,1.0,4.0,4.0,2.0,1.0,2.0,7.0
1804,1.0,136.0,1805.0,1.0,3.0,2.0,0.0,0.0,1.0,1.0,1.0,3.0,3.0,1.0,1.0,2.0,2.0,6.0,3.0,2.0,1.0,1.0,1.0,4.0,5.0,1.0,1.0,1.0,7.0
1805,1.0,136.0,1806.0,4.0,3.0,2.0,0.0,0.0,2.0,2.0,4.0,2.0,3.0,1.0,3.0,2.0,2.0,9.0,3.0,1.0,3.0,5.0,4.0,2.0,4.0,1.0,1.0,10.0,7.0
1806,1.0,136.0,1807.0,2.0,0.0,2.0,0.0,0.0,2.0,2.0,1.0,2.0,3.0,4.0,3.0,1.0,1.0,3.0,3.0,2.0,3.0,1.0,1.0,4.0,5.0,5.0,1.0,8.0,117.0
1807,1.0,136.0,1808.0,3.0,1.0,1.0,14.0,62.0,1.0,1.0,2.0,2.0,3.0,1.0,3.0,3.0,2.0,4.0,3.0,2.0,2.0,1.0,1.0,6.0,4.0,1.0,1.0,5.0,83.0
1808,1.0,136.0,1809.0,4.0,1.0,1.0,2.0,11.0,1.0,1.0,3.0,3.0,3.0,1.0,1.0,2.0,2.0,1.0,1.0,2.0,3.0,1.0,1.0,4.0,5.0,1.0,1.0,9.0,104.0
1809,1.0,136.0,1810.0,3.0,1.0,1.0,2.0,11.0,2.0,1.0,2.0,3.0,2.0,2.0,3.0,1.0,2.0,2.0,3.0,2.0,3.0,2.0,1.0,4.0,5.0,2.0,4.0,1.0,24.0
1810,1.0,136.0,1811.0,4.0,1.0,1.0,2.0,11.0,1.0,1.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,9.0,110.0
1811,1.0,136.0,1812.0,4.0,1.0,1.0,2.0,11.0,1.0,1.0,1.0,3.0,4.0,1.0,1.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,3.0,5.0,1.0,1.0,9.0,77.0
1812,1.0,136.0,1813.0,4.0,1.0,1.0,2.0,11.0,1.0,1.0,1.0,3.0,2.0,1.0,2.0,4.0,2.0,9.0,3.0,1.0,2.0,1.0,1.0,3.0,5.0,4.0,4.0,9.0,58.0
1813,1.0,136.0,1814.0,4.0,1.0,1.0,2.0,11.0,1.0,1.0,3.0,2.0,4.0,1.0,1.0,3.0,2.0,5.0,3.0,1.0,3.0,1.0,1.0,3.0,4.0,1.0,1.0,9.0,73.0
1814,1.0,136.0,1815.0,3.0,1.0,1.0,2.0,11.0,1.0,2.0,2.0,2.0,2.0,1.0,3.0,1.0,2.0,1.0,3.0,2.0,2.0,1.0,3.0,3.0,5.0,1.0,1.0,1.0,25.0
1815,1.0,136.0,1816.0,3.0,1.0,1.0,2.0,11.0,2.0,1.0,4.0,3.0,5.0,1.0,3.0,1.0,2.0,1.0,3.0,2.0,2.0,1.0,1.0,4.0,5.0,2.0,4.0,1.0,16.0
1816,1.0,136.0,1817.0,3.0,1.0,1.0,2.0,11.0,1.0,2.0,2.0,2.0,3.0,1.0,3.0,1.0,2.0,2.0,3.0,1.0,2.0,1.0,3.0,3.0,4.0,1.0,1.0,1.0,36.0
1817,1.0,136.0,1818.0,3.0,1.0,1.0,3.0,21.0,2.0,1.0,1.0,3.0,4.0,1.0,2.0,1.0,2.0,3.0,1.0,2.0,3.0,1.0,1.0,3.0,5.0,4.0,4.0,1.0,55.0
1818,1.0,136.0,1819.0,3.0,1.0,1.0,3.0,21.0,1.0,1.0,1.0,3.0,5.0,1.0,1.0,1.0,2.0,7.0,1.0,2.0,3.0,1.0,1.0,4.0,5.0,5.0,5.0,1.0,53.0
1819,1.0,136.0,1820.0,3.0,1.0,1.0,3.0,21.0,1.0,2.0,1.0,3.0,4.0,4.0,0.0,1.0,1.0,3.0,2.0,2.0,3.0,1.0,1.0,4.0,5.0,4.0,4.0,3.0,90.0
1820,1.0,136.0,1821.0,3.0,1.0,1.0,3.0,21.0,1.0,1.0,1.0,3.0,4.0,1.0,3.0,1.0,2.0,5.0,1.0,2.0,3.0,1.0,1.0,4.0,4.0,4.0,1.0,3.0,82.0
1821,1.0,136.0,1822.0,3.0,1.0,1.0,3.0,21.0,1.0,1.0,2.0,2.0,3.0,1.0,3.0,1.0,2.0,1.0,3.0,1.0,2.0,1.0,1.0,5.0,5.0,4.0,4.0,1.0,57.0
1822,1.0,136.0,1823.0,3.0,1.0,1.0,9.0,51.0,1.0,2.0,1.0,3.0,2.0,1.0,1.0,1.0,1.0,5.0,3.0,1.0,2.0,1.0,3.0,4.0,5.0,2.0,2.0,1.0,229.0
1823,1.0,136.0,1824.0,2.0,1.0,1.0,61.0,201.0,1.0,2.0,1.0,3.0,4.0,1.0,2.0,2.0,2.0,7.0,1.0,2.0,2.0,1.0,4.0,4.0,4.0,3.0,3.0,4.0,324.0
1824,1.0,136.0,1825.0,2.0,1.0,1.0,67.0,161.0,1.0,1.0,1.0,3.0,2.0,1.0,1.0,2.0,2.0,4.0,1.0,2.0,3.0,1.0,1.0,5.0,5.0,4.0,2.0,4.0,232.0
1825,1.0,136.0,1826.0,3.0,1.0,1.0,11.0,70.0,1.0,2.0,2.0,2.0,3.0,1.0,3.0,1.0,2.0,1.0,3.0,1.0,2.0,1.0,1.0,6.0,4.0,4.0,1.0,2.0,136.0
1826,1.0,136.0,1827.0,3.0,1.0,1.0,11.0,70.0,1.0,1.0,4.0,2.0,3.0,1.0,1.0,1.0,1.0,7.0,1.0,2.0,3.0,1.0,1.0,4.0,4.0,2.0,2.0,2.0,153.0
1827,1.0,136.0,1828.0,3.0,1.0,1.0,11.0,70.0,1.0,1.0,2.0,3.0,4.0,1.0,3.0,1.0,1.0,5.0,2.0,2.0,2.0,1.0,1.0,3.0,5.0,2.0,1.0,2.0,140.0
1828,1.0,136.0,1829.0,3.0,1.0,1.0,11.0,70.0,1.0,1.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,4.0,3.0,1.0,3.0,1.0,1.0,4.0,4.0,1.0,1.0,2.0,139.0
1829,1.0,136.0,1830.0,3.0,1.0,1.0,11.0,70.0,1.0,2.0,1.0,3.0,4.0,3.0,3.0,1.0,2.0,1.0,3.0,1.0,2.0,1.0,1.0,5.0,4.0,5.0,1.0,2.0,148.0
1830,1.0,136.0,1831.0,3.0,1.0,1.0,21.0,70.0,1.0,1.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,0.0,1.0,2.0,2.0,1.0,1.0,3.0,5.0,1.0,1.0,6.0,191.0
1831,1.0,136.0,1832.0,2.0,1.0,1.0,21.0,70.0,1.0,2.0,1.0,3.0,2.0,1.0,0.0,1.0,2.0,3.0,1.0,2.0,3.0,1.0,1.0,3.0,5.0,4.0,1.0,8.0,160.0
1832,1.0,136.0,1833.0,2.0,1.0,1.0,21.0,70.0,1.0,1.0,2.0,3.0,3.0,2.0,3.0,1.0,1.0,6.0,1.0,2.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,8.0,110.0
1833,1.0,136.0,1834.0,2.0,1.0,1.0,21.0,70.0,1.0,2.0,2.0,3.0,4.0,1.0,3.0,1.0,1.0,4.0,1.0,2.0,3.0,1.0,1.0,2.0,5.0,2.0,1.0,8.0,109.0
1834,1.0,136.0,1835.0,3.0,1.0,1.0,12.0,70.0,2.0,2.0,2.0,3.0,4.0,1.0,3.0,1.0,2.0,1.0,3.0,2.0,2.0,1.0,2.0,5.0,0.0,5.0,5.0,2.0,226.0
1835,1.0,136.0,1836.0,4.0,1.0,1.0,22.0,70.0,1.0,2.0,2.0,3.0,4.0,1.0,1.0,1.0,2.0,7.0,1.0,2.0,3.0,1.0,1.0,4.0,5.0,1.0,1.0,6.0,106.0
1836,1.0,136.0,1837.0,2.0,1.0,1.0,22.0,70.0,1.0,2.0,2.0,3.0,2.0,1.0,2.0,1.0,2.0,3.0,1.0,2.0,3.0,1.0,1.0,4.0,5.0,1.0,1.0,8.0,162.0
1837,1.0,136.0,1838.0,2.0,1.0,1.0,22.0,70.0,1.0,1.0,4.0,3.0,3.0,1.0,1.0,1.0,1.0,6.0,1.0,2.0,3.0,1.0,1.0,6.0,4.0,4.0,4.0,8.0,137.0
1838,1.0,136.0,1839.0,3.0,1.0,1.0,23.0,70.0,1.0,2.0,4.0,3.0,3.0,1.0,2.0,1.0,2.0,6.0,3.0,1.0,3.0,1.0,1.0,3.0,5.0,1.0,1.0,6.0,133.0
1839,1.0,136.0,1840.0,2.0,1.0,1.0,23.0,70.0,1.0,1.0,1.0,4.0,4.0,3.0,3.0,1.0,2.0,6.0,1.0,1.0,3.0,1.0,1.0,5.0,5.0,3.0,3.0,8.0,156.0
1840,1.0,136.0,1841.0,3.0,1.0,1.0,61.0,170.0,2.0,1.0,2.0,3.0,4.0,1.0,3.0,3.0,2.0,3.0,3.0,2.0,2.0,1.0,3.0,4.0,4.0,1.0,2.0,5.0,89.0
1841,1.0,136.0,1842.0,3.0,2.0,2.0,0.0,0.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,2.0,2.0,8.0,3.0,1.0,1.0,1.0,1.0,1.0,5.0,5.0,5.0,3.0,126.0
1842,1.0,136.0,1843.0,4.0,3.0,2.0,0.0,0.0,1.0,1.0,4.0,5.0,5.0,1.0,3.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,10.0,56.0
1843,1.0,136.0,1844.0,4.0,2.0,2.0,0.0,0.0,1.0,1.0,1.0,4.0,3.0,1.0,3.0,3.0,2.0,3.0,3.0,2.0,1.0,1.0,1.0,3.0,4.0,3.0,5.0,2.0,56.0
1844,1.0,136.0,1845.0,1.0,2.0,2.0,0.0,0.0,2.0,2.0,1.0,3.0,5.0,1.0,1.0,2.0,1.0,2.0,3.0,1.0,3.0,4.0,4.0,2.0,5.0,2.0,2.0,1.0,56.0
1845,1.0,136.0,1846.0,4.0,2.0,2.0,0.0,0.0,1.0,1.0,4.0,1.0,3.0,3.0,3.0,4.0,2.0,2.0,3.0,2.0,2.0,3.0,2.0,3.0,6.0,4.0,4.0,9.0,136.0
1846,1.0,136.0,1847.0,2.0,2.0,2.0,0.0,0.0,1.0,1.0,4.0,2.0,5.0,1.0,3.0,2.0,2.0,6.0,3.0,1.0,2.0,1.0,1.0,4.0,5.0,3.0,1.0,7.0,136.0
1847,1.0,136.0,1848.0,1.0,2.0,2.0,0.0,0.0,2.0,2.0,3.0,3.0,4.0,1.0,3.0,2.0,1.0,2.0,3.0,1.0,4.0,3.0,4.0,3.0,4.0,1.0,1.0,8.0,136.0
1848,1.0,136.0,1849.0,4.0,3.0,2.0,0.0,0.0,3.0,2.0,3.0,2.0,3.0,1.0,3.0,4.0,1.0,7.0,3.0,1.0,4.0,5.0,4.0,6.0,4.0,1.0,1.0,10.0,236.0
1849,1.0,136.0,1850.0,1.0,2.0,2.0,0.0,0.0,2.0,2.0,2.0,2.0,3.0,0.0,3.0,2.0,2.0,2.0,3.0,1.0,2.0,3.0,1.0,1.0,5.0,1.0,2.0,7.0,236.0
1850,1.0,136.0,1851.0,3.0,3.0,2.0,0.0,0.0,2.0,2.0,1.0,3.0,3.0,1.0,3.0,1.0,1.0,1.0,3.0,2.0,1.0,2.0,1.0,1.0,4.0,2.0,5.0,6.0,36.0
1851,1.0,136.0,1852.0,4.0,3.0,2.0,0.0,0.0,1.0,2.0,2.0,2.0,3.0,4.0,0.0,4.0,1.0,8.0,3.0,2.0,0.0,1.0,4.0,6.0,5.0,2.0,1.0,9.0,36.0
1852,1.0,136.0,1853.0,1.0,3.0,2.0,0.0,0.0,2.0,2.0,1.0,3.0,3.0,1.0,2.0,2.0,2.0,3.0,3.0,1.0,1.0,1.0,1.0,6.0,6.0,2.0,1.0,3.0,136.0
1853,1.0,136.0,1854.0,4.0,3.0,2.0,0.0,0.0,1.0,1.0,2.0,3.0,3.0,1.0,1.0,2.0,2.0,2.0,3.0,1.0,2.0,5.0,1.0,3.0,3.0,2.0,2.0,10.0,146.0
1854,1.0,136.0,1855.0,3.0,2.0,2.0,0.0,0.0,1.0,1.0,1.0,2.0,3.0,1.0,1.0,3.0,2.0,6.0,3.0,2.0,3.0,1.0,1.0,4.0,4.0,1.0,2.0,1.0,146.0
1855,1.0,136.0,1856.0,4.0,3.0,2.0,0.0,0.0,2.0,2.0,2.0,3.0,4.0,3.0,3.0,1.0,2.0,0.0,3.0,2.0,2.0,3.0,4.0,6.0,3.0,1.0,1.0,10.0,46.0
1856,1.0,136.0,1857.0,4.0,2.0,2.0,0.0,0.0,1.0,1.0,1.0,2.0,3.0,1.0,1.0,4.0,2.0,3.0,3.0,1.0,3.0,1.0,1.0,1.0,5.0,2.0,2.0,9.0,35.0
1857,1.0,136.0,1858.0,3.0,3.0,2.0,0.0,0.0,1.0,1.0,4.0,2.0,1.0,3.0,1.0,2.0,2.0,1.0,3.0,1.0,3.0,1.0,1.0,3.0,3.0,2.0,2.0,3.0,135.0
1858,1.0,136.0,1859.0,3.0,2.0,2.0,0.0,0.0,1.0,1.0,1.0,3.0,3.0,1.0,2.0,2.0,2.0,4.0,3.0,1.0,2.0,1.0,1.0,1.0,4.0,1.0,1.0,1.0,145.0
1859,1.0,136.0,1860.0,4.0,3.0,2.0,0.0,0.0,2.0,2.0,4.0,2.0,5.0,3.0,3.0,4.0,2.0,8.0,3.0,1.0,2.0,1.0,1.0,6.0,6.0,1.0,1.0,10.0,145.0
1860,1.0,136.0,1861.0,3.0,3.0,2.0,0.0,0.0,1.0,1.0,2.0,2.0,3.0,1.0,2.0,3.0,1.0,8.0,3.0,1.0,2.0,1.0,1.0,6.0,5.0,1.0,1.0,2.0,45.0
1861,1.0,136.0,1862.0,4.0,3.0,2.0,0.0,0.0,2.0,2.0,4.0,3.0,3.0,1.0,3.0,1.0,2.0,1.0,3.0,1.0,4.0,1.0,1.0,6.0,3.0,2.0,1.0,10.0,45.0
1862,1.0,136.0,1863.0,4.0,2.0,2.0,0.0,0.0,1.0,1.0,3.0,2.0,2.0,1.0,3.0,4.0,2.0,0.0,3.0,1.0,2.0,1.0,1.0,3.0,5.0,1.0,1.0,9.0,155.0
1863,1.0,136.0,1864.0,1.0,3.0,2.0,0.0,0.0,1.0,2.0,1.0,2.0,3.0,1.0,1.0,2.0,3.0,9.0,3.0,1.0,3.0,1.0,1.0,3.0,3.0,1.0,1.0,7.0,155.0
1864,1.0,136.0,1865.0,2.0,2.0,2.0,0.0,0.0,1.0,1.0,1.0,2.0,3.0,1.0,3.0,1.0,2.0,8.0,3.0,1.0,3.0,1.0,1.0,3.0,5.0,2.0,4.0,8.0,155.0
1865,1.0,136.0,1866.0,4.0,3.0,2.0,0.0,0.0,1.0,1.0,2.0,2.0,3.0,1.0,1.0,4.0,2.0,7.0,3.0,1.0,3.0,1.0,1.0,0.0,5.0,1.0,1.0,10.0,255.0
1866,1.0,136.0,1867.0,4.0,3.0,2.0,0.0,0.0,1.0,2.0,4.0,3.0,3.0,1.0,3.0,4.0,3.0,8.0,3.0,1.0,2.0,3.0,2.0,2.0,5.0,2.0,1.0,10.0,115.0
1867,1.0,136.0,1868.0,4.0,3.0,2.0,0.0,0.0,1.0,1.0,2.0,2.0,3.0,1.0,2.0,3.0,2.0,4.0,3.0,1.0,2.0,1.0,1.0,2.0,5.0,2.0,2.0,2.0,115.0
1868,1.0,136.0,1869.0,1.0,2.0,2.0,0.0,0.0,1.0,1.0,3.0,2.0,3.0,1.0,2.0,1.0,2.0,3.0,3.0,1.0,3.0,2.0,1.0,5.0,5.0,1.0,1.0,2.0,15.0
1869,1.0,136.0,1870.0,4.0,3.0,2.0,0.0,0.0,3.0,3.0,1.0,4.0,3.0,1.0,2.0,4.0,2.0,5.0,3.0,1.0,3.0,1.0,1.0,4.0,5.0,2.0,2.0,5.0,125.0
1870,1.0,136.0,1871.0,2.0,2.0,2.0,0.0,0.0,1.0,2.0,4.0,2.0,3.0,4.0,0.0,2.0,1.0,8.0,3.0,1.0,4.0,5.0,2.0,4.0,4.0,1.0,1.0,4.0,525.0
1871,1.0,136.0,1872.0,1.0,3.0,2.0,0.0,0.0,2.0,2.0,3.0,2.0,2.0,1.0,1.0,3.0,1.0,3.0,3.0,1.0,4.0,5.0,2.0,1.0,5.0,1.0,1.0,4.0,425.0
1872,1.0,136.0,1873.0,4.0,2.0,2.0,0.0,0.0,2.0,2.0,1.0,2.0,3.0,1.0,3.0,2.0,2.0,1.0,3.0,1.0,3.0,2.0,2.0,4.0,5.0,4.0,4.0,3.0,125.0
1873,1.0,136.0,1874.0,4.0,3.0,2.0,0.0,0.0,1.0,1.0,1.0,2.0,3.0,1.0,3.0,2.0,2.0,1.0,3.0,1.0,2.0,1.0,1.0,3.0,3.0,1.0,1.0,10.0,125.0
1874,1.0,136.0,1875.0,4.0,3.0,2.0,0.0,0.0,1.0,1.0,3.0,2.0,3.0,3.0,3.0,2.0,2.0,4.0,3.0,1.0,2.0,1.0,0.0,3.0,3.0,2.0,2.0,2.0,125.0
1875,1.0,136.0,1876.0,3.0,3.0,2.0,0.0,0.0,1.0,1.0,3.0,3.0,5.0,3.0,3.0,1.0,2.0,10.0,3.0,1.0,4.0,3.0,4.0,6.0,4.0,1.0,1.0,1.0,125.0
1876,1.0,136.0,1877.0,4.0,3.0,2.0,0.0,0.0,2.0,2.0,4.0,3.0,4.0,3.0,3.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,10.0,25.0
1877,1.0,136.0,1878.0,4.0,3.0,2.0,0.0,0.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,2.0,2.0,3.0,1.0,3.0,1.0,1.0,4.0,4.0,4.0,4.0,2.0,25.0
1878,1.0,136.0,1879.0,4.0,3.0,2.0,0.0,0.0,1.0,1.0,1.0,2.0,3.0,1.0,3.0,2.0,2.0,1.0,3.0,1.0,3.0,1.0,3.0,1.0,4.0,1.0,2.0,5.0,135.0
1879,1.0,136.0,1880.0,1.0,3.0,2.0,0.0,0.0,2.0,2.0,3.0,3.0,4.0,1.0,1.0,3.0,2.0,8.0,3.0,2.0,3.0,3.0,2.0,4.0,4.0,1.0,1.0,4.0,435.0
1880,1.0,136.0,1881.0,4.0,3.0,2.0,0.0,0.0,2.0,3.0,2.0,2.0,0.0,4.0,0.0,4.0,2.0,8.0,3.0,1.0,2.0,1.0,1.0,1.0,5.0,1.0,1.0,10.0,135.0
1881,1.0,136.0,1882.0,4.0,3.0,2.0,0.0,0.0,1.0,4.0,3.0,2.0,2.0,3.0,3.0,2.0,1.0,1.0,3.0,1.0,2.0,4.0,3.0,1.0,5.0,2.0,2.0,2.0,35.0
1882,1.0,136.0,1883.0,4.0,3.0,2.0,0.0,0.0,0.0,1.0,3.0,3.0,2.0,2.0,2.0,4.0,2.0,6.0,3.0,2.0,3.0,1.0,1.0,3.0,3.0,2.0,2.0,1.0,135.0
1883,1.0,136.0,1884.0,4.0,3.0,2.0,0.0,0.0,2.0,2.0,1.0,1.0,3.0,3.0,3.0,1.0,2.0,8.0,3.0,1.0,3.0,1.0,1.0,6.0,6.0,1.0,1.0,10.0,35.0
1884,1.0,136.0,1885.0,1.0,3.0,2.0,0.0,0.0,1.0,0.0,3.0,2.0,2.0,4.0,0.0,2.0,1.0,0.0,3.0,1.0,3.0,1.0,1.0,1.0,4.0,1.0,1.0,8.0,125.0
