,CARD,DECK,BALLOT,S74.Q1,S74.Q2,S74.Q3.x,S74.Q5,S74.Q6,S74.Q7,S74.Q8,S74.Q9,S74.Q10,S74.Q11,S74.Q12,S74.Q13,S74.Q14,S74.Q15,S74.Q16,S74.Q17,S74.Q18,S74.Q19,S74.Q20,S74.Q21,S74.Q22.n,S74.Q23A.1,S74.Q23A.2,S74.Q23B,S74.Q23C,S74.Q24,S74.Q25,S74.Q26,S74.Q27,S74.Q28,S74.Q29,S74.Q30,S74.Q31,S74.Q32,S74.Q33,S74.Q34,S74.Q35,S74.Q36,S74.Q37,S74.Q38,S74.Q39,S74.Q40,S74.Q41,S74.Q42,S74.Q43,S74.Q44,S74.Q45,S74.Q46,S74.Q47.1,S74.Q47.2,S74.Q47.3,S74.Q47.4,S74.Q47.5,S74.Q47.6,S74.Q47.7,S74.Q47.8,S74.Q47.9,S74.Q47.10,S74.Q47.11,S74.Q47.12,S74.Q48A.x,S74.Q49,S74.Q50,S74.Q51,S74.Q52,S74.Q53,S74.Q54,S74.Q55,S74.Q56,S74.Q57,S74.Q58,CARD..1,DECK..1,BALLOT..1,S74.Q59A.x,S74.Q60A,S74.Q60B.n,S74.Q61,S74.Q62,S74.Q63,S74.V64A,S74.V64B,S74.V65A,S74.V65B,S74.V66A,S74.V66B,S74.V67A,S74.V67B,S74.V68A,S74.V68B,S74.V69A,S74.V69B,S74.V70A,S74.V70B,S74.V71A,S74.V71B,S74.V72A,S74.V72B,S74.V73A,S74.V73B,S74.V74,S74.V75
853,2.0,74.0,438.0,0.0,7.0,3.0,6.0,21.0,1.0,0.0,3.0,0.0,6.0,0.0,3.0,0.0,8.0,0.0,1.0,0.0,8.0,0.0,1.0,,0.0,8.0,0.0,7.0,0.0,2.0,0.0,9.0,1.0,2.0,1.0,0.0,1.0,2.0,0.0,8.0,9.0,0.0,3.0,0.0,6.0,1.0,1.0,0.0,6.0,1.0,0.0,0.0,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
854,1.0,74.0,439.0,6.0,4.0,1.0,5.0,10.0,2.0,4.0,1.0,3.0,2.0,3.0,3.0,3.0,2.0,3.0,3.0,3.0,2.0,2.0,2.0,,1.0,6.0,2.0,3.0,5.0,1.0,2.0,2.0,3.0,2.0,2.0,2.0,2.0,2.0,3.0,3.0,7.0,2.0,3.0,3.0,3.0,3.0,2.0,3.0,4.0,1.0,1.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,6.0,3.0,1.0,4.0,3.0,6.0,1.0,3.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
855,2.0,74.0,439.0,0.0,8.0,2.0,2.0,20.0,4.0,0.0,7.0,1.0,2.0,0.0,9.0,1.0,2.0,0.0,2.0,1.0,2.0,0.0,2.0,,1.0,2.0,0.0,7.0,0.0,0.0,0.0,9.0,1.0,2.0,0.0,2.0,1.0,2.0,0.0,4.0,12.0,0.0,2.0,1.0,2.0,0.0,3.0,1.0,2.0,1.0,1.0,7.0,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
856,1.0,74.0,440.0,7.0,2.0,2.0,5.0,5.0,2.0,4.0,2.0,2.0,3.0,2.0,2.0,2.0,3.0,2.0,1.0,3.0,2.0,4.0,1.0,,1.0,1.0,1.0,3.0,5.0,1.0,3.0,2.0,3.0,3.0,2.0,3.0,2.0,2.0,3.0,3.0,7.0,3.0,2.0,2.0,2.0,3.0,3.0,3.0,4.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,3.0,3.0,1.0,5.0,3.0,5.0,1.0,1.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
857,2.0,74.0,440.0,0.0,5.0,4.0,1.0,30.0,3.0,0.0,3.0,1.0,2.0,1.0,0.0,1.0,2.0,0.0,9.0,1.0,2.0,0.0,8.0,,1.0,2.0,0.0,7.0,0.0,0.0,0.0,8.0,1.0,2.0,0.0,2.0,1.0,2.0,0.0,5.0,12.0,0.0,1.0,1.0,2.0,0.0,6.0,1.0,2.0,1.0,1.0,5.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
858,1.0,74.0,441.0,6.0,3.0,2.0,4.0,9.0,3.0,3.0,2.0,1.0,2.0,2.0,3.0,2.0,3.0,4.0,2.0,3.0,2.0,1.0,1.0,,1.0,1.0,5.0,3.0,2.0,1.0,1.0,1.0,2.0,3.0,2.0,2.0,3.0,1.0,2.0,2.0,9.0,1.0,1.0,3.0,2.0,3.0,1.0,1.0,4.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,1.0,7.0,6.0,1.0,1.0,8.0,3.0,4.0,2.0,2.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
859,2.0,74.0,441.0,0.0,7.0,3.0,1.0,31.0,1.0,0.0,3.0,1.0,2.0,0.0,3.0,1.0,2.0,0.0,3.0,1.0,2.0,0.0,4.0,,1.0,2.0,0.0,7.0,0.0,0.0,0.0,1.0,0.0,3.0,0.0,2.0,1.0,2.0,0.0,5.0,1.0,0.0,2.0,0.0,3.0,0.0,1.0,0.0,3.0,1.0,0.0,1.0,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
860,1.0,74.0,442.0,6.0,1.0,2.0,5.0,10.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,3.0,2.0,1.0,1.0,,5.0,6.0,1.0,3.0,3.0,1.0,2.0,1.0,4.0,3.0,3.0,1.0,3.0,1.0,1.0,1.0,9.0,3.0,3.0,3.0,2.0,3.0,3.0,2.0,3.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,1.0,2.0,3.0,1.0,4.0,3.0,1.0,0.0,3.0,3.0,2.0,3.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
861,2.0,74.0,442.0,1.0,2.0,4.0,1.0,10.0,3.0,0.0,3.0,0.0,7.0,0.0,3.0,0.0,7.0,0.0,9.0,0.0,4.0,0.0,8.0,,0.0,9.0,0.0,7.0,0.0,0.0,0.0,4.0,0.0,5.0,0.0,2.0,0.0,1.0,0.0,6.0,2.0,0.0,3.0,0.0,1.0,0.0,6.0,1.0,0.0,1.0,1.0,2.0,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
862,1.0,74.0,443.0,5.0,1.0,2.0,2.0,2.0,1.0,1.0,1.0,4.0,2.0,1.0,1.0,1.0,3.0,1.0,1.0,3.0,2.0,1.0,1.0,,3.0,3.0,5.0,3.0,1.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,7.0,1.0,3.0,1.0,1.0,1.0,3.0,2.0,4.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,1.0,2.0,6.0,3.0,1.0,4.0,3.0,3.0,2.0,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
863,2.0,74.0,443.0,1.0,2.0,3.0,1.0,10.0,5.0,0.0,9.0,1.0,2.0,0.0,9.0,1.0,2.0,1.0,0.0,1.0,2.0,0.0,1.0,,1.0,2.0,0.0,1.0,0.0,0.0,0.0,5.0,1.0,2.0,0.0,1.0,1.0,2.0,0.0,2.0,12.0,0.0,3.0,1.0,2.0,0.0,3.0,1.0,2.0,1.0,1.0,9.0,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
864,1.0,74.0,444.0,4.0,1.0,2.0,5.0,6.0,2.0,4.0,2.0,3.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,3.0,2.0,2.0,2.0,,2.0,1.0,2.0,3.0,2.0,1.0,2.0,2.0,2.0,2.0,3.0,2.0,3.0,2.0,2.0,2.0,9.0,1.0,2.0,2.0,3.0,2.0,3.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,1.0,2.0,1.0,1.0,7.0,4.0,1.0,4.0,3.0,2.0,1.0,2.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
865,2.0,74.0,444.0,0.0,6.0,3.0,1.0,20.0,5.0,0.0,3.0,0.0,7.0,0.0,7.0,1.0,2.0,0.0,4.0,1.0,2.0,0.0,4.0,,1.0,2.0,0.0,7.0,0.0,0.0,0.0,3.0,1.0,2.0,0.0,3.0,1.0,2.0,1.0,0.0,12.0,1.0,0.0,1.0,2.0,0.0,6.0,1.0,2.0,1.0,1.0,9.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
866,1.0,74.0,445.0,3.0,3.0,1.0,4.0,2.0,2.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,2.0,1.0,1.0,2.0,3.0,1.0,,2.0,6.0,5.0,3.0,2.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,7.0,2.0,3.0,3.0,0.0,2.0,3.0,1.0,4.0,1.0,1.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,8.0,0.0,1.0,7.0,3.0,6.0,1.0,3.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
867,2.0,74.0,445.0,1.0,2.0,3.0,2.0,31.0,2.0,0.0,3.0,1.0,2.0,0.0,3.0,1.0,2.0,0.0,3.0,1.0,2.0,0.0,4.0,,0.0,8.0,0.0,7.0,0.0,0.0,0.0,5.0,0.0,2.0,1.0,2.0,1.0,2.0,1.0,2.0,12.0,1.0,2.0,1.0,2.0,1.0,2.0,1.0,2.0,1.0,2.0,2.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
868,1.0,74.0,446.0,4.0,2.0,2.0,1.0,4.0,2.0,1.0,2.0,3.0,2.0,2.0,3.0,3.0,2.0,1.0,3.0,1.0,1.0,2.0,1.0,,1.0,2.0,2.0,3.0,2.0,1.0,3.0,2.0,3.0,3.0,2.0,3.0,3.0,3.0,3.0,3.0,7.0,2.0,2.0,3.0,2.0,2.0,3.0,1.0,4.0,2.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,6.0,6.0,0.0,1.0,5.0,3.0,4.0,2.0,3.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
869,2.0,74.0,446.0,1.0,2.0,3.0,2.0,20.0,6.0,0.0,3.0,1.0,2.0,0.0,5.0,1.0,2.0,0.0,4.0,1.0,2.0,1.0,0.0,,1.0,2.0,0.0,7.0,0.0,0.0,1.0,0.0,1.0,2.0,0.0,7.0,0.0,8.0,0.0,1.0,12.0,0.0,3.0,1.0,2.0,0.0,2.0,1.0,2.0,1.0,2.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
870,1.0,74.0,447.0,7.0,1.0,2.0,3.0,4.0,5.0,4.0,5.0,3.0,2.0,1.0,2.0,2.0,1.0,1.0,1.0,3.0,2.0,2.0,1.0,,2.0,6.0,5.0,3.0,5.0,3.0,3.0,2.0,3.0,3.0,3.0,2.0,3.0,3.0,2.0,3.0,2.0,2.0,3.0,3.0,2.0,2.0,3.0,2.0,2.0,2.0,1.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,2.0,3.0,1.0,5.0,3.0,3.0,1.0,3.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
871,2.0,74.0,447.0,0.0,7.0,3.0,6.0,0.0,5.0,0.0,3.0,1.0,2.0,0.0,9.0,1.0,2.0,0.0,3.0,1.0,2.0,0.0,6.0,,1.0,2.0,0.0,7.0,0.0,0.0,0.0,8.0,1.0,2.0,0.0,1.0,1.0,2.0,0.0,2.0,12.0,0.0,2.0,1.0,2.0,0.0,9.0,1.0,2.0,1.0,1.0,9.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
872,1.0,74.0,448.0,5.0,2.0,2.0,1.0,4.0,3.0,3.0,3.0,2.0,2.0,1.0,3.0,2.0,3.0,4.0,3.0,3.0,2.0,3.0,1.0,,3.0,3.0,2.0,3.0,3.0,3.0,3.0,1.0,4.0,3.0,3.0,1.0,3.0,3.0,1.0,3.0,4.0,1.0,1.0,1.0,1.0,2.0,4.0,3.0,1.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,6.0,6.0,1.0,1.0,1.0,3.0,2.0,1.0,3.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
873,2.0,74.0,448.0,0.0,4.0,2.0,3.0,30.0,4.0,1.0,0.0,1.0,2.0,0.0,9.0,1.0,2.0,0.0,3.0,1.0,2.0,0.0,8.0,,1.0,2.0,0.0,7.0,0.0,0.0,0.0,3.0,1.0,2.0,0.0,2.0,1.0,2.0,1.0,0.0,12.0,0.0,4.0,1.0,2.0,0.0,8.0,0.0,7.0,1.0,1.0,6.0,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
874,1.0,74.0,449.0,1.0,3.0,1.0,3.0,3.0,2.0,2.0,2.0,2.0,1.0,2.0,3.0,2.0,2.0,2.0,3.0,3.0,2.0,3.0,3.0,,1.0,2.0,5.0,1.0,4.0,1.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,7.0,3.0,1.0,2.0,3.0,2.0,3.0,3.0,3.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,3.0,4.0,2.0,2.0,1.0,7.0,3.0,6.0,2.0,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
875,2.0,74.0,449.0,0.0,7.0,2.0,2.0,20.0,7.0,0.0,1.0,1.0,2.0,0.0,5.0,1.0,2.0,0.0,4.0,1.0,2.0,0.0,2.0,,1.0,2.0,0.0,5.0,0.0,0.0,0.0,3.0,1.0,2.0,0.0,3.0,1.0,2.0,1.0,0.0,12.0,0.0,3.0,1.0,2.0,0.0,6.0,1.0,2.0,1.0,2.0,1.0,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
876,1.0,74.0,450.0,6.0,2.0,2.0,3.0,6.0,1.0,1.0,2.0,2.0,1.0,1.0,2.0,1.0,1.0,3.0,2.0,1.0,2.0,1.0,1.0,,3.0,4.0,5.0,3.0,2.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,3.0,7.0,2.0,3.0,3.0,1.0,2.0,3.0,2.0,4.0,2.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,5.0,6.0,2.0,1.0,4.0,3.0,2.0,2.0,3.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
877,2.0,74.0,450.0,1.0,2.0,3.0,0.0,20.0,5.0,0.0,6.0,1.0,2.0,0.0,5.0,1.0,2.0,1.0,2.0,1.0,2.0,0.0,8.0,,1.0,2.0,0.0,7.0,0.0,0.0,0.0,8.0,1.0,2.0,1.0,2.0,1.0,2.0,1.0,0.0,12.0,0.0,2.0,1.0,2.0,1.0,0.0,1.0,2.0,1.0,1.0,8.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
878,1.0,74.0,451.0,3.0,4.0,1.0,2.0,1.0,3.0,2.0,3.0,2.0,2.0,1.0,2.0,2.0,2.0,3.0,2.0,1.0,1.0,1.0,1.0,,2.0,3.0,3.0,1.0,2.0,2.0,3.0,3.0,3.0,3.0,3.0,2.0,3.0,3.0,1.0,2.0,5.0,1.0,2.0,2.0,3.0,2.0,3.0,2.0,3.0,1.0,1.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,3.0,5.0,1.0,1.0,5.0,3.0,3.0,3.0,3.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
879,2.0,74.0,451.0,0.0,7.0,2.0,2.0,20.0,4.0,0.0,6.0,0.0,3.0,0.0,2.0,1.0,2.0,0.0,5.0,1.0,2.0,1.0,0.0,,0.0,2.0,0.0,7.0,0.0,0.0,0.0,5.0,1.0,2.0,0.0,9.0,1.0,2.0,0.0,5.0,12.0,0.0,2.0,1.0,2.0,0.0,6.0,1.0,0.0,1.0,1.0,8.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
880,1.0,74.0,452.0,1.0,2.0,1.0,1.0,2.0,1.0,2.0,2.0,1.0,3.0,2.0,3.0,2.0,2.0,2.0,2.0,1.0,2.0,3.0,2.0,,2.0,3.0,2.0,0.0,2.0,1.0,1.0,1.0,3.0,2.0,3.0,2.0,2.0,1.0,1.0,1.0,9.0,2.0,2.0,2.0,2.0,4.0,3.0,2.0,2.0,2.0,3.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,1.0,7.0,2.0,1.0,1.0,3.0,3.0,6.0,2.0,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
881,2.0,74.0,452.0,0.0,7.0,2.0,1.0,50.0,3.0,0.0,8.0,0.0,3.0,0.0,3.0,0.0,1.0,0.0,3.0,0.0,9.0,0.0,1.0,,0.0,4.0,0.0,7.0,0.0,3.0,0.0,3.0,1.0,2.0,0.0,7.0,1.0,2.0,0.0,5.0,12.0,0.0,5.0,0.0,1.0,0.0,6.0,1.0,2.0,1.0,1.0,3.0,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
882,1.0,74.0,453.0,6.0,2.0,2.0,5.0,2.0,2.0,1.0,2.0,1.0,2.0,1.0,2.0,2.0,2.0,3.0,2.0,3.0,2.0,2.0,1.0,,3.0,2.0,1.0,3.0,5.0,3.0,3.0,1.0,3.0,3.0,3.0,2.0,3.0,3.0,2.0,3.0,6.0,3.0,3.0,3.0,2.0,3.0,3.0,1.0,4.0,2.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,1.0,7.0,3.0,1.0,1.0,4.0,3.0,3.0,2.0,3.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
883,2.0,74.0,453.0,0.0,7.0,3.0,6.0,30.0,3.0,0.0,6.0,1.0,0.0,0.0,3.0,1.0,2.0,0.0,3.0,0.0,6.0,0.0,8.0,,0.0,6.0,0.0,7.0,0.0,8.0,0.0,5.0,1.0,2.0,0.0,2.0,1.0,2.0,0.0,3.0,12.0,0.0,1.0,1.0,2.0,0.0,9.0,1.0,2.0,1.0,1.0,4.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
884,1.0,74.0,454.0,1.0,3.0,1.0,4.0,2.0,2.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,,3.0,3.0,5.0,1.0,2.0,2.0,3.0,3.0,2.0,3.0,2.0,3.0,3.0,3.0,2.0,3.0,6.0,2.0,3.0,2.0,3.0,3.0,2.0,1.0,3.0,2.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,6.0,2.0,3.0,3.0,1.0,2.0,3.0,6.0,1.0,3.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
885,2.0,74.0,454.0,0.0,7.0,2.0,1.0,20.0,1.0,0.0,3.0,0.0,1.0,0.0,9.0,1.0,2.0,0.0,3.0,0.0,2.0,0.0,8.0,,1.0,2.0,0.0,7.0,0.0,0.0,0.0,5.0,1.0,2.0,0.0,5.0,1.0,2.0,0.0,5.0,12.0,0.0,2.0,1.0,2.0,0.0,6.0,1.0,2.0,1.0,0.0,5.0,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
886,1.0,74.0,455.0,2.0,1.0,1.0,1.0,11.0,1.0,1.0,1.0,3.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,3.0,3.0,2.0,1.0,,5.0,1.0,5.0,3.0,1.0,1.0,2.0,2.0,3.0,2.0,2.0,2.0,3.0,2.0,2.0,3.0,3.0,3.0,2.0,2.0,3.0,3.0,2.0,2.0,1.0,2.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,3.0,3.0,3.0,3.0,1.0,2.0,3.0,1.0,4.0,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
887,2.0,74.0,455.0,0.0,5.0,3.0,1.0,10.0,4.0,0.0,3.0,0.0,8.0,0.0,9.0,1.0,2.0,0.0,3.0,0.0,6.0,1.0,0.0,,0.0,8.0,0.0,7.0,0.0,0.0,0.0,8.0,1.0,2.0,0.0,7.0,1.0,2.0,0.0,5.0,9.0,0.0,1.0,0.0,3.0,0.0,6.0,0.0,1.0,1.0,1.0,7.0,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
888,1.0,74.0,456.0,7.0,2.0,4.0,1.0,11.0,1.0,1.0,1.0,4.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,,2.0,1.0,5.0,3.0,3.0,3.0,3.0,3.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,7.0,2.0,3.0,2.0,3.0,2.0,3.0,2.0,3.0,2.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,3.0,7.0,1.0,1.0,3.0,4.0,3.0,3.0,2.0,3.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
889,2.0,74.0,456.0,0.0,7.0,3.0,1.0,10.0,2.0,0.0,3.0,1.0,2.0,0.0,5.0,1.0,2.0,0.0,3.0,0.0,6.0,0.0,8.0,,1.0,2.0,0.0,7.0,0.0,0.0,0.0,3.0,1.0,2.0,0.0,6.0,1.0,2.0,0.0,8.0,5.0,0.0,2.0,1.0,2.0,0.0,6.0,1.0,2.0,1.0,0.0,7.0,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
890,1.0,74.0,457.0,5.0,4.0,1.0,1.0,1.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,1.0,2.0,1.0,1.0,2.0,3.0,1.0,1.0,,2.0,3.0,2.0,3.0,2.0,2.0,3.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,7.0,3.0,2.0,2.0,1.0,2.0,2.0,1.0,4.0,1.0,3.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,6.0,4.0,1.0,1.0,3.0,3.0,4.0,2.0,3.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
891,2.0,74.0,457.0,0.0,7.0,3.0,3.0,30.0,1.0,0.0,1.0,0.0,3.0,0.0,8.0,1.0,2.0,0.0,3.0,1.0,2.0,0.0,8.0,,1.0,2.0,0.0,7.0,0.0,0.0,0.0,9.0,1.0,2.0,0.0,7.0,1.0,2.0,0.0,1.0,12.0,0.0,2.0,1.0,2.0,0.0,6.0,1.0,2.0,1.0,0.0,6.0,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
892,1.0,74.0,458.0,1.0,1.0,1.0,4.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,1.0,5.0,2.0,2.0,1.0,3.0,1.0,,3.0,2.0,5.0,3.0,2.0,2.0,3.0,2.0,3.0,3.0,3.0,3.0,3.0,2.0,3.0,3.0,7.0,1.0,3.0,3.0,3.0,2.0,2.0,1.0,3.0,2.0,3.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,8.0,3.0,1.0,3.0,3.0,6.0,2.0,3.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
893,2.0,74.0,458.0,0.0,4.0,4.0,6.0,30.0,1.0,0.0,7.0,0.0,8.0,0.0,3.0,0.0,9.0,0.0,3.0,0.0,6.0,0.0,4.0,,0.0,8.0,0.0,7.0,0.0,4.0,0.0,1.0,0.0,7.0,0.0,2.0,1.0,0.0,0.0,6.0,12.0,0.0,2.0,0.0,5.0,0.0,6.0,0.0,1.0,1.0,0.0,6.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
894,1.0,74.0,459.0,8.0,1.0,2.0,1.0,10.0,1.0,1.0,1.0,3.0,2.0,2.0,2.0,1.0,2.0,1.0,1.0,3.0,2.0,2.0,3.0,,1.0,1.0,5.0,0.0,2.0,1.0,1.0,3.0,3.0,3.0,2.0,0.0,2.0,2.0,0.0,0.0,8.0,2.0,0.0,0.0,0.0,0.0,3.0,1.0,5.0,0.0,0.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,7.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
895,2.0,74.0,459.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,3.0,1.0,2.0,0.0,1.0,1.0,2.0,0.0,3.0,1.0,2.0,0.0,6.0,,1.0,2.0,0.0,7.0,0.0,0.0,0.0,8.0,1.0,2.0,0.0,5.0,1.0,2.0,0.0,3.0,12.0,0.0,1.0,1.0,2.0,0.0,8.0,1.0,2.0,1.0,2.0,1.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
896,1.0,74.0,460.0,8.0,0.0,2.0,1.0,3.0,0.0,1.0,4.0,2.0,1.0,2.0,2.0,2.0,2.0,4.0,2.0,0.0,2.0,0.0,0.0,,5.0,6.0,5.0,0.0,5.0,4.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,8.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,7.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
897,2.0,74.0,460.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,3.0,1.0,2.0,0.0,3.0,1.0,2.0,0.0,1.0,1.0,2.0,0.0,8.0,,1.0,2.0,0.0,7.0,0.0,0.0,0.0,3.0,1.0,2.0,0.0,6.0,1.0,2.0,0.0,2.0,12.0,0.0,8.0,1.0,2.0,0.0,5.0,1.0,2.0,1.0,1.0,2.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
