,CARD,DECK,BALLOT,S47.Q1,S47.Q2,S47.Q3,S47.Q4,S47.Q5A,S47.Q5B,S47.Q6,S47.Q7,S47.Q8,S47.Q9,S47.Q10,S47.Q11,S47.Q12,S47.Q13,S47.Q14,S47.Q15,S47.Q16,S47.Q17,S47.Q18,S47.Q19,S47.Q20,S47.Q21,S47.Q22,S47.Q23,S47.Q24,S47.Q25,S47.Q26,S47.Q27,S47.Q28,S47.Q29,S47.Q30,S47.Q31,S47.Q32,S47.Q33,S47.Q34,S47.Q35,S47.Q36,S47.Q37,S47.Q38,S47.Q39J,S47.Q40,S47.Q40A,S47.Q41,S47.Q42,S47.Q43A,S47.Q43B,S47.Q43C,S47.Q44,S47.Q45,S47.Q46,S47.Q46A,S47.Q46B,S47.Q46C,S47.Q46D,S47.Q46E,S47.Q47A,S47.Q47B,S47.Q47C,S47.Q47D,S47.Q47E,S47.Q47F,S47.Q47G,S47.Q47H,S47.Q48,S47.Q49,CARD..1,DECK..1,BALLOT..1,S47.V50,S47.V51,S47.V52,S47.V53
603,1.0,47.0,604.0,2.0,1.0,1.0,1.0,1.0,2.0,3.0,3.0,2.0,3.0,1.0,2.0,2.0,3.0,2.0,5.0,3.0,1.0,2.0,2.0,1.0,1.0,3.0,2.0,2.0,3.0,3.0,3.0,1.0,1.0,3.0,1.0,2.0,1.0,3.0,2.0,2.0,1.0,3.0,1.0,2.0,4.0,2.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,2.0,98.0,98.0,2.0,2.0,1.0,1.0,3.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,2.0,47.0,604.0,6.0,7.0,9.0,3140.0
604,1.0,47.0,605.0,2.0,1.0,1.0,1.0,3.0,2.0,3.0,2.0,2.0,1.0,2.0,2.0,3.0,2.0,2.0,5.0,2.0,1.0,2.0,2.0,2.0,1.0,1.0,2.0,3.0,3.0,2.0,1.0,1.0,3.0,2.0,1.0,4.0,3.0,3.0,2.0,2.0,2.0,2.0,1.0,3.0,2.0,2.0,1.0,2.0,2.0,1.0,3.0,3.0,1.0,2.0,98.0,98.0,1.0,1.0,3.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,47.0,605.0,8.0,6.0,9.0,3443.0
605,1.0,47.0,606.0,2.0,1.0,0.0,1.0,2.0,3.0,4.0,2.0,1.0,2.0,3.0,2.0,3.0,1.0,3.0,5.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,3.0,2.0,3.0,2.0,3.0,2.0,3.0,3.0,2.0,3.0,3.0,3.0,2.0,2.0,2.0,1.0,1.0,4.0,2.0,2.0,1.0,4.0,2.0,1.0,1.0,3.0,3.0,2.0,98.0,98.0,1.0,2.0,3.0,1.0,3.0,2.0,2.0,1.0,2.0,1.0,3.0,1.0,2.0,47.0,606.0,5.0,6.0,9.0,3027.0
606,1.0,47.0,607.0,2.0,1.0,2.0,1.0,1.0,3.0,4.0,2.0,2.0,3.0,1.0,3.0,2.0,1.0,2.0,5.0,3.0,3.0,3.0,2.0,1.0,2.0,3.0,3.0,2.0,3.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,1.0,1.0,2.0,2.0,5.0,3.0,1.0,4.0,2.0,1.0,3.0,3.0,1.0,2.0,1.0,1.0,2.0,98.0,98.0,1.0,2.0,3.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,47.0,607.0,8.0,1.0,9.0,3111.0
607,1.0,47.0,608.0,2.0,1.0,2.0,1.0,4.0,5.0,4.0,2.0,5.0,3.0,1.0,2.0,4.0,1.0,2.0,5.0,2.0,1.0,2.0,1.0,2.0,1.0,2.0,2.0,2.0,3.0,2.0,1.0,1.0,3.0,4.0,1.0,1.0,1.0,2.0,1.0,2.0,2.0,4.0,1.0,2.0,4.0,2.0,2.0,1.0,3.0,1.0,3.0,2.0,3.0,2.0,98.0,98.0,2.0,3.0,3.0,3.0,3.0,3.0,1.0,1.0,3.0,1.0,1.0,1.0,2.0,47.0,608.0,5.0,7.0,9.0,3201.0
608,1.0,47.0,609.0,2.0,1.0,2.0,1.0,3.0,3.0,4.0,2.0,2.0,1.0,1.0,1.0,3.0,3.0,1.0,5.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,3.0,2.0,2.0,2.0,4.0,3.0,3.0,3.0,4.0,2.0,2.0,3.0,4.0,5.0,1.0,2.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,3.0,1.0,2.0,98.0,98.0,2.0,1.0,1.0,3.0,1.0,3.0,3.0,3.0,3.0,1.0,1.0,2.0,2.0,47.0,609.0,1.0,3.0,9.0,3207.0
609,1.0,47.0,610.0,2.0,1.0,2.0,1.0,1.0,1.0,3.0,2.0,1.0,3.0,1.0,2.0,2.0,3.0,1.0,5.0,1.0,1.0,2.0,2.0,1.0,1.0,2.0,3.0,2.0,3.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,4.0,1.0,1.0,1.0,1.0,5.0,1.0,4.0,3.0,2.0,1.0,2.0,3.0,1.0,1.0,1.0,1.0,2.0,98.0,98.0,2.0,1.0,3.0,1.0,3.0,1.0,3.0,1.0,1.0,1.0,3.0,1.0,2.0,47.0,610.0,7.0,10.0,9.0,3272.0
610,1.0,47.0,611.0,2.0,1.0,2.0,1.0,1.0,1.0,2.0,4.0,2.0,3.0,1.0,3.0,3.0,2.0,1.0,5.0,2.0,1.0,3.0,1.0,2.0,1.0,3.0,8.0,2.0,3.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,3.0,2.0,1.0,3.0,3.0,1.0,4.0,1.0,2.0,2.0,2.0,2.0,1.0,3.0,3.0,1.0,2.0,98.0,98.0,2.0,1.0,3.0,2.0,3.0,2.0,1.0,1.0,3.0,3.0,1.0,1.0,2.0,47.0,611.0,4.0,8.0,9.0,3233.0
611,1.0,47.0,612.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,5.0,5.0,1.0,1.0,2.0,3.0,1.0,1.0,5.0,1.0,2.0,1.0,2.0,1.0,2.0,3.0,2.0,2.0,3.0,2.0,3.0,1.0,3.0,1.0,1.0,2.0,3.0,2.0,1.0,2.0,7.0,1.0,1.0,4.0,1.0,2.0,2.0,5.0,2.0,1.0,1.0,3.0,3.0,2.0,98.0,98.0,2.0,1.0,2.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,47.0,612.0,7.0,8.0,9.0,3136.0
612,1.0,47.0,613.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,4.0,4.0,0.0,1.0,1.0,3.0,1.0,3.0,5.0,1.0,3.0,1.0,2.0,2.0,1.0,3.0,2.0,2.0,4.0,2.0,2.0,1.0,3.0,2.0,2.0,4.0,4.0,2.0,1.0,3.0,6.0,4.0,2.0,4.0,2.0,2.0,2.0,3.0,4.0,1.0,3.0,1.0,3.0,2.0,98.0,98.0,2.0,1.0,3.0,1.0,3.0,1.0,1.0,1.0,0.0,1.0,2.0,1.0,2.0,47.0,613.0,8.0,6.0,9.0,3182.0
613,1.0,47.0,614.0,2.0,1.0,1.0,1.0,9.0,1.0,3.0,3.0,5.0,2.0,1.0,3.0,3.0,2.0,1.0,5.0,1.0,2.0,1.0,2.0,4.0,3.0,2.0,2.0,2.0,4.0,2.0,3.0,1.0,3.0,3.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,1.0,0.0,0.0,2.0,1.0,2.0,3.0,1.0,1.0,1.0,1.0,2.0,98.0,98.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,47.0,614.0,7.0,7.0,9.0,3292.0
614,1.0,47.0,615.0,2.0,1.0,2.0,1.0,11.0,11.0,4.0,5.0,2.0,2.0,5.0,3.0,2.0,1.0,2.0,5.0,3.0,3.0,3.0,2.0,3.0,2.0,3.0,3.0,3.0,4.0,3.0,2.0,1.0,2.0,1.0,2.0,1.0,2.0,2.0,2.0,2.0,5.0,1.0,1.0,2.0,4.0,2.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,2.0,98.0,98.0,2.0,1.0,3.0,1.0,3.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,2.0,47.0,615.0,7.0,9.0,9.0,3110.0
615,1.0,47.0,616.0,3.0,1.0,1.0,1.0,4.0,7.0,2.0,5.0,2.0,5.0,1.0,1.0,1.0,2.0,2.0,5.0,2.0,1.0,1.0,2.0,1.0,1.0,0.0,3.0,2.0,4.0,3.0,2.0,4.0,4.0,4.0,0.0,4.0,4.0,1.0,1.0,1.0,2.0,3.0,1.0,2.0,3.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,98.0,98.0,1.0,1.0,3.0,1.0,3.0,3.0,1.0,3.0,1.0,1.0,1.0,1.0,2.0,47.0,616.0,6.0,8.0,9.0,3256.0
616,1.0,47.0,617.0,6.0,2.0,2.0,1.0,6.0,7.0,3.0,2.0,1.0,1.0,1.0,2.0,3.0,1.0,1.0,5.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,3.0,3.0,1.0,4.0,4.0,1.0,1.0,4.0,4.0,3.0,4.0,5.0,1.0,1.0,3.0,4.0,2.0,1.0,1.0,1.0,1.0,2.0,3.0,1.0,1.0,6.0,5.0,2.0,1.0,3.0,1.0,3.0,1.0,1.0,1.0,3.0,1.0,3.0,2.0,2.0,47.0,617.0,7.0,7.0,9.0,3120.0
617,1.0,47.0,618.0,2.0,1.0,1.0,1.0,1.0,5.0,0.0,3.0,1.0,1.0,2.0,2.0,2.0,1.0,2.0,6.0,2.0,1.0,1.0,2.0,2.0,1.0,3.0,3.0,2.0,1.0,2.0,3.0,2.0,3.0,2.0,2.0,2.0,1.0,3.0,3.0,4.0,2.0,2.0,1.0,1.0,4.0,2.0,1.0,2.0,2.0,2.0,1.0,3.0,1.0,2.0,98.0,98.0,1.0,2.0,3.0,1.0,3.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,2.0,47.0,618.0,7.0,8.0,9.0,3028.0
618,1.0,47.0,619.0,2.0,1.0,1.0,1.0,3.0,4.0,4.0,2.0,0.0,2.0,2.0,2.0,3.0,3.0,1.0,6.0,1.0,1.0,1.0,2.0,3.0,3.0,1.0,2.0,2.0,2.0,3.0,3.0,1.0,3.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,2.0,3.0,2.0,1.0,1.0,2.0,1.0,2.0,2.0,1.0,2.0,98.0,98.0,2.0,1.0,1.0,3.0,2.0,3.0,3.0,3.0,3.0,1.0,1.0,2.0,2.0,47.0,619.0,1.0,6.0,9.0,3193.0
619,1.0,47.0,620.0,2.0,1.0,1.0,1.0,11.0,11.0,4.0,5.0,2.0,2.0,1.0,2.0,3.0,1.0,1.0,6.0,1.0,1.0,2.0,2.0,2.0,3.0,3.0,2.0,2.0,2.0,2.0,3.0,1.0,2.0,1.0,3.0,2.0,3.0,3.0,2.0,2.0,2.0,2.0,1.0,4.0,1.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,3.0,2.0,98.0,98.0,2.0,1.0,3.0,1.0,3.0,1.0,2.0,1.0,2.0,1.0,1.0,2.0,2.0,47.0,620.0,6.0,8.0,9.0,3056.0
620,1.0,47.0,621.0,2.0,1.0,1.0,1.0,1.0,11.0,3.0,4.0,2.0,2.0,1.0,2.0,3.0,3.0,2.0,6.0,2.0,1.0,1.0,2.0,1.0,1.0,3.0,3.0,2.0,2.0,3.0,2.0,1.0,2.0,3.0,1.0,2.0,1.0,3.0,2.0,2.0,5.0,4.0,1.0,4.0,2.0,2.0,2.0,2.0,3.0,1.0,1.0,3.0,1.0,2.0,98.0,98.0,1.0,1.0,3.0,3.0,2.0,3.0,1.0,1.0,1.0,1.0,3.0,1.0,2.0,47.0,621.0,5.0,9.0,9.0,3203.0
621,1.0,47.0,622.0,2.0,2.0,2.0,1.0,11.0,11.0,4.0,2.0,2.0,1.0,1.0,1.0,3.0,2.0,1.0,6.0,1.0,1.0,2.0,2.0,3.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,3.0,3.0,1.0,1.0,3.0,2.0,1.0,1.0,3.0,1.0,2.0,4.0,1.0,2.0,2.0,1.0,2.0,1.0,3.0,1.0,3.0,2.0,98.0,98.0,1.0,1.0,3.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,47.0,622.0,8.0,6.0,9.0,3437.0
622,1.0,47.0,623.0,2.0,1.0,1.0,1.0,11.0,10.0,3.0,3.0,2.0,1.0,1.0,2.0,1.0,1.0,3.0,6.0,2.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,3.0,4.0,1.0,1.0,1.0,1.0,1.0,3.0,2.0,3.0,1.0,4.0,1.0,2.0,1.0,2.0,2.0,1.0,3.0,3.0,3.0,2.0,98.0,98.0,1.0,2.0,2.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,47.0,623.0,5.0,8.0,9.0,3033.0
623,1.0,47.0,624.0,2.0,1.0,2.0,1.0,4.0,2.0,3.0,3.0,4.0,5.0,1.0,2.0,3.0,2.0,2.0,6.0,2.0,1.0,2.0,2.0,2.0,1.0,1.0,1.0,2.0,2.0,2.0,3.0,1.0,1.0,1.0,1.0,2.0,1.0,4.0,3.0,4.0,2.0,4.0,3.0,4.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,1.0,1.0,2.0,98.0,98.0,2.0,2.0,3.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,47.0,624.0,8.0,5.0,9.0,3242.0
624,1.0,47.0,625.0,2.0,1.0,1.0,1.0,5.0,7.0,2.0,2.0,2.0,1.0,1.0,1.0,2.0,2.0,2.0,6.0,1.0,1.0,1.0,2.0,3.0,1.0,1.0,2.0,2.0,2.0,3.0,2.0,1.0,4.0,1.0,2.0,3.0,3.0,2.0,2.0,2.0,2.0,3.0,1.0,2.0,1.0,2.0,1.0,2.0,2.0,2.0,1.0,1.0,3.0,2.0,98.0,98.0,1.0,2.0,0.0,1.0,3.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,47.0,625.0,6.0,8.0,9.0,3069.0
625,1.0,47.0,626.0,2.0,1.0,1.0,1.0,1.0,4.0,3.0,3.0,2.0,1.0,1.0,2.0,3.0,2.0,1.0,6.0,1.0,1.0,2.0,2.0,1.0,1.0,3.0,3.0,2.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,2.0,1.0,2.0,2.0,5.0,1.0,2.0,4.0,2.0,1.0,1.0,3.0,2.0,3.0,3.0,3.0,2.0,98.0,98.0,1.0,2.0,3.0,3.0,3.0,3.0,1.0,1.0,3.0,1.0,1.0,1.0,2.0,47.0,626.0,5.0,9.0,9.0,3353.0
626,1.0,47.0,627.0,2.0,1.0,1.0,1.0,4.0,6.0,3.0,2.0,2.0,2.0,1.0,1.0,2.0,1.0,1.0,6.0,1.0,1.0,1.0,1.0,1.0,3.0,3.0,2.0,2.0,2.0,2.0,2.0,1.0,3.0,4.0,3.0,3.0,3.0,3.0,2.0,2.0,2.0,5.0,1.0,5.0,5.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,98.0,98.0,1.0,2.0,2.0,3.0,2.0,3.0,2.0,1.0,3.0,2.0,1.0,1.0,2.0,47.0,627.0,1.0,9.0,9.0,3284.0
627,1.0,47.0,628.0,2.0,1.0,1.0,1.0,1.0,1.0,5.0,3.0,2.0,3.0,1.0,2.0,3.0,2.0,2.0,6.0,2.0,1.0,2.0,2.0,1.0,1.0,2.0,2.0,3.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,5.0,1.0,4.0,3.0,2.0,1.0,3.0,3.0,1.0,3.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,3.0,1.0,1.0,2.0,1.0,3.0,2.0,1.0,2.0,47.0,628.0,6.0,8.0,9.0,3285.0
628,1.0,47.0,629.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,3.0,2.0,2.0,1.0,2.0,3.0,1.0,1.0,6.0,2.0,3.0,3.0,1.0,2.0,1.0,2.0,8.0,2.0,2.0,3.0,3.0,1.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,2.0,4.0,1.0,1.0,3.0,4.0,2.0,3.0,5.0,5.0,1.0,1.0,3.0,3.0,2.0,98.0,98.0,1.0,1.0,3.0,1.0,3.0,1.0,1.0,3.0,0.0,1.0,1.0,1.0,2.0,47.0,629.0,7.0,9.0,9.0,3228.0
629,1.0,47.0,630.0,2.0,1.0,1.0,1.0,1.0,4.0,4.0,4.0,1.0,1.0,1.0,2.0,1.0,2.0,3.0,6.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,2.0,5.0,1.0,4.0,3.0,2.0,2.0,1.0,1.0,1.0,3.0,3.0,1.0,2.0,98.0,98.0,2.0,1.0,3.0,3.0,3.0,3.0,3.0,1.0,3.0,1.0,1.0,1.0,2.0,47.0,630.0,4.0,6.0,9.0,3267.0
630,1.0,47.0,631.0,2.0,1.0,1.0,1.0,2.0,4.0,8.0,4.0,3.0,2.0,1.0,1.0,3.0,1.0,3.0,6.0,1.0,1.0,1.0,2.0,1.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,3.0,3.0,2.0,4.0,4.0,1.0,1.0,1.0,3.0,5.0,1.0,4.0,1.0,2.0,2.0,2.0,3.0,1.0,1.0,1.0,3.0,2.0,98.0,98.0,2.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,47.0,631.0,7.0,9.0,9.0,3401.0
631,1.0,47.0,632.0,2.0,2.0,2.0,1.0,4.0,6.0,3.0,4.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,6.0,2.0,1.0,2.0,2.0,2.0,2.0,1.0,3.0,2.0,2.0,2.0,2.0,1.0,3.0,1.0,1.0,1.0,1.0,3.0,2.0,1.0,3.0,5.0,1.0,2.0,4.0,2.0,2.0,2.0,3.0,1.0,1.0,1.0,1.0,2.0,98.0,98.0,2.0,1.0,3.0,1.0,3.0,3.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,47.0,632.0,7.0,9.0,9.0,3145.0
632,1.0,47.0,633.0,2.0,1.0,1.0,1.0,3.0,4.0,6.0,3.0,2.0,3.0,1.0,2.0,3.0,1.0,2.0,6.0,1.0,1.0,2.0,2.0,1.0,2.0,1.0,2.0,2.0,3.0,2.0,2.0,3.0,3.0,2.0,2.0,2.0,3.0,2.0,2.0,4.0,4.0,1.0,3.0,4.0,2.0,2.0,2.0,3.0,2.0,1.0,1.0,3.0,1.0,2.0,3.0,1.0,3.0,2.0,3.0,3.0,3.0,3.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,47.0,633.0,6.0,6.0,9.0,3167.0
633,1.0,47.0,634.0,2.0,1.0,0.0,1.0,3.0,5.0,4.0,4.0,2.0,2.0,1.0,1.0,3.0,2.0,2.0,6.0,1.0,3.0,2.0,1.0,1.0,3.0,3.0,3.0,2.0,3.0,3.0,3.0,2.0,4.0,3.0,2.0,3.0,3.0,2.0,2.0,3.0,2.0,5.0,1.0,3.0,2.0,2.0,1.0,2.0,3.0,2.0,1.0,3.0,1.0,1.0,3.0,1.0,1.0,1.0,3.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,2.0,47.0,634.0,8.0,8.0,9.0,3009.0
634,1.0,47.0,635.0,2.0,2.0,2.0,1.0,3.0,1.0,4.0,5.0,2.0,5.0,1.0,2.0,3.0,1.0,1.0,6.0,1.0,1.0,2.0,2.0,2.0,1.0,1.0,2.0,2.0,3.0,2.0,1.0,1.0,3.0,4.0,1.0,1.0,1.0,3.0,2.0,5.0,2.0,5.0,1.0,4.0,1.0,2.0,1.0,1.0,4.0,1.0,3.0,3.0,3.0,1.0,10.0,2.0,2.0,1.0,3.0,1.0,3.0,3.0,3.0,1.0,3.0,1.0,1.0,1.0,2.0,47.0,635.0,5.0,4.0,9.0,3385.0
635,1.0,47.0,636.0,2.0,1.0,1.0,1.0,1.0,8.0,3.0,4.0,2.0,4.0,1.0,2.0,1.0,1.0,2.0,6.0,1.0,1.0,1.0,2.0,1.0,3.0,1.0,1.0,2.0,3.0,1.0,1.0,4.0,4.0,1.0,4.0,4.0,4.0,4.0,3.0,5.0,5.0,5.0,1.0,3.0,2.0,2.0,2.0,2.0,3.0,1.0,1.0,1.0,1.0,2.0,98.0,98.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,2.0,47.0,636.0,6.0,9.0,9.0,3226.0
636,1.0,47.0,637.0,2.0,1.0,2.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,1.0,3.0,2.0,1.0,3.0,6.0,3.0,1.0,2.0,1.0,1.0,2.0,3.0,3.0,2.0,3.0,3.0,1.0,1.0,3.0,1.0,1.0,3.0,2.0,2.0,2.0,2.0,2.0,4.0,1.0,3.0,2.0,2.0,2.0,2.0,3.0,2.0,2.0,3.0,1.0,2.0,98.0,98.0,1.0,2.0,3.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,47.0,637.0,8.0,4.0,9.0,3045.0
637,1.0,47.0,638.0,2.0,1.0,1.0,1.0,2.0,2.0,4.0,5.0,2.0,1.0,1.0,1.0,2.0,3.0,3.0,6.0,3.0,3.0,1.0,2.0,1.0,1.0,1.0,2.0,2.0,3.0,2.0,2.0,1.0,3.0,3.0,1.0,1.0,1.0,4.0,3.0,2.0,2.0,4.0,1.0,2.0,4.0,2.0,1.0,3.0,4.0,1.0,3.0,1.0,1.0,2.0,98.0,98.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,1.0,3.0,1.0,3.0,1.0,2.0,47.0,638.0,2.0,6.0,9.0,3297.0
638,1.0,47.0,639.0,2.0,1.0,2.0,1.0,1.0,1.0,2.0,2.0,2.0,3.0,1.0,1.0,3.0,2.0,1.0,6.0,2.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,2.0,3.0,2.0,3.0,3.0,4.0,4.0,4.0,4.0,2.0,2.0,1.0,1.0,1.0,5.0,1.0,4.0,1.0,2.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,2.0,98.0,98.0,2.0,1.0,3.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,47.0,639.0,8.0,10.0,9.0,3177.0
639,1.0,47.0,640.0,2.0,1.0,1.0,1.0,1.0,1.0,4.0,2.0,1.0,1.0,1.0,1.0,3.0,2.0,1.0,6.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,4.0,1.0,2.0,1.0,4.0,4.0,1.0,2.0,4.0,2.0,1.0,2.0,5.0,2.0,1.0,2.0,1.0,2.0,1.0,3.0,3.0,1.0,1.0,2.0,1.0,2.0,98.0,98.0,1.0,1.0,3.0,1.0,3.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,2.0,47.0,640.0,7.0,8.0,9.0,3010.0
640,1.0,47.0,641.0,3.0,1.0,1.0,1.0,2.0,4.0,4.0,5.0,2.0,2.0,2.0,2.0,2.0,4.0,2.0,6.0,2.0,3.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,3.0,2.0,3.0,2.0,2.0,3.0,4.0,4.0,3.0,2.0,1.0,2.0,2.0,5.0,3.0,5.0,1.0,2.0,1.0,5.0,4.0,1.0,3.0,3.0,1.0,1.0,3.0,1.0,2.0,1.0,3.0,2.0,3.0,2.0,3.0,1.0,3.0,1.0,1.0,1.0,2.0,47.0,641.0,4.0,7.0,9.0,3072.0
641,1.0,47.0,642.0,4.0,2.0,2.0,1.0,4.0,3.0,3.0,3.0,1.0,1.0,2.0,1.0,3.0,3.0,2.0,6.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,2.0,1.0,3.0,2.0,1.0,3.0,4.0,1.0,1.0,3.0,1.0,2.0,2.0,3.0,3.0,1.0,3.0,2.0,2.0,2.0,2.0,1.0,1.0,3.0,1.0,1.0,1.0,10.0,5.0,2.0,1.0,3.0,2.0,3.0,3.0,2.0,3.0,3.0,3.0,1.0,1.0,2.0,47.0,642.0,2.0,8.0,9.0,3130.0
642,1.0,47.0,643.0,5.0,1.0,1.0,1.0,1.0,1.0,3.0,3.0,2.0,1.0,1.0,2.0,3.0,2.0,2.0,6.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,2.0,2.0,3.0,3.0,1.0,1.0,3.0,2.0,1.0,2.0,4.0,1.0,1.0,2.0,3.0,3.0,3.0,4.0,1.0,2.0,1.0,2.0,3.0,1.0,3.0,3.0,1.0,1.0,5.0,5.0,3.0,1.0,3.0,1.0,3.0,1.0,3.0,1.0,1.0,1.0,2.0,2.0,2.0,47.0,643.0,7.0,5.0,9.0,3057.0
643,1.0,47.0,644.0,2.0,2.0,1.0,1.0,1.0,2.0,3.0,3.0,2.0,2.0,1.0,2.0,2.0,1.0,3.0,7.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,3.0,1.0,1.0,1.0,2.0,2.0,3.0,2.0,5.0,1.0,4.0,1.0,2.0,2.0,1.0,2.0,1.0,2.0,1.0,1.0,2.0,98.0,98.0,2.0,2.0,3.0,3.0,3.0,3.0,1.0,1.0,3.0,1.0,2.0,1.0,2.0,47.0,644.0,5.0,8.0,9.0,3396.0
644,1.0,47.0,645.0,2.0,1.0,1.0,1.0,1.0,1.0,4.0,2.0,2.0,2.0,2.0,2.0,3.0,2.0,1.0,7.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,1.0,1.0,3.0,3.0,4.0,4.0,4.0,3.0,3.0,2.0,2.0,5.0,1.0,4.0,2.0,2.0,1.0,1.0,1.0,1.0,3.0,3.0,3.0,2.0,98.0,98.0,1.0,2.0,3.0,1.0,3.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,2.0,47.0,645.0,7.0,6.0,9.0,3023.0
645,1.0,47.0,646.0,3.0,1.0,1.0,3.0,2.0,4.0,6.0,3.0,2.0,1.0,1.0,2.0,4.0,1.0,2.0,2.0,2.0,3.0,1.0,2.0,1.0,2.0,1.0,2.0,3.0,8.0,3.0,2.0,1.0,1.0,4.0,4.0,1.0,1.0,1.0,2.0,3.0,2.0,5.0,1.0,5.0,5.0,2.0,1.0,2.0,4.0,2.0,1.0,3.0,3.0,1.0,3.0,1.0,1.0,1.0,3.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,47.0,646.0,8.0,7.0,9.0,3376.0
646,1.0,47.0,647.0,2.0,1.0,2.0,1.0,1.0,2.0,4.0,4.0,2.0,1.0,1.0,2.0,3.0,2.0,2.0,8.0,1.0,1.0,2.0,2.0,4.0,1.0,2.0,2.0,2.0,3.0,3.0,2.0,1.0,1.0,1.0,1.0,1.0,3.0,2.0,2.0,2.0,2.0,5.0,1.0,4.0,2.0,2.0,1.0,2.0,3.0,1.0,1.0,1.0,1.0,2.0,98.0,98.0,1.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,1.0,1.0,2.0,47.0,647.0,2.0,10.0,9.0,3351.0
